date_obj,Armadyl%20bracers price
2015-11-27,74472
2015-11-28,75492
2015-11-29,75623
2015-11-30,77433
2015-12-01,77172
2015-12-02,76336
2015-12-03,76709
2015-12-04,76265
2015-12-05,75852
2015-12-06,74969
2015-12-07,72156
2015-12-08,69960
2015-12-09,67785
2015-12-10,64905
2015-12-11,62776
2015-12-12,61830
2015-12-13,61986
2015-12-14,62554
2015-12-15,63711
2015-12-16,66431
2015-12-17,66766
2015-12-18,66781
2015-12-19,63959
2015-12-20,61309
2015-12-21,58731
2015-12-22,57993
2015-12-23,58663
2015-12-24,60992
2015-12-25,64042
2015-12-26,67026
2015-12-27,70015
2015-12-28,72216
2015-12-29,74031
2015-12-30,72720
2015-12-31,72428
2016-01-01,73144
2016-01-02,73156
2016-01-03,73222
2016-01-04,76121
2016-01-05,79640
2016-01-06,81611
2016-01-07,83503
2016-01-08,83863
2016-01-09,83746
2016-01-10,84464
2016-01-11,85770
2016-01-12,85925
2016-01-13,83221
2016-01-14,82336
2016-01-15,80101
2016-01-16,78589
2016-01-17,77667
2016-01-18,77003
2016-01-19,74505
2016-01-20,71211
2016-01-21,68391
2016-01-22,68176
2016-01-23,67488
2016-01-24,67763
2016-01-25,67541
2016-01-26,68300
2016-01-27,66177
2016-01-28,62959
2016-01-29,60490
2016-01-30,60456
2016-01-31,60314
2016-02-01,58612
2016-02-02,57520
2016-02-03,55797
2016-02-04,53648
2016-02-05,53697
2016-02-06,53734
2016-02-07,54595
2016-02-08,54300
2016-02-09,53070
2016-02-10,51930
2016-02-11,51398
2016-02-12,50635
2016-02-13,51968
2016-02-14,52195
2016-02-15,52354
2016-02-16,53345
2016-02-17,54848
2016-02-18,55065
2016-02-19,55419
2016-02-20,55571
2016-02-21,54142
2016-02-22,53200
2016-02-23,52400
2016-02-24,52698
2016-02-25,53216
2016-02-26,54820
2016-02-27,55072
2016-02-28,55534
2016-02-29,56226
2016-03-01,57494
2016-03-02,57400
2016-03-03,59761
2016-03-04,62478
2016-03-05,64245
2016-03-06,66017
2016-03-07,66334
2016-03-08,68423
2016-03-09,67802
2016-03-10,67032
2016-03-11,66312
2016-03-12,65315
2016-03-13,63733
2016-03-14,62675
2016-03-15,60172
2016-03-16,58828
2016-03-17,57921
2016-03-18,59203
2016-03-19,61818
2016-03-20,64439
2016-03-21,67379
2016-03-22,68750
2016-03-23,70099
2016-03-24,71028
2016-03-25,71210
2016-03-26,70012
2016-03-27,69613
2016-03-28,68757
2016-03-29,69612
2016-03-30,68184
2016-03-31,66863
2016-04-01,65721
2016-04-02,64150
2016-04-03,64053
2016-04-04,61862
2016-04-05,60019
2016-04-06,59662
2016-04-07,60323
2016-04-08,61539
2016-04-09,61805
2016-04-10,60431
2016-04-11,60086
2016-04-12,59696
2016-04-13,59113
2016-04-14,58414
2016-04-15,57935
2016-04-16,58437
2016-04-17,58641
2016-04-18,58015
2016-04-19,57532
2016-04-20,56965
2016-04-21,56974
2016-04-22,57855
2016-04-23,58121
2016-04-24,57941
2016-04-25,57183
2016-04-26,56777
2016-04-27,56541
2016-04-28,55315
2016-04-29,54324
2016-04-30,52948
2016-05-01,53552
2016-05-02,55319
2016-05-03,56535
2016-05-04,57272
2016-05-05,57348
2016-05-06,57546
2016-05-07,56087
2016-05-08,54030
2016-05-09,52110
2016-05-10,49979
2016-05-11,49334
2016-05-12,48134
2016-05-13,46924
2016-05-14,46174
2016-05-15,45288
2016-05-16,45006
2016-05-17,43995
2016-05-18,44277
2016-05-19,45284
2016-05-22,45401
2016-05-23,45359
2016-05-24,44951
2016-05-25,43851
2016-05-26,43436
2016-05-27,42060
2016-05-28,41139
2016-05-29,39499
2016-05-30,38198
2016-05-31,37708
2016-06-01,37853
2016-06-02,37603
2016-06-03,37980
2016-06-04,38120
2016-06-05,38749
2016-06-06,40318
2016-06-07,41672
2016-06-08,42582
2016-06-09,43765
2016-06-10,44702
2016-06-11,45898
2016-06-12,47334
2016-06-13,48705
2016-06-14,50477
2016-06-15,50690
2016-06-16,51225
2016-06-17,50942
2016-06-18,50491
2016-06-19,49710
2016-06-20,48886
2016-06-21,46726
2016-06-22,44580
2016-06-23,44185
2016-06-24,43597
2016-06-25,43976
2016-06-26,45125
2016-06-27,46145
2016-06-28,45794
2016-06-29,46388
2016-06-30,46617
2016-07-01,48186
2016-07-02,49089
2016-07-03,48939
2016-07-04,49463
2016-07-05,49724
2016-07-06,49327
2016-07-07,47611
2016-07-08,45608
2016-07-09,43856
2016-07-10,42840
2016-07-11,42266
2016-07-12,41361
2016-07-13,40420
2016-07-14,39474
2016-07-15,38560
2016-07-16,38014
2016-07-17,37261
2016-07-18,37579
2016-07-23,37682
2016-07-24,36207
2016-07-25,35511
2016-07-26,35046
2016-07-27,34557
2016-07-28,34645
2016-07-29,35413
2016-07-30,35834
2016-07-31,35136
2016-08-01,35525
2016-08-02,35487
2016-08-03,36004
2016-08-04,36883
2016-08-05,37345
2016-08-06,36945
2016-08-07,37181
2016-08-08,36791
2016-08-09,37726
2016-08-10,39216
2016-08-11,40182
2016-08-12,41140
2016-08-13,41965
2016-08-14,43252
2016-08-15,43900
2016-08-16,45353
2016-08-17,45954
2016-08-18,44620
2016-08-19,45462
2016-08-20,45822
2016-08-21,45200
2016-08-22,44115
2016-08-23,43565
2016-08-24,42920
2016-08-25,41162
2016-08-26,40874
2016-08-28,39377
2016-08-31,36993
2016-09-01,36576
2016-09-02,36576
2016-09-03,36650
2016-09-04,37923
2016-09-05,39582
2016-09-06,40039
2016-09-07,40440
2016-09-08,40092
2016-09-09,40377
2016-09-10,39837
2016-09-11,38142
2016-09-12,37723
2016-09-13,35967
2016-09-14,34168
2016-09-15,32546
2016-09-16,31336
2016-09-17,31350
2016-09-18,31310
2016-09-19,31583
2016-09-20,30275
2016-09-21,30773
2016-09-22,31797
2016-09-23,33226
2016-09-24,33226
2016-09-25,34888
2016-09-26,36633
2016-09-27,38436
2016-09-28,40188
2016-09-29,41133
2016-09-30,42071
2016-10-01,43380
2016-10-02,44619
2016-10-03,45026
2016-10-04,44672
2016-10-05,45261
2016-10-06,46085
2016-10-07,46474
2016-10-08,46037
2016-10-09,46338
2016-10-10,48255
2016-10-11,49904
2016-10-12,49973
2016-10-13,49590
2016-10-14,47813
2016-10-15,47813
2016-10-16,45937
2016-10-17,43955
2016-10-18,42433
2016-10-19,40669
2016-10-20,40217
2016-10-21,39975
2016-10-22,39854
2016-10-23,39486
2016-10-24,39117
2016-10-25,39015
2016-10-26,39148
2016-10-27,39263
2016-10-28,38613
2016-10-29,38583
2016-10-30,38809
2016-10-31,40485
2016-11-01,40485
2016-11-02,41186
2016-11-03,42607
2016-11-04,44250
2016-11-05,45639
2016-11-06,47585
2016-11-07,49947
2016-11-08,51574
2016-11-09,53375
2016-11-10,54134
2016-11-11,52978
2016-11-12,52401
2016-11-13,51811
2016-11-14,49892
2016-11-15,50688
2016-12-07,34664
2016-12-08,34483
2016-12-09,34712
2016-12-10,35157
2016-12-11,34723
2016-12-12,33470
2016-12-13,32669
2016-12-14,32096
2016-12-15,31916
2016-12-16,32693
2016-12-17,34247
2016-12-18,35922
2016-12-19,37542
2016-12-20,38583
2016-12-21,39926
2016-12-22,40460
2016-12-23,42062
2016-12-24,43137
2016-12-25,43522
2016-12-26,44314
2016-12-27,45566
2016-12-28,44375
2016-12-29,44524
2016-12-30,44837
2016-12-31,45059
2017-01-01,44679
2017-01-02,44043
2017-01-03,43089
2017-01-04,42559
2017-01-05,41021
2017-01-06,40662
2017-01-07,40857
2017-01-08,39280
2017-01-09,37813
2017-01-10,36961
2017-01-11,36352
2017-01-12,36431
2017-01-13,37453
2017-01-14,37172
2017-01-15,36553
2017-01-16,35678
2017-01-17,34720
2017-01-18,34153
2017-01-19,33365
2017-01-20,33317
2017-01-21,33235
2017-01-22,33463
2017-01-23,34241
2017-01-27,38528
2017-01-28,39847
2017-01-29,40716
2017-01-30,40489
2017-01-31,40265
2017-02-01,40095
2017-02-02,40339
2017-02-03,40543
2017-02-04,41148
2017-02-05,41369
2017-02-06,42069
2017-02-07,42564
2017-02-08,43642
2017-02-09,43459
2017-02-10,43318
2017-02-11,43327
2017-02-12,42549
2017-02-13,41430
2017-02-14,40621
2017-02-15,39781
2017-02-16,39301
2017-02-18,40336
2017-02-19,40543
2017-02-20,40124
2017-02-21,40342
2017-02-22,39665
2017-02-23,39902
2017-02-24,39295
2017-02-25,37650
2017-02-26,36078
2017-02-27,35460
2017-02-28,34671
2017-03-01,35082
2017-03-02,36201
2017-03-03,36644
2017-03-04,37489
2017-03-05,38290
2017-03-06,38338
2017-03-07,38185
2017-03-08,38629
2017-03-09,38803
2017-03-10,38627
2017-03-11,37791
2017-03-12,37471
2017-03-13,37204
2017-03-14,36768
2017-03-15,35966
2017-03-16,35422
2017-03-17,34915
2017-03-18,33169
2017-03-19,32525
2017-03-20,31120
2017-03-21,29564
2017-03-22,29076
2017-03-23,30036
2017-03-24,30244
2017-03-25,30576
2017-03-26,30885
2017-03-27,31494
2017-03-28,32179
2017-03-29,32881
2017-03-30,34026
2017-03-31,34833
2017-04-01,34945
2017-04-02,34880
2017-04-03,34441
2017-04-04,34682
2017-04-05,35386
2017-04-12,36553
2017-04-13,37366
2017-04-14,37911
2017-04-15,37546
2017-04-16,38842
2017-04-17,40062
2017-04-18,40361
2017-04-19,40805
2017-04-20,41970
2017-04-21,41551
2017-04-22,40619
2017-04-23,40744
2017-04-24,41608
2017-04-25,43453
2017-04-26,44718
2017-04-27,45549
2017-04-28,44794
2017-04-29,44849
2017-04-30,44307
2017-05-01,43844
2017-05-02,44445
2017-05-03,45672
2017-05-04,45505
2017-05-05,46395
2017-05-06,46102
2017-05-07,45351
2017-05-08,44444
2017-05-09,44365
2017-05-10,43340
2017-05-11,42322
2017-05-12,42718
2017-05-13,42548
2017-05-14,42013
2017-05-15,41673
2017-05-16,40634
2017-05-17,39904
2017-05-18,39878
2017-05-19,40011
2017-05-20,40363
2017-05-21,41160
2017-05-22,42024
2017-05-23,42456
2017-05-24,44006
2017-05-25,45289
2017-05-26,46055
2017-05-27,46568
2017-05-28,48083
2017-05-29,50443
2017-05-30,52937
2017-05-31,54730
2017-06-01,54794
2017-06-02,54510
2017-06-03,53889
2017-06-04,54335
2017-06-05,54646
2017-06-06,54937
2017-06-07,55800
2017-06-08,56633
2017-06-09,57864
2017-06-10,58839
2017-06-11,58690
2017-06-12,59090
2017-06-13,57814
2017-06-14,56405
2017-06-15,53738
2017-06-16,53110
2017-06-17,52995
2017-06-18,51172
2017-06-19,50028
2017-06-20,49449
2017-06-21,50438
2017-06-22,49541
2017-06-23,48641
2017-06-24,47988
2017-06-25,48117
2017-06-26,48435
2017-06-27,48569
2017-06-28,49359
2017-06-29,49843
2017-06-30,49373
2017-07-01,48663
2017-07-02,48716
2017-07-03,48908
2017-07-04,49356
2017-07-05,49809
2017-07-06,50337
2017-07-07,50581
2017-07-08,52002
2017-07-09,54328
2017-07-13,56585
2017-07-14,57158
2017-07-15,56254
2017-07-16,55685
2017-07-17,56318
2017-07-18,55823
2017-07-19,56727
2017-07-20,56778
2017-07-21,56000
2017-07-22,54553
2017-07-23,53408
2017-07-24,53188
2017-07-25,51790
2017-07-26,50923
2017-07-27,50542
2017-07-28,51184
2017-07-29,51114
2017-07-30,50353
2017-07-31,48681
2017-08-01,47742
2017-08-02,46930
2017-08-03,45787
2017-08-04,45703
2017-08-05,46050
2017-08-06,46551
2017-08-07,47475
2017-08-08,47969
2017-08-09,48947
2017-08-10,49645
2017-08-11,49685
2017-08-12,49947
2017-08-13,48742
2017-08-14,48260
2017-08-15,48054
2017-08-16,48409
2017-08-17,48746
2017-08-18,49869
2017-08-19,48786
2017-08-20,48805
2017-08-21,48099
2017-08-22,46295
2017-08-23,44767
2017-08-24,45185
2017-08-25,44461
2017-08-26,45025
2017-08-27,45788
2017-08-28,46139
2017-08-29,46764
2017-08-30,46715
2017-08-31,47784
2017-09-01,48131
2017-09-02,48887
2017-09-03,49397
2017-09-04,50455
2017-09-05,52413
2017-09-06,51690
2017-09-07,50904
2017-09-08,50703
2017-09-09,49970
2017-09-10,50294
2017-09-11,51892
2017-09-12,51615
2017-09-13,51559
2017-09-14,50063
2017-09-15,48544
2017-09-16,48697
2017-09-17,49313
2017-09-18,49678
2017-09-19,50172
2017-09-20,51915
2017-09-22,55943
2017-09-23,56590
2017-09-24,58212
2017-09-25,59553
2017-09-26,59307
2017-09-27,57664
2017-09-28,57051
2017-09-29,59178
2017-09-30,58984
2017-10-01,58548
2017-10-02,57461
2017-10-03,57661
2017-10-04,58433
2017-10-05,58997
2017-10-06,59331
2017-10-07,60228
2017-10-08,62926
2017-10-09,62243
2017-10-10,62503
2017-10-11,62769
2017-10-12,63579
2017-10-13,64027
2017-10-14,65497
2017-10-15,66133
2017-10-16,66732
2017-10-17,66682
2017-10-18,67626
2017-10-19,68919
2017-10-20,69566
2017-10-21,69640
2017-10-22,68897
2017-10-23,66204
2017-10-24,65904
2017-10-25,63793
2017-10-26,62692
2017-10-27,61111
2017-10-28,59589
2017-10-29,58363
2017-10-30,57402
2017-10-31,57153
2017-11-01,56968
2017-11-02,56107
2017-11-03,55004
2017-11-04,55261
2017-11-05,55119
2017-11-06,55757
2017-11-07,55741
2017-11-08,53884
2017-11-09,53514
2017-11-10,54297
2017-11-11,54712
2017-11-12,54319
2017-11-13,53837
2017-11-14,52945
2017-11-15,51632
2017-11-16,50593
2017-11-17,50093
2017-11-18,49772
2017-11-19,50325
2017-11-20,50021
2017-11-21,50583
2017-11-22,51153
2017-11-23,50597
2017-11-24,49947
2017-11-25,49511
2017-11-26,48797
2017-11-27,47395
2017-11-28,46944
2017-11-29,45927
2017-11-30,44374
2017-12-01,44159
2017-12-02,44321
2017-12-03,45793
2017-12-04,46528
2017-12-05,47823
2017-12-06,49204
2017-12-07,48858
2017-12-08,49205
2017-12-09,48312
2017-12-10,47836
2017-12-11,47590
2017-12-12,47668
2017-12-13,47221
2017-12-14,46333
2017-12-15,45430
2017-12-16,44400
2017-12-17,44154
2017-12-18,44361
2017-12-19,43299
2017-12-20,41754
2017-12-21,41840
2017-12-22,40737
2017-12-23,40769
2017-12-24,40976
2017-12-25,40821
2017-12-26,40967
2017-12-27,40827
2017-12-28,40962
2017-12-29,40929
2017-12-30,40535
2017-12-31,40847
2018-01-01,41402
2018-01-02,42706
2018-01-03,44135
2018-01-04,44966
2018-01-05,45521
2018-01-06,45659
2018-01-07,45944
2018-01-08,46908
2018-01-09,47066
2018-01-10,46372
2018-01-11,46418
2018-01-12,46526
2018-01-13,46774
2018-01-14,46393
2018-01-15,46437
2018-01-16,46511
2018-01-17,47175
2018-01-18,46824
2018-01-19,46178
2018-01-20,46062
2018-01-21,46579
2018-01-22,45536
2018-01-23,43863
2018-01-24,44006
2018-01-25,43221
2018-01-26,43775
2018-01-27,44510
2018-01-28,44631
2018-01-29,44460
2018-01-30,45391
2018-01-31,45894
2018-02-01,46247
2018-02-02,46779
2018-02-03,48072
2018-02-04,50133
2018-02-05,51088
2018-02-06,52089
2018-02-07,52283
2018-02-08,51640
2018-02-09,52636
2018-02-10,53386
2018-02-11,55138
2018-02-12,57492
2018-02-13,59198
2018-02-14,60868
2018-02-15,61506
2018-02-16,62212
2018-02-17,59849
2018-02-18,58166
2018-02-19,56483
2018-02-20,54991
2018-02-21,54840
2018-02-22,56639
2018-02-23,56075
2018-02-24,55192
2018-02-25,55635
2018-02-26,54824
2018-02-27,54153
2018-02-28,54517
2018-03-01,53623
2018-03-02,53050
2018-03-03,54310
2018-03-04,55422
2018-03-05,56216
2018-03-06,55795
2018-03-07,55519
2018-03-08,56083
2018-03-09,55202
2018-03-10,54636
2018-03-11,54104
2018-03-12,54202
2018-03-13,55193
2018-03-14,54104
2018-03-15,52335
2018-03-16,51647
2018-03-17,51134
2018-03-18,50443
2018-03-20,51397
2018-03-22,53151
2018-03-23,54896
2018-03-24,56699
2018-03-25,58925
2018-03-26,59067
2018-03-27,58941
2018-03-28,58681
2018-03-29,56947
2018-03-30,55480
2018-03-31,54819
2018-04-01,55628
2018-04-02,55743
2018-04-03,57719
2018-04-04,57995
2018-04-05,56309
2018-04-06,56110
2018-04-07,56236
2018-04-08,58192
2018-04-09,60955
2018-04-10,63557
2018-04-11,64879
2018-04-12,67837
2018-04-13,69792
2018-04-14,73186
2018-04-15,75694
2018-04-16,76142
2018-04-17,78148
2018-04-18,79091
2018-04-19,78831
2018-04-20,79694
2018-04-21,79097
2018-04-22,79373
2018-04-23,79259
2018-04-24,79697
2018-04-25,80409
2018-04-26,80775
2018-04-27,80135
2018-04-28,79940
2018-04-29,80784
2018-04-30,80899
2018-05-01,81936
2018-05-02,81384
2018-05-03,79384
2018-05-04,80666
2018-05-05,80277
2018-05-06,78104
2018-05-07,77931
2018-05-08,77981
2018-05-09,77870
2018-05-10,78050
2018-05-11,76976
2018-05-12,75777
2018-05-13,73291
2018-05-14,72419
2018-05-15,71269
2018-05-16,70791
2018-05-17,69492
2018-05-18,69589
2018-05-19,70269
2018-05-20,71132
2018-05-21,73153
2018-05-22,75086
2018-05-23,73943
2018-05-24,73850
2018-05-25,74362
2018-05-26,75167
2018-05-27,76292
2018-05-28,75429
2018-05-29,77027
2018-05-30,77812
2018-05-31,76657
2018-06-01,76266
2018-06-02,77904
2018-06-03,77579
2018-06-04,76539
2018-06-05,76082
2018-06-06,74179
2018-06-07,71440
2018-06-08,68615
2018-06-09,66501
2018-06-10,65648
2018-06-11,63827
2018-06-12,62274
2018-06-13,60882
2018-06-14,60100
2018-06-15,58071
2018-06-16,56523
2018-06-17,56069
2018-06-18,56683
2018-06-19,56694
2018-06-20,57054
2018-06-21,56295
2018-06-22,55042
2018-06-23,55381
2018-06-24,55939
2018-06-25,56818
2018-06-26,56840
2018-06-27,57996
2018-06-28,57425
2018-06-29,57698
2018-06-30,58654
2018-07-01,59873
2018-07-02,62266
2018-07-03,63836
2018-07-04,65112
2018-07-05,65718
2018-07-06,64865
2018-07-07,64625
2018-07-08,65855
2018-07-09,67356
2018-07-10,69783
2018-07-11,71696
2018-07-12,73254
2018-07-13,76531
2018-07-14,78506
2018-07-15,79257
2018-07-16,80941
2018-07-17,83225
2018-07-18,85248
2018-07-19,87072
2018-07-20,86054
2018-07-21,86358
2018-07-22,87469
2018-07-23,87299
2018-07-24,89027
2018-07-25,90182
2018-07-26,91115
2018-07-27,90912
2018-07-28,91974
2018-07-29,91076
2018-07-30,91475
2018-07-31,91749
2018-08-01,91261
2018-08-02,90173
2018-08-03,90521
2018-08-04,88012
2018-08-05,86404
2018-08-06,87047
2018-08-07,87431
2018-08-08,88394
2018-08-09,90637
2018-08-10,91732
2018-08-11,92718
2018-08-12,92764
2018-08-14,90363
2018-08-16,87474
2018-08-17,86733
2018-08-18,87215
2018-08-19,86243
2018-08-20,86134
2018-08-21,85707
2018-08-22,85959
2018-08-23,84712
2018-08-24,86181
2018-08-25,89229
2018-08-26,90711
2018-08-27,89687
2018-08-28,91541
2018-08-29,89553
2018-08-30,85988
2018-08-31,83992
2018-09-01,84134
2018-09-02,86594
2018-09-03,86662
2018-09-04,86279
2018-09-05,84731
2018-09-06,85092
2018-09-07,86125
2018-09-08,85962
2018-09-09,86796
2018-09-10,87756
2018-09-11,88375
2018-09-12,89685
2018-09-13,90193
2018-09-14,89464
2018-09-15,88359
2018-09-16,88501
2018-09-17,86321
2018-09-18,86185
2018-09-19,86836
2018-09-20,87661
2018-09-21,86715
2018-09-22,88126
2018-09-23,84336
2018-09-24,82201
2018-09-25,81573
2018-09-26,82945
2018-09-27,82881
2018-09-28,84263
2018-09-29,85183
2018-09-30,85402
2018-10-01,83635
2018-10-02,82088
2018-10-03,80829
2018-10-04,81974
2018-10-05,82364
2018-10-06,83202
2018-10-07,81576
2018-10-08,79982
2018-10-09,79488
2018-10-10,77887
2018-10-11,75542
2018-10-12,72782
2018-10-13,71452
2018-10-14,69645
2018-10-15,68299
2018-10-16,68332
2018-10-17,70281
2018-10-18,72336
2018-10-19,70642
2018-10-20,70276
2018-10-21,68911
2018-10-22,71022
2018-10-23,72136
2018-10-24,72392
2018-10-25,71479
2018-10-26,72328
2018-10-27,72293
2018-10-28,71330
2018-10-29,70738
2018-10-30,68568
2018-10-31,67597
2018-11-01,66503
2018-11-03,63367
2018-11-04,63911
2018-11-05,62403
2018-11-06,60902
2018-11-07,59911
2018-11-08,58898
2018-11-09,58330
2018-11-10,58250
2018-11-11,58054
2018-11-12,57887
2018-11-13,58744
2018-11-14,60112
2018-11-15,59089
2018-11-16,59393
2018-11-17,59299
2018-11-18,60473
2018-11-19,61061
2018-11-20,60415
2018-11-21,61325
2018-11-22,63022
2018-11-23,62481
2018-11-24,63701
2018-11-25,65809
2018-11-26,68973
2018-11-27,71438
2018-11-28,72046
2018-11-29,74893
2018-12-01,80746
2018-12-02,83037
2018-12-03,83710
2018-12-04,84462
2018-12-05,84342
2018-12-07,84761
2018-12-09,84536
2018-12-10,84801
2018-12-11,84444
2018-12-12,84726
2018-12-13,85332
2018-12-14,87475
2018-12-15,88693
2018-12-16,88067
2018-12-17,88155
2018-12-18,88269
2018-12-19,88941
2018-12-20,88716
2018-12-21,87574
2018-12-22,86373
2018-12-23,87667
2018-12-24,89298
2018-12-25,89782
2018-12-26,90616
2018-12-27,92062
2018-12-28,92608
2018-12-29,93054
2018-12-30,93473
2018-12-31,95041
2019-01-01,96188
2019-01-02,94986
2019-01-03,96771
2019-01-04,96417
2019-01-05,97170
2019-01-06,95790
2019-01-08,95571
2019-01-10,95803
2019-01-11,92728
2019-01-12,93197
2019-01-13,93148
2019-01-14,93748
2019-01-15,94558
2019-01-16,94847
2019-01-17,96272
2019-01-18,96151
2019-01-19,94990
2019-01-20,93562
2019-01-21,93453
2019-01-22,92710
2019-01-23,93137
2019-01-24,92711
2019-01-25,92223
2019-01-26,91238
2019-01-27,92963
2019-01-28,95202
2019-01-29,95049
2019-01-30,92993
2019-01-31,96255
2019-02-01,98464
2019-02-02,101000
2019-02-03,100920
2019-02-04,102145
2019-02-05,102453
2019-02-06,103459
2019-02-07,103188
2019-02-08,104239
2019-02-09,102031
2019-02-10,101716
2019-02-11,99366
2019-02-12,97000
2019-02-13,98307
2019-02-14,98115
2019-02-15,100265
2019-02-16,100380
2019-02-17,99303
2019-02-18,99304
2019-02-19,102408
2019-02-20,101047
2019-02-21,100641
2019-02-22,99298
2019-02-23,100896
2019-02-24,100980
2019-02-25,99976
2019-02-26,99837
2019-02-27,99528
2019-02-28,98597
2019-03-01,98105
2019-03-02,99050
2019-03-03,97538
2019-03-04,98192
2019-03-05,98490
2019-03-06,97362
2019-03-07,98762
2019-03-08,98089
2019-03-09,97682
2019-03-10,96895
2019-03-11,93989
2019-03-12,92374
2019-03-13,91546
2019-03-14,91083
2019-03-15,90339
2019-03-16,89657
2019-03-17,91717
2019-03-18,92252
2019-03-19,92201
2019-03-20,95491
