date_obj,Saradomin%20chaps price
2016-01-06,91769
2016-01-07,91686
2016-01-08,92646
2016-01-09,94575
2016-01-10,96712
2016-01-11,96927
2016-01-12,96348
2016-01-13,95581
2016-01-14,95009
2016-01-15,95056
2016-01-16,95017
2016-01-17,97363
2016-01-18,101011
2016-01-19,105870
2016-01-20,109022
2016-01-21,108245
2016-01-22,109890
2016-01-23,109254
2016-01-24,108947
2016-01-25,106341
2016-01-26,104385
2016-01-27,104694
2016-01-28,103607
2016-01-29,102379
2016-01-30,101289
2016-01-31,101424
2016-02-01,101054
2016-02-02,99647
2016-02-03,99297
2016-02-04,100778
2016-02-05,104513
2016-02-06,106430
2016-02-07,107254
2016-02-08,108490
2016-02-09,107401
2016-02-10,106243
2016-02-11,104446
2016-02-12,104128
2016-02-13,101891
2016-02-14,100367
2016-02-15,100068
2016-02-16,99260
2016-02-17,99674
2016-02-18,97644
2016-02-19,97642
2016-02-20,97347
2016-02-21,94865
2016-02-22,94606
2016-02-23,94645
2016-02-24,94042
2016-02-25,93492
2016-02-26,90473
2016-02-27,87381
2016-02-28,83984
2016-02-29,81532
2016-03-01,82735
2016-03-02,83015
2016-03-03,84646
2016-03-04,84837
2016-03-05,84858
2016-03-06,84374
2016-03-07,82698
2016-03-08,82863
2016-03-09,82383
2016-03-10,80146
2016-03-11,79026
2016-03-12,79440
2016-03-13,78383
2016-03-14,77962
2016-03-15,76824
2016-03-16,75867
2016-03-17,76097
2016-03-18,75407
2016-03-19,75364
2016-03-20,74610
2016-03-21,73345
2016-03-22,71131
2016-03-23,69528
2016-03-24,69611
2016-03-25,70382
2016-03-26,69368
2016-03-27,71004
2016-03-28,73654
2016-03-29,76829
2016-03-30,77307
2016-03-31,77333
2016-04-01,77015
2016-04-02,77336
2016-04-03,79617
2016-04-04,82426
2016-04-05,85253
2016-04-06,87855
2016-04-07,89756
2016-04-08,91477
2016-04-09,93180
2016-04-10,93962
2016-04-11,94526
2016-04-12,94779
2016-04-13,93538
2016-04-14,93012
2016-04-15,92095
2016-04-16,91850
2016-04-17,92071
2016-04-18,91724
2016-04-19,91435
2016-04-20,92528
2016-04-21,92931
2016-04-22,96123
2016-04-23,98449
2016-04-24,99601
2016-04-25,98392
2016-04-26,96075
2016-04-27,94664
2016-04-28,93093
2016-04-29,91086
2016-04-30,90287
2016-05-01,89830
2016-05-02,88800
2016-05-03,87543
2016-05-04,88082
2016-05-05,90288
2016-05-06,92204
2016-05-07,93814
2016-05-08,94495
2016-05-09,93035
2016-05-10,93018
2016-05-11,92615
2016-05-12,91533
2016-05-13,92528
2016-05-14,93902
2016-05-15,96725
2016-05-16,95885
2016-05-17,95543
2016-05-18,95391
2016-05-19,94711
2016-05-22,97580
2016-05-23,97901
2016-05-24,98786
2016-05-25,99845
2016-05-26,99459
2016-05-27,97787
2016-05-28,97574
2016-05-29,97742
2016-05-30,97886
2016-05-31,98132
2016-06-01,98189
2016-06-02,98456
2016-06-03,97919
2016-06-04,97844
2016-06-05,97025
2016-06-06,96349
2016-06-07,93761
2016-06-08,90587
2016-06-09,90219
2016-06-10,89809
2016-06-11,89860
2016-06-12,91293
2016-06-13,92654
2016-06-14,92819
2016-06-15,94107
2016-06-16,94685
2016-06-17,94901
2016-06-18,95858
2016-06-19,97798
2016-06-20,100040
2016-06-21,102012
2016-06-22,104869
2016-06-23,109239
2016-06-24,113327
2016-06-25,116500
2016-06-26,114679
2016-06-27,117778
2016-06-28,119813
2016-06-29,121003
2016-06-30,120872
2016-07-01,121328
2016-07-02,120094
2016-07-03,116154
2016-07-04,111222
2016-07-05,111129
2016-07-06,110223
2016-07-07,110281
2016-07-08,113121
2016-07-09,116582
2016-07-10,119315
2016-07-11,117951
2016-07-12,117907
2016-07-13,116796
2016-07-14,118221
2016-07-15,120613
2016-07-16,123541
2016-07-17,124687
2016-07-18,126154
2016-07-23,122119
2016-07-24,123193
2016-07-25,123704
2016-07-26,124887
2016-07-27,128053
2016-07-28,130820
2016-07-29,133084
2016-07-30,131656
2016-07-31,130720
2016-08-01,131811
2016-08-02,132308
2016-08-03,131019
2016-08-04,130790
2016-08-05,129256
2016-08-06,131530
2016-08-07,130182
2016-08-08,127274
2016-08-09,124552
2016-08-10,126490
2016-08-11,125506
2016-08-12,125310
2016-08-13,124681
2016-08-14,125023
2016-08-15,125695
2016-08-16,125708
2016-08-17,122107
2016-08-18,116211
2016-08-19,111122
2016-08-20,107850
2016-08-21,102538
2016-08-22,97468
2016-08-23,92594
2016-08-24,89027
2016-08-25,85259
2016-08-26,83395
2016-08-28,81288
2016-08-31,85399
2016-09-01,83724
2016-09-02,81731
2016-09-03,79600
2016-09-04,77598
2016-09-05,76404
2016-09-06,74473
2016-09-07,72110
2016-09-08,69684
2016-09-09,67939
2016-09-10,67626
2016-09-11,67771
2016-09-12,69732
2016-09-13,72528
2016-09-14,74774
2016-09-15,75520
2016-09-16,76621
2016-09-17,77116
2016-09-18,79334
2016-09-19,82680
2016-09-20,85058
2016-09-21,87274
2016-09-22,91568
2016-09-23,93695
2016-09-24,93497
2016-09-25,92633
2016-09-26,91938
2016-09-27,89930
2016-09-28,87722
2016-09-29,85779
2016-09-30,86190
2016-10-01,88265
2016-10-02,88428
2016-10-03,86600
2016-10-04,87173
2016-10-05,85180
2016-10-06,82927
2016-10-07,81121
2016-10-08,80944
2016-10-09,83108
2016-10-10,85490
2016-10-11,87051
2016-10-12,88362
2016-10-13,90610
2016-10-14,94205
2016-10-15,97537
2016-10-16,101725
2016-10-17,105622
2016-10-18,109777
2016-10-19,110624
2016-10-20,115007
2016-10-21,119728
2016-10-22,122037
2016-10-23,123915
2016-10-24,126379
2016-10-25,127346
2016-10-26,124559
2016-10-27,120020
2016-10-28,116233
2016-10-29,114074
2016-10-30,117972
2016-10-31,118590
2016-11-01,118646
2016-11-02,118934
2016-11-03,119390
2016-11-04,120370
2016-11-05,122636
2016-11-06,120237
2016-11-07,119308
2016-11-08,117148
2016-11-09,117984
2016-11-10,116347
2016-11-11,115563
2016-11-12,115241
2016-11-13,116076
2016-11-14,118467
2016-12-08,94899
2016-12-09,96708
2016-12-10,100211
2016-12-11,103234
2016-12-12,106101
2016-12-13,108409
2016-12-14,110031
2016-12-15,109770
2016-12-16,111137
2016-12-17,111231
2016-12-18,112810
2016-12-19,116166
2016-12-20,118580
2016-12-21,119644
2016-12-22,122571
2016-12-23,125499
2016-12-24,129259
2016-12-25,132385
2016-12-26,136699
2016-12-27,140831
2016-12-28,144836
2016-12-29,149123
2016-12-30,152275
2016-12-31,154965
2017-01-01,153104
2017-01-02,148185
2017-01-03,146764
2017-01-04,144308
2017-01-05,140201
2017-01-06,135896
2017-01-07,130224
2017-01-08,125925
2017-01-09,122130
2017-01-10,118642
2017-01-11,117483
2017-01-12,117882
2017-01-13,118506
2017-01-14,120101
2017-01-15,117974
2017-01-16,118661
2017-01-17,119924
2017-01-18,120997
2017-01-19,120525
2017-01-20,121249
2017-01-21,119011
2017-01-22,119528
2017-01-27,122197
2017-01-28,123140
2017-01-29,124041
2017-01-30,121428
2017-01-31,121721
2017-02-01,121181
2017-02-02,119895
2017-02-03,118242
2017-02-04,118764
2017-02-05,119111
2017-02-06,119852
2017-02-07,117802
2017-02-08,115815
2017-02-09,115516
2017-02-10,113575
2017-02-11,113842
2017-02-12,112667
2017-02-13,113047
2017-02-14,113151
2017-02-15,114017
2017-02-16,115400
2017-02-18,116143
2017-02-19,117292
2017-02-20,117685
2017-02-21,117950
2017-02-22,118170
2017-02-23,115068
2017-02-24,112949
2017-02-25,111332
2017-02-26,109319
2017-02-27,109028
2017-02-28,108552
2017-03-01,107521
2017-03-02,106960
2017-03-03,106910
2017-03-04,106128
2017-03-05,106852
2017-03-06,107163
2017-03-07,107519
2017-03-08,107415
2017-03-09,108143
2017-03-10,110258
2017-03-11,110579
2017-03-12,112169
2017-03-13,114700
2017-03-14,118115
2017-03-15,118761
2017-03-16,119051
2017-03-17,119159
2017-03-18,118554
2017-03-19,119797
2017-03-20,119979
2017-03-21,118653
2017-03-22,118764
2017-03-23,120362
2017-03-24,121773
2017-03-25,121868
2017-03-26,124183
2017-03-27,123638
2017-03-28,122024
2017-03-29,124859
2017-03-30,128739
2017-03-31,132868
2017-04-01,139512
2017-04-02,143795
2017-04-03,145564
2017-04-04,148062
2017-04-12,160628
2017-04-13,162505
2017-04-14,162285
2017-04-15,161624
2017-04-16,158007
2017-04-17,154761
2017-04-18,154351
2017-04-19,154316
2017-04-20,152614
2017-04-21,154090
2017-04-22,152961
2017-04-23,153189
2017-04-24,151677
2017-04-25,144516
2017-04-26,138244
2017-04-27,139734
2017-04-28,136723
2017-04-29,133768
2017-04-30,130469
2017-05-01,131446
2017-05-02,133353
2017-05-03,138192
2017-05-04,141397
2017-05-05,140300
2017-05-06,138360
2017-05-07,139790
2017-05-08,140813
2017-05-09,134535
2017-05-10,128303
2017-05-11,123738
2017-05-12,120605
2017-05-13,119805
2017-05-14,118043
2017-05-15,115539
2017-05-16,118154
2017-05-17,117960
2017-05-18,117000
2017-05-19,115463
2017-05-20,115747
2017-05-21,116438
2017-05-22,116739
2017-05-23,115719
2017-05-24,114798
2017-05-25,114455
2017-05-26,115985
2017-05-27,117119
2017-05-28,121168
2017-05-29,127033
2017-05-30,132640
2017-05-31,139079
2017-06-01,142105
2017-06-02,144643
2017-06-03,149829
2017-06-06,171314
2017-06-07,178108
2017-06-08,187014
2017-06-09,194956
2017-06-10,188755
2017-06-11,179540
2017-06-12,170650
2017-06-13,173741
2017-06-14,180251
2017-06-15,180966
2017-06-16,176578
2017-06-17,176413
2017-06-18,177211
2017-06-19,177481
2017-06-20,174463
2017-06-21,172780
2017-06-22,176121
2017-06-23,176856
2017-06-24,176213
2017-06-25,172948
2017-06-26,168868
2017-06-27,169227
2017-06-28,169981
2017-06-29,164614
2017-06-30,159250
2017-07-01,157651
2017-07-02,154915
2017-07-03,150524
2017-07-04,149256
2017-07-05,151060
2017-07-06,151440
2017-07-07,154539
2017-07-08,154852
2017-07-13,157148
2017-07-14,155012
2017-07-15,149782
2017-07-16,149731
2017-07-17,150335
2017-07-18,147516
2017-07-19,146095
2017-07-20,149387
2017-07-21,147441
2017-07-22,144754
2017-07-23,146282
2017-07-24,149049
2017-07-25,147688
2017-07-26,148030
2017-07-27,149642
2017-07-28,148331
2017-07-29,147265
2017-07-30,150271
2017-07-31,156682
2017-08-01,162334
2017-08-02,164531
2017-08-03,167787
2017-08-04,166877
2017-08-05,165638
2017-08-06,168184
2017-08-09,174806
2017-08-10,182577
2017-08-11,188216
2017-08-12,193754
2017-08-13,196205
2017-08-14,191143
2017-08-15,185795
2017-08-17,184671
2017-08-18,191943
2017-08-19,199099
2017-08-20,200221
2017-08-21,190209
2017-08-22,183585
2017-08-23,178865
2017-08-24,180448
2017-08-25,182062
2017-08-26,176550
2017-08-27,177591
2017-08-28,178540
2017-08-29,183614
2017-08-30,181587
2017-08-31,176305
2017-09-01,178867
2017-09-02,178148
2017-09-03,177299
2017-09-04,172342
2017-09-05,172661
2017-09-06,170087
2017-09-07,171243
2017-09-08,173617
2017-09-09,172354
2017-09-10,174318
2017-09-11,178929
2017-09-12,179622
2017-09-13,180656
2017-09-14,185891
2017-09-15,185543
2017-09-16,188303
2017-09-17,189393
2017-09-19,184518
2017-09-20,183745
2017-09-21,184314
2017-09-22,183076
2017-09-23,181057
2017-09-24,183177
2017-09-25,184819
2017-09-26,188644
2017-09-27,192598
2017-09-28,196263
2017-09-29,198794
2017-09-30,206462
2017-10-01,213154
2017-10-02,218982
2017-10-03,223925
2017-10-04,224135
2017-10-05,225709
2017-10-06,224971
2017-10-07,225017
2017-10-08,224990
2017-10-09,224625
2017-10-10,222049
2017-10-11,218627
2017-10-12,218692
2017-10-13,221718
2017-10-14,225031
2017-10-15,223622
2017-10-16,215104
2017-10-17,204514
2017-10-18,196871
2017-10-19,190052
2017-10-20,189264
2017-10-21,190730
2017-10-22,192406
2017-10-23,192258
2017-10-24,191882
2017-10-25,193765
2017-10-26,201645
2017-10-27,211638
2017-10-28,221047
2017-10-29,225274
2017-10-30,228870
2017-10-31,235899
2017-11-01,241584
2017-11-02,243025
2017-11-03,239626
2017-11-04,237703
2017-11-05,230026
2017-11-06,227120
2017-11-07,223457
2017-11-08,213798
2017-11-09,204499
2017-11-10,196135
2017-11-11,193579
2017-11-12,197670
2017-11-13,194252
2017-11-14,191255
2017-11-15,187195
2017-11-16,181468
2017-11-17,183441
2017-11-18,185757
2017-11-19,184656
2017-11-20,184163
2017-11-21,182521
2017-11-22,174016
2017-11-23,165629
2017-11-24,158335
2017-11-25,150418
2017-11-26,143819
2017-11-27,137651
2017-11-28,133803
2017-11-29,130461
2017-11-30,130093
2017-12-01,134425
2017-12-02,136861
2017-12-03,141846
2017-12-04,141848
2017-12-05,139816
2017-12-06,136382
2017-12-07,133790
2017-12-08,138342
2017-12-09,137645
2017-12-10,139217
2017-12-11,140191
2017-12-12,141785
2017-12-13,144958
2017-12-14,143792
2017-12-15,146157
2017-12-16,147554
2017-12-17,150468
2017-12-18,152387
2017-12-19,149379
2017-12-20,147083
2017-12-21,145723
2017-12-22,148747
2017-12-23,155648
2017-12-24,160360
2017-12-25,166625
2017-12-26,174845
2017-12-27,181471
2017-12-28,185809
2017-12-29,189696
2017-12-30,194929
2017-12-31,202203
2018-01-01,208798
2018-01-02,211425
2018-01-03,209031
2018-01-04,213642
2018-01-05,206706
2018-01-06,209169
2018-01-07,211085
2018-01-08,218541
2018-01-09,218964
2018-01-10,208835
2018-01-11,205230
2018-01-12,203022
2018-01-13,201130
2018-01-14,203042
2018-01-15,205184
2018-01-16,199995
2018-01-17,197181
2018-01-18,193557
2018-01-19,191303
2018-01-20,196739
2018-01-21,203093
2018-01-22,208570
2018-01-23,207895
2018-01-24,208470
2018-01-25,208048
2018-01-26,215233
2018-01-27,216313
2018-01-28,217949
2018-01-29,215686
2018-01-30,212709
2018-02-01,218412
2018-02-02,215154
2018-02-03,219643
2018-02-04,222455
2018-02-05,225954
2018-02-06,236878
2018-02-07,239414
2018-02-08,235261
2018-02-09,235275
2018-02-10,238134
2018-02-11,238738
2018-02-12,236112
2018-02-13,232632
2018-02-14,226734
2018-02-15,222381
2018-02-16,217275
2018-02-17,218423
2018-02-18,215194
2018-02-19,210707
2018-02-20,204816
2018-02-21,202754
2018-02-22,198021
2018-02-23,196494
2018-02-24,196478
2018-02-25,196405
2018-02-26,199037
2018-02-27,200074
2018-02-28,196390
2018-03-01,193623
2018-03-02,186326
2018-03-03,178445
2018-03-04,171806
2018-03-05,171304
2018-03-06,165754
2018-03-07,170613
2018-03-08,169167
2018-03-09,176073
2018-03-10,179063
2018-03-11,186764
2018-03-12,194144
2018-03-13,199806
2018-03-14,201057
2018-03-15,204636
2018-03-16,205317
2018-03-17,209819
2018-03-18,211666
2018-03-19,205809
2018-03-20,206570
2018-03-21,209959
2018-03-23,202709
2018-03-24,195489
2018-03-26,197779
2018-03-27,196811
2018-03-28,200164
2018-03-29,202696
2018-03-30,207732
2018-03-31,214102
2018-04-01,217496
2018-04-02,227558
2018-04-03,233580
2018-04-04,230684
2018-04-05,231096
2018-04-06,231962
2018-04-08,234944
2018-04-09,231612
2018-04-10,230515
2018-04-11,229897
2018-04-12,231282
2018-04-13,234130
2018-04-14,233705
2018-04-15,236718
2018-04-16,243915
2018-04-17,250860
2018-04-18,251326
2018-04-19,250430
2018-04-20,262834
2018-04-21,261508
2018-04-22,251484
2018-04-23,244063
2018-04-24,249042
2018-04-25,253239
2018-04-26,248889
2018-04-27,251605
2018-04-28,245371
2018-04-29,241891
2018-04-30,250763
2018-05-01,252025
2018-05-02,248330
2018-05-03,247321
2018-05-04,256484
2018-05-05,265708
2018-05-06,253767
2018-05-07,246790
2018-05-08,245007
2018-05-09,239639
2018-05-10,232824
2018-05-11,224309
2018-05-12,232888
2018-05-13,242754
2018-05-14,250589
2018-05-15,261604
2018-05-16,261555
2018-05-17,258377
2018-05-18,250337
2018-05-19,244947
2018-05-20,253990
2018-05-21,255384
2018-05-22,262159
2018-05-23,268850
2018-05-24,274934
2018-05-25,273856
2018-05-26,280513
2018-05-27,290106
2018-05-28,292369
2018-05-29,295780
2018-05-30,293600
2018-05-31,291058
2018-06-01,295445
2018-06-02,304208
2018-06-03,302744
2018-06-04,299708
2018-06-05,295145
2018-06-06,288444
2018-06-07,279859
2018-06-08,266256
2018-06-09,252999
2018-06-10,244088
2018-06-11,244710
2018-06-12,235002
2018-06-13,232631
2018-06-14,240950
2018-06-15,246139
2018-06-16,240537
2018-06-17,244491
2018-06-18,237272
2018-06-19,244437
2018-06-20,254459
2018-06-21,261019
2018-06-22,263873
2018-06-23,271068
2018-06-24,281160
2018-06-25,280656
2018-06-26,285748
2018-06-27,285249
2018-06-28,289674
2018-06-29,287718
2018-06-30,283346
2018-07-01,277299
2018-07-02,279430
2018-07-03,282984
2018-07-04,284840
2018-07-05,284658
2018-07-06,285410
2018-07-07,288353
2018-07-08,298749
2018-07-09,306557
2018-07-10,311327
2018-07-11,310163
2018-07-12,308609
2018-07-13,311261
2018-07-14,317805
2018-07-15,318186
2018-07-16,321066
2018-07-17,326069
2018-07-18,339576
2018-07-19,347836
2018-07-20,335426
2018-07-21,326063
2018-07-22,326678
2018-07-23,333123
2018-07-24,328154
2018-07-25,325629
2018-07-26,324751
2018-07-27,314900
2018-07-28,304383
2018-07-29,296464
2018-07-30,289864
2018-07-31,285196
2018-08-01,280446
2018-08-02,271853
2018-08-03,267179
2018-08-04,263956
2018-08-05,268555
2018-08-06,274792
2018-08-07,278321
2018-08-08,271133
2018-08-09,259160
2018-08-10,253048
2018-08-11,254224
2018-08-12,263033
2018-08-14,260955
2018-08-16,249062
2018-08-17,255563
2018-08-18,263958
2018-08-19,262059
2018-08-20,255484
2018-08-21,257494
2018-08-22,255795
2018-08-23,254503
2018-08-24,253924
2018-08-25,254620
2018-08-26,254137
2018-08-27,253799
2018-08-28,253467
2018-08-29,261094
2018-08-30,265876
2018-08-31,266941
2018-09-01,268970
2018-09-02,258904
2018-09-03,250436
2018-09-04,247529
2018-09-05,242209
2018-09-06,240617
2018-09-07,236667
2018-09-08,240228
2018-09-09,244254
2018-09-10,248370
2018-09-11,247779
2018-09-12,246678
2018-09-13,251148
2018-09-14,252120
2018-09-15,247273
2018-09-16,251170
2018-09-17,251291
2018-09-18,255959
2018-09-19,262761
2018-09-20,266922
2018-09-21,265871
2018-09-22,272758
2018-09-23,285770
2018-09-24,280036
2018-09-25,271782
2018-09-26,272160
2018-09-27,270629
2018-09-28,272297
2018-09-29,269272
2018-09-30,265716
2018-10-02,260823
2018-10-03,260649
2018-10-04,267155
2018-10-05,266792
2018-10-06,271905
2018-10-07,271284
2018-10-08,278663
2018-10-09,285470
2018-10-10,284615
2018-10-11,283133
2018-10-12,278891
2018-10-13,274214
2018-10-14,273908
2018-10-15,270861
2018-10-16,275552
2018-10-17,276988
2018-10-18,283304
2018-10-19,292078
2018-10-20,293417
2018-10-21,288728
2018-10-22,287160
2018-10-23,288051
2018-10-24,286693
2018-10-25,286469
2018-10-26,291622
2018-10-27,292238
2018-10-28,291135
2018-10-29,291879
2018-10-30,290964
2018-10-31,288715
2018-11-01,287499
2018-11-03,288574
2018-11-04,290383
2018-11-05,292340
2018-11-06,299636
2018-11-07,310716
2018-11-08,306197
2018-11-09,307684
2018-11-10,312242
2018-11-11,316919
2018-11-12,325564
2018-11-13,323120
2018-11-14,318389
2018-11-15,324295
2018-11-16,326515
2018-11-17,328482
2018-11-18,344669
2018-11-19,352082
2018-11-20,357846
2018-11-21,370540
2018-11-22,381086
2018-11-23,393916
2018-11-24,392659
2018-11-25,385129
2018-11-26,380080
2018-11-27,382224
2018-11-28,377137
2018-11-29,369879
2018-12-01,387062
2018-12-02,402722
2018-12-03,401513
2018-12-04,417037
2018-12-05,409184
2018-12-07,390349
2018-12-09,386217
2018-12-10,382549
2018-12-11,387718
2018-12-12,395298
2018-12-13,382080
2018-12-14,372591
2018-12-15,369788
2018-12-16,375129
2018-12-17,380457
2018-12-18,367901
2018-12-19,361406
2018-12-20,369973
2018-12-21,369608
2018-12-22,367810
2018-12-23,366105
2018-12-24,363091
2018-12-25,363142
2018-12-26,363473
2018-12-27,375698
2018-12-28,376384
2018-12-29,374548
2018-12-30,382853
2018-12-31,373208
2019-01-01,373775
2019-01-02,374738
2019-01-03,386302
2019-01-04,392159
2019-01-05,386155
2019-01-06,374254
2019-01-08,363545
2019-01-10,362352
2019-01-11,373828
2019-01-12,386090
2019-01-13,403141
2019-01-14,423284
2019-01-15,444449
2019-01-16,464955
2019-01-17,484753
2019-01-18,478881
2019-01-19,470157
2019-01-20,474468
2019-01-21,468861
2019-01-22,467451
2019-01-23,474549
2019-01-24,465467
2019-01-25,463768
2019-01-26,468328
2019-01-27,452049
2019-01-28,441349
2019-01-29,445779
2019-01-30,448218
2019-01-31,467965
2019-02-01,472768
2019-02-02,464530
2019-02-03,464077
2019-02-04,470002
2019-02-05,472097
2019-02-06,461836
2019-02-07,460226
2019-02-08,457053
2019-02-09,459887
2019-02-10,462107
2019-02-11,458351
2019-02-12,453475
2019-02-13,442880
2019-02-14,441157
2019-02-15,432146
2019-02-16,428543
2019-02-17,425268
2019-02-18,418187
2019-02-19,407186
2019-02-20,399275
2019-02-21,401822
2019-02-22,397574
2019-02-23,385947
2019-02-24,389390
2019-02-25,385574
2019-02-26,377043
2019-02-27,371710
2019-02-28,365062
2019-03-01,363403
2019-03-02,359131
2019-03-03,362859
2019-03-04,362282
2019-03-05,357638
2019-03-06,351992
2019-03-07,352010
2019-03-08,357709
2019-03-09,366331
2019-03-10,376010
2019-03-11,381535
2019-03-12,396922
2019-03-13,405452
2019-03-14,394765
2019-03-15,388123
2019-03-16,378617
2019-03-17,370755
2019-03-18,367709
2019-03-19,360257
2019-03-20,364083
2019-03-21,377239
2019-03-22,372698
2019-03-23,368798
2019-03-24,370222
2019-03-25,370868
2019-03-26,361834
2019-03-27,355483
2019-03-28,345767
2019-03-29,348187
2019-03-30,363017
2019-03-31,371100
2019-04-01,369809
2019-04-02,366454
2019-04-03,366175
