date_obj,Blue%20elegant%20shirt price
2019-03-26,45551
2019-03-27,45551
2019-03-28,45551
2019-03-29,46121
2019-03-30,46121
2019-03-31,46121
2019-04-01,46057
2019-04-02,46057
2019-04-03,46057
2019-04-04,45632
2019-04-05,45632
2019-04-06,45632
2019-04-07,45851
2019-04-08,45851
2019-04-09,45851
2019-04-10,46714
2019-04-11,46714
2019-04-12,48783
2019-04-13,48783
2019-04-14,50099
2019-04-15,50099
2019-04-16,50099
2019-04-17,51577
2019-04-18,51577
2019-04-19,51577
2019-04-20,52641
2019-04-21,52641
2019-04-22,52641
2019-04-23,54979
2019-04-24,54979
2019-04-25,54979
2019-04-26,54487
2019-04-27,54487
2019-04-28,54487
2019-04-29,54487
2019-04-30,54098
2019-05-01,54098
2019-05-02,54098
2019-05-03,52951
2019-05-04,52951
2019-05-05,52321
2019-05-06,52321
2019-05-07,52321
2019-05-08,53748
2019-05-09,53748
2019-05-10,53748
2019-05-11,54712
2019-05-12,54712
2019-05-13,55051
2019-05-14,55051
2019-05-15,55051
2019-05-16,53370
2019-05-17,53370
2019-05-18,52843
2019-05-19,52843
2019-05-20,52843
2019-05-21,53392
2019-05-22,53392
2019-05-23,53392
2019-05-24,52796
2019-05-25,52796
2019-05-26,52796
2019-05-27,52206
2019-05-28,52206
2019-05-29,51908
2019-05-30,51908
2019-05-31,51908
2019-06-01,51554
2019-06-02,51554
2019-06-03,51554
2019-06-04,51081
2019-06-05,51081
2019-06-06,51081
2019-06-07,51267
2019-06-08,51267
2019-06-09,50038
2019-06-10,50038
2019-06-11,50038
2019-06-12,50038
2019-06-13,50071
2019-06-14,50071
2019-06-15,50071
2019-06-16,50450
2019-06-17,50450
2019-06-18,50450
2019-06-19,50450
2019-06-20,50149
2019-06-21,50149
2019-06-22,50149
2019-06-23,49370
2019-06-24,49370
2019-06-25,49370
2019-06-26,49370
2019-06-27,49527
2019-06-28,49527
2019-06-29,49527
2019-06-30,50170
2019-07-01,50170
2019-07-02,50170
2019-07-03,50170
2019-07-04,50260
2019-07-05,50260
2019-07-06,50260
2019-07-07,49620
2019-07-08,49620
2019-07-09,49620
2019-07-10,49523
2019-07-11,49523
2019-07-12,49523
2019-07-13,49523
2019-07-14,49685
2019-07-15,49685
2019-07-16,49685
2019-07-17,49623
2019-07-18,49623
2019-07-19,49623
2019-07-20,49623
2019-07-21,49006
2019-07-22,49006
2019-07-23,49006
2019-07-24,48740
2019-07-25,48740
2019-07-26,48740
2019-07-27,48054
2019-07-28,48054
2019-07-29,48054
2019-07-30,48368
2019-07-31,48368
2019-08-01,48368
2019-08-02,49009
2019-08-03,49009
2019-08-04,49009
2019-08-05,50213
2019-08-06,50213
2019-08-07,50213
2019-08-08,51068
2019-08-09,51068
2019-08-10,51068
2019-08-11,51179
2019-08-12,51179
2019-08-13,51179
2019-08-14,51317
2019-08-15,51317
2019-08-16,51317
2019-08-17,51317
2019-08-18,52526
2019-08-19,52526
2019-08-20,52526
2019-08-21,52526
2019-08-22,54374
2019-08-23,54374
2019-08-24,54374
2019-08-24,54374
2019-08-25,54724
2019-08-25,54724
2019-08-26,54724
2019-08-27,54724
2019-08-27,54724
2019-08-28,54189
2019-08-29,54189
2019-08-30,54189
2019-08-31,53429
2019-09-01,53429
2019-09-02,53429
2019-09-03,53157
2019-09-04,53157
2019-09-05,53157
2019-09-06,52648
2019-09-07,52648
2019-09-08,52648
2019-09-09,52147
2019-09-10,52147
2019-09-11,52147
2019-09-12,52190
2019-09-13,52190
2019-09-14,52190
2019-09-15,52190
2019-09-16,51232
2019-09-17,51232
2019-09-18,51232
2019-09-19,51020
2019-09-20,51020
2019-09-21,51020
2019-09-22,51020
2019-09-23,50514
2019-09-24,50514
2019-09-25,50514
2019-09-26,50514
2019-09-27,51425
2019-09-28,51425
2019-09-29,51425
2019-09-30,51425
2019-10-01,52316
2019-10-02,52316
2019-10-03,52316
2019-10-04,52316
2019-10-05,52776
2019-10-06,52776
2019-10-07,52776
2019-10-08,53258
2019-10-09,53258
2019-10-10,53258
2019-10-11,53258
2019-10-12,53379
2019-10-13,53379
2019-10-14,53379
2019-10-15,52697
2019-10-16,52697
2019-10-17,52697
2019-10-18,52697
2019-10-19,52418
2019-10-20,52418
2019-10-21,52418
2019-10-22,52418
2019-10-23,52010
2019-10-24,52010
2019-10-25,52010
2019-10-26,50700
2019-10-27,50700
2019-10-28,50700
2019-10-29,50700
2019-10-30,48805
2019-10-31,48805
2019-11-01,48805
2019-11-02,48642
2019-11-03,48642
2019-11-04,48642
2019-11-05,48642
2019-11-06,49015
2019-11-07,49015
2019-11-08,49015
2019-11-09,49015
2019-11-10,49310
2019-11-11,49310
2019-11-12,49310
2019-11-13,49310
2019-11-14,49746
2019-11-15,49746
2019-11-16,49746
2019-11-17,50796
2019-11-18,50796
2019-11-19,50796
2019-11-20,49994
2019-11-21,49994
2019-11-22,49994
2019-11-23,49994
2019-11-24,50572
2019-11-25,50572
2019-11-26,50572
2019-11-27,50572
2019-11-28,53027
2019-11-29,53027
2019-11-30,53027
2019-12-01,54854
2019-12-02,54854
2019-12-03,54854
2019-12-04,54854
2019-12-05,57478
2019-12-06,57478
2019-12-07,57478
2019-12-08,57478
2019-12-09,59962
2019-12-10,59962
2019-12-11,59962
2019-12-12,59962
2019-12-13,60294
2019-12-14,60294
2019-12-15,60294
2019-12-16,58355
2019-12-17,58355
2019-12-18,58355
2019-12-19,58355
2019-12-20,56918
2019-12-21,56918
2019-12-22,56918
2019-12-23,55379
2019-12-24,55379
2019-12-25,55379
2019-12-26,54996
2019-12-27,54996
2019-12-28,54996
2019-12-29,54996
2019-12-30,55051
2019-12-31,55051
2020-01-01,55051
2020-01-02,55051
2020-01-03,54186
2020-01-04,54186
2020-01-05,54186
2020-01-06,53197
2020-01-07,53197
2020-01-08,53197
2020-01-09,51061
2020-01-10,51061
2020-01-11,51061
2020-01-12,49557
2020-01-13,49557
2020-01-14,49557
2020-01-15,49137
2020-01-16,49137
2020-01-17,49137
2020-01-18,48557
2020-01-19,48557
2020-01-20,48557
2020-01-21,48140
2020-01-22,48140
2020-01-23,48140
2020-01-24,46373
2020-01-25,46373
2020-01-26,46373
2020-01-27,44853
2020-01-28,44853
2020-01-29,44853
2020-01-30,42742
2020-01-31,42742
2020-02-01,42742
2020-02-02,40604
2020-02-03,40604
2020-02-04,40604
2020-02-05,38754
2020-02-06,38754
2020-02-07,38754
2020-02-08,36990
2020-02-09,36990
2020-02-10,35630
2020-02-11,35630
2020-02-12,35630
2020-02-13,34588
2020-02-14,34588
2020-02-15,34588
2020-02-16,34588
2020-02-17,33121
2020-02-18,33121
2020-02-19,33121
2020-02-20,32440
2020-02-21,32440
2020-02-22,32440
2020-02-23,31083
2020-02-24,31083
2020-02-25,31083
2020-02-26,29593
2020-02-27,29593
2020-02-28,29593
2020-02-29,29593
2020-03-01,28283
2020-03-02,28283
2020-03-03,28283
2020-03-04,27343
2020-03-05,27343
2020-03-06,27343
2020-03-07,26376
2020-03-08,26376
2020-03-09,26376
2020-03-10,25207
2020-03-11,25207
2020-03-12,25207
2020-03-13,24087
2020-03-14,24087
2020-03-15,24087
2020-03-16,23043
2020-03-17,23043
2020-03-18,23043
2020-03-19,22115
2020-03-20,22115
2020-03-21,21347
2020-03-22,21347
2020-03-23,20546
2020-03-24,20546
2020-03-25,20546
2020-03-26,20287
2020-03-27,20287
2020-03-28,20287
2020-03-29,20153
2020-03-30,20153
2020-03-31,19464
2020-04-01,19464
2020-04-02,19093
2020-04-03,19093
2020-04-04,18427
2020-04-05,18427
2020-04-06,17800
2020-04-07,17800
2020-04-08,17417
2020-04-09,17417
2020-04-10,17417
2020-04-11,17059
2020-04-12,17059
2020-04-13,16580
2020-04-14,16580
2020-04-15,16256
2020-04-16,16256
2020-04-17,16256
2020-04-18,16726
2020-04-19,16726
2020-04-20,17266
2020-04-21,17266
2020-04-22,17998
2020-04-23,17998
2020-04-24,17998
2020-04-25,18007
2020-04-26,18007
2020-04-27,17864
2020-04-28,17864
2020-04-29,17983
2020-04-30,17983
2020-05-01,17626
2020-05-02,17626
2020-05-03,17359
2020-05-04,17359
2020-05-05,17359
2020-05-06,17535
2020-05-07,17535
2020-05-08,17535
2020-05-09,17318
2020-05-10,17318
2020-05-11,16983
2020-05-12,16983
2020-05-13,16983
