date_obj,Mith%20grapple%20(unf) price
2019-06-07,767
2019-06-08,767
2019-06-09,756
2019-06-10,756
2019-06-11,756
2019-06-12,756
2019-06-13,756
2019-06-14,749
2019-06-15,749
2019-06-16,749
2019-06-17,749
2019-06-18,749
2019-06-19,749
2019-06-20,749
2019-06-21,749
2019-06-22,770
2019-06-23,770
2019-06-24,770
2019-06-25,771
2019-06-26,771
2019-06-27,771
2019-06-28,771
2019-06-29,808
2019-06-30,808
2019-07-01,808
2019-07-02,808
2019-07-03,770
2019-07-04,770
2019-07-05,770
2019-07-06,770
2019-07-07,731
2019-07-08,731
2019-07-09,731
2019-07-10,731
2019-07-11,701
2019-07-12,701
2019-07-13,701
2019-07-14,734
2019-07-15,734
2019-07-16,734
2019-07-17,734
2019-07-18,763
2019-07-19,763
2019-07-20,763
2019-07-21,763
2019-07-22,798
2019-07-23,798
2019-07-24,798
2019-07-25,798
2019-07-26,795
2019-07-27,795
2019-07-28,795
2019-07-29,795
2019-07-30,774
2019-07-31,774
2019-08-01,774
2019-08-02,774
2019-08-03,779
2019-08-04,779
2019-08-05,779
2019-08-06,779
2019-08-07,772
2019-08-08,772
2019-08-09,772
2019-08-10,772
2019-08-11,779
2019-08-12,779
2019-08-13,779
2019-08-14,779
2019-08-15,780
2019-08-16,780
2019-08-17,780
2019-08-18,790
2019-08-19,790
2019-08-20,790
2019-08-21,790
2019-08-22,769
2019-08-23,769
2019-08-24,769
2019-08-24,769
2019-08-25,769
2019-08-25,769
2019-08-26,750
2019-08-26,750
2019-08-27,750
2019-08-27,750
2019-08-28,750
2019-08-29,750
2019-08-30,730
2019-08-31,730
2019-09-01,730
2019-09-02,730
2019-09-03,737
2019-09-04,737
2019-09-05,737
2019-09-06,737
2019-09-07,741
2019-09-08,741
2019-09-09,741
2019-09-10,741
2019-09-11,750
2019-09-12,750
2019-09-13,750
2019-09-14,750
2019-09-15,759
2019-09-16,759
2019-09-17,759
2019-09-18,759
2019-09-19,759
2019-09-20,793
2019-09-21,793
2019-09-22,793
2019-09-23,793
2019-09-24,793
2019-09-25,817
2019-09-26,817
2019-09-27,817
2019-09-28,817
2019-09-29,801
2019-09-30,801
2019-10-01,801
2019-10-02,801
2019-10-03,816
2019-10-04,816
2019-10-05,816
2019-10-06,822
2019-10-07,822
2019-10-08,822
2019-10-09,822
2019-10-10,847
2019-10-11,847
2019-10-12,847
2019-10-13,847
2019-10-14,841
2019-10-15,841
2019-10-16,841
2019-10-17,841
2019-10-18,841
2019-10-19,823
2019-10-20,823
2019-10-21,823
2019-10-22,823
2019-10-23,833
2019-10-24,833
2019-10-25,833
2019-10-26,833
2019-10-27,817
2019-10-28,817
2019-10-29,817
2019-10-30,817
2019-10-31,817
2019-11-01,817
2019-11-02,806
2019-11-03,806
2019-11-04,806
2019-11-05,806
2019-11-06,806
2019-11-07,806
2019-11-08,788
2019-11-09,788
2019-11-10,788
2019-11-11,788
2019-11-12,775
2019-11-13,775
2019-11-14,775
2019-11-15,775
2019-11-16,775
2019-11-17,775
2019-11-18,747
2019-11-19,747
2019-11-20,747
2019-11-21,747
2019-11-22,747
2019-11-23,735
2019-11-24,735
2019-11-25,735
2019-11-26,735
2019-11-27,735
2019-11-28,730
2019-11-29,730
2019-11-30,730
2019-12-01,730
2019-12-02,730
2019-12-03,729
2019-12-04,729
2019-12-05,729
2019-12-06,729
2019-12-07,729
2019-12-08,728
2019-12-09,728
2019-12-10,728
2019-12-11,728
2019-12-12,728
2019-12-13,750
2019-12-14,750
2019-12-15,750
2019-12-16,750
2019-12-17,750
2019-12-18,770
2019-12-19,770
2019-12-20,770
2019-12-21,770
2019-12-22,805
2019-12-23,805
2019-12-24,805
2019-12-25,805
2019-12-26,805
2019-12-27,803
2019-12-28,803
2019-12-29,803
2019-12-30,803
2019-12-31,819
2020-01-01,819
2020-01-02,819
2020-01-03,819
2020-01-04,852
2020-01-05,852
2020-01-06,852
2020-01-07,852
2020-01-08,826
2020-01-09,826
2020-01-10,826
2020-01-11,826
2020-01-12,793
2020-01-13,793
2020-01-14,793
2020-01-15,793
2020-01-16,793
2020-01-17,754
2020-01-18,754
2020-01-19,754
2020-01-20,754
2020-01-21,754
2020-01-22,737
2020-01-23,737
2020-01-24,737
2020-01-25,742
2020-01-26,742
2020-01-27,742
2020-01-28,778
2020-01-29,778
2020-01-30,778
2020-01-31,778
2020-02-01,796
2020-02-02,796
2020-02-03,796
2020-02-04,796
2020-02-05,801
2020-02-06,801
2020-02-07,801
2020-02-08,801
2020-02-09,798
2020-02-10,798
2020-02-11,798
2020-02-12,815
2020-02-13,815
2020-02-14,815
2020-02-15,815
2020-02-16,817
2020-02-17,817
2020-02-18,817
2020-02-19,817
2020-02-20,819
2020-02-21,819
2020-02-22,819
2020-02-23,819
2020-02-24,804
2020-02-25,804
2020-02-26,804
2020-02-27,804
2020-02-28,824
2020-02-29,824
2020-03-01,824
2020-03-02,824
2020-03-03,826
2020-03-04,826
2020-03-05,826
2020-03-06,826
2020-03-07,812
2020-03-08,812
2020-03-09,812
2020-03-10,800
2020-03-11,800
2020-03-12,800
2020-03-13,800
2020-03-14,818
2020-03-15,818
2020-03-16,818
2020-03-17,798
2020-03-18,798
2020-03-19,798
2020-03-20,812
2020-03-21,812
2020-03-22,838
2020-03-23,838
2020-03-24,838
2020-03-25,837
2020-03-26,837
2020-03-27,830
2020-03-28,830
2020-03-29,864
2020-03-30,864
2020-03-31,902
2020-04-01,902
2020-04-02,939
2020-04-03,939
2020-04-04,986
2020-04-05,986
2020-04-06,1027
2020-04-07,1027
2020-04-08,1062
2020-04-09,1062
2020-04-10,1062
2020-04-11,1072
2020-04-12,1072
2020-04-13,1055
2020-04-14,1055
2020-04-15,1022
2020-04-16,1022
2020-04-17,975
2020-04-18,975
2020-04-19,979
2020-04-20,979
2020-04-21,979
2020-04-22,979
2020-04-23,979
2020-04-24,979
2020-04-25,933
2020-04-26,933
2020-04-27,920
2020-04-28,920
2020-04-29,888
2020-04-30,888
2020-05-01,884
2020-05-02,884
2020-05-03,915
2020-05-04,915
2020-05-05,915
2020-05-06,923
2020-05-07,923
2020-05-08,923
2020-05-09,906
2020-05-10,906
2020-05-11,874
2020-05-12,874
2020-05-13,889
