date_obj,Super%20potion%20set price
2019-04-07,2697
2019-04-08,2697
2019-04-09,2599
2019-04-10,2599
2019-04-11,2606
2019-04-12,2606
2019-04-13,2691
2019-04-14,2691
2019-04-15,2805
2019-04-16,2805
2019-04-17,2862
2019-04-18,2862
2019-04-19,2867
2019-04-20,2867
2019-04-21,2887
2019-04-22,2887
2019-04-23,2884
2019-04-24,2884
2019-04-25,2976
2019-04-26,2976
2019-04-27,2973
2019-04-28,2973
2019-04-29,2922
2019-04-30,2922
2019-05-01,2898
2019-05-02,2898
2019-05-03,2945
2019-05-04,2945
2019-05-05,2932
2019-05-06,2932
2019-05-07,2893
2019-05-08,2893
2019-05-09,2893
2019-05-10,2857
2019-05-11,2857
2019-05-12,2817
2019-05-13,2817
2019-05-14,2884
2019-05-15,2884
2019-05-16,2932
2019-05-17,2932
2019-05-18,2980
2019-05-19,2980
2019-05-20,3054
2019-05-21,3054
2019-05-22,3059
2019-05-23,3059
2019-05-24,3093
2019-05-25,3093
2019-05-26,3130
2019-05-27,3130
2019-05-28,3090
2019-05-29,3090
2019-05-30,3009
2019-05-31,3009
2019-06-01,3009
2019-06-02,2991
2019-06-03,2991
2019-06-04,2990
2019-06-05,2990
2019-06-06,2912
2019-06-07,2912
2019-06-08,2950
2019-06-09,2950
2019-06-10,2950
2019-06-11,2885
2019-06-12,2885
2019-06-13,2811
2019-06-14,2811
2019-06-15,2833
2019-06-16,2833
2019-06-17,2878
2019-06-18,2878
2019-06-19,2829
2019-06-20,2911
2019-06-21,2911
2019-06-22,2889
2019-06-23,2889
2019-06-24,2859
2019-06-25,2859
2019-06-26,2828
2019-06-27,2828
2019-06-28,2887
2019-06-29,2887
2019-06-30,2953
2019-07-01,2953
2019-07-02,3005
2019-07-03,3005
2019-07-04,3031
2019-07-05,3031
2019-07-06,3090
2019-07-07,3090
2019-07-08,3016
2019-07-09,3016
2019-07-10,2990
2019-07-11,2990
2019-07-12,2993
2019-07-13,2993
2019-07-14,2984
2019-07-15,2984
2019-07-16,2984
2019-07-17,2924
2019-07-18,2924
2019-07-19,2924
2019-07-20,2893
2019-07-21,2893
2019-07-22,2875
2019-07-23,2875
2019-07-24,2875
2019-07-25,2797
2019-07-26,2797
2019-07-27,2663
2019-07-28,2663
2019-07-29,2584
2019-07-30,2584
2019-07-31,2479
2019-08-01,2479
2019-08-02,2479
2019-08-03,2444
2019-08-04,2444
2019-08-05,2368
2019-08-06,2368
2019-08-07,2368
2019-08-08,2368
2019-08-09,2368
2019-08-10,2353
2019-08-11,2353
2019-08-12,2353
2019-08-13,2303
2019-08-14,2303
2019-08-15,2216
2019-08-16,2216
2019-08-17,2127
2019-08-18,2127
2019-08-19,2083
2019-08-20,2083
2019-08-21,2083
2019-08-22,2092
2019-08-23,2092
2019-08-24,2127
2019-08-24,2127
2019-08-25,2127
2019-08-25,2127
2019-08-26,2127
2019-08-26,2127
2019-08-27,2094
2019-08-27,2094
2019-08-28,2094
2019-08-29,2039
2019-08-30,2039
2019-08-31,2039
2019-09-01,1968
2019-09-02,1968
2019-09-03,1981
2019-09-04,1981
2019-09-05,2053
2019-09-06,2053
2019-09-07,2053
2019-09-08,2108
2019-09-09,2108
2019-09-10,2108
2019-09-11,2211
2019-09-12,2211
2019-09-13,2211
2019-09-14,2286
2019-09-15,2286
2019-09-16,2331
2019-09-17,2331
2019-09-18,2331
2019-09-19,2351
2019-09-20,2351
2019-09-21,2351
2019-09-22,2353
2019-09-23,2353
2019-09-24,2353
2019-09-25,2357
2019-09-26,2357
2019-09-27,2357
2019-09-28,2319
2019-09-29,2319
2019-09-30,2319
2019-10-01,2286
2019-10-02,2286
2019-10-03,2286
2019-10-04,2244
2019-10-05,2244
2019-10-06,2254
2019-10-07,2254
2019-10-08,2254
2019-10-09,2276
2019-10-10,2276
2019-10-11,2276
2019-10-12,2277
2019-10-13,2277
2019-10-14,2210
2019-10-15,2210
2019-10-16,2210
2019-10-17,2208
2019-10-18,2208
2019-10-19,2208
2019-10-20,2208
2019-10-21,2208
2019-10-22,2137
2019-10-23,2137
2019-10-24,2137
2019-10-25,2050
2019-10-26,2050
2019-10-27,2050
2019-10-28,2046
2019-10-29,2046
2019-10-30,2046
2019-10-31,2028
2019-11-01,2028
2019-11-02,2028
2019-11-03,2101
2019-11-04,2101
2019-11-05,2101
2019-11-06,2101
2019-11-07,2069
2019-11-08,2069
2019-11-09,2069
2019-11-10,2039
2019-11-11,2039
2019-11-12,2039
2019-11-13,2056
2019-11-14,2056
2019-11-15,2056
2019-11-16,2096
2019-11-17,2096
2019-11-18,2096
2019-11-19,2049
2019-11-20,2049
2019-11-21,2049
2019-11-22,2049
2019-11-23,2029
2019-11-24,2029
2019-11-25,2029
2019-11-26,2072
2019-11-27,2072
2019-11-28,2072
2019-11-29,2072
2019-11-30,2015
2019-12-01,2015
2019-12-02,2015
2019-12-03,2084
2019-12-04,2084
2019-12-05,2084
2019-12-06,2084
2019-12-07,2067
2019-12-08,2067
2019-12-09,2067
2019-12-10,2087
2019-12-11,2087
2019-12-12,2087
2019-12-13,2087
2019-12-14,2077
2019-12-15,2077
2019-12-16,2077
2019-12-17,2096
2019-12-18,2096
2019-12-19,2096
2019-12-20,2096
2019-12-21,2115
2019-12-22,2115
2019-12-23,2115
2019-12-24,2135
2019-12-25,2135
2019-12-26,2135
2019-12-27,2125
2019-12-28,2125
2019-12-29,2125
2019-12-30,2132
2019-12-31,2132
2020-01-01,2132
2020-01-02,2187
2020-01-03,2187
2020-01-04,2187
2020-01-05,2286
2020-01-06,2286
2020-01-07,2286
2020-01-08,2341
2020-01-09,2341
2020-01-10,2341
2020-01-11,2365
2020-01-12,2365
2020-01-13,2365
2020-01-14,2365
2020-01-15,2388
2020-01-16,2388
2020-01-17,2388
2020-01-18,2427
2020-01-19,2427
2020-01-20,2427
2020-01-21,2476
2020-01-22,2476
2020-01-23,2476
2020-01-24,2529
2020-01-25,2529
2020-01-26,2529
2020-01-27,2577
2020-01-28,2577
2020-01-29,2577
2020-01-30,2534
2020-01-31,2534
2020-02-01,2534
2020-02-02,2592
2020-02-03,2592
2020-02-04,2592
2020-02-05,2539
2020-02-06,2539
2020-02-07,2539
2020-02-08,2514
2020-02-09,2514
2020-02-10,2535
2020-02-11,2535
2020-02-12,2535
2020-02-13,2588
2020-02-14,2588
2020-02-15,2588
2020-02-16,2638
2020-02-17,2638
2020-02-18,2615
2020-02-19,2615
2020-02-20,2615
2020-02-21,2598
2020-02-22,2598
2020-02-23,2567
2020-02-24,2567
2020-02-25,2474
2020-02-26,2474
2020-02-27,2474
2020-02-28,2426
2020-02-29,2426
2020-03-01,2426
2020-03-02,2410
2020-03-03,2410
2020-03-04,2410
2020-03-05,2486
2020-03-06,2486
2020-03-07,2486
2020-03-08,2431
2020-03-09,2431
2020-03-10,2344
2020-03-11,2344
2020-03-12,2341
2020-03-13,2341
2020-03-14,2316
2020-03-15,2316
2020-03-16,2374
2020-03-17,2374
2020-03-18,2469
2020-03-19,2469
2020-03-20,2407
2020-03-21,2407
2020-03-22,2482
2020-03-23,2482
2020-03-24,2480
2020-03-25,2480
2020-03-26,2487
2020-03-27,2487
2020-03-28,2505
2020-03-29,2469
2020-03-30,2469
2020-03-31,2438
2020-04-01,2438
2020-04-02,2465
2020-04-03,2465
2020-04-04,2522
2020-04-05,2522
2020-04-06,2587
2020-04-07,2587
2020-04-08,2530
2020-04-09,2530
2020-04-10,2530
2020-04-11,2514
2020-04-12,2514
2020-04-13,2483
2020-04-14,2483
2020-04-15,2425
2020-04-16,2425
2020-04-17,2447
2020-04-18,2447
2020-04-19,2470
2020-04-20,2470
2020-04-21,2450
2020-04-22,2457
2020-04-23,2457
2020-04-24,2454
2020-04-25,2454
2020-04-26,2472
2020-04-27,2472
2020-04-28,2419
2020-04-29,2419
2020-04-30,2396
2020-05-01,2396
2020-05-02,2429
2020-05-03,2357
2020-05-04,2357
2020-05-05,2339
2020-05-06,2381
2020-05-07,2381
2020-05-08,2339
2020-05-09,2339
2020-05-10,2262
2020-05-11,2262
2020-05-12,2262
2020-05-13,2219
