date_obj,Bronze%20platelegs%20(g) price
2015-07-05,40092
2015-07-06,40092
2015-07-07,41587
2015-07-08,41587
2015-07-09,41587
2015-07-10,42302
2015-07-11,42302
2015-07-12,42302
2015-07-13,42254
2015-07-14,42254
2015-07-15,41808
2015-07-16,41808
2015-07-17,41988
2015-07-18,41988
2015-07-19,43512
2015-07-20,43512
2015-07-21,44027
2015-07-22,45240
2015-07-23,45240
2015-07-24,46920
2015-07-25,46920
2015-07-26,48948
2015-07-27,48948
2015-07-28,51229
2015-07-29,51229
2015-07-30,51959
2015-07-31,51959
2015-08-01,50793
2015-08-02,48782
2015-08-03,48782
2015-08-04,47782
2015-08-05,47782
2015-08-06,45818
2015-08-07,45818
2015-08-08,44183
2015-08-09,44183
2015-08-10,42508
2015-08-11,42508
2015-08-12,41437
2015-08-13,41437
2015-08-14,39769
2015-08-15,39769
2015-08-16,38315
2015-08-17,38315
2015-08-18,37572
2015-08-19,37572
2015-08-20,36835
2015-08-21,36835
2015-08-22,37246
2015-08-23,37246
2015-08-24,38877
2015-08-25,38877
2015-08-26,38877
2015-08-27,40807
2015-08-28,40807
2015-08-29,42762
2015-08-30,42762
2015-08-31,44808
2015-09-01,44808
2015-09-02,46991
2015-09-03,46991
2015-09-04,49341
2015-09-05,49341
2015-09-06,49341
2015-09-07,51809
2015-09-08,51809
2015-09-09,53902
2015-09-10,53902
2015-09-11,55355
2015-09-12,55355
2015-09-13,56548
2015-09-14,56548
2015-09-15,57857
2015-09-16,57857
2015-09-17,58454
2015-09-18,58454
2015-09-19,56936
2015-09-20,56936
2015-09-21,55734
2015-09-22,55734
2015-09-23,54762
2015-09-24,54762
2015-09-25,54762
2015-09-27,55495
2015-09-28,56480
2015-09-29,56480
2015-09-30,57337
2015-10-05,55440
2015-10-06,55440
2015-10-07,55737
2015-10-08,55737
2015-10-09,56084
2015-10-10,56084
2015-10-11,54763
2015-10-12,54763
2015-10-13,54763
2015-10-14,54205
2015-10-15,54205
2015-10-16,54570
2015-10-17,54570
2015-10-18,54570
2015-10-19,53959
2015-10-20,53959
2015-10-22,53613
2015-10-23,53506
2015-10-24,53506
2015-10-25,54358
2015-10-26,54358
2015-10-27,53586
2015-10-29,54025
2015-10-30,54025
2015-10-31,54025
2015-11-01,56248
2015-11-02,56248
2015-11-03,57021
2015-11-04,57021
2015-11-05,57021
2015-11-06,56474
2015-11-07,56474
2015-11-08,56474
2015-11-09,55287
2015-11-10,55287
2015-11-11,53268
2015-11-12,53268
2015-11-13,53268
2015-11-14,51739
2015-11-15,51739
2015-11-16,51739
2015-11-17,51875
2015-11-18,51875
2015-11-19,50336
2015-11-20,50336
2015-11-21,48574
2015-11-22,48574
2015-11-23,47817
2015-11-24,47817
2015-11-25,46855
2015-11-26,46855
2015-11-27,46855
2015-11-28,46716
2015-11-29,46716
2015-11-30,47466
2015-12-01,47466
2015-12-02,47466
2015-12-03,48982
2015-12-04,48982
2015-12-05,48982
2015-12-06,48495
2015-12-07,48495
2015-12-08,48495
2015-12-09,47482
2015-12-10,47482
2015-12-11,45657
2015-12-12,45657
2015-12-13,44277
2015-12-14,44277
2015-12-15,44277
2015-12-16,45052
2015-12-17,45052
2015-12-18,45052
2015-12-19,46293
2015-12-20,46293
2015-12-21,46483
2015-12-22,46483
2015-12-23,46483
2015-12-24,46086
2015-12-25,46086
2015-12-26,46086
2015-12-27,45686
2015-12-28,45686
2015-12-29,46081
2015-12-30,46081
2015-12-31,45620
2016-01-01,45620
2016-01-02,46634
2016-01-03,46627
2016-01-04,46627
2016-01-05,46653
2016-01-06,46653
2016-01-07,46092
2016-01-08,46092
2016-01-09,46281
2016-01-10,46281
2016-01-11,46557
2016-01-12,46557
2016-01-13,46401
2016-01-14,46401
2016-01-15,47172
2016-01-16,47172
2016-01-17,47575
2016-01-18,47575
2016-01-19,48381
2016-01-20,48381
2016-01-21,48381
2016-01-22,49465
2016-01-23,49465
2016-01-24,49465
2016-01-25,49231
2016-01-26,49231
2016-01-27,49606
2016-01-28,49606
2016-01-29,49606
2016-01-30,50665
2016-01-31,50665
2016-02-01,51339
2016-02-02,51339
2016-02-03,52062
2016-02-04,52062
2016-02-05,52062
2016-02-06,52239
2016-02-07,52239
2016-02-08,52239
2016-02-09,52969
2016-02-10,52969
2016-02-11,54197
2016-02-12,54197
2016-02-13,55295
2016-02-14,55295
2016-02-15,56161
2016-02-16,56161
2016-02-17,57315
2016-02-18,57315
2016-02-19,57315
2016-02-20,58509
2016-02-21,60200
2016-02-22,60200
2016-02-23,60200
2016-02-24,61497
2016-02-25,61497
2016-02-26,61497
2016-02-27,62813
2016-02-28,62813
2016-02-29,64171
2016-03-01,64171
2016-03-02,65637
2016-03-03,65637
2016-03-04,66819
2016-03-05,66819
2016-03-06,66394
2016-03-07,66394
2016-03-08,66394
2016-03-09,67190
2016-03-10,67190
2016-03-11,69400
2016-03-12,69400
2016-03-13,71002
2016-03-14,71002
2016-03-15,71944
2016-03-16,71944
2016-03-17,73858
2016-03-18,73858
2016-03-19,74706
2016-03-20,74706
2016-03-21,74041
2016-03-22,74041
2016-03-23,72470
2016-03-24,72470
2016-03-25,69458
2016-03-26,69458
2016-03-27,66537
2016-03-28,63862
2016-03-29,63862
2016-03-30,62260
2016-03-31,62260
2016-04-01,60875
2016-04-02,60875
2016-04-03,59976
2016-04-04,59976
2016-04-05,60471
2016-04-06,60471
2016-04-07,61147
2016-04-08,61147
2016-04-09,59806
2016-04-10,59806
2016-04-11,58376
2016-04-12,58376
2016-04-13,59268
2016-04-14,59268
2016-04-15,60807
2016-04-16,60807
2016-04-17,61496
2016-04-18,61496
2016-04-19,60272
2016-04-20,60272
2016-04-21,61335
2016-04-22,61335
2016-04-23,58532
2016-04-24,58532
2016-04-25,56302
2016-04-26,56302
2016-04-27,56058
2016-04-28,56058
2016-04-29,56735
2016-04-30,56735
2016-05-01,58177
2016-05-02,58177
2016-05-03,59336
2016-05-04,59336
2016-05-05,58414
2016-05-06,58414
2016-05-07,57767
2016-05-08,57767
2016-05-09,56673
2016-05-10,56673
2016-05-11,56123
2016-05-12,56123
2016-05-13,55363
2016-05-14,55363
2016-05-15,54605
2016-05-16,54605
2016-05-17,52793
2016-05-18,52793
2016-05-19,50816
2016-05-22,49712
2016-05-23,48654
2016-05-24,48654
2016-05-25,47493
2016-05-26,47493
2016-05-27,48947
2016-05-28,48947
2016-05-29,50103
2016-05-30,50103
2016-05-31,50103
2016-06-01,51312
2016-06-02,51312
2016-06-03,50907
2016-06-04,50007
2016-06-05,50007
2016-06-06,48938
2016-06-07,48938
2016-06-08,48435
2016-06-09,48435
2016-06-10,48226
2016-06-11,48226
2016-06-12,47846
2016-06-13,47846
2016-06-14,47884
2016-06-15,47884
2016-06-16,47811
2016-06-17,47308
2016-06-18,47308
2016-06-19,48096
2016-06-20,48096
2016-06-21,48656
2016-06-22,48656
2016-06-23,48390
2016-06-24,48390
2016-06-25,48125
2016-06-26,48125
2016-06-27,46783
2016-06-28,46783
2016-06-29,46190
2016-06-30,46190
2016-07-01,46065
2016-07-02,46065
2016-07-03,45768
2016-07-04,46104
2016-07-05,46104
2016-07-06,44931
2016-07-07,43130
2016-07-08,40973
2016-07-09,39132
2016-07-10,37538
2016-07-11,36703
2016-07-12,36703
2016-07-13,37579
2016-07-14,38345
2016-07-15,38345
2016-07-16,39057
2016-07-17,39057
2016-07-18,39497
2016-07-23,38565
2016-07-24,37738
2016-07-25,37061
2016-07-26,37061
2016-07-27,36234
2016-07-28,36234
2016-07-29,34798
2016-07-30,33354
2016-07-31,33354
2016-08-01,33468
2016-08-02,33206
2016-08-03,33206
2016-08-04,33033
2016-08-05,33033
2016-08-06,31381
2016-08-07,29939
2016-08-08,29939
2016-08-09,28849
2016-08-10,28245
2016-08-11,28245
2016-08-12,27228
2016-08-13,27228
2016-08-14,26859
2016-08-15,26543
2016-08-16,25814
2016-08-17,25814
2016-08-18,25007
2016-08-19,25007
2016-08-20,23898
2016-08-21,23898
2016-08-22,22883
2016-08-23,22775
2016-08-24,22775
2016-08-25,22483
2016-08-26,22483
2016-08-28,23257
2016-08-31,24670
2016-09-01,25282
2016-09-02,25282
2016-09-03,25769
2016-09-04,25277
2016-09-05,25277
2016-09-06,25548
2016-09-07,25548
2016-09-08,25548
2016-09-09,25313
2016-09-10,25313
2016-09-11,25713
2016-09-12,25713
2016-09-13,26260
2016-09-14,26260
2016-09-15,26804
2016-09-16,26804
2016-09-17,26226
2016-09-18,26226
2016-09-19,25115
2016-09-20,25115
2016-09-21,25115
2016-09-22,25089
2016-09-23,25089
2016-09-24,25089
2016-09-25,25649
2016-09-26,25649
2016-09-27,25300
2016-09-28,25300
2016-09-29,25347
2016-09-30,25347
2016-10-01,25858
2016-10-02,25858
2016-10-03,25952
2016-10-04,25952
2016-10-05,26395
2016-10-06,26395
2016-10-07,27675
2016-10-08,28542
2016-10-09,28542
2016-10-10,28747
2016-10-11,28747
2016-10-12,29491
2016-10-13,30406
2016-10-14,30406
2016-10-15,31437
2016-10-16,31437
2016-10-17,32451
2016-10-18,32451
2016-10-19,34025
2016-10-20,34025
2016-10-21,35473
2016-10-22,35473
2016-10-23,36146
2016-10-24,35955
2016-10-25,35955
2016-10-26,35614
2016-10-27,35614
2016-10-28,35380
2016-10-29,35380
2016-10-30,34619
2016-10-31,34619
2016-11-01,33723
2016-11-02,33723
2016-11-03,33400
2016-11-04,34255
2016-11-05,34255
2016-11-06,34670
2016-11-07,34670
2016-11-08,35231
2016-11-09,35231
2016-11-10,34409
2016-11-11,34409
2016-11-12,33621
2016-11-13,33621
2016-11-14,33370
2016-11-15,33370
2016-12-07,38192
2016-12-08,37226
2016-12-09,37226
2016-12-10,37448
2016-12-11,37448
2016-12-12,36923
2016-12-13,36923
2016-12-14,36337
2016-12-15,36337
2016-12-16,36337
2016-12-17,36092
2016-12-18,36092
2016-12-19,36257
2016-12-20,36257
2016-12-21,36845
2016-12-22,36845
2016-12-23,37077
2016-12-24,37077
2016-12-25,36530
2016-12-26,36530
2016-12-27,35169
2016-12-28,35169
2016-12-29,33682
2016-12-30,33682
2016-12-31,32833
2017-01-01,32833
2017-01-02,33194
2017-01-03,33194
2017-01-04,32308
2017-01-05,32308
2017-01-06,32033
2017-01-07,31838
2017-01-08,30943
2017-01-09,30943
2017-01-10,29776
2017-01-11,29588
2017-01-12,29796
2017-01-13,29796
2017-01-14,29263
2017-01-15,29263
2017-01-16,28342
2017-01-17,27961
2017-01-18,27961
2017-01-19,27954
2017-01-20,27954
2017-01-21,28528
2017-01-22,28528
2017-01-23,28155
2017-01-27,27269
2017-01-28,27315
2017-01-29,27315
2017-01-30,27550
2017-01-31,27550
2017-02-01,28426
2017-02-02,28426
2017-02-03,29036
2017-02-04,29131
2017-02-05,29131
2017-02-06,29507
2017-02-07,29507
2017-02-08,29415
2017-02-09,29415
2017-02-10,29950
2017-02-11,29950
2017-02-12,29058
2017-02-13,29058
2017-02-14,28246
2017-02-15,28246
2017-02-16,27548
2017-02-18,27339
2017-02-19,27169
2017-02-20,27169
2017-02-21,27681
2017-02-22,27681
2017-02-23,27616
2017-02-24,27616
2017-02-25,26867
2017-02-26,26867
2017-02-27,26545
2017-02-28,25685
2017-03-01,25685
2017-03-02,24718
2017-03-03,24718
2017-03-04,23826
2017-03-05,23826
2017-03-06,23187
2017-03-07,23187
2017-03-08,22911
2017-03-09,22911
2017-03-10,22283
2017-03-11,22176
2017-03-12,22176
2017-03-13,21770
2017-03-14,21770
2017-03-15,21080
2017-03-16,21080
2017-03-17,21168
2017-03-18,21168
2017-03-19,20855
2017-03-20,20855
2017-03-21,21033
2017-03-22,21033
2017-03-23,20995
2017-03-24,20995
2017-03-25,21053
2017-03-26,21053
2017-03-27,21207
2017-03-28,21207
2017-03-29,22008
2017-03-30,22008
2017-03-31,22476
2017-04-01,22476
2017-04-02,21907
2017-04-03,21563
2017-04-04,21563
2017-04-12,20941
2017-04-13,20866
2017-04-14,20866
2017-04-15,20966
2017-04-16,20903
2017-04-17,20903
2017-04-18,21297
2017-04-19,21297
2017-04-20,22158
2017-04-21,22158
2017-04-22,23115
2017-04-23,23115
2017-04-24,24205
2017-04-25,25033
2017-04-26,25033
2017-04-27,26264
2017-04-28,26264
2017-04-29,27479
2017-04-30,27479
2017-05-01,28511
2017-05-02,28511
2017-05-03,29841
2017-05-04,29841
2017-05-05,30396
2017-05-06,30396
2017-05-07,31285
2017-05-08,31285
2017-05-09,32665
2017-05-10,32665
2017-05-11,33475
2017-05-12,33475
2017-05-13,34070
2017-05-14,34070
2017-05-15,34657
2017-05-16,34657
2017-05-17,35331
2017-05-18,35331
2017-05-19,35733
2017-05-20,35733
2017-05-21,35730
2017-05-22,35730
2017-05-23,34444
2017-05-24,34444
2017-05-25,33924
2017-05-26,33924
2017-05-27,33840
2017-05-28,33840
2017-05-29,32927
2017-05-30,32927
2017-05-31,32317
2017-06-01,32317
2017-06-02,32120
2017-06-03,32120
2017-06-04,32063
2017-06-05,32063
2017-06-06,31347
2017-06-07,31347
2017-06-08,31089
2017-06-09,31089
2017-06-10,32139
2017-06-11,32139
2017-06-12,33035
2017-06-13,33035
2017-06-14,34561
2017-06-15,34561
2017-06-16,36240
2017-06-17,36240
2017-06-18,36969
2017-06-19,36969
2017-06-20,37770
2017-06-21,37770
2017-06-22,38724
2017-06-23,38724
2017-06-24,39300
2017-06-25,39300
2017-06-26,38858
2017-06-27,38858
2017-06-28,38065
2017-06-29,38065
2017-06-30,38285
2017-07-01,38285
2017-07-02,38285
2017-07-03,39027
2017-07-04,39027
2017-07-05,39027
2017-07-06,39521
2017-07-07,39521
2017-07-08,39521
2017-07-13,40915
2017-07-14,41952
2017-07-15,41952
2017-07-16,42068
2017-07-17,42068
2017-07-18,40178
2017-07-19,40178
2017-07-20,39257
2017-07-21,39257
2017-07-22,39128
2017-07-23,39128
2017-07-24,40229
2017-07-25,40229
2017-07-26,39671
2017-07-27,39671
2017-07-28,41356
2017-07-29,41356
2017-07-30,40753
2017-07-31,40753
2017-08-01,40753
2017-08-02,40098
2017-08-03,40098
2017-08-04,40098
2017-08-05,40624
2017-08-06,40624
2017-08-09,41422
2017-08-10,41999
2017-08-11,41999
2017-08-12,43187
2017-08-13,43187
2017-08-14,43187
2017-08-15,45030
2017-08-16,45030
2017-08-17,46388
2017-08-18,46388
2017-08-19,46388
2017-08-20,47162
2017-08-21,47162
2017-08-22,47317
2017-08-23,47317
2017-08-24,47317
2017-08-25,48270
2017-08-26,48270
2017-08-27,49180
2017-08-28,49180
2017-08-29,49582
2017-08-30,49582
2017-08-31,49579
2017-09-01,49579
2017-09-02,48993
2017-09-03,48993
2017-09-04,48993
2017-09-05,49713
2017-09-06,49713
2017-09-07,50757
2017-09-08,50757
2017-09-09,50987
2017-09-10,50987
2017-09-11,51413
2017-09-12,51413
2017-09-13,52228
2017-09-14,52228
2017-09-15,52821
2017-09-16,52821
2017-09-17,52622
2017-09-18,52622
2017-09-19,52889
2017-09-20,52889
2017-09-21,53683
2017-09-22,53683
2017-09-23,55083
2017-09-24,55083
2017-09-25,55447
2017-09-26,55447
2017-09-27,55447
2017-09-28,55768
2017-09-29,55768
2017-09-30,56395
2017-10-01,56395
2017-10-02,56754
2017-10-03,56754
2017-10-04,56754
2017-10-05,57279
2017-10-06,57279
2017-10-07,58008
2017-10-08,58008
2017-10-09,58008
2017-10-10,58879
2017-10-11,58879
2017-10-12,58879
2017-10-13,59113
2017-10-14,59113
2017-10-15,59113
2017-10-16,60396
2017-10-17,60396
2017-10-18,60396
2017-10-19,62118
2017-10-20,62118
2017-10-21,62118
2017-10-22,63494
2017-10-23,63494
2017-10-24,63494
2017-10-25,63865
2017-10-26,63865
2017-10-27,63653
2017-10-28,63653
2017-10-29,63653
2017-10-30,63401
2017-10-31,63401
2017-11-01,63401
2017-11-02,64962
2017-11-03,64962
2017-11-04,65951
2017-11-05,65951
2017-11-06,65951
2017-11-07,66024
2017-11-08,66024
2017-11-09,66066
2017-11-10,66066
2017-11-11,66066
2017-11-12,67210
2017-11-13,67210
2017-11-14,67765
2017-11-15,67765
2017-11-16,68735
2017-11-17,68735
2017-11-18,68735
2017-11-19,69387
2017-11-20,69387
2017-11-21,69387
2017-11-22,69962
2017-11-23,69962
2017-11-24,69750
2017-11-25,69750
2017-11-26,68628
2017-11-27,68628
2017-11-28,67981
2017-11-29,67981
2017-11-30,66705
2017-12-01,66705
2017-12-02,65627
2017-12-03,65627
2017-12-04,64772
2017-12-05,64772
2017-12-06,67166
2017-12-07,67166
2017-12-08,67166
2017-12-09,66527
2017-12-10,66527
2017-12-11,63353
2017-12-12,63353
2017-12-13,62188
2017-12-14,62188
2017-12-15,61381
2017-12-16,61381
2017-12-17,61381
2017-12-18,59468
2017-12-19,59468
2017-12-20,59468
2017-12-21,58209
2017-12-22,58209
2017-12-23,57074
2017-12-24,57074
2017-12-25,57669
2017-12-26,57669
2017-12-27,59345
2017-12-28,59345
2017-12-29,60750
2017-12-30,60737
2017-12-31,60737
2018-01-01,59967
2018-01-02,59967
2018-01-03,58065
2018-01-04,58065
2018-01-05,56985
2018-01-06,56985
2018-01-07,54688
2018-01-08,54688
2018-01-09,52007
2018-01-10,52007
2018-01-11,50579
2018-01-12,50579
2018-01-13,49914
2018-01-14,49914
2018-01-15,50307
2018-01-16,50307
2018-01-17,49129
2018-01-18,49129
2018-01-19,49129
2018-01-20,49475
2018-01-21,49475
2018-01-22,50095
2018-01-23,50095
2018-01-24,50057
2018-01-25,50057
2018-01-26,48967
2018-01-27,48967
2018-01-28,46760
2018-01-29,46760
2018-01-30,46683
2018-01-31,46683
2018-02-01,46683
2018-02-02,46429
2018-02-03,46429
2018-02-04,45578
2018-02-05,45578
2018-02-06,44961
2018-02-07,44961
2018-02-08,44961
2018-02-09,45716
2018-02-10,45716
2018-02-11,43813
2018-02-12,43813
2018-02-13,41622
2018-02-14,41622
2018-02-15,40016
2018-02-16,40016
2018-02-17,38475
2018-02-18,38475
2018-02-19,36930
2018-02-20,36930
2018-02-21,35300
2018-02-22,35300
2018-02-23,34857
2018-02-24,34857
2018-02-25,34433
2018-02-26,34433
2018-02-27,35342
2018-02-28,35342
2018-03-01,34695
2018-03-02,34010
2018-03-03,32681
2018-03-04,32681
2018-03-05,31528
2018-03-06,31528
2018-03-07,31796
2018-03-08,31796
2018-03-09,32599
2018-03-10,32599
2018-03-11,32549
2018-03-12,32549
2018-03-13,31248
2018-03-14,31248
2018-03-15,31548
2018-03-16,31548
2018-03-17,31830
2018-03-18,31830
2018-03-19,31830
2018-03-20,32156
2018-03-21,32156
2018-03-23,32385
2018-03-24,32385
2018-03-25,32334
2018-03-26,32334
2018-03-27,32622
2018-03-28,32622
2018-03-29,32379
2018-03-30,32379
2018-03-31,32379
2018-04-01,33373
2018-04-02,33373
2018-04-03,34483
2018-04-04,34483
2018-04-05,34483
2018-04-06,35354
2018-04-07,35354
2018-04-08,35354
2018-04-09,36508
2018-04-10,36508
2018-04-11,36860
2018-04-12,36860
2018-04-13,37189
2018-04-14,37189
2018-04-15,38377
2018-04-16,38377
2018-04-17,38377
2018-04-18,38809
2018-04-19,38809
2018-04-20,38984
2018-04-21,38984
2018-04-22,39338
2018-04-23,39338
2018-04-24,40318
2018-04-25,40318
2018-04-26,40318
2018-04-27,41055
2018-04-28,41055
2018-04-29,41055
2018-04-30,41812
2018-05-01,41812
2018-05-02,41812
2018-05-03,42281
2018-05-04,42281
2018-05-05,42568
2018-05-06,42568
2018-05-07,42568
2018-05-08,42785
2018-05-09,42785
2018-05-10,43129
2018-05-11,43129
2018-05-12,42755
2018-05-13,42755
2018-05-14,42112
2018-05-15,42112
2018-05-16,42112
2018-05-17,41194
2018-05-18,41194
2018-05-19,39795
2018-05-20,39795
2018-05-21,39901
2018-05-22,39901
2018-05-23,39452
2018-05-24,39452
2018-05-25,39490
2018-05-26,39490
2018-05-27,37974
2018-05-28,37974
2018-05-29,37032
2018-05-30,37032
2018-05-31,37241
2018-06-01,37241
2018-06-02,37391
2018-06-03,37391
2018-06-04,36152
2018-06-05,36152
2018-06-06,34817
2018-06-07,34817
2018-06-08,33902
2018-06-09,33902
2018-06-10,34055
2018-06-11,34055
2018-06-12,33072
2018-06-13,33072
2018-06-14,32788
2018-06-15,32788
2018-06-16,32782
2018-06-17,32782
2018-06-18,32506
2018-06-19,32506
2018-06-20,31584
2018-06-21,31584
2018-06-22,31402
2018-06-23,31402
2018-06-24,31630
2018-06-25,31630
2018-06-26,32139
2018-06-27,32139
2018-06-28,32903
2018-06-29,32903
2018-06-30,32576
2018-07-01,32576
2018-07-02,32485
2018-07-03,32485
2018-07-04,31682
2018-07-05,31682
2018-07-06,31018
2018-07-07,31018
2018-07-08,30915
2018-07-09,30915
2018-07-10,31606
2018-07-11,31606
2018-07-12,31606
2018-07-13,30025
2018-07-14,29051
2018-07-15,29051
2018-07-16,29560
2018-07-17,30313
2018-07-18,30313
2018-07-19,30897
2018-07-20,30897
2018-07-21,32247
2018-07-22,32247
2018-07-23,33332
2018-07-24,33332
2018-07-25,33287
2018-07-26,33287
2018-07-27,33864
2018-07-28,33864
2018-07-29,34711
2018-07-30,34711
2018-07-31,35592
2018-08-01,35592
2018-08-02,36173
2018-08-03,36173
2018-08-04,37767
2018-08-05,37767
2018-08-06,38898
2018-08-07,38898
2018-08-08,40099
2018-08-09,40099
2018-08-10,41707
2018-08-11,41707
2018-08-12,43154
2018-08-14,44702
2018-08-16,45623
2018-08-17,45616
2018-08-18,45616
2018-08-19,45347
2018-08-20,45660
2018-08-21,45660
2018-08-22,45793
2018-08-23,45793
2018-08-24,46168
2018-08-25,46168
2018-08-26,46364
2018-08-27,46364
2018-08-28,46743
2018-08-29,46743
2018-08-30,47079
2018-08-31,47079
2018-09-01,46927
2018-09-02,46927
2018-09-03,47291
2018-09-04,45649
2018-09-05,45649
2018-09-06,44885
2018-09-07,44582
2018-09-08,44582
2018-09-09,44839
2018-09-10,44839
2018-09-11,43793
2018-09-12,43541
2018-09-13,43541
2018-09-14,41985
2018-09-15,42223
2018-09-16,42223
2018-09-17,40224
2018-09-18,39438
2018-09-19,39438
2018-09-20,39926
2018-09-21,39926
2018-09-22,39473
2018-09-23,39473
2018-09-24,39180
2018-09-25,39180
2018-09-26,39372
2018-09-27,39372
2018-09-28,39386
2018-09-29,39386
2018-09-30,39748
2018-10-01,39748
2018-10-02,39446
2018-10-03,40452
2018-10-04,40452
2018-10-05,40452
2018-10-06,40675
2018-10-07,40675
2018-10-08,40387
2018-10-09,40387
2018-10-10,40684
2018-10-11,40684
2018-10-12,40779
2018-10-13,41578
2018-10-14,41578
2018-10-15,42327
2018-10-16,42327
2018-10-17,42299
2018-10-18,42299
2018-10-19,43929
2018-10-20,43929
2018-10-21,44450
2018-10-22,44444
2018-10-23,44444
2018-10-24,44355
2018-10-25,44355
2018-10-26,44402
2018-10-27,44402
2018-10-28,44945
2018-10-29,44945
2018-10-30,44971
2018-10-31,45085
2018-11-01,46895
2018-11-03,51051
2018-11-04,53255
2018-11-05,54468
2018-11-06,56657
2018-11-07,59237
2018-11-08,61911
2018-11-09,64555
2018-11-10,67783
2018-11-11,70947
2018-11-12,74458
2018-11-13,78181
2018-11-15,85956
2018-11-16,90254
2018-11-17,94485
2018-11-18,99210
2018-11-19,100817
2018-11-20,105391
2018-11-21,109633
2018-11-22,114645
2018-11-23,114645
2018-11-24,112563
2018-11-25,109203
2018-11-26,109203
2018-11-27,105252
2018-11-28,103689
2018-11-29,101552
2018-12-01,97582
2018-12-02,95222
2018-12-03,95222
2018-12-04,94402
2018-12-05,94910
2018-12-07,97360
2018-12-09,90379
2018-12-10,86722
2018-12-11,84360
2018-12-12,80914
2018-12-13,79573
2018-12-14,79997
2018-12-15,77456
2018-12-16,74683
2018-12-17,74683
2018-12-18,71993
2018-12-19,68846
2018-12-20,65439
2018-12-21,62167
2018-12-22,59349
2018-12-23,56381
2018-12-24,53634
2018-12-25,51144
2018-12-26,51144
2018-12-27,48860
2018-12-28,48860
2018-12-29,46839
2018-12-30,45450
2018-12-31,43999
2019-01-01,43999
2019-01-02,42794
2019-01-03,42415
2019-01-04,43853
2019-01-05,45739
2019-01-06,48026
2019-01-08,50416
2019-01-10,50315
2019-01-11,50315
2019-01-12,48890
2019-01-13,49133
2019-01-14,49926
2019-01-15,50860
2019-01-16,51800
2019-01-17,52754
2019-01-18,54361
2019-01-19,53331
2019-01-20,52718
2019-01-21,53625
2019-01-22,55070
2019-01-23,56755
2019-01-24,57225
2019-01-25,56918
2019-01-26,56930
2019-01-27,56566
2019-01-28,57646
2019-01-29,57739
2019-01-30,58285
2019-01-31,58285
2019-02-01,58257
2019-02-02,58257
2019-02-03,57689
2019-02-04,57689
2019-02-05,56747
2019-02-06,56747
2019-02-07,56445
2019-02-08,56445
2019-02-09,55920
2019-02-10,55930
2019-02-11,54918
2019-02-12,54918
2019-02-13,53244
2019-02-14,53244
2019-02-15,51988
2019-02-16,50773
2019-02-17,50773
2019-02-18,49636
2019-02-19,49636
2019-02-20,48335
2019-02-21,46823
2019-02-22,46823
2019-02-23,45023
2019-02-24,43649
2019-02-25,41980
2019-02-26,41980
2019-02-27,41680
2019-02-28,41680
2019-03-01,40752
2019-03-02,40752
2019-03-03,39825
2019-03-04,39649
2019-03-05,39649
2019-03-06,39758
2019-03-07,40275
2019-03-08,40275
2019-03-09,40218
2019-03-10,39741
2019-03-11,40475
2019-03-12,41231
2019-03-13,41231
2019-03-14,41653
2019-03-15,41653
2019-03-16,41828
2019-03-17,41597
2019-03-18,41597
2019-03-19,40655
2019-03-20,40801
2019-03-21,41137
2019-03-22,41137
2019-03-23,41751
