date_obj,Saradomin%20stole price
2019-04-06,8246
2019-04-07,8254
2019-04-08,8287
2019-04-09,8241
2019-04-10,8128
2019-04-11,8185
2019-04-12,8198
2019-04-13,8090
2019-04-14,7986
2019-04-15,7760
2019-04-16,7656
2019-04-17,7473
2019-04-18,7205
2019-04-19,7082
2019-04-20,6918
2019-04-21,6599
2019-04-22,6352
2019-04-23,6300
2019-04-24,6393
2019-04-25,6305
2019-04-26,6132
2019-04-27,5988
2019-04-28,5866
2019-04-29,5820
2019-04-30,5740
2019-05-01,5684
2019-05-02,5768
2019-05-03,5902
2019-05-04,5892
2019-05-05,6052
2019-05-06,6278
2019-05-07,6149
2019-05-08,6009
2019-05-09,5980
2019-05-10,5851
2019-05-11,5747
2019-05-12,5634
2019-05-13,5352
2019-05-14,5143
2019-05-15,4965
2019-05-16,4910
2019-05-17,4915
2019-05-18,4955
2019-05-19,5062
2019-05-20,5157
2019-05-21,5154
2019-05-22,5144
2019-05-23,5133
2019-05-24,5084
2019-05-25,5041
2019-05-26,5088
2019-05-27,5132
2019-05-28,5196
2019-05-29,5294
2019-05-30,5496
2019-05-31,5605
2019-06-01,5564
2019-06-02,5554
2019-06-03,5506
2019-06-04,5371
2019-06-05,5106
2019-06-06,5064
2019-06-07,5136
2019-06-08,5385
2019-06-09,5593
2019-06-10,5593
2019-06-11,5863
2019-06-12,6103
2019-06-13,6398
2019-06-14,6677
2019-06-15,6934
2019-06-16,7169
2019-06-17,7255
2019-06-18,7335
2019-06-19,7455
2019-06-20,7650
2019-06-21,7791
2019-06-22,7949
2019-06-23,7931
2019-06-24,7884
2019-06-25,7924
2019-06-26,8140
2019-06-27,8173
2019-06-28,8342
2019-06-29,8383
2019-06-30,8409
2019-07-01,8275
2019-07-02,8356
2019-07-03,8324
2019-07-04,8413
2019-07-05,8479
2019-07-06,8575
2019-07-07,8489
2019-07-08,8511
2019-07-09,8417
2019-07-10,8169
2019-07-11,7785
2019-07-12,7395
2019-07-13,7208
2019-07-14,7122
2019-07-15,6956
2019-07-16,6941
2019-07-17,6780
2019-07-18,6670
2019-07-19,6524
2019-07-20,6450
2019-07-21,6401
2019-07-22,6466
2019-07-23,6784
2019-07-24,7001
2019-07-25,7111
2019-07-26,7189
2019-07-27,7023
2019-07-28,6953
2019-07-29,6972
2019-07-30,6945
2019-07-31,6920
2019-08-01,6981
2019-08-02,7032
2019-08-03,6906
2019-08-04,6749
2019-08-05,6653
2019-08-06,6505
2019-08-07,6273
2019-08-08,6059
2019-08-09,5958
2019-08-10,5727
2019-08-11,5648
2019-08-12,5489
2019-08-13,5350
2019-08-14,5163
2019-08-15,5016
2019-08-16,4891
2019-08-17,4891
2019-08-18,4801
2019-08-19,4925
2019-08-20,4908
2019-08-21,4817
2019-08-22,4853
2019-08-23,4898
2019-08-24,4982
2019-08-24,4982
2019-08-25,5059
2019-08-25,5059
2019-08-26,5063
2019-08-26,5063
2019-08-27,5155
2019-08-27,5155
2019-08-28,5251
2019-08-29,5183
2019-08-30,5103
2019-08-31,5028
2019-09-01,5040
2019-09-02,4947
2019-09-03,4938
2019-09-04,5163
2019-09-05,5371
2019-09-06,5440
2019-09-07,5489
2019-09-08,5666
2019-09-09,5537
2019-09-10,5540
2019-09-11,5456
2019-09-12,5593
2019-09-13,5770
2019-09-14,5789
2019-09-15,5840
2019-09-16,5886
2019-09-17,5927
2019-09-18,6060
2019-09-19,6062
2019-09-20,6074
2019-09-21,6146
2019-09-22,6214
2019-09-23,6317
2019-09-24,6317
2019-09-25,6048
2019-09-26,5949
2019-09-27,5849
2019-09-28,5609
2019-09-29,5557
2019-09-30,5476
2019-10-01,5242
2019-10-02,5242
2019-10-03,5108
2019-10-04,5065
2019-10-05,5008
2019-10-06,4887
2019-10-07,4930
2019-10-08,4842
2019-10-09,4842
2019-10-10,4821
2019-10-11,4842
2019-10-12,4885
2019-10-13,4932
2019-10-14,5088
2019-10-15,5225
2019-10-16,4978
2019-10-17,4859
2019-10-18,4668
2019-10-19,4500
2019-10-20,4450
2019-10-21,4407
2019-10-22,4307
2019-10-23,4211
2019-10-24,4124
2019-10-25,4176
2019-10-26,4310
2019-10-27,4438
2019-10-28,4628
2019-10-29,4628
2019-10-30,4860
2019-10-31,5103
2019-11-01,5305
2019-11-02,5302
2019-11-03,5269
2019-11-04,5148
2019-11-05,5148
2019-11-06,5271
2019-11-07,5408
2019-11-08,5560
2019-11-09,5629
2019-11-10,5643
2019-11-11,5719
2019-11-12,5802
2019-11-13,5945
2019-11-14,5896
2019-11-15,5943
2019-11-16,5961
2019-11-17,5961
2019-11-18,5975
2019-11-19,5975
2019-11-20,5880
2019-11-21,5880
2019-11-22,5795
2019-11-23,5684
2019-11-24,5588
2019-11-25,5347
2019-11-26,5102
2019-11-27,5102
2019-11-28,5268
2019-11-29,5481
2019-11-30,5659
2019-12-01,5879
2019-12-02,6129
2019-12-03,6370
2019-12-04,6685
2019-12-05,6685
2019-12-06,6898
2019-12-07,7007
2019-12-08,6945
2019-12-09,6825
2019-12-10,6927
2019-12-11,6701
2019-12-12,6502
2019-12-13,6566
2019-12-14,6428
2019-12-15,6371
2019-12-16,6198
2019-12-17,6029
2019-12-18,6029
2019-12-19,5915
2019-12-20,5847
2019-12-21,5849
2019-12-22,5893
2019-12-23,6011
2019-12-24,6166
2019-12-25,6256
2019-12-26,6411
2019-12-27,6541
2019-12-28,6571
2019-12-29,6575
2019-12-30,6698
2019-12-31,6979
2020-01-01,7141
2020-01-02,7261
2020-01-03,7446
2020-01-04,7601
2020-01-05,7630
2020-01-06,7746
2020-01-07,7667
2020-01-08,7667
2020-01-09,7425
2020-01-10,7321
2020-01-11,7181
2020-01-12,6943
2020-01-13,6760
2020-01-14,6716
2020-01-15,6629
2020-01-16,6452
2020-01-17,6329
2020-01-18,6195
2020-01-19,6234
2020-01-20,6295
2020-01-21,6295
2020-01-22,6151
2020-01-23,6167
2020-01-24,6010
2020-01-25,6024
2020-01-26,5836
2020-01-27,5576
2020-01-28,5308
2020-01-29,5324
2020-01-30,5434
2020-01-31,5432
2020-02-01,5341
2020-02-02,5179
2020-02-03,4986
2020-02-04,4856
2020-02-05,4807
2020-02-06,4741
2020-02-07,4741
2020-02-08,4672
2020-02-09,4544
2020-02-10,4414
2020-02-11,4401
2020-02-12,4362
2020-02-13,4250
2020-02-14,4167
2020-02-15,4087
2020-02-16,3990
2020-02-17,3906
2020-02-18,3784
2020-02-19,3782
2020-02-20,3678
2020-02-21,3678
2020-02-22,3727
2020-02-23,3855
2020-02-24,3792
2020-02-25,3763
2020-02-26,3756
2020-02-27,3761
2020-02-28,3839
2020-02-29,3925
2020-03-01,3952
2020-03-02,4032
2020-03-03,4005
2020-03-04,4009
2020-03-05,3996
2020-03-06,4080
2020-03-07,4148
2020-03-08,4176
2020-03-09,4216
2020-03-10,4274
2020-03-11,4222
2020-03-12,4252
2020-03-13,4298
2020-03-14,4237
2020-03-15,4162
2020-03-16,4047
2020-03-17,3962
2020-03-18,3838
2020-03-19,3788
2020-03-20,3709
2020-03-21,3722
2020-03-22,3695
2020-03-23,3650
2020-03-24,3670
2020-03-25,3689
2020-03-26,3677
2020-03-27,3744
2020-03-28,3761
2020-03-29,3875
2020-03-30,4023
2020-03-31,4103
2020-04-01,4212
2020-04-02,4349
2020-04-03,4416
2020-04-04,4476
2020-04-05,4601
2020-04-06,4655
2020-04-07,4684
2020-04-08,4661
2020-04-09,4649
2020-04-10,4676
2020-04-11,4611
2020-04-12,4534
2020-04-13,4548
2020-04-14,4575
2020-04-15,4589
2020-04-16,4639
2020-04-17,4685
2020-04-18,4657
2020-04-19,4646
2020-04-20,4666
2020-04-21,4739
2020-04-22,4945
2020-04-23,5086
2020-04-24,5045
2020-04-25,4985
2020-04-26,5153
2020-04-27,5300
2020-04-28,5215
2020-04-29,5079
2020-04-30,5074
2020-05-01,5124
2020-05-02,5162
2020-05-03,5152
2020-05-04,5014
2020-05-05,4941
2020-05-06,4858
2020-05-07,4847
2020-05-08,4841
2020-05-09,4840
2020-05-10,4820
2020-05-11,4864
2020-05-12,4936
2020-05-13,4973
