date_obj,Ensouled%20unicorn%20head price
2016-04-21,986
2016-04-22,949
2016-04-23,949
2016-04-24,916
2016-04-25,886
2016-04-26,886
2016-04-27,886
2016-04-28,921
2016-04-29,921
2016-04-30,921
2016-05-01,897
2016-05-02,897
2016-05-03,906
2016-05-04,906
2016-05-05,895
2016-05-06,895
2016-05-07,856
2016-05-08,856
2016-05-09,856
2016-05-10,828
2016-05-11,828
2016-05-12,826
2016-05-13,826
2016-05-14,808
2016-05-15,808
2016-05-16,808
2016-05-17,843
2016-05-18,843
2016-05-19,843
2016-05-22,810
2016-05-23,779
2016-05-24,779
2016-05-25,779
2016-05-26,770
2016-05-27,770
2016-05-28,769
2016-05-29,769
2016-05-30,768
2016-05-31,768
2016-06-01,743
2016-06-02,743
2016-06-03,743
2016-06-04,737
2016-06-05,737
2016-06-06,732
2016-06-07,732
2016-06-08,732
2016-06-09,732
2016-06-10,730
2016-06-11,730
2016-06-12,726
2016-06-13,726
2016-06-14,726
2016-06-15,703
2016-06-16,703
2016-06-17,735
2016-06-18,735
2016-06-19,735
2016-06-20,772
2016-06-21,772
2016-06-22,772
2016-06-23,808
2016-06-24,808
2016-06-25,808
2016-06-26,822
2016-06-27,822
2016-06-28,840
2016-06-29,840
2016-06-30,882
2016-07-01,882
2016-07-02,873
2016-07-03,873
2016-07-04,855
2016-07-05,855
2016-07-06,855
2016-07-07,868
2016-07-08,868
2016-07-09,907
2016-07-10,907
2016-07-11,882
2016-07-12,882
2016-07-13,882
2016-07-14,886
2016-07-15,886
2016-07-16,886
2016-07-17,888
2016-07-18,888
2016-07-23,942
2016-07-24,942
2016-07-25,942
2016-07-26,916
2016-07-27,916
2016-07-28,916
2016-07-29,936
2016-07-30,936
2016-07-31,936
2016-08-01,936
2016-08-02,925
2016-08-03,925
2016-08-04,925
2016-08-05,953
2016-08-06,953
2016-08-07,953
2016-08-08,994
2016-08-09,994
2016-08-10,1036
2016-08-11,1036
2016-08-12,1036
2016-08-13,1036
2016-08-14,1022
2016-08-15,1022
2016-08-16,1022
2016-08-17,1021
2016-08-18,1021
2016-08-19,1021
2016-08-20,1023
2016-08-21,1023
2016-08-22,1023
2016-08-23,1024
2016-08-24,1024
2016-08-25,1024
2016-08-26,1024
2016-08-28,1071
2016-08-31,1098
2016-09-01,1098
2016-09-02,1098
2016-09-03,1098
2016-09-04,1087
2016-09-05,1087
2016-09-06,1087
2016-09-07,1087
2016-09-08,1103
2016-09-09,1103
2016-09-10,1103
2016-09-11,1103
2016-09-12,1055
2016-09-13,1055
2016-09-14,1055
2016-09-15,1004
2016-09-16,1004
2016-09-17,1004
2016-09-18,962
2016-09-19,962
2016-09-20,962
2016-09-21,962
2016-09-22,947
2016-09-23,947
2016-09-24,947
2016-09-25,947
2016-09-26,911
2016-09-27,911
2016-09-28,911
2016-09-29,911
2016-09-30,888
2016-10-01,888
2016-10-02,888
2016-10-03,888
2016-10-04,873
2016-10-05,873
2016-10-06,873
2016-10-07,873
2016-10-08,867
2016-10-09,867
2016-10-10,867
2016-10-11,856
2016-10-12,856
2016-10-13,856
2016-10-14,832
2016-10-15,832
2016-10-16,832
2016-10-17,832
2016-10-18,835
2016-10-19,835
2016-10-20,835
2016-10-21,815
2016-10-22,815
2016-10-23,815
2016-10-24,818
2016-10-25,818
2016-10-26,818
2016-10-27,818
2016-10-28,786
2016-10-29,786
2016-10-30,786
2016-10-31,788
2016-11-01,788
2016-11-02,788
2016-11-03,788
2016-11-04,760
2016-11-05,760
2016-11-06,760
2016-11-07,760
2016-11-08,789
2016-11-09,789
2016-11-10,789
2016-11-11,795
2016-11-12,795
2016-11-13,795
2016-11-14,795
2016-11-15,776
2016-12-07,808
2016-12-08,808
2016-12-09,808
2016-12-10,848
2016-12-11,848
2016-12-12,848
2016-12-13,848
2016-12-14,850
2016-12-15,850
2016-12-16,850
2016-12-17,850
2016-12-18,844
2016-12-19,844
2016-12-20,844
2016-12-21,843
2016-12-22,843
2016-12-23,843
2016-12-24,820
2016-12-25,820
2016-12-26,843
2016-12-27,843
2016-12-28,843
2016-12-29,810
2016-12-30,810
2016-12-31,810
2017-01-01,810
2017-01-02,810
2017-01-03,813
2017-01-04,813
2017-01-05,813
2017-01-06,822
2017-01-07,822
2017-01-08,858
2017-01-09,858
2017-01-10,889
2017-01-11,889
2017-01-12,927
2017-01-13,927
2017-01-14,927
2017-01-15,974
2017-01-16,974
2017-01-17,1003
2017-01-18,1003
2017-01-19,1003
2017-01-20,997
2017-01-21,997
2017-01-22,992
2017-01-23,992
2017-01-27,958
2017-01-28,958
2017-01-29,957
2017-01-30,957
2017-01-31,957
2017-02-01,1005
2017-02-02,1005
2017-02-03,1005
2017-02-04,1054
2017-02-05,1054
2017-02-06,1054
2017-02-07,1102
2017-02-08,1102
2017-02-09,1102
2017-02-10,1061
2017-02-11,1061
2017-02-12,1058
2017-02-13,1058
2017-02-14,1093
2017-02-15,1093
2017-02-16,1093
2017-02-18,1068
2017-02-19,1060
2017-02-20,1060
2017-02-21,1060
2017-02-22,1033
2017-02-23,1033
2017-02-24,1033
2017-02-25,1066
2017-02-26,1066
2017-02-27,1066
2017-02-28,1061
2017-03-01,1061
2017-03-02,1061
2017-03-03,1051
2017-03-04,1051
2017-03-05,1071
2017-03-06,1071
2017-03-07,1118
2017-03-08,1118
2017-03-09,1118
2017-03-10,1141
2017-03-11,1141
2017-03-12,1141
2017-03-13,1198
2017-03-14,1198
2017-03-15,1215
2017-03-16,1215
2017-03-17,1215
2017-03-18,1221
2017-03-19,1221
2017-03-20,1188
2017-03-21,1188
2017-03-22,1188
2017-03-23,1137
2017-03-24,1137
2017-03-25,1123
2017-03-26,1123
2017-03-27,1123
2017-03-28,1157
2017-03-29,1157
2017-03-30,1176
2017-03-31,1176
2017-04-01,1123
2017-04-02,1123
2017-04-03,1163
2017-04-04,1163
2017-04-12,1251
2017-04-13,1314
2017-04-14,1314
2017-04-15,1314
2017-04-16,1380
2017-04-17,1380
2017-04-18,1380
2017-04-19,1401
2017-04-20,1401
2017-04-21,1401
2017-04-22,1344
2017-04-23,1344
2017-04-24,1362
2017-04-25,1362
2017-04-26,1362
2017-04-27,1345
2017-04-28,1345
2017-04-29,1345
2017-04-30,1377
2017-05-01,1377
2017-05-02,1377
2017-05-03,1371
2017-05-04,1371
2017-05-05,1371
2017-05-06,1319
2017-05-07,1319
2017-05-08,1319
2017-05-09,1281
2017-05-10,1281
2017-05-11,1281
2017-05-12,1284
2017-05-13,1284
2017-05-14,1303
2017-05-15,1303
2017-05-16,1303
2017-05-17,1292
2017-05-18,1292
2017-05-19,1292
2017-05-20,1323
2017-05-21,1323
2017-05-22,1323
2017-05-23,1323
2017-05-24,1362
2017-05-25,1362
2017-05-26,1362
2017-05-27,1370
2017-05-28,1370
2017-05-29,1370
2017-05-30,1320
2017-05-31,1320
2017-06-01,1320
2017-06-02,1346
2017-06-03,1346
2017-06-04,1346
2017-06-05,1369
2017-06-06,1369
2017-06-07,1385
2017-06-08,1385
2017-06-09,1385
2017-06-10,1334
2017-06-11,1334
2017-06-12,1290
2017-06-13,1290
2017-06-14,1328
2017-06-15,1328
2017-06-16,1328
2017-06-17,1395
2017-06-18,1395
2017-06-19,1395
2017-06-20,1432
2017-06-21,1432
2017-06-22,1432
2017-06-23,1425
2017-06-24,1425
2017-06-25,1425
2017-06-26,1424
2017-06-27,1424
2017-06-28,1424
2017-06-29,1422
2017-06-30,1422
2017-07-01,1422
2017-07-02,1430
2017-07-03,1430
2017-07-04,1430
2017-07-05,1430
2017-07-06,1446
2017-07-07,1446
2017-07-08,1446
2017-07-13,1423
2017-07-14,1423
2017-07-15,1422
2017-07-16,1422
2017-07-17,1422
2017-07-18,1422
2017-07-19,1422
2017-07-20,1422
2017-07-21,1444
2017-07-22,1444
2017-07-23,1461
2017-07-24,1461
2017-07-25,1461
2017-07-26,1462
2017-07-27,1462
2017-07-28,1455
2017-07-29,1455
2017-07-30,1408
2017-07-31,1408
2017-08-01,1408
2017-08-02,1460
2017-08-03,1460
2017-08-04,1460
2017-08-05,1412
2017-08-06,1412
2017-08-09,1437
2017-08-10,1503
2017-08-11,1503
2017-08-12,1430
2017-08-13,1430
2017-08-14,1430
2017-08-15,1376
2017-08-16,1376
2017-08-17,1363
2017-08-18,1363
2017-08-19,1363
2017-08-20,1327
2017-08-21,1327
2017-08-22,1280
2017-08-23,1280
2017-08-24,1235
2017-08-25,1235
2017-08-26,1238
2017-08-27,1238
2017-08-28,1259
2017-08-29,1259
2017-08-30,1259
2017-08-31,1299
2017-09-01,1299
2017-09-02,1324
2017-09-03,1324
2017-09-04,1324
2017-09-05,1276
2017-09-06,1276
2017-09-07,1276
2017-09-08,1276
2017-09-09,1239
2017-09-10,1239
2017-09-11,1239
2017-09-12,1239
2017-09-13,1230
2017-09-14,1230
2017-09-15,1230
2017-09-16,1183
2017-09-17,1183
2017-09-18,1216
2017-09-19,1216
2017-09-20,1216
2017-09-21,1257
2017-09-22,1257
2017-09-23,1257
2017-09-24,1223
2017-09-25,1223
2017-09-26,1273
2017-09-27,1273
2017-09-28,1273
2017-09-29,1240
2017-09-30,1240
2017-10-01,1240
2017-10-02,1213
2017-10-03,1213
2017-10-04,1213
2017-10-05,1194
2017-10-06,1194
2017-10-07,1170
2017-10-08,1170
2017-10-09,1170
2017-10-10,1161
2017-10-11,1161
2017-10-12,1161
2017-10-13,1153
2017-10-14,1153
2017-10-15,1153
2017-10-16,1106
2017-10-17,1106
2017-10-18,1106
2017-10-19,1123
2017-10-20,1123
2017-10-21,1123
2017-10-22,1088
2017-10-23,1088
2017-10-24,1088
2017-10-25,1056
2017-10-26,1056
2017-10-27,1056
2017-10-28,1056
2017-10-29,1022
2017-10-30,1022
2017-10-31,1022
2017-11-01,993
2017-11-02,993
2017-11-03,993
2017-11-04,1002
2017-11-05,1002
2017-11-06,1002
2017-11-07,1039
2017-11-08,1039
2017-11-09,1039
2017-11-10,1017
2017-11-11,1017
2017-11-12,1017
2017-11-13,1062
2017-11-14,1062
2017-11-15,1062
2017-11-16,1080
2017-11-17,1080
2017-11-18,1080
2017-11-19,1090
2017-11-20,1090
2017-11-21,1090
2017-11-22,1125
2017-11-23,1125
2017-11-24,1125
2017-11-25,1167
2017-11-26,1167
2017-11-27,1167
2017-11-28,1167
2017-11-29,1135
2017-11-30,1135
2017-12-01,1135
2017-12-02,1098
2017-12-03,1098
2017-12-04,1098
2017-12-05,1104
2017-12-06,1104
2017-12-07,1104
2017-12-08,1154
2017-12-09,1154
2017-12-10,1154
2017-12-11,1189
2017-12-12,1189
2017-12-13,1189
2017-12-14,1189
2017-12-15,1150
2017-12-16,1150
2017-12-17,1150
2017-12-18,1108
2017-12-19,1108
2017-12-20,1108
2017-12-21,1080
2017-12-22,1080
2017-12-23,1053
2017-12-24,1053
2017-12-25,1053
2017-12-26,1103
2017-12-27,1103
2017-12-28,1103
2017-12-29,1108
2017-12-30,1108
2017-12-31,1108
2018-01-01,1069
2018-01-02,1069
2018-01-03,1069
2018-01-04,1069
2018-01-05,1023
2018-01-06,1023
2018-01-07,1023
2018-01-08,1031
2018-01-09,1031
2018-01-10,1031
2018-01-11,1058
2018-01-12,1058
2018-01-13,1058
2018-01-14,1030
2018-01-15,1030
2018-01-16,990
2018-01-17,990
2018-01-18,990
2018-01-19,990
2018-01-20,1030
2018-01-21,1030
2018-01-22,1030
2018-01-23,1040
2018-01-25,1040
2018-01-26,1040
2018-01-27,1039
2018-01-28,1039
2018-01-29,1058
2018-01-30,1058
2018-01-31,1058
2018-02-01,1057
2018-02-02,1057
2018-02-03,1043
2018-02-04,1043
2018-02-05,1043
2018-02-06,1055
2018-02-07,1055
2018-02-08,1055
2018-02-09,1027
2018-02-10,1027
2018-02-11,1027
2018-02-12,1066
2018-02-13,1066
2018-02-14,1066
2018-02-15,1120
2018-02-16,1120
2018-02-17,1120
2018-02-18,1173
2018-02-19,1173
2018-02-20,1173
2018-02-21,1161
2018-02-22,1161
2018-02-23,1161
2018-02-24,1161
2018-02-25,1167
2018-02-26,1167
2018-02-27,1200
2018-02-28,1200
2018-03-01,1200
2018-03-02,1248
2018-03-03,1248
2018-03-04,1248
2018-03-05,1304
2018-03-06,1304
2018-03-07,1257
2018-03-08,1257
2018-03-09,1257
2018-03-10,1219
2018-03-11,1219
2018-03-12,1219
2018-03-13,1257
2018-03-14,1257
2018-03-15,1257
2018-03-16,1241
2018-03-17,1241
2018-03-18,1239
2018-03-20,1239
2018-03-21,1284
2018-03-23,1284
2018-03-24,1316
2018-03-25,1316
2018-03-26,1316
2018-03-27,1327
2018-03-28,1327
2018-03-29,1327
2018-03-30,1328
2018-03-31,1328
2018-04-01,1328
2018-04-02,1354
2018-04-03,1354
2018-04-04,1354
2018-04-05,1354
2018-04-06,1343
2018-04-07,1343
2018-04-08,1343
2018-04-09,1336
2018-04-10,1336
2018-04-11,1336
2018-04-12,1319
2018-04-13,1319
2018-04-14,1319
2018-04-15,1316
2018-04-16,1316
2018-04-17,1316
2018-04-18,1381
2018-04-19,1381
2018-04-20,1381
2018-04-21,1400
2018-04-22,1400
2018-04-23,1400
2018-04-24,1400
2018-04-25,1457
2018-04-26,1457
2018-04-27,1457
2018-04-28,1457
2018-04-29,1530
2018-04-30,1530
2018-05-01,1530
2018-05-03,1607
2018-05-04,1607
2018-05-05,1607
2018-05-07,1688
2018-05-08,1688
2018-05-09,1688
2018-05-10,1695
2018-05-11,1695
2018-05-12,1695
2018-05-13,1762
2018-05-14,1762
2018-05-15,1762
2018-05-16,1806
2018-05-17,1806
2018-05-18,1806
2018-05-19,1789
2018-05-20,1789
2018-05-21,1789
2018-05-22,1789
2018-05-23,1757
2018-05-24,1757
2018-05-25,1757
2018-05-26,1833
2018-05-27,1833
2018-05-28,1833
2018-05-29,1844
2018-05-30,1844
2018-05-31,1844
2018-06-01,1844
2018-06-02,1862
2018-06-03,1862
2018-06-04,1862
2018-06-05,1846
2018-06-06,1846
2018-06-07,1846
2018-06-08,1864
2018-06-09,1864
2018-06-10,1864
2018-06-11,1863
2018-06-12,1863
2018-06-13,1854
2018-06-14,1854
2018-06-15,1854
2018-06-16,1846
2018-06-17,1846
2018-06-18,1861
2018-06-19,1861
2018-06-20,1861
2018-06-21,1861
2018-06-22,1850
2018-06-23,1850
2018-06-24,1850
2018-06-25,1846
2018-06-26,1846
2018-06-27,1846
2018-06-28,1846
2018-06-29,1847
2018-06-30,1847
2018-07-01,1847
2018-07-02,1845
2018-07-03,1845
2018-07-04,1845
2018-07-05,1844
2018-07-06,1844
2018-07-07,1854
2018-07-08,1854
2018-07-09,1854
2018-07-10,1797
2018-07-11,1797
2018-07-12,1797
2018-07-13,1732
2018-07-14,1657
2018-07-15,1657
2018-07-16,1575
2018-07-17,1507
2018-07-18,1507
2018-07-19,1488
2018-07-20,1488
2018-07-21,1462
2018-07-22,1498
2018-07-23,1498
2018-07-24,1480
2018-07-25,1480
2018-07-26,1467
2018-07-27,1467
2018-07-28,1408
2018-07-29,1408
2018-07-30,1378
2018-07-31,1378
2018-08-01,1370
2018-08-02,1370
2018-08-03,1339
2018-08-04,1339
2018-08-05,1371
2018-08-06,1371
2018-08-07,1429
2018-08-08,1428
2018-08-09,1428
2018-08-10,1425
2018-08-11,1425
2018-08-12,1371
2018-08-14,1306
2018-08-16,1292
2018-08-17,1320
2018-08-18,1320
2018-08-19,1286
2018-08-20,1249
2018-08-21,1249
2018-08-22,1246
2018-08-23,1246
2018-08-24,1286
2018-08-25,1278
2018-08-26,1278
2018-08-27,1301
2018-08-28,1259
2018-08-29,1259
2018-08-30,1322
2018-08-31,1303
2018-09-01,1303
2018-09-02,1258
2018-09-03,1223
2018-09-04,1201
2018-09-05,1201
2018-09-06,1199
2018-09-07,1162
2018-09-08,1203
2018-09-09,1203
2018-09-10,1204
2018-09-11,1204
2018-09-12,1201
2018-09-13,1201
2018-09-14,1209
2018-09-15,1209
2018-09-16,1246
2018-09-17,1246
2018-09-18,1307
2018-09-19,1307
2018-09-20,1310
2018-09-21,1310
2018-09-22,1309
2018-09-23,1309
2018-09-24,1309
2018-09-25,1309
2018-09-26,1307
2018-09-27,1307
2018-09-28,1339
2018-09-29,1339
2018-09-30,1339
2018-10-01,1329
2018-10-02,1329
2018-10-03,1394
2018-10-04,1394
2018-10-05,1394
2018-10-06,1405
2018-10-07,1405
2018-10-08,1374
2018-10-09,1374
2018-10-10,1354
2018-10-11,1354
2018-10-12,1354
2018-10-13,1374
2018-10-14,1374
2018-10-15,1438
2018-10-16,1438
2018-10-17,1438
2018-10-18,1418
2018-10-19,1418
2018-10-20,1377
2018-10-21,1377
2018-10-22,1339
2018-10-23,1339
2018-10-24,1323
2018-10-25,1323
2018-10-26,1323
2018-10-27,1305
2018-10-28,1305
2018-10-29,1303
2018-10-30,1303
2018-10-31,1301
2018-11-01,1301
2018-11-03,1300
2018-11-04,1306
2018-11-05,1372
2018-11-06,1441
2018-11-07,1474
2018-11-08,1548
2018-11-09,1622
2018-11-10,1668
2018-11-11,1620
2018-11-12,1539
2018-11-13,1514
2018-11-14,1498
2018-11-15,1446
2018-11-16,1400
2018-11-17,1346
2018-11-18,1300
2018-11-19,1319
2018-11-20,1329
2018-11-21,1315
2018-11-22,1312
2018-11-23,1314
2018-11-24,1380
2018-11-25,1365
2018-11-26,1334
2018-11-27,1307
2018-11-28,1314
2018-11-29,1308
2018-12-01,1304
2018-12-02,1303
2018-12-03,1303
2018-12-04,1305
2018-12-05,1302
2018-12-07,1302
2018-12-09,1257
2018-12-10,1233
2018-12-11,1189
2018-12-12,1180
2018-12-13,1161
2018-12-14,1157
2018-12-15,1154
2018-12-16,1126
2018-12-17,1126
2018-12-18,1157
2018-12-19,1168
2018-12-20,1163
2018-12-21,1170
2018-12-22,1170
2018-12-23,1229
2018-12-24,1291
2018-12-25,1350
2018-12-26,1417
2018-12-27,1353
2018-12-28,1353
2018-12-29,1316
2018-12-30,1264
2018-12-31,1205
2019-01-01,1145
2019-01-02,1118
2019-01-03,1119
2019-01-04,1086
2019-01-05,1046
2019-01-06,1035
2019-01-08,1042
2019-01-10,1131
2019-01-11,1125
2019-01-12,1136
2019-01-13,1092
2019-01-14,1047
2019-01-15,1049
2019-01-16,1020
2019-01-17,1000
2019-01-18,1001
2019-01-19,971
2019-01-20,989
2019-01-21,989
2019-01-22,1038
2019-01-23,1010
2019-01-24,1040
2019-01-25,1024
2019-01-26,1053
2019-01-27,1030
2019-01-28,1020
2019-01-29,1035
2019-01-30,1016
2019-01-31,1016
2019-02-01,1025
2019-02-02,1077
2019-02-03,1120
2019-02-04,1120
2019-02-05,1151
2019-02-06,1151
2019-02-07,1177
2019-02-08,1176
2019-02-09,1176
2019-02-10,1171
2019-02-11,1184
2019-02-12,1184
2019-02-13,1164
2019-02-14,1164
2019-02-15,1132
2019-02-16,1132
2019-02-17,1094
2019-02-18,1094
2019-02-19,1094
2019-02-20,1100
2019-02-21,1150
2019-02-22,1150
2019-02-23,1207
2019-02-24,1248
2019-02-25,1309
2019-02-26,1309
2019-02-27,1297
2019-02-28,1269
2019-03-01,1314
2019-03-02,1319
2019-03-03,1319
2019-03-04,1379
2019-03-05,1392
2019-03-06,1345
2019-03-07,1289
2019-03-08,1289
2019-03-09,1250
2019-03-10,1248
2019-03-11,1269
2019-03-12,1216
2019-03-13,1216
2019-03-14,1173
2019-03-15,1173
2019-03-16,1162
2019-03-17,1114
2019-03-18,1114
2019-03-19,1074
2019-03-20,1067
2019-03-21,1067
2019-03-22,1121
2019-03-23,1129
2019-03-24,1178
2019-03-25,1178
2019-03-26,1178
2019-03-27,1178
2019-03-28,1140
2019-03-29,1154
2019-03-30,1154
2019-03-31,1181
2019-04-01,1238
2019-04-02,1238
2019-04-03,1204
2019-04-04,1204
2019-04-05,1203
2019-04-06,1203
2019-04-07,1261
2019-04-08,1261
2019-04-09,1275
2019-04-10,1275
2019-04-11,1339
2019-04-12,1339
2019-04-13,1405
2019-04-14,1476
2019-04-15,1476
2019-04-16,1500
2019-04-17,1500
2019-04-18,1502
2019-04-19,1502
2019-04-20,1517
2019-04-21,1517
2019-04-22,1496
2019-04-23,1443
2019-04-24,1443
2019-04-25,1482
2019-04-26,1482
2019-04-27,1518
2019-04-28,1518
2019-04-29,1526
2019-04-30,1526
2019-05-01,1519
2019-05-02,1519
2019-05-03,1487
2019-05-04,1462
2019-05-05,1462
2019-05-06,1429
2019-05-07,1429
2019-05-08,1388
2019-05-09,1388
2019-05-10,1362
2019-05-11,1362
2019-05-12,1336
2019-05-13,1385
2019-05-14,1385
2019-05-15,1448
2019-05-16,1448
2019-05-17,1473
2019-05-18,1405
2019-05-19,1405
2019-05-20,1345
2019-05-21,1345
2019-05-22,1339
2019-05-23,1357
2019-05-24,1357
2019-05-25,1424
2019-05-26,1424
2019-05-27,1451
2019-05-28,1451
2019-05-29,1524
2019-05-30,1524
2019-05-31,1601
2019-06-01,1601
2019-06-02,1657
2019-06-03,1657
2019-06-04,1680
2019-06-05,1680
2019-06-06,1674
2019-06-07,1674
2019-06-08,1670
2019-06-09,1670
2019-06-10,1661
2019-06-11,1661
2019-06-12,1661
2019-06-13,1661
2019-06-14,1661
2019-06-15,1674
2019-06-16,1674
2019-06-17,1710
2019-06-18,1710
2019-06-19,1792
2019-06-20,1792
2019-06-21,1881
2019-06-22,1881
2019-06-23,1976
2019-06-24,1976
2019-06-25,2075
2019-06-26,2075
2019-06-27,2097
2019-06-28,2097
2019-06-29,2030
2019-06-30,1952
2019-07-01,1952
2019-07-02,1895
2019-07-03,1895
2019-07-04,1819
2019-07-05,1750
2019-07-06,1674
2019-07-07,1674
2019-07-08,1599
2019-07-09,1578
2019-07-10,1578
2019-07-11,1557
2019-07-12,1557
2019-07-13,1514
2019-07-14,1514
2019-07-15,1472
2019-07-16,1472
2019-07-17,1471
2019-07-18,1471
2019-07-19,1545
2019-07-20,1545
2019-07-21,1623
2019-07-22,1623
2019-07-23,1658
2019-07-24,1658
2019-07-25,1658
2019-07-26,1678
2019-07-27,1678
2019-07-28,1761
2019-07-29,1761
2019-07-30,1693
2019-07-31,1693
2019-08-01,1679
2019-08-02,1679
2019-08-03,1631
2019-08-04,1631
2019-08-05,1657
2019-08-06,1657
2019-08-07,1659
2019-08-08,1659
2019-08-09,1659
2019-08-10,1652
2019-08-11,1652
2019-08-12,1615
2019-08-13,1615
2019-08-14,1552
2019-08-15,1552
2019-08-16,1499
2019-08-17,1499
2019-08-18,1549
2019-08-19,1549
2019-08-20,1581
2019-08-21,1581
2019-08-22,1656
2019-08-23,1656
2019-08-24,1739
2019-08-24,1739
2019-08-25,1739
2019-08-25,1739
2019-08-26,1739
2019-08-27,1691
2019-08-27,1691
2019-08-28,1691
2019-08-29,1636
2019-08-30,1572
2019-08-31,1572
2019-09-01,1526
2019-09-02,1526
2019-09-03,1522
2019-09-04,1522
2019-09-05,1522
2019-09-06,1522
2019-09-07,1522
2019-09-08,1490
2019-09-09,1490
2019-09-10,1490
2019-09-11,1492
2019-09-12,1492
2019-09-13,1492
2019-09-14,1431
2019-09-15,1431
2019-09-16,1399
2019-09-17,1399
2019-09-18,1331
2019-09-19,1331
2019-09-20,1331
2019-09-21,1265
2019-09-22,1265
2019-09-23,1227
2019-09-24,1227
2019-09-25,1168
2019-09-26,1168
2019-09-27,1152
2019-09-28,1152
2019-09-29,1116
2019-09-30,1116
2019-10-01,1096
2019-10-02,1096
2019-10-03,1096
2019-10-04,1068
2019-10-05,1068
2019-10-06,1034
2019-10-07,1034
2019-10-08,1034
2019-10-09,1073
2019-10-10,1073
2019-10-11,1033
2019-10-12,1033
2019-10-13,999
2019-10-14,999
2019-10-15,961
2019-10-16,937
2019-10-17,937
2019-10-18,937
2019-10-19,906
2019-10-20,906
2019-10-21,906
2019-10-22,936
2019-10-23,936
2019-10-24,936
2019-10-25,983
2019-10-26,983
2019-10-27,1030
2019-10-28,1030
2019-10-29,1030
2019-10-30,1012
2019-10-31,1012
2019-11-01,1012
2019-11-02,969
2019-11-03,969
2019-11-04,943
2019-11-05,943
2019-11-06,943
2019-11-07,905
2019-11-08,905
2019-11-09,905
2019-11-10,915
2019-11-11,915
2019-11-12,915
2019-11-13,888
2019-11-14,888
2019-11-15,888
2019-11-16,866
2019-11-17,866
2019-11-18,866
2019-11-19,866
2019-11-20,854
2019-11-21,854
2019-11-22,854
2019-11-23,854
2019-11-24,891
2019-11-25,891
2019-11-26,891
2019-11-27,936
2019-11-28,936
2019-11-29,936
2019-11-30,948
2019-12-01,948
2019-12-02,948
2019-12-03,996
2019-12-04,996
2019-12-05,996
2019-12-06,996
2019-12-07,1000
2019-12-08,1000
2019-12-09,1000
2019-12-10,1025
2019-12-11,1025
2019-12-12,1025
2019-12-13,1025
2019-12-14,1034
2019-12-15,1034
2019-12-16,1034
2019-12-17,1015
2019-12-18,1015
2019-12-19,1015
2019-12-20,1041
2019-12-21,1041
2019-12-22,1094
2019-12-23,1094
2019-12-24,1094
2019-12-25,1073
2019-12-26,1073
2019-12-27,1073
2019-12-28,1051
2019-12-29,1051
2019-12-30,1051
2019-12-31,1086
2020-01-01,1086
2020-01-02,1086
2020-01-03,1081
2020-01-04,1081
2020-01-05,1081
2020-01-06,1093
2020-01-07,1093
2020-01-08,1093
2020-01-09,1148
2020-01-10,1148
2020-01-11,1154
2020-01-12,1154
2020-01-13,1154
2020-01-14,1164
2020-01-15,1164
2020-01-16,1183
2020-01-17,1183
2020-01-18,1183
2020-01-19,1210
2020-01-20,1210
2020-01-21,1210
2020-01-22,1191
2020-01-23,1191
2020-01-24,1170
2020-01-25,1170
2020-01-26,1172
2020-01-27,1172
