date_obj,Rune%20halberd price
2019-04-04,38193
2019-04-05,38288
2019-04-06,38215
2019-04-07,38225
2019-04-08,38291
2019-04-09,38246
2019-04-10,38210
2019-04-11,38253
2019-04-12,38285
2019-04-13,38273
2019-04-14,38170
2019-04-15,38219
2019-04-16,38131
2019-04-17,38234
2019-04-18,38302
2019-04-19,38200
2019-04-20,38264
2019-04-21,38269
2019-04-22,38165
2019-04-23,38149
2019-04-24,38160
2019-04-25,38217
2019-04-26,38204
2019-04-27,38131
2019-04-28,38170
2019-04-29,38197
2019-04-30,38212
2019-05-01,38123
2019-05-02,38118
2019-05-03,38191
2019-05-04,38189
2019-05-05,38197
2019-05-06,38171
2019-05-07,38081
2019-05-08,38030
2019-05-09,38080
2019-05-10,38059
2019-05-11,37955
2019-05-12,38028
2019-05-13,38092
2019-05-14,38033
2019-05-15,38049
2019-05-16,38129
2019-05-17,38015
2019-05-18,38041
2019-05-19,38112
2019-05-20,38042
2019-05-21,37979
2019-05-22,38103
2019-05-23,38046
2019-05-24,38046
2019-05-25,38019
2019-05-26,38064
2019-05-27,38017
2019-05-28,38037
2019-05-29,37998
2019-05-30,38043
2019-05-31,38035
2019-06-01,38076
2019-06-02,38091
2019-06-03,38109
2019-06-04,37984
2019-06-05,38047
2019-06-06,38058
2019-06-07,38005
2019-06-08,38050
2019-06-09,38050
2019-06-10,37963
2019-06-11,38022
2019-06-12,38003
2019-06-13,38051
2019-06-14,38043
2019-06-15,38061
2019-06-16,38047
2019-06-17,38056
2019-06-18,38009
2019-06-19,38054
2019-06-20,38081
2019-06-21,38068
2019-06-22,38023
2019-06-23,38076
2019-06-24,38141
2019-06-25,38019
2019-06-26,37983
2019-06-27,38035
2019-06-28,38026
2019-06-29,38029
2019-06-30,38042
2019-07-01,38018
2019-07-02,37878
2019-07-03,38050
2019-07-04,38099
2019-07-05,38088
2019-07-06,37969
2019-07-07,38000
2019-07-08,38005
2019-07-09,38009
2019-07-10,37988
2019-07-11,38051
2019-07-12,37998
2019-07-13,38000
2019-07-14,37992
2019-07-15,38022
2019-07-16,38038
2019-07-17,38014
2019-07-18,37937
2019-07-19,38037
2019-07-20,37947
2019-07-21,37924
2019-07-22,37981
2019-07-23,38009
2019-07-24,38015
2019-07-25,38025
2019-07-26,37851
2019-07-27,37647
2019-07-28,37738
2019-07-29,37793
2019-07-30,37792
2019-07-31,37761
2019-08-01,37814
2019-08-02,37777
2019-08-03,37764
2019-08-04,37854
2019-08-05,37802
2019-08-06,37799
2019-08-07,37817
2019-08-08,37802
2019-08-09,37833
2019-08-10,37830
2019-08-11,37785
2019-08-12,37752
2019-08-13,37685
2019-08-14,37832
2019-08-15,37860
2019-08-16,37895
2019-08-17,37842
2019-08-18,37871
2019-08-19,37876
2019-08-20,37893
2019-08-21,37900
2019-08-22,37890
2019-08-23,37849
2019-08-24,37876
2019-08-24,37876
2019-08-25,37908
2019-08-25,37908
2019-08-26,37838
2019-08-26,37838
2019-08-27,37915
2019-08-27,37915
2019-08-28,37896
2019-08-29,37888
2019-08-30,37875
2019-08-31,37854
2019-09-01,37859
2019-09-02,37882
2019-09-03,37917
2019-09-04,37896
2019-09-05,37895
2019-09-06,37910
2019-09-07,37866
2019-09-08,37908
2019-09-09,37924
2019-09-10,37901
2019-09-11,37894
2019-09-12,37934
2019-09-13,37906
2019-09-14,37904
2019-09-15,37904
2019-09-16,37877
2019-09-17,37899
2019-09-18,37782
2019-09-19,37885
2019-09-20,37861
2019-09-21,37877
2019-09-22,37843
2019-09-23,37868
2019-09-24,37852
2019-09-25,37864
2019-09-26,37874
2019-09-27,37887
2019-09-28,37935
2019-09-29,37768
2019-09-30,37809
2019-10-01,37807
2019-10-02,37882
2019-10-03,37878
2019-10-04,37885
2019-10-05,37856
2019-10-06,37896
2019-10-07,37807
2019-10-08,37855
2019-10-09,37755
2019-10-10,37863
2019-10-11,37847
2019-10-12,37793
2019-10-13,37884
2019-10-14,37903
2019-10-15,37809
2019-10-16,37860
2019-10-17,37779
2019-10-18,37866
2019-10-19,37856
2019-10-20,37687
2019-10-21,37909
2019-10-22,37825
2019-10-23,37833
2019-10-24,37821
2019-10-25,37865
2019-10-26,37880
2019-10-27,37743
2019-10-28,37895
2019-10-29,37903
2019-10-30,37938
2019-10-31,37895
2019-11-01,37733
2019-11-02,37869
2019-11-03,37874
2019-11-04,37841
2019-11-05,37833
2019-11-06,37827
2019-11-07,37818
2019-11-08,37788
2019-11-09,37841
2019-11-10,37542
2019-11-11,37887
2019-11-12,37933
2019-11-13,37903
2019-11-14,37931
2019-11-15,37840
2019-11-16,37694
2019-11-17,37891
2019-11-18,37829
2019-11-19,37770
2019-11-20,37825
2019-11-21,37840
2019-11-22,37722
2019-11-23,37786
2019-11-24,37828
2019-11-25,37821
2019-11-26,37766
2019-11-27,37637
2019-11-28,37821
2019-11-29,37829
2019-11-30,37613
2019-12-01,37764
2019-12-02,37817
2019-12-03,37775
2019-12-04,37618
2019-12-05,37688
2019-12-06,37832
2019-12-07,37689
2019-12-08,37792
2019-12-09,37875
2019-12-10,37774
2019-12-11,37784
2019-12-12,37853
2019-12-13,37801
2019-12-14,37826
2019-12-15,37850
2019-12-16,37622
2019-12-17,37890
2019-12-18,37844
2019-12-19,37862
2019-12-20,37802
2019-12-21,37708
2019-12-22,37848
2019-12-23,37878
2019-12-24,37833
2019-12-25,37903
2019-12-26,37790
2019-12-27,37892
2019-12-28,37837
2019-12-29,37241
2019-12-30,37844
2019-12-31,37881
2020-01-01,37787
2020-01-02,37832
2020-01-03,37865
2020-01-04,37867
2020-01-05,37867
2020-01-06,37391
2020-01-07,37913
2020-01-08,37924
2020-01-09,37900
2020-01-10,37868
2020-01-11,37789
2020-01-12,37861
2020-01-13,37809
2020-01-14,37601
2020-01-15,37840
2020-01-16,37847
2020-01-17,37760
2020-01-18,37813
2020-01-19,37845
2020-01-20,37759
2020-01-21,37782
2020-01-22,37888
2020-01-23,37849
2020-01-24,37755
2020-01-25,37698
2020-01-26,37789
2020-01-27,37757
2020-01-28,37604
2020-01-29,37897
2020-01-30,37872
2020-01-31,37835
2020-02-01,37748
2020-02-02,37863
2020-02-03,37866
2020-02-04,37793
2020-02-05,37757
2020-02-06,37659
2020-02-07,37454
2020-02-08,37769
2020-02-09,37652
2020-02-10,37637
2020-02-11,37812
2020-02-12,37756
2020-02-13,37733
2020-02-14,37852
2020-02-15,37857
2020-02-16,37717
2020-02-17,38013
2020-02-18,38050
2020-02-19,37879
2020-02-20,37838
2020-02-21,37916
2020-02-22,37789
2020-02-23,38032
2020-02-24,38633
2020-02-25,38164
2020-02-26,37854
2020-02-27,37872
2020-02-28,37877
2020-02-29,37572
2020-03-01,37866
2020-03-02,37850
2020-03-03,37771
2020-03-04,37731
2020-03-05,37758
2020-03-06,37857
2020-03-07,37884
2020-03-08,37893
2020-03-09,37799
2020-03-10,37849
2020-03-11,37882
2020-03-12,37864
2020-03-13,37920
2020-03-14,37886
2020-03-15,37654
2020-03-16,37874
2020-03-17,37848
2020-03-18,37856
2020-03-19,37907
2020-03-20,37714
2020-03-21,37826
2020-03-22,37872
2020-03-23,37838
2020-03-24,37774
2020-03-25,37889
2020-03-26,37894
2020-03-27,37753
2020-03-28,37859
2020-03-29,37916
2020-03-30,37906
2020-03-31,37882
2020-04-01,37865
2020-04-02,37885
2020-04-03,36944
2020-04-04,37839
2020-04-05,37878
2020-04-06,37840
2020-04-07,37876
2020-04-08,37820
2020-04-09,37863
2020-04-10,37833
2020-04-11,37884
2020-04-12,37828
2020-04-13,37857
2020-04-14,37802
2020-04-15,37851
2020-04-16,37795
2020-04-17,37862
2020-04-18,37893
2020-04-19,37900
2020-04-20,37856
2020-04-21,37914
2020-04-22,37925
2020-04-23,37898
2020-04-24,37780
2020-04-25,37996
2020-04-26,37711
2020-04-27,37969
2020-04-28,37823
2020-04-29,37891
2020-04-30,37860
2020-05-01,37846
2020-05-02,37823
2020-05-03,37779
2020-05-04,38192
2020-05-05,37926
2020-05-06,37689
2020-05-07,38057
2020-05-08,38119
2020-05-09,37733
2020-05-10,37817
2020-05-11,37896
2020-05-12,37900
2020-05-13,37823
