date_obj,Grimy%20avantoe price
2015-12-13,3323
2015-12-14,3232
2015-12-15,3234
2015-12-16,3163
2015-12-17,3088
2015-12-18,3076
2015-12-19,3091
2015-12-20,3059
2015-12-21,3060
2015-12-22,3061
2015-12-23,2957
2015-12-24,2855
2015-12-25,2795
2015-12-26,2813
2015-12-27,2797
2015-12-28,2695
2015-12-29,2578
2015-12-30,2619
2015-12-31,2519
2016-01-01,2446
2016-01-02,2456
2016-01-03,2464
2016-01-04,2520
2016-01-05,2540
2016-01-06,2494
2016-01-07,2461
2016-01-08,2443
2016-01-09,2427
2016-01-10,2366
2016-01-11,2319
2016-01-12,2335
2016-01-13,2402
2016-01-14,2446
2016-01-15,2544
2016-01-16,2528
2016-01-17,2565
2016-01-18,2562
2016-01-19,2578
2016-01-20,2549
2016-01-21,2545
2016-01-22,2571
2016-01-23,2561
2016-01-24,2579
2016-01-25,2578
2016-01-26,2626
2016-01-27,2679
2016-01-28,2726
2016-01-29,2782
2016-01-30,2729
2016-01-31,2715
2016-02-01,2799
2016-02-02,2913
2016-02-03,2999
2016-02-04,3002
2016-02-05,2978
2016-02-06,2958
2016-02-07,3030
2016-02-08,2961
2016-02-09,2946
2016-02-10,2865
2016-02-11,2896
2016-02-12,3027
2016-02-13,3054
2016-02-14,2987
2016-02-15,3010
2016-02-16,3043
2016-02-17,3049
2016-02-18,2948
2016-02-19,2889
2016-02-20,2951
2016-02-21,2936
2016-02-22,2911
2016-02-23,2863
2016-02-24,2967
2016-02-25,2981
2016-02-26,3042
2016-02-27,2923
2016-02-28,2865
2016-02-29,2883
2016-03-01,2917
2016-03-02,2870
2016-03-03,2881
2016-03-04,2860
2016-03-05,2846
2016-03-06,2838
2016-03-07,2872
2016-03-08,2908
2016-03-09,2953
2016-03-10,2960
2016-03-11,2953
2016-03-12,2836
2016-03-13,2776
2016-03-14,2757
2016-03-15,2712
2016-03-16,2709
2016-03-17,2672
2016-03-18,2645
2016-03-19,2587
2016-03-20,2552
2016-03-21,2582
2016-03-22,2579
2016-03-23,2612
2016-03-24,2625
2016-03-25,2666
2016-03-26,2602
2016-03-27,2599
2016-03-28,2488
2016-03-29,2505
2016-03-30,2452
2016-03-31,2367
2016-04-01,2432
2016-04-02,2393
2016-04-03,2332
2016-04-04,2335
2016-04-05,2318
2016-04-06,2384
2016-04-07,2488
2016-04-08,2476
2016-04-09,2435
2016-04-10,2365
2016-04-11,2344
2016-04-12,2392
2016-04-13,2481
2016-04-14,2490
2016-04-15,2496
2016-04-16,2403
2016-04-17,2352
2016-04-18,2294
2016-04-19,2302
2016-04-20,2366
2016-04-21,2431
2016-04-22,2470
2016-04-23,2406
2016-04-24,2338
2016-04-25,2289
2016-04-26,2334
2016-04-27,2350
2016-04-28,2364
2016-04-29,2306
2016-04-30,2295
2016-05-01,2346
2016-05-02,2429
2016-05-03,2483
2016-05-04,2550
2016-05-05,2661
2016-05-06,2738
2016-05-07,2648
2016-05-08,2608
2016-05-09,2572
2016-05-10,2597
2016-05-11,2607
2016-05-12,2667
2016-05-13,2731
2016-05-14,2742
2016-05-15,2664
2016-05-16,2676
2016-05-17,2769
2016-05-18,2887
2016-05-19,3007
2016-05-22,2760
2016-05-23,2799
2016-05-24,2846
2016-05-25,2943
2016-05-26,2982
2016-05-27,2950
2016-05-28,2872
2016-05-29,2803
2016-05-30,2781
2016-05-31,2776
2016-06-01,2865
2016-06-02,2982
2016-06-03,3032
2016-06-04,3037
2016-06-05,3017
2016-06-06,2960
2016-06-07,3061
2016-06-08,3091
2016-06-09,3136
2016-06-10,3170
2016-06-11,3132
2016-06-12,3078
2016-06-13,3085
2016-06-14,3110
2016-06-15,3106
2016-06-16,3118
2016-06-17,3085
2016-06-18,3019
2016-06-19,3018
2016-06-20,2965
2016-06-21,3038
2016-06-22,3088
2016-06-23,3089
2016-06-24,3087
2016-06-25,3103
2016-06-26,3166
2016-06-27,3145
2016-06-28,3170
2016-06-29,3198
2016-06-30,3214
2016-07-01,3267
2016-07-02,3316
2016-07-03,3295
2016-07-04,3189
2016-07-05,3171
2016-07-06,3146
2016-07-07,3158
2016-07-08,3123
2016-07-09,3072
2016-07-10,3021
2016-07-11,3111
2016-07-12,3118
2016-07-13,3084
2016-07-14,3044
2016-07-15,3095
2016-07-16,3061
2016-07-17,3066
2016-07-18,3111
2016-07-23,3044
2016-07-24,3027
2016-07-25,3039
2016-07-26,3046
2016-07-27,3042
2016-07-28,3044
2016-07-29,3101
2016-07-30,3101
2016-07-31,3048
2016-08-01,3056
2016-08-02,3050
2016-08-03,3074
2016-08-04,3107
2016-08-05,3109
2016-08-06,3033
2016-08-07,2991
2016-08-08,2978
2016-08-09,2895
2016-08-10,2755
2016-08-11,2621
2016-08-12,2563
2016-08-13,2662
2016-08-14,2688
2016-08-15,2658
2016-08-16,2610
2016-08-17,2521
2016-08-18,2400
2016-08-19,2314
2016-08-20,2319
2016-08-21,2287
2016-08-22,2259
2016-08-23,2213
2016-08-24,2128
2016-08-25,2096
2016-08-26,2069
2016-08-28,2040
2016-08-31,1866
2016-09-01,1782
2016-09-02,1749
2016-09-03,1770
2016-09-04,1734
2016-09-05,1716
2016-09-06,1751
2016-09-07,1756
2016-09-08,1703
2016-09-09,1677
2016-09-10,1645
2016-09-11,1633
2016-09-12,1611
2016-09-13,1587
2016-09-14,1590
2016-09-15,1585
2016-09-16,1583
2016-09-17,1576
2016-09-18,1611
2016-09-19,1632
2016-09-20,1626
2016-09-21,1562
2016-09-22,1572
2016-09-23,1613
2016-09-24,1652
2016-09-25,1651
2016-09-26,1641
2016-09-27,1624
2016-09-28,1653
2016-09-29,1689
2016-09-30,1742
2016-10-01,1767
2016-10-02,1813
2016-10-03,1858
2016-10-04,1923
2016-10-05,1997
2016-10-06,1985
2016-10-07,1941
2016-10-08,1864
2016-10-09,1809
2016-10-10,1765
2016-10-11,1705
2016-10-12,1783
2016-10-13,1819
2016-10-14,1876
2016-10-15,1913
2016-10-16,1944
2016-10-17,1944
2016-10-18,1960
2016-10-19,1963
2016-10-20,1996
2016-10-21,1957
2016-10-22,1965
2016-10-23,1994
2016-10-24,2019
2016-10-25,1972
2016-10-26,2009
2016-10-27,2064
2016-10-28,2129
2016-10-29,2198
2016-10-30,2261
2016-10-31,2354
2016-11-01,2471
2016-11-02,2586
2016-11-03,2615
2016-11-04,2622
2016-11-05,2681
2016-11-06,2595
2016-11-07,2719
2016-11-08,2842
2016-11-09,2958
2016-11-10,2994
2016-11-11,2975
2016-11-12,2979
2016-11-13,3040
2016-11-14,3007
2016-11-15,2918
2016-12-07,3526
2016-12-08,3446
2016-12-09,3445
2016-12-10,3600
2016-12-11,3587
2016-12-12,3458
2016-12-13,3455
2016-12-14,3371
2016-12-15,3408
2016-12-16,3446
2016-12-17,3379
2016-12-18,3332
2016-12-19,3339
2016-12-20,3284
2016-12-21,3204
2016-12-22,3081
2016-12-23,3043
2016-12-24,3050
2016-12-25,2910
2016-12-26,2855
2016-12-27,2880
2016-12-28,2938
2016-12-29,2990
2016-12-30,2899
2016-12-31,2860
2017-01-01,2800
2017-01-02,2768
2017-01-03,2769
2017-01-04,2870
2017-01-05,2873
2017-01-06,2957
2017-01-07,3105
2017-01-08,3261
2017-01-09,3416
2017-01-10,3562
2017-01-11,3563
2017-01-12,3419
2017-01-13,3476
2017-01-14,3345
2017-01-15,3177
2017-01-16,3018
2017-01-17,2927
2017-01-18,2794
2017-01-19,2655
2017-01-20,2522
2017-01-21,2523
2017-01-22,2452
2017-01-23,2417
2017-01-27,2393
2017-01-28,2389
2017-01-29,2273
2017-01-30,2173
2017-01-31,2167
2017-02-01,2276
2017-02-02,2335
2017-02-03,2318
2017-02-04,2212
2017-02-05,2171
2017-02-06,2175
2017-02-07,2225
2017-02-08,2301
2017-02-09,2349
2017-02-10,2293
2017-02-11,2200
2017-02-12,2101
2017-02-13,2052
2017-02-14,2063
2017-02-15,2081
2017-02-16,2066
2017-02-18,1902
2017-02-19,1854
2017-02-20,1932
2017-02-21,2027
2017-02-22,2103
2017-02-23,2189
2017-02-24,2199
2017-02-25,2129
2017-02-26,2083
2017-02-27,2138
2017-02-28,2241
2017-03-01,2291
2017-03-02,2213
2017-03-03,2157
2017-03-04,2161
2017-03-05,2095
2017-03-06,2078
2017-03-07,2110
2017-03-08,2071
2017-03-09,2071
2017-03-10,2014
2017-03-11,2072
2017-03-12,2143
2017-03-13,2182
2017-03-14,2160
2017-03-15,2106
2017-03-16,2074
2017-03-17,2053
2017-03-18,2078
2017-03-19,2026
2017-03-20,2094
2017-03-21,2138
2017-03-22,2107
2017-03-23,2063
2017-03-24,2044
2017-03-25,2001
2017-03-26,1949
2017-03-27,2029
2017-03-28,2115
2017-03-29,2199
2017-03-30,2257
2017-03-31,2200
2017-04-01,2170
2017-04-02,2184
2017-04-03,2199
2017-04-04,2213
2017-04-12,2065
2017-04-13,2044
2017-04-14,2084
2017-04-15,2108
2017-04-16,2147
2017-04-17,2165
2017-04-18,2158
2017-04-19,2124
2017-04-20,2169
2017-04-21,2120
2017-04-22,2101
2017-04-23,2153
2017-04-24,2166
2017-04-25,2179
2017-04-26,2275
2017-04-27,2259
2017-04-28,2247
2017-04-29,2338
2017-04-30,2363
2017-05-01,2418
2017-05-02,2421
2017-05-03,2485
2017-05-04,2531
2017-05-05,2511
2017-05-06,2500
2017-05-07,2544
2017-05-08,2576
2017-05-09,2579
2017-05-10,2588
2017-05-11,2544
2017-05-12,2539
2017-05-13,2435
2017-05-14,2394
2017-05-15,2453
2017-05-16,2561
2017-05-17,2580
2017-05-18,2580
2017-05-19,2573
2017-05-20,2487
2017-05-21,2429
2017-05-22,2425
2017-05-23,2467
2017-05-24,2515
2017-05-25,2542
2017-05-26,2619
2017-05-27,2710
2017-05-28,2643
2017-05-29,2602
2017-05-30,2538
2017-05-31,2539
2017-06-01,2574
2017-06-02,2539
2017-06-03,2435
2017-06-04,2404
2017-06-05,2466
2017-06-06,2521
2017-06-07,2481
2017-06-08,2449
2017-06-09,2480
2017-06-10,2457
2017-06-11,2366
2017-06-12,2351
2017-06-13,2364
2017-06-14,2386
2017-06-15,2326
2017-06-16,2342
2017-06-17,2403
2017-06-18,2408
2017-06-19,2456
2017-06-20,2448
2017-06-21,2438
2017-06-22,2416
2017-06-23,2483
2017-06-24,2501
2017-06-25,2511
2017-06-26,2547
2017-06-27,2568
2017-06-28,2540
2017-06-29,2593
2017-06-30,2663
2017-07-01,2678
2017-07-02,2730
2017-07-03,2712
2017-07-04,2676
2017-07-05,2711
2017-07-06,2760
2017-07-07,2736
2017-07-08,2621
2017-07-13,2373
2017-07-14,2407
2017-07-15,2500
2017-07-16,2533
2017-07-17,2427
2017-07-18,2431
2017-07-19,2476
2017-07-20,2545
2017-07-21,2554
2017-07-22,2565
2017-07-23,2561
2017-07-24,2580
2017-07-25,2592
2017-07-26,2528
2017-07-27,2454
2017-07-28,2436
2017-07-29,2418
2017-07-30,2380
2017-07-31,2359
2017-08-01,2402
2017-08-02,2498
2017-08-03,2512
2017-08-04,2499
2017-08-05,2415
2017-08-06,2306
2017-08-09,2471
2017-08-10,2517
2017-08-11,2511
2017-08-12,2453
2017-08-13,2422
2017-08-14,2415
2017-08-15,2383
2017-08-16,2380
2017-08-17,2412
2017-08-18,2442
2017-08-19,2415
2017-08-20,2372
2017-08-21,2361
2017-08-22,2310
2017-08-23,2325
2017-08-24,2315
2017-08-25,2308
2017-08-26,2286
2017-08-27,2252
2017-08-28,2247
2017-08-29,2244
2017-08-30,2309
2017-08-31,2306
2017-09-01,2329
2017-09-02,2354
2017-09-03,2369
2017-09-04,2370
2017-09-05,2365
2017-09-06,2370
2017-09-07,2393
2017-09-08,2336
2017-09-09,2342
2017-09-10,2364
2017-09-11,2395
2017-09-12,2352
2017-09-13,2311
2017-09-14,2309
2017-09-15,2356
2017-09-16,2384
2017-09-17,2352
2017-09-18,2328
2017-09-19,2348
2017-09-20,2345
2017-09-21,2345
2017-09-22,2362
2017-09-23,2299
2017-09-24,2315
2017-09-25,2365
2017-09-26,2377
2017-09-27,2375
2017-09-28,2372
2017-09-29,2350
2017-09-30,2384
2017-10-01,2432
2017-10-02,2458
2017-10-03,2475
2017-10-04,2465
2017-10-05,2419
2017-10-06,2393
2017-10-07,2428
2017-10-08,2436
2017-10-09,2447
2017-10-10,2445
2017-10-11,2471
2017-10-12,2457
2017-10-13,2378
2017-10-14,2289
2017-10-15,2276
2017-10-16,2277
2017-10-17,2319
2017-10-18,2345
2017-10-19,2411
2017-10-20,2420
2017-10-21,2408
2017-10-22,2356
2017-10-23,2313
2017-10-24,2326
2017-10-25,2334
2017-10-26,2323
2017-10-27,2253
2017-10-28,2208
2017-10-29,2230
2017-10-30,2208
2017-10-31,2178
2017-11-01,2172
2017-11-02,2175
2017-11-03,2146
2017-11-04,2173
2017-11-05,2189
2017-11-06,2213
2017-11-07,2224
2017-11-08,2243
2017-11-09,2271
2017-11-10,2260
2017-11-11,2244
2017-11-12,2227
2017-11-13,2192
2017-11-14,2209
2017-11-15,2214
2017-11-16,2204
2017-11-17,2192
2017-11-18,2177
2017-11-19,2190
2017-11-20,2179
2017-11-21,2186
2017-11-22,2166
2017-11-23,2159
2017-11-24,2115
2017-11-25,2049
2017-11-26,2031
2017-11-27,2075
2017-11-28,2114
2017-11-29,2169
2017-11-30,2211
2017-12-01,2217
2017-12-02,2233
2017-12-03,2290
2017-12-04,2276
2017-12-05,2300
2017-12-06,2316
2017-12-07,2361
2017-12-08,2293
2017-12-09,2297
2017-12-10,2340
2017-12-11,2390
2017-12-12,2394
2017-12-13,2371
2017-12-14,2413
2017-12-15,2429
2017-12-16,2386
2017-12-17,2380
2017-12-18,2345
2017-12-19,2321
2017-12-20,2295
2017-12-21,2314
2017-12-22,2313
2017-12-23,2294
2017-12-24,2276
2017-12-25,2310
2017-12-26,2303
2017-12-27,2358
2017-12-28,2330
2017-12-29,2317
2017-12-30,2308
2017-12-31,2296
2018-01-01,2310
2018-01-02,2326
2018-01-03,2381
2018-01-04,2361
2018-01-05,2338
2018-01-06,2255
2018-01-07,2220
2018-01-08,2196
2018-01-09,2211
2018-01-10,2162
2018-01-11,2130
2018-01-12,2068
2018-01-13,2077
2018-01-14,2111
2018-01-15,2154
2018-01-16,2137
2018-01-17,2132
2018-01-18,2124
2018-01-19,2117
2018-01-20,2121
2018-01-21,2109
2018-01-22,2142
2018-01-23,2166
2018-01-25,2239
2018-01-26,2273
2018-01-27,2255
2018-01-28,2217
2018-01-29,2225
2018-01-30,2225
2018-01-31,2236
2018-02-01,2296
2018-02-02,2279
2018-02-03,2233
2018-02-04,2204
2018-02-05,2176
2018-02-06,2172
2018-02-07,2212
2018-02-08,2231
2018-02-09,2235
2018-02-10,2196
2018-02-11,2209
2018-02-12,2315
2018-02-13,2431
2018-02-14,2549
2018-02-15,2614
2018-02-16,2726
2018-02-17,2796
2018-02-18,2793
2018-02-19,2832
2018-02-20,2969
2018-02-21,2972
2018-02-22,2912
2018-02-23,3002
2018-02-24,3122
2018-02-25,3050
2018-02-26,2898
2018-02-27,2800
2018-02-28,2929
2018-03-01,3005
2018-03-02,2929
2018-03-03,2827
2018-03-04,2804
2018-03-05,2798
2018-03-06,2830
2018-03-07,2846
2018-03-08,2809
2018-03-09,2784
2018-03-10,2760
2018-03-11,2723
2018-03-12,2672
2018-03-13,2650
2018-03-14,2607
2018-03-15,2552
2018-03-16,2523
2018-03-17,2418
2018-03-18,2474
2018-03-19,2504
2018-03-20,2490
2018-03-21,2453
2018-03-23,2332
2018-03-24,2265
2018-03-25,2242
2018-03-26,2260
2018-03-27,2312
2018-03-28,2323
2018-03-29,2340
2018-03-30,2320
2018-03-31,2252
2018-04-01,2205
2018-04-02,2219
2018-04-03,2308
2018-04-04,2372
2018-04-05,2360
2018-04-06,2317
2018-04-07,2290
2018-04-08,2283
2018-04-09,2335
2018-04-10,2366
2018-04-11,2390
2018-04-12,2460
2018-04-13,2447
2018-04-14,2364
2018-04-15,2322
2018-04-16,2363
2018-04-17,2426
2018-04-18,2425
2018-04-19,2473
2018-04-20,2475
2018-04-21,2412
2018-04-22,2385
2018-04-23,2451
2018-04-24,2471
2018-04-25,2425
2018-04-26,2399
2018-04-27,2398
2018-04-28,2424
2018-04-29,2436
2018-04-30,2398
2018-05-01,2402
2018-05-03,2551
2018-05-04,2600
2018-05-05,2593
2018-05-06,2486
2018-05-07,2419
2018-05-08,2446
2018-05-09,2502
2018-05-10,2533
2018-05-11,2469
2018-05-12,2448
2018-05-13,2429
2018-05-14,2489
2018-05-15,2527
2018-05-16,2487
2018-05-17,2501
2018-05-18,2571
2018-05-19,2515
2018-05-20,2442
2018-05-21,2372
2018-05-22,2386
2018-05-23,2452
2018-05-24,2476
2018-05-25,2505
2018-05-26,2500
2018-05-27,2496
2018-05-28,2474
2018-05-29,2481
2018-05-30,2491
2018-05-31,2521
2018-06-01,2559
2018-06-02,2673
2018-06-03,2690
2018-06-04,2662
2018-06-05,2684
2018-06-06,2703
2018-06-07,2673
2018-06-08,2628
2018-06-09,2570
2018-06-10,2553
2018-06-11,2566
2018-06-12,2566
2018-06-13,2502
2018-06-14,2385
2018-06-15,2269
2018-06-16,2226
2018-06-17,2250
2018-06-18,2294
2018-06-19,2254
2018-06-20,2254
2018-06-21,2237
2018-06-22,2210
2018-06-23,2139
2018-06-24,2141
2018-06-25,2185
2018-06-26,2208
2018-06-27,2172
2018-06-28,2138
2018-06-29,2088
2018-06-30,2048
2018-07-01,2024
2018-07-02,2048
2018-07-03,2063
2018-07-04,2029
2018-07-05,2075
2018-07-06,2110
2018-07-07,2112
2018-07-08,2081
2018-07-09,2069
2018-07-10,2080
2018-07-11,2072
2018-07-12,2041
2018-07-13,2058
2018-07-14,2120
2018-07-15,2123
2018-07-16,2127
2018-07-17,2182
2018-07-18,2185
2018-07-19,2188
2018-07-20,2153
2018-07-21,2136
2018-07-22,2114
2018-07-23,2091
2018-07-24,2101
2018-07-25,2143
2018-07-26,2141
2018-07-27,2164
2018-07-28,2192
2018-07-29,2259
2018-07-30,2304
2018-07-31,2363
2018-08-01,2393
2018-08-02,2413
2018-08-03,2398
2018-08-04,2362
2018-08-05,2311
2018-08-06,2284
2018-08-07,2269
2018-08-08,2306
2018-08-09,2318
2018-08-10,2361
2018-08-11,2396
2018-08-12,2344
2018-08-14,2325
2018-08-16,2224
2018-08-17,2197
2018-08-18,2224
2018-08-19,2230
2018-08-20,2178
2018-08-21,2163
2018-08-22,2150
2018-08-23,2182
2018-08-24,2180
2018-08-25,2151
2018-08-26,2137
2018-08-27,2154
2018-08-28,2173
2018-08-29,2178
2018-08-30,2145
2018-08-31,2106
2018-09-01,2070
2018-09-02,2062
2018-09-03,2061
2018-09-04,2083
2018-09-05,2122
2018-09-06,2126
2018-09-07,2123
2018-09-08,2103
2018-09-09,2053
2018-09-10,1982
2018-09-11,1943
2018-09-12,1924
2018-09-13,1926
2018-09-14,1902
2018-09-15,1866
2018-09-16,1854
2018-09-17,1876
2018-09-18,1872
2018-09-19,1907
2018-09-20,1951
2018-09-21,1960
2018-09-22,1963
2018-09-23,1994
2018-09-24,1969
2018-09-25,2004
2018-09-26,2000
2018-09-27,2025
2018-09-28,2086
2018-09-29,2157
2018-09-30,2186
2018-10-01,2197
2018-10-02,2210
2018-10-03,2201
2018-10-04,2202
2018-10-05,2204
2018-10-06,2197
2018-10-07,2171
2018-10-08,2188
2018-10-09,2129
2018-10-10,2108
2018-10-11,2063
2018-10-12,2010
2018-10-13,1996
2018-10-14,1990
2018-10-15,1963
2018-10-16,1955
2018-10-17,1946
2018-10-18,1937
2018-10-19,1947
2018-10-20,1989
2018-10-21,1945
2018-10-22,1900
2018-10-23,1927
2018-10-24,1942
2018-10-25,1949
2018-10-26,1960
2018-10-27,1967
2018-10-28,1922
2018-10-29,1955
2018-10-30,1975
2018-10-31,1951
2018-11-01,1951
2018-11-03,1917
2018-11-04,1923
2018-11-05,1892
2018-11-06,1923
2018-11-07,1963
2018-11-08,1964
2018-11-09,1951
2018-11-10,1929
2018-11-11,1949
2018-11-12,1946
2018-11-13,1946
2018-11-14,1916
2018-11-15,1890
2018-11-16,1916
2018-11-17,1949
2018-11-18,1989
2018-11-19,2013
2018-11-20,2023
2018-11-21,2062
2018-11-22,2074
2018-11-23,2067
2018-11-24,2075
2018-11-25,2083
2018-11-26,2071
2018-11-27,2104
2018-11-28,2144
2018-11-29,2163
2018-12-01,2192
2018-12-02,2202
2018-12-03,2254
2018-12-04,2257
2018-12-05,2217
2018-12-07,2149
2018-12-09,2140
2018-12-10,2135
2018-12-11,2112
2018-12-13,2158
2018-12-14,2135
2018-12-15,2092
2018-12-16,2084
2018-12-17,2091
2018-12-18,2104
2018-12-19,2072
2018-12-20,2051
2018-12-21,2011
2018-12-22,2004
2018-12-23,2007
2018-12-24,2028
2018-12-25,2016
2018-12-26,2008
2018-12-27,1983
2018-12-28,1986
2018-12-29,2013
2018-12-30,2045
2018-12-31,2057
2019-01-01,2073
2019-01-02,2022
2019-01-03,1995
2019-01-04,1963
2019-01-05,1942
2019-01-06,1956
2019-01-08,1992
2019-01-10,1954
2019-01-11,1858
2019-01-12,1765
2019-01-13,1676
2019-01-14,1611
2019-01-15,1611
2019-01-16,1614
2019-01-17,1634
2019-01-18,1649
2019-01-19,1660
2019-01-20,1670
2019-01-21,1700
2019-01-22,1728
2019-01-23,1722
2019-01-24,1718
2019-01-25,1687
2019-01-26,1713
2019-01-27,1698
2019-01-28,1652
2019-01-29,1612
2019-01-30,1607
2019-01-31,1630
2019-02-01,1618
2019-02-02,1586
2019-02-03,1581
2019-02-04,1604
2019-02-05,1621
2019-02-06,1638
2019-02-07,1623
2019-02-08,1567
2019-02-09,1493
2019-02-10,1431
2019-02-11,1410
2019-02-12,1433
2019-02-13,1492
2019-02-14,1524
2019-02-15,1543
2019-02-16,1506
2019-02-17,1467
2019-02-18,1468
2019-02-19,1471
2019-02-20,1464
2019-02-21,1457
2019-02-22,1494
2019-02-23,1519
2019-02-24,1518
2019-02-25,1481
2019-02-26,1475
2019-02-27,1484
2019-02-28,1499
2019-03-01,1539
2019-03-02,1563
2019-03-03,1597
2019-03-04,1629
2019-03-05,1645
2019-03-06,1598
2019-03-07,1542
2019-03-08,1504
2019-03-09,1493
2019-03-10,1477
2019-03-11,1449
2019-03-12,1421
2019-03-13,1412
2019-03-14,1415
2019-03-15,1392
2019-03-16,1376
2019-03-17,1402
2019-03-18,1454
2019-03-19,1506
2019-03-20,1554
2019-03-21,1567
2019-03-22,1583
2019-03-23,1549
2019-03-24,1501
2019-03-25,1506
2019-03-26,1529
