date_obj,Bronze%20gold-trimmed%20set%20(sk) price
2019-03-23,264712
2019-03-24,264712
2019-03-25,264712
2019-03-26,260545
2019-03-27,260545
2019-03-28,260545
2019-03-29,260545
2019-03-30,260545
2019-03-31,260545
2019-04-01,260545
2019-04-02,260545
2019-04-03,260545
2019-04-04,260545
2019-04-05,260545
2019-04-06,255411
2019-04-07,255411
2019-04-08,255411
2019-04-09,255411
2019-04-10,255411
2019-04-11,255411
2019-04-12,255411
2019-04-13,255411
2019-04-14,255411
2019-04-15,257167
2019-04-16,257167
2019-04-17,257167
2019-04-18,257167
2019-04-19,257167
2019-04-20,257167
2019-04-21,257167
2019-04-22,257167
2019-04-23,257167
2019-04-24,257167
2019-04-25,257167
2019-04-26,257167
2019-04-27,262802
2019-04-28,262802
2019-04-29,262802
2019-04-30,262802
2019-05-01,262802
2019-05-02,262802
2019-05-03,262802
2019-05-04,262802
2019-05-05,252254
2019-05-06,252254
2019-05-07,252254
2019-05-08,252254
2019-05-09,252254
2019-05-10,252254
2019-05-11,252254
2019-05-12,252254
2019-05-13,241424
2019-05-14,241424
2019-05-15,241424
2019-05-16,241424
2019-05-17,241424
2019-05-18,241424
2019-05-19,241424
2019-05-20,241424
2019-05-21,241424
2019-05-22,229908
2019-05-23,229908
2019-05-24,229908
2019-05-25,229908
2019-05-26,229908
2019-05-27,229908
2019-05-28,229908
2019-05-29,229908
2019-05-30,225168
2019-05-31,225168
2019-06-01,225168
2019-06-02,225168
2019-06-03,225168
2019-06-04,225168
2019-06-05,225168
2019-06-06,225168
2019-06-07,221606
2019-06-08,221606
2019-06-09,221606
2019-06-10,221606
2019-06-11,221606
2019-06-12,221606
2019-06-13,221606
2019-06-14,221606
2019-06-15,221606
2019-06-16,216912
2019-06-17,216912
2019-06-18,216912
2019-06-19,216912
2019-06-20,216912
2019-06-21,216912
2019-06-22,216912
2019-06-23,216912
2019-06-24,213221
2019-06-25,213221
2019-06-26,213221
2019-06-27,213221
2019-06-28,213221
2019-06-29,213221
2019-06-30,213221
2019-07-01,213221
2019-07-02,211191
2019-07-03,211191
2019-07-04,211191
2019-07-05,211191
2019-07-06,211191
2019-07-07,211191
2019-07-08,211191
2019-07-09,211191
2019-07-10,211191
2019-07-11,208237
2019-07-12,208237
2019-07-13,208237
2019-07-14,208237
2019-07-15,208237
2019-07-16,208237
2019-07-17,208237
2019-07-18,208237
2019-07-19,208237
2019-07-20,211261
2019-07-21,211261
2019-07-22,211261
2019-07-23,211261
2019-07-24,211261
2019-07-25,211261
2019-07-26,211261
2019-07-27,211261
2019-07-28,211261
2019-07-29,211261
2019-07-30,211261
2019-07-31,211261
2019-08-01,210442
2019-08-02,210442
2019-08-03,210442
2019-08-04,210442
2019-08-05,210442
2019-08-06,210442
2019-08-07,210442
2019-08-08,210442
2019-08-09,210442
2019-08-10,210442
2019-08-11,210442
2019-08-12,210798
2019-08-13,210798
2019-08-14,210798
2019-08-15,210798
2019-08-16,210798
2019-08-17,210798
2019-08-18,210798
2019-08-19,210798
2019-08-20,210798
2019-08-21,210798
2019-08-22,210798
2019-08-23,212956
2019-08-24,212956
2019-08-24,212956
2019-08-25,212956
2019-08-25,212956
2019-08-26,212956
2019-08-27,212956
2019-08-27,212956
2019-08-28,212956
2019-08-29,212956
2019-08-30,212956
2019-08-31,212956
2019-09-01,215175
2019-09-02,215175
2019-09-03,215175
2019-09-04,215175
2019-09-05,215175
2019-09-06,215175
2019-09-07,215175
2019-09-08,215175
2019-09-09,215175
2019-09-10,215175
2019-09-11,223209
2019-09-12,223209
2019-09-13,223209
2019-09-14,223209
2019-09-15,223209
2019-09-16,223209
2019-09-17,223209
2019-09-18,223209
2019-09-19,223209
2019-09-20,223209
2019-09-21,223209
2019-09-22,227724
2019-09-23,227724
2019-09-24,227724
2019-09-25,227724
2019-09-26,227724
2019-09-27,227724
2019-09-28,227724
2019-09-29,227724
2019-09-30,227724
2019-10-01,227724
2019-10-02,227724
2019-10-03,227724
2019-10-04,227724
2019-10-05,227724
2019-10-06,232045
2019-10-07,232045
2019-10-08,232045
2019-10-09,232045
2019-10-10,232045
2019-10-11,232045
2019-10-12,232045
2019-10-13,232045
2019-10-14,232045
2019-10-15,232045
2019-10-16,232045
2019-10-17,232045
2019-10-18,232045
2019-10-19,237394
2019-10-20,237394
2019-10-21,237394
2019-10-22,237394
2019-10-23,237394
2019-10-24,237394
2019-10-25,237394
2019-10-26,237394
2019-10-27,237394
2019-10-28,237394
2019-10-29,237394
2019-10-30,237394
2019-10-31,240061
2019-11-01,240061
2019-11-02,240061
2019-11-03,240061
2019-11-04,240061
2019-11-05,240061
2019-11-06,240061
2019-11-07,240061
2019-11-08,240061
2019-11-09,240061
2019-11-10,240061
2019-11-11,240061
2019-11-12,240061
2019-11-13,240061
2019-11-14,243837
2019-11-15,243837
2019-11-16,243837
2019-11-17,243837
2019-11-18,243837
2019-11-19,243837
2019-11-20,243837
2019-11-21,243837
2019-11-22,243837
2019-11-23,243837
2019-11-24,243837
2019-11-25,241186
2019-11-26,241186
2019-11-27,241186
2019-11-28,241186
2019-11-29,241186
2019-11-30,241186
2019-12-01,241186
2019-12-02,241186
2019-12-03,241186
2019-12-04,241186
2019-12-05,241186
2019-12-06,241186
2019-12-07,246453
2019-12-08,246453
2019-12-09,246453
2019-12-10,246453
2019-12-11,246453
2019-12-12,246453
2019-12-13,246453
2019-12-14,246453
2019-12-15,246453
2019-12-16,246453
2019-12-17,246453
2019-12-18,246453
2019-12-19,244426
2019-12-20,244426
2019-12-21,244426
2019-12-22,244426
2019-12-23,244426
2019-12-24,244426
2019-12-25,244426
2019-12-26,244426
2019-12-27,244426
2019-12-28,244426
2019-12-29,244426
2019-12-30,244245
2019-12-31,244245
2020-01-01,244245
2020-01-02,244245
2020-01-03,244245
2020-01-04,244245
2020-01-05,244245
2020-01-06,244245
2020-01-07,244245
2020-01-08,244245
2020-01-09,248077
2020-01-10,248077
2020-01-11,248077
2020-01-12,248077
2020-01-13,248077
2020-01-14,248077
2020-01-15,248077
2020-01-16,248077
2020-01-17,254209
2020-01-18,254209
2020-01-19,254209
2020-01-20,254209
2020-01-21,254209
2020-01-22,254209
2020-01-23,254209
2020-01-24,254209
2020-01-25,254209
2020-01-26,254209
2020-01-27,254209
2020-01-28,254209
2020-01-29,255693
2020-01-30,255693
2020-01-31,255693
2020-02-01,255693
2020-02-02,255693
2020-02-03,255693
2020-02-04,255693
2020-02-05,255693
2020-02-06,255693
2020-02-07,259341
2020-02-08,259341
2020-02-09,259341
2020-02-10,259341
2020-02-11,259341
2020-02-12,259341
2020-02-13,259341
2020-02-14,259341
2020-02-15,259341
2020-02-16,259341
2020-02-17,259341
2020-02-18,260988
2020-02-19,260988
2020-02-20,260988
2020-02-21,260988
2020-02-22,260988
2020-02-23,260988
2020-02-24,260988
2020-02-25,260988
2020-02-26,260988
2020-02-27,267531
2020-02-28,267531
2020-02-29,267531
2020-03-01,267531
2020-03-02,267531
2020-03-03,267531
2020-03-04,267531
2020-03-05,267531
2020-03-06,267531
2020-03-07,267531
2020-03-08,267531
2020-03-09,267531
2020-03-10,276525
2020-03-11,276525
2020-03-12,276525
2020-03-13,276525
2020-03-14,276525
2020-03-15,276525
2020-03-16,276525
2020-03-17,276525
2020-03-18,276525
2020-03-19,280951
2020-03-20,280951
2020-03-21,280951
2020-03-22,280951
2020-03-23,280951
2020-03-24,280951
2020-03-25,280951
2020-03-26,286523
2020-03-27,286523
2020-03-28,286523
2020-03-29,286523
2020-03-30,286523
2020-03-31,286523
2020-04-01,286523
2020-04-02,284191
2020-04-03,284191
2020-04-04,284191
2020-04-05,284191
2020-04-06,284191
2020-04-07,284191
2020-04-08,276530
2020-04-09,276530
2020-04-10,276530
2020-04-11,276530
2020-04-12,276530
2020-04-13,276530
2020-04-14,272977
2020-04-15,272977
2020-04-16,272977
2020-04-17,272977
2020-04-18,272977
2020-04-19,272977
2020-04-20,265336
2020-04-21,265336
2020-04-22,265336
2020-04-23,265336
2020-04-24,265336
2020-04-25,265336
2020-04-26,265336
2020-04-27,263360
2020-04-28,263360
2020-04-29,263360
2020-04-30,263360
2020-05-01,263360
2020-05-02,263360
2020-05-03,263360
2020-05-04,263360
2020-05-05,263360
2020-05-06,263670
2020-05-07,263670
2020-05-08,263670
2020-05-09,263670
2020-05-10,263670
2020-05-11,263670
2020-05-12,263670
2020-05-13,263670
