date_obj,Ancient%20robe%20top price
2019-03-18,125107
2019-03-19,122485
2019-03-20,119507
2019-03-21,120081
2019-03-22,123817
2019-03-23,128374
2019-03-24,131543
2019-03-25,131236
2019-03-26,131393
2019-03-27,131393
2019-03-28,130660
2019-03-29,130924
2019-03-30,130924
2019-03-31,130588
2019-04-01,132243
2019-04-02,128730
2019-04-03,128166
2019-04-04,131642
2019-04-05,132812
2019-04-06,135167
2019-04-07,136965
2019-04-08,134231
2019-04-09,132594
2019-04-10,131841
2019-04-11,132539
2019-04-12,132281
2019-04-13,127683
2019-04-14,122548
2019-04-15,116420
2019-04-16,110599
2019-04-17,105069
2019-04-18,99819
2019-04-19,95448
2019-04-20,92919
2019-04-21,92888
2019-04-22,91162
2019-04-23,87792
2019-04-24,83639
2019-04-25,79749
2019-04-26,76934
2019-04-27,75493
2019-04-28,73606
2019-04-29,73921
2019-04-30,71297
2019-05-01,69128
2019-05-02,66060
2019-05-03,65221
2019-05-04,63981
2019-05-05,64842
2019-05-06,66619
2019-05-07,68948
2019-05-08,71317
2019-05-09,74440
2019-05-10,78162
2019-05-11,82071
2019-05-12,86175
2019-05-13,90484
2019-05-14,94840
2019-05-15,99286
2019-05-16,104251
2019-05-17,108126
2019-05-18,110452
2019-05-19,112153
2019-05-20,114324
2019-05-21,116848
2019-05-22,116017
2019-05-23,117844
2019-05-24,123302
2019-05-25,123710
2019-05-26,127016
2019-05-27,129429
2019-05-28,129237
2019-05-29,129748
2019-05-30,128203
2019-05-31,124690
2019-06-01,118455
2019-06-02,113862
2019-06-03,112499
2019-06-04,111746
2019-06-05,112656
2019-06-06,112306
2019-06-07,109637
2019-06-08,108203
2019-06-09,106509
2019-06-10,106509
2019-06-11,104976
2019-06-12,102385
2019-06-13,103063
2019-06-14,103283
2019-06-15,102930
2019-06-16,102702
2019-06-17,102270
2019-06-18,101765
2019-06-19,100281
2019-06-20,99312
2019-06-21,98746
2019-06-22,100231
2019-06-23,98663
2019-06-24,98212
2019-06-25,98526
2019-06-26,98477
2019-06-27,98903
2019-06-28,98903
2019-06-29,97566
2019-06-30,95677
2019-07-01,94428
2019-07-02,95226
2019-07-03,94766
2019-07-04,94911
2019-07-05,95047
2019-07-06,96475
2019-07-07,97448
2019-07-08,96588
2019-07-09,98341
2019-07-10,100802
2019-07-11,101036
2019-07-12,100746
2019-07-13,100746
2019-07-14,102668
2019-07-15,102668
2019-07-16,103148
2019-07-17,101986
2019-07-18,99242
2019-07-19,100071
2019-07-20,98718
2019-07-21,98431
2019-07-22,98952
2019-07-23,99749
2019-07-24,102096
2019-07-25,103492
2019-07-26,103492
2019-07-27,105350
2019-07-28,105892
2019-07-29,104332
2019-07-30,103029
2019-07-31,102874
2019-08-01,100788
2019-08-02,99486
2019-08-03,100712
2019-08-04,102188
2019-08-05,103588
2019-08-06,104451
2019-08-07,105498
2019-08-08,105498
2019-08-09,105916
2019-08-10,106634
2019-08-11,107330
2019-08-12,108410
2019-08-13,107485
2019-08-14,110247
2019-08-15,111719
2019-08-16,115947
2019-08-17,115947
2019-08-18,120246
2019-08-19,125886
2019-08-20,128545
2019-08-21,131380
2019-08-22,136267
2019-08-23,136267
2019-08-24,135743
2019-08-24,135743
2019-08-25,135743
2019-08-25,135743
2019-08-26,135599
2019-08-27,135130
2019-08-27,135130
2019-08-28,133858
2019-08-29,133840
2019-08-30,131512
2019-08-31,131512
2019-09-01,132027
2019-09-02,132027
2019-09-03,131159
2019-09-04,127731
2019-09-05,124965
2019-09-06,122947
2019-09-07,121789
2019-09-08,120298
2019-09-09,118380
2019-09-10,116524
2019-09-11,114005
2019-09-12,110440
2019-09-13,111146
2019-09-14,111964
2019-09-15,111546
2019-09-16,110209
2019-09-17,109836
2019-09-18,106699
2019-09-19,105470
2019-09-20,105759
2019-09-21,104653
2019-09-22,104825
2019-09-23,102931
2019-09-24,102931
2019-09-25,104693
2019-09-26,108405
2019-09-27,108405
2019-09-28,108243
2019-09-29,110329
2019-09-30,111534
2019-10-01,113634
2019-10-02,113634
2019-10-03,113581
2019-10-04,112184
2019-10-05,111949
2019-10-06,111673
2019-10-07,110980
2019-10-08,109985
2019-10-09,109985
2019-10-10,109352
2019-10-11,109352
2019-10-12,108398
2019-10-13,106802
2019-10-14,107033
2019-10-15,109552
2019-10-16,112182
2019-10-17,112182
2019-10-18,113422
2019-10-19,115911
2019-10-20,117048
2019-10-21,117048
2019-10-22,118498
2019-10-23,123142
2019-10-24,126330
2019-10-25,128130
2019-10-26,123730
2019-10-27,120407
2019-10-28,121315
2019-10-29,121315
2019-10-30,121403
2019-10-31,121309
2019-11-01,120651
2019-11-02,119811
2019-11-03,122360
2019-11-04,123867
2019-11-05,123867
2019-11-06,125582
2019-11-07,127055
2019-11-08,125997
2019-11-09,127144
2019-11-10,128744
2019-11-11,130310
2019-11-12,130310
2019-11-13,131056
2019-11-14,132855
2019-11-15,131469
2019-11-16,133019
2019-11-17,133019
2019-11-18,133725
2019-11-19,132865
2019-11-20,133706
2019-11-21,133706
2019-11-22,133485
2019-11-23,135630
2019-11-24,134795
2019-11-25,132368
2019-11-26,129907
2019-11-27,129907
2019-11-28,128255
2019-11-29,128255
2019-11-30,128040
2019-12-01,127639
2019-12-02,126915
2019-12-03,129264
2019-12-04,134357
2019-12-05,134357
2019-12-06,136180
2019-12-07,135544
2019-12-08,135977
2019-12-09,136503
2019-12-10,137685
2019-12-11,140795
2019-12-12,142145
2019-12-13,143928
2019-12-14,145061
2019-12-15,145107
2019-12-16,146020
2019-12-17,145646
2019-12-18,145646
2019-12-19,149289
2019-12-20,151235
2019-12-21,157395
2019-12-22,163175
2019-12-23,169471
2019-12-24,174374
2019-12-25,178460
2019-12-26,181921
2019-12-27,186158
2019-12-28,189853
2019-12-29,189853
2019-12-30,192053
2019-12-31,189878
2020-01-01,190840
2020-01-02,191128
2020-01-03,188489
2020-01-04,190555
2020-01-05,189580
2020-01-06,188058
2020-01-07,188190
2020-01-08,188190
2020-01-09,184972
2020-01-10,181088
2020-01-11,179197
2020-01-12,179014
2020-01-13,179014
2020-01-14,177967
2020-01-15,179532
2020-01-16,178683
2020-01-17,177647
2020-01-18,177193
2020-01-19,178126
2020-01-20,181293
2020-01-21,181293
2020-01-22,184666
2020-01-23,190978
2020-01-24,194259
2020-01-25,194837
2020-01-26,195036
2020-01-27,193844
2020-01-28,195119
2020-01-29,197397
2020-01-30,194981
2020-01-31,194752
2020-02-01,195282
2020-02-02,195972
2020-02-03,197426
2020-02-04,197785
2020-02-05,199081
2020-02-06,198917
2020-02-07,200555
2020-02-08,199191
2020-02-09,200364
2020-02-10,197553
2020-02-11,197682
2020-02-12,202250
2020-02-13,202250
2020-02-14,198600
2020-02-15,199354
2020-02-16,197148
2020-02-17,196479
2020-02-18,197863
2020-02-19,196250
2020-02-20,194931
2020-02-21,194931
2020-02-22,196490
2020-02-23,194901
2020-02-24,196288
2020-02-25,197892
2020-02-26,200848
2020-02-27,201008
2020-02-28,199606
2020-02-29,199606
2020-03-01,200115
2020-03-02,201220
2020-03-03,200285
2020-03-04,200285
2020-03-05,197694
2020-03-06,197466
2020-03-07,191258
2020-03-08,187881
2020-03-09,188201
2020-03-10,188943
2020-03-11,187050
2020-03-12,182517
2020-03-13,178971
2020-03-14,181239
2020-03-15,185810
2020-03-16,189298
2020-03-17,190922
2020-03-18,193916
2020-03-19,194677
2020-03-20,192689
2020-03-21,192047
2020-03-22,192705
2020-03-23,191609
2020-03-24,189834
2020-03-25,188851
2020-03-26,189096
2020-03-27,189885
2020-03-28,191131
2020-03-29,192083
2020-03-30,196208
2020-03-31,192962
2020-04-01,193391
2020-04-02,192996
2020-04-03,195015
2020-04-04,197450
2020-04-05,198289
2020-04-06,197930
2020-04-07,195908
2020-04-08,196765
2020-04-09,203463
2020-04-10,208003
2020-04-11,212089
2020-04-12,215017
2020-04-13,221500
2020-04-14,224770
2020-04-15,224370
2020-04-16,225447
2020-04-17,225585
2020-04-18,224549
2020-04-19,224423
2020-04-20,228459
2020-04-21,228536
2020-04-22,230278
2020-04-23,227038
2020-04-24,226307
2020-04-25,223089
2020-04-26,222217
2020-04-27,217143
2020-04-28,221901
2020-04-29,224265
2020-04-30,228512
2020-05-01,227189
2020-05-02,230552
2020-05-03,229035
2020-05-04,232350
2020-05-05,232288
2020-05-06,238452
2020-05-07,240849
2020-05-08,245046
2020-05-09,245886
2020-05-10,254486
2020-05-11,260894
2020-05-12,265399
2020-05-13,273724
