date_obj,Enchanted%20robe price
2016-02-14,63193
2016-02-15,63234
2016-02-16,62656
2016-02-17,62715
2016-02-18,62604
2016-02-19,62642
2016-02-20,63321
2016-02-21,63289
2016-02-22,63150
2016-02-23,63433
2016-02-24,63120
2016-02-25,63190
2016-02-26,64460
2016-02-27,65276
2016-02-28,65905
2016-02-29,65496
2016-03-01,64148
2016-03-02,61804
2016-03-03,62303
2016-03-04,62329
2016-03-05,63131
2016-03-06,63507
2016-03-07,64867
2016-03-08,65262
2016-03-09,65104
2016-03-10,65145
2016-03-11,65753
2016-03-12,66112
2016-03-13,65962
2016-03-14,65579
2016-03-15,65248
2016-03-16,64999
2016-03-17,64938
2016-03-18,64499
2016-03-19,64486
2016-03-20,63619
2016-03-21,64128
2016-03-22,64828
2016-03-23,66382
2016-03-24,67168
2016-03-25,67858
2016-03-26,69295
2016-03-27,70385
2016-03-28,71521
2016-03-29,72434
2016-03-30,72306
2016-03-31,72612
2016-04-01,73246
2016-04-02,73082
2016-04-03,73457
2016-04-04,73202
2016-04-05,73506
2016-04-06,73648
2016-04-07,74341
2016-04-08,73572
2016-04-09,73892
2016-04-10,73677
2016-04-11,73796
2016-04-12,73934
2016-04-13,74027
2016-04-14,73331
2016-04-15,73669
2016-04-16,73688
2016-04-17,73572
2016-04-18,73538
2016-04-19,74020
2016-04-20,74230
2016-04-21,73860
2016-04-22,73874
2016-04-23,73252
2016-04-24,73177
2016-04-25,73497
2016-04-26,73357
2016-04-27,73978
2016-04-28,74017
2016-04-29,74432
2016-04-30,74943
2016-05-01,74937
2016-05-02,75554
2016-05-03,76288
2016-05-04,77001
2016-05-05,76794
2016-05-06,76423
2016-05-07,76204
2016-05-08,76108
2016-05-09,76039
2016-05-10,76364
2016-05-11,76459
2016-05-12,76291
2016-05-13,76756
2016-05-14,77178
2016-05-15,78083
2016-05-16,78301
2016-05-17,79126
2016-05-18,78673
2016-05-19,79092
2016-05-22,78943
2016-05-23,78756
2016-05-24,80425
2016-05-25,80214
2016-05-26,79618
2016-05-27,78845
2016-05-28,79406
2016-05-29,79245
2016-05-30,79767
2016-05-31,79511
2016-06-01,79903
2016-06-02,79590
2016-06-03,79312
2016-06-04,79710
2016-06-05,79684
2016-06-06,79242
2016-06-07,78726
2016-06-08,77854
2016-06-09,77618
2016-06-10,77063
2016-06-11,77412
2016-06-12,77952
2016-06-13,77824
2016-06-14,77698
2016-06-15,76132
2016-06-16,75313
2016-06-17,75152
2016-06-18,74573
2016-06-19,73762
2016-06-20,74090
2016-06-21,74080
2016-06-22,73838
2016-06-23,71871
2016-06-24,70334
2016-06-25,70375
2016-06-26,69094
2016-06-27,67414
2016-06-28,66376
2016-06-29,67003
2016-06-30,66836
2016-07-01,65976
2016-07-02,66430
2016-07-03,65935
2016-07-04,65500
2016-07-05,65865
2016-07-06,64544
2016-07-07,64630
2016-07-08,65024
2016-07-09,65079
2016-07-10,64170
2016-07-11,63711
2016-07-12,63227
2016-07-13,63047
2016-07-14,62086
2016-07-15,62491
2016-07-16,62644
2016-07-17,61264
2016-07-18,60990
2016-07-23,65002
2016-07-24,65771
2016-07-25,65393
2016-07-26,63958
2016-07-27,62578
2016-07-28,62122
2016-07-29,62405
2016-07-30,61899
2016-07-31,62332
2016-08-01,62677
2016-08-02,62754
2016-08-03,63992
2016-08-04,64398
2016-08-05,63133
2016-08-06,61101
2016-08-07,60334
2016-08-08,60103
2016-08-09,59165
2016-08-10,59936
2016-08-11,60250
2016-08-12,59741
2016-08-13,59123
2016-08-14,58247
2016-08-15,57555
2016-08-16,57712
2016-08-17,58293
2016-08-18,57675
2016-08-19,55389
2016-08-20,53541
2016-08-21,52601
2016-08-22,52728
2016-08-23,52774
2016-08-24,53688
2016-08-25,54429
2016-08-26,53542
2016-08-28,54279
2016-08-31,56973
2016-09-01,57636
2016-09-02,57645
2016-09-03,56652
2016-09-04,57620
2016-09-05,58154
2016-09-06,59037
2016-09-07,59309
2016-09-08,59493
2016-09-09,60016
2016-09-10,59754
2016-09-11,60495
2016-09-12,60593
2016-09-13,61302
2016-09-14,61892
2016-09-15,62533
2016-09-16,62870
2016-09-17,64258
2016-09-18,63825
2016-09-19,62909
2016-09-20,62510
2016-09-21,62551
2016-09-22,62647
2016-09-23,62902
2016-09-24,64240
2016-09-25,64157
2016-09-26,63958
2016-09-27,64770
2016-09-28,65063
2016-09-29,65128
2016-09-30,65283
2016-10-01,64621
2016-10-02,64684
2016-10-03,64278
2016-10-04,64901
2016-10-05,64308
2016-10-06,64109
2016-10-07,64032
2016-10-08,63798
2016-10-09,62577
2016-10-10,60887
2016-10-11,61671
2016-10-12,62039
2016-10-13,62368
2016-10-14,62559
2016-10-15,61998
2016-10-16,62097
2016-10-17,62096
2016-10-18,61542
2016-10-19,61271
2016-10-20,59813
2016-10-21,60086
2016-10-22,58093
2016-10-23,58473
2016-10-24,59041
2016-10-25,59456
2016-10-26,58427
2016-10-27,59045
2016-10-28,58605
2016-10-29,58977
2016-10-30,59316
2016-10-31,58754
2016-11-01,58862
2016-11-02,58501
2016-11-03,59256
2016-11-04,59294
2016-11-05,59782
2016-11-06,60146
2016-11-07,60071
2016-11-08,60213
2016-11-09,60280
2016-11-10,60168
2016-11-11,60176
2016-11-12,60575
2016-11-13,60603
2016-11-14,61134
2016-11-15,61609
2016-12-07,62912
2016-12-08,62449
2016-12-09,61959
2016-12-10,61666
2016-12-11,61597
2016-12-12,61741
2016-12-13,61538
2016-12-14,61740
2016-12-15,61082
2016-12-16,61175
2016-12-17,61214
2016-12-18,61397
2016-12-19,61620
2016-12-20,59914
2016-12-21,60771
2016-12-22,59021
2016-12-23,58745
2016-12-24,58851
2016-12-25,59107
2016-12-26,59547
2016-12-27,59206
2016-12-28,59198
2016-12-29,58744
2016-12-30,59370
2016-12-31,58793
2017-01-01,58617
2017-01-02,57140
2017-01-03,55579
2017-01-04,54292
2017-01-05,52759
2017-01-06,51499
2017-01-07,51005
2017-01-08,50874
2017-01-09,51130
2017-01-10,51503
2017-01-11,52403
2017-01-12,53126
2017-01-13,53757
2017-01-14,54232
2017-01-15,55084
2017-01-16,56509
2017-01-17,56841
2017-01-18,56803
2017-01-19,57092
2017-01-20,56857
2017-01-21,56032
2017-01-22,56277
2017-01-23,56314
2017-01-27,53723
2017-01-28,54407
2017-01-29,55323
2017-01-30,54858
2017-01-31,54643
2017-02-01,55300
2017-02-02,56149
2017-02-03,56148
2017-02-04,56455
2017-02-05,56482
2017-02-06,56327
2017-02-07,57005
2017-02-08,56644
2017-02-09,56592
2017-02-10,57208
2017-02-11,56152
2017-02-12,56244
2017-02-13,56393
2017-02-14,56640
2017-02-15,55710
2017-02-16,55589
2017-02-18,55392
2017-02-19,53821
2017-02-20,53276
2017-02-21,52345
2017-02-22,52385
2017-02-23,51628
2017-02-24,51570
2017-02-25,52035
2017-02-26,51736
2017-02-27,52421
2017-02-28,52886
2017-03-01,53908
2017-03-02,55290
2017-03-03,56767
2017-03-04,57137
2017-03-05,57887
2017-03-06,59006
2017-03-07,59272
2017-03-08,59441
2017-03-09,60633
2017-03-10,61155
2017-03-11,62435
2017-03-12,63274
2017-03-13,62708
2017-03-14,62610
2017-03-15,62788
2017-03-16,62713
2017-03-17,62453
2017-03-18,62294
2017-03-19,61007
2017-03-20,61260
2017-03-21,61683
2017-03-22,61870
2017-03-23,62085
2017-03-24,61252
2017-03-25,61677
2017-03-26,61062
2017-03-27,61047
2017-03-28,60813
2017-03-29,60567
2017-03-30,60219
2017-03-31,60086
2017-04-01,60664
2017-04-02,60218
2017-04-03,60359
2017-04-04,59904
2017-04-12,59796
2017-04-13,60438
2017-04-14,60160
2017-04-15,60234
2017-04-16,60528
2017-04-17,60270
2017-04-18,60594
2017-04-19,60373
2017-04-20,60350
2017-04-21,60484
2017-04-22,61331
2017-04-23,61579
2017-04-24,62324
2017-04-25,62604
2017-04-26,63813
2017-04-27,64162
2017-04-28,64162
2017-04-29,64143
2017-04-30,63296
2017-05-01,62896
2017-05-02,62931
2017-05-03,61603
2017-05-04,61370
2017-05-05,59815
2017-05-06,59745
2017-05-07,58414
2017-05-08,57762
2017-05-09,56999
2017-05-10,58109
2017-05-11,58468
2017-05-12,59312
2017-05-13,58678
2017-05-14,58854
2017-05-15,58851
2017-05-16,58485
2017-05-17,57567
2017-05-18,57749
2017-05-19,57700
2017-05-20,56289
2017-05-21,55208
2017-05-22,55016
2017-05-23,54241
2017-05-24,53613
2017-05-25,53197
2017-05-26,52750
2017-05-27,52430
2017-05-28,52036
2017-05-29,52069
2017-05-30,51305
2017-05-31,51181
2017-06-01,50848
2017-06-02,50770
2017-06-03,51456
2017-06-04,51195
2017-06-05,50973
2017-06-06,49054
2017-06-07,49034
2017-06-08,49484
2017-06-09,49847
2017-06-10,49650
2017-06-11,49516
2017-06-12,49023
2017-06-13,49021
2017-06-14,48305
2017-06-15,48580
2017-06-16,48902
2017-06-17,48688
2017-06-18,49042
2017-06-19,49742
2017-06-20,49805
2017-06-21,49546
2017-06-22,49755
2017-06-23,49797
2017-06-24,50199
2017-06-25,50144
2017-06-26,50314
2017-06-27,50389
2017-06-28,50657
2017-06-29,50840
2017-06-30,50807
2017-07-01,51022
2017-07-02,51257
2017-07-03,51042
2017-07-04,51326
2017-07-05,51173
2017-07-06,51043
2017-07-07,51038
2017-07-08,51454
2017-07-13,52773
2017-07-14,52897
2017-07-15,53215
2017-07-16,53626
2017-07-17,54032
2017-07-18,53750
2017-07-19,53116
2017-07-20,53952
2017-07-21,52923
2017-07-22,51831
2017-07-23,51726
2017-07-24,52201
2017-07-25,51554
2017-07-26,51930
2017-07-27,51779
2017-07-28,51867
2017-07-29,51415
2017-07-30,50884
2017-07-31,50631
2017-08-01,51001
2017-08-02,50291
2017-08-03,50614
2017-08-04,50820
2017-08-05,50845
2017-08-06,50609
2017-08-09,49719
2017-08-10,49204
2017-08-11,48802
2017-08-12,48999
2017-08-13,49196
2017-08-14,49542
2017-08-15,49823
2017-08-16,49784
2017-08-17,49467
2017-08-18,49036
2017-08-19,49582
2017-08-20,49916
2017-08-21,50320
2017-08-22,51544
2017-08-23,52057
2017-08-24,52250
2017-08-25,53079
2017-08-26,53916
2017-08-27,54786
2017-08-28,55574
2017-08-29,56451
2017-08-30,56890
2017-08-31,56922
2017-09-01,56414
2017-09-03,57830
2017-09-04,57549
2017-09-05,57884
2017-09-06,57292
2017-09-07,57453
2017-09-08,57895
2017-09-09,57630
2017-09-10,57894
2017-09-11,57632
2017-09-12,57316
2017-09-13,57185
2017-09-14,57848
2017-09-15,58380
2017-09-16,57666
2017-09-17,58407
2017-09-18,58564
2017-09-19,58570
2017-09-20,59379
2017-09-21,60291
2017-09-22,61253
2017-09-23,60880
2017-09-24,61360
2017-09-25,61762
2017-09-26,61706
2017-09-27,61962
2017-09-28,62354
2017-09-29,63676
2017-09-30,63367
2017-10-01,63406
2017-10-02,64677
2017-10-03,66310
2017-10-04,65289
2017-10-05,65109
2017-10-06,65034
2017-10-07,64989
2017-10-08,66187
2017-10-09,68191
2017-10-10,69197
2017-10-11,67035
2017-10-12,65877
2017-10-13,65103
2017-10-14,64502
2017-10-15,62723
2017-10-16,62821
2017-10-17,63025
2017-10-18,62188
2017-10-19,63058
2017-10-20,63158
2017-10-21,63013
2017-10-22,62073
2017-10-23,61344
2017-10-24,61138
2017-10-25,61436
2017-10-26,62757
2017-10-27,62882
2017-10-28,63859
2017-10-29,63727
2017-10-30,63931
2017-10-31,63516
2017-11-01,64340
2017-11-02,62963
2017-11-03,62068
2017-11-04,61749
2017-11-05,61788
2017-11-06,61473
2017-11-07,61410
2017-11-08,60781
2017-11-09,59982
2017-11-10,59829
2017-11-11,58574
2017-11-12,59369
2017-11-13,59409
2017-11-14,59918
2017-11-15,60763
2017-11-16,59262
2017-11-17,59951
2017-11-18,60250
2017-11-19,59920
2017-11-20,59868
2017-11-21,59567
2017-11-22,60129
2017-11-23,59782
2017-11-24,59088
2017-11-25,58343
2017-11-26,58624
2017-11-27,58014
2017-11-28,58554
2017-11-29,57341
2017-11-30,57229
2017-12-01,57511
2017-12-02,58046
2017-12-03,58036
2017-12-04,58485
2017-12-05,58124
2017-12-06,58348
2017-12-07,57841
2017-12-08,58244
2017-12-09,57887
2017-12-10,57893
2017-12-11,58063
2017-12-12,57412
2017-12-13,57518
2017-12-14,57131
2017-12-15,57409
2017-12-16,57653
2017-12-17,57126
2017-12-18,57867
2017-12-19,57373
2017-12-20,57619
2017-12-21,57320
2017-12-22,57583
2017-12-23,58409
2017-12-24,58784
2017-12-25,59079
2017-12-26,58465
2017-12-27,58662
2017-12-28,58868
2017-12-29,59262
2017-12-30,60021
2017-12-31,60257
2018-01-01,60593
2018-01-02,60141
2018-01-03,60269
2018-01-04,59609
2018-01-05,60089
2018-01-06,59104
2018-01-07,58510
2018-01-08,59405
2018-01-09,59430
2018-01-10,60729
2018-01-11,60043
2018-01-12,60106
2018-01-13,60488
2018-01-14,60581
2018-01-15,60452
2018-01-16,59865
2018-01-17,59720
2018-01-18,60199
2018-01-19,59260
2018-01-20,59342
2018-01-21,60028
2018-01-22,60221
2018-01-23,60245
2018-01-25,60539
2018-01-26,60291
2018-01-27,60402
2018-01-28,60235
2018-01-29,59825
2018-01-30,59169
2018-01-31,58847
2018-02-01,58483
2018-02-02,58761
2018-02-03,59375
2018-02-04,60106
2018-02-05,60476
2018-02-06,61740
2018-02-07,63274
2018-02-08,63481
2018-02-09,64696
2018-02-10,67438
2018-02-11,67258
2018-02-12,66809
2018-02-13,65794
2018-02-14,65174
2018-02-15,65786
2018-02-16,64437
2018-02-17,62662
2018-02-18,63137
2018-02-19,62146
2018-02-20,61028
2018-02-21,61780
2018-02-22,61694
2018-02-23,62038
2018-02-24,62051
2018-02-25,62001
2018-02-26,62269
2018-02-27,61627
2018-02-28,61138
2018-03-01,61343
2018-03-02,62297
2018-03-03,62062
2018-03-04,62281
2018-03-05,61833
2018-03-06,60768
2018-03-07,62128
2018-03-09,63363
2018-03-10,63230
2018-03-11,62911
2018-03-12,61796
2018-03-13,62551
2018-03-14,61485
2018-03-15,62071
2018-03-16,62403
2018-03-17,62800
2018-03-18,61997
2018-03-20,60010
2018-03-21,60477
2018-03-23,60782
2018-03-24,61257
2018-03-25,61819
2018-03-26,61021
2018-03-27,59758
2018-03-28,60105
2018-03-29,60608
2018-03-30,60099
2018-03-31,60501
2018-04-01,60870
2018-04-02,61438
2018-04-03,60540
2018-04-04,60820
2018-04-05,62000
2018-04-06,62173
2018-04-07,63958
2018-04-08,64146
2018-04-09,64687
2018-04-10,65026
2018-04-11,64016
2018-04-12,63759
2018-04-13,62778
2018-04-14,60949
2018-04-15,60328
2018-04-16,59695
2018-04-17,59280
2018-04-18,59800
2018-04-19,59214
2018-04-20,59413
2018-04-21,59440
2018-04-22,60495
2018-04-23,60538
2018-04-24,60561
2018-04-25,60657
2018-04-26,60546
2018-04-27,61532
2018-04-28,62430
2018-04-29,62867
2018-04-30,62141
2018-05-01,61393
2018-05-03,60635
2018-05-04,60667
2018-05-05,59955
2018-05-07,60093
2018-05-08,60536
2018-05-09,60825
2018-05-10,60680
2018-05-11,60717
2018-05-12,60886
2018-05-13,61128
2018-05-14,60184
2018-05-15,61314
2018-05-16,61291
2018-05-17,61122
2018-05-18,60970
2018-05-19,60802
2018-05-20,62145
2018-05-21,63361
2018-05-22,64459
2018-05-23,64384
2018-05-24,64029
2018-05-25,61942
2018-05-26,62222
2018-05-27,61432
2018-05-28,62318
2018-05-29,61347
2018-05-30,62852
2018-05-31,63399
2018-06-01,62810
2018-06-02,61782
2018-06-03,61125
2018-06-04,60595
2018-06-05,59982
2018-06-06,59365
2018-06-07,58588
2018-06-08,59057
2018-06-09,59608
2018-06-10,59117
2018-06-11,58247
2018-06-12,58813
2018-06-13,59024
2018-06-14,58353
2018-06-15,58107
2018-06-16,58268
2018-06-17,57468
2018-06-18,57313
2018-06-19,56808
2018-06-20,55530
2018-06-22,54078
2018-06-23,53436
2018-06-24,53630
2018-06-25,53619
2018-06-26,54275
2018-06-27,54082
2018-06-28,54226
2018-06-29,54736
2018-06-30,55176
2018-07-01,54391
2018-07-02,53688
2018-07-03,53264
2018-07-04,53066
2018-07-05,53664
2018-07-06,53999
2018-07-07,53603
2018-07-08,54176
2018-07-09,53260
2018-07-10,52757
2018-07-11,53518
2018-07-12,54009
2018-07-13,54105
2018-07-14,54536
2018-07-15,54479
2018-07-16,54023
2018-07-17,53321
2018-07-18,53338
2018-07-19,52880
2018-07-20,53280
2018-07-21,52192
2018-07-22,52476
2018-07-23,52967
2018-07-24,51606
2018-07-25,52229
2018-07-26,52516
2018-07-27,52545
2018-07-28,53000
2018-07-29,53919
2018-07-30,54697
2018-07-31,55631
2018-08-01,57008
2018-08-02,58065
2018-08-03,58774
2018-08-04,61059
2018-08-05,64112
2018-08-06,67318
2018-08-07,70684
2018-08-08,74219
2018-08-09,77794
2018-08-10,80894
2018-08-11,83235
2018-08-12,86948
2018-08-14,88575
2018-08-16,91644
2018-08-17,90492
2018-08-18,88184
2018-08-19,85402
2018-08-20,84909
2018-08-21,83772
2018-08-22,84426
2018-08-23,83886
2018-08-24,82491
2018-08-25,78366
2018-08-26,75559
2018-08-27,74551
2018-08-28,71435
2018-08-29,70798
2018-08-30,69171
2018-08-31,69222
2018-09-01,69594
2018-09-02,68672
2018-09-03,68719
2018-09-04,69288
2018-09-05,70859
2018-09-06,73076
2018-09-07,74690
2018-09-08,74658
2018-09-09,73323
2018-09-10,73936
2018-09-11,74650
2018-09-12,74665
2018-09-13,73128
2018-09-14,73285
2018-09-15,73498
2018-09-16,72075
2018-09-17,68595
2018-09-18,69370
2018-09-19,71576
2018-09-20,70626
2018-09-21,70596
2018-09-22,70741
2018-09-23,69921
2018-09-24,70549
2018-09-25,69163
2018-09-26,69218
2018-09-27,69598
2018-09-28,69727
2018-09-29,71117
2018-09-30,70132
2018-10-01,69131
2018-10-02,68778
2018-10-03,68599
2018-10-04,68633
2018-10-05,68117
2018-10-06,67501
2018-10-07,66848
2018-10-08,67091
2018-10-09,67118
2018-10-10,66289
2018-10-11,65225
2018-10-12,64567
2018-10-13,64671
2018-10-14,63896
2018-10-15,61894
2018-10-16,59942
2018-10-17,59309
2018-10-18,59177
2018-10-19,59224
2018-10-20,59564
2018-10-21,59219
2018-10-22,58730
2018-10-23,58142
2018-10-24,58691
2018-10-25,59244
2018-10-26,60246
2018-10-27,59933
2018-10-28,58907
2018-10-29,57755
2018-10-30,58051
2018-10-31,57820
2018-11-01,57190
2018-11-03,57256
2018-11-04,57479
2018-11-05,57455
2018-11-06,57073
2018-11-07,57209
2018-11-08,57134
2018-11-09,57328
2018-11-10,55869
2018-11-11,55492
2018-11-12,55893
2018-11-13,55665
2018-11-14,56150
2018-11-15,56475
2018-11-16,56764
2018-11-17,57498
2018-11-18,57583
2018-11-19,57259
2018-11-20,57354
2018-11-21,57027
2018-11-22,57086
2018-11-23,56290
2018-11-24,56295
2018-11-25,56438
2018-11-26,56888
2018-11-27,57211
2018-11-28,56545
2018-11-29,56965
2018-12-01,57110
2018-12-02,57191
2018-12-03,56952
2018-12-04,57596
2018-12-05,57446
2018-12-07,57562
2018-12-09,58300
2018-12-10,58651
2018-12-11,58403
2018-12-12,58511
2018-12-13,58181
2018-12-14,59022
2018-12-15,59299
2018-12-16,59225
2018-12-17,59377
2018-12-18,58861
2018-12-19,59227
2018-12-20,59077
2018-12-21,58731
2018-12-22,58846
2018-12-23,57734
2018-12-24,58161
2018-12-25,58478
2018-12-26,59116
2018-12-27,59291
2018-12-28,59697
2018-12-29,59546
2018-12-30,59591
2018-12-31,59852
2019-01-01,59883
2019-01-02,59931
2019-01-03,59714
2019-01-04,59486
2019-01-05,59963
2019-01-06,59397
2019-01-08,59436
2019-01-10,57650
2019-01-11,57896
2019-01-12,57577
2019-01-13,56973
2019-01-14,56831
2019-01-15,57397
2019-01-16,57610
2019-01-17,58907
2019-01-18,59027
2019-01-19,58053
2019-01-20,57956
2019-01-21,57704
2019-01-22,57647
2019-01-23,57674
2019-01-24,57715
2019-01-25,57212
2019-01-26,57106
2019-01-27,56316
2019-01-28,55543
2019-01-29,55406
2019-01-30,54575
2019-01-31,54139
2019-02-01,53560
2019-02-02,52858
2019-02-03,53037
2019-02-04,53913
2019-02-05,54751
2019-02-06,54590
2019-02-07,54856
2019-02-08,54873
2019-02-09,54323
2019-02-10,54186
2019-02-11,53632
2019-02-12,53686
2019-02-13,53354
2019-02-14,52918
2019-02-15,52984
2019-02-16,53219
2019-02-17,54207
2019-02-18,54504
2019-02-19,53767
2019-02-20,54915
2019-02-21,56081
2019-02-22,57450
2019-02-23,57732
2019-02-24,58468
2019-02-25,59242
2019-02-26,60859
2019-02-27,62201
2019-02-28,63717
2019-03-01,63580
2019-03-02,62346
2019-03-03,61804
2019-03-04,62501
2019-03-05,63537
2019-03-06,64152
2019-03-07,63502
2019-03-08,62557
2019-03-09,60802
2019-03-10,61119
2019-03-11,62611
2019-03-12,64057
2019-03-13,63137
2019-03-14,63479
2019-03-15,63991
2019-03-16,64538
2019-03-17,64384
2019-03-18,63496
2019-03-19,63232
2019-03-20,63125
2019-03-21,63728
2019-03-22,62970
2019-03-23,63604
2019-03-24,63615
2019-03-25,62642
2019-03-26,62599
2019-03-27,62770
2019-03-28,60940
2019-03-29,60346
2019-03-30,59879
