date_obj,Rune%20hasta price
2019-04-06,11935
2019-04-07,11977
2019-04-08,11979
2019-04-09,12032
2019-04-10,12039
2019-04-11,11952
2019-04-12,11982
2019-04-13,11977
2019-04-14,11983
2019-04-15,11965
2019-04-16,11950
2019-04-17,11993
2019-04-18,12009
2019-04-19,12013
2019-04-20,11975
2019-04-21,11918
2019-04-22,11933
2019-04-23,11977
2019-04-24,11989
2019-04-25,12010
2019-04-26,12014
2019-04-27,12032
2019-04-28,12079
2019-04-29,12036
2019-04-30,12024
2019-05-01,12001
2019-05-02,11925
2019-05-03,11985
2019-05-04,12015
2019-05-05,11971
2019-05-06,11927
2019-05-07,11965
2019-05-08,11994
2019-05-09,12028
2019-05-10,12033
2019-05-11,11984
2019-05-12,12017
2019-05-13,12013
2019-05-14,11994
2019-05-15,12036
2019-05-16,12043
2019-05-17,12053
2019-05-18,12026
2019-05-19,11930
2019-05-20,11997
2019-05-21,12006
2019-05-22,12032
2019-05-23,12032
2019-05-24,11944
2019-05-25,12013
2019-05-26,12021
2019-05-27,12005
2019-05-28,11977
2019-05-29,12028
2019-05-30,12060
2019-05-31,12068
2019-06-01,12032
2019-06-02,11845
2019-06-03,11957
2019-06-04,11986
2019-06-05,11904
2019-06-06,12001
2019-06-07,12018
2019-06-08,12025
2019-06-09,12001
2019-06-10,12015
2019-06-11,12021
2019-06-12,12023
2019-06-13,12020
2019-06-14,11980
2019-06-15,12004
2019-06-16,12017
2019-06-17,12023
2019-06-18,12019
2019-06-19,12027
2019-06-20,12039
2019-06-21,12049
2019-06-22,12005
2019-06-23,12031
2019-06-24,12011
2019-06-25,11887
2019-06-26,11953
2019-06-27,11985
2019-06-28,12037
2019-06-29,11988
2019-06-30,12025
2019-07-01,12050
2019-07-02,12036
2019-07-03,12028
2019-07-04,11945
2019-07-05,11990
2019-07-06,12000
2019-07-07,11975
2019-07-08,11973
2019-07-09,12011
2019-07-10,12040
2019-07-11,12088
2019-07-12,11957
2019-07-13,11973
2019-07-14,12000
2019-07-15,12026
2019-07-16,12031
2019-07-17,12031
2019-07-18,12043
2019-07-19,11961
2019-07-20,11982
2019-07-21,11992
2019-07-22,11966
2019-07-23,11939
2019-07-24,11950
2019-07-25,11939
2019-07-26,11924
2019-07-27,11848
2019-07-28,11911
2019-07-29,11899
2019-07-30,11882
2019-07-31,11910
2019-08-01,11944
2019-08-02,12036
2019-08-03,12013
2019-08-04,11870
2019-08-05,11865
2019-08-06,11917
2019-08-07,11953
2019-08-08,11934
2019-08-09,11898
2019-08-10,11871
2019-08-11,11712
2019-08-12,11821
2019-08-13,11858
2019-08-14,11885
2019-08-15,11898
2019-08-16,11956
2019-08-17,11983
2019-08-18,11984
2019-08-19,11940
2019-08-20,11882
2019-08-21,11947
2019-08-22,11940
2019-08-23,11955
2019-08-24,11871
2019-08-24,11871
2019-08-25,11926
2019-08-25,11926
2019-08-26,11959
2019-08-26,11959
2019-08-27,11893
2019-08-27,11893
2019-08-28,11940
2019-08-29,11959
2019-08-30,11960
2019-08-31,11964
2019-09-01,11880
2019-09-02,11906
2019-09-03,11957
2019-09-04,11962
2019-09-05,11979
2019-09-06,11981
2019-09-07,11827
2019-09-08,11809
2019-09-09,11900
2019-09-10,11939
2019-09-11,11943
2019-09-12,11999
2019-09-13,11958
2019-09-14,11904
2019-09-15,11881
2019-09-16,11960
2019-09-17,11999
2019-09-18,11912
2019-09-19,11939
2019-09-20,11962
2019-09-21,11831
2019-09-22,11731
2019-09-23,11828
2019-09-24,11817
2019-09-25,11881
2019-09-26,11920
2019-09-27,11924
2019-09-28,11956
2019-09-29,11871
2019-09-30,11841
2019-10-01,11883
2019-10-02,11923
2019-10-03,11922
2019-10-04,11925
2019-10-05,11717
2019-10-06,11801
2019-10-07,11845
2019-10-08,11865
2019-10-09,11804
2019-10-10,11838
2019-10-11,11854
2019-10-12,11851
2019-10-13,11883
2019-10-14,11835
2019-10-15,11856
2019-10-16,11887
2019-10-17,11892
2019-10-18,11904
2019-10-19,11875
2019-10-20,11864
2019-10-21,11852
2019-10-22,11855
2019-10-23,11933
2019-10-24,11837
2019-10-25,11871
2019-10-26,11860
2019-10-27,11825
2019-10-28,11866
2019-10-29,11925
2019-10-30,11920
2019-10-31,11919
2019-11-01,11769
2019-11-02,11851
2019-11-03,11894
2019-11-04,11911
2019-11-05,11908
2019-11-06,11905
2019-11-07,11876
2019-11-08,11867
2019-11-09,11794
2019-11-10,11862
2019-11-11,11878
2019-11-12,11851
2019-11-13,11759
2019-11-14,11855
2019-11-15,11893
2019-11-16,11912
2019-11-17,11905
2019-11-18,11921
2019-11-19,11922
2019-11-20,11796
2019-11-21,11906
2019-11-22,11918
2019-11-23,11924
2019-11-24,11947
2019-11-25,11916
2019-11-26,11940
2019-11-27,11696
2019-11-28,11766
2019-11-29,11769
2019-11-30,11783
2019-12-01,11780
2019-12-02,11746
2019-12-03,11768
2019-12-04,11819
2019-12-05,11820
2019-12-06,11843
2019-12-07,11840
2019-12-08,11722
2019-12-09,11769
2019-12-10,11762
2019-12-11,11784
2019-12-12,11811
2019-12-13,11844
2019-12-14,11798
2019-12-15,11861
2019-12-16,11763
2019-12-17,11815
2019-12-18,11813
2019-12-19,11842
2019-12-20,11887
2019-12-21,11917
2019-12-22,11886
2019-12-23,11704
2019-12-24,11787
2019-12-25,11852
2019-12-26,11870
2019-12-27,11894
2019-12-28,11873
2019-12-29,11872
2019-12-30,11889
2019-12-31,11898
2020-01-01,11893
2020-01-02,11920
2020-01-03,11841
2020-01-04,11785
2020-01-05,11850
2020-01-06,11865
2020-01-07,11827
2020-01-08,11864
2020-01-09,11866
2020-01-10,11881
2020-01-11,11884
2020-01-12,11883
2020-01-13,11864
2020-01-14,11839
2020-01-15,11835
2020-01-16,11836
2020-01-17,11853
2020-01-18,11795
2020-01-19,11831
2020-01-20,11873
2020-01-21,11895
2020-01-22,11905
2020-01-23,11925
2020-01-24,11882
2020-01-25,11795
2020-01-26,11843
2020-01-27,11817
2020-01-28,11854
2020-01-29,11893
2020-01-30,11927
2020-01-31,11866
2020-02-01,11758
2020-02-02,11704
2020-02-03,11776
2020-02-04,11831
2020-02-05,11839
2020-02-06,11865
2020-02-07,11841
2020-02-08,11850
2020-02-09,11840
2020-02-10,11855
2020-02-11,11866
2020-02-12,11882
2020-02-13,11831
2020-02-14,11823
2020-02-15,11850
2020-02-16,11897
2020-02-17,11906
2020-02-18,11915
2020-02-19,11890
2020-02-20,11838
2020-02-21,11833
2020-02-22,11858
2020-02-23,11881
2020-02-24,11888
2020-02-25,11903
2020-02-26,11901
2020-02-27,11912
2020-02-28,11910
2020-02-29,11789
2020-03-01,11781
2020-03-02,11805
2020-03-03,11825
2020-03-04,11838
2020-03-05,11855
2020-03-06,11870
2020-03-07,11860
2020-03-08,11813
2020-03-09,11839
2020-03-10,11854
2020-03-11,11874
2020-03-12,11889
2020-03-13,11901
2020-03-14,11933
2020-03-15,11962
2020-03-16,11909
2020-03-17,11927
2020-03-18,11873
2020-03-19,11929
2020-03-20,11938
2020-03-21,11900
2020-03-22,11899
2020-03-23,11945
2020-03-24,11887
2020-03-25,11911
2020-03-26,11925
2020-03-27,11932
2020-03-28,11953
2020-03-29,11918
2020-03-30,11973
2020-03-31,11975
2020-04-01,11958
2020-04-02,11966
2020-04-03,11931
2020-04-04,11932
2020-04-05,11848
2020-04-06,11912
2020-04-07,11939
2020-04-08,11952
2020-04-09,11961
2020-04-10,11955
2020-04-11,11991
2020-04-12,11804
2020-04-13,11929
2020-04-14,11936
2020-04-15,11870
2020-04-16,11921
2020-04-17,11927
2020-04-18,11983
2020-04-19,11954
2020-04-20,11918
2020-04-21,11929
2020-04-22,11960
2020-04-23,11936
2020-04-24,11969
2020-04-25,11927
2020-04-26,11909
2020-04-27,11946
2020-04-28,11979
2020-04-29,11922
2020-04-30,11935
2020-05-01,11949
2020-05-02,11938
2020-05-03,11873
2020-05-04,11819
2020-05-05,11911
2020-05-06,11935
2020-05-07,11966
2020-05-08,11958
2020-05-09,11958
2020-05-10,11881
2020-05-11,11934
2020-05-12,11945
2020-05-13,11966
