date_obj,Karil's%20coif price
2016-03-20,32644
2016-03-21,32644
2016-03-22,33869
2016-03-23,35378
2016-03-24,35378
2016-03-25,36750
2016-03-26,36750
2016-03-27,37246
2016-03-28,37773
2016-03-29,37773
2016-03-30,38903
2016-03-31,38903
2016-04-01,40222
2016-04-02,40222
2016-04-03,42039
2016-04-04,42039
2016-04-05,43932
2016-04-06,44570
2016-04-07,44570
2016-04-08,46236
2016-04-09,47332
2016-04-10,48947
2016-04-11,48947
2016-04-12,50923
2016-04-13,50923
2016-04-14,52266
2016-04-15,54721
2016-04-16,57284
2016-04-17,59973
2016-04-18,60984
2016-04-19,60984
2016-04-20,60319
2016-04-21,60319
2016-04-22,58665
2016-04-23,56060
2016-04-24,53578
2016-04-25,50925
2016-04-26,48782
2016-04-27,46584
2016-04-28,46584
2016-04-29,44254
2016-04-30,42041
2016-05-01,40717
2016-05-02,39135
2016-05-03,38783
2016-05-04,38783
2016-05-05,38216
2016-05-06,38216
2016-05-07,37730
2016-05-08,37730
2016-05-09,36174
2016-05-10,35647
2016-05-11,35647
2016-05-12,34369
2016-05-13,33469
2016-05-14,32808
2016-05-15,31967
2016-05-16,31967
2016-05-17,31676
2016-05-18,31086
2016-05-19,31086
2016-05-22,30306
2016-05-23,30339
2016-05-24,31112
2016-05-25,30721
2016-05-26,29666
2016-05-27,29614
2016-05-28,29614
2016-05-29,28868
2016-05-30,28868
2016-05-31,28670
2016-06-01,28156
2016-06-02,29366
2016-06-03,29366
2016-06-04,29547
2016-06-05,29547
2016-06-06,29904
2016-06-07,29904
2016-06-08,31335
2016-06-09,32633
2016-06-10,31833
2016-06-11,31833
2016-06-12,31506
2016-06-13,31506
2016-06-14,32838
2016-06-15,32838
2016-06-16,33660
2016-06-17,33100
2016-06-18,33100
2016-06-19,32698
2016-06-20,32698
2016-06-21,31709
2016-06-22,30269
2016-06-23,28912
2016-06-24,28912
2016-06-25,28270
2016-06-26,28270
2016-06-27,27999
2016-06-28,28806
2016-06-29,28806
2016-06-30,29457
2016-07-01,29972
2016-07-02,29972
2016-07-03,31142
2016-07-04,31561
2016-07-05,31561
2016-07-06,32172
2016-07-07,31392
2016-07-08,30285
2016-07-09,29752
2016-07-10,29912
2016-07-11,30305
2016-07-12,30581
2016-07-13,30466
2016-07-14,29578
2016-07-15,29078
2016-07-16,29515
2016-07-17,30478
2016-07-18,31514
2016-07-23,32364
2016-07-24,32151
2016-07-25,32138
2016-07-26,32138
2016-07-27,31769
2016-07-28,31769
2016-07-29,32453
2016-07-30,33082
2016-07-31,33082
2016-08-01,33958
2016-08-02,34320
2016-08-03,34202
2016-08-04,34202
2016-08-05,33857
2016-08-06,34435
2016-08-07,35887
2016-08-08,35887
2016-08-09,37224
2016-08-10,38333
2016-08-11,38333
2016-08-12,36799
2016-08-13,36799
2016-08-14,35075
2016-08-15,33321
2016-08-16,31673
2016-08-17,30312
2016-08-18,30312
2016-08-19,28929
2016-08-20,27482
2016-08-21,27482
2016-08-22,26471
2016-08-23,25163
2016-08-24,25163
2016-08-25,24033
2016-08-26,24033
2016-08-28,23758
2016-08-31,24046
2016-09-01,24710
2016-09-02,24710
2016-09-03,25135
2016-09-04,26310
2016-09-05,27613
2016-09-06,28604
2016-09-07,28604
2016-09-08,29528
2016-09-09,29528
2016-09-10,30776
2016-09-11,30776
2016-09-12,31693
2016-09-13,32331
2016-09-14,32331
2016-09-15,33152
2016-09-16,33152
2016-09-17,33599
2016-09-18,33599
2016-09-19,33894
2016-09-20,33894
2016-09-21,33311
2016-09-22,32260
2016-09-23,32260
2016-09-24,31081
2016-09-25,29556
2016-09-26,29556
2016-09-27,28091
2016-09-28,28091
2016-09-29,27117
2016-09-30,26222
2016-10-01,26438
2016-10-02,26438
2016-10-03,27398
2016-10-04,27398
2016-10-05,27639
2016-10-06,27639
2016-10-07,27572
2016-10-08,28061
2016-10-09,28061
2016-10-10,28688
2016-10-11,28688
2016-10-12,29712
2016-10-13,30476
2016-10-14,31973
2016-10-15,32542
2016-10-16,32542
2016-10-17,33754
2016-10-18,33754
2016-10-19,35399
2016-10-20,35399
2016-10-21,36685
2016-10-22,36685
2016-10-23,36349
2016-10-24,35094
2016-10-25,35094
2016-10-26,34830
2016-10-27,34830
2016-10-28,35977
2016-10-29,36463
2016-10-30,36463
2016-10-31,36930
2016-11-01,36930
2016-11-02,37885
2016-11-03,37885
2016-11-04,37750
2016-11-05,37750
2016-11-06,39077
2016-11-07,39077
2016-11-08,39278
2016-11-09,39409
2016-11-10,39838
2016-11-11,39838
2016-11-12,39227
2016-11-13,39227
2016-11-14,38292
2016-12-07,37332
2016-12-08,36896
2016-12-09,36935
2016-12-10,36935
2016-12-11,36132
2016-12-12,36132
2016-12-13,35966
2016-12-14,34677
2016-12-15,34677
2016-12-16,34316
2016-12-17,34144
2016-12-18,34144
2016-12-19,34240
2016-12-20,34548
2016-12-21,33547
2016-12-22,33547
2016-12-23,32863
2016-12-24,32863
2016-12-25,34123
2016-12-26,35636
2016-12-27,37093
2016-12-28,37301
2016-12-29,38353
2016-12-30,38396
2016-12-31,37254
2017-01-01,35607
2017-01-02,33980
2017-01-03,32691
2017-01-04,31900
2017-01-05,30737
2017-01-06,30011
2017-01-07,29090
2017-01-08,28363
2017-01-09,28441
2017-01-10,28131
2017-01-11,27938
2017-01-12,28558
2017-01-13,28558
2017-01-14,28881
2017-01-15,29340
2017-01-16,29596
2017-01-17,29728
2017-01-18,30288
2017-01-19,30288
2017-01-20,30398
2017-01-21,30941
2017-01-22,30055
2017-01-27,28169
2017-01-28,27830
2017-01-29,27476
2017-01-30,27476
2017-01-31,26892
2017-02-01,26785
2017-02-02,26565
2017-02-03,26099
2017-02-04,26121
2017-02-05,26012
2017-02-06,26067
2017-02-07,25793
2017-02-08,26078
2017-02-09,26078
2017-02-10,26473
2017-02-11,26676
2017-02-12,26676
2017-02-13,26521
2017-02-14,25429
2017-02-15,25429
2017-02-16,25015
2017-02-18,24547
2017-02-19,23479
2017-02-20,22376
2017-02-21,21663
2017-02-22,21663
2017-02-23,21610
2017-02-24,21610
2017-02-25,22577
2017-02-26,22577
2017-02-27,23363
2017-02-28,24528
2017-03-01,25353
2017-03-02,26621
2017-03-03,26621
2017-03-04,27941
2017-03-05,28271
2017-03-06,28910
2017-03-07,28854
2017-03-08,28854
2017-03-09,28820
2017-03-10,29744
2017-03-11,31042
2017-03-12,31925
2017-03-13,32199
2017-03-14,32935
2017-03-15,32409
2017-03-16,32634
2017-03-17,32214
2017-03-18,31922
2017-03-19,32849
2017-03-20,33437
2017-03-21,32970
2017-03-22,33060
2017-03-23,33280
2017-03-24,33403
2017-03-25,33403
2017-03-26,32625
2017-03-27,32819
2017-03-28,32346
2017-03-29,32078
2017-03-30,33097
2017-03-31,34689
2017-04-01,35557
2017-04-02,35557
2017-04-03,37006
2017-04-04,38155
2017-04-12,41152
2017-04-13,40932
2017-04-14,40932
2017-04-15,40114
2017-04-16,38656
2017-04-17,37415
2017-04-18,37415
2017-04-19,37803
2017-04-20,37803
2017-04-21,39653
2017-04-22,39653
2017-04-23,41480
2017-04-24,42715
2017-04-25,42231
2017-04-26,42231
2017-04-27,43490
2017-04-28,44639
2017-04-29,46859
2017-04-30,49202
2017-05-01,51473
2017-05-02,54047
2017-05-03,56575
2017-05-04,58333
2017-05-05,59179
2017-05-06,59179
2017-05-07,59770
2017-05-08,59770
2017-05-09,57104
2017-05-10,54426
2017-05-11,52038
2017-05-12,50142
2017-05-13,48103
2017-05-14,48103
2017-05-15,46390
2017-05-16,45142
2017-05-17,45142
2017-05-18,43435
2017-05-19,43435
2017-05-20,42960
2017-05-21,42960
2017-05-22,42580
2017-05-23,43170
2017-05-24,44381
2017-05-25,46267
2017-05-26,48019
2017-05-27,49718
2017-05-28,49450
2017-05-29,49622
2017-05-30,50772
2017-05-31,51372
2017-06-01,52618
2017-06-02,52410
2017-06-03,54281
2017-06-04,56277
2017-06-06,57766
2017-06-07,54882
2017-06-08,54882
2017-06-09,52494
2017-06-10,50585
2017-06-11,48204
2017-06-12,46071
2017-06-13,44475
2017-06-14,44912
2017-06-15,45893
2017-06-16,47432
2017-06-17,49516
2017-06-18,49709
2017-06-19,49709
2017-06-20,47688
2017-06-21,45550
2017-06-22,45550
2017-06-23,44842
2017-06-24,43919
2017-06-25,43672
2017-06-26,41916
2017-06-27,41732
2017-06-28,41855
2017-06-29,42556
2017-06-30,41949
2017-07-01,41949
2017-07-02,42354
2017-07-03,42797
2017-07-04,43331
2017-07-05,43331
2017-07-06,43318
2017-07-07,43318
2017-07-08,43917
2017-07-13,42832
2017-07-14,43423
2017-07-15,43423
2017-07-16,42662
2017-07-17,42766
2017-07-18,42522
2017-07-19,42494
2017-07-20,42717
2017-07-21,43256
2017-07-22,43295
2017-07-23,42953
2017-07-24,42953
2017-07-25,42397
2017-07-26,42347
2017-07-27,43645
2017-07-28,43645
2017-07-29,45458
2017-07-30,47479
2017-07-31,47479
2017-08-01,49822
2017-08-02,52054
2017-08-03,53867
2017-08-04,53867
2017-08-05,54705
2017-08-06,54705
2017-08-09,58053
2017-08-10,60654
2017-08-11,62789
2017-08-12,65088
2017-08-13,65088
2017-08-14,66393
2017-08-15,67748
2017-08-17,62681
2017-08-18,62681
2017-08-19,61025
2017-08-20,57991
2017-08-21,55091
2017-08-22,53085
2017-08-23,51312
2017-08-24,51312
2017-08-25,51454
2017-08-26,51923
2017-08-27,52318
2017-08-28,51984
2017-08-29,51984
2017-08-30,50997
2017-08-31,48545
2017-09-01,48545
2017-09-02,48018
2017-09-03,48018
2017-09-04,47626
2017-09-05,46905
2017-09-06,46788
2017-09-07,46657
2017-09-08,46657
2017-09-09,46972
2017-09-10,47227
2017-09-11,46774
2017-09-12,46774
2017-09-13,45997
2017-09-14,45983
2017-09-15,45983
2017-09-16,44716
2017-09-17,44774
2017-09-19,43996
2017-09-20,43534
2017-09-21,44152
2017-09-22,43326
2017-09-23,43326
2017-09-24,42615
2017-09-25,42956
2017-09-26,42202
2017-09-27,42202
2017-09-28,42427
2017-09-29,41620
2017-09-30,41757
2017-10-01,41443
2017-10-02,41796
2017-10-03,41796
2017-10-04,42776
2017-10-05,42678
2017-10-06,42940
2017-10-07,43002
2017-10-08,44761
2017-10-09,45535
2017-10-10,44989
2017-10-11,44989
2017-10-12,44303
2017-10-13,44373
2017-10-14,46509
2017-10-15,46509
2017-10-16,48373
2017-10-17,48373
2017-10-18,46359
2017-10-19,45080
2017-10-20,45699
2017-10-21,46192
2017-10-22,47442
2017-10-23,48775
2017-10-24,50822
2017-10-25,52523
2017-10-26,52905
2017-10-27,53946
2017-10-28,53946
2017-10-29,55398
2017-10-30,55537
2017-10-31,56288
2017-11-01,56288
2017-11-02,55967
2017-11-03,56697
2017-11-04,58827
2017-11-05,61004
2017-11-06,61813
2017-11-07,61813
2017-11-08,62624
2017-11-09,61094
2017-11-10,59201
2017-11-11,57298
2017-11-12,56853
2017-11-13,55155
2017-11-14,55155
2017-11-15,53267
2017-11-16,50624
2017-11-17,48413
2017-11-18,48413
2017-11-19,47492
2017-11-20,46530
2017-11-21,45454
2017-11-22,45210
2017-11-23,45711
2017-11-24,47173
2017-11-25,49235
2017-11-26,51384
2017-11-27,51384
2017-11-28,53374
2017-11-29,55145
2017-11-30,54914
2017-12-01,53577
2017-12-02,52672
2017-12-03,53178
2017-12-04,51896
2017-12-05,52147
2017-12-06,51742
2017-12-07,51358
2017-12-08,51358
2017-12-09,49819
2017-12-10,48866
2017-12-11,47948
2017-12-12,46686
2017-12-14,46094
2017-12-15,45308
2017-12-16,44706
2017-12-17,43536
2017-12-18,41649
2017-12-19,40769
2017-12-20,41241
2017-12-21,41273
2017-12-22,40811
2017-12-23,41169
2017-12-24,41677
2017-12-25,43061
2017-12-26,44279
2017-12-27,44074
2017-12-28,44074
2017-12-29,43750
2017-12-30,43863
2017-12-31,43255
2018-01-01,43382
2018-01-02,43148
2018-01-03,43859
2018-01-04,42408
2018-01-05,42844
2018-01-06,43986
2018-01-07,45208
2018-01-08,43090
2018-01-09,42348
2018-01-10,42521
2018-01-11,42650
2018-01-12,42702
2018-01-13,44196
2018-01-14,45356
2018-01-15,43513
2018-01-16,43480
2018-01-17,44919
2018-01-18,45422
2018-01-19,45422
2018-01-20,46124
2018-01-21,46579
2018-01-22,45232
2018-01-23,43468
2018-01-25,42724
2018-01-26,42229
2018-01-27,42392
2018-01-28,42567
2018-01-29,42161
2018-01-31,43322
2018-02-01,43401
2018-02-02,43649
2018-02-03,43289
2018-02-04,42868
2018-02-05,43559
2018-02-06,45139
2018-02-07,45402
2018-02-08,46964
2018-02-09,48873
2018-02-10,51200
2018-02-11,53512
2018-02-12,56188
2018-02-13,58998
2018-02-14,61803
2018-02-15,64347
2018-02-16,65627
2018-02-17,67134
2018-02-18,69068
2018-02-19,69418
2018-02-20,68764
2018-02-21,65910
2018-02-22,62614
2018-02-23,59589
2018-02-24,56609
2018-02-25,53950
2018-02-26,51890
2018-02-27,51198
2018-02-28,50991
2018-03-01,49937
2018-03-02,51088
2018-03-03,51390
2018-03-04,51449
2018-03-05,50394
2018-03-06,49457
2018-03-07,50342
2018-03-08,50919
2018-03-09,52341
2018-03-10,52149
2018-03-11,51014
2018-03-12,50443
2018-03-13,51458
2018-03-14,50986
2018-03-15,50280
2018-03-16,51128
2018-03-17,48857
2018-03-18,47484
2018-03-19,47452
2018-03-20,48144
2018-03-21,49008
2018-03-23,50535
2018-03-24,51790
2018-03-25,51747
2018-03-26,50782
2018-03-27,51051
2018-03-28,51309
2018-03-29,52189
2018-03-30,51574
2018-03-31,51843
2018-04-01,50839
2018-04-02,51558
2018-04-03,51950
2018-04-04,51362
2018-04-05,51779
2018-04-06,52389
2018-04-07,53874
2018-04-08,53557
2018-04-09,51390
2018-04-10,48820
2018-04-11,46638
2018-04-12,46104
2018-04-13,43875
2018-04-14,42962
2018-04-15,44388
2018-04-16,45934
2018-04-17,45522
2018-04-18,45673
2018-04-19,45627
2018-04-20,46441
2018-04-21,47657
2018-04-22,49073
2018-04-23,48212
2018-04-24,47755
2018-04-25,48522
2018-04-26,46774
2018-04-27,46390
2018-04-28,46026
2018-04-29,46707
2018-04-30,45995
2018-05-01,46902
2018-05-04,46731
2018-05-05,48310
2018-05-06,49622
2018-05-07,51023
2018-05-08,51278
2018-05-09,51730
2018-05-10,49549
2018-05-11,49876
2018-05-12,50610
2018-05-13,51952
2018-05-14,52034
2018-05-15,52681
2018-05-16,50982
2018-05-17,51156
2018-05-18,51822
2018-05-19,53892
2018-05-20,55579
2018-05-21,56460
2018-05-22,57198
2018-05-23,57983
2018-05-24,58872
2018-05-25,59948
2018-05-26,61342
2018-05-27,61181
2018-05-28,60236
2018-05-29,57352
2018-05-30,54743
2018-05-31,53415
2018-06-01,52370
2018-06-02,52044
2018-06-03,53319
2018-06-04,51876
2018-06-05,50837
2018-06-06,49550
2018-06-07,48669
2018-06-08,48759
2018-06-09,49211
2018-06-10,50105
2018-06-11,49480
2018-06-12,48439
2018-06-13,48947
2018-06-14,50144
2018-06-15,49197
2018-06-16,50184
2018-06-17,50661
2018-06-18,51736
2018-06-19,49445
2018-06-20,47575
2018-06-21,47855
2018-06-22,49460
2018-06-23,51163
2018-06-24,50037
2018-06-25,49347
2018-06-26,50725
2018-06-27,49836
2018-06-28,48007
2018-06-29,45757
2018-06-30,45046
2018-07-01,45721
2018-07-02,45405
2018-07-03,45581
2018-07-04,46687
2018-07-05,48112
2018-07-06,49771
2018-07-07,50904
2018-07-08,51918
2018-07-09,52068
2018-07-10,52534
2018-07-11,51745
2018-07-12,51832
2018-07-13,51874
2018-07-14,52500
2018-07-15,53848
2018-07-16,53175
2018-07-17,52208
2018-07-18,52388
2018-07-19,53247
2018-07-20,52757
2018-07-21,54483
2018-07-22,55029
2018-07-23,55737
2018-07-24,56689
2018-07-25,56598
2018-07-26,57448
2018-07-27,60184
2018-07-28,62567
2018-07-29,64913
2018-07-30,64708
2018-07-31,64881
2018-08-01,65559
2018-08-02,68590
2018-08-03,71495
2018-08-04,74642
2018-08-05,78216
2018-08-06,81612
2018-08-07,84197
2018-08-08,85818
2018-08-09,85560
2018-08-10,85169
2018-08-11,88301
2018-08-12,92067
2018-08-14,88703
2018-08-16,81559
2018-08-17,83109
2018-08-18,86288
2018-08-19,87348
2018-08-20,87638
2018-08-21,85254
2018-08-22,82711
2018-08-23,80125
2018-08-24,82597
2018-08-25,82231
2018-08-26,80590
2018-08-27,78108
2018-08-28,81511
2018-08-29,85127
2018-08-30,88324
2018-08-31,90699
2018-09-01,93128
2018-09-02,96211
2018-09-03,94033
2018-09-04,91135
2018-09-05,87303
2018-09-06,84242
2018-09-07,81042
2018-09-08,83056
2018-09-09,85650
2018-09-10,82742
2018-09-11,81276
2018-09-12,80365
2018-09-13,80881
2018-09-14,81703
2018-09-15,83678
2018-09-16,86104
2018-09-17,86481
2018-09-18,85599
2018-09-19,82227
2018-09-20,84334
2018-09-21,82382
2018-09-22,81977
2018-09-23,81228
2018-09-24,81115
2018-09-25,79553
2018-09-26,77481
2018-09-27,73606
2018-09-28,73016
2018-09-29,73438
2018-09-30,74357
2018-10-02,76147
2018-10-03,76268
2018-10-04,77112
2018-10-05,79753
2018-10-06,79827
2018-10-07,81365
2018-10-08,81466
2018-10-09,81478
2018-10-10,79655
2018-10-11,78412
2018-10-12,77176
2018-10-13,79531
2018-10-14,80891
2018-10-15,79607
2018-10-16,79706
2018-10-17,78510
2018-10-18,77479
2018-10-19,77114
2018-10-20,76976
2018-10-21,76958
2018-10-22,76326
2018-10-23,76057
2018-10-24,76889
2018-10-25,77030
2018-10-26,76148
2018-10-27,76127
2018-10-28,78102
2018-10-29,80494
2018-10-30,82208
2018-10-31,81717
2018-11-01,80341
2018-11-03,78355
2018-11-04,76416
2018-11-05,75335
2018-11-06,76042
2018-11-07,75924
2018-11-08,76240
2018-11-09,75648
2018-11-10,75120
2018-11-11,73806
2018-11-12,74024
2018-11-13,72593
2018-11-14,73511
2018-11-15,70958
2018-11-16,68617
2018-11-17,67901
2018-11-18,68735
2018-11-19,67695
2018-11-20,68597
2018-11-21,67019
2018-11-22,66544
2018-11-23,67287
2018-11-24,66765
2018-11-25,67367
2018-11-26,68754
2018-11-27,68326
2018-11-28,69452
2018-11-29,69094
2018-12-01,69903
2018-12-02,71098
2018-12-03,69573
2018-12-04,70133
2018-12-05,68006
2018-12-07,68935
2018-12-09,68666
2018-12-10,70618
2018-12-11,70211
2018-12-12,72864
2018-12-13,74507
2018-12-14,73303
2018-12-15,71372
2018-12-16,71041
2018-12-17,68728
2018-12-18,68106
2018-12-19,68056
2018-12-20,67890
2018-12-21,69879
2018-12-22,71762
2018-12-23,72611
2018-12-24,70078
2018-12-25,70028
2018-12-26,71119
2018-12-27,69713
2018-12-28,69805
2018-12-29,70883
2018-12-30,69601
2018-12-31,67020
2019-01-01,67043
2019-01-02,68127
2019-01-03,67518
2019-01-04,68351
2019-01-05,68859
2019-01-06,68743
2019-01-08,68933
2019-01-10,68644
2019-01-11,68107
2019-01-12,68958
2019-01-13,69047
2019-01-14,70358
2019-01-15,69017
2019-01-16,70130
2019-01-17,69941
2019-01-18,71109
2019-01-19,70484
2019-01-20,68925
2019-01-21,66854
2019-01-22,66181
2019-01-23,65805
2019-01-24,66429
2019-01-25,67136
2019-01-26,67131
2019-01-27,67172
2019-01-28,66692
2019-01-29,66753
2019-01-30,66966
2019-01-31,65510
2019-02-01,66709
2019-02-02,68664
2019-02-03,69110
2019-02-04,68794
2019-02-05,69527
2019-02-06,70088
2019-02-07,68111
2019-02-08,68006
2019-02-09,66917
2019-02-10,66292
2019-02-11,67747
2019-02-12,68836
2019-02-13,68132
2019-02-14,68734
2019-02-15,68876
2019-02-16,68059
2019-02-17,68595
2019-02-18,69442
2019-02-19,70053
2019-02-20,67932
2019-02-21,66640
2019-02-22,67397
2019-02-23,68108
2019-02-24,67336
2019-02-25,67216
2019-02-26,67191
2019-02-27,66947
2019-02-28,66992
2019-03-01,66150
2019-03-02,65260
2019-03-03,65080
2019-03-04,65641
2019-03-05,65305
2019-03-06,66962
2019-03-07,68053
2019-03-08,70517
2019-03-09,69562
2019-03-10,67142
2019-03-11,67387
2019-03-12,67680
2019-03-13,69067
2019-03-14,69551
2019-03-15,70379
2019-03-16,70606
2019-03-17,70078
2019-03-18,69157
2019-03-19,69229
2019-03-20,69184
2019-03-21,68630
2019-03-22,67077
2019-03-23,69513
2019-03-24,69873
2019-03-25,68891
2019-03-26,69301
2019-03-27,69948
2019-03-28,69164
2019-03-29,69232
2019-03-30,69454
2019-03-31,69300
2019-04-01,67253
2019-04-02,68409
2019-04-03,67538
2019-04-04,67522
