date_obj,Ensouled%20giant%20head price
2016-10-22,1144
2016-10-23,1182
2016-10-24,1205
2016-10-25,1228
2016-10-26,1276
2016-10-27,1238
2016-10-28,1242
2016-10-29,1191
2016-10-30,1201
2016-10-31,1201
2016-11-01,1185
2016-11-02,1149
2016-11-03,1139
2016-11-04,1141
2016-11-05,1087
2016-11-06,1059
2016-11-07,1073
2016-11-08,1046
2016-11-09,1074
2016-11-10,1114
2016-11-11,1104
2016-11-12,1052
2016-11-13,1064
2016-11-14,1115
2016-11-15,1095
2016-12-07,1277
2016-12-08,1277
2016-12-09,1316
2016-12-10,1293
2016-12-11,1325
2016-12-12,1310
2016-12-13,1308
2016-12-14,1271
2016-12-15,1212
2016-12-16,1165
2016-12-17,1126
2016-12-18,1140
2016-12-19,1129
2016-12-20,1098
2016-12-21,1120
2016-12-22,1146
2016-12-23,1165
2016-12-24,1204
2016-12-25,1258
2016-12-26,1296
2016-12-27,1314
2016-12-28,1348
2016-12-29,1294
2016-12-30,1291
2016-12-31,1313
2017-01-01,1333
2017-01-02,1378
2017-01-03,1426
2017-01-04,1462
2017-01-05,1413
2017-01-06,1359
2017-01-07,1329
2017-01-08,1334
2017-01-09,1283
2017-01-10,1268
2017-01-11,1307
2017-01-12,1343
2017-01-13,1308
2017-01-14,1284
2017-01-15,1289
2017-01-16,1274
2017-01-17,1234
2017-01-18,1258
2017-01-19,1298
2017-01-20,1339
2017-01-21,1342
2017-01-22,1345
2017-01-23,1334
2017-01-27,1437
2017-01-28,1369
2017-01-29,1365
2017-01-30,1323
2017-01-31,1304
2017-02-01,1301
2017-02-02,1264
2017-02-03,1253
2017-02-04,1236
2017-02-05,1250
2017-02-06,1253
2017-02-07,1264
2017-02-08,1222
2017-02-09,1216
2017-02-10,1238
2017-02-11,1281
2017-02-12,1303
2017-02-13,1330
2017-02-14,1371
2017-02-15,1406
2017-02-16,1433
2017-02-18,1496
2017-02-19,1464
2017-02-20,1427
2017-02-21,1397
2017-02-22,1352
2017-02-23,1315
2017-02-24,1283
2017-02-25,1296
2017-02-26,1334
2017-02-27,1373
2017-02-28,1359
2017-03-01,1324
2017-03-02,1313
2017-03-03,1299
2017-03-04,1332
2017-03-05,1337
2017-03-06,1296
2017-03-07,1282
2017-03-08,1325
2017-03-09,1381
2017-03-10,1394
2017-03-11,1381
2017-03-12,1335
2017-03-13,1288
2017-03-14,1274
2017-03-15,1303
2017-03-16,1343
2017-03-17,1387
2017-03-18,1388
2017-03-19,1365
2017-03-20,1366
2017-03-21,1368
2017-03-22,1418
2017-03-23,1387
2017-03-24,1356
2017-03-25,1317
2017-03-26,1316
2017-03-27,1366
2017-03-28,1391
2017-03-29,1391
2017-03-30,1355
2017-03-31,1322
2017-04-01,1278
2017-04-02,1281
2017-04-03,1285
2017-04-04,1315
2017-04-12,1381
2017-04-13,1392
2017-04-14,1342
2017-04-15,1345
2017-04-16,1320
2017-04-17,1315
2017-04-18,1298
2017-04-19,1322
2017-04-20,1332
2017-04-21,1344
2017-04-22,1333
2017-04-23,1295
2017-04-24,1276
2017-04-25,1289
2017-04-26,1293
2017-04-27,1286
2017-04-28,1269
2017-04-29,1265
2017-04-30,1258
2017-05-01,1298
2017-05-02,1316
2017-05-03,1317
2017-05-04,1334
2017-05-05,1297
2017-05-06,1272
2017-05-07,1252
2017-05-08,1291
2017-05-09,1343
2017-05-10,1371
2017-05-11,1364
2017-05-12,1330
2017-05-13,1356
2017-05-14,1387
2017-05-15,1412
2017-05-16,1392
2017-05-17,1381
2017-05-18,1336
2017-05-19,1383
2017-05-20,1413
2017-05-21,1409
2017-05-22,1381
2017-05-23,1341
2017-05-24,1334
2017-05-25,1359
2017-05-26,1367
2017-05-27,1363
2017-05-28,1309
2017-05-29,1369
2017-05-30,1349
2017-05-31,1406
2017-06-01,1399
2017-06-02,1351
2017-06-03,1412
2017-06-04,1441
2017-06-05,1442
2017-06-06,1463
2017-06-07,1424
2017-06-08,1390
2017-06-09,1325
2017-06-10,1351
2017-06-11,1333
2017-06-12,1296
2017-06-13,1316
2017-06-14,1382
2017-06-15,1364
2017-06-16,1334
2017-06-17,1286
2017-06-18,1308
2017-06-19,1300
2017-06-20,1287
2017-06-21,1289
2017-06-22,1319
2017-06-23,1270
2017-06-24,1259
2017-06-25,1245
2017-06-26,1261
2017-06-27,1281
2017-06-28,1292
2017-06-29,1276
2017-06-30,1308
2017-07-01,1318
2017-07-02,1331
2017-07-03,1284
2017-07-04,1234
2017-07-05,1230
2017-07-06,1250
2017-07-07,1299
2017-07-08,1292
2017-07-13,1192
2017-07-14,1206
2017-07-15,1258
2017-07-16,1287
2017-07-17,1244
2017-07-18,1228
2017-07-19,1237
2017-07-20,1297
2017-07-21,1362
2017-07-22,1431
2017-07-23,1503
2017-07-24,1579
2017-07-25,1657
2017-07-26,1740
2017-07-27,1793
2017-07-28,1840
2017-07-29,1790
2017-07-30,1834
2017-07-31,1892
2017-08-01,1905
2017-08-02,1934
2017-08-03,1921
2017-08-04,1870
2017-08-05,1785
2017-08-06,1702
2017-08-09,1685
2017-08-10,1744
2017-08-11,1709
2017-08-12,1682
2017-08-13,1676
2017-08-14,1745
2017-08-15,1750
2017-08-16,1670
2017-08-17,1669
2017-08-18,1727
2017-08-19,1779
2017-08-20,1720
2017-08-21,1664
2017-08-22,1696
2017-08-23,1713
2017-08-24,1689
2017-08-25,1725
2017-08-26,1777
2017-08-27,1747
2017-08-28,1660
2017-08-29,1586
2017-08-30,1511
2017-08-31,1479
2017-09-01,1542
2017-09-03,1595
2017-09-04,1591
2017-09-05,1612
2017-09-06,1654
2017-09-07,1644
2017-09-08,1645
2017-09-09,1613
2017-09-10,1575
2017-09-11,1531
2017-09-12,1516
2017-09-13,1539
2017-09-14,1578
2017-09-15,1614
2017-09-16,1630
2017-09-17,1610
2017-09-18,1590
2017-09-19,1567
2017-09-20,1537
2017-09-21,1540
2017-09-22,1540
2017-09-23,1576
2017-09-24,1584
2017-09-25,1591
2017-09-26,1567
2017-09-27,1532
2017-09-28,1550
2017-09-29,1583
2017-09-30,1552
2017-10-01,1561
2017-10-02,1560
2017-10-03,1542
2017-10-04,1589
2017-10-05,1564
2017-10-06,1561
2017-10-07,1553
2017-10-08,1565
2017-10-09,1555
2017-10-10,1484
2017-10-11,1420
2017-10-12,1423
2017-10-13,1409
2017-10-14,1426
2017-10-15,1454
2017-10-16,1472
2017-10-17,1456
2017-10-18,1490
2017-10-19,1508
2017-10-20,1498
2017-10-21,1537
2017-10-22,1548
2017-10-23,1523
2017-10-24,1496
2017-10-25,1439
2017-10-26,1452
2017-10-27,1410
2017-10-28,1366
2017-10-29,1373
2017-10-30,1424
2017-10-31,1479
2017-11-01,1489
2017-11-02,1503
2017-11-03,1446
2017-11-04,1448
2017-11-05,1400
2017-11-06,1416
2017-11-07,1358
2017-11-08,1400
2017-11-09,1437
2017-11-10,1479
2017-11-11,1525
2017-11-12,1538
2017-11-13,1521
2017-11-14,1534
2017-11-15,1521
2017-11-16,1458
2017-11-17,1449
2017-11-18,1469
2017-11-19,1494
2017-11-20,1488
2017-11-21,1505
2017-11-22,1519
2017-11-23,1556
2017-11-24,1577
2017-11-25,1527
2017-11-26,1514
2017-11-27,1453
2017-11-28,1474
2017-11-29,1426
2017-11-30,1410
2017-12-01,1397
2017-12-02,1448
2017-12-03,1462
2017-12-04,1439
2017-12-05,1483
2017-12-06,1512
2017-12-07,1496
2017-12-08,1510
2017-12-09,1536
2017-12-10,1490
2017-12-11,1433
2017-12-12,1362
2017-12-13,1335
2017-12-14,1308
2017-12-15,1304
2017-12-16,1321
2017-12-17,1351
2017-12-18,1356
2017-12-19,1359
2017-12-20,1325
2017-12-21,1336
2017-12-22,1326
2017-12-23,1348
2017-12-24,1307
2017-12-25,1290
2017-12-26,1253
2017-12-27,1269
2017-12-28,1300
2017-12-29,1314
2017-12-30,1283
2017-12-31,1285
2018-01-01,1244
2018-01-02,1278
2018-01-03,1251
2018-01-04,1226
2018-01-05,1266
2018-01-06,1303
2018-01-07,1344
2018-01-08,1348
2018-01-09,1311
2018-01-10,1300
2018-01-11,1259
2018-01-12,1197
2018-01-13,1141
2018-01-14,1108
2018-01-15,1085
2018-01-16,1091
2018-01-17,1101
2018-01-18,1157
2018-01-19,1201
2018-01-20,1215
2018-01-21,1270
2018-01-22,1301
2018-01-23,1312
2018-01-25,1403
2018-01-26,1373
2018-01-27,1384
2018-01-28,1394
2018-01-29,1422
2018-01-30,1480
2018-01-31,1457
2018-02-01,1424
2018-02-02,1415
2018-02-03,1407
2018-02-04,1414
2018-02-05,1408
2018-02-06,1400
2018-02-07,1433
2018-02-08,1445
2018-02-09,1478
2018-02-10,1481
2018-02-11,1410
2018-02-12,1415
2018-02-13,1472
2018-02-14,1413
2018-02-15,1417
2018-02-16,1437
2018-02-17,1453
2018-02-18,1432
2018-02-19,1442
2018-02-20,1436
2018-02-21,1444
2018-02-22,1511
2018-02-23,1526
2018-02-24,1519
2018-02-25,1543
2018-02-26,1563
2018-02-27,1561
2018-02-28,1559
2018-03-01,1545
2018-03-02,1540
2018-03-03,1489
2018-03-04,1482
2018-03-05,1436
2018-03-06,1424
2018-03-07,1417
2018-03-08,1478
2018-03-09,1508
2018-03-10,1564
2018-03-11,1549
2018-03-12,1551
2018-03-13,1532
2018-03-14,1556
2018-03-15,1568
2018-03-16,1594
2018-03-17,1612
2018-03-18,1682
2018-03-20,1724
2018-03-21,1749
2018-03-23,1685
2018-03-24,1643
2018-03-25,1648
2018-03-26,1567
2018-03-27,1540
2018-03-28,1558
2018-03-29,1598
2018-03-30,1625
2018-03-31,1651
2018-04-01,1698
2018-04-02,1688
2018-04-03,1622
2018-04-04,1597
2018-04-05,1561
2018-04-06,1618
2018-04-07,1698
2018-04-08,1739
2018-04-09,1805
2018-04-10,1821
2018-04-11,1824
2018-04-12,1910
2018-04-13,1944
2018-04-14,1939
2018-04-15,1967
2018-04-16,1895
2018-04-17,1888
2018-04-18,1890
2018-04-19,1827
2018-04-20,1782
2018-04-21,1826
2018-04-22,1756
2018-04-23,1670
2018-04-24,1631
2018-04-25,1663
2018-04-26,1637
2018-04-27,1556
2018-04-28,1500
2018-04-29,1488
2018-04-30,1513
2018-05-01,1545
2018-05-03,1610
2018-05-04,1621
2018-05-05,1657
2018-05-07,1580
2018-05-08,1625
2018-05-09,1631
2018-05-10,1609
2018-05-11,1609
2018-05-12,1665
2018-05-13,1739
2018-05-14,1705
2018-05-15,1644
2018-05-16,1614
2018-05-17,1608
2018-05-18,1546
2018-05-19,1567
2018-05-20,1597
2018-05-21,1644
2018-05-22,1674
2018-05-23,1693
2018-05-24,1718
2018-05-25,1658
2018-05-26,1650
2018-05-27,1609
2018-05-28,1637
2018-05-29,1639
2018-05-30,1641
2018-05-31,1636
2018-06-01,1598
2018-06-02,1572
2018-06-03,1503
2018-06-04,1427
2018-06-05,1388
2018-06-06,1413
2018-06-07,1445
2018-06-08,1446
2018-06-09,1446
2018-06-10,1409
2018-06-11,1390
2018-06-12,1358
2018-06-13,1380
2018-06-14,1369
2018-06-15,1343
2018-06-16,1351
2018-06-17,1361
2018-06-18,1307
2018-06-19,1297
2018-06-20,1265
2018-06-21,1300
2018-06-22,1353
2018-06-23,1412
2018-06-24,1453
2018-06-25,1506
2018-06-26,1474
2018-06-27,1456
2018-06-28,1407
2018-06-29,1366
2018-06-30,1417
2018-07-01,1370
2018-07-02,1389
2018-07-03,1431
2018-07-04,1432
2018-07-05,1415
2018-07-06,1456
2018-07-07,1443
2018-07-08,1490
2018-07-09,1514
2018-07-10,1480
2018-07-11,1460
2018-07-12,1481
2018-07-13,1454
2018-07-14,1450
2018-07-15,1472
2018-07-16,1514
2018-07-17,1481
2018-07-18,1428
2018-07-19,1398
2018-07-20,1462
2018-07-21,1520
2018-07-22,1565
2018-07-23,1619
2018-07-24,1623
2018-07-25,1581
2018-07-26,1564
2018-07-27,1537
2018-07-28,1535
2018-07-29,1514
2018-07-30,1502
2018-07-31,1535
2018-08-01,1571
2018-08-02,1560
2018-08-03,1507
2018-08-04,1485
2018-08-05,1468
2018-08-06,1430
2018-08-07,1404
2018-08-08,1400
2018-08-09,1361
2018-08-10,1328
2018-08-11,1366
2018-08-12,1372
2018-08-14,1393
2018-08-16,1333
2018-08-17,1268
2018-08-18,1222
2018-08-19,1198
2018-08-20,1201
2018-08-21,1198
2018-08-22,1219
2018-08-23,1217
2018-08-24,1232
2018-08-25,1260
2018-08-26,1286
2018-08-27,1305
2018-08-28,1310
2018-08-29,1299
2018-08-30,1271
2018-08-31,1256
2018-09-01,1292
2018-09-02,1291
2018-09-03,1299
2018-09-04,1275
2018-09-05,1280
2018-09-06,1278
2018-09-07,1298
2018-09-08,1308
2018-09-09,1319
2018-09-10,1313
2018-09-11,1306
2018-09-12,1282
2018-09-13,1244
2018-09-14,1278
2018-09-15,1322
2018-09-16,1354
2018-09-17,1344
2018-09-18,1401
2018-09-19,1432
2018-09-20,1421
2018-09-21,1416
2018-09-22,1403
2018-09-23,1385
2018-09-24,1359
2018-09-25,1340
2018-09-26,1280
2018-09-27,1308
2018-09-28,1308
2018-09-29,1303
2018-09-30,1326
2018-10-01,1348
2018-10-02,1304
2018-10-03,1287
2018-10-04,1300
2018-10-05,1298
2018-10-06,1310
2018-10-07,1326
2018-10-08,1274
2018-10-09,1290
2018-10-10,1289
2018-10-11,1278
2018-10-12,1294
2018-10-13,1306
2018-10-14,1289
2018-10-15,1276
2018-10-16,1272
2018-10-17,1291
2018-10-18,1275
2018-10-19,1269
2018-10-20,1270
2018-10-21,1265
2018-10-22,1246
2018-10-23,1229
2018-10-24,1227
2018-10-25,1279
2018-10-26,1321
2018-10-27,1367
2018-10-28,1354
2018-10-29,1344
2018-10-30,1369
2018-10-31,1359
2018-11-01,1328
2018-11-03,1288
2018-11-04,1243
2018-11-05,1222
2018-11-06,1222
2018-11-07,1192
2018-11-08,1223
2018-11-09,1270
2018-11-10,1271
2018-11-11,1285
2018-11-12,1248
2018-11-13,1193
2018-11-14,1144
2018-11-15,1145
2018-11-16,1130
2018-11-17,1151
2018-11-18,1158
2018-11-19,1165
2018-11-20,1141
2018-11-21,1157
2018-11-22,1180
2018-11-23,1161
2018-11-24,1176
2018-11-25,1153
2018-11-26,1112
2018-11-27,1087
2018-11-28,1132
2018-11-29,1152
2018-12-01,1181
2018-12-03,1103
2018-12-04,1086
2018-12-05,1076
2018-12-07,1119
2018-12-09,1112
2018-12-10,1136
2018-12-11,1170
2018-12-12,1221
2018-12-13,1263
2018-12-14,1274
2018-12-15,1245
2018-12-16,1247
2018-12-17,1205
2018-12-18,1155
2018-12-19,1110
2018-12-20,1102
2018-12-21,1132
2018-12-22,1149
2018-12-23,1148
2018-12-24,1135
2018-12-25,1110
2018-12-26,1089
2018-12-27,1090
2018-12-28,1102
2018-12-29,1088
2018-12-30,1072
2018-12-31,1085
2019-01-01,1094
2019-01-02,1131
2019-01-03,1129
2019-01-04,1093
2019-01-05,1086
2019-01-06,1101
2019-01-08,1149
2019-01-10,1079
2019-01-11,1074
2019-01-12,1089
2019-01-13,1120
2019-01-14,1154
2019-01-15,1128
2019-01-16,1124
2019-01-17,1130
2019-01-18,1147
2019-01-19,1169
2019-01-20,1140
2019-01-21,1109
2019-01-22,1082
2019-01-23,1048
2019-01-24,1095
2019-01-25,1129
2019-01-26,1115
2019-01-27,1160
2019-01-28,1141
2019-01-29,1133
2019-01-30,1112
2019-01-31,1078
2019-02-01,1094
2019-02-02,1081
2019-02-03,1074
2019-02-04,1036
2019-02-05,1068
2019-02-06,1114
2019-02-07,1095
2019-02-08,1100
2019-02-09,1136
2019-02-10,1182
2019-02-11,1184
2019-02-12,1172
2019-02-13,1177
2019-02-14,1175
2019-02-15,1165
2019-02-16,1168
2019-02-17,1173
2019-02-18,1162
2019-02-19,1205
2019-02-20,1229
2019-02-21,1224
2019-02-22,1284
2019-02-23,1275
2019-02-24,1289
2019-02-25,1308
2019-02-26,1356
2019-02-27,1408
2019-02-28,1422
2019-03-01,1396
2019-03-02,1350
2019-03-03,1329
2019-03-04,1311
2019-03-05,1353
2019-03-06,1380
2019-03-07,1363
2019-03-08,1352
2019-03-09,1313
2019-03-10,1266
2019-03-11,1234
2019-03-12,1280
2019-03-13,1310
2019-03-14,1311
2019-03-15,1281
2019-03-16,1291
2019-03-17,1293
2019-03-18,1262
2019-03-19,1280
2019-03-20,1277
2019-03-21,1312
2019-03-22,1276
2019-03-23,1273
2019-03-24,1300
2019-03-25,1342
2019-03-26,1361
2019-03-27,1362
2019-03-28,1318
2019-03-29,1290
2019-03-30,1240
2019-03-31,1254
2019-04-01,1288
2019-04-02,1288
2019-04-03,1309
2019-04-04,1311
2019-04-05,1281
2019-04-06,1292
2019-04-07,1285
2019-04-08,1299
2019-04-09,1335
2019-04-10,1350
2019-04-11,1364
2019-04-12,1338
2019-04-13,1312
2019-04-14,1274
2019-04-15,1290
2019-04-16,1287
2019-04-17,1265
2019-04-18,1294
2019-04-19,1284
2019-04-20,1321
2019-04-21,1358
2019-04-22,1314
2019-04-23,1276
2019-04-24,1221
2019-04-25,1205
2019-04-26,1228
2019-04-27,1253
2019-04-28,1293
2019-04-29,1295
2019-04-30,1270
2019-05-01,1268
2019-05-02,1260
2019-05-03,1290
2019-05-04,1271
2019-05-05,1264
2019-05-06,1247
2019-05-07,1264
2019-05-08,1281
2019-05-09,1257
2019-05-10,1244
2019-05-11,1225
2019-05-12,1236
2019-05-13,1246
2019-05-14,1237
2019-05-15,1242
2019-05-16,1235
2019-05-17,1221
2019-05-18,1228
2019-05-19,1240
2019-05-20,1202
2019-05-21,1167
2019-05-22,1158
2019-05-23,1181
2019-05-24,1198
2019-05-25,1226
2019-05-26,1215
2019-05-27,1233
2019-05-28,1181
2019-05-29,1159
2019-05-30,1164
2019-05-31,1201
2019-06-01,1232
2019-06-02,1275
2019-06-03,1287
2019-06-04,1290
2019-06-05,1256
2019-06-06,1246
2019-06-07,1223
2019-06-08,1178
2019-06-09,1179
2019-06-10,1194
2019-06-11,1207
2019-06-12,1207
2019-06-13,1195
2019-06-14,1220
2019-06-15,1212
2019-06-16,1237
2019-06-17,1227
2019-06-18,1182
2019-06-19,1192
2019-06-20,1208
2019-06-21,1254
2019-06-22,1297
2019-06-23,1296
2019-06-24,1259
2019-06-25,1260
2019-06-26,1301
2019-06-27,1330
2019-06-28,1288
2019-06-29,1279
2019-06-30,1244
2019-07-01,1215
2019-07-02,1218
2019-07-03,1241
2019-07-04,1227
2019-07-05,1224
2019-07-06,1241
2019-07-07,1228
2019-07-08,1220
2019-07-09,1280
2019-07-10,1298
2019-07-11,1337
2019-07-12,1401
2019-07-13,1390
2019-07-14,1388
2019-07-15,1401
2019-07-16,1339
2019-07-17,1287
2019-07-18,1271
2019-07-19,1267
2019-07-20,1248
2019-07-21,1250
2019-07-22,1195
2019-07-23,1161
2019-07-24,1191
2019-07-25,1194
2019-07-26,1224
2019-07-27,1241
2019-07-28,1229
2019-07-29,1218
2019-07-30,1229
2019-07-31,1250
2019-08-01,1290
2019-08-02,1316
2019-08-03,1286
2019-08-04,1271
2019-08-05,1269
2019-08-06,1249
2019-08-07,1247
2019-08-08,1239
2019-08-09,1218
2019-08-10,1195
2019-08-11,1167
2019-08-12,1171
2019-08-13,1213
2019-08-14,1256
2019-08-15,1311
2019-08-16,1339
2019-08-17,1310
2019-08-18,1307
2019-08-19,1282
2019-08-20,1276
2019-08-21,1267
2019-08-22,1298
2019-08-23,1331
2019-08-24,1345
2019-08-24,1345
2019-08-25,1307
2019-08-25,1307
2019-08-26,1293
2019-08-27,1328
2019-08-27,1328
2019-08-28,1332
2019-08-29,1385
2019-08-30,1345
2019-08-31,1344
2019-09-01,1306
2019-09-02,1265
2019-09-03,1272
2019-09-04,1272
2019-09-05,1299
2019-09-06,1328
2019-09-07,1310
2019-09-08,1344
2019-09-09,1312
2019-09-10,1302
2019-09-11,1305
2019-09-12,1342
2019-09-13,1397
2019-09-14,1386
2019-09-15,1336
2019-09-16,1305
2019-09-17,1339
2019-09-18,1291
2019-09-19,1279
2019-09-20,1303
2019-09-21,1314
2019-09-22,1286
2019-09-23,1284
2019-09-24,1271
2019-09-25,1276
2019-09-26,1239
2019-09-27,1212
2019-09-28,1174
2019-09-29,1160
2019-09-30,1175
2019-10-01,1176
2019-10-02,1164
2019-10-03,1151
2019-10-04,1157
2019-10-05,1152
2019-10-06,1150
2019-10-07,1154
2019-10-08,1168
2019-10-09,1140
2019-10-10,1155
2019-10-11,1182
2019-10-12,1159
2019-10-13,1157
2019-10-14,1125
2019-10-15,1104
2019-10-16,1131
2019-10-17,1128
2019-10-18,1145
2019-10-19,1172
2019-10-20,1169
2019-10-21,1170
2019-10-22,1168
2019-10-23,1174
2019-10-24,1186
2019-10-25,1204
2019-10-26,1253
2019-10-27,1251
2019-10-28,1221
2019-10-29,1208
2019-10-30,1221
2019-10-31,1267
2019-11-01,1243
2019-11-02,1223
2019-11-03,1189
2019-11-04,1179
2019-11-05,1210
2019-11-06,1180
2019-11-07,1225
2019-11-08,1201
2019-11-09,1233
2019-11-10,1278
2019-11-11,1249
2019-11-12,1239
2019-11-13,1283
2019-11-14,1253
2019-11-15,1242
2019-11-16,1232
2019-11-17,1232
2019-11-18,1212
2019-11-19,1199
2019-11-20,1228
2019-11-21,1248
2019-11-22,1243
2019-11-23,1229
2019-11-24,1203
2019-11-25,1237
2019-11-26,1267
2019-11-27,1292
2019-11-28,1284
2019-11-29,1273
2019-11-30,1276
2019-12-01,1316
2019-12-02,1322
2019-12-03,1366
2019-12-04,1435
2019-12-05,1476
2019-12-06,1456
2019-12-07,1483
2019-12-08,1509
2019-12-09,1551
2019-12-10,1473
2019-12-11,1404
2019-12-12,1335
2019-12-13,1268
2019-12-14,1222
2019-12-15,1240
2019-12-16,1249
2019-12-17,1275
2019-12-18,1314
2019-12-19,1288
2019-12-20,1331
2019-12-21,1385
2019-12-22,1422
2019-12-23,1458
2019-12-24,1428
2019-12-25,1456
2019-12-26,1437
2019-12-27,1402
2019-12-28,1412
2019-12-29,1434
2019-12-30,1470
2019-12-31,1480
2020-01-01,1535
2020-01-02,1539
2020-01-03,1502
2020-01-04,1448
2020-01-05,1376
