date_obj,Adamant%20platelegs%20(g) price
2019-03-15,7248
2019-03-16,7281
2019-03-17,7415
2019-03-18,7661
2019-03-19,8009
2019-03-20,7976
2019-03-21,8230
2019-03-22,8517
2019-03-23,8779
2019-03-24,8720
2019-03-25,8504
2019-03-26,8392
2019-03-27,8356
2019-03-28,8378
2019-03-29,8568
2019-03-30,8568
2019-03-31,8553
2019-04-01,8881
2019-04-02,9006
2019-04-03,8940
2019-04-04,9076
2019-04-05,9140
2019-04-06,9095
2019-04-07,9057
2019-04-08,8798
2019-04-09,8750
2019-04-10,8532
2019-04-11,8229
2019-04-12,7956
2019-04-13,7782
2019-04-14,7635
2019-04-15,7601
2019-04-16,7404
2019-04-17,7188
2019-04-18,6922
2019-04-19,6621
2019-04-20,6325
2019-04-21,6008
2019-04-22,5803
2019-04-23,5804
2019-04-24,5974
2019-04-25,6086
2019-04-26,5969
2019-04-27,5896
2019-04-28,5804
2019-04-29,5705
2019-04-30,5826
2019-05-01,5796
2019-05-02,5828
2019-05-03,5863
2019-05-04,5926
2019-05-05,5902
2019-05-06,5683
2019-05-07,5627
2019-05-08,5787
2019-05-09,5882
2019-05-10,6018
2019-05-11,6103
2019-05-12,6322
2019-05-13,6536
2019-05-14,6605
2019-05-15,6715
2019-05-16,6948
2019-05-17,7200
2019-05-18,7326
2019-05-19,7491
2019-05-20,7744
2019-05-21,7978
2019-05-22,8104
2019-05-23,8333
2019-05-24,8379
2019-05-25,8268
2019-05-26,8126
2019-05-27,8086
2019-05-28,7957
2019-05-29,7610
2019-05-30,7404
2019-05-31,7136
2019-06-01,6787
2019-06-02,6526
2019-06-03,6388
2019-06-04,6228
2019-06-05,6062
2019-06-06,6134
2019-06-07,6229
2019-06-08,6372
2019-06-09,6505
2019-06-10,6505
2019-06-11,6454
2019-06-12,6430
2019-06-13,6352
2019-06-14,6413
2019-06-15,6531
2019-06-16,6585
2019-06-17,6559
2019-06-18,6661
2019-06-19,6592
2019-06-20,6545
2019-06-21,6685
2019-06-22,6717
2019-06-23,6585
2019-06-24,6609
2019-06-25,6646
2019-06-26,6736
2019-06-27,6773
2019-06-28,6773
2019-06-29,6758
2019-06-30,6771
2019-07-01,6771
2019-07-02,6744
2019-07-03,6744
2019-07-04,6836
2019-07-05,6893
2019-07-06,6940
2019-07-07,7002
2019-07-08,7048
2019-07-09,7167
2019-07-10,7139
2019-07-11,6941
2019-07-12,6960
2019-07-13,6907
2019-07-14,6911
2019-07-15,7010
2019-07-16,7036
2019-07-17,7214
2019-07-18,7344
2019-07-19,7326
2019-07-20,7415
2019-07-21,7504
2019-07-22,7608
2019-07-23,7898
2019-07-24,8200
2019-07-25,8431
2019-07-26,8646
2019-07-27,8723
2019-07-28,8974
2019-07-29,9101
2019-07-30,9312
2019-07-31,9481
2019-08-01,9589
2019-08-02,9576
2019-08-03,9672
2019-08-04,9623
2019-08-05,9711
2019-08-06,9915
2019-08-07,9796
2019-08-08,9881
2019-08-09,9820
2019-08-10,9781
2019-08-11,9665
2019-08-12,9829
2019-08-13,9954
2019-08-14,10022
2019-08-15,10158
2019-08-16,10306
2019-08-17,10306
2019-08-18,10422
2019-08-19,10478
2019-08-20,10636
2019-08-21,10683
2019-08-22,10792
2019-08-23,10971
2019-08-24,11087
2019-08-24,11087
2019-08-25,11087
2019-08-25,11087
2019-08-26,11101
2019-08-27,11268
2019-08-27,11268
2019-08-28,11311
2019-08-29,11261
2019-08-30,11089
2019-08-31,11089
2019-09-01,10974
2019-09-02,10974
2019-09-03,10897
2019-09-04,10752
2019-09-05,10769
2019-09-06,10621
2019-09-07,10471
2019-09-08,9989
2019-09-09,9683
2019-09-10,9535
2019-09-11,9300
2019-09-12,9004
2019-09-13,8807
2019-09-14,8922
2019-09-15,8949
2019-09-16,8926
2019-09-17,8907
2019-09-18,8859
2019-09-19,8724
2019-09-20,8724
2019-09-21,8833
2019-09-22,8749
2019-09-23,8793
2019-09-24,8793
2019-09-25,8493
2019-09-26,8412
2019-09-27,8412
2019-09-28,8344
2019-09-29,8344
2019-09-30,8406
2019-10-01,8418
2019-10-02,8418
2019-10-03,8017
2019-10-04,7793
2019-10-05,7608
2019-10-06,7419
2019-10-07,7434
2019-10-08,7583
2019-10-09,7583
2019-10-10,7718
2019-10-11,7718
2019-10-12,7941
2019-10-13,8066
2019-10-14,8322
2019-10-15,8322
2019-10-16,8688
2019-10-17,8688
2019-10-18,9101
2019-10-19,9153
2019-10-20,9188
2019-10-21,9196
2019-10-22,9114
2019-10-23,8994
2019-10-24,8988
2019-10-25,9037
2019-10-26,8856
2019-10-27,9027
2019-10-28,8924
2019-10-29,8924
2019-10-30,9102
2019-10-31,9305
2019-11-01,9437
2019-11-02,9609
2019-11-03,9708
2019-11-04,9967
2019-11-05,9967
2019-11-06,10071
2019-11-07,10235
2019-11-08,10283
2019-11-09,10501
2019-11-10,10434
2019-11-11,10372
2019-11-12,10372
2019-11-13,10327
2019-11-14,10272
2019-11-15,10236
2019-11-16,10180
2019-11-17,10180
2019-11-18,10209
2019-11-19,10209
2019-11-20,10384
2019-11-21,10384
2019-11-22,10606
2019-11-23,10532
2019-11-24,10550
2019-11-25,10692
2019-11-26,11011
2019-11-27,11011
2019-11-28,11298
2019-11-29,11220
2019-11-30,11116
2019-12-01,10830
2019-12-02,10781
2019-12-03,10431
2019-12-04,10239
2019-12-05,10239
2019-12-06,9913
2019-12-07,9580
2019-12-08,9580
2019-12-09,9355
2019-12-10,9466
2019-12-11,9385
2019-12-12,9385
2019-12-13,9488
2019-12-14,9295
2019-12-15,9267
2019-12-16,9472
2019-12-17,9686
2019-12-18,9686
2019-12-19,9451
2019-12-20,9506
2019-12-21,9612
2019-12-22,9367
2019-12-23,9387
2019-12-24,9429
2019-12-25,9478
2019-12-26,9478
2019-12-27,9500
2019-12-28,9288
2019-12-29,9251
2019-12-30,9183
2019-12-31,9093
2020-01-01,8919
2020-01-02,8761
2020-01-03,8706
2020-01-04,8516
2020-01-05,8355
2020-01-06,8252
2020-01-07,8228
2020-01-08,8228
2020-01-09,8202
2020-01-10,8106
2020-01-11,8104
2020-01-12,7915
2020-01-13,7915
2020-01-14,7713
2020-01-15,7370
2020-01-16,7101
2020-01-17,7007
2020-01-18,7007
2020-01-19,6832
2020-01-20,6829
2020-01-21,6829
2020-01-22,6607
2020-01-23,6488
2020-01-24,6421
2020-01-25,6305
2020-01-26,6297
2020-01-27,6312
2020-01-28,6192
2020-01-29,6225
2020-01-30,6095
2020-01-31,6011
2020-02-01,6015
2020-02-02,6177
2020-02-03,6211
2020-02-04,6284
2020-02-05,6242
2020-02-06,6218
2020-02-07,6151
2020-02-08,6169
2020-02-09,6105
2020-02-10,6060
2020-02-11,6000
2020-02-12,5960
2020-02-13,5960
2020-02-14,5852
2020-02-15,5579
2020-02-16,5388
2020-02-17,5429
2020-02-18,5553
2020-02-19,5725
2020-02-20,5821
2020-02-21,5821
2020-02-22,5944
2020-02-23,6000
2020-02-24,6208
2020-02-25,6413
2020-02-26,6572
2020-02-27,6744
2020-02-28,6942
2020-02-29,6942
2020-03-01,7205
2020-03-02,7459
2020-03-03,7644
2020-03-04,7644
2020-03-05,7834
2020-03-06,8115
2020-03-07,8280
2020-03-08,8475
2020-03-09,8618
2020-03-10,8727
2020-03-11,8959
2020-03-12,9108
2020-03-13,9206
2020-03-14,9260
2020-03-15,9386
2020-03-16,9451
2020-03-17,9647
2020-03-18,9631
2020-03-19,9752
2020-03-20,9749
2020-03-21,9902
2020-03-22,10112
2020-03-23,10294
2020-03-24,10613
2020-03-25,11129
2020-03-26,11444
2020-03-27,11677
2020-03-28,11886
2020-03-29,11706
2020-03-30,11229
2020-03-31,10746
2020-04-01,10208
2020-04-02,9697
2020-04-03,9326
2020-04-04,8983
2020-04-05,8909
2020-04-06,8751
2020-04-07,8532
2020-04-08,8487
2020-04-09,8688
2020-04-10,8607
2020-04-11,8541
2020-04-12,8365
2020-04-13,8175
2020-04-14,7995
2020-04-15,7671
2020-04-16,7395
2020-04-17,7072
2020-04-18,6814
2020-04-19,6646
2020-04-20,6708
2020-04-21,6815
2020-04-22,6858
2020-04-23,6877
2020-04-24,6905
2020-04-25,6933
2020-04-26,7028
2020-04-27,7139
2020-04-28,7271
2020-04-29,7278
2020-04-30,7501
2020-05-01,7725
2020-05-02,7794
2020-05-03,8075
2020-05-04,8279
2020-05-05,8331
2020-05-06,8361
2020-05-07,8210
2020-05-08,8054
2020-05-09,7933
2020-05-10,7985
2020-05-11,7674
2020-05-12,7471
2020-05-13,7265
