date_obj,Bronze%20kiteshield%20(t) price
2019-03-24,4786
2019-03-25,4786
2019-03-26,4965
2019-03-27,4965
2019-03-28,4965
2019-03-29,5135
2019-03-30,5135
2019-03-31,5135
2019-04-01,5187
2019-04-02,5187
2019-04-03,5187
2019-04-04,5276
2019-04-05,5276
2019-04-06,5276
2019-04-07,5364
2019-04-08,5364
2019-04-09,5504
2019-04-10,5504
2019-04-11,5487
2019-04-12,5426
2019-04-13,5426
2019-04-14,5509
2019-04-15,5509
2019-04-16,5357
2019-04-17,5357
2019-04-18,5143
2019-04-19,5143
2019-04-20,4947
2019-04-21,4947
2019-04-22,4927
2019-04-23,4927
2019-04-24,4922
2019-04-25,4922
2019-04-26,4677
2019-04-27,4677
2019-04-28,4468
2019-04-29,4468
2019-04-30,4557
2019-05-01,4557
2019-05-02,4572
2019-05-03,4572
2019-05-04,4476
2019-05-05,4476
2019-05-06,4320
2019-05-07,4320
2019-05-08,4204
2019-05-09,4204
2019-05-10,4150
2019-05-11,4150
2019-05-12,4245
2019-05-13,4245
2019-05-14,4296
2019-05-15,4296
2019-05-16,4182
2019-05-17,4182
2019-05-18,4125
2019-05-19,4125
2019-05-20,4078
2019-05-21,4078
2019-05-22,4078
2019-05-23,4060
2019-05-24,4060
2019-05-25,3957
2019-05-26,3957
2019-05-27,3914
2019-05-28,3914
2019-05-29,4006
2019-05-30,4006
2019-05-31,4006
2019-06-01,4094
2019-06-02,4094
2019-06-03,4094
2019-06-04,3987
2019-06-05,3987
2019-06-06,3987
2019-06-07,4091
2019-06-08,4091
2019-06-09,4087
2019-06-10,4087
2019-06-11,4087
2019-06-12,4123
2019-06-13,4123
2019-06-14,4119
2019-06-15,4119
2019-06-16,4236
2019-06-17,4236
2019-06-18,4236
2019-06-19,4336
2019-06-20,4336
2019-06-21,4397
2019-06-22,4397
2019-06-23,4397
2019-06-24,4396
2019-06-25,4396
2019-06-26,4396
2019-06-27,4367
2019-06-28,4367
2019-06-29,4367
2019-06-30,4217
2019-07-01,4217
2019-07-02,4217
2019-07-03,4156
2019-07-04,4156
2019-07-05,4156
2019-07-06,3976
2019-07-07,3976
2019-07-08,3851
2019-07-09,3851
2019-07-10,3807
2019-07-11,3807
2019-07-12,3704
2019-07-13,3704
2019-07-14,3715
2019-07-15,3715
2019-07-16,3715
2019-07-17,3768
2019-07-18,3768
2019-07-19,3768
2019-07-20,3768
2019-07-21,3830
2019-07-22,3830
2019-07-23,3830
2019-07-24,3774
2019-07-25,3774
2019-07-26,3774
2019-07-27,3664
2019-07-28,3664
2019-07-29,3664
2019-07-30,3681
2019-07-31,3681
2019-08-01,3681
2019-08-02,3733
2019-08-03,3733
2019-08-04,3733
2019-08-05,3610
2019-08-06,3610
2019-08-07,3610
2019-08-08,3623
2019-08-09,3623
2019-08-10,3623
2019-08-11,3719
2019-08-12,3719
2019-08-13,3719
2019-08-14,3828
2019-08-15,3828
2019-08-16,3973
2019-08-17,3973
2019-08-18,3973
2019-08-19,4029
2019-08-20,4029
2019-08-21,4029
2019-08-22,4176
2019-08-23,4176
2019-08-24,4176
2019-08-24,4176
2019-08-25,4176
2019-08-25,4176
2019-08-26,4356
2019-08-27,4356
2019-08-27,4356
2019-08-28,4356
2019-08-29,4356
2019-08-30,4425
2019-08-31,4425
2019-09-01,4425
2019-09-02,4425
2019-09-03,4386
2019-09-04,4386
2019-09-05,4386
2019-09-06,4386
2019-09-07,4581
2019-09-08,4581
2019-09-09,4581
2019-09-10,4636
2019-09-11,4636
2019-09-12,4636
2019-09-13,4747
2019-09-14,4747
2019-09-15,4747
2019-09-16,4753
2019-09-17,4753
2019-09-18,4753
2019-09-19,4880
2019-09-20,4880
2019-09-21,4880
2019-09-22,4880
2019-09-23,5055
2019-09-24,5055
2019-09-25,5055
2019-09-26,5115
2019-09-27,5115
2019-09-28,5115
2019-09-29,5115
2019-09-30,5300
2019-10-01,5300
2019-10-02,5300
2019-10-03,5300
2019-10-04,5472
2019-10-05,5472
2019-10-06,5726
2019-10-07,5726
2019-10-08,5726
2019-10-09,5726
2019-10-10,5936
2019-10-11,5936
2019-10-12,5936
2019-10-13,5924
2019-10-14,5924
2019-10-15,5924
2019-10-16,5972
2019-10-17,5972
2019-10-18,5972
2019-10-19,5972
2019-10-20,5872
2019-10-21,5872
2019-10-22,5872
2019-10-23,5872
2019-10-24,5957
2019-10-25,5957
2019-10-26,5957
2019-10-27,5840
2019-10-28,5840
2019-10-29,5840
2019-10-30,5840
2019-10-31,5758
2019-11-01,5758
2019-11-02,5758
2019-11-03,5986
2019-11-04,5986
2019-11-05,5986
2019-11-06,6223
2019-11-07,6223
2019-11-08,6223
2019-11-09,6462
2019-11-10,6462
2019-11-11,6462
2019-11-12,6654
2019-11-13,6654
2019-11-14,6654
2019-11-15,6654
2019-11-16,6743
2019-11-17,6743
2019-11-18,6743
2019-11-19,6743
2019-11-20,6449
2019-11-21,6449
2019-11-22,6449
2019-11-23,6449
2019-11-24,6701
2019-11-25,6701
2019-11-26,6701
2019-11-27,6701
2019-11-28,6839
2019-11-29,6839
2019-11-30,6839
2019-12-01,6839
2019-12-02,6736
2019-12-03,6736
2019-12-04,6736
2019-12-05,6743
2019-12-06,6743
2019-12-07,6743
2019-12-08,6743
2019-12-09,6472
2019-12-10,6472
2019-12-11,6472
2019-12-12,6472
2019-12-13,6165
2019-12-14,6165
2019-12-15,5894
2019-12-16,5894
2019-12-17,5894
2019-12-18,5644
2019-12-19,5644
2019-12-20,5644
2019-12-21,5465
2019-12-22,5465
2019-12-23,5465
2019-12-24,5416
2019-12-25,5416
2019-12-26,5416
2019-12-27,5533
2019-12-28,5533
2019-12-29,5533
2019-12-30,5402
2019-12-31,5402
2020-01-01,5402
2020-01-02,5170
2020-01-03,5170
2020-01-04,5170
2020-01-05,5022
2020-01-06,5022
2020-01-07,5013
2020-01-08,5013
2020-01-09,5013
2020-01-10,5242
2020-01-11,5242
2020-01-12,5242
2020-01-13,5399
2020-01-14,5399
2020-01-15,5399
2020-01-16,5399
2020-01-17,5399
2020-01-18,5399
2020-01-19,5594
2020-01-20,5594
2020-01-21,5594
2020-01-22,5334
2020-01-23,5334
2020-01-24,5114
2020-01-25,5114
2020-01-26,4899
2020-01-27,4899
2020-01-28,4727
2020-01-29,4727
2020-01-30,4524
2020-01-31,4524
2020-02-01,4338
2020-02-02,4338
2020-02-03,4269
2020-02-04,4269
2020-02-05,4081
2020-02-06,4081
2020-02-07,3895
2020-02-08,3895
2020-02-09,3895
2020-02-10,3745
2020-02-11,3745
2020-02-12,3694
2020-02-13,3694
2020-02-14,3694
2020-02-15,3786
2020-02-16,3786
2020-02-17,3786
2020-02-18,3916
2020-02-19,3916
2020-02-20,3953
2020-02-21,3953
2020-02-22,3953
2020-02-23,4096
2020-02-24,4096
2020-02-25,4096
2020-02-26,4087
2020-02-27,4087
2020-02-28,4087
2020-02-29,4014
2020-03-01,4014
2020-03-02,3863
2020-03-03,3863
2020-03-04,3863
2020-03-05,3880
2020-03-06,3880
2020-03-07,4003
2020-03-08,4003
2020-03-09,4012
2020-03-10,4012
2020-03-11,4012
2020-03-12,4192
2020-03-13,4192
2020-03-14,4192
2020-03-15,4308
2020-03-16,4308
2020-03-17,4338
2020-03-18,4338
2020-03-19,4338
2020-03-20,4345
2020-03-21,4345
2020-03-22,4396
2020-03-23,4396
2020-03-24,4359
2020-03-25,4359
2020-03-26,4388
2020-03-27,4388
2020-03-28,4569
2020-03-29,4569
2020-03-30,4441
2020-03-31,4441
2020-04-01,4373
2020-04-02,4373
2020-04-03,4337
2020-04-04,4337
2020-04-05,4414
2020-04-06,4414
2020-04-07,4497
2020-04-08,4497
2020-04-09,4436
2020-04-10,4436
2020-04-11,4279
2020-04-12,4279
2020-04-13,4138
2020-04-14,4138
2020-04-15,4152
2020-04-16,4152
2020-04-17,4080
2020-04-18,4080
2020-04-19,3905
2020-04-20,3905
2020-04-21,3901
2020-04-22,3901
2020-04-23,4053
2020-04-24,4053
2020-04-25,4183
2020-04-26,4147
2020-04-27,4147
2020-04-28,4322
2020-04-29,4322
2020-04-30,4531
2020-05-01,4531
2020-05-02,4531
2020-05-03,4505
2020-05-04,4505
2020-05-05,4505
2020-05-06,4636
2020-05-07,4636
2020-05-08,4636
2020-05-09,4573
2020-05-10,4573
2020-05-11,4573
2020-05-12,4528
2020-05-13,4528
