date_obj,Steel%20kiteshield%20(g) price
2017-03-16,28505
2017-03-17,28505
2017-03-18,28505
2017-03-19,27197
2017-03-20,27197
2017-03-21,27197
2017-03-22,27197
2017-03-23,27197
2017-03-24,27197
2017-03-25,26008
2017-03-26,26008
2017-03-27,26008
2017-03-28,26008
2017-03-29,26008
2017-03-30,26008
2017-03-31,25311
2017-04-01,25311
2017-04-02,25311
2017-04-03,25311
2017-04-04,25311
2017-04-12,24166
2017-04-13,24166
2017-04-14,24166
2017-04-15,24166
2017-04-16,23161
2017-04-17,23161
2017-04-18,23161
2017-04-19,23161
2017-04-20,23161
2017-04-21,23161
2017-04-22,23161
2017-04-23,22353
2017-04-24,22353
2017-04-25,22353
2017-04-26,22353
2017-04-27,22353
2017-04-28,22353
2017-04-29,22353
2017-04-30,22353
2017-05-01,21833
2017-05-02,21833
2017-05-03,21833
2017-05-04,21833
2017-05-05,21833
2017-05-06,21833
2017-05-07,21833
2017-05-08,21833
2017-05-09,22558
2017-05-10,22558
2017-05-11,22558
2017-05-12,22558
2017-05-13,22558
2017-05-14,22558
2017-05-15,22558
2017-05-16,22558
2017-05-17,22558
2017-05-18,22558
2017-05-19,22897
2017-05-20,22897
2017-05-21,22897
2017-05-22,22897
2017-05-23,22897
2017-05-24,22897
2017-05-25,22897
2017-05-26,22897
2017-05-27,22573
2017-05-28,22573
2017-05-29,22573
2017-05-30,22573
2017-05-31,22573
2017-06-01,22573
2017-06-02,22573
2017-06-03,22573
2017-06-06,22376
2017-06-07,22376
2017-06-08,22376
2017-06-09,22376
2017-06-10,22376
2017-06-11,22376
2017-06-12,22304
2017-06-13,22304
2017-06-14,22304
2017-06-15,22304
2017-06-16,22304
2017-06-17,22304
2017-06-18,22304
2017-06-19,22304
2017-06-20,22304
2017-06-21,22770
2017-06-22,22770
2017-06-23,22770
2017-06-24,22770
2017-06-25,22770
2017-06-26,22770
2017-06-27,22770
2017-06-28,22770
2017-06-29,22770
2017-06-30,22473
2017-07-01,22473
2017-07-02,22473
2017-07-03,22473
2017-07-04,22473
2017-07-05,22473
2017-07-06,22473
2017-07-07,22473
2017-07-08,22473
2017-07-13,21867
2017-07-14,21867
2017-07-15,21867
2017-07-16,21867
2017-07-17,21497
2017-07-18,21497
2017-07-19,21497
2017-07-20,21497
2017-07-21,21497
2017-07-22,21497
2017-07-23,21497
2017-07-24,21497
2017-07-25,20585
2017-07-26,20585
2017-07-27,20585
2017-07-28,20585
2017-07-29,20585
2017-07-30,20585
2017-07-31,20585
2017-08-01,20161
2017-08-02,20161
2017-08-03,20161
2017-08-04,20161
2017-08-05,20161
2017-08-06,20161
2017-08-09,20272
2017-08-10,20272
2017-08-11,20272
2017-08-12,20272
2017-08-13,20272
2017-08-14,20272
2017-08-15,20272
2017-08-17,20400
2017-08-18,20400
2017-08-19,20400
2017-08-20,20400
2017-08-21,20400
2017-08-22,20400
2017-08-23,20400
2017-08-24,20319
2017-08-25,20319
2017-08-26,20319
2017-08-27,20319
2017-08-28,20319
2017-08-29,20319
2017-08-30,20319
2017-08-31,20319
2017-09-01,20319
2017-09-02,20808
2017-09-03,20808
2017-09-04,20808
2017-09-05,20808
2017-09-06,20808
2017-09-07,20808
2017-09-08,20808
2017-09-09,20808
2017-09-10,20808
2017-09-11,21706
2017-09-12,21706
2017-09-13,21706
2017-09-14,21706
2017-09-15,21706
2017-09-16,21706
2017-09-17,21706
2017-09-19,21534
2017-09-20,21534
2017-09-21,21534
2017-09-22,21534
2017-09-23,21534
2017-09-24,21534
2017-09-25,21534
2017-09-26,20652
2017-09-27,20652
2017-09-28,20652
2017-09-29,20652
2017-09-30,20652
2017-10-01,20652
2017-10-02,20652
2017-10-03,20652
2017-10-04,20652
2017-10-05,20674
2017-10-06,20674
2017-10-07,20674
2017-10-08,20674
2017-10-09,20674
2017-10-10,20674
2017-10-11,20674
2017-10-12,20674
2017-10-13,20048
2017-10-14,20048
2017-10-15,20048
2017-10-16,20048
2017-10-17,20048
2017-10-18,20048
2017-10-19,20048
2017-10-20,20048
2017-10-21,20048
2017-10-22,19594
2017-10-23,19594
2017-10-24,19594
2017-10-25,19594
2017-10-26,19594
2017-10-27,19594
2017-10-28,19594
2017-10-29,19594
2017-10-30,19007
2017-10-31,19007
2017-11-01,19007
2017-11-02,19007
2017-11-03,19007
2017-11-04,19007
2017-11-05,19007
2017-11-06,18617
2017-11-07,18617
2017-11-08,18617
2017-11-09,18617
2017-11-10,18617
2017-11-11,18617
2017-11-12,18617
2017-11-13,18617
2017-11-14,18593
2017-11-15,18593
2017-11-16,18593
2017-11-17,18593
2017-11-18,18593
2017-11-19,18593
2017-11-20,18593
2017-11-21,18593
2017-11-22,18593
2017-11-23,18058
2017-11-24,18058
2017-11-25,18058
2017-11-26,18058
2017-11-27,18058
2017-11-28,18058
2017-11-29,18058
2017-11-30,18058
2017-12-01,17330
2017-12-02,17330
2017-12-03,17330
2017-12-04,17330
2017-12-05,17330
2017-12-06,17330
2017-12-07,17330
2017-12-08,17583
2017-12-09,17583
2017-12-10,17583
2017-12-11,17583
2017-12-12,17583
2017-12-13,17583
2017-12-14,17583
2017-12-15,17524
2017-12-16,17524
2017-12-17,17524
2017-12-18,17524
2017-12-19,17524
2017-12-20,17524
2017-12-21,17524
2017-12-22,16752
2017-12-23,16752
2017-12-24,16752
2017-12-25,16752
2017-12-26,16752
2017-12-27,16752
2017-12-28,16752
2017-12-29,16377
2017-12-30,16377
2017-12-31,16377
2018-01-01,16377
2018-01-02,16377
2018-01-03,16377
2018-01-04,16377
2018-01-05,16106
2018-01-06,16106
2018-01-07,16106
2018-01-08,16106
2018-01-09,16106
2018-01-10,16106
2018-01-11,16106
2018-01-12,16106
2018-01-13,16011
2018-01-14,16011
2018-01-15,16011
2018-01-16,16011
2018-01-17,16011
2018-01-18,16011
2018-01-19,16011
2018-01-20,15902
2018-01-21,15902
2018-01-22,15902
2018-01-23,15902
2018-01-24,15960
2018-01-25,15960
2018-01-26,15960
2018-01-27,15960
2018-01-28,16076
2018-01-29,16076
2018-01-30,16076
2018-02-01,16326
2018-02-02,16326
2018-02-03,16326
2018-02-04,16326
2018-02-05,16692
2018-02-06,16692
2018-02-07,16692
2018-02-08,16692
2018-02-09,17264
2018-02-10,17264
2018-02-11,17264
2018-02-12,17264
2018-02-13,17874
2018-02-14,17874
2018-02-15,17874
2018-02-16,17874
2018-02-17,17274
2018-02-18,17274
2018-02-19,17274
2018-02-20,17274
2018-02-21,16788
2018-02-22,16788
2018-02-23,16788
2018-02-24,16788
2018-02-25,15976
2018-02-26,15976
2018-02-27,15976
2018-02-28,15976
2018-03-01,15285
2018-03-02,15285
2018-03-03,15285
2018-03-04,14680
2018-03-05,14680
2018-03-06,14680
2018-03-07,14139
2018-03-08,14139
2018-03-09,14139
2018-03-10,14379
2018-03-11,14379
2018-03-12,14379
2018-03-13,14379
2018-03-14,14847
2018-03-15,14847
2018-03-16,14847
2018-03-17,14847
2018-03-18,14565
2018-03-19,14565
2018-03-20,14565
2018-03-21,14565
2018-03-23,14952
2018-03-24,14952
2018-03-26,15331
2018-03-27,15331
2018-03-28,15331
2018-03-29,15331
2018-03-30,15843
2018-03-31,15843
2018-04-01,15843
2018-04-02,15843
2018-04-03,15469
2018-04-04,15469
2018-04-05,15469
2018-04-06,15469
2018-04-08,15400
2018-04-09,15400
2018-04-10,15400
2018-04-11,15400
2018-04-12,14955
2018-04-13,14955
2018-04-14,14955
2018-04-16,14955
2018-04-17,15015
2018-04-18,15015
2018-04-19,15015
2018-04-20,15015
2018-04-21,15044
2018-04-22,15044
2018-04-23,15044
2018-04-24,15044
2018-04-25,14599
2018-04-26,14599
2018-04-27,14599
2018-04-28,14599
2018-04-29,14599
2018-04-30,14700
2018-05-01,14700
2018-05-02,14700
2018-05-03,14700
2018-05-04,14700
2018-05-05,14555
2018-05-06,14555
2018-05-07,14555
2018-05-08,14555
2018-05-09,14555
2018-05-10,14347
2018-05-11,14347
2018-05-12,14347
2018-05-13,14347
2018-05-14,14148
2018-05-15,14148
2018-05-16,14148
2018-05-17,14148
2018-05-18,14721
2018-05-19,14721
2018-05-20,14721
2018-05-21,14721
2018-05-22,14929
2018-05-23,14929
2018-05-24,14929
2018-05-25,15190
2018-05-26,15190
2018-05-27,15190
2018-05-28,15190
2018-05-29,15635
2018-05-30,15635
2018-05-31,15635
2018-06-01,15635
2018-06-02,15379
2018-06-03,15379
2018-06-04,15379
2018-06-05,15379
2018-06-06,15014
2018-06-07,15014
2018-06-08,15014
2018-06-09,15014
2018-06-10,15050
2018-06-11,15050
2018-06-12,15050
2018-06-13,15050
2018-06-14,14703
2018-06-15,14703
2018-06-16,14703
2018-06-17,14703
2018-06-18,14589
2018-06-19,14589
2018-06-20,14589
2018-06-21,14589
2018-06-22,14455
2018-06-23,14455
2018-06-24,14455
2018-06-25,14455
2018-06-26,14241
2018-06-27,14241
2018-06-28,14241
2018-06-29,14180
2018-06-30,14180
2018-07-01,14180
2018-07-02,14180
2018-07-03,14426
2018-07-04,14426
2018-07-05,14426
2018-07-06,14426
2018-07-07,14806
2018-07-08,14806
2018-07-09,14806
2018-07-10,14806
2018-07-11,15218
2018-07-12,15218
2018-07-13,15218
2018-07-14,15218
2018-07-15,15522
2018-07-16,15522
2018-07-17,15522
2018-07-18,15522
2018-07-19,15602
2018-07-20,15602
2018-07-21,15602
2018-07-22,15780
2018-07-23,15780
2018-07-24,15780
2018-07-25,16193
2018-07-26,16193
2018-07-27,16193
2018-07-28,16513
2018-07-29,16513
2018-07-30,16513
2018-07-31,16488
2018-08-01,16488
2018-08-02,16488
2018-08-03,16488
2018-08-04,16865
2018-08-05,16865
2018-08-06,16865
2018-08-07,17455
2018-08-08,17455
2018-08-09,17455
2018-08-10,17455
2018-08-11,18072
2018-08-12,18072
2018-08-14,18837
2018-08-16,18837
2018-08-17,19280
2018-08-18,19280
2018-08-19,19280
2018-08-20,19693
2018-08-21,19693
2018-08-22,19693
2018-08-23,19693
2018-08-24,20075
2018-08-25,20075
2018-08-26,20075
2018-08-27,20625
2018-08-28,20625
2018-08-29,20625
2018-08-30,21146
2018-08-31,21146
2018-09-01,21146
2018-09-02,21917
2018-09-03,21917
2018-09-04,21917
2018-09-05,22640
2018-09-06,22640
2018-09-07,22640
2018-09-08,23321
2018-09-09,23321
2018-09-10,23321
2018-09-11,23321
2018-09-12,23775
2018-09-13,23775
2018-09-14,23775
2018-09-15,24474
2018-09-16,24474
2018-09-17,24474
2018-09-18,24474
2018-09-19,25079
2018-09-20,25079
2018-09-21,25079
2018-09-22,24789
2018-09-23,24789
2018-09-24,24789
2018-09-25,24789
2018-09-26,24778
2018-09-27,24778
2018-09-28,24778
2018-09-29,24778
2018-09-30,25029
2018-10-02,25029
2018-10-03,25412
2018-10-04,25412
2018-10-05,25412
2018-10-06,25330
2018-10-07,25330
2018-10-08,25330
2018-10-09,26304
2018-10-10,26304
2018-10-11,26304
2018-10-12,26190
2018-10-13,26190
2018-10-14,26190
2018-10-15,26907
2018-10-16,26907
2018-10-17,26907
2018-10-18,28134
2018-10-19,28134
2018-10-20,28134
2018-10-21,28134
2018-10-22,29290
2018-10-23,29290
2018-10-24,29290
2018-10-25,29290
2018-10-26,30087
2018-10-27,30087
2018-10-28,30087
2018-10-29,31399
2018-10-30,31399
2018-10-31,32669
2018-11-01,33963
2018-11-03,35172
2018-11-04,36077
2018-11-05,37827
2018-11-06,38583
2018-11-07,38583
2018-11-08,39718
2018-11-09,39718
2018-11-10,40954
2018-11-11,40954
2018-11-12,42750
2018-11-13,44298
2018-11-14,44298
2018-11-15,46513
2018-11-16,48684
2018-11-17,48684
2018-11-18,50819
2018-11-19,50819
2018-11-20,53360
2018-11-21,53360
2018-11-22,56028
2018-11-23,58170
2018-11-24,60791
2018-11-25,63450
2018-11-26,63450
2018-11-27,64884
2018-11-28,64884
2018-11-29,66145
2018-12-01,67241
2018-12-02,68506
2018-12-03,68506
2018-12-04,70844
2018-12-05,70844
2018-12-07,70246
2018-12-09,68037
2018-12-10,66653
2018-12-11,66653
2018-12-12,65566
2018-12-13,65566
2018-12-14,64936
2018-12-15,64936
2018-12-16,63208
2018-12-17,63208
2018-12-18,61292
2018-12-19,61292
2018-12-20,58764
2018-12-21,58764
2018-12-22,56298
2018-12-23,54458
2018-12-24,54458
2018-12-25,54542
2018-12-26,54542
2018-12-27,54008
2018-12-28,54008
2018-12-29,53429
2018-12-30,53429
2018-12-31,52711
2019-01-01,52711
2019-01-02,50854
2019-01-03,50854
2019-01-04,49361
2019-01-05,49361
2019-01-06,48289
2019-01-08,48182
2019-01-10,47238
2019-01-11,47238
2019-01-12,47302
2019-01-13,47302
2019-01-14,47205
2019-01-15,47205
2019-01-16,47528
2019-01-17,47528
2019-01-18,48210
2019-01-19,48210
2019-01-20,48702
2019-01-21,48702
2019-01-22,48081
2019-01-23,48081
2019-01-24,48081
2019-01-25,46991
2019-01-26,46991
2019-01-27,45669
2019-01-28,45669
2019-01-29,44524
2019-01-30,44524
2019-01-31,44524
2019-02-01,43511
2019-02-02,43511
2019-02-03,43511
2019-02-04,43058
2019-02-05,43058
2019-02-06,42810
2019-02-07,42810
2019-02-08,42511
2019-02-09,42511
2019-02-10,42511
2019-02-11,41775
2019-02-12,41775
2019-02-13,40547
2019-02-14,40547
2019-02-15,40547
2019-02-16,40033
2019-02-17,40033
2019-02-18,40033
2019-02-19,38943
2019-02-20,38943
2019-02-21,38943
2019-02-22,38510
2019-02-23,38510
2019-02-24,38510
2019-02-25,37576
2019-02-26,37576
2019-02-27,37576
2019-02-28,37576
2019-03-01,37576
2019-03-02,37235
2019-03-03,37235
2019-03-04,36817
2019-03-05,36817
2019-03-06,36278
2019-03-07,36278
2019-03-08,36278
2019-03-09,36557
2019-03-10,36557
2019-03-11,36292
2019-03-12,36292
2019-03-13,36292
2019-03-14,38107
2019-03-15,38107
2019-03-16,38107
2019-03-17,38069
2019-03-18,38069
2019-03-19,38069
2019-03-20,38058
2019-03-21,38058
2019-03-22,38058
2019-03-23,37843
2019-03-24,37843
2019-03-25,37843
2019-03-26,38051
2019-03-27,38051
2019-03-28,38051
2019-03-29,38701
2019-03-30,38701
2019-03-31,38701
2019-04-01,38538
2019-04-02,38538
2019-04-03,38538
2019-04-04,37501
2019-04-05,37501
2019-04-06,37501
2019-04-07,37017
2019-04-08,37017
2019-04-09,37017
2019-04-10,36940
2019-04-11,36940
2019-04-12,35620
2019-04-13,35620
2019-04-14,34622
2019-04-15,34622
2019-04-16,33758
2019-04-17,33758
2019-04-18,32220
2019-04-19,32220
2019-04-20,30948
2019-04-21,30948
2019-04-22,29489
2019-04-23,29489
2019-04-24,28571
2019-04-25,27338
2019-04-26,26172
2019-04-27,26172
2019-04-28,24960
2019-04-29,24960
2019-04-30,23712
2019-05-01,23712
2019-05-02,22802
2019-05-03,22802
2019-05-04,21661
2019-05-05,21661
2019-05-06,20897
2019-05-07,20897
2019-05-08,20151
2019-05-09,20151
2019-05-10,19289
2019-05-11,19289
2019-05-12,18414
2019-05-13,18414
2019-05-14,17849
2019-05-15,17849
2019-05-16,17849
2019-05-17,17746
2019-05-18,17746
2019-05-19,17454
2019-05-20,17454
2019-05-21,17454
2019-05-22,17014
2019-05-23,17014
2019-05-24,17014
2019-05-25,16496
2019-05-26,16496
2019-05-27,16496
2019-05-28,16031
2019-05-29,16031
2019-05-30,15578
2019-05-31,15578
2019-06-01,15578
2019-06-02,15073
2019-06-03,15073
2019-06-04,14341
2019-06-05,14341
2019-06-06,13723
2019-06-07,13723
2019-06-08,13723
2019-06-09,13531
2019-06-10,13531
2019-06-11,13531
2019-06-12,13196
2019-06-13,13196
2019-06-14,12955
2019-06-15,12955
2019-06-16,12788
2019-06-17,12788
2019-06-18,12788
2019-06-19,13101
2019-06-20,13101
2019-06-21,13277
2019-06-22,13277
2019-06-23,13277
2019-06-24,13581
2019-06-25,13581
2019-06-26,13581
2019-06-27,13912
2019-06-28,13912
2019-06-29,13912
2019-06-30,14113
2019-07-01,14113
2019-07-02,14113
2019-07-03,14601
2019-07-04,14601
2019-07-05,14601
2019-07-06,15092
2019-07-07,15092
2019-07-08,15092
2019-07-09,15665
2019-07-10,15665
2019-07-11,15665
2019-07-12,16437
2019-07-13,16437
2019-07-14,16437
2019-07-15,16437
2019-07-16,16979
2019-07-17,16979
2019-07-18,16979
2019-07-19,16979
2019-07-20,17672
2019-07-21,17672
2019-07-22,17672
2019-07-23,18403
2019-07-24,18403
2019-07-25,18403
2019-07-26,18403
2019-07-27,19109
2019-07-28,19109
2019-07-29,19109
2019-07-30,18793
2019-07-31,18793
2019-08-01,18793
2019-08-02,18793
2019-08-03,18220
2019-08-04,18220
2019-08-05,18220
2019-08-06,18220
2019-08-07,17872
2019-08-08,17872
2019-08-09,17872
2019-08-10,17621
2019-08-11,17621
2019-08-12,17621
2019-08-13,17681
2019-08-14,17681
2019-08-15,17681
2019-08-16,17802
2019-08-17,17802
2019-08-18,17802
2019-08-19,17025
2019-08-20,17025
2019-08-21,17025
2019-08-22,16714
2019-08-23,16714
2019-08-24,16714
2019-08-24,16714
2019-08-25,16714
2019-08-25,16714
2019-08-26,16786
2019-08-26,16786
2019-08-27,16786
2019-08-27,16786
2019-08-28,16786
2019-08-29,16503
2019-08-30,16503
2019-08-31,16503
2019-09-01,16701
2019-09-02,16701
2019-09-03,16701
2019-09-04,16680
2019-09-05,16680
2019-09-06,16680
2019-09-07,16355
2019-09-08,16355
2019-09-09,16355
2019-09-10,16403
2019-09-11,16403
2019-09-12,16510
2019-09-13,16510
2019-09-14,16510
2019-09-15,16206
2019-09-16,16206
2019-09-17,16206
2019-09-18,15889
2019-09-19,15889
2019-09-20,15889
2019-09-21,15889
2019-09-22,15806
2019-09-23,15806
2019-09-24,15806
2019-09-25,15415
2019-09-26,15415
2019-09-27,15415
2019-09-28,14821
2019-09-29,14821
2019-09-30,14821
2019-10-01,14242
2019-10-02,14242
2019-10-03,14242
2019-10-04,14242
2019-10-05,14034
2019-10-06,14034
2019-10-07,14034
2019-10-08,13825
2019-10-09,13825
2019-10-10,13825
2019-10-11,13825
2019-10-12,13738
2019-10-13,13738
2019-10-14,13738
2019-10-15,13390
2019-10-16,13390
2019-10-17,13390
2019-10-18,13937
2019-10-19,13937
2019-10-20,13937
2019-10-21,13810
2019-10-22,13810
2019-10-23,13810
2019-10-24,13810
2019-10-25,13383
2019-10-26,13383
2019-10-27,13383
2019-10-28,12954
2019-10-29,12954
2019-10-30,12954
2019-10-31,12954
2019-11-01,12759
2019-11-02,12759
2019-11-03,12759
2019-11-04,12559
2019-11-05,12559
2019-11-06,12559
2019-11-07,12559
2019-11-08,12007
2019-11-09,12007
2019-11-10,11478
2019-11-11,11478
2019-11-12,11478
2019-11-13,11311
2019-11-14,11311
2019-11-15,11311
2019-11-16,11051
2019-11-17,11051
2019-11-18,11051
2019-11-19,10959
2019-11-20,10959
2019-11-21,10959
2019-11-22,11100
2019-11-23,11100
2019-11-24,11100
2019-11-25,11295
2019-11-26,11295
2019-11-27,11295
2019-11-28,11779
2019-11-29,11779
2019-11-30,11779
2019-12-01,11797
2019-12-02,11797
2019-12-03,11797
2019-12-04,11790
2019-12-05,11790
2019-12-06,11790
2019-12-07,11790
2019-12-08,11790
2019-12-09,11570
2019-12-10,11570
2019-12-11,11570
2019-12-12,11645
2019-12-13,11645
2019-12-14,11645
2019-12-15,11645
2019-12-16,12024
2019-12-17,12024
2019-12-18,12024
2019-12-19,12024
2019-12-20,11913
2019-12-21,11913
2019-12-22,11913
2019-12-23,12170
2019-12-24,12170
2019-12-25,12170
2019-12-26,12170
2019-12-27,12292
2019-12-28,12292
2019-12-29,12292
2019-12-30,12292
2019-12-31,12307
2020-01-01,12307
2020-01-02,12307
2020-01-03,12482
2020-01-04,12482
2020-01-05,12482
2020-01-06,12482
2020-01-07,12775
2020-01-08,12775
2020-01-09,12775
2020-01-10,12784
2020-01-11,12784
2020-01-12,12784
2020-01-13,12784
2020-01-14,13354
2020-01-15,13354
2020-01-16,13987
2020-01-17,13987
2020-01-18,13987
2020-01-19,14510
2020-01-20,14510
2020-01-21,14510
2020-01-22,14510
2020-01-23,14646
2020-01-24,14646
2020-01-25,14646
2020-01-26,15031
2020-01-27,15031
2020-01-28,15031
2020-01-29,15368
2020-01-30,15368
2020-01-31,15368
2020-02-01,15368
2020-02-02,15320
2020-02-03,15320
2020-02-04,15320
2020-02-05,15477
2020-02-06,15477
2020-02-07,15272
2020-02-08,15272
2020-02-09,15272
2020-02-10,15054
2020-02-11,15054
2020-02-12,15054
2020-02-13,14518
2020-02-14,14518
2020-02-15,14518
2020-02-16,13989
2020-02-17,13989
2020-02-18,13989
2020-02-19,13711
2020-02-20,13711
2020-02-21,13711
2020-02-22,13755
2020-02-23,13755
2020-02-24,13755
2020-02-25,13307
2020-02-26,13307
2020-02-27,13307
2020-02-28,13749
2020-02-29,13749
2020-03-01,13749
2020-03-02,14305
2020-03-03,14305
2020-03-04,14305
2020-03-05,14305
2020-03-06,14408
2020-03-07,14408
2020-03-08,14408
2020-03-09,14284
2020-03-10,14284
2020-03-11,14284
2020-03-12,14769
2020-03-13,14769
2020-03-14,14769
2020-03-15,14922
2020-03-16,14922
2020-03-17,14364
2020-03-18,14364
2020-03-19,14364
2020-03-20,14521
2020-03-21,14521
2020-03-22,14521
2020-03-23,14746
2020-03-24,14746
2020-03-25,14746
2020-03-26,14701
2020-03-27,14701
2020-03-28,14183
2020-03-29,14183
2020-03-30,14102
2020-03-31,14102
2020-04-01,14588
2020-04-02,14588
2020-04-03,14588
2020-04-04,15020
2020-04-05,15020
2020-04-06,14848
2020-04-07,14848
2020-04-08,14617
2020-04-09,14617
2020-04-10,14617
2020-04-11,14903
2020-04-12,14903
2020-04-13,14903
2020-04-14,14574
2020-04-15,14574
2020-04-16,14574
2020-04-17,14320
2020-04-18,14320
2020-04-19,14117
2020-04-20,14117
2020-04-21,14117
2020-04-22,14665
2020-04-23,14665
2020-04-24,14665
2020-04-25,14982
2020-04-26,14982
2020-04-27,15300
2020-04-28,15300
2020-04-29,15300
2020-04-30,16032
2020-05-01,16032
2020-05-02,16032
2020-05-03,16606
2020-05-04,16606
2020-05-05,16606
2020-05-06,17437
2020-05-07,17437
2020-05-08,17437
2020-05-09,17571
2020-05-10,17571
2020-05-11,17571
2020-05-12,17517
2020-05-13,17517
