date_obj,Ensouled%20dog%20head price
2020-03-20,989
2020-03-21,976
2020-03-22,992
2020-03-23,992
2020-03-24,990
2020-03-25,990
2020-03-26,993
2020-03-27,953
2020-03-28,951
2020-03-29,990
2020-03-30,1011
2020-03-31,1011
2020-04-01,1030
2020-04-02,1034
2020-04-03,1034
2020-04-04,1086
2020-04-05,1086
2020-04-06,1101
2020-04-07,1143
2020-04-08,1091
2020-04-09,1055
2020-04-10,1055
2020-04-11,1048
2020-04-12,1100
2020-04-13,1154
2020-04-14,1170
2020-04-15,1145
2020-04-16,1145
2020-04-17,1126
2020-04-18,1109
2020-04-19,1106
2020-04-20,1156
2020-04-21,1200
2020-04-22,1229
2020-04-23,1269
2020-04-24,1270
2020-04-25,1240
2020-04-26,1234
2020-04-27,1252
2020-04-28,1241
2020-04-29,1247
2020-04-30,1303
2020-05-01,1309
2020-05-02,1263
2020-05-03,1228
2020-05-04,1177
2020-05-05,1211
2020-05-06,1258
2020-05-07,1204
2020-05-08,1204
2020-05-09,1226
2020-05-10,1212
2020-05-11,1168
2020-05-12,1164
2020-05-13,1222
