date_obj,Mystic%20robe%20top%20(dark) price
2016-03-01,82458
2016-03-02,82787
2016-03-03,83110
2016-03-04,82904
2016-03-05,82422
2016-03-06,82495
2016-03-07,82714
2016-03-08,83399
2016-03-09,82893
2016-03-10,82608
2016-03-11,83812
2016-03-12,83287
2016-03-13,82881
2016-03-14,83072
2016-03-15,83075
2016-03-16,83067
2016-03-17,83454
2016-03-18,82735
2016-03-19,82581
2016-03-20,82759
2016-03-21,82856
2016-03-22,82383
2016-03-23,82203
2016-03-24,82605
2016-03-25,82828
2016-03-26,84104
2016-03-27,83583
2016-03-28,83387
2016-03-29,84037
2016-03-30,84037
2016-03-31,84462
2016-04-01,86294
2016-04-02,83963
2016-04-03,84435
2016-04-04,85467
2016-04-05,84184
2016-04-06,84082
2016-04-07,83290
2016-04-08,83727
2016-04-09,82979
2016-04-10,82164
2016-04-11,82164
2016-04-12,80752
2016-04-13,81690
2016-04-14,83323
2016-04-15,85173
2016-04-16,84356
2016-04-17,82590
2016-04-18,82227
2016-04-19,82126
2016-04-20,82116
2016-04-21,82349
2016-04-22,83873
2016-04-23,85951
2016-04-24,84578
2016-04-25,83072
2016-04-26,81984
2016-04-27,81781
2016-04-28,81784
2016-04-29,81968
2016-04-30,81890
2016-05-01,82183
2016-05-02,82576
2016-05-03,81950
2016-05-04,81939
2016-05-05,81762
2016-05-06,81762
2016-05-07,81576
2016-05-08,81668
2016-05-09,82505
2016-05-10,82561
2016-05-11,83499
2016-05-12,82926
2016-05-13,82623
2016-05-14,82638
2016-05-15,82135
2016-05-16,81654
2016-05-17,82435
2016-05-18,82967
2016-05-19,83712
2016-05-22,83897
2016-05-23,83777
2016-05-24,85282
2016-05-25,86824
2016-05-26,84790
2016-05-27,83758
2016-05-28,83459
2016-05-29,82808
2016-05-30,82443
2016-05-31,82628
2016-06-01,82017
2016-06-02,82650
2016-06-03,82314
2016-06-04,82510
2016-06-05,82684
2016-06-06,82686
2016-06-07,83020
2016-06-08,82450
2016-06-09,82512
2016-06-10,82583
2016-06-11,81738
2016-06-12,82804
2016-06-13,82645
2016-06-14,82463
2016-06-15,81635
2016-06-16,83133
2016-06-17,82464
2016-06-18,82480
2016-06-19,82684
2016-06-20,82922
2016-06-21,82686
2016-06-22,82239
2016-06-23,82308
2016-06-24,82176
2016-06-25,82924
2016-06-26,83497
2016-06-27,81733
2016-06-28,82161
2016-06-29,82589
2016-06-30,84958
2016-07-01,83994
2016-07-02,83159
2016-07-03,81869
2016-07-04,84026
2016-07-05,84862
2016-07-06,84427
2016-07-07,83660
2016-07-08,83745
2016-07-09,84435
2016-07-10,81888
2016-07-11,82819
2016-07-12,82339
2016-07-13,82399
2016-07-14,84006
2016-07-15,84425
2016-07-16,83298
2016-07-17,83331
2016-07-18,83150
2016-07-23,82844
2016-07-24,82997
2016-07-25,83035
2016-07-26,82472
2016-07-27,82254
2016-07-28,81432
2016-07-29,81838
2016-07-30,81729
2016-07-31,81765
2016-08-01,82344
2016-08-02,82728
2016-08-03,82483
2016-08-04,82201
2016-08-05,82311
2016-08-06,81683
2016-08-07,82335
2016-08-08,82736
2016-08-09,82337
2016-08-10,82467
2016-08-11,82420
2016-08-12,82608
2016-08-13,82096
2016-08-14,82257
2016-08-15,82068
2016-08-16,83329
2016-08-17,83298
2016-08-18,84278
2016-08-19,82266
2016-08-20,83031
2016-08-21,83776
2016-08-22,83311
2016-08-23,82884
2016-08-24,82752
2016-08-25,80838
2016-08-26,80838
2016-08-28,84009
2016-08-31,82634
2016-09-01,82117
2016-09-02,82117
2016-09-03,82563
2016-09-04,82452
2016-09-05,82810
2016-09-06,82964
2016-09-07,82857
2016-09-08,82492
2016-09-09,82332
2016-09-10,82591
2016-09-11,82591
2016-09-12,82460
2016-09-13,82407
2016-09-14,82397
2016-09-15,82494
2016-09-16,84926
2016-09-17,85861
2016-09-18,85234
2016-09-19,83074
2016-09-20,82454
2016-09-21,82025
2016-09-22,83319
2016-09-23,83048
2016-09-24,83048
2016-09-25,82676
2016-09-26,82912
2016-09-27,81780
2016-09-28,81595
2016-09-29,81147
2016-09-30,80023
2016-10-01,80635
2016-10-02,81146
2016-10-03,81230
2016-10-04,81372
2016-10-05,81818
2016-10-06,81931
2016-10-07,81660
2016-10-08,81812
2016-10-09,81358
2016-10-10,81820
2016-10-11,81577
2016-10-12,82096
2016-10-13,82057
2016-10-14,82438
2016-10-15,82215
2016-10-16,82282
2016-10-17,82410
2016-10-18,82357
2016-10-19,82604
2016-10-20,82554
2016-10-21,82332
2016-10-22,82443
2016-10-23,83105
2016-10-24,83141
2016-10-25,82404
2016-10-26,83315
2016-10-27,83047
2016-10-28,81910
2016-10-29,82924
2016-10-30,83196
2016-10-31,83289
2016-11-01,82298
2016-11-02,82416
2016-11-03,82917
2016-11-04,82718
2016-11-05,81951
2016-11-06,81555
2016-11-07,80524
2016-11-08,81604
2016-11-09,82393
2016-11-10,81478
2016-11-11,80353
2016-11-12,80172
2016-11-13,82121
2016-11-14,80975
2016-12-07,81766
2016-12-08,81427
2016-12-09,81997
2016-12-10,82202
2016-12-11,82233
2016-12-12,81604
2016-12-13,81858
2016-12-14,82466
2016-12-15,81788
2016-12-16,81868
2016-12-17,82646
2016-12-18,83708
2016-12-19,83246
2016-12-20,84160
2016-12-21,83543
2016-12-22,81684
2016-12-23,80559
2016-12-24,81430
2016-12-25,82469
2016-12-26,82675
2016-12-27,83027
2016-12-28,82154
2016-12-29,82326
2016-12-30,82256
2016-12-31,82038
2017-01-01,82377
2017-01-02,82205
2017-01-03,82407
2017-01-04,81831
2017-01-05,80600
2017-01-06,81056
2017-01-07,80542
2017-01-08,80458
2017-01-09,81486
2017-01-10,81614
2017-01-11,82200
2017-01-12,81928
2017-01-13,81858
2017-01-14,81824
2017-01-15,81871
2017-01-16,81120
2017-01-17,81714
2017-01-18,81655
2017-01-19,82130
2017-01-20,81716
2017-01-21,82281
2017-01-22,82068
2017-01-27,81693
2017-01-28,81929
2017-01-29,81679
2017-01-30,81371
2017-01-31,82136
2017-02-01,82412
2017-02-02,81573
2017-02-03,82498
2017-02-04,83308
2017-02-05,81240
2017-02-06,81144
2017-02-07,82097
2017-02-08,82653
2017-02-09,80945
2017-02-10,81811
2017-02-11,82300
2017-02-12,81364
2017-02-13,81593
2017-02-14,81333
2017-02-15,80388
2017-02-16,80854
2017-02-18,81867
2017-02-19,81281
2017-02-20,82197
2017-02-21,82250
2017-02-22,82145
2017-02-23,81013
2017-02-24,81262
2017-02-25,82124
2017-02-26,81213
2017-02-27,82012
2017-02-28,82056
2017-03-01,82077
2017-03-02,82284
2017-03-03,82655
2017-03-04,83267
2017-03-05,84445
2017-03-06,83687
2017-03-07,84383
2017-03-08,84921
2017-03-09,84112
2017-03-10,83796
2017-03-11,82647
2017-03-12,81535
2017-03-13,80307
2017-03-14,80686
2017-03-15,81084
2017-03-16,82087
2017-03-17,81513
2017-03-18,80552
2017-03-19,81736
2017-03-20,82623
2017-03-21,82051
2017-03-22,82480
2017-03-23,82413
2017-03-24,81746
2017-03-25,81960
2017-03-26,81804
2017-03-27,81853
2017-03-28,82340
2017-03-29,81994
2017-03-30,82013
2017-03-31,82406
2017-04-01,82980
2017-04-02,82087
2017-04-03,82286
2017-04-04,82233
2017-04-12,82467
2017-04-13,82885
2017-04-14,82456
2017-04-15,81857
2017-04-16,81564
2017-04-17,81910
2017-04-18,83131
2017-04-19,82952
2017-04-20,81628
2017-04-21,79418
2017-04-22,77728
2017-04-23,77056
2017-04-24,76277
2017-04-25,74947
2017-04-26,75668
2017-04-27,77392
2017-04-28,79815
2017-04-29,80745
2017-04-30,80723
2017-05-01,80153
2017-05-02,80181
2017-05-03,79986
2017-05-04,79595
2017-05-05,79348
2017-05-06,79185
2017-05-07,78591
2017-05-08,79635
2017-05-09,80008
2017-05-10,79610
2017-05-11,79178
2017-05-12,80004
2017-05-13,80811
2017-05-14,81903
2017-05-15,82002
2017-05-16,81434
2017-05-17,80286
2017-05-18,81204
2017-05-19,81549
2017-05-20,82439
2017-05-21,80943
2017-05-22,81818
2017-05-23,82988
2017-05-24,82614
2017-05-25,80021
2017-05-26,76802
2017-05-27,73316
2017-05-28,72442
2017-05-29,72387
2017-05-30,72375
2017-05-31,71749
2017-06-01,71275
2017-06-02,71295
2017-06-03,71378
2017-06-06,71925
2017-06-07,71712
2017-06-08,71135
2017-06-09,71740
2017-06-10,71620
2017-06-11,71832
2017-06-12,71424
2017-06-13,71627
2017-06-14,71780
2017-06-15,72018
2017-06-16,71891
2017-06-17,71512
2017-06-18,71600
2017-06-19,71820
2017-06-20,71708
2017-06-21,71490
2017-06-22,71493
2017-06-23,71128
2017-06-24,72229
2017-06-25,72370
2017-06-26,71784
2017-06-27,71539
2017-06-28,71639
2017-06-29,71970
2017-06-30,72043
2017-07-01,71875
2017-07-02,72376
2017-07-03,73220
2017-07-04,71936
2017-07-05,72306
2017-07-06,71590
2017-07-07,71341
2017-07-08,71302
2017-07-13,71626
2017-07-14,71851
2017-07-15,71636
2017-07-16,71570
2017-07-17,71811
2017-07-18,71823
2017-07-19,71734
2017-07-20,71688
2017-07-21,71626
2017-07-22,71396
2017-07-23,71736
2017-07-24,71759
2017-07-25,71919
2017-07-26,71749
2017-07-27,71688
2017-07-28,72349
2017-07-29,71590
2017-07-30,71554
2017-07-31,71544
2017-08-01,71712
2017-08-02,71851
2017-08-03,71949
2017-08-04,71707
2017-08-05,71737
2017-08-06,71599
2017-08-09,71580
2017-08-10,72557
2017-08-11,73443
2017-08-12,71628
2017-08-13,71305
2017-08-14,72698
2017-08-15,73048
2017-08-16,72294
2017-08-17,72793
2017-08-18,72263
2017-08-19,72072
2017-08-20,72198
2017-08-22,72748
2017-08-23,72164
2017-08-24,71746
2017-08-25,71702
2017-08-26,72307
2017-08-27,73244
2017-08-28,72301
2017-08-29,72146
2017-08-30,71676
2017-08-31,71892
2017-09-01,71981
2017-09-02,71926
2017-09-03,71909
2017-09-04,71921
2017-09-05,71609
2017-09-06,71768
2017-09-07,71360
2017-09-08,71557
2017-09-09,71751
2017-09-10,72450
2017-09-11,71627
2017-09-12,72665
2017-09-13,72550
2017-09-14,72326
2017-09-15,71326
2017-09-16,70869
2017-09-17,71464
2017-09-19,71565
2017-09-20,71660
2017-09-21,73315
2017-09-22,74827
2017-09-23,73525
2017-09-24,72427
2017-09-25,72406
2017-09-26,72045
2017-09-27,71534
2017-09-28,71367
2017-09-29,71656
2017-09-30,71826
2017-10-01,71596
2017-10-02,71725
2017-10-03,71556
2017-10-04,71285
2017-10-05,71523
2017-10-06,71608
2017-10-07,71826
2017-10-08,71509
2017-10-09,72333
2017-10-10,72412
2017-10-11,73400
2017-10-12,72830
2017-10-13,72536
2017-10-14,71680
2017-10-15,71874
2017-10-16,71707
2017-10-17,70455
2017-10-18,71343
2017-10-19,71873
2017-10-20,71979
2017-10-21,73922
2017-10-22,72411
2017-10-23,72791
2017-10-24,72476
2017-10-25,71813
2017-10-26,72382
2017-10-27,72500
2017-10-28,72597
2017-10-29,73176
2017-10-30,73543
2017-10-31,72049
2017-11-01,71603
2017-11-02,71715
2017-11-03,71622
2017-11-04,71924
2017-11-05,71375
2017-11-06,71571
2017-11-07,71561
2017-11-08,71590
2017-11-09,71513
2017-11-10,71676
2017-11-11,71932
2017-11-12,72772
2017-11-13,73906
2017-11-14,72665
2017-11-15,71920
2017-11-16,71463
2017-11-17,72026
2017-11-18,71927
2017-11-19,71908
2017-11-20,71744
2017-11-21,71738
2017-11-22,71873
2017-11-23,73695
2017-11-24,73224
2017-11-25,72539
2017-11-26,72551
2017-11-27,72578
2017-11-28,72566
2017-11-29,72802
2017-11-30,72076
2017-12-01,71744
2017-12-02,70939
2017-12-03,71770
2017-12-04,71946
2017-12-05,71815
2017-12-06,71747
2017-12-07,71809
2017-12-08,71699
2017-12-09,71892
2017-12-10,71690
2017-12-11,71683
2017-12-12,71660
2017-12-14,71416
2017-12-15,71537
2017-12-17,72072
2017-12-18,72156
2017-12-19,71829
2017-12-20,71975
2017-12-21,71887
2017-12-22,71739
2017-12-23,71998
2017-12-24,71990
2017-12-25,72641
2017-12-26,73070
2017-12-27,74904
2017-12-28,76574
2017-12-29,74912
2017-12-30,73071
2017-12-31,72246
2018-01-01,72018
2018-01-02,72077
2018-01-03,72183
2018-01-04,72171
2018-01-05,72077
2018-01-06,71725
2018-01-07,72212
2018-01-08,72633
2018-01-09,72078
2018-01-10,71843
2018-01-11,72304
2018-01-12,72022
2018-01-13,72071
2018-01-14,71947
2018-01-15,71493
2018-01-16,71929
2018-01-17,72100
2018-01-18,72833
2018-01-19,72896
2018-01-20,72079
2018-01-21,72295
2018-01-22,72232
2018-01-23,72516
2018-01-25,72151
2018-01-26,71921
2018-01-27,72461
2018-01-28,72178
2018-01-29,72409
2018-01-31,73499
2018-02-01,72192
2018-02-02,72223
2018-02-03,72810
2018-02-04,72776
2018-02-05,71848
2018-02-06,71911
2018-02-07,71843
2018-02-08,71658
2018-02-09,72024
2018-02-10,71521
2018-02-11,72282
2018-02-12,71843
2018-02-13,71546
2018-02-14,71804
2018-02-15,72296
2018-02-16,73578
2018-02-17,73775
2018-02-18,72243
2018-02-19,72714
2018-02-20,72292
2018-02-21,72221
2018-02-22,73911
2018-02-23,73768
2018-02-24,72451
2018-02-25,72469
2018-02-26,71971
2018-02-27,72035
2018-03-01,72508
2018-03-02,72651
2018-03-03,72229
2018-03-04,72694
2018-03-05,72412
2018-03-06,72455
2018-03-07,72268
2018-03-08,72147
2018-03-09,72029
2018-03-10,71799
2018-03-11,71837
2018-03-12,72018
2018-03-13,71985
2018-03-14,71708
2018-03-15,72909
2018-03-16,72356
2018-03-17,71911
2018-03-18,72140
2018-03-19,71866
2018-03-20,72597
2018-03-21,72493
2018-03-23,72566
2018-03-24,72316
2018-03-26,71971
2018-03-27,71765
2018-03-28,71956
2018-03-29,71914
2018-03-30,72045
2018-03-31,71833
2018-04-01,71654
2018-04-02,71731
2018-04-03,71726
2018-04-04,71705
2018-04-05,71875
2018-04-06,71719
2018-04-07,72255
2018-04-09,72730
2018-04-10,72036
2018-04-11,71857
2018-04-12,72360
2018-04-13,74819
2018-04-14,78028
2018-04-15,79325
2018-04-16,78948
2018-04-17,76958
2018-04-18,76524
2018-04-19,75483
2018-04-20,74132
2018-04-21,73003
2018-04-22,72883
2018-04-23,73399
2018-04-24,72068
2018-04-25,71940
2018-04-26,72038
2018-04-27,72431
2018-04-28,72773
2018-04-29,72504
2018-04-30,71666
2018-05-01,72147
2018-05-04,71970
2018-05-05,72553
2018-05-06,72402
2018-05-07,72380
2018-05-08,72410
2018-05-09,72446
2018-05-10,72982
2018-05-11,73676
2018-05-12,73767
2018-05-13,72524
2018-05-14,72713
2018-05-15,72990
2018-05-16,72304
2018-05-17,72359
2018-05-18,72299
2018-05-19,73080
2018-05-20,72773
2018-05-21,73378
2018-05-22,73276
2018-05-23,73234
2018-05-24,74534
2018-05-25,75948
2018-05-26,75817
2018-05-27,74696
2018-05-28,73017
2018-05-29,72656
2018-05-30,72833
2018-05-31,72318
2018-06-01,72346
2018-06-02,72140
2018-06-03,72139
2018-06-04,71950
2018-06-05,72311
2018-06-06,71143
2018-06-07,71485
2018-06-08,70921
2018-06-09,71146
2018-06-10,71339
2018-06-11,71259
2018-06-12,71578
2018-06-13,71961
2018-06-14,71490
2018-06-15,71636
2018-06-16,72072
2018-06-17,72193
2018-06-18,72111
2018-06-19,72227
2018-06-20,72114
2018-06-21,72430
2018-06-22,72096
2018-06-23,72264
2018-06-24,72417
2018-06-25,71911
2018-06-26,71563
2018-06-27,71630
2018-06-28,71791
2018-06-29,73658
2018-06-30,73576
2018-07-01,74250
2018-07-02,73932
2018-07-03,72785
2018-07-04,72400
2018-07-05,71764
2018-07-06,71874
2018-07-07,72039
2018-07-08,71927
2018-07-09,71926
2018-07-10,72385
2018-07-11,72312
2018-07-12,72179
2018-07-13,72569
2018-07-14,72299
2018-07-15,72620
2018-07-16,72328
2018-07-17,72012
2018-07-18,72082
2018-07-19,72177
2018-07-20,72155
2018-07-21,72652
2018-07-22,73922
2018-07-23,74046
2018-07-24,72830
2018-07-25,72487
2018-07-26,72419
2018-07-27,72165
2018-07-28,71776
2018-07-29,71930
2018-07-30,72020
2018-07-31,72435
2018-08-01,72523
2018-08-02,73031
2018-08-03,72304
2018-08-04,72873
2018-08-05,74155
2018-08-06,74293
2018-08-07,74671
2018-08-08,73837
2018-08-09,73385
2018-08-10,73092
2018-08-11,73045
2018-08-12,73408
2018-08-14,72901
2018-08-16,72887
2018-08-17,72656
2018-08-18,72498
2018-08-19,72535
2018-08-20,72561
2018-08-21,71242
2018-08-22,72236
2018-08-23,72487
2018-08-24,72163
2018-08-25,72128
2018-08-26,72060
2018-08-27,71982
2018-08-28,72429
2018-08-29,73329
2018-08-30,74125
2018-08-31,74885
2018-09-01,74602
2018-09-02,74348
2018-09-03,73508
2018-09-04,73566
2018-09-05,73623
2018-09-06,74269
2018-09-07,73546
2018-09-08,72843
2018-09-09,72535
2018-09-10,71877
2018-09-11,71710
2018-09-12,72046
2018-09-13,72255
2018-09-14,72569
2018-09-15,72140
2018-09-16,71903
2018-09-17,71950
2018-09-18,72078
2018-09-19,72018
2018-09-20,72198
2018-09-21,72034
2018-09-22,71966
2018-09-23,71809
2018-09-24,71983
2018-09-25,71988
2018-09-26,71888
2018-09-27,71869
2018-09-28,72066
2018-09-29,72158
2018-09-30,71997
2018-10-02,72265
2018-10-03,71910
2018-10-04,72769
2018-10-05,71980
2018-10-06,72497
2018-10-07,72159
2018-10-08,72095
2018-10-09,72530
2018-10-10,71927
2018-10-11,72116
2018-10-12,70847
2018-10-13,71790
2018-10-14,71729
2018-10-15,72274
2018-10-16,73053
2018-10-17,73162
2018-10-18,72536
2018-10-19,72606
2018-10-20,72587
2018-10-21,72485
2018-10-22,72517
2018-10-23,72630
2018-10-24,72231
2018-10-25,72131
2018-10-26,72049
2018-10-27,71850
2018-10-28,72008
2018-10-29,71959
2018-10-30,72095
2018-10-31,72197
2018-11-01,72226
2018-11-03,72044
2018-11-04,71977
2018-11-05,71919
2018-11-06,71805
2018-11-07,72014
2018-11-08,72130
2018-11-09,71994
2018-11-10,72020
2018-11-11,71935
2018-11-12,72008
2018-11-13,72016
2018-11-15,71866
2018-11-16,71855
2018-11-17,71803
2018-11-18,71945
2018-11-19,71862
2018-11-20,71869
2018-11-21,71779
2018-11-22,71755
2018-11-23,71575
2018-11-24,71686
2018-11-25,71824
2018-11-26,71836
2018-11-27,71948
2018-11-28,72099
2018-11-29,72212
2018-12-01,72588
2018-12-02,72323
2018-12-03,71917
2018-12-04,72005
2018-12-05,73052
2018-12-07,72232
2018-12-09,73375
2018-12-11,74413
2018-12-12,74149
2018-12-13,73797
2018-12-14,73532
2018-12-15,73194
2018-12-16,72663
2018-12-17,72132
2018-12-18,72274
2018-12-19,72051
2018-12-20,72183
2018-12-21,73489
2018-12-22,72816
2018-12-23,72495
2018-12-24,72156
2018-12-25,72225
2018-12-26,71868
2018-12-27,71842
2018-12-28,71904
2018-12-29,73233
2018-12-30,73394
2018-12-31,73075
2019-01-01,72495
2019-01-02,72636
2019-01-03,72641
2019-01-04,72064
2019-01-05,72004
2019-01-06,71830
2019-01-08,71926
2019-01-10,71700
2019-01-11,71633
2019-01-12,71980
2019-01-13,72166
2019-01-14,72144
2019-01-15,72200
2019-01-16,72665
2019-01-17,72366
2019-01-18,72063
2019-01-19,72188
2019-01-20,72362
2019-01-21,72441
2019-01-22,72598
2019-01-23,72489
2019-01-24,72263
2019-01-25,72552
2019-01-26,72486
2019-01-27,71880
2019-01-28,72082
2019-01-29,72153
2019-01-30,72208
2019-01-31,71954
2019-02-01,72082
2019-02-02,72132
2019-02-03,72181
2019-02-04,72077
2019-02-05,72123
2019-02-06,72001
2019-02-07,72066
2019-02-08,71825
2019-02-09,72017
2019-02-10,72230
2019-02-11,71975
2019-02-12,72074
2019-02-13,72076
2019-02-14,72221
2019-02-15,72088
2019-02-16,72034
2019-02-17,71947
2019-02-18,71940
2019-02-19,71865
2019-02-20,71848
2019-02-21,71970
2019-02-22,71609
2019-02-23,71656
2019-02-24,71804
2019-02-25,72081
2019-02-26,71843
2019-02-27,71839
2019-02-28,72100
2019-03-01,71795
2019-03-02,71650
2019-03-03,72037
2019-03-04,73049
2019-03-05,72368
2019-03-06,72736
2019-03-07,72566
2019-03-08,72692
2019-03-09,72404
2019-03-10,72469
2019-03-11,72516
2019-03-12,72162
2019-03-13,72148
2019-03-14,72351
2019-03-15,71876
2019-03-16,71868
2019-03-17,72045
2019-03-18,72278
2019-03-19,72047
2019-03-20,72199
2019-03-21,72608
2019-03-22,72234
2019-03-23,72336
2019-03-24,72419
2019-03-25,71935
2019-03-26,72162
2019-03-27,72073
2019-03-28,72102
2019-03-29,72029
2019-03-30,72513
2019-03-31,72420
2019-04-01,72075
2019-04-02,72273
