date_obj,Bronze%20platebody%20(g) price
2019-03-24,131286
2019-03-25,131286
2019-03-26,132799
2019-03-27,132799
2019-03-28,131714
2019-03-29,130740
2019-03-30,130740
2019-03-31,129966
2019-04-01,130145
2019-04-02,130145
2019-04-03,127522
2019-04-04,125200
2019-04-05,123609
2019-04-06,123609
2019-04-07,123787
2019-04-08,122994
2019-04-09,122290
2019-04-10,123441
2019-04-11,121150
2019-04-12,119196
2019-04-13,118667
2019-04-14,120645
2019-04-15,120367
2019-04-16,119720
2019-04-17,122589
2019-04-18,123788
2019-04-19,123379
2019-04-20,123736
2019-04-21,123736
2019-04-22,123669
2019-04-23,121513
2019-04-24,120277
2019-04-25,119540
2019-04-26,118348
2019-04-27,116782
2019-04-28,117841
2019-04-29,113528
2019-04-30,108755
2019-05-01,104714
2019-05-02,100597
2019-05-03,95797
2019-05-04,91292
2019-05-05,88087
2019-05-06,85918
2019-05-07,83896
2019-05-08,81790
2019-05-09,81790
2019-05-10,81534
2019-05-11,81534
2019-05-12,81611
2019-05-13,81283
2019-05-14,80402
2019-05-15,80402
2019-05-16,82633
2019-05-17,82633
2019-05-18,82685
2019-05-19,82685
2019-05-20,80633
2019-05-21,80633
2019-05-22,79694
2019-05-23,78799
2019-05-24,78799
2019-05-25,78267
2019-05-26,78267
2019-05-27,77711
2019-05-28,79101
2019-05-29,76970
2019-05-30,76970
2019-05-31,78565
2019-06-01,78565
2019-06-02,79534
2019-06-03,79534
2019-06-04,78955
2019-06-05,81097
2019-06-06,82294
2019-06-07,82294
2019-06-08,81060
2019-06-09,79181
2019-06-10,79181
2019-06-11,79348
2019-06-12,79348
2019-06-13,79996
2019-06-14,80822
2019-06-15,80822
2019-06-16,81237
2019-06-17,82419
2019-06-18,82419
2019-06-19,82951
2019-06-20,84000
2019-06-21,84000
2019-06-22,85923
2019-06-23,86542
2019-06-24,86542
2019-06-25,87243
2019-06-26,86779
2019-06-27,89471
2019-06-28,89471
2019-06-29,89695
2019-06-30,90984
2019-07-01,90984
2019-07-02,92853
2019-07-03,93940
2019-07-04,93940
2019-07-05,94463
2019-07-06,94463
2019-07-07,95333
2019-07-08,95333
2019-07-09,97414
2019-07-10,97414
2019-07-11,97712
2019-07-12,97802
2019-07-13,97802
2019-07-14,100386
2019-07-15,100386
2019-07-16,104844
2019-07-17,107407
2019-07-18,107407
2019-07-19,105445
2019-07-20,105445
2019-07-21,103199
2019-07-22,100671
2019-07-23,100671
2019-07-24,99360
2019-07-25,99360
2019-07-26,99574
2019-07-27,97623
2019-07-28,97623
2019-07-29,93527
2019-07-30,92366
2019-07-31,93242
2019-08-01,93242
2019-08-02,93200
2019-08-03,93545
2019-08-04,93545
2019-08-05,93433
2019-08-06,93433
2019-08-07,92434
2019-08-08,92434
2019-08-09,93919
2019-08-10,95368
2019-08-11,95368
2019-08-12,96823
2019-08-13,96823
2019-08-14,97672
2019-08-15,97672
2019-08-16,98557
2019-08-17,98557
2019-08-18,99898
2019-08-19,99898
2019-08-20,100591
2019-08-21,100591
2019-08-22,101546
2019-08-23,101546
2019-08-24,102140
2019-08-24,102140
2019-08-25,102140
2019-08-25,102140
2019-08-26,102971
2019-08-27,102971
2019-08-27,102971
2019-08-28,104268
2019-08-29,104268
2019-08-30,104804
2019-08-31,104804
2019-09-01,106047
2019-09-02,106047
2019-09-03,108917
2019-09-04,111996
2019-09-05,111996
2019-09-06,113965
2019-09-07,114895
2019-09-08,114895
2019-09-09,119131
2019-09-10,119131
2019-09-11,123830
2019-09-12,123830
2019-09-13,126586
2019-09-14,126586
2019-09-15,130390
2019-09-16,132003
2019-09-17,132003
2019-09-18,134919
2019-09-19,134919
2019-09-20,137722
2019-09-21,137722
2019-09-22,137646
2019-09-23,137646
2019-09-24,134004
2019-09-25,134004
2019-09-26,128646
2019-09-27,128646
2019-09-28,124289
2019-09-29,124289
2019-09-30,119366
2019-10-01,117395
2019-10-02,117395
2019-10-03,116487
2019-10-04,116487
2019-10-05,118733
2019-10-06,121067
2019-10-07,121067
2019-10-08,123198
2019-10-09,123198
2019-10-10,120376
2019-10-11,120376
2019-10-12,118315
2019-10-13,118204
2019-10-14,118204
2019-10-15,116681
2019-10-16,114563
2019-10-17,114563
2019-10-18,111608
2019-10-19,111608
2019-10-20,109604
2019-10-21,109604
2019-10-22,108015
2019-10-23,104633
2019-10-24,104633
2019-10-25,101570
2019-10-26,98824
2019-10-27,98824
2019-10-28,99239
2019-10-29,99239
2019-10-30,100066
2019-10-31,100066
2019-11-01,97466
2019-11-02,98320
2019-11-03,101257
2019-11-04,101257
2019-11-05,99714
2019-11-06,99714
2019-11-07,101956
2019-11-08,101956
2019-11-09,102331
2019-11-10,103709
2019-11-11,103709
2019-11-12,104104
2019-11-13,104104
2019-11-14,101291
2019-11-15,101291
2019-11-16,98438
2019-11-17,98438
2019-11-18,97963
2019-11-19,97963
2019-11-20,98559
2019-11-21,98559
2019-11-22,100709
2019-11-23,100709
2019-11-24,98565
2019-11-25,95871
2019-11-26,95871
2019-11-27,94064
2019-11-28,94064
2019-11-29,94989
2019-11-30,94989
2019-12-01,94323
2019-12-02,94323
2019-12-03,94719
2019-12-04,94719
2019-12-05,92766
2019-12-06,92766
2019-12-07,91963
2019-12-08,91963
2019-12-09,90783
2019-12-10,90783
2019-12-11,89858
2019-12-12,89858
2019-12-13,91615
2019-12-14,91615
2019-12-15,92297
2019-12-16,92297
2019-12-17,94689
2019-12-18,94689
2019-12-19,98679
2019-12-20,98679
2019-12-21,100744
2019-12-22,102006
2019-12-23,102006
2019-12-24,102982
2019-12-25,104558
2019-12-26,104558
2019-12-27,105818
2019-12-28,105878
2019-12-29,105878
2019-12-30,106260
2019-12-31,106260
2020-01-01,107157
2020-01-02,108169
2020-01-03,108169
2020-01-04,110787
2020-01-05,113590
2020-01-06,113590
2020-01-07,114181
2020-01-08,114181
2020-01-09,115800
2020-01-10,115800
2020-01-11,116229
2020-01-12,116229
2020-01-13,115445
2020-01-14,115445
2020-01-15,115023
2020-01-16,115023
2020-01-17,117020
2020-01-18,117020
2020-01-19,117785
2020-01-20,117785
2020-01-21,119971
2020-01-22,119971
2020-01-23,119188
2020-01-24,119188
2020-01-25,120697
2020-01-26,121658
2020-01-27,121795
2020-01-28,121795
2020-01-29,122758
2020-01-30,122758
2020-01-31,122985
2020-02-01,122985
2020-02-02,123904
2020-02-03,123904
2020-02-04,120727
2020-02-05,120727
2020-02-06,119408
2020-02-07,119408
2020-02-08,119048
2020-02-09,119048
2020-02-10,119198
2020-02-11,119198
2020-02-12,120122
2020-02-13,120122
2020-02-14,117722
2020-02-15,117722
2020-02-16,116944
2020-02-17,116664
2020-02-18,116664
2020-02-19,116000
2020-02-20,117359
2020-02-21,117359
2020-02-22,120597
2020-02-23,120597
2020-02-24,120707
2020-02-25,120707
2020-02-26,121245
2020-02-27,121245
2020-02-28,121897
2020-02-29,121897
2020-03-01,121251
2020-03-02,121251
2020-03-03,120248
2020-03-04,120248
2020-03-05,118059
2020-03-06,113183
2020-03-07,113183
2020-03-08,115483
2020-03-09,115483
2020-03-10,117231
2020-03-11,117231
2020-03-12,116506
2020-03-13,116506
2020-03-14,119413
2020-03-15,119413
2020-03-16,121563
2020-03-17,121563
2020-03-18,120567
2020-03-19,120567
2020-03-20,120745
2020-03-21,120745
2020-03-22,119905
2020-03-23,119905
2020-03-24,118947
2020-03-25,120312
2020-03-26,120869
2020-03-27,120620
2020-03-28,117141
2020-03-29,118022
2020-03-30,120178
2020-03-31,119703
2020-04-01,120489
2020-04-02,122922
2020-04-03,122922
2020-04-04,124507
2020-04-05,124507
2020-04-06,126921
2020-04-07,128353
2020-04-08,130031
2020-04-09,131869
2020-04-10,131869
2020-04-11,129733
2020-04-12,125883
2020-04-13,125883
2020-04-14,124235
2020-04-15,122934
2020-04-16,122934
2020-04-17,122619
2020-04-18,122391
2020-04-19,122767
2020-04-20,122928
2020-04-21,122928
2020-04-22,122867
2020-04-23,122867
2020-04-24,123367
2020-04-25,123367
2020-04-26,122183
2020-04-27,120278
2020-04-28,120789
2020-04-29,120789
2020-04-30,121209
2020-05-01,121209
2020-05-02,121553
2020-05-03,121052
2020-05-04,121052
2020-05-05,120524
2020-05-06,120477
2020-05-07,122444
2020-05-08,122444
2020-05-09,123141
2020-05-10,122916
2020-05-11,122916
2020-05-12,122370
2020-05-13,121297
