date_obj,Bandos%20full%20helm price
2019-03-20,22522
2019-03-21,22426
2019-03-22,22452
2019-03-23,22786
2019-03-24,23133
2019-03-25,23677
2019-03-26,24037
2019-03-27,23489
2019-03-28,23420
2019-03-29,23289
2019-03-30,23289
2019-03-31,23491
2019-04-01,23044
2019-04-02,22509
2019-04-03,22618
2019-04-04,22372
2019-04-05,21829
2019-04-06,21589
2019-04-07,21471
2019-04-08,21602
2019-04-09,21573
2019-04-10,21488
2019-04-11,21028
2019-04-12,21279
2019-04-13,21411
2019-04-14,21545
2019-04-15,21430
2019-04-16,21193
2019-04-17,21144
2019-04-18,21729
2019-04-19,21964
2019-04-20,22039
2019-04-21,22010
2019-04-22,21928
2019-04-23,22299
2019-04-24,22252
2019-04-25,22333
2019-04-26,22251
2019-04-27,22325
2019-04-28,21478
2019-04-29,21104
2019-04-30,20995
2019-05-01,20785
2019-05-02,20604
2019-05-03,20770
2019-05-04,21046
2019-05-05,20785
2019-05-06,20659
2019-05-07,20845
2019-05-08,21507
2019-05-09,21872
2019-05-10,22003
2019-05-11,21595
2019-05-12,21455
2019-05-13,22315
2019-05-14,22507
2019-05-15,22940
2019-05-16,23194
2019-05-17,23428
2019-05-18,23412
2019-05-19,23286
2019-05-20,23391
2019-05-21,23873
2019-05-22,23935
2019-05-23,24018
2019-05-24,24438
2019-05-25,25222
2019-05-26,25484
2019-05-27,26077
2019-05-28,26822
2019-05-29,27235
2019-05-30,26941
2019-05-31,26201
2019-06-01,25559
2019-06-02,24949
2019-06-03,24377
2019-06-04,24372
2019-06-05,24789
2019-06-06,24699
2019-06-07,24299
2019-06-08,24049
2019-06-09,24807
2019-06-10,24807
2019-06-11,25244
2019-06-12,25857
2019-06-13,26450
2019-06-14,26764
2019-06-15,26832
2019-06-16,27302
2019-06-17,27699
2019-06-18,27900
2019-06-19,27940
2019-06-20,28118
2019-06-21,27520
2019-06-22,26968
2019-06-23,26699
2019-06-24,26515
2019-06-25,25888
2019-06-26,26343
2019-06-27,26689
2019-06-28,27055
2019-06-29,27555
2019-06-30,27793
2019-07-01,27736
2019-07-02,27584
2019-07-03,28017
2019-07-04,28037
2019-07-05,27588
2019-07-06,27002
2019-07-07,27208
2019-07-08,27252
2019-07-09,26388
2019-07-10,26169
2019-07-11,26365
2019-07-12,26085
2019-07-13,25477
2019-07-14,24246
2019-07-15,23589
2019-07-16,23106
2019-07-17,22645
2019-07-18,22971
2019-07-19,23189
2019-07-20,23077
2019-07-21,23223
2019-07-22,23243
2019-07-23,24068
2019-07-24,24224
2019-07-25,24838
2019-07-26,24998
2019-07-27,24576
2019-07-28,24008
2019-07-29,23381
2019-07-30,23037
2019-07-31,23346
2019-08-01,23117
2019-08-02,22819
2019-08-03,22391
2019-08-04,22371
2019-08-05,22468
2019-08-06,22155
2019-08-07,21864
2019-08-08,21809
2019-08-09,21731
2019-08-10,22035
2019-08-11,22308
2019-08-12,22126
2019-08-13,22458
2019-08-14,22470
2019-08-15,22570
2019-08-16,22790
2019-08-17,23118
2019-08-18,24131
2019-08-19,25128
2019-08-20,25983
2019-08-21,26154
2019-08-22,26206
2019-08-23,25698
2019-08-24,26248
2019-08-24,26248
2019-08-25,26610
2019-08-25,26610
2019-08-26,27080
2019-08-27,27215
2019-08-27,27215
2019-08-28,27969
2019-08-29,27194
2019-08-30,26352
2019-08-31,26352
2019-09-01,26516
2019-09-02,26516
2019-09-03,26111
2019-09-04,25668
2019-09-05,25626
2019-09-06,25573
2019-09-07,25483
2019-09-08,25266
2019-09-09,24918
2019-09-10,24902
2019-09-11,24664
2019-09-12,24567
2019-09-13,24220
2019-09-14,23947
2019-09-15,23275
2019-09-16,23302
2019-09-17,22936
2019-09-18,22737
2019-09-19,22651
2019-09-20,22816
2019-09-21,22817
2019-09-22,22597
2019-09-23,22937
2019-09-24,23472
2019-09-25,23951
2019-09-26,24473
2019-09-27,24473
2019-09-28,24820
2019-09-29,24294
2019-09-30,24747
2019-10-01,25047
2019-10-02,25207
2019-10-03,25321
2019-10-04,25427
2019-10-05,25968
2019-10-06,25940
2019-10-07,25868
2019-10-08,25795
2019-10-09,25795
2019-10-10,25432
2019-10-11,25228
2019-10-12,25014
2019-10-13,24346
2019-10-14,23786
2019-10-15,22919
2019-10-16,22343
2019-10-17,22343
2019-10-18,22719
2019-10-19,22851
2019-10-20,22913
2019-10-21,22747
2019-10-22,22795
2019-10-23,23057
2019-10-24,22426
2019-10-25,22506
2019-10-26,22953
2019-10-27,22740
2019-10-28,22878
2019-10-29,22878
2019-10-30,23049
2019-10-31,22063
2019-11-01,21827
2019-11-02,21449
2019-11-03,21731
2019-11-04,21731
2019-11-05,21731
2019-11-06,21539
2019-11-07,21810
2019-11-08,22001
2019-11-09,21949
2019-11-10,22051
2019-11-11,21774
2019-11-12,21822
2019-11-13,21894
2019-11-14,21751
2019-11-15,22015
2019-11-16,22060
2019-11-17,22060
2019-11-18,22090
2019-11-19,22428
2019-11-20,21956
2019-11-21,21978
2019-11-22,21752
2019-11-23,22023
2019-11-24,21756
2019-11-25,21770
2019-11-26,21527
2019-11-27,21527
2019-11-28,21475
2019-11-29,21772
2019-11-30,21625
2019-12-01,21837
2019-12-02,22363
2019-12-03,22697
2019-12-04,21992
2019-12-05,21992
2019-12-06,21712
2019-12-07,22079
2019-12-08,22097
2019-12-09,21931
2019-12-10,22306
2019-12-11,22166
2019-12-12,22166
2019-12-13,22282
2019-12-14,22185
2019-12-15,22563
2019-12-16,22952
2019-12-17,22637
2019-12-18,22843
2019-12-19,23041
2019-12-20,22988
2019-12-21,23121
2019-12-22,23029
2019-12-23,22953
2019-12-24,22865
2019-12-25,22510
2019-12-26,22577
2019-12-27,22491
2019-12-28,22390
2019-12-29,22759
2019-12-30,23000
2019-12-31,23121
2020-01-01,22671
2020-01-02,23139
2020-01-03,22675
2020-01-04,22282
2020-01-05,22144
2020-01-06,22125
2020-01-07,22097
2020-01-08,22097
2020-01-09,22247
2020-01-10,22434
2020-01-11,22662
2020-01-12,22854
2020-01-13,22854
2020-01-14,22895
2020-01-15,23052
2020-01-16,22913
2020-01-17,23014
2020-01-18,22783
2020-01-19,22868
2020-01-20,22936
2020-01-21,22936
2020-01-22,22888
2020-01-23,22862
2020-01-24,22768
2020-01-25,23072
2020-01-26,22859
2020-01-27,22927
2020-01-28,23081
2020-01-29,22950
2020-01-30,22936
2020-01-31,22727
2020-02-01,23254
2020-02-02,22721
2020-02-03,23234
2020-02-04,22710
2020-02-05,22511
2020-02-06,22344
2020-02-07,22365
2020-02-08,22030
2020-02-09,22315
2020-02-10,22266
2020-02-11,22314
2020-02-12,22662
2020-02-13,22726
2020-02-14,22164
2020-02-15,21115
2020-02-16,21249
2020-02-17,21084
2020-02-18,21180
2020-02-19,21248
2020-02-20,20978
2020-02-21,20996
2020-02-22,21125
2020-02-23,21229
2020-02-24,21374
2020-02-25,21708
2020-02-26,22118
2020-02-27,22303
2020-02-28,22498
2020-02-29,22132
2020-03-01,22088
2020-03-02,22062
2020-03-03,22391
2020-03-04,22241
2020-03-05,22066
2020-03-06,21659
2020-03-07,21511
2020-03-08,21817
2020-03-09,21725
2020-03-10,21850
2020-03-11,21917
2020-03-12,21669
2020-03-13,21714
2020-03-14,21556
2020-03-15,21595
2020-03-16,22031
2020-03-17,21508
2020-03-18,21440
2020-03-19,21219
2020-03-20,21168
2020-03-21,21176
2020-03-22,21079
2020-03-23,20623
2020-03-24,20637
2020-03-25,20900
2020-03-26,21169
2020-03-27,21333
2020-03-28,21477
2020-03-29,21784
2020-03-30,21591
2020-03-31,21891
2020-04-01,21782
2020-04-02,21868
2020-04-03,21868
2020-04-04,21840
2020-04-05,21792
2020-04-06,21953
2020-04-07,22106
2020-04-08,21805
2020-04-09,21861
2020-04-10,21986
2020-04-11,21858
2020-04-12,21728
2020-04-13,21840
2020-04-14,22257
2020-04-15,21943
2020-04-16,21633
2020-04-17,21816
2020-04-18,21841
2020-04-19,21781
2020-04-20,21896
2020-04-21,21840
2020-04-22,21698
2020-04-23,21718
2020-04-24,21666
2020-04-25,22029
2020-04-26,21998
2020-04-27,22170
2020-04-28,22549
2020-04-29,22944
2020-04-30,23124
2020-05-01,22764
2020-05-02,22404
2020-05-03,22164
2020-05-04,21967
2020-05-05,21848
2020-05-06,21879
2020-05-07,22103
2020-05-08,22131
2020-05-09,22049
2020-05-10,22152
2020-05-11,22186
2020-05-12,21704
2020-05-13,21732
