date_obj,Magic%20logs price
2019-04-10,1116
2019-04-11,1120
2019-04-12,1104
2019-04-13,1096
2019-04-14,1100
2019-04-15,1099
2019-04-16,1094
2019-04-17,1088
2019-04-18,1091
2019-04-19,1088
2019-04-20,1083
2019-04-21,1077
2019-04-22,1070
2019-04-23,1067
2019-04-24,1080
2019-04-25,1083
2019-04-26,1075
2019-04-27,1067
2019-04-28,1061
2019-04-29,1057
2019-04-30,1058
2019-05-01,1070
2019-05-02,1077
2019-05-03,1088
2019-05-04,1093
2019-05-05,1102
2019-05-06,1111
2019-05-07,1115
2019-05-08,1109
2019-05-09,1107
2019-05-10,1100
2019-05-11,1095
2019-05-12,1091
2019-05-13,1092
2019-05-14,1095
2019-05-15,1094
2019-05-16,1093
2019-05-17,1089
2019-05-18,1081
2019-05-19,1077
2019-05-20,1073
2019-05-21,1070
2019-05-22,1076
2019-05-23,1077
2019-05-24,1075
2019-05-25,1068
2019-05-26,1068
2019-05-27,1070
2019-05-28,1078
2019-05-29,1083
2019-05-30,1087
2019-05-31,1088
2019-06-01,1087
2019-06-02,1088
2019-06-03,1092
2019-06-04,1092
2019-06-05,1105
2019-06-06,1108
2019-06-07,1107
2019-06-08,1107
2019-06-09,1101
2019-06-10,1101
2019-06-11,1099
2019-06-12,1090
2019-06-13,1084
2019-06-14,1072
2019-06-15,1061
2019-06-16,1053
2019-06-17,1050
2019-06-18,1052
2019-06-19,1051
2019-06-20,1050
2019-06-21,1051
2019-06-22,1050
2019-06-23,1050
2019-06-24,1052
2019-06-25,1052
2019-06-26,1046
2019-06-27,1040
2019-06-28,1046
2019-06-29,1045
2019-06-30,1044
2019-07-01,1046
2019-07-02,1051
2019-07-03,1057
2019-07-04,1059
2019-07-05,1059
2019-07-06,1054
2019-07-07,1046
2019-07-08,1047
2019-07-09,1049
2019-07-10,1049
2019-07-11,1046
2019-07-12,1044
2019-07-13,1038
2019-07-14,1041
2019-07-15,1043
2019-07-16,1047
2019-07-17,1053
2019-07-18,1053
2019-07-19,1057
2019-07-20,1060
2019-07-21,1064
2019-07-22,1067
2019-07-23,1071
2019-07-24,1071
2019-07-25,1062
2019-07-26,1054
2019-07-27,1046
2019-07-28,1039
2019-07-29,1032
2019-07-30,1032
2019-07-31,1031
2019-08-01,1028
2019-08-02,1024
2019-08-03,1020
2019-08-04,1031
2019-08-05,1038
2019-08-06,1039
2019-08-07,1039
2019-08-08,1038
2019-08-09,1028
2019-08-10,1019
2019-08-11,1022
2019-08-12,1023
2019-08-13,1020
2019-08-14,1020
2019-08-15,1021
2019-08-16,1013
2019-08-17,1010
2019-08-18,1011
2019-08-19,1015
2019-08-20,1018
2019-08-21,1021
2019-08-22,1031
2019-08-23,1030
2019-08-24,1030
2019-08-24,1030
2019-08-25,1029
2019-08-25,1029
2019-08-26,1041
2019-08-26,1041
2019-08-27,1038
2019-08-27,1038
2019-08-28,1041
2019-08-29,1047
2019-08-30,1043
2019-08-31,1034
2019-09-01,1025
2019-09-02,1026
2019-09-03,1028
2019-09-04,1030
2019-09-05,1032
2019-09-06,1028
2019-09-07,1019
2019-09-08,1014
2019-09-09,1016
2019-09-10,1013
2019-09-11,1005
2019-09-12,1004
2019-09-13,1001
2019-09-14,991
2019-09-15,985
2019-09-16,986
2019-09-17,988
2019-09-18,988
2019-09-19,989
2019-09-20,991
2019-09-21,993
2019-09-22,994
2019-09-23,995
2019-09-24,995
2019-09-25,994
2019-09-26,988
2019-09-27,981
2019-09-28,977
2019-09-29,983
2019-09-30,988
2019-10-01,994
2019-10-02,998
2019-10-03,995
2019-10-04,987
2019-10-05,981
2019-10-06,968
2019-10-07,973
2019-10-08,975
2019-10-09,975
2019-10-10,971
2019-10-11,966
2019-10-12,955
2019-10-13,960
2019-10-14,972
2019-10-15,977
2019-10-16,980
2019-10-17,981
2019-10-18,973
2019-10-19,971
2019-10-20,975
2019-10-21,975
2019-10-22,975
2019-10-23,979
2019-10-24,977
2019-10-25,971
2019-10-26,964
2019-10-27,960
2019-10-28,964
2019-10-29,968
2019-10-30,973
2019-10-31,977
2019-11-01,977
2019-11-02,975
2019-11-03,975
2019-11-04,979
2019-11-05,981
2019-11-06,985
2019-11-07,983
2019-11-08,979
2019-11-09,975
2019-11-10,976
2019-11-11,981
2019-11-12,986
2019-11-13,989
2019-11-14,992
2019-11-15,990
2019-11-16,990
2019-11-17,992
2019-11-18,995
2019-11-19,996
2019-11-20,1000
2019-11-21,999
2019-11-22,997
2019-11-23,995
2019-11-24,1002
2019-11-25,1010
2019-11-26,1011
2019-11-27,1017
2019-11-28,1017
2019-11-29,1007
2019-11-30,1006
2019-12-01,1010
2019-12-02,1019
2019-12-03,1027
2019-12-04,1031
2019-12-05,1029
2019-12-06,1021
2019-12-07,1011
2019-12-08,1006
2019-12-09,1006
2019-12-10,1008
2019-12-11,1009
2019-12-12,1007
2019-12-13,999
2019-12-14,992
2019-12-15,993
2019-12-16,999
2019-12-17,1004
2019-12-18,1009
2019-12-19,1011
2019-12-20,1015
2019-12-21,1036
2019-12-22,1047
2019-12-23,1055
2019-12-24,1045
2019-12-25,1039
2019-12-26,1054
2019-12-27,1057
2019-12-28,1060
2019-12-29,1068
2019-12-30,1061
2019-12-31,1044
2020-01-01,1061
2020-01-02,1071
2020-01-03,1073
2020-01-04,1071
2020-01-05,1064
2020-01-06,1054
2020-01-07,1046
2020-01-08,1039
2020-01-09,1034
2020-01-10,1028
2020-01-11,1021
2020-01-12,1025
2020-01-13,1033
2020-01-14,1040
2020-01-15,1047
2020-01-16,1042
2020-01-17,1035
2020-01-18,1033
2020-01-19,1028
2020-01-20,1033
2020-01-21,1033
2020-01-22,1031
2020-01-23,1029
2020-01-24,1025
2020-01-25,1011
2020-01-26,1009
2020-01-27,1015
2020-01-28,1015
2020-01-29,1012
2020-01-30,1008
2020-01-31,997
2020-02-01,993
2020-02-02,998
2020-02-03,1002
2020-02-04,1006
2020-02-05,1007
2020-02-06,985
2020-02-07,967
2020-02-08,959
2020-02-09,960
2020-02-10,994
2020-02-11,993
2020-02-12,993
2020-02-13,991
2020-02-14,985
2020-02-15,982
2020-02-16,979
2020-02-17,982
2020-02-18,991
2020-02-19,987
2020-02-20,987
2020-02-21,985
2020-02-22,979
2020-02-23,970
2020-02-24,970
2020-02-25,975
2020-02-26,978
2020-02-27,983
2020-02-28,985
2020-02-29,988
2020-03-01,987
2020-03-02,991
2020-03-03,990
2020-03-04,988
2020-03-05,988
2020-03-06,988
2020-03-07,983
2020-03-08,982
2020-03-09,989
2020-03-10,992
2020-03-11,994
2020-03-12,997
2020-03-13,998
2020-03-14,998
2020-03-15,1004
2020-03-16,1010
2020-03-17,1012
2020-03-18,1020
2020-03-19,1024
2020-03-20,1028
2020-03-21,1022
2020-03-22,1013
2020-03-23,1012
2020-03-24,1016
2020-03-25,1032
2020-03-26,1035
2020-03-27,1049
2020-03-28,1047
2020-03-29,1043
2020-03-30,1049
2020-03-31,1058
2020-04-01,1061
2020-04-02,1052
2020-04-03,1042
2020-04-04,1015
2020-04-05,1013
2020-04-06,1014
2020-04-07,1023
2020-04-08,1025
2020-04-09,1024
2020-04-10,1017
2020-04-11,1011
2020-04-12,1008
2020-04-13,1015
2020-04-14,1025
2020-04-15,1031
2020-04-16,1033
2020-04-17,1030
2020-04-18,1024
2020-04-19,1028
2020-04-20,1049
2020-04-21,1062
2020-04-22,1083
2020-04-23,1081
2020-04-24,1069
2020-04-25,1050
2020-04-26,1041
2020-04-27,1054
2020-04-28,1062
2020-04-29,1062
2020-04-30,1062
2020-05-01,1054
2020-05-02,1044
2020-05-03,1040
2020-05-04,1046
2020-05-05,1044
2020-05-06,1042
2020-05-07,1039
2020-05-08,1043
2020-05-09,1035
2020-05-10,1040
2020-05-11,1051
2020-05-12,1062
2020-05-13,1069
