date_obj,Feldip%20hills%20teleport price
2019-05-18,1091
2019-05-19,1088
2019-05-20,1070
2019-05-21,1049
2019-05-22,1012
2019-05-23,995
2019-05-24,982
2019-05-25,1018
2019-05-26,1068
2019-05-27,1118
2019-05-28,1174
2019-05-29,1225
2019-05-30,1284
2019-05-31,1335
2019-06-01,1402
2019-06-02,1473
2019-06-03,1547
2019-06-04,1625
2019-06-05,1707
2019-06-06,1793
2019-06-07,1883
2019-06-08,1978
2019-06-09,2077
2019-06-10,2181
2019-06-11,2291
2019-06-12,2406
2019-06-13,2527
2019-06-14,2654
2019-06-15,2698
2019-06-16,2598
2019-06-17,2484
2019-06-18,2359
2019-06-19,2241
2019-06-20,2128
2019-06-21,2021
2019-06-22,1919
2019-06-23,1824
2019-06-24,1732
2019-06-25,1645
2019-06-26,1572
2019-06-27,1498
2019-06-28,1441
2019-06-29,1388
2019-06-30,1320
2019-07-01,1272
2019-07-02,1297
2019-07-03,1362
2019-07-04,1431
2019-07-05,1503
2019-07-06,1553
2019-07-07,1562
2019-07-08,1640
2019-07-09,1722
2019-07-10,1809
2019-07-11,1884
2019-07-12,1879
2019-07-13,1899
2019-07-14,1984
2019-07-15,2066
2019-07-16,2066
2019-07-17,2135
2019-07-18,2222
2019-07-19,2333
2019-07-20,2450
2019-07-21,2464
2019-07-22,2486
2019-07-23,2423
2019-07-24,2333
2019-07-25,2297
2019-07-26,2265
2019-07-27,2196
2019-07-28,2197
2019-07-29,2246
2019-07-30,2239
2019-07-31,2201
2019-08-01,2101
2019-08-02,1998
2019-08-03,1901
2019-08-04,1805
2019-08-05,1715
2019-08-06,1664
2019-08-07,1731
2019-08-08,1660
2019-08-09,1581
2019-08-10,1618
2019-08-11,1697
2019-08-12,1726
2019-08-13,1673
2019-08-14,1655
2019-08-15,1610
2019-08-16,1666
2019-08-17,1719
2019-08-18,1710
2019-08-19,1688
2019-08-20,1675
2019-08-21,1676
2019-08-22,1746
2019-08-23,1789
2019-08-24,1754
2019-08-24,1754
2019-08-25,1737
2019-08-25,1737
2019-08-26,1712
2019-08-27,1644
2019-08-27,1644
2019-08-28,1704
2019-08-29,1684
2019-08-30,1678
2019-08-31,1734
2019-09-01,1750
2019-09-02,1705
2019-09-03,1637
2019-09-04,1605
2019-09-05,1596
2019-09-06,1561
2019-09-07,1570
2019-09-08,1556
2019-09-09,1540
2019-09-10,1465
2019-09-11,1471
2019-09-12,1504
2019-09-13,1524
2019-09-14,1576
2019-09-15,1608
2019-09-16,1552
2019-09-17,1527
2019-09-18,1512
2019-09-19,1484
2019-09-20,1437
2019-09-21,1382
2019-09-22,1452
2019-09-23,1521
2019-09-24,1519
2019-09-25,1534
2019-09-26,1542
2019-09-27,1532
2019-09-28,1546
2019-09-29,1553
2019-09-30,1539
2019-10-01,1536
2019-10-02,1489
2019-10-03,1513
2019-10-04,1500
2019-10-05,1570
2019-10-06,1649
2019-10-07,1705
2019-10-08,1701
2019-10-09,1724
2019-10-10,1730
2019-10-11,1731
2019-10-12,1711
2019-10-13,1741
2019-10-14,1747
2019-10-15,1741
2019-10-16,1732
2019-10-17,1727
2019-10-18,1685
2019-10-19,1662
2019-10-20,1710
2019-10-21,1726
2019-10-22,1719
2019-10-23,1689
2019-10-24,1661
2019-10-25,1640
2019-10-26,1588
2019-10-27,1607
2019-10-28,1582
2019-10-29,1580
2019-10-30,1572
2019-10-31,1577
2019-11-01,1560
2019-11-02,1541
2019-11-03,1477
2019-11-04,1485
2019-11-05,1500
2019-11-06,1508
2019-11-07,1509
2019-11-08,1523
2019-11-09,1551
2019-11-10,1552
2019-11-11,1543
2019-11-12,1540
2019-11-13,1538
2019-11-14,1548
2019-11-15,1530
2019-11-16,1520
2019-11-17,1527
2019-11-18,1512
2019-11-19,1511
2019-11-20,1485
2019-11-21,1489
2019-11-22,1489
2019-11-23,1473
2019-11-24,1479
2019-11-25,1491
2019-11-26,1486
2019-11-27,1497
2019-11-28,1494
2019-11-29,1503
2019-11-30,1518
2019-12-01,1507
2019-12-02,1499
2019-12-03,1506
2019-12-04,1515
2019-12-05,1513
2019-12-06,1506
2019-12-07,1501
2019-12-08,1498
2019-12-09,1504
2019-12-10,1498
2019-12-11,1444
2019-12-12,1371
2019-12-13,1319
2019-12-14,1305
2019-12-15,1297
2019-12-16,1300
2019-12-17,1325
2019-12-18,1286
2019-12-19,1301
2019-12-20,1300
2019-12-21,1302
2019-12-22,1286
2019-12-23,1268
2019-12-24,1256
2019-12-25,1193
2019-12-26,1142
2019-12-27,1177
2019-12-28,1175
2019-12-29,1170
2019-12-30,1203
2019-12-31,1206
2020-01-01,1191
2020-01-02,1181
2020-01-03,1127
2020-01-04,1122
2020-01-05,1078
2020-01-06,1032
2020-01-07,983
2020-01-08,969
2020-01-09,967
2020-01-10,981
2020-01-11,954
2020-01-12,923
2020-01-13,897
2020-01-14,893
2020-01-15,906
2020-01-16,925
2020-01-17,942
2020-01-18,979
2020-01-19,966
2020-01-20,944
2020-01-21,922
2020-01-22,939
2020-01-23,974
2020-01-24,1021
2020-01-25,1050
2020-01-26,1071
2020-01-27,1096
2020-01-28,1117
2020-01-29,1113
2020-01-30,1129
2020-01-31,1088
2020-02-01,1036
2020-02-02,1002
2020-02-03,974
2020-02-04,945
2020-02-05,923
2020-02-06,880
2020-02-07,883
2020-02-08,921
2020-02-09,945
2020-02-10,984
2020-02-11,996
2020-02-12,1027
2020-02-13,1020
2020-02-14,1007
2020-02-15,1001
2020-02-16,973
2020-02-17,950
2020-02-18,918
2020-02-19,883
2020-02-20,839
2020-02-21,797
2020-02-22,771
2020-02-23,771
2020-02-24,766
2020-02-25,734
2020-02-26,697
2020-02-27,665
2020-02-28,653
2020-02-29,671
2020-03-01,675
2020-03-02,661
2020-03-03,627
2020-03-04,595
2020-03-05,565
2020-03-06,559
2020-03-07,584
2020-03-08,614
2020-03-09,645
2020-03-10,678
2020-03-11,712
2020-03-12,723
2020-03-13,758
2020-03-14,796
2020-03-15,836
2020-03-16,878
2020-03-17,922
2020-03-18,969
2020-03-19,1018
2020-03-20,1056
2020-03-21,1058
2020-03-22,1018
2020-03-23,978
2020-03-24,959
2020-03-25,957
2020-03-26,974
2020-03-27,992
2020-03-28,1006
2020-03-29,1008
2020-03-30,999
2020-03-31,1045
2020-04-01,1070
2020-04-02,1026
2020-04-03,1004
2020-04-04,992
2020-04-05,1006
2020-04-06,967
2020-04-07,938
2020-04-08,915
2020-04-09,947
2020-04-10,947
2020-04-11,919
2020-04-12,915
2020-04-13,957
2020-04-14,982
2020-04-15,996
2020-04-16,1046
2020-04-17,1099
2020-04-18,1154
2020-04-19,1212
2020-04-20,1273
2020-04-21,1337
2020-04-22,1404
2020-04-23,1474
2020-04-24,1501
2020-04-25,1428
2020-04-26,1367
2020-04-27,1303
2020-04-28,1303
2020-04-29,1277
2020-04-30,1226
2020-05-01,1189
2020-05-02,1181
2020-05-03,1240
2020-05-04,1290
2020-05-05,1304
2020-05-06,1287
2020-05-07,1283
2020-05-08,1272
2020-05-09,1255
2020-05-10,1245
2020-05-11,1189
2020-05-12,1155
2020-05-13,1143
