date_obj,Guthix%20stole price
2019-03-21,8821
2019-03-22,8713
2019-03-23,8554
2019-03-24,8607
2019-03-25,8558
2019-03-26,8622
2019-03-27,8601
2019-03-28,8406
2019-03-29,8288
2019-03-30,8288
2019-03-31,8297
2019-04-01,8243
2019-04-02,8224
2019-04-03,8045
2019-04-04,7943
2019-04-05,7843
2019-04-06,7603
2019-04-07,7462
2019-04-08,7377
2019-04-09,7185
2019-04-10,7056
2019-04-11,6993
2019-04-12,6919
2019-04-13,6790
2019-04-14,6716
2019-04-15,6543
2019-04-16,6294
2019-04-17,6007
2019-04-18,5886
2019-04-19,5790
2019-04-20,5598
2019-04-21,5440
2019-04-22,5322
2019-04-23,5215
2019-04-24,5093
2019-04-25,4894
2019-04-26,4768
2019-04-27,4578
2019-04-28,4455
2019-04-29,4325
2019-04-30,4196
2019-05-01,4007
2019-05-02,3945
2019-05-03,3838
2019-05-04,3705
2019-05-05,3519
2019-05-06,3388
2019-05-07,3354
2019-05-08,3284
2019-05-09,3189
2019-05-10,3065
2019-05-11,2983
2019-05-12,2944
2019-05-13,2815
2019-05-14,2710
2019-05-15,2652
2019-05-16,2585
2019-05-17,2545
2019-05-18,2516
2019-05-19,2474
2019-05-20,2408
2019-05-21,2337
2019-05-22,2284
2019-05-23,2241
2019-05-24,2211
2019-05-25,2215
2019-05-26,2230
2019-05-27,2268
2019-05-28,2340
2019-05-29,2451
2019-05-30,2533
2019-05-31,2617
2019-06-01,2722
2019-06-02,2701
2019-06-03,2565
2019-06-04,2436
2019-06-05,2468
2019-06-06,2582
2019-06-07,2692
2019-06-08,2792
2019-06-09,2858
2019-06-10,2858
2019-06-11,2976
2019-06-12,3125
2019-06-13,3236
2019-06-14,3379
2019-06-15,3517
2019-06-16,3605
2019-06-17,3709
2019-06-18,3773
2019-06-19,3866
2019-06-20,4032
2019-06-21,4129
2019-06-22,4227
2019-06-23,4235
2019-06-24,4250
2019-06-25,4398
2019-06-26,4580
2019-06-27,4590
2019-06-28,4741
2019-06-29,4750
2019-06-30,4811
2019-07-01,4585
2019-07-02,4412
2019-07-03,4484
2019-07-04,4513
2019-07-05,4567
2019-07-06,4556
2019-07-07,4494
2019-07-08,4471
2019-07-09,4394
2019-07-10,4290
2019-07-11,4200
2019-07-12,4167
2019-07-13,4133
2019-07-14,4111
2019-07-15,4146
2019-07-16,4219
2019-07-17,4361
2019-07-18,4505
2019-07-19,4538
2019-07-20,4723
2019-07-21,4843
2019-07-22,5019
2019-07-23,5270
2019-07-24,5290
2019-07-25,5346
2019-07-26,5142
2019-07-27,5102
2019-07-28,5275
2019-07-29,5438
2019-07-30,5354
2019-07-31,5254
2019-08-01,5089
2019-08-02,4943
2019-08-03,4775
2019-08-04,4771
2019-08-05,4807
2019-08-06,4835
2019-08-07,4771
2019-08-08,4780
2019-08-09,4615
2019-08-10,4491
2019-08-11,4288
2019-08-12,4131
2019-08-13,4075
2019-08-14,3993
2019-08-15,3877
2019-08-16,3851
2019-08-17,3851
2019-08-18,3770
2019-08-19,3695
2019-08-20,3744
2019-08-21,3633
2019-08-22,3625
2019-08-23,3756
2019-08-24,3778
2019-08-24,3778
2019-08-25,3699
2019-08-25,3699
2019-08-26,3702
2019-08-26,3702
2019-08-27,3883
2019-08-27,3883
2019-08-28,4048
2019-08-29,3956
2019-08-30,4047
2019-08-31,4073
2019-09-01,4140
2019-09-02,4065
2019-09-03,4151
2019-09-04,4307
2019-09-05,4494
2019-09-06,4635
2019-09-07,4735
2019-09-08,4650
2019-09-09,4530
2019-09-10,4428
2019-09-11,4265
2019-09-12,4224
2019-09-13,4098
2019-09-14,3932
2019-09-15,3796
2019-09-16,3680
2019-09-17,3637
2019-09-18,3644
2019-09-19,3582
2019-09-20,3509
2019-09-21,3494
2019-09-22,3355
2019-09-23,3300
2019-09-24,3243
2019-09-25,3150
2019-09-26,3058
2019-09-27,2965
2019-09-28,2876
2019-09-29,2856
2019-09-30,2850
2019-10-01,2843
2019-10-02,2843
2019-10-03,2833
2019-10-04,2925
2019-10-05,2947
2019-10-06,2945
2019-10-07,2970
2019-10-08,3017
2019-10-09,3017
2019-10-10,3069
2019-10-11,3126
2019-10-12,3222
2019-10-13,3355
2019-10-14,3494
2019-10-15,3639
2019-10-16,3647
2019-10-17,3767
2019-10-18,3813
2019-10-19,3824
2019-10-20,3858
2019-10-21,3754
2019-10-22,3682
2019-10-23,3742
2019-10-24,3726
2019-10-25,3653
2019-10-26,3609
2019-10-27,3639
2019-10-28,3679
2019-10-29,3704
2019-10-30,3807
2019-10-31,3964
2019-11-01,4060
2019-11-02,4062
2019-11-03,4060
2019-11-04,3957
2019-11-05,4076
2019-11-06,4124
2019-11-07,4146
2019-11-08,4129
2019-11-09,4157
2019-11-10,4197
2019-11-11,4221
2019-11-12,4235
2019-11-13,4229
2019-11-14,4265
2019-11-15,4274
2019-11-16,4353
2019-11-17,4353
2019-11-18,4306
2019-11-19,4103
2019-11-20,3910
2019-11-21,3899
2019-11-22,3830
2019-11-23,3783
2019-11-24,3707
2019-11-25,3624
2019-11-26,3565
2019-11-27,3565
2019-11-28,3538
2019-11-29,3612
2019-11-30,3704
2019-12-01,3725
2019-12-02,3744
2019-12-03,3717
2019-12-04,3733
2019-12-05,3733
2019-12-06,3733
2019-12-07,3738
2019-12-08,3662
2019-12-09,3649
2019-12-10,3575
2019-12-11,3477
2019-12-12,3455
2019-12-13,3384
2019-12-14,3327
2019-12-15,3274
2019-12-16,3267
2019-12-17,3182
2019-12-18,3182
2019-12-19,3149
2019-12-20,3192
2019-12-21,3259
2019-12-22,3409
2019-12-23,3579
2019-12-24,3670
2019-12-25,3771
2019-12-26,3907
2019-12-27,4016
2019-12-28,4078
2019-12-29,4116
2019-12-30,4149
2019-12-31,4191
2020-01-01,4215
2020-01-02,4158
2020-01-03,4113
2020-01-04,4050
2020-01-05,4048
2020-01-06,4038
2020-01-07,4029
2020-01-08,4029
2020-01-09,3940
2020-01-10,3893
2020-01-11,3948
2020-01-12,3925
2020-01-13,3925
2020-01-14,3988
2020-01-15,3952
2020-01-16,3923
2020-01-17,3773
2020-01-18,3637
2020-01-19,3729
2020-01-20,3828
2020-01-21,3828
2020-01-22,4009
2020-01-23,4075
2020-01-24,4124
2020-01-25,4085
2020-01-26,3989
2020-01-27,4066
2020-01-28,4123
2020-01-29,4179
2020-01-30,4319
2020-01-31,4392
2020-02-01,4357
2020-02-02,4346
2020-02-03,4346
2020-02-04,4291
2020-02-05,4193
2020-02-06,4213
2020-02-07,4071
2020-02-08,3961
2020-02-09,3901
2020-02-10,3818
2020-02-11,3864
2020-02-12,3901
2020-02-13,3934
2020-02-14,3898
2020-02-15,3893
2020-02-16,3880
2020-02-17,3862
2020-02-18,3937
2020-02-19,3849
2020-02-20,3755
2020-02-21,3755
2020-02-22,3626
2020-02-23,3460
2020-02-24,3325
2020-02-25,3240
2020-02-26,3189
2020-02-27,3109
2020-02-28,2991
2020-02-29,2991
2020-03-01,2973
2020-03-02,2942
2020-03-03,2876
2020-03-04,2767
2020-03-05,2815
2020-03-06,2787
2020-03-07,2754
2020-03-08,2680
2020-03-09,2653
2020-03-10,2618
2020-03-11,2542
2020-03-12,2511
2020-03-13,2496
2020-03-14,2511
2020-03-15,2417
2020-03-16,2340
2020-03-17,2285
2020-03-18,2228
2020-03-19,2176
2020-03-20,2160
2020-03-21,2136
2020-03-22,2108
2020-03-23,2052
2020-03-24,2101
2020-03-25,2094
2020-03-26,2074
2020-03-27,2045
2020-03-28,2026
2020-03-29,1993
2020-03-30,1929
2020-03-31,1956
2020-04-01,1959
2020-04-02,1971
2020-04-03,1930
2020-04-04,1960
2020-04-05,1944
2020-04-06,1928
2020-04-07,1888
2020-04-08,1882
2020-04-09,1875
2020-04-10,1885
2020-04-11,1873
2020-04-12,1861
2020-04-13,1894
2020-04-14,1925
2020-04-15,1949
2020-04-16,1948
2020-04-17,1970
2020-04-18,1987
2020-04-19,2009
2020-04-20,2042
2020-04-21,2113
2020-04-22,2202
2020-04-23,2286
2020-04-24,2295
2020-04-25,2294
2020-04-26,2304
2020-04-27,2330
2020-04-28,2303
2020-04-29,2307
2020-04-30,2349
2020-05-01,2410
2020-05-02,2482
2020-05-03,2523
2020-05-04,2536
2020-05-05,2551
2020-05-06,2547
2020-05-07,2614
2020-05-08,2668
2020-05-09,2710
2020-05-10,2773
2020-05-11,2875
2020-05-12,2988
2020-05-13,3115
