date_obj,Red%20d'hide%20chaps%20(g) price
2015-09-13,30927
2015-09-14,30956
2015-09-15,30691
2015-09-16,30565
2015-09-17,30487
2015-09-18,30408
2015-09-19,30240
2015-09-20,30286
2015-09-21,30032
2015-09-22,29781
2015-09-23,29746
2015-09-24,29819
2015-09-25,29763
2015-09-27,29770
2015-09-28,29728
2015-09-29,29549
2015-09-30,29843
2015-10-05,29925
2015-10-06,29738
2015-10-07,29601
2015-10-08,29369
2015-10-09,29706
2015-10-10,29324
2015-10-11,29257
2015-10-12,28554
2015-10-13,28644
2015-10-14,28184
2015-10-15,28086
2015-10-16,27807
2015-10-17,27964
2015-10-18,27935
2015-10-19,27764
2015-10-20,27523
2015-10-22,26356
2015-10-23,26418
2015-10-24,26729
2015-10-25,26547
2015-10-26,26439
2015-10-27,26503
2015-10-29,27280
2015-10-30,27570
2015-10-31,27720
2015-11-01,27738
2015-11-02,27853
2015-11-03,28159
2015-11-04,28929
2015-11-05,29787
2015-11-06,30200
2015-11-07,30121
2015-11-08,29702
2015-11-09,29660
2015-11-10,29471
2015-11-11,29391
2015-11-12,29376
2015-11-13,29408
2015-11-14,29306
2015-11-15,28894
2015-11-16,28795
2015-11-17,28614
2015-11-18,28626
2015-11-19,28414
2015-11-20,28276
2015-11-21,28586
2015-11-22,28486
2015-11-23,28031
2015-11-24,27947
2015-11-25,28165
2015-11-26,28331
2015-11-27,27860
2015-11-28,27429
2015-11-29,26866
2015-11-30,27143
2015-12-01,27392
2015-12-02,27317
2015-12-03,27323
2015-12-04,27584
2015-12-05,27912
2015-12-06,28498
2015-12-07,29591
2015-12-08,29833
2015-12-09,31179
2015-12-10,32413
2015-12-11,33829
2015-12-12,34320
2015-12-13,34637
2015-12-14,34365
2015-12-15,35284
2015-12-16,35480
2015-12-17,35380
2015-12-18,35974
2015-12-19,36086
2015-12-20,36390
2015-12-21,36597
2015-12-22,36691
2015-12-23,36275
2015-12-24,36704
2015-12-25,37703
2015-12-26,38010
2015-12-27,38338
2015-12-28,38237
2015-12-29,37806
2015-12-30,37638
2015-12-31,38335
2016-01-01,38272
2016-01-02,38478
2016-01-03,38510
2016-01-04,37798
2016-01-05,37435
2016-01-06,38006
2016-01-07,37258
2016-01-08,37242
2016-01-09,36649
2016-01-10,36303
2016-01-11,35959
2016-01-12,36073
2016-01-13,35604
2016-01-14,35451
2016-01-15,35476
2016-01-16,35445
2016-01-17,35460
2016-01-18,35124
2016-01-19,35203
2016-01-20,34956
2016-01-21,35183
2016-01-22,35132
2016-01-23,35074
2016-01-24,35091
2016-01-25,35618
2016-01-26,36662
2016-01-27,36381
2016-01-28,34735
2016-01-29,33345
2016-01-30,32809
2016-01-31,32636
2016-02-01,31995
2016-02-02,31995
2016-02-03,31545
2016-02-04,31615
2016-02-05,31336
2016-02-06,30748
2016-02-07,30916
2016-02-08,30481
2016-02-09,29921
2016-02-10,29296
2016-02-11,28637
2016-02-12,28204
2016-02-13,27741
2016-02-14,27576
2016-02-15,27224
2016-02-16,27180
2016-02-17,26899
2016-02-18,26770
2016-02-19,26568
2016-02-20,26001
2016-02-21,25487
2016-02-22,25326
2016-02-23,25186
2016-02-24,25289
2016-02-25,25705
2016-02-26,25929
2016-02-27,25772
2016-02-28,25316
2016-02-29,25151
2016-03-01,25700
2016-03-02,26367
2016-03-03,26524
2016-03-04,26397
2016-03-05,25882
2016-03-06,25603
2016-03-07,26064
2016-03-08,26700
2016-03-09,26969
2016-03-10,26896
2016-03-11,26826
2016-03-12,26823
2016-03-13,26434
2016-03-14,26252
2016-03-15,26006
2016-03-16,25790
2016-03-17,25886
2016-03-18,25680
2016-03-19,25665
2016-03-20,24833
2016-03-21,24424
2016-03-22,24235
2016-03-23,24601
2016-03-24,24577
2016-03-25,24551
2016-03-26,24469
2016-03-27,24385
2016-03-28,24441
2016-03-29,25047
2016-03-30,25300
2016-03-31,25299
2016-04-01,25613
2016-04-02,25627
2016-04-03,25883
2016-04-04,26055
2016-04-05,26338
2016-04-06,27017
2016-04-07,27441
2016-04-08,27413
2016-04-09,26881
2016-04-10,26520
2016-04-11,26205
2016-04-12,26019
2016-04-13,25932
2016-04-14,25552
2016-04-15,25162
2016-04-16,24837
2016-04-17,24471
2016-04-18,24028
2016-04-19,23759
2016-04-20,23757
2016-04-21,23581
2016-04-22,23323
2016-04-23,22840
2016-04-24,22497
2016-04-25,22157
2016-04-26,21814
2016-04-27,21528
2016-04-28,21455
2016-04-29,21631
2016-04-30,21565
2016-05-01,21514
2016-05-02,21443
2016-05-03,20908
2016-05-04,20829
2016-05-05,20937
2016-05-06,20367
2016-05-07,20286
2016-05-08,19984
2016-05-09,19957
2016-05-10,19811
2016-05-11,19819
2016-05-12,19844
2016-05-13,19939
2016-05-14,20095
2016-05-15,20224
2016-05-16,20512
2016-05-17,20548
2016-05-18,20543
2016-05-19,20893
2016-05-22,21426
2016-05-23,21517
2016-05-24,21786
2016-05-25,21986
2016-05-26,22211
2016-05-27,22326
2016-05-28,22260
2016-05-29,22287
2016-05-30,22599
2016-05-31,22759
2016-06-01,22887
2016-06-02,22908
2016-06-03,22951
2016-06-04,23182
2016-06-05,23078
2016-06-06,22965
2016-06-07,22948
2016-06-08,23134
2016-06-09,23345
2016-06-10,23343
2016-06-11,23231
2016-06-12,23054
2016-06-13,23407
2016-06-14,23559
2016-06-15,23784
2016-06-16,23740
2016-06-17,23602
2016-06-18,23385
2016-06-19,23548
2016-06-20,23861
2016-06-21,24015
2016-06-22,24355
2016-06-23,24411
2016-06-24,25151
2016-06-25,25682
2016-06-26,26193
2016-06-27,26622
2016-06-28,26922
2016-06-29,27286
2016-06-30,26997
2016-07-01,27081
2016-07-02,27243
2016-07-03,27234
2016-07-04,27588
2016-07-05,27639
2016-07-06,27688
2016-07-07,27364
2016-07-08,27580
2016-07-09,27272
2016-07-10,27454
2016-07-11,27370
2016-07-12,27298
2016-07-13,26988
2016-07-14,26753
2016-07-15,26555
2016-07-16,26454
2016-07-17,26777
2016-07-18,26689
2016-07-23,26868
2016-07-24,27022
2016-07-25,27210
2016-07-26,27068
2016-07-27,26710
2016-07-28,26645
2016-07-29,26457
2016-07-30,26314
2016-07-31,26331
2016-08-01,26045
2016-08-02,26065
2016-08-03,25980
2016-08-04,25739
2016-08-05,25442
2016-08-06,25294
2016-08-07,25172
2016-08-08,25063
2016-08-09,24703
2016-08-10,24682
2016-08-11,25032
2016-08-12,24996
2016-08-13,24896
2016-08-14,24571
2016-08-15,24103
2016-08-16,24063
2016-08-17,23807
2016-08-18,23746
2016-08-19,23777
2016-08-20,23571
2016-08-21,23623
2016-08-22,23411
2016-08-23,23009
2016-08-24,22830
2016-08-25,22969
2016-08-26,22814
2016-08-28,22623
2016-08-31,22523
2016-09-01,22623
2016-09-02,22623
2016-09-03,22718
2016-09-04,23157
2016-09-05,23193
2016-09-06,23077
2016-09-07,22799
2016-09-08,21837
2016-09-09,21184
2016-09-10,20490
2016-09-11,20182
2016-09-12,20353
2016-09-13,20308
2016-09-14,20294
2016-09-15,19968
2016-09-16,20114
2016-09-17,19934
2016-09-18,19566
2016-09-19,19268
2016-09-20,18755
2016-09-21,18359
2016-09-22,18224
2016-09-23,18256
2016-09-24,18038
2016-09-25,17759
2016-09-26,17631
2016-09-27,17038
2016-09-28,16885
2016-09-29,16933
2016-09-30,16944
2016-10-01,16883
2016-10-02,17078
2016-10-03,16967
2016-10-04,16651
2016-10-05,16597
2016-10-06,16249
2016-10-07,15853
2016-10-08,15768
2016-10-09,16098
2016-10-10,16006
2016-10-11,15897
2016-10-12,15981
2016-10-13,15943
2016-10-14,16088
2016-10-15,16114
2016-10-16,15758
2016-10-17,15893
2016-10-18,16275
2016-10-19,16034
2016-10-20,16166
2016-10-21,16248
2016-10-22,16103
2016-10-23,15984
2016-10-24,16023
2016-10-25,15843
2016-10-26,16057
2016-10-27,15779
2016-10-28,15707
2016-10-29,15498
2016-10-30,15477
2016-10-31,15388
2016-11-01,15470
2016-11-02,15337
2016-11-03,15210
2016-11-04,15105
2016-11-05,14972
2016-11-06,14940
2016-11-07,14669
2016-11-08,14581
2016-11-09,14678
2016-11-10,14542
2016-11-11,14543
2016-11-12,14396
2016-11-13,14161
2016-11-14,13831
2016-12-08,12572
2016-12-09,12589
2016-12-10,12520
2016-12-11,12471
2016-12-12,12415
2016-12-13,12420
2016-12-14,12724
2016-12-15,13103
2016-12-16,13458
2016-12-17,13639
2016-12-18,13604
2016-12-19,13784
2016-12-20,13840
2016-12-21,13955
2016-12-22,13671
2016-12-23,13640
2016-12-24,13598
2016-12-25,13709
2016-12-26,13621
2016-12-27,13689
2016-12-28,13994
2016-12-29,14644
2016-12-30,14902
2016-12-31,15214
2017-01-01,15254
2017-01-02,15271
2017-01-03,15356
2017-01-04,15503
2017-01-05,15532
2017-01-06,16045
2017-01-07,16063
2017-01-08,15871
2017-01-09,15814
2017-01-10,15949
2017-01-11,16395
2017-01-12,16755
2017-01-13,16693
2017-01-14,16760
2017-01-15,16699
2017-01-16,16586
2017-01-17,16644
2017-01-18,16648
2017-01-19,16794
2017-01-20,16983
2017-01-21,17132
2017-01-22,17367
2017-01-27,17646
2017-01-28,17919
2017-01-29,18037
2017-01-30,18162
2017-01-31,18558
2017-02-01,18726
2017-02-02,18931
2017-02-03,18925
2017-02-04,18844
2017-02-05,18869
2017-02-06,18887
2017-02-07,18952
2017-02-08,19105
2017-02-09,19311
2017-02-10,19538
2017-02-11,19625
2017-02-12,18972
2017-02-13,19303
2017-02-14,19472
2017-02-15,19924
2017-02-16,20094
2017-02-18,20409
2017-02-19,20439
2017-02-20,20492
2017-02-21,20439
2017-02-22,20734
2017-02-23,20798
2017-02-24,20721
2017-02-25,20797
2017-02-26,20714
2017-02-27,20573
2017-02-28,20499
2017-03-01,20477
2017-03-02,20139
2017-03-03,19625
2017-03-04,19412
2017-03-05,18494
2017-03-06,17906
2017-03-07,17775
2017-03-08,17641
2017-03-09,17236
2017-03-10,17005
2017-03-11,16626
2017-03-12,16432
2017-03-13,16293
2017-03-14,16520
2017-03-15,16927
2017-03-16,16906
2017-03-17,16900
2017-03-18,16755
2017-03-19,16351
2017-03-20,16391
2017-03-21,16422
2017-03-22,16235
2017-03-23,16087
2017-03-24,15966
2017-03-25,15971
2017-03-26,15257
2017-03-27,14605
2017-03-28,14536
2017-03-29,14114
2017-03-30,13855
2017-03-31,13651
2017-04-01,13472
2017-04-02,13347
2017-04-03,13316
2017-04-04,13156
2017-04-12,12809
2017-04-13,13015
2017-04-14,13143
2017-04-15,13046
2017-04-16,13181
2017-04-17,13437
2017-04-18,13618
2017-04-19,13827
2017-04-20,13990
2017-04-21,14393
2017-04-22,14602
2017-04-23,14753
2017-04-24,14532
2017-04-25,14607
2017-04-26,14493
2017-04-27,14763
2017-04-28,15104
2017-04-29,15035
2017-04-30,15130
2017-05-01,15384
2017-05-02,15810
2017-05-03,15869
2017-05-04,15612
2017-05-05,15266
2017-05-06,15240
2017-05-07,15008
2017-05-08,14737
2017-05-09,14681
2017-05-10,14383
2017-05-11,14109
2017-05-12,14003
2017-05-13,14050
2017-05-14,14229
2017-05-15,14018
2017-05-16,13982
2017-05-17,13781
2017-05-18,13546
2017-05-19,13694
2017-05-20,13548
2017-05-21,13280
2017-05-22,13681
2017-05-23,14024
2017-05-24,14146
2017-05-25,14040
2017-05-26,14061
2017-05-27,14156
2017-05-28,14161
2017-05-29,14134
2017-05-30,14000
2017-05-31,13591
2017-06-01,13318
2017-06-02,13055
2017-06-03,13236
2017-06-06,12558
2017-06-07,12615
2017-06-08,12415
2017-06-09,12306
2017-06-10,11804
2017-06-11,11274
2017-06-12,10879
2017-06-13,10738
2017-06-14,10736
2017-06-15,10844
2017-06-16,10917
2017-06-17,10723
2017-06-18,10763
2017-06-19,10711
2017-06-20,10463
2017-06-21,10586
2017-06-22,10738
2017-06-23,10940
2017-06-24,11166
2017-06-25,10898
2017-06-26,11003
2017-06-27,11022
2017-06-28,10665
2017-06-29,10479
2017-06-30,10512
2017-07-01,10839
2017-07-02,11055
2017-07-03,11266
2017-07-04,11303
2017-07-05,11513
2017-07-06,11988
2017-07-07,12122
2017-07-08,12138
2017-07-13,12126
2017-07-14,12061
2017-07-15,11980
2017-07-16,11894
2017-07-17,11826
2017-07-18,11710
2017-07-19,11547
2017-07-20,11239
2017-07-21,10883
2017-07-22,10777
2017-07-23,10618
2017-07-24,10723
2017-07-25,10784
2017-07-26,10745
2017-07-27,10756
2017-07-28,10913
2017-07-29,10992
2017-07-30,11159
2017-07-31,11370
2017-08-01,11343
2017-08-02,11548
2017-08-03,11857
2017-08-04,12225
2017-08-05,12564
2017-08-06,12974
2017-08-09,13441
2017-08-10,13211
2017-08-11,13057
2017-08-12,12951
2017-08-13,12832
2017-08-14,12904
2017-08-15,12930
2017-08-16,13010
2017-08-17,12931
2017-08-18,12928
2017-08-19,13116
2017-08-20,13590
2017-08-22,13841
2017-08-23,13987
2017-08-24,14011
2017-08-25,13899
2017-08-26,13923
2017-08-27,14051
2017-08-28,14043
2017-08-29,13968
2017-08-30,13948
2017-08-31,13944
2017-09-01,13963
2017-09-02,13907
2017-09-03,13968
2017-09-04,14105
2017-09-05,14092
2017-09-06,13955
2017-09-07,14015
2017-09-08,14127
2017-09-09,14124
2017-09-10,14182
2017-09-11,14614
2017-09-12,14992
2017-09-13,15605
2017-09-14,15906
2017-09-15,15861
2017-09-16,15786
2017-09-17,15731
2017-09-19,16287
2017-09-20,16186
2017-09-21,16158
2017-09-22,15875
2017-09-23,15376
2017-09-24,14824
2017-09-25,14082
2017-09-26,13903
2017-09-27,13766
2017-09-28,13576
2017-09-29,13579
2017-09-30,13688
2017-10-01,13871
2017-10-02,14095
2017-10-03,14265
2017-10-04,14330
2017-10-05,14357
2017-10-06,14302
2017-10-07,14411
2017-10-08,14529
2017-10-09,14445
2017-10-10,14657
2017-10-11,14690
2017-10-12,14777
2017-10-13,14902
2017-10-14,14925
2017-10-15,14987
2017-10-16,14962
2017-10-17,15029
2017-10-18,15042
2017-10-19,15205
2017-10-20,15436
2017-10-21,15517
2017-10-22,15614
2017-10-23,15726
2017-10-24,15735
2017-10-25,15710
2017-10-26,15690
2017-10-27,15946
2017-10-28,16070
2017-10-29,16358
2017-10-30,16299
2017-10-31,16161
2017-11-01,16928
2017-11-02,16799
2017-11-03,16605
2017-11-04,16446
2017-11-05,16475
2017-11-06,16541
2017-11-07,16312
2017-11-08,15974
2017-11-09,15802
2017-11-10,15734
2017-11-11,16125
2017-11-12,16196
2017-11-13,16460
2017-11-14,16890
2017-11-15,17158
2017-11-16,17059
2017-11-17,16961
2017-11-18,17070
2017-11-19,17344
2017-11-20,17701
2017-11-21,17794
2017-11-22,17876
2017-11-23,17558
2017-11-24,16850
2017-11-25,16590
2017-11-26,16469
2017-11-27,16133
2017-11-28,15895
2017-11-29,15983
2017-11-30,16017
2017-12-01,16007
2017-12-02,16007
2017-12-03,15985
2017-12-04,16011
2017-12-05,15952
2017-12-06,16128
2017-12-07,15996
2017-12-08,16200
2017-12-09,16355
2017-12-10,16432
2017-12-11,16309
2017-12-12,16071
2017-12-14,16193
2017-12-15,16472
2017-12-16,16377
2017-12-17,16454
2017-12-18,16467
2017-12-19,16231
2017-12-20,16055
2017-12-21,15614
2017-12-22,15227
2017-12-23,14671
2017-12-24,14670
2017-12-25,14433
2017-12-26,14007
2017-12-27,13400
2017-12-28,13503
2017-12-29,13515
2017-12-30,13662
2017-12-31,13568
2018-01-01,13346
2018-01-02,13455
2018-01-03,13435
2018-01-04,13446
2018-01-05,13404
2018-01-06,13365
2018-01-07,13481
2018-01-08,13742
2018-01-09,13649
2018-01-10,13675
2018-01-11,14042
2018-01-12,14343
2018-01-13,14520
2018-01-14,14587
2018-01-15,14669
2018-01-16,14623
2018-01-17,14146
2018-01-18,13739
2018-01-19,13145
2018-01-20,12966
2018-01-21,13022
2018-01-22,12857
2018-01-23,12651
2018-01-24,12646
2018-01-25,12617
2018-01-26,12628
2018-01-27,12609
2018-01-28,12429
2018-01-29,11828
2018-01-31,11305
2018-02-01,11242
2018-02-02,11071
2018-02-03,10930
2018-02-04,10807
2018-02-05,10405
2018-02-06,10106
2018-02-07,10125
2018-02-08,10029
2018-02-09,10193
2018-02-10,10105
2018-02-11,10330
2018-02-12,10776
2018-02-13,11146
2018-02-14,11403
2018-02-15,11561
2018-02-16,11735
2018-02-17,11333
2018-02-18,11295
2018-02-19,11299
2018-02-20,11398
2018-02-21,11261
2018-02-22,11297
2018-02-23,11247
2018-02-24,11505
2018-02-25,11451
2018-02-26,11609
2018-02-27,11568
2018-02-28,11343
2018-03-01,11233
2018-03-02,11157
2018-03-03,11050
2018-03-04,11209
2018-03-05,11514
2018-03-06,11693
2018-03-07,11781
2018-03-08,12051
2018-03-09,12121
2018-03-10,11978
2018-03-11,11792
2018-03-12,11851
2018-03-13,11986
2018-03-14,12000
2018-03-15,12095
2018-03-16,11882
2018-03-17,11568
2018-03-18,11423
2018-03-19,11409
2018-03-20,11447
2018-03-21,11345
2018-03-23,11211
2018-03-24,11155
2018-03-26,11562
2018-03-27,11541
2018-03-28,11361
2018-03-29,11519
2018-03-30,11735
2018-03-31,11919
2018-04-01,12239
2018-04-02,12504
2018-04-03,12672
2018-04-04,13021
2018-04-05,12964
2018-04-06,13107
2018-04-08,13401
2018-04-09,13640
2018-04-10,13540
2018-04-11,13397
2018-04-12,13214
2018-04-13,13304
2018-04-14,13292
2018-04-15,12945
2018-04-16,13143
2018-04-17,13237
2018-04-18,13355
2018-04-19,13630
2018-04-20,13873
2018-04-21,13868
2018-04-22,13941
2018-04-23,13719
2018-04-24,13092
2018-04-25,12826
2018-04-26,12981
2018-04-27,12934
2018-04-28,12732
2018-04-29,12525
2018-04-30,12462
2018-05-01,12528
2018-05-02,12471
2018-05-03,12536
2018-05-04,12357
2018-05-05,12365
2018-05-06,12336
2018-05-07,12504
2018-05-08,12542
2018-05-09,12739
2018-05-10,12725
2018-05-11,12809
2018-05-12,12884
2018-05-13,12799
2018-05-14,12875
2018-05-15,13039
2018-05-16,13086
2018-05-18,13365
2018-05-19,13337
2018-05-20,12792
2018-05-21,12945
2018-05-22,13108
2018-05-23,13299
2018-05-24,13349
2018-05-25,13318
2018-05-26,13548
2018-05-27,13399
2018-05-28,13622
2018-05-29,14027
2018-05-30,13842
2018-05-31,13832
2018-06-01,14128
2018-06-02,14110
2018-06-03,14169
2018-06-04,13937
2018-06-05,13946
2018-06-06,13896
2018-06-07,13935
2018-06-08,13845
2018-06-09,13616
2018-06-10,13720
2018-06-11,13867
2018-06-12,13721
2018-06-13,13478
2018-06-14,13494
2018-06-15,13463
2018-06-16,13056
2018-06-17,13068
2018-06-18,13032
2018-06-19,13166
2018-06-20,13390
2018-06-21,13672
2018-06-22,13887
2018-06-23,14275
2018-06-24,14245
2018-06-25,14163
2018-06-26,14205
2018-06-27,14172
2018-06-28,14202
2018-06-29,13968
2018-06-30,13973
2018-07-01,14036
2018-07-02,14151
2018-07-03,14217
2018-07-04,14158
2018-07-05,14210
2018-07-06,14008
2018-07-07,13981
2018-07-08,14005
2018-07-09,14052
2018-07-10,14213
2018-07-11,14630
2018-07-12,14938
2018-07-13,14810
2018-07-14,14662
2018-07-15,14482
2018-07-16,14592
2018-07-17,14521
2018-07-18,14228
2018-07-19,14297
2018-07-20,14357
2018-07-21,14290
2018-07-22,14238
2018-07-23,14408
2018-07-24,14548
2018-07-25,14244
2018-07-26,14070
2018-07-27,14060
2018-07-28,14210
2018-07-29,14108
2018-07-30,14131
2018-07-31,14105
2018-08-01,13887
2018-08-02,13787
2018-08-03,13931
2018-08-04,13564
2018-08-05,13323
2018-08-06,13310
2018-08-07,13307
2018-08-08,13265
2018-08-09,13062
2018-08-10,13013
2018-08-11,13310
2018-08-12,13810
2018-08-14,14167
2018-08-16,13621
2018-08-17,13497
2018-08-18,13806
2018-08-19,14345
2018-08-20,14945
2018-08-21,15449
2018-08-22,15673
2018-08-23,15895
2018-08-24,15875
2018-08-25,15585
2018-08-26,15604
2018-08-27,15362
2018-08-28,15461
2018-08-29,15603
2018-08-30,15825
2018-08-31,16194
2018-09-01,16397
2018-09-02,16167
2018-09-03,16334
2018-09-04,16560
2018-09-05,17009
2018-09-06,17245
2018-09-07,17153
2018-09-08,16979
2018-09-09,16951
2018-09-10,16877
2018-09-11,16917
2018-09-12,16803
2018-09-13,16673
2018-09-14,16720
2018-09-15,16502
2018-09-16,16501
2018-09-17,16788
2018-09-18,16289
2018-09-19,16336
2018-09-20,16372
2018-09-21,16479
2018-09-22,16573
2018-09-23,16459
2018-09-24,16566
2018-09-25,16819
2018-09-26,17026
2018-09-27,16864
2018-09-28,17096
2018-09-29,17585
2018-09-30,18027
2018-10-02,17920
2018-10-03,18143
2018-10-04,18182
2018-10-05,18230
2018-10-06,17869
2018-10-07,17744
2018-10-08,17659
2018-10-09,17846
2018-10-10,17822
2018-10-11,18056
2018-10-12,18017
2018-10-13,18235
2018-10-14,18061
2018-10-15,18166
2018-10-16,18247
2018-10-17,17502
2018-10-18,17307
2018-10-19,17231
2018-10-20,17252
2018-10-21,17337
2018-10-22,17331
2018-10-23,17353
2018-10-24,17292
2018-10-25,17215
2018-10-26,17186
2018-10-27,17163
2018-10-28,17050
2018-10-29,16933
2018-10-30,16811
2018-10-31,16974
2018-11-01,17213
2018-11-03,17688
2018-11-04,17900
2018-11-05,17679
2018-11-06,17350
2018-11-07,17380
2018-11-08,17568
2018-11-09,17501
2018-11-10,17996
2018-11-11,18735
2018-11-12,19376
2018-11-13,20274
2018-11-14,21253
2018-11-15,22302
2018-11-16,23415
2018-11-17,24566
2018-11-18,25731
2018-11-19,27008
2018-11-20,28239
2018-11-21,29459
2018-11-22,30851
2018-11-23,32014
2018-11-24,33032
2018-11-25,34604
2018-11-26,36078
2018-11-27,37718
2018-11-28,39514
2018-11-29,40773
2018-12-01,42429
2018-12-02,43189
2018-12-03,43758
2018-12-04,43843
2018-12-05,44312
2018-12-07,44893
2018-12-09,46686
2018-12-10,46427
2018-12-11,45884
2018-12-12,44655
2018-12-13,42790
2018-12-14,40781
2018-12-15,38765
2018-12-16,37784
2018-12-17,35894
2018-12-18,34622
2018-12-19,32890
2018-12-20,31272
2018-12-21,29708
2018-12-22,28516
2018-12-23,27244
2018-12-24,25881
2018-12-25,24824
2018-12-26,23976
2018-12-27,23003
2018-12-28,21868
2018-12-29,20870
2018-12-30,19913
2018-12-31,19319
2019-01-01,18900
2019-01-02,18777
2019-01-03,18533
2019-01-04,18346
2019-01-05,18188
2019-01-06,18440
2019-01-08,18963
2019-01-10,19643
2019-01-11,19312
2019-01-12,19361
2019-01-13,19148
2019-01-14,19122
2019-01-15,19049
2019-01-16,19100
2019-01-17,19124
2019-01-18,19251
2019-01-19,18964
2019-01-20,18231
2019-01-21,17661
2019-01-22,17195
2019-01-23,16606
2019-01-25,15606
2019-01-26,14926
2019-01-27,14396
2019-01-28,13833
2019-01-29,13447
2019-01-30,13377
2019-01-31,13202
2019-02-01,13036
2019-02-02,12841
2019-02-03,12770
2019-02-04,12207
2019-02-05,11964
2019-02-06,11708
2019-02-07,12130
2019-02-08,12237
2019-02-09,12497
2019-02-10,12261
2019-02-11,12101
2019-02-12,12203
2019-02-13,12676
2019-02-14,13115
2019-02-15,13503
2019-02-16,13621
2019-02-17,13423
2019-02-18,13060
2019-02-19,12657
2019-02-20,12353
2019-02-21,11996
2019-02-22,11679
2019-02-23,11550
2019-02-24,11731
2019-02-25,11812
2019-02-26,11827
2019-02-27,11839
2019-02-28,12258
2019-03-01,12685
2019-03-02,12749
2019-03-03,12806
2019-03-04,12807
2019-03-05,12826
2019-03-06,12903
2019-03-07,12776
2019-03-08,12421
2019-03-09,12184
2019-03-10,12284
2019-03-11,12291
2019-03-12,12186
2019-03-13,12403
2019-03-14,12359
2019-03-15,12429
2019-03-16,12552
2019-03-17,12710
2019-03-18,13087
2019-03-19,13213
2019-03-20,13088
2019-03-21,13349
2019-03-22,13515
2019-03-23,13635
2019-03-24,14090
2019-03-25,14614
2019-03-26,14711
2019-03-27,14864
2019-03-28,14713
2019-03-29,14698
2019-03-30,14761
2019-03-31,14526
2019-04-01,14252
2019-04-02,14354
2019-04-03,14461
2019-04-04,14369
2019-04-05,14660
