date_obj,Papyrus price
2019-09-06,210
2019-09-07,204
2019-09-08,197
2019-09-09,204
2019-09-10,204
2019-09-11,194
2019-09-12,186
2019-09-13,185
2019-09-14,182
2019-09-15,178
2019-09-16,174
2019-09-17,175
2019-09-18,173
2019-09-19,165
2019-09-20,168
2019-09-21,163
2019-09-22,161
2019-09-23,156
2019-09-24,154
2019-09-25,154
2019-09-26,146
2019-09-27,139
2019-09-28,139
2019-09-29,138
2019-09-30,138
2019-10-01,138
2019-10-02,141
2019-10-03,146
2019-10-04,150
2019-10-05,156
2019-10-06,153
2019-10-07,151
2019-10-08,158
2019-10-09,161
2019-10-10,168
2019-10-11,177
2019-10-12,186
2019-10-13,196
2019-10-14,206
2019-10-15,205
2019-10-16,215
2019-10-17,225
2019-10-18,236
2019-10-19,245
2019-10-20,237
2019-10-21,229
2019-10-22,227
2019-10-23,221
2019-10-24,225
2019-10-25,233
2019-10-26,233
2019-10-27,242
2019-10-28,249
2019-10-29,250
2019-10-30,242
2019-10-31,245
2019-11-01,244
2019-11-02,249
2019-11-03,252
2019-11-04,247
2019-11-05,249
2019-11-06,247
2019-11-07,242
2019-11-08,242
2019-11-09,241
2019-11-10,244
2019-11-11,244
2019-11-12,239
2019-11-13,237
2019-11-14,239
2019-11-15,246
2019-11-16,254
2019-11-17,262
2019-11-18,269
2019-11-19,275
2019-11-20,284
2019-11-21,299
2019-11-22,311
2019-11-23,326
2019-11-24,343
2019-11-25,361
2019-11-26,369
2019-11-27,350
2019-11-28,332
2019-11-29,319
2019-11-30,322
2019-12-01,305
2019-12-02,289
2019-12-03,274
2019-12-04,260
2019-12-05,247
2019-12-06,234
2019-12-07,222
2019-12-08,211
2019-12-09,202
2019-12-10,203
2019-12-11,209
2019-12-12,218
2019-12-13,221
2019-12-14,230
2019-12-15,227
2019-12-16,237
2019-12-17,232
2019-12-18,244
2019-12-19,255
2019-12-20,243
2019-12-21,242
2019-12-22,237
2019-12-23,226
2019-12-24,217
2019-12-25,208
2019-12-26,197
2019-12-27,187
2019-12-28,188
2019-12-29,190
2019-12-30,189
2019-12-31,189
2020-01-01,194
2020-01-02,203
2020-01-03,204
2020-01-04,214
2020-01-05,225
2020-01-06,236
2020-01-07,243
2020-01-08,250
2020-01-09,249
2020-01-10,247
2020-01-11,245
2020-01-12,243
2020-01-13,248
2020-01-14,253
2020-01-15,265
2020-01-16,256
2020-01-17,246
2020-01-18,252
2020-01-19,258
2020-01-20,268
2020-01-21,280
2020-01-22,294
2020-01-23,309
2020-01-24,325
2020-01-25,342
2020-01-26,360
2020-01-27,378
2020-01-28,370
2020-01-29,382
2020-01-30,378
2020-01-31,362
2020-02-01,343
2020-02-02,325
2020-02-03,308
2020-02-04,292
2020-02-05,278
2020-02-06,265
2020-02-07,258
2020-02-08,257
2020-02-09,249
2020-02-10,237
2020-02-11,225
2020-02-12,213
2020-02-13,202
2020-02-14,191
2020-02-15,181
2020-02-16,171
2020-02-17,162
2020-02-18,153
2020-02-19,147
2020-02-20,148
2020-02-21,145
2020-02-22,146
2020-02-23,153
2020-02-24,158
2020-02-25,165
2020-02-26,174
2020-02-27,182
2020-02-28,188
2020-02-29,195
2020-03-01,193
2020-03-02,193
2020-03-03,189
2020-03-04,193
2020-03-05,196
2020-03-06,201
2020-03-07,209
2020-03-08,218
2020-03-09,226
2020-03-10,235
2020-03-11,246
2020-03-12,257
2020-03-13,267
2020-03-14,280
2020-03-15,287
2020-03-16,297
2020-03-17,311
2020-03-18,317
2020-03-19,330
2020-03-20,328
2020-03-21,325
2020-03-22,309
2020-03-23,298
2020-03-24,299
2020-03-25,291
2020-03-26,299
2020-03-27,314
2020-03-28,329
2020-03-29,335
2020-03-30,331
2020-03-31,340
2020-04-01,341
2020-04-02,354
2020-04-03,372
2020-04-04,382
2020-04-05,372
2020-04-06,368
2020-04-07,353
2020-04-08,342
2020-04-09,333
2020-04-10,330
2020-04-11,327
2020-04-12,315
2020-04-13,305
2020-04-14,294
2020-04-15,283
2020-04-16,270
2020-04-17,260
2020-04-18,253
2020-04-19,245
2020-04-20,239
2020-04-21,231
2020-04-22,223
2020-04-23,218
2020-04-24,226
2020-04-25,219
2020-04-26,219
2020-04-27,208
2020-04-28,197
2020-04-29,187
2020-04-30,178
2020-05-01,172
2020-05-02,168
2020-05-03,163
2020-05-04,166
2020-05-05,167
2020-05-06,169
2020-05-07,175
2020-05-08,180
2020-05-09,174
2020-05-10,174
2020-05-11,178
2020-05-12,176
2020-05-13,173
