date_obj,Axeman's%20folly(m) price
2015-11-25,78702
2015-11-26,78702
2015-11-27,78702
2015-11-28,78702
2015-11-29,78702
2015-11-30,78702
2015-12-01,78702
2015-12-02,78702
2015-12-03,78702
2015-12-04,78702
2015-12-05,78702
2015-12-06,78702
2015-12-07,78702
2015-12-08,78702
2015-12-09,78702
2015-12-10,78702
2015-12-11,78702
2015-12-12,78702
2015-12-13,78702
2015-12-14,78702
2015-12-15,78702
2015-12-16,78702
2015-12-17,78702
2015-12-18,78702
2015-12-19,78702
2015-12-20,78702
2015-12-21,78702
2015-12-22,78702
2015-12-23,78702
2015-12-24,78702
2015-12-25,78702
2015-12-26,78702
2015-12-27,78702
2015-12-28,78702
2015-12-29,78702
2015-12-30,78702
2015-12-31,78702
2016-01-01,78702
2016-01-02,78702
2016-01-03,78702
2016-01-04,78702
2016-01-05,78702
2016-01-06,78702
2016-01-07,78702
2016-01-08,78702
2016-01-09,78702
2016-01-10,78702
2016-01-11,78702
2016-01-12,78702
2016-01-13,78702
2016-01-14,78702
2016-01-15,81488
2016-01-16,81488
2016-01-17,81488
2016-01-18,81488
2016-01-19,81488
2016-01-20,81488
2016-01-21,81488
2016-01-22,81488
2016-01-23,81488
2016-01-24,81488
2016-01-25,81488
2016-01-26,81488
2016-01-27,81488
2016-01-28,81488
2016-01-29,81488
2016-01-30,81488
2016-01-31,81488
2016-02-01,81488
2016-02-02,81488
2016-02-03,81488
2016-02-04,81488
2016-02-05,81488
2016-02-06,81488
2016-02-07,81488
2016-02-08,81488
2016-02-09,81488
2016-02-10,81488
2016-02-11,81488
2016-02-12,81488
2016-02-13,81488
2016-02-14,81488
2016-02-15,81488
2016-02-16,81488
2016-02-17,81488
2016-02-18,81488
2016-02-19,81488
2016-02-20,81488
2016-02-21,81488
2016-02-22,81488
2016-02-23,81488
2016-02-24,81488
2016-02-25,81488
2016-02-26,81488
2016-02-27,81488
2016-02-28,81488
2016-02-29,81488
2016-03-01,81488
2016-03-02,84229
2016-03-03,84229
2016-03-04,84229
2016-03-05,84229
2016-03-06,84229
2016-03-07,84229
2016-03-08,84229
2016-03-09,84229
2016-03-10,84229
2016-03-11,84229
2016-03-12,84229
2016-03-13,84229
2016-03-14,84229
2016-03-15,84229
2016-03-16,84229
2016-03-17,84229
2016-03-18,84229
2016-03-19,84229
2016-03-20,84229
2016-03-21,84229
2016-03-22,84229
2016-03-23,84229
2016-03-24,84229
2016-03-25,84229
2016-03-26,84229
2016-03-27,84229
2016-03-28,84229
2016-03-29,84229
2016-03-30,84229
2016-03-31,84229
2016-04-01,84229
2016-04-02,84229
2016-04-03,84229
2016-04-04,84229
2016-04-05,84229
2016-04-06,84229
2016-04-07,84229
2016-04-08,84229
2016-04-09,84229
2016-04-10,84229
2016-04-11,84229
2016-04-12,84229
2016-04-13,84229
2016-04-14,84229
2016-04-15,84229
2016-04-16,84229
2016-04-17,84229
2016-04-18,84229
2016-04-19,84229
2016-04-20,84229
2016-04-21,84229
2016-04-22,84229
2016-04-23,85029
2016-04-24,85029
2016-04-25,85029
2016-04-26,85029
2016-04-27,85029
2016-04-28,85029
2016-04-29,85029
2016-04-30,85029
2016-05-01,85029
2016-05-02,85029
2016-05-03,85029
2016-05-04,85029
2016-05-05,85029
2016-05-06,85029
2016-05-07,85029
2016-05-08,85029
2016-05-09,85029
2016-05-10,85029
2016-05-11,85029
2016-05-12,85029
2016-05-13,85029
2016-05-14,85029
2016-05-15,85029
2016-05-16,85029
2016-05-17,85029
2016-05-18,85029
2016-05-19,85029
2016-05-22,85029
2016-05-23,85029
2016-05-24,85029
2016-05-25,85029
2016-05-26,85029
2016-05-27,85029
2016-05-28,85029
2016-05-29,85029
2016-05-30,85029
2016-05-31,85029
2016-06-01,86536
2016-06-02,86536
2016-06-03,86536
2016-06-04,86536
2016-06-05,86536
2016-06-06,86536
2016-06-07,86536
2016-06-08,86536
2016-06-09,86536
2016-06-10,86536
2016-06-11,86536
2016-06-12,86536
2016-06-13,86536
2016-06-14,86536
2016-06-15,86536
2016-06-16,86536
2016-06-17,86536
2016-06-18,86536
2016-06-19,86536
2016-06-20,86536
2016-06-21,86536
2016-06-22,86536
2016-06-23,86536
2016-06-24,86536
2016-06-25,86536
2016-06-26,86536
2016-06-27,86536
2016-06-28,86536
2016-06-29,86536
2016-06-30,86536
2016-07-01,86536
2016-07-02,86536
2016-07-03,86536
2016-07-04,86536
2016-07-05,86536
2016-07-06,86536
2016-07-07,86536
2016-07-08,88461
2016-07-09,88461
2016-07-10,88461
2016-07-11,88461
2016-07-12,88461
2016-07-13,88461
2016-07-14,88461
2016-07-15,88461
2016-07-16,88461
2016-07-17,88461
2016-07-18,88461
2016-07-23,88461
2016-07-24,88461
2016-07-25,88461
2016-07-26,88461
2016-07-27,88461
2016-07-28,88461
2016-07-29,88461
2016-07-30,88461
2016-07-31,88461
2016-08-01,88461
2016-08-02,88461
2016-08-03,88461
2016-08-04,88461
2016-08-05,88461
2016-08-06,88461
2016-08-07,88461
2016-08-08,88461
2016-08-09,88461
2016-08-10,88461
2016-08-11,88461
2016-08-12,88461
2016-08-13,88461
2016-08-14,88461
2016-08-15,88461
2016-08-16,88461
2016-08-17,88461
2016-08-18,88461
2016-08-19,88461
2016-08-20,86167
2016-08-21,86167
2016-08-22,86167
2016-08-23,86167
2016-08-24,86167
2016-08-25,86167
2016-08-26,86167
2016-08-28,86167
2016-08-31,86167
2016-09-01,86167
2016-09-02,86167
2016-09-03,86167
2016-09-04,86167
2016-09-05,86167
2016-09-06,86167
2016-09-07,86167
2016-09-08,86167
2016-09-09,86167
2016-09-10,86167
2016-09-11,86167
2016-09-12,86167
2016-09-13,86167
2016-09-14,86167
2016-09-15,86167
2016-09-16,86167
2016-09-17,86167
2016-09-18,86167
2016-09-19,86167
2016-09-20,86167
2016-09-21,86167
2016-09-22,86167
2016-09-23,86167
2016-09-24,86167
2016-09-25,86167
2016-09-26,86167
2016-09-27,86167
2016-09-28,86167
2016-09-29,86167
2016-09-30,86167
2016-10-01,86167
2016-10-02,86167
2016-10-03,86167
2016-10-04,86167
2016-10-05,86167
2016-10-06,86167
2016-10-07,86167
2016-10-08,86167
2016-10-09,86167
2016-10-10,86167
2016-10-11,86167
2016-10-12,86167
2016-10-13,86167
2016-10-14,86167
2016-10-15,86167
2016-10-16,86167
2016-10-17,86167
2016-10-18,86167
2016-10-19,86167
2016-10-20,86167
2016-10-21,86167
2016-10-22,86167
2016-10-23,86167
2016-10-24,83053
2016-10-25,83053
2016-10-26,83053
2016-10-27,83053
2016-10-28,83053
2016-10-29,83053
2016-10-30,83053
2016-10-31,83053
2016-11-01,83053
2016-11-02,83053
2016-11-03,83053
2016-11-04,83053
2016-11-05,83053
2016-11-06,83053
2016-11-07,83053
2016-11-08,83053
2016-11-09,83053
2016-11-10,83053
2016-11-11,83053
2016-11-12,83053
2016-11-13,83053
2016-11-14,83053
2016-11-15,83053
2016-12-07,83053
2016-12-08,83053
2016-12-09,83053
2016-12-10,83053
2016-12-11,83053
2016-12-12,83053
2016-12-13,83053
2016-12-14,83053
2016-12-15,83053
2016-12-16,83053
2016-12-17,83053
2016-12-18,83053
2016-12-19,83053
2016-12-20,83053
2016-12-21,83053
2016-12-22,83053
2016-12-23,83053
2016-12-24,83053
2016-12-25,84793
2016-12-26,84793
2016-12-27,84793
2016-12-28,84793
2016-12-29,84793
2016-12-30,84793
2016-12-31,84793
2017-01-01,84793
2017-01-02,84793
2017-01-03,84793
2017-01-04,84793
2017-01-05,84793
2017-01-06,84793
2017-01-07,84793
2017-01-08,84793
2017-01-09,84793
2017-01-10,84793
2017-01-11,84793
2017-01-12,84793
2017-01-13,84793
2017-01-14,84793
2017-01-15,84793
2017-01-16,84793
2017-01-17,84793
2017-01-18,84793
2017-01-19,84793
2017-01-20,84793
2017-01-21,84793
2017-01-22,84793
2017-01-23,84793
2017-01-27,84793
2017-01-28,84793
2017-01-29,84793
2017-01-30,84793
2017-01-31,84793
2017-02-01,84793
2017-02-02,84793
2017-02-03,84793
2017-02-04,84793
2017-02-05,82493
2017-02-06,82493
2017-02-07,82493
2017-02-08,82493
2017-02-09,82493
2017-02-10,82493
2017-02-11,82493
2017-02-12,82493
2017-02-13,82493
2017-02-14,82493
2017-02-15,82493
2017-02-16,82493
2017-02-18,82493
2017-02-19,82493
2017-02-20,82493
2017-02-21,82493
2017-02-22,82493
2017-02-23,82493
2017-02-24,82493
2017-02-25,82493
2017-02-26,82493
2017-02-27,82493
2017-02-28,82493
2017-03-01,82493
2017-03-02,82493
2017-03-03,82493
2017-03-04,82493
2017-03-05,82493
2017-03-06,82493
2017-03-07,82493
2017-03-08,82493
2017-03-09,82493
2017-03-10,82493
2017-03-11,82493
2017-03-12,82493
2017-03-13,82493
2017-03-14,82493
2017-03-15,82493
2017-03-16,82493
2017-03-17,78962
2017-03-18,78962
2017-03-19,78962
2017-03-20,78962
2017-03-21,78962
2017-03-22,78962
2017-03-23,78962
2017-03-24,78962
2017-03-25,78962
2017-03-26,78962
2017-03-27,78962
2017-03-28,78962
2017-03-29,78962
2017-03-30,78962
2017-03-31,78962
2017-04-01,78962
2017-04-02,78962
2017-04-03,78962
2017-04-04,78962
2017-04-05,78962
2017-04-12,78962
2017-04-13,78962
2017-04-14,78962
2017-04-15,78962
2017-04-16,78962
2017-04-17,78962
2017-04-18,78962
2017-04-19,78962
2017-04-20,78962
2017-04-21,78962
2017-04-22,78962
2017-04-23,78962
2017-04-24,78962
2017-04-25,79212
2017-04-26,79212
2017-04-27,79212
2017-04-28,79212
2017-04-29,79212
2017-04-30,79212
2017-05-01,79212
2017-05-02,79212
2017-05-03,79212
2017-05-04,79212
2017-05-05,79212
2017-05-06,79212
2017-05-07,79212
2017-05-08,79212
2017-05-09,79212
2017-05-10,79212
2017-05-11,79212
2017-05-12,79212
2017-05-13,79212
2017-05-14,79212
2017-05-15,79212
2017-05-16,79212
2017-05-17,79212
2017-05-18,79212
2017-05-19,79212
2017-05-20,79212
2017-05-21,79212
2017-05-22,79212
2017-05-23,79212
2017-05-24,79212
2017-05-25,79212
2017-05-26,79212
2017-05-27,79212
2017-05-28,79212
2017-05-29,79212
2017-05-30,79212
2017-05-31,79212
2017-06-01,79212
2017-06-02,79212
2017-06-03,79212
2017-06-04,77260
2017-06-05,77260
2017-06-06,77260
2017-06-07,77260
2017-06-08,77260
2017-06-09,77260
2017-06-10,77260
2017-06-11,77260
2017-06-12,77260
2017-06-13,77260
2017-06-14,77260
2017-06-15,77260
2017-06-16,77260
2017-06-17,77260
2017-06-18,77260
2017-06-19,77260
2017-06-20,77260
2017-06-21,77260
2017-06-22,77260
2017-06-23,77260
2017-06-24,77260
2017-06-25,77260
2017-06-26,77260
2017-06-27,77260
2017-06-28,77260
2017-06-29,77260
2017-06-30,77260
2017-07-01,77260
2017-07-02,77260
2017-07-03,77260
2017-07-04,77260
2017-07-05,77260
2017-07-06,77260
2017-07-07,77260
2017-07-08,77260
2017-07-09,77260
2017-07-13,77260
2017-07-14,77260
2017-07-15,77260
2017-07-16,74694
2017-07-17,74694
2017-07-18,74694
2017-07-19,74694
2017-07-20,74694
2017-07-21,74694
2017-07-22,74694
2017-07-23,74694
2017-07-24,74694
2017-07-25,74694
2017-07-26,74694
2017-07-27,74694
2017-07-28,74694
2017-07-29,74694
2017-07-30,74694
2017-07-31,74694
2017-08-01,74694
2017-08-02,74694
2017-08-03,74694
2017-08-04,74694
2017-08-05,74694
2017-08-06,74694
2017-08-07,74694
2017-08-08,74694
2017-08-09,74694
2017-08-10,74694
2017-08-11,74694
2017-08-12,74694
2017-08-13,74694
2017-08-14,74694
2017-08-15,74694
2017-08-16,74694
2017-08-17,74694
2017-08-18,74694
2017-08-19,74694
2017-08-20,74694
2017-08-21,74694
2017-08-22,74694
2017-08-23,74694
2017-08-24,74694
2017-08-25,74694
2017-08-26,74694
2017-08-27,74694
2017-08-28,72015
2017-08-29,72015
2017-08-30,72015
2017-08-31,72015
2017-09-01,72015
2017-09-02,72015
2017-09-03,72015
2017-09-04,72015
2017-09-05,72015
2017-09-06,72015
2017-09-07,72015
2017-09-08,72015
2017-09-09,72015
2017-09-10,72015
2017-09-11,72015
2017-09-12,72015
2017-09-13,72015
2017-09-14,72015
2017-09-15,72015
2017-09-16,72015
2017-09-17,72015
2017-09-18,72015
2017-09-19,72015
2017-09-20,72015
2017-09-22,72015
2017-09-23,72015
2017-09-24,72015
2017-09-25,72015
2017-09-26,72015
2017-09-27,72015
2017-09-28,72015
2017-09-29,72015
2017-09-30,72015
2017-10-01,68605
2017-10-02,68605
2017-10-03,68605
2017-10-04,68605
2017-10-05,68605
2017-10-06,68605
2017-10-07,68605
2017-10-08,68605
2017-10-09,68605
2017-10-10,68605
2017-10-11,68605
2017-10-12,68605
2017-10-13,68605
2017-10-14,68605
2017-10-15,68605
2017-10-16,68605
2017-10-17,68605
2017-10-18,68605
2017-10-19,68605
2017-10-20,68605
2017-10-21,68605
2017-10-22,68605
2017-10-23,68605
2017-10-24,68605
2017-10-25,68605
2017-10-26,68605
2017-10-27,68605
2017-10-28,68605
2017-10-29,68605
2017-10-30,68605
2017-10-31,65657
2017-11-01,65657
2017-11-02,65657
2017-11-03,65657
2017-11-04,65657
2017-11-05,65657
2017-11-06,65657
2017-11-07,65657
2017-11-08,65657
2017-11-09,65657
2017-11-10,65657
2017-11-11,65657
2017-11-12,65657
2017-11-13,65657
2017-11-14,65657
2017-11-15,65657
2017-11-16,65657
2017-11-17,65657
2017-11-18,65657
2017-11-19,65657
2017-11-20,65657
2017-11-21,65657
2017-11-22,65657
2017-11-23,65657
2017-11-24,65657
2017-11-25,65657
2017-11-26,65657
2017-11-27,65657
2017-11-28,65657
2017-11-29,65657
2017-11-30,65657
2017-12-01,65657
2017-12-02,65657
2017-12-03,62461
2017-12-04,62461
2017-12-05,62461
2017-12-06,62461
2017-12-07,62461
2017-12-08,62461
2017-12-09,62461
2017-12-10,62461
2017-12-11,62461
2017-12-12,62461
2017-12-13,62461
2017-12-14,62461
2017-12-15,62461
2017-12-16,62461
2017-12-17,62461
2017-12-18,62461
2017-12-19,62461
2017-12-20,62461
2017-12-21,62461
2017-12-22,62461
2017-12-23,62461
2017-12-24,62461
2017-12-25,62461
2017-12-26,62461
2017-12-27,62461
2017-12-28,62461
2017-12-29,62461
2017-12-30,62461
2017-12-31,62461
2018-01-01,62461
2018-01-02,62461
2018-01-03,62461
2018-01-04,62461
2018-01-05,62461
2018-01-06,59465
2018-01-07,59465
2018-01-08,59465
2018-01-09,59465
2018-01-10,59465
2018-01-11,59465
2018-01-12,59465
2018-01-13,59465
2018-01-14,59465
2018-01-15,59465
2018-01-16,59465
2018-01-17,59465
2018-01-18,59465
2018-01-19,59465
2018-01-20,59465
2018-01-21,59465
2018-01-22,59465
2018-01-23,59465
2018-01-24,56491
2018-01-25,56491
2018-01-26,56491
2018-01-27,56491
2018-01-28,56491
2018-01-29,56491
2018-01-30,56491
2018-01-31,56491
2018-02-01,56491
2018-02-02,56491
2018-02-03,56491
2018-02-04,56491
2018-02-05,56491
2018-02-06,53719
2018-02-07,53719
2018-02-08,53719
2018-02-09,53719
2018-02-10,53719
2018-02-11,53719
2018-02-12,53719
2018-02-13,53719
2018-02-14,53719
2018-02-15,53719
2018-02-16,53719
2018-02-17,53719
2018-02-18,53719
2018-02-19,51365
2018-02-20,51365
2018-02-21,51365
2018-02-22,51365
2018-02-23,51365
2018-02-24,51365
2018-02-25,51365
2018-02-26,51365
2018-02-27,51365
2018-02-28,51365
2018-03-01,51365
2018-03-02,51365
2018-03-03,51365
2018-03-04,51365
2018-03-05,49436
2018-03-06,49436
2018-03-07,49436
2018-03-08,49436
2018-03-09,49436
2018-03-10,49436
2018-03-11,49436
2018-03-12,49436
2018-03-13,49436
2018-03-14,49436
2018-03-15,49436
2018-03-16,49436
2018-03-17,49436
2018-03-18,49436
2018-03-20,49436
2018-03-22,47151
2018-03-23,47151
2018-03-24,47151
2018-03-25,47151
2018-03-26,47151
2018-03-27,47151
2018-03-28,47151
2018-03-29,47151
2018-03-30,47151
2018-03-31,47151
2018-04-01,47151
2018-04-02,47151
2018-04-03,47151
2018-04-04,47151
2018-04-05,47151
2018-04-06,47151
2018-04-07,47151
2018-04-08,47151
2018-04-09,47151
2018-04-10,47151
2018-04-11,45191
2018-04-12,45191
2018-04-13,45191
2018-04-14,45191
2018-04-15,45191
2018-04-16,45191
2018-04-17,45191
2018-04-18,45191
2018-04-19,45191
2018-04-20,45191
2018-04-21,45191
2018-04-22,45191
2018-04-23,45191
2018-04-24,45191
2018-04-25,45191
2018-04-26,45191
2018-04-27,45191
2018-04-28,45191
2018-04-29,45191
2018-04-30,45191
2018-05-01,45191
2018-05-02,44360
2018-05-03,44360
2018-05-04,44360
2018-05-05,44360
2018-05-06,44360
2018-05-07,44360
2018-05-08,44360
2018-05-09,44360
2018-05-10,44360
2018-05-11,44360
2018-05-12,44360
2018-05-13,44360
2018-05-14,44360
2018-05-15,44360
2018-05-16,44360
2018-05-17,44360
2018-05-18,44360
2018-05-19,44360
2018-05-20,44360
2018-05-21,44360
2018-05-22,45055
2018-05-23,45055
2018-05-24,45055
2018-05-25,45055
2018-05-26,45055
2018-05-27,45055
2018-05-28,45055
2018-05-29,45055
2018-05-30,45055
2018-05-31,45055
2018-06-01,45055
2018-06-02,45055
2018-06-03,45055
2018-06-04,45055
2018-06-05,46849
2018-06-06,46849
2018-06-07,46849
2018-06-08,46849
2018-06-09,46849
2018-06-10,46849
2018-06-11,46849
2018-06-12,46849
2018-06-13,46849
2018-06-14,46849
2018-06-15,46849
2018-06-16,46849
2018-06-17,46849
2018-06-18,46849
2018-06-19,46849
2018-06-20,46849
2018-06-21,46849
2018-06-22,46849
2018-06-23,46849
2018-06-24,45698
2018-06-25,45698
2018-06-26,45698
2018-06-27,45698
2018-06-28,45698
2018-06-29,45698
2018-06-30,45698
2018-07-01,45698
2018-07-02,45698
2018-07-03,45698
2018-07-04,45698
2018-07-05,45698
2018-07-06,45698
2018-07-07,45698
2018-07-08,45698
2018-07-09,44023
2018-07-10,44023
2018-07-11,44023
2018-07-12,44023
2018-07-13,44023
2018-07-14,44023
2018-07-15,44023
2018-07-16,44023
2018-07-17,44023
2018-07-18,44023
2018-07-19,44023
2018-07-20,44023
2018-07-21,44023
2018-07-22,44023
2018-07-23,44023
2018-07-24,44023
2018-07-25,44023
2018-07-26,44720
2018-07-27,44720
2018-07-28,44720
2018-07-29,44720
2018-07-30,44720
2018-07-31,44720
2018-08-01,44720
2018-08-02,44720
2018-08-03,44720
2018-08-04,44720
2018-08-05,44720
2018-08-06,44720
2018-08-07,44720
2018-08-08,44360
2018-08-09,44360
2018-08-10,44360
2018-08-11,44360
2018-08-12,44360
2018-08-14,44360
2018-08-16,44360
2018-08-17,44360
2018-08-18,44360
2018-08-19,44360
2018-08-20,45616
2018-08-21,45616
2018-08-22,45616
2018-08-23,45616
2018-08-24,45616
2018-08-25,45616
2018-08-26,45616
2018-08-27,45616
2018-08-28,45616
2018-08-29,45616
2018-08-30,45616
2018-08-31,45616
2018-09-01,45616
2018-09-02,45616
2018-09-03,45535
2018-09-04,45535
2018-09-05,45535
2018-09-06,45535
2018-09-07,45535
2018-09-08,45535
2018-09-09,45535
2018-09-10,45535
2018-09-11,45535
2018-09-12,45535
2018-09-13,45535
2018-09-14,45535
2018-09-15,45854
2018-09-16,45854
2018-09-17,45854
2018-09-18,45854
2018-09-19,45854
2018-09-20,45854
2018-09-21,45854
2018-09-22,45854
2018-09-23,45854
2018-09-24,45854
2018-09-25,45854
2018-09-26,45854
2018-09-27,45854
2018-09-28,45854
2018-09-29,46845
2018-09-30,46845
2018-10-01,46845
2018-10-02,46845
2018-10-03,46845
2018-10-04,46845
2018-10-05,46845
2018-10-06,46845
2018-10-07,46845
2018-10-08,46845
2018-10-09,46845
2018-10-10,46845
2018-10-11,46845
2018-10-12,46845
2018-10-13,45963
2018-10-14,45963
2018-10-15,45963
2018-10-16,45963
2018-10-17,45963
2018-10-18,45963
2018-10-19,45963
2018-10-20,45963
2018-10-21,45963
2018-10-22,45963
2018-10-23,45963
2018-10-24,46233
2018-10-25,46233
2018-10-26,46233
2018-10-27,46233
2018-10-28,46233
2018-10-29,46233
2018-10-30,46233
2018-10-31,46233
2018-11-01,46233
2018-11-03,46233
2018-11-04,46233
2018-11-05,44159
2018-11-06,44159
2018-11-07,44159
2018-11-08,44159
2018-11-09,44159
2018-11-10,44159
2018-11-11,44159
2018-11-12,44159
2018-11-13,44159
2018-11-14,42535
2018-11-15,42535
2018-11-16,42535
2018-11-17,42535
2018-11-18,42535
2018-11-19,42535
2018-11-20,42535
2018-11-21,42535
2018-11-22,42535
2018-11-23,43151
2018-11-24,43151
2018-11-25,43151
2018-11-26,43151
2018-11-27,43151
2018-11-28,43151
2018-11-29,43151
2018-12-01,43151
2018-12-02,43289
2018-12-03,43289
2018-12-04,43289
2018-12-05,43289
2018-12-07,43289
2018-12-09,43289
2018-12-10,43289
2018-12-11,42771
2018-12-12,42771
2018-12-13,42771
2018-12-14,42771
2018-12-15,42771
2018-12-16,42771
2018-12-17,42771
2018-12-18,42771
2018-12-19,43296
2018-12-20,43296
2018-12-21,43296
2018-12-22,43296
2018-12-23,43296
2018-12-24,43296
2018-12-25,43296
2018-12-26,43296
2018-12-27,43296
2018-12-28,43296
2018-12-29,44867
2018-12-30,44867
2018-12-31,44867
2019-01-01,44867
2019-01-02,44867
2019-01-03,44867
2019-01-04,44867
2019-01-05,44867
2019-01-06,46602
2019-01-08,46602
2019-01-10,46602
2019-01-11,46602
2019-01-12,46602
2019-01-13,46688
2019-01-14,46688
2019-01-15,46688
2019-01-16,46688
2019-01-17,46688
2019-01-18,46688
2019-01-19,46688
2019-01-20,45039
2019-01-21,45039
2019-01-22,45039
2019-01-23,45039
2019-01-24,45039
2019-01-25,45039
2019-01-26,45039
2019-01-27,45584
2019-01-28,45584
2019-01-29,45584
2019-01-30,45584
2019-01-31,45584
2019-02-01,45584
2019-02-02,45584
2019-02-03,46086
2019-02-04,46086
2019-02-05,46086
2019-02-06,46086
2019-02-07,46086
2019-02-08,46086
2019-02-09,47230
2019-02-10,47230
2019-02-11,47230
2019-02-12,47230
2019-02-13,47230
2019-02-14,47230
2019-02-15,47230
2019-02-16,47701
2019-02-17,47701
2019-02-18,47701
2019-02-19,47701
2019-02-20,47701
2019-02-21,47701
2019-02-22,47701
2019-02-23,46356
2019-02-24,46356
2019-02-25,46356
2019-02-26,46356
2019-02-27,46356
2019-02-28,46356
2019-03-01,46356
2019-03-02,46356
2019-03-03,46356
2019-03-04,46356
2019-03-05,46356
2019-03-06,44718
2019-03-07,44718
2019-03-08,44718
2019-03-09,44718
2019-03-10,44718
2019-03-11,44718
2019-03-12,44718
2019-03-13,44718
2019-03-14,44718
