date_obj,Rune%20axe price
2015-08-16,7500
2015-08-17,7503
2015-08-18,7520
2015-08-19,7493
2015-08-20,7538
2015-08-21,7480
2015-08-22,7425
2015-08-23,7521
2015-08-24,7510
2015-08-25,7462
2015-08-26,7502
2015-08-27,7541
2015-08-28,7391
2015-08-29,7478
2015-08-30,7399
2015-08-31,7442
2015-09-01,7424
2015-09-02,7462
2015-09-03,7476
2015-09-04,7455
2015-09-05,7474
2015-09-06,7482
2015-09-07,7472
2015-09-08,7423
2015-09-09,7465
2015-09-10,7469
2015-09-11,7492
2015-09-12,7529
2015-09-13,7520
2015-09-14,7500
2015-09-15,7505
2015-09-16,7476
2015-09-17,7464
2015-09-18,7397
2015-09-19,7404
2015-09-20,7458
2015-09-21,7488
2015-09-22,7468
2015-09-23,7406
2015-09-24,7424
2015-09-25,7423
2015-09-27,7477
2015-09-28,7432
2015-09-29,7431
2015-09-30,7479
2015-10-05,7433
2015-10-06,7473
2015-10-07,7495
2015-10-08,7462
2015-10-09,7497
2015-10-10,7538
2015-10-11,7532
2015-10-12,7494
2015-10-13,7500
2015-10-14,7501
2015-10-15,7589
2015-10-16,7634
2015-10-17,7819
2015-10-18,8185
2015-10-19,8073
2015-10-20,7671
2015-10-22,7422
2015-10-23,7340
2015-10-24,7318
2015-10-25,7418
2015-10-26,7458
2015-10-27,7529
2015-10-29,7548
2015-10-30,7585
2015-10-31,7690
2015-11-01,7664
2015-11-02,7681
2015-11-03,7673
2015-11-04,7609
2015-11-05,7585
2015-11-06,7602
2015-11-07,7628
2015-11-08,7598
2015-11-09,7615
2015-11-10,7515
2015-11-11,7501
2015-11-12,7459
2015-11-13,7403
2015-11-14,7468
2015-11-15,7526
2015-11-16,7504
2015-11-17,7484
2015-11-18,7501
2015-11-19,7524
2015-11-20,7604
2015-11-21,7563
2015-11-22,7571
2015-11-23,7549
2015-11-24,7574
2015-11-25,7536
2015-11-26,7548
2015-11-27,7582
2015-11-28,7561
2015-11-29,7551
2015-11-30,7507
2015-12-01,7491
2015-12-02,7531
2015-12-03,7592
2015-12-04,7652
2015-12-05,7598
2015-12-06,7466
2015-12-07,7520
2015-12-08,7528
2015-12-09,7551
2015-12-10,7512
2015-12-11,7553
2015-12-12,7557
2015-12-13,7545
2015-12-14,7484
2015-12-15,7534
2015-12-16,7540
2015-12-17,7598
2015-12-18,7548
2015-12-19,7583
2015-12-20,7484
2015-12-21,7533
2015-12-22,7524
2015-12-23,7549
2015-12-24,7582
2015-12-25,7637
2015-12-26,7587
2015-12-27,7604
2015-12-28,7609
2015-12-29,7531
2015-12-30,7530
2015-12-31,7558
2016-01-01,7511
2016-01-02,7486
2016-01-03,7509
2016-01-04,7514
2016-01-05,7537
2016-01-06,7527
2016-01-07,7594
2016-01-08,7602
2016-01-09,7561
2016-01-10,7548
2016-01-11,7523
2016-01-12,7585
2016-01-13,7481
2016-01-14,7473
2016-01-15,7522
2016-01-16,7519
2016-01-17,7538
2016-01-18,7610
2016-01-19,7574
2016-01-20,7623
2016-01-21,7551
2016-01-22,7593
2016-01-23,7557
2016-01-24,7505
2016-01-25,7485
2016-01-26,7488
2016-01-27,7481
2016-01-28,7376
2016-01-29,7448
2016-01-30,7444
2016-01-31,7498
2016-02-01,7497
2016-02-02,7443
2016-02-03,7517
2016-02-04,7484
2016-02-05,7401
2016-02-06,7458
2016-02-07,7503
2016-02-08,7525
2016-02-09,7560
2016-02-10,7514
2016-02-11,7353
2016-02-12,7340
2016-02-13,7410
2016-02-14,7450
2016-02-15,7450
2016-02-16,7484
2016-02-17,7498
2016-02-18,7487
2016-02-19,7488
2016-02-20,7507
2016-02-21,7449
2016-02-22,7475
2016-02-23,7475
2016-02-24,7489
2016-02-25,7484
2016-02-26,7505
2016-02-27,7473
2016-02-28,7456
2016-02-29,7446
2016-03-01,7508
2016-03-02,7507
2016-03-03,7519
2016-03-04,7538
2016-03-05,7504
2016-03-06,7427
2016-03-07,7406
2016-03-08,7366
2016-03-09,7394
2016-03-10,7446
2016-03-11,7446
2016-03-12,7468
2016-03-13,7431
2016-03-14,7493
2016-03-15,7562
2016-03-16,7560
2016-03-17,7559
2016-03-18,7553
2016-03-19,7486
2016-03-20,7439
2016-03-21,7462
2016-03-22,7406
2016-03-23,7437
2016-03-24,7453
2016-03-25,7439
2016-03-26,7463
2016-03-27,7407
2016-03-28,7444
2016-03-29,7486
2016-03-30,7508
2016-03-31,7518
2016-04-01,7454
2016-04-02,7431
2016-04-03,7386
2016-04-04,7450
2016-04-05,7459
2016-04-06,7465
2016-04-07,7492
2016-04-08,7528
2016-04-09,7548
2016-04-10,7515
2016-04-11,7576
2016-04-12,7590
2016-04-13,7596
2016-04-14,7502
2016-04-15,7572
2016-04-16,7569
2016-04-17,7561
2016-04-18,7643
2016-04-19,7684
2016-04-20,7707
2016-04-21,7671
2016-04-22,7664
2016-04-23,7655
2016-04-24,7656
2016-04-25,7653
2016-04-26,7618
2016-04-27,7627
2016-04-28,7593
2016-04-29,7567
2016-04-30,7569
2016-05-01,7457
2016-05-02,7508
2016-05-03,7487
2016-05-04,7503
2016-05-05,7486
2016-05-06,7367
2016-05-07,7430
2016-05-08,7404
2016-05-09,7461
2016-05-10,7423
2016-05-11,7405
2016-05-12,7395
2016-05-13,7444
2016-05-14,7443
2016-05-15,7481
2016-05-16,7498
2016-05-17,7502
2016-05-18,7523
2016-05-19,7494
2016-05-22,7393
2016-05-23,7422
2016-05-24,7441
2016-05-25,7438
2016-05-26,7489
2016-05-27,7498
2016-05-28,7509
2016-05-29,7488
2016-05-30,7473
2016-05-31,7505
2016-06-01,7563
2016-06-02,7555
2016-06-03,7545
2016-06-04,7566
2016-06-05,7588
2016-06-06,7569
2016-06-07,7513
2016-06-08,7471
2016-06-09,7500
2016-06-10,7480
2016-06-11,7543
2016-06-12,7513
2016-06-13,7387
2016-06-14,7433
2016-06-15,7480
2016-06-16,7495
2016-06-17,7495
2016-06-18,7491
2016-06-19,7453
2016-06-20,7470
2016-06-21,7450
2016-06-22,7457
2016-06-23,7434
2016-06-24,7455
2016-06-25,7458
2016-06-26,7481
2016-06-27,7487
2016-06-28,7427
2016-06-29,7521
2016-06-30,7512
2016-07-01,7568
2016-07-02,7560
2016-07-03,7519
2016-07-04,7527
2016-07-05,7536
2016-07-06,7560
2016-07-07,7590
2016-07-08,7616
2016-07-09,7613
2016-07-10,7560
2016-07-11,7487
2016-07-12,7483
2016-07-13,7506
2016-07-14,7535
2016-07-15,7603
2016-07-16,7630
2016-07-17,7661
2016-07-18,7706
2016-07-23,7453
2016-07-24,7490
2016-07-25,7497
2016-07-26,7520
2016-07-27,7632
2016-07-28,7634
2016-07-29,7626
2016-07-30,7490
2016-07-31,7465
2016-08-01,7467
2016-08-02,7540
2016-08-03,7629
2016-08-04,7668
2016-08-05,7615
2016-08-06,7549
2016-08-07,7612
2016-08-08,7665
2016-08-09,7652
2016-08-10,7648
2016-08-11,7667
2016-08-12,7624
2016-08-13,7597
2016-08-14,7573
2016-08-15,7537
2016-08-16,7592
2016-08-17,7566
2016-08-18,7630
2016-08-19,7548
2016-08-20,7611
2016-08-21,7651
2016-08-22,7672
2016-08-23,7686
2016-08-24,7615
2016-08-25,7664
2016-08-26,7655
2016-08-28,7624
2016-08-31,7747
2016-09-01,7727
2016-09-02,7688
2016-09-03,7703
2016-09-04,7677
2016-09-05,7707
2016-09-06,7656
2016-09-07,7606
2016-09-08,7617
2016-09-09,7680
2016-09-10,7690
2016-09-11,7706
2016-09-12,7711
2016-09-13,7766
2016-09-14,7777
2016-09-15,7695
2016-09-16,7627
2016-09-17,7636
2016-09-18,7658
2016-09-19,7609
2016-09-20,7501
2016-09-21,7603
2016-09-22,7566
2016-09-23,7591
2016-09-24,7582
2016-09-25,7530
2016-09-26,7480
2016-09-27,7517
2016-09-28,7474
2016-09-29,7436
2016-09-30,7476
2016-10-01,7514
2016-10-02,7540
2016-10-03,7400
2016-10-04,7498
2016-10-05,7462
2016-10-06,7469
2016-10-07,7502
2016-10-08,7511
2016-10-09,7451
2016-10-10,7470
2016-10-11,7464
2016-10-12,7483
2016-10-13,7503
2016-10-14,7484
2016-10-15,7488
2016-10-16,7495
2016-10-17,7508
2016-10-18,7518
2016-10-19,7521
2016-10-20,7506
2016-10-21,7518
2016-10-22,7508
2016-10-23,7536
2016-10-24,7571
2016-10-25,7584
2016-10-26,7537
2016-10-27,7548
2016-10-28,7559
2016-10-29,7536
2016-10-30,7515
2016-10-31,7495
2016-11-01,7492
2016-11-02,7551
2016-11-03,7538
2016-11-04,7566
2016-11-05,7559
2016-11-06,7586
2016-11-07,7567
2016-11-08,7572
2016-11-09,7542
2016-11-10,7519
2016-11-11,7562
2016-11-12,7560
2016-11-13,7531
2016-11-14,7583
2016-12-08,7499
2016-12-09,7515
2016-12-10,7474
2016-12-11,7515
2016-12-12,7469
2016-12-13,7455
2016-12-14,7502
2016-12-15,7536
2016-12-16,7555
2016-12-17,7584
2016-12-18,7558
2016-12-19,7526
2016-12-20,7451
2016-12-21,7554
2016-12-22,7608
2016-12-23,7580
2016-12-24,7538
2016-12-25,7580
2016-12-26,7542
2016-12-27,7530
2016-12-28,7480
2016-12-29,7479
2016-12-30,7507
2016-12-31,7534
2017-01-01,7494
2017-01-02,7470
2017-01-03,7469
2017-01-04,7455
2017-01-05,7465
2017-01-06,7467
2017-01-07,7460
2017-01-08,7516
2017-01-09,7536
2017-01-10,7551
2017-01-11,7569
2017-01-12,7613
2017-01-13,7622
2017-01-14,7530
2017-01-15,7556
2017-01-16,7560
2017-01-17,7602
2017-01-18,7593
2017-01-19,7635
2017-01-20,7647
2017-01-21,7534
2017-01-22,7593
2017-01-27,7499
2017-01-28,7471
2017-01-29,7490
2017-01-30,7512
2017-01-31,7586
2017-02-01,7598
2017-02-02,7614
2017-02-03,7570
2017-02-04,7522
2017-02-05,7481
2017-02-06,7473
2017-02-07,7523
2017-02-08,7527
2017-02-09,7501
2017-02-10,7500
2017-02-11,7499
2017-02-12,7480
2017-02-13,7506
2017-02-14,7512
2017-02-15,7490
2017-02-16,7468
2017-02-18,7481
2017-02-19,7492
2017-02-20,7499
2017-02-21,7494
2017-02-22,7560
2017-02-23,7544
2017-02-24,7493
2017-02-25,7476
2017-02-26,7465
2017-02-27,7507
2017-02-28,7491
2017-03-01,7483
2017-03-02,7478
2017-03-03,7471
2017-03-04,7474
2017-03-05,7540
2017-03-06,7490
2017-03-07,7487
2017-03-08,7487
2017-03-09,7516
2017-03-10,7517
2017-03-11,7481
2017-03-12,7447
2017-03-13,7476
2017-03-14,7470
2017-03-15,7473
2017-03-16,7482
2017-03-17,7485
2017-03-18,7470
2017-03-19,7468
2017-03-20,7471
2017-03-21,7470
2017-03-22,7444
2017-03-23,7479
2017-03-24,7467
2017-03-25,7470
2017-03-26,7433
2017-03-27,7422
2017-03-28,7440
2017-03-29,7428
2017-03-30,7432
2017-03-31,7439
2017-04-01,7463
2017-04-02,7468
2017-04-03,7482
2017-04-04,7478
2017-04-12,7526
2017-04-13,7554
2017-04-14,7501
2017-04-15,7513
2017-04-16,7526
2017-04-17,7466
2017-04-18,7464
2017-04-19,7480
2017-04-20,7401
2017-04-21,7401
2017-04-22,7390
2017-04-23,7376
2017-04-24,7416
2017-04-25,7424
2017-04-26,7406
2017-04-27,7429
2017-04-28,7445
2017-04-29,7472
2017-04-30,7474
2017-05-01,7485
2017-05-02,7483
2017-05-03,7479
2017-05-04,7456
2017-05-05,7460
2017-05-06,7446
2017-05-07,7390
2017-05-08,7442
2017-05-09,7454
2017-05-10,7461
2017-05-11,7435
2017-05-12,7450
2017-05-13,7424
2017-05-14,7436
2017-05-15,7430
2017-05-16,7431
2017-05-17,7473
2017-05-18,7468
2017-05-19,7422
2017-05-20,7414
2017-05-21,7366
2017-05-22,7456
2017-05-23,7482
2017-05-24,7454
2017-05-25,7298
2017-05-26,7275
2017-05-27,7341
2017-05-28,7305
2017-05-29,7361
2017-05-30,7376
2017-05-31,7387
2017-06-01,7365
2017-06-02,7355
2017-06-03,7360
2017-06-06,7390
2017-06-07,7392
2017-06-08,7298
2017-06-09,7339
2017-06-10,7319
2017-06-11,7318
2017-06-12,7329
2017-06-13,7355
2017-06-14,7376
2017-06-15,7373
2017-06-16,7349
2017-06-17,7388
2017-06-18,7385
2017-06-19,7392
2017-06-20,7379
2017-06-21,7398
2017-06-22,7403
2017-06-23,7376
2017-06-24,7359
2017-06-25,7328
2017-06-26,7375
2017-06-27,7349
2017-06-28,7357
2017-06-29,7336
2017-06-30,7328
2017-07-01,7365
2017-07-02,7314
2017-07-03,7321
2017-07-04,7307
2017-07-05,7337
2017-07-06,7360
2017-07-07,7352
2017-07-08,7324
2017-07-13,7342
2017-07-14,7366
2017-07-15,7371
2017-07-16,7328
2017-07-17,7357
2017-07-18,7395
2017-07-19,7414
2017-07-20,7365
2017-07-21,7394
2017-07-22,7352
2017-07-23,7385
2017-07-24,7405
2017-07-25,7394
2017-07-26,7387
2017-07-27,7408
2017-07-28,7407
2017-07-29,7365
2017-07-30,7384
2017-07-31,7390
2017-08-01,7398
2017-08-02,7422
2017-08-03,7393
2017-08-04,7388
2017-08-05,7432
2017-08-06,7385
2017-08-09,7380
2017-08-10,7407
2017-08-11,7384
2017-08-12,7352
2017-08-13,7344
2017-08-14,7394
2017-08-15,7380
2017-08-17,7379
2017-08-18,7414
2017-08-19,7434
2017-08-20,7397
2017-08-21,7378
2017-08-22,7398
2017-08-23,7421
2017-08-24,7366
2017-08-25,7401
2017-08-26,7377
2017-08-27,7382
2017-08-28,7399
2017-08-29,7345
2017-08-30,7400
2017-08-31,7391
2017-09-01,7414
2017-09-02,7359
2017-09-03,7335
2017-09-04,7350
2017-09-05,7382
2017-09-06,7385
2017-09-07,7353
2017-09-08,7357
2017-09-09,7374
2017-09-10,7366
2017-09-11,7373
2017-09-12,7344
2017-09-13,7383
2017-09-14,7384
2017-09-15,7363
2017-09-16,7383
2017-09-17,7370
2017-09-19,7398
2017-09-20,7411
2017-09-21,7388
2017-09-22,7375
2017-09-23,7381
2017-09-24,7404
2017-09-25,7421
2017-09-26,7394
2017-09-27,7329
2017-09-28,7404
2017-09-29,7386
2017-09-30,7366
2017-10-01,7327
2017-10-02,7371
2017-10-03,7368
2017-10-04,7371
2017-10-05,7390
2017-10-06,7360
2017-10-07,7352
2017-10-08,7359
2017-10-09,7341
2017-10-10,7407
2017-10-11,7376
2017-10-12,7377
2017-10-13,7357
2017-10-14,7362
2017-10-15,7383
2017-10-16,7381
2017-10-17,7398
2017-10-18,7391
2017-10-19,7402
2017-10-20,7323
2017-10-21,7326
2017-10-22,7299
2017-10-23,7336
2017-10-24,7347
2017-10-25,7353
2017-10-26,7353
2017-10-27,7340
2017-10-28,7331
2017-10-29,7312
2017-10-30,7342
2017-10-31,7366
2017-11-01,7355
2017-11-02,7368
2017-11-03,7380
2017-11-04,7350
2017-11-05,7351
2017-11-06,7368
2017-11-07,7376
2017-11-08,7365
2017-11-09,7394
2017-11-10,7420
2017-11-11,7370
2017-11-12,7371
2017-11-13,7398
2017-11-14,7380
2017-11-15,7356
2017-11-16,7378
2017-11-17,7354
2017-11-18,7296
2017-11-19,7358
2017-11-20,7402
2017-11-21,7385
2017-11-22,7395
2017-11-23,7357
2017-11-24,7380
2017-11-25,7342
2017-11-26,7361
2017-11-27,7307
2017-11-28,7352
2017-11-29,7365
2017-11-30,7335
2017-12-01,7368
2017-12-02,7373
2017-12-03,7379
2017-12-04,7380
2017-12-05,7395
2017-12-06,7386
2017-12-07,7390
2017-12-08,7360
2017-12-09,7353
2017-12-10,7330
2017-12-11,7350
2017-12-12,7370
2017-12-13,7332
2017-12-14,7318
2017-12-15,7337
2017-12-16,7326
2017-12-17,7328
2017-12-18,7360
2017-12-19,7373
2017-12-20,7384
2017-12-21,7373
2017-12-22,7345
2017-12-23,7362
2017-12-24,7370
2017-12-25,7361
2017-12-26,7379
2017-12-27,7356
2017-12-28,7333
2017-12-29,7320
2017-12-30,7345
2017-12-31,7375
2018-01-01,7332
2018-01-02,7353
2018-01-03,7331
2018-01-04,7322
2018-01-05,7325
2018-01-06,7335
2018-01-07,7280
2018-01-08,7333
2018-01-09,7331
2018-01-10,7346
2018-01-11,7352
2018-01-12,7363
2018-01-13,7341
2018-01-14,7323
2018-01-15,7368
2018-01-16,7369
2018-01-17,7375
2018-01-18,7396
2018-01-19,7342
2018-01-20,7343
2018-01-21,7346
2018-01-22,7343
2018-01-23,7349
2018-01-24,7381
2018-01-25,7355
2018-01-26,7376
2018-01-27,7355
2018-01-28,7386
2018-01-29,7394
2018-01-30,7354
2018-01-31,7399
2018-02-01,7350
2018-02-02,7361
2018-02-03,7390
2018-02-04,7344
2018-02-05,7372
2018-02-06,7385
2018-02-07,7375
2018-02-08,7336
2018-02-09,7352
2018-02-10,7342
2018-02-11,7373
2018-02-12,7367
2018-02-13,7361
2018-02-14,7359
2018-02-15,7356
2018-02-16,7374
2018-02-17,7378
2018-02-18,7320
2018-02-19,7343
2018-02-20,7352
2018-02-21,7344
2018-02-22,7340
2018-02-23,7360
2018-02-24,7368
2018-02-25,7375
2018-02-26,7393
2018-02-27,7378
2018-02-28,7375
2018-03-01,7361
2018-03-02,7353
2018-03-03,7379
2018-03-04,7358
2018-03-05,7387
2018-03-06,7394
2018-03-07,7380
2018-03-08,7363
2018-03-09,7351
2018-03-10,7349
2018-03-11,7342
2018-03-12,7368
2018-03-13,7406
2018-03-14,7361
2018-03-15,7360
2018-03-16,7363
2018-03-17,7367
2018-03-18,7381
2018-03-19,7355
2018-03-20,7362
2018-03-21,7345
2018-03-23,7359
2018-03-24,7333
2018-03-26,7334
2018-03-27,7354
2018-03-29,7364
2018-03-30,7354
2018-03-31,7362
2018-04-01,7329
2018-04-02,7338
2018-04-03,7334
2018-04-04,7345
2018-04-05,7364
2018-04-06,7369
2018-04-08,7367
2018-04-09,7360
2018-04-10,7379
2018-04-11,7383
2018-04-12,7378
2018-04-13,7392
2018-04-14,7377
2018-04-15,7366
2018-04-16,7360
2018-04-17,7380
2018-04-18,7357
2018-04-19,7311
2018-04-20,7390
2018-04-21,7373
2018-04-22,7373
2018-04-23,7376
2018-04-24,7373
2018-04-25,7394
2018-04-26,7380
2018-04-27,7381
2018-04-28,7363
2018-04-29,7374
2018-04-30,7366
2018-05-01,7373
2018-05-02,7391
2018-05-03,7390
2018-05-04,7404
2018-05-05,7377
2018-05-06,7362
2018-05-07,7385
2018-05-08,7407
2018-05-09,7377
2018-05-10,7319
2018-05-11,7322
2018-05-12,7344
2018-05-13,7342
2018-05-14,7341
2018-05-15,7371
2018-05-16,7379
2018-05-17,7377
2018-05-18,7375
2018-05-19,7359
2018-05-20,7347
2018-05-21,7358
2018-05-22,7350
2018-05-23,7358
2018-05-24,7361
2018-05-25,7345
2018-05-26,7348
2018-05-27,7293
2018-05-28,7350
2018-05-29,7364
2018-05-30,7369
2018-05-31,7354
2018-06-01,7362
2018-06-02,7371
2018-06-03,7367
2018-06-04,7354
2018-06-05,7349
2018-06-06,7299
2018-06-07,7322
2018-06-08,7342
2018-06-09,7335
2018-06-10,7331
2018-06-11,7353
2018-06-12,7351
2018-06-13,7347
2018-06-14,7362
2018-06-15,7358
2018-06-16,7322
2018-06-17,7315
2018-06-18,7363
2018-06-19,7366
2018-06-20,7368
2018-06-21,7380
2018-06-22,7367
2018-06-23,7361
2018-06-24,7376
2018-06-25,7361
2018-06-26,7357
2018-06-27,7354
2018-06-28,7346
2018-06-29,7327
2018-06-30,7348
2018-07-01,7335
2018-07-02,7327
2018-07-03,7350
2018-07-04,7356
2018-07-05,7349
2018-07-06,7339
2018-07-07,7321
2018-07-08,7324
2018-07-09,7325
2018-07-10,7351
2018-07-11,7360
2018-07-12,7316
2018-07-13,7332
2018-07-14,7318
2018-07-15,7370
2018-07-16,7358
2018-07-17,7335
2018-07-18,7340
2018-07-19,7359
2018-07-20,7365
2018-07-21,7383
2018-07-22,7351
2018-07-23,7342
2018-07-24,7338
2018-07-25,7331
2018-07-26,7339
2018-07-27,7333
2018-07-28,7306
2018-07-29,7261
2018-07-30,7292
2018-07-31,7305
2018-08-01,7293
2018-08-02,7318
2018-08-03,7283
2018-08-04,7264
2018-08-05,7280
2018-08-06,7290
2018-08-07,7296
2018-08-08,7285
2018-08-09,7258
2018-08-10,7284
2018-08-11,7280
2018-08-12,7267
2018-08-14,7277
2018-08-16,7289
2018-08-17,7288
2018-08-18,7284
2018-08-19,7290
2018-08-20,7320
2018-08-21,7327
2018-08-22,7335
2018-08-23,7341
2018-08-24,7301
2018-08-25,7294
2018-08-26,7294
2018-08-27,7285
2018-08-28,7311
2018-08-29,7328
2018-08-30,7330
2018-08-31,7323
2018-09-01,7321
2018-09-02,7249
2018-09-03,7274
2018-09-04,7296
2018-09-05,7323
2018-09-06,7343
2018-09-07,7321
2018-09-08,7283
2018-09-09,7318
2018-09-10,7345
2018-09-11,7364
2018-09-12,7364
2018-09-13,7388
2018-09-14,7376
2018-09-15,7372
2018-09-16,7352
2018-09-17,7375
2018-09-18,7355
2018-09-19,7322
2018-09-20,7338
2018-09-21,7340
2018-09-22,7339
2018-09-23,7327
2018-09-24,7346
2018-09-25,7347
2018-09-26,7373
2018-09-27,7363
2018-09-28,7343
2018-09-29,7317
2018-09-30,7284
2018-10-02,7303
2018-10-03,7307
2018-10-04,7374
2018-10-05,7335
2018-10-06,7320
2018-10-07,7337
2018-10-08,7315
2018-10-09,7333
2018-10-10,7330
2018-10-11,7314
2018-10-12,7318
2018-10-13,7303
2018-10-14,7293
2018-10-15,7315
2018-10-16,7307
2018-10-17,7317
2018-10-18,7326
2018-10-19,7320
2018-10-20,7309
2018-10-21,7282
2018-10-22,7315
2018-10-23,7308
2018-10-24,7325
2018-10-25,7344
2018-10-26,7351
2018-10-27,7354
2018-10-28,7345
2018-10-29,7332
2018-10-30,7339
2018-10-31,7367
2018-11-01,7372
2018-11-03,7375
2018-11-04,7370
2018-11-05,7374
2018-11-06,7381
2018-11-07,7369
2018-11-08,7405
2018-11-09,7394
2018-11-10,7365
2018-11-11,7332
2018-11-12,7356
2018-11-13,7372
2018-11-14,7370
2018-11-15,7332
2018-11-16,7314
2018-11-17,7306
2018-11-18,7309
2018-11-19,7313
2018-11-20,7338
2018-11-21,7352
2018-11-22,7345
2018-11-23,7329
2018-11-24,7335
2018-11-25,7352
2018-11-26,7349
2018-11-27,7374
2018-11-28,7380
2018-11-29,7383
2018-12-01,7351
2018-12-02,7352
2018-12-03,7341
2018-12-05,7368
2018-12-07,7354
2018-12-09,7329
2018-12-10,7353
2018-12-11,7371
2018-12-12,7382
2018-12-13,7358
2018-12-14,7350
2018-12-15,7363
2018-12-16,7335
2018-12-17,7341
2018-12-18,7356
2018-12-19,7363
2018-12-20,7364
2018-12-21,7365
2018-12-22,7330
2018-12-23,7344
2018-12-24,7363
2018-12-25,7302
2018-12-26,7322
2018-12-27,7324
2018-12-28,7331
2018-12-29,7305
2018-12-30,7292
2018-12-31,7325
2019-01-01,7283
2019-01-02,7287
2019-01-03,7303
2019-01-04,7317
2019-01-05,7314
2019-01-06,7322
2019-01-08,7331
2019-01-10,7256
2019-01-11,7232
2019-01-12,7270
2019-01-13,7295
2019-01-14,7315
2019-01-15,7335
2019-01-16,7350
2019-01-17,7356
2019-01-18,7328
2019-01-19,7328
2019-01-20,7330
2019-01-21,7346
2019-01-22,7302
2019-01-23,7321
2019-01-25,7231
2019-01-26,7312
2019-01-27,7334
2019-01-28,7330
2019-01-29,7353
2019-01-30,7347
2019-01-31,7356
2019-02-01,7340
2019-02-02,7334
2019-02-03,7328
2019-02-04,7332
2019-02-05,7365
2019-02-06,7332
2019-02-07,7363
2019-02-08,7358
2019-02-09,7361
2019-02-10,7328
2019-02-11,7343
2019-02-12,7338
2019-02-13,7367
2019-02-14,7358
2019-02-15,7328
2019-02-16,7321
2019-02-17,7337
2019-02-18,7348
2019-02-19,7377
2019-02-20,7379
2019-02-21,7347
2019-02-22,7357
2019-02-23,7333
2019-02-24,7333
2019-02-25,7356
2019-02-26,7348
2019-02-27,7353
2019-02-28,7323
2019-03-01,7348
2019-03-02,7342
2019-03-03,7350
2019-03-04,7400
2019-03-05,7378
2019-03-06,7394
2019-03-07,7398
2019-03-08,7383
2019-03-09,7348
2019-03-10,7366
2019-03-11,7364
2019-03-12,7325
2019-03-13,7351
2019-03-14,7362
2019-03-15,7367
2019-03-16,7345
2019-03-17,7322
2019-03-18,7313
2019-03-19,7323
2019-03-20,7332
2019-03-21,7362
2019-03-22,7331
2019-03-23,7308
2019-03-24,7309
2019-03-25,7285
2019-03-26,7305
2019-03-27,7279
2019-03-28,7307
2019-03-29,7311
2019-03-30,7302
2019-03-31,7280
2019-04-01,7296
2019-04-02,7306
2019-04-03,7319
2019-04-04,7317
2019-04-05,7294
2019-04-06,7276
