date_obj,Black%20skirt%20(t) price
2016-06-16,52716
2016-06-17,53095
2016-06-18,53095
2016-06-19,54287
2016-06-20,54287
2016-06-21,56276
2016-06-22,57951
2016-06-23,57951
2016-06-24,60153
2016-06-25,61400
2016-06-26,61400
2016-06-27,63132
2016-06-28,64736
2016-06-29,64736
2016-06-30,64110
2016-07-01,64077
2016-07-02,64077
2016-07-03,63482
2016-07-04,63549
2016-07-05,63549
2016-07-06,62823
2016-07-07,60741
2016-07-08,59562
2016-07-09,57946
2016-07-10,56194
2016-07-11,53857
2016-07-12,51327
2016-07-13,48851
2016-07-14,46408
2016-07-15,44087
2016-07-16,41983
2016-07-17,40093
2016-07-18,38088
2016-07-23,31234
2016-07-24,29672
2016-07-25,28188
2016-07-26,28188
2016-07-27,26778
2016-07-28,25569
2016-07-29,24974
2016-07-30,24134
2016-07-31,24134
2016-08-01,23029
2016-08-02,22544
2016-08-03,22314
2016-08-04,22314
2016-08-05,21666
2016-08-06,20824
2016-08-07,19943
2016-08-08,19943
2016-08-09,19290
2016-08-10,18550
2016-08-11,18550
2016-08-12,18190
2016-08-13,18190
2016-08-14,17960
2016-08-15,17622
2016-08-16,17622
2016-08-17,17423
2016-08-18,17423
2016-08-19,17109
2016-08-20,16644
2016-08-21,16644
2016-08-22,16382
2016-08-23,16268
2016-08-24,16268
2016-08-25,16209
2016-08-26,16209
2016-08-28,15973
2016-08-31,15624
2016-09-01,16062
2016-09-02,16062
2016-09-03,16549
2016-09-04,17377
2016-09-05,18059
2016-09-06,18933
2016-09-07,18933
2016-09-08,19880
2016-09-09,19880
2016-09-10,20874
2016-09-11,20874
2016-09-12,21918
2016-09-13,23014
2016-09-14,23014
2016-09-15,24132
2016-09-16,24132
2016-09-17,24508
2016-09-18,24508
2016-09-19,24105
2016-09-20,24105
2016-09-21,23558
2016-09-22,23369
2016-09-23,23554
2016-09-24,23554
2016-09-25,23773
2016-09-26,23773
2016-09-27,23858
2016-09-28,23858
2016-09-29,23843
2016-09-30,23796
2016-10-01,23838
2016-10-02,23838
2016-10-03,23339
2016-10-04,23339
2016-10-05,22899
2016-10-06,22785
2016-10-07,22785
2016-10-08,22575
2016-10-09,22575
2016-10-10,22381
2016-10-11,21991
2016-10-12,21991
2016-10-13,21997
2016-10-14,21847
2016-10-15,22525
2016-10-16,22525
2016-10-17,22726
2016-10-18,22726
2016-10-19,22933
2016-10-20,22933
2016-10-21,23105
2016-10-22,23105
2016-10-23,23200
2016-10-24,23268
2016-10-25,23268
2016-10-26,23297
2016-10-27,23297
2016-10-28,23322
2016-10-29,23146
2016-10-30,23146
2016-10-31,23469
2016-11-01,23469
2016-11-02,23894
2016-11-03,23894
2016-11-04,23607
2016-11-05,23607
2016-11-06,23619
2016-11-07,23619
2016-11-08,23164
2016-11-09,23164
2016-11-10,23468
2016-11-11,23468
2016-11-12,23365
2016-11-13,23365
2016-11-14,23177
2016-11-15,23177
2016-12-07,21950
2016-12-08,22052
2016-12-09,22052
2016-12-10,21997
2016-12-11,21038
2016-12-12,21038
2016-12-13,20680
2016-12-14,20000
2016-12-15,20000
2016-12-16,19915
2016-12-17,19268
2016-12-18,19268
2016-12-19,18784
2016-12-20,18732
2016-12-21,18468
2016-12-22,18468
2016-12-23,18328
2016-12-24,18328
2016-12-25,18964
2016-12-26,18964
2016-12-27,19196
2016-12-28,19196
2016-12-29,19459
2016-12-30,19459
2016-12-31,19387
2017-01-01,19387
2017-01-02,19539
2017-01-03,19539
2017-01-04,19979
2017-01-05,19979
2017-01-06,20059
2017-01-07,19583
2017-01-08,18974
2017-01-09,18874
2017-01-10,18874
2017-01-11,18820
2017-01-12,18644
2017-01-13,18644
2017-01-14,18580
2017-01-15,18420
2017-01-16,18420
2017-01-17,18437
2017-01-18,18795
2017-01-19,18795
2017-01-20,19322
2017-01-21,19399
2017-01-22,19399
2017-01-23,19304
2017-01-27,20264
2017-01-28,20105
2017-01-29,20416
2017-01-30,20416
2017-01-31,20549
2017-02-01,20369
2017-02-02,20369
2017-02-03,20175
2017-02-04,20175
2017-02-05,20175
2017-02-06,20531
2017-02-07,20531
2017-02-08,21229
2017-02-09,21229
2017-02-10,21556
2017-02-11,21649
2017-02-12,21649
2017-02-13,21717
2017-02-14,21356
2017-02-15,21356
2017-02-16,21043
2017-02-18,21074
2017-02-19,20621
2017-02-20,20621
2017-02-21,20297
2017-02-22,20297
2017-02-23,20261
2017-02-24,20261
2017-02-25,20364
2017-02-26,20364
2017-02-27,19951
2017-02-28,19862
2017-03-01,19862
2017-03-02,19737
2017-03-03,19737
2017-03-04,20188
2017-03-05,20188
2017-03-06,20558
2017-03-07,20558
2017-03-08,21022
2017-03-09,21022
2017-03-10,20944
2017-03-11,20421
2017-03-12,20421
2017-03-13,20189
2017-03-14,19568
2017-03-15,19568
2017-03-16,19139
2017-03-17,19139
2017-03-18,19597
2017-03-19,19863
2017-03-20,19530
2017-03-21,19275
2017-03-22,19275
2017-03-23,18985
2017-03-24,18698
2017-03-25,18698
2017-03-26,18354
2017-03-27,17727
2017-03-28,17727
2017-03-29,17535
2017-03-30,17041
2017-03-31,17004
2017-04-01,17004
2017-04-02,16671
2017-04-03,16249
2017-04-04,16249
2017-04-12,16974
2017-04-13,17205
2017-04-14,17205
2017-04-15,17797
2017-04-16,17945
2017-04-17,18431
2017-04-18,18431
2017-04-19,18580
2017-04-20,18580
2017-04-21,18787
2017-04-22,18787
2017-04-23,19060
2017-04-24,19060
2017-04-25,19352
2017-04-26,19352
2017-04-27,19315
2017-04-28,19315
2017-04-29,18749
2017-04-30,18650
2017-05-01,18650
2017-05-02,18313
2017-05-03,18313
2017-05-04,18083
2017-05-05,18083
2017-05-06,18077
2017-05-07,17781
2017-05-08,17781
2017-05-09,17309
2017-05-10,17309
2017-05-11,16927
2017-05-12,16728
2017-05-13,17055
2017-05-14,17055
2017-05-15,17298
2017-05-16,17594
2017-05-17,17594
2017-05-18,17725
2017-05-19,17725
2017-05-20,17971
2017-05-21,17971
2017-05-22,17980
2017-05-23,17980
2017-05-24,18308
2017-05-25,18308
2017-05-26,18650
2017-05-27,18650
2017-05-28,18822
2017-05-29,18822
2017-05-30,19124
2017-05-31,19371
2017-06-01,19371
2017-06-02,19369
2017-06-03,19369
2017-06-04,19303
2017-06-05,19303
2017-06-06,19318
2017-06-07,19924
2017-06-08,19924
2017-06-09,19764
2017-06-10,19926
2017-06-11,20043
2017-06-12,20043
2017-06-13,20344
2017-06-14,19850
2017-06-15,19850
2017-06-16,19912
2017-06-17,19912
2017-06-18,19729
2017-06-19,19729
2017-06-20,19723
2017-06-21,19702
2017-06-22,19702
2017-06-23,19702
2017-06-24,19790
2017-06-25,19790
2017-06-26,19610
2017-06-27,19495
2017-06-28,19495
2017-06-29,19307
2017-06-30,19307
2017-07-01,19421
2017-07-02,19421
2017-07-03,18551
2017-07-04,18753
2017-07-05,18753
2017-07-06,18259
2017-07-07,18259
2017-07-08,18027
2017-07-13,16943
2017-07-14,17629
2017-07-15,17629
2017-07-16,18336
2017-07-17,19208
2017-07-18,19208
2017-07-19,19936
2017-07-20,20363
2017-07-21,20934
2017-07-22,21476
2017-07-23,21476
2017-07-24,22304
2017-07-25,22304
2017-07-26,23103
2017-07-27,23103
2017-07-28,23857
2017-07-29,23857
2017-07-30,24942
2017-07-31,24942
2017-08-01,25805
2017-08-02,26110
2017-08-03,26110
2017-08-04,26922
2017-08-05,28196
2017-08-06,28196
2017-08-07,29606
2017-08-08,29606
2017-08-09,31087
2017-08-10,32458
2017-08-11,33836
2017-08-12,35528
2017-08-13,37079
2017-08-14,37079
2017-08-15,38883
2017-08-16,38883
2017-08-17,40059
2017-08-18,40059
2017-08-19,41213
2017-08-20,42267
2017-08-21,42267
2017-08-22,43701
2017-08-23,43701
2017-08-24,45887
2017-08-25,45887
2017-08-26,47669
2017-08-27,48495
2017-08-28,48495
2017-08-29,50065
2017-08-30,50774
2017-08-31,50774
2017-09-01,49120
2017-09-02,47147
2017-09-03,47147
2017-09-04,44911
2017-09-05,43246
2017-09-06,41221
2017-09-07,39504
2017-09-08,39504
2017-09-09,37901
2017-09-10,36562
2017-09-11,36562
2017-09-12,35119
2017-09-13,33782
2017-09-14,33376
2017-09-15,33376
2017-09-16,32286
2017-09-17,31920
2017-09-18,30887
2017-09-19,30887
2017-09-20,30106
2017-09-22,29406
2017-09-23,29406
2017-09-24,28517
2017-09-25,28517
2017-09-26,27859
2017-09-27,27859
2017-09-28,27215
2017-09-29,27316
2017-09-30,27316
2017-10-01,27538
2017-10-02,27706
2017-10-03,27706
2017-10-04,27706
2017-10-05,27251
2017-10-06,27251
2017-10-07,26901
2017-10-08,26901
2017-10-09,26084
2017-10-10,26084
2017-10-11,25412
2017-10-12,25412
2017-10-13,24882
2017-10-14,24882
2017-10-15,24181
2017-10-16,23843
2017-10-17,23843
2017-10-18,24039
2017-10-19,24039
2017-10-20,24319
2017-10-21,24319
2017-10-22,23906
2017-10-23,23906
2017-10-24,23547
2017-10-25,23547
2017-10-26,23100
2017-10-27,23100
2017-10-28,22698
2017-10-29,22576
2017-10-30,22576
2017-10-31,22409
2017-11-01,22409
2017-11-02,22273
2017-11-03,22273
2017-11-04,21992
2017-11-05,21992
2017-11-06,21736
2017-11-07,21736
2017-11-08,22067
2017-11-09,21871
2017-11-10,21871
2017-11-11,21757
2017-11-12,21816
2017-11-13,21816
2017-11-14,21925
2017-11-15,21925
2017-11-16,22029
2017-11-17,22029
2017-11-18,21996
2017-11-19,21996
2017-11-20,21822
2017-11-21,21822
2017-11-22,21522
2017-11-23,21522
2017-11-24,21506
2017-11-25,21506
2017-11-26,21631
2017-11-27,21631
2017-11-28,20835
2017-11-29,20835
2017-11-30,20581
2017-12-01,20527
2017-12-02,20527
2017-12-03,20568
2017-12-04,20568
2017-12-05,20805
2017-12-06,20805
2017-12-07,20595
2017-12-08,20595
2017-12-09,20685
2017-12-10,20575
2017-12-11,21200
2017-12-12,21200
2017-12-13,20987
2017-12-14,20987
2017-12-15,20871
2017-12-16,20871
2017-12-17,21224
2017-12-18,21365
2017-12-19,21365
2017-12-20,21684
2017-12-21,21618
2017-12-22,21618
2017-12-23,21387
2017-12-24,21387
2017-12-25,21509
2017-12-26,21509
2017-12-27,21531
2017-12-28,21531
2017-12-29,21243
2017-12-30,21332
2017-12-31,21332
2018-01-01,21450
2018-01-02,21450
2018-01-03,22254
2018-01-04,22254
2018-01-05,22322
2018-01-06,21840
2018-01-07,21840
2018-01-08,22233
2018-01-09,22209
2018-01-10,22209
2018-01-11,21957
2018-01-12,21957
2018-01-13,22244
2018-01-14,22244
2018-01-15,22763
2018-01-16,23034
2018-01-17,23361
2018-01-18,23361
2018-01-19,24202
2018-01-20,24678
2018-01-21,24678
2018-01-22,25069
2018-01-23,24811
2018-01-24,24811
2018-01-25,24938
2018-01-26,24938
2018-01-27,25722
2018-01-28,25916
2018-01-29,25916
2018-01-30,25907
2018-01-31,25907
2018-02-01,26131
2018-02-02,26131
2018-02-03,26712
2018-02-04,27234
2018-02-05,27234
2018-02-06,27431
2018-02-07,27862
2018-02-08,27862
2018-02-09,27550
2018-02-10,27550
2018-02-11,27742
2018-02-12,27742
2018-02-13,27862
2018-02-14,27862
2018-02-15,27997
2018-02-16,27997
2018-02-17,27435
2018-02-18,27435
2018-02-19,26818
2018-02-20,26818
2018-02-21,26707
2018-02-22,26707
2018-02-23,26441
2018-02-24,26441
2018-02-25,26905
2018-02-26,26905
2018-02-27,26536
2018-02-28,26536
2018-03-01,26031
2018-03-02,25645
2018-03-03,25645
2018-03-04,25312
2018-03-05,24995
2018-03-06,24995
2018-03-07,24869
2018-03-08,24869
2018-03-09,24759
2018-03-10,24759
2018-03-11,25029
2018-03-12,25029
2018-03-13,24535
2018-03-14,24535
2018-03-15,24603
2018-03-16,24603
2018-03-17,24723
2018-03-18,24723
2018-03-20,24802
2018-03-21,24802
2018-03-22,23833
2018-03-23,23833
2018-03-24,23061
2018-03-25,23061
2018-03-26,23160
2018-03-27,22900
2018-03-28,22900
2018-03-29,22841
2018-03-30,22841
2018-03-31,22395
2018-04-01,22395
2018-04-02,22028
2018-04-03,22028
2018-04-04,22000
2018-04-05,22000
2018-04-06,22147
2018-04-07,22147
2018-04-08,22142
2018-04-09,22142
2018-04-10,21849
2018-04-11,21849
2018-04-12,21773
2018-04-13,21773
2018-04-14,21603
2018-04-15,21774
2018-04-16,21774
2018-04-17,22328
2018-04-18,22328
2018-04-19,23010
2018-04-20,23010
2018-04-21,23561
2018-04-22,23561
2018-04-23,23985
2018-04-24,23985
2018-04-25,24388
2018-04-26,24388
2018-04-27,24590
2018-04-28,24563
2018-04-29,24452
2018-04-30,24488
2018-05-01,24488
2018-05-02,24873
2018-05-03,24873
2018-05-04,25072
2018-05-05,24563
2018-05-06,24563
2018-05-07,24375
2018-05-08,24375
2018-05-09,24629
2018-05-10,24629
2018-05-11,24958
2018-05-12,25165
2018-05-13,25165
2018-05-14,24602
2018-05-15,24602
2018-05-16,23948
2018-05-17,23948
2018-05-18,24735
2018-05-19,25887
2018-05-20,25887
2018-05-21,27182
2018-05-22,27182
2018-05-23,28542
2018-05-24,28542
2018-05-25,29952
2018-05-26,31450
2018-05-27,31450
2018-05-28,33023
2018-05-29,34571
2018-05-30,34571
2018-05-31,36300
2018-06-01,36300
2018-06-02,38115
2018-06-03,38115
2018-06-04,40021
2018-06-05,42023
2018-06-06,43880
2018-06-07,43880
2018-06-08,45785
2018-06-09,45785
2018-06-10,48075
2018-06-11,48075
2018-06-12,50479
2018-06-13,52901
2018-06-14,52901
2018-06-15,55415
2018-06-16,55415
2018-06-17,57429
2018-06-18,57429
2018-06-19,59262
2018-06-20,59262
2018-06-21,60535
2018-06-22,62604
2018-06-23,62604
2018-06-24,65161
2018-06-25,65161
2018-06-26,68070
2018-06-27,68070
2018-06-28,70213
2018-06-29,72850
2018-06-30,72850
2018-07-01,76432
2018-07-02,76432
2018-07-03,80215
2018-07-04,80215
2018-07-05,83890
2018-07-06,87494
2018-07-07,87494
2018-07-08,90223
2018-07-09,92930
2018-07-10,92930
2018-07-11,94328
2018-07-12,94328
2018-07-13,96760
2018-07-14,96935
2018-07-15,96935
2018-07-16,96925
2018-07-17,100308
2018-07-18,100308
2018-07-19,100823
2018-07-20,100823
2018-07-21,103321
2018-07-22,104174
2018-07-23,102870
2018-07-24,102870
2018-07-25,99630
2018-07-26,99630
2018-07-27,95257
2018-07-28,95257
2018-07-29,90494
2018-07-30,90494
2018-07-31,85969
2018-08-01,85969
2018-08-02,81967
2018-08-03,81967
2018-08-04,78834
2018-08-05,74910
2018-08-06,74910
2018-08-07,72270
2018-08-08,69409
2018-08-09,69409
2018-08-10,66935
2018-08-11,63878
2018-08-12,60684
2018-08-14,58030
2018-08-16,56008
2018-08-17,54673
2018-08-18,54673
2018-08-19,52362
2018-08-20,50591
2018-08-21,50591
2018-08-22,49408
2018-08-23,49408
2018-08-24,48363
2018-08-25,47556
2018-08-26,47556
2018-08-27,47441
2018-08-28,48790
2018-08-29,50830
2018-08-30,50830
2018-08-31,52194
2018-09-01,54804
2018-09-02,54804
2018-09-03,56744
2018-09-04,57461
2018-09-05,56258
2018-09-06,56258
2018-09-07,55672
2018-09-08,53071
2018-09-09,53071
2018-09-10,51038
2018-09-11,51038
2018-09-12,49251
2018-09-13,49251
2018-09-14,46989
2018-09-15,44650
2018-09-16,44650
2018-09-17,43038
2018-09-18,41749
2018-09-19,41749
2018-09-20,40385
2018-09-21,40385
2018-09-22,38538
2018-09-23,37199
2018-09-24,36046
2018-09-25,36046
2018-09-26,35254
2018-09-27,35254
2018-09-28,33929
2018-09-29,32781
2018-09-30,32012
2018-10-01,31745
2018-10-02,30969
2018-10-03,30108
2018-10-04,30108
2018-10-05,29685
2018-10-06,28892
2018-10-07,28892
2018-10-08,28387
2018-10-09,27903
2018-10-10,27820
2018-10-11,27802
2018-10-12,27802
2018-10-13,27854
2018-10-14,27882
2018-10-15,27882
2018-10-16,28174
2018-10-17,28490
2018-10-18,28708
2018-10-19,29365
2018-10-20,29365
2018-10-21,29862
2018-10-22,30964
2018-10-23,30964
2018-10-24,31857
2018-10-25,32598
2018-10-26,32598
2018-10-27,32709
2018-10-28,32506
2018-10-29,32506
2018-10-30,32582
2018-10-31,33797
2018-11-01,35013
2018-11-03,37358
2018-11-04,38960
2018-11-05,40882
2018-11-06,42927
2018-11-07,45074
2018-11-08,45511
2018-11-09,47787
2018-11-10,50177
2018-11-11,52686
2018-11-12,55321
2018-11-13,58088
2018-11-15,63986
2018-11-16,66932
2018-11-17,66806
2018-11-18,68740
2018-11-19,70170
2018-11-20,71721
2018-11-21,72355
2018-11-22,70332
2018-11-23,68173
2018-11-24,66664
2018-11-25,64478
2018-11-26,62864
2018-11-27,61135
2018-11-28,58635
2018-11-29,57292
2018-12-01,53254
2018-12-02,51120
2018-12-03,51120
2018-12-04,49331
2018-12-05,47590
2018-12-07,45322
2018-12-09,42324
2018-12-10,41334
2018-12-11,40624
2018-12-12,39012
2018-12-13,37588
2018-12-14,36533
2018-12-15,35605
2018-12-16,34487
2018-12-17,33448
2018-12-18,33566
2018-12-19,32958
2018-12-20,32344
2018-12-21,31944
2018-12-22,31188
2018-12-23,30766
2018-12-24,30710
2018-12-25,31875
2018-12-26,32241
2018-12-27,33070
2018-12-28,33428
2018-12-29,33054
2018-12-30,32560
2018-12-31,33332
2019-01-01,33784
2019-01-02,33903
2019-01-03,33756
2019-01-04,33954
2019-01-05,34123
2019-01-06,34193
2019-01-08,33178
2019-01-10,31477
2019-01-11,30242
2019-01-12,29040
2019-01-13,28023
2019-01-14,27693
2019-01-15,27768
2019-01-16,27747
2019-01-17,28193
2019-01-18,27921
2019-01-19,27848
2019-01-20,27186
2019-01-21,27431
2019-01-22,28770
2019-01-23,30114
2019-01-24,30910
2019-01-25,31417
2019-01-26,32779
2019-01-27,33976
2019-01-28,35242
2019-01-29,35750
2019-01-30,35509
2019-01-31,36036
2019-02-01,35164
2019-02-02,34216
2019-02-03,33447
2019-02-04,33447
2019-02-05,32994
2019-02-06,32994
2019-02-07,32887
2019-02-08,32971
2019-02-09,33400
2019-02-10,32803
2019-02-11,33175
2019-02-12,33539
2019-02-13,33986
2019-02-14,33986
2019-02-15,34854
2019-02-16,35135
2019-02-17,35425
2019-02-18,35667
2019-02-19,36165
2019-02-20,36817
2019-02-21,37205
2019-02-22,38114
2019-02-23,38732
2019-02-24,38987
2019-02-25,40040
2019-02-26,40846
2019-02-27,41343
2019-02-28,41343
2019-03-01,41634
2019-03-02,41520
2019-03-03,41300
2019-03-04,41610
2019-03-05,41112
2019-03-06,40713
2019-03-07,40713
2019-03-08,39788
2019-03-09,38994
2019-03-10,37764
2019-03-11,36110
2019-03-12,34868
2019-03-13,34868
2019-03-14,33715
2019-03-15,33715
2019-03-16,32997
2019-03-17,32212
2019-03-18,32212
2019-03-19,31590
2019-03-20,31116
2019-03-21,29953
2019-03-22,29953
2019-03-23,29109
