date_obj,Initiate%20harness%20m price
2015-12-22,23800
2015-12-23,23800
2015-12-24,23800
2015-12-25,23759
2015-12-26,23759
2015-12-27,23759
2015-12-28,23759
2015-12-29,24258
2015-12-31,24258
2016-01-01,24258
2016-01-02,24258
2016-01-03,23788
2016-01-04,23788
2016-01-05,23788
2016-01-06,23788
2016-01-07,23788
2016-01-08,22994
2016-01-09,22994
2016-01-10,22994
2016-01-11,22994
2016-01-12,22994
2016-01-13,23473
2016-01-14,23473
2016-01-15,23473
2016-01-16,23473
2016-01-17,23473
2016-01-18,22349
2016-01-19,22349
2016-01-20,22349
2016-01-21,22349
2016-01-22,22349
2016-01-23,22939
2016-01-24,22939
2016-01-25,22939
2016-01-26,22939
2016-01-27,22939
2016-01-28,22939
2016-01-29,23455
2016-01-30,23455
2016-01-31,23455
2016-02-01,23455
2016-02-02,23455
2016-02-03,23141
2016-02-04,23141
2016-02-05,23141
2016-02-06,23141
2016-02-07,23141
2016-02-08,23141
2016-02-09,22801
2016-02-10,22801
2016-02-11,22801
2016-02-12,22801
2016-02-13,22835
2016-02-14,22835
2016-02-15,22835
2016-02-16,22835
2016-02-17,22835
2016-02-18,22835
2016-02-19,22578
2016-02-20,22578
2016-02-21,22578
2016-02-22,22578
2016-02-23,22578
2016-02-24,22867
2016-02-25,22867
2016-02-26,22867
2016-02-27,22867
2016-02-28,22867
2016-02-29,23248
2016-03-01,23248
2016-03-02,23248
2016-03-03,23248
2016-03-04,23248
2016-03-05,23248
2016-03-06,23490
2016-03-07,23490
2016-03-08,23490
2016-03-09,23490
2016-03-10,23490
2016-03-11,23490
2016-03-12,23422
2016-03-13,23422
2016-03-14,23422
2016-03-15,23422
2016-03-16,23422
2016-03-17,22967
2016-03-18,22967
2016-03-19,22967
2016-03-20,22967
2016-03-22,22657
2016-03-23,22657
2016-03-24,22657
2016-03-25,22657
2016-03-26,22657
2016-03-27,22657
2016-03-28,22780
2016-03-29,22780
2016-03-30,22780
2016-03-31,22780
2016-04-01,22780
2016-04-02,22780
2016-04-03,22958
2016-04-04,22958
2016-04-05,22958
2016-04-06,22958
2016-04-07,22958
2016-04-08,22830
2016-04-09,22830
2016-04-10,22830
2016-04-11,22830
2016-04-12,22830
2016-04-13,23308
2016-04-14,23308
2016-04-15,23308
2016-04-16,23308
2016-04-17,23308
2016-04-18,23356
2016-04-19,23356
2016-04-20,23356
2016-04-21,23356
2016-04-22,23356
2016-04-23,23356
2016-04-24,23220
2016-04-25,23220
2016-04-26,23220
2016-04-27,23220
2016-04-28,23220
2016-04-29,23013
2016-04-30,23013
2016-05-01,23013
2016-05-02,23013
2016-05-03,23013
2016-05-04,22533
2016-05-05,22533
2016-05-06,22533
2016-05-07,22533
2016-05-08,22533
2016-05-09,21510
2016-05-10,21510
2016-05-11,21510
2016-05-12,21510
2016-05-13,22031
2016-05-14,22031
2016-05-15,22031
2016-05-16,22031
2016-05-17,22031
2016-05-18,22758
2016-05-19,22758
2016-05-22,22758
2016-05-23,22741
2016-05-24,22741
2016-05-25,22741
2016-05-26,22741
2016-05-27,22741
2016-05-28,23013
2016-05-29,23013
2016-05-30,23013
2016-05-31,23013
2016-06-01,23747
2016-06-02,23747
2016-06-03,23747
2016-06-04,23747
2016-06-05,23747
2016-06-06,23142
2016-06-07,23142
2016-06-08,23142
2016-06-09,23142
2016-06-10,23142
2016-06-11,22319
2016-06-12,22319
2016-06-13,22319
2016-06-14,22319
2016-06-15,22319
2016-06-16,22266
2016-06-17,22266
2016-06-18,22266
2016-06-19,22266
2016-06-20,22722
2016-06-21,22722
2016-06-22,22722
2016-06-23,22722
2016-06-24,22722
2016-06-25,22634
2016-06-26,22634
2016-06-27,22634
2016-06-28,22634
2016-06-29,22634
2016-06-30,22634
2016-07-01,22073
2016-07-02,22073
2016-07-03,22073
2016-07-04,22073
2016-07-05,22073
2016-07-06,22015
2016-07-07,22015
2016-07-08,22015
2016-07-09,22015
2016-07-10,22015
2016-07-11,21402
2016-07-12,21402
2016-07-13,21402
2016-07-14,21402
2016-07-15,21402
2016-07-16,21402
2016-07-17,21551
2016-07-18,21551
2016-07-23,22199
2016-07-24,22199
2016-07-25,22199
2016-07-26,22199
2016-07-27,22199
2016-07-28,22199
2016-07-29,22455
2016-07-30,22455
2016-07-31,22455
2016-08-01,22455
2016-08-02,22455
2016-08-03,22734
2016-08-04,22734
2016-08-05,22734
2016-08-06,22734
2016-08-07,22734
2016-08-08,22734
2016-08-09,22592
2016-08-10,22592
2016-08-11,22592
2016-08-12,22592
2016-08-13,22592
2016-08-14,22592
2016-08-15,22480
2016-08-16,22480
2016-08-17,22480
2016-08-18,22480
2016-08-19,22480
2016-08-20,22566
2016-08-21,22566
2016-08-22,22566
2016-08-23,22566
2016-08-24,22566
2016-08-25,22566
2016-08-26,22566
2016-08-28,22407
2016-08-31,22407
2016-09-01,22407
2016-09-02,22407
2016-09-03,22316
2016-09-04,22316
2016-09-05,22316
2016-09-06,22316
2016-09-07,22316
2016-09-08,22316
2016-09-09,22145
2016-09-10,22145
2016-09-11,22145
2016-09-12,22145
2016-09-13,22145
2016-09-14,22145
2016-09-15,22479
2016-09-16,22479
2016-09-17,22479
2016-09-18,22479
2016-09-19,22479
2016-09-20,22479
2016-09-21,22479
2016-09-22,22696
2016-09-23,22696
2016-09-24,22696
2016-09-25,22696
2016-09-26,22696
2016-09-27,22696
2016-09-28,22696
2016-09-29,22696
2016-09-30,23058
2016-10-01,23058
2016-10-02,23058
2016-10-03,23058
2016-10-04,23058
2016-10-05,23058
2016-10-06,23058
2016-10-07,23058
2016-10-08,22461
2016-10-09,22461
2016-10-10,22461
2016-10-11,22461
2016-10-12,22461
2016-10-13,22461
2016-10-14,22461
2016-10-15,22461
2016-10-16,22907
2016-10-17,22907
2016-10-18,22907
2016-10-19,22907
2016-10-20,22907
2016-10-21,22907
2016-10-22,22583
2016-10-23,22583
2016-10-24,22583
2016-10-25,22583
2016-10-26,22583
2016-10-27,22583
2016-10-28,22583
2016-10-29,22826
2016-10-30,22826
2016-10-31,22826
2016-11-01,22826
2016-11-02,22826
2016-11-03,22826
2016-11-04,23445
2016-11-05,23445
2016-11-06,23445
2016-11-07,23445
2016-11-08,23445
2016-11-09,23445
2016-11-10,23445
2016-11-11,22901
2016-11-12,22901
2016-11-13,22901
2016-11-14,22901
2016-12-07,21796
2016-12-08,21796
2016-12-09,21796
2016-12-10,22336
2016-12-11,22336
2016-12-12,22336
2016-12-13,22336
2016-12-14,22336
2016-12-15,22336
2016-12-16,22572
2016-12-17,22572
2016-12-18,22572
2016-12-19,22572
2016-12-20,22572
2016-12-21,22690
2016-12-22,22690
2016-12-23,22690
2016-12-24,22690
2016-12-25,22690
2016-12-26,22690
2016-12-27,22231
2016-12-28,22231
2016-12-29,22231
2016-12-30,22231
2016-12-31,22231
2017-01-01,21521
2017-01-02,21521
2017-01-03,21521
2017-01-04,21521
2017-01-05,21521
2017-01-06,21536
2017-01-07,21536
2017-01-08,21536
2017-01-09,21536
2017-01-10,21536
2017-01-11,21696
2017-01-12,21696
2017-01-13,21696
2017-01-14,21696
2017-01-15,21696
2017-01-16,21677
2017-01-17,21677
2017-01-18,21677
2017-01-19,21677
2017-01-20,21677
2017-01-21,21517
2017-01-22,21517
2017-01-23,21517
2017-01-27,21791
2017-01-28,21791
2017-01-29,21791
2017-01-30,21791
2017-01-31,21923
2017-02-01,21923
2017-02-02,21923
2017-02-03,21923
2017-02-04,21626
2017-02-05,21626
2017-02-06,21626
2017-02-07,21626
2017-02-08,21626
2017-02-09,21626
2017-02-10,21795
2017-02-11,21795
2017-02-12,21795
2017-02-13,21795
2017-02-14,21795
2017-02-15,22404
2017-02-16,22404
2017-02-18,22404
2017-02-19,22404
2017-02-20,22575
2017-02-21,22575
2017-02-22,22575
2017-02-23,22575
2017-02-24,22575
2017-02-25,22575
2017-02-26,22778
2017-02-27,22778
2017-02-28,22778
2017-03-01,22778
2017-03-02,22778
2017-03-03,22544
2017-03-04,22544
2017-03-05,22544
2017-03-06,22544
2017-03-07,22544
2017-03-08,22208
2017-03-09,22208
2017-03-10,22208
2017-03-11,22208
2017-03-12,22208
2017-03-13,22279
2017-03-14,22279
2017-03-15,22279
2017-03-16,22279
2017-03-17,22279
2017-03-18,22269
2017-03-19,22269
2017-03-20,22269
2017-03-21,22269
2017-03-22,22269
2017-03-23,22418
2017-03-24,22418
2017-03-25,22418
2017-03-26,22418
2017-03-27,22418
2017-03-28,22418
2017-03-29,22311
2017-03-30,22311
2017-03-31,22311
2017-04-01,22311
2017-04-02,22311
2017-04-03,22835
2017-04-04,22835
2017-04-12,22585
2017-04-13,22585
2017-04-14,22585
2017-04-15,22213
2017-04-16,22213
2017-04-17,22213
2017-04-18,22213
2017-04-19,22417
2017-04-20,22417
2017-04-21,22417
2017-04-22,22417
2017-04-23,22417
2017-04-24,22650
2017-04-25,22650
2017-04-26,22650
2017-04-27,22650
2017-04-28,22650
2017-04-29,22729
2017-04-30,22729
2017-05-01,22729
2017-05-02,22729
2017-05-03,22729
2017-05-04,22936
2017-05-05,22936
2017-05-06,22936
2017-05-07,22936
2017-05-08,22936
2017-05-09,23305
2017-05-10,23305
2017-05-11,23305
2017-05-12,23305
2017-05-13,23305
2017-05-14,22694
2017-05-15,22694
2017-05-16,22694
2017-05-17,22694
2017-05-18,22694
2017-05-19,22694
2017-05-20,23223
2017-05-21,23223
2017-05-22,23223
2017-05-23,23223
2017-05-24,23223
2017-05-25,23223
2017-05-26,22499
2017-05-27,22499
2017-05-28,22499
2017-05-29,22499
2017-05-30,22499
2017-05-31,21623
2017-06-01,21623
2017-06-02,21623
2017-06-03,21623
2017-06-04,22119
2017-06-06,22119
2017-06-07,22119
2017-06-08,22119
2017-06-09,21541
2017-06-10,21541
2017-06-11,21541
2017-06-12,21541
2017-06-13,21980
2017-06-14,21980
2017-06-15,21980
2017-06-16,21980
2017-06-17,21980
2017-06-18,22474
2017-06-19,22474
2017-06-20,22474
2017-06-21,22474
2017-06-22,22474
2017-06-23,22474
2017-06-24,22501
2017-06-25,22501
2017-06-26,22501
2017-06-27,22501
2017-06-28,22501
2017-06-29,22154
2017-06-30,22154
2017-07-01,22154
2017-07-02,22154
2017-07-03,22154
2017-07-04,22154
2017-07-05,22780
2017-07-06,22780
2017-07-07,22780
2017-07-08,22780
2017-07-13,22650
2017-07-14,22650
2017-07-15,22650
2017-07-16,23145
2017-07-17,23145
2017-07-18,23145
2017-07-19,23145
2017-07-20,23245
2017-07-21,23245
2017-07-22,23245
2017-07-23,23245
2017-07-24,23245
2017-07-25,23300
2017-07-26,23300
2017-07-27,23300
2017-07-28,23300
2017-07-29,23300
2017-07-30,23029
2017-07-31,23029
2017-08-01,23029
2017-08-02,23029
2017-08-03,23029
2017-08-04,23029
2017-08-05,22889
2017-08-06,22889
2017-08-09,22889
2017-08-10,22509
2017-08-11,22509
2017-08-12,22509
2017-08-13,22509
2017-08-14,22509
2017-08-15,22774
2017-08-16,22774
2017-08-17,22774
2017-08-18,22774
2017-08-19,22774
2017-08-20,22774
2017-08-21,22389
2017-08-22,22389
2017-08-23,22389
2017-08-24,22389
2017-08-25,22389
2017-08-26,22389
2017-08-27,22197
2017-08-28,22197
2017-08-29,22197
2017-08-30,22197
2017-08-31,22197
2017-09-01,22197
2017-09-02,22966
2017-09-03,22966
2017-09-04,22966
2017-09-05,22966
2017-09-06,22966
2017-09-07,23558
2017-09-08,23558
2017-09-09,23558
2017-09-10,23558
2017-09-11,23558
2017-09-12,23445
2017-09-13,23445
2017-09-14,23445
2017-09-15,23445
2017-09-16,23445
2017-09-17,22609
2017-09-19,22609
2017-09-20,22609
2017-09-21,22609
2017-09-22,22000
2017-09-23,22000
2017-09-24,22000
2017-09-25,22000
2017-09-26,22000
2017-09-27,22000
2017-09-28,22119
2017-09-29,22119
2017-09-30,22119
2017-10-01,22119
2017-10-02,22119
2017-10-03,22572
2017-10-04,22572
2017-10-05,22572
2017-10-06,22572
2017-10-07,22572
2017-10-08,22572
2017-10-09,21973
2017-10-10,21973
2017-10-11,21973
2017-10-12,21973
2017-10-13,21973
2017-10-14,22435
2017-10-15,22435
2017-10-16,22435
2017-10-17,22435
2017-10-18,22435
2017-10-19,22435
2017-10-20,22435
2017-10-21,21613
2017-10-22,21613
2017-10-23,21613
2017-10-24,21613
2017-10-25,21613
2017-10-26,22232
2017-10-27,22232
2017-10-28,22232
2017-10-29,22232
2017-10-30,22232
2017-10-31,22232
2017-11-01,22937
2017-11-02,22937
2017-11-03,22937
2017-11-04,22937
2017-11-05,22937
2017-11-06,23447
2017-11-07,23447
2017-11-08,23447
2017-11-09,23447
2017-11-10,23447
2017-11-11,23447
2017-11-12,23447
2017-11-13,23690
2017-11-14,23690
2017-11-15,23690
2017-11-16,23690
2017-11-17,23690
2017-11-18,23690
2017-11-19,23471
2017-11-20,23471
2017-11-21,23471
2017-11-22,23471
2017-11-23,23471
2017-11-24,23105
2017-11-25,23105
2017-11-26,23105
2017-11-27,23105
2017-11-28,23105
2017-11-29,23424
2017-11-30,23424
2017-12-01,23424
2017-12-02,23424
2017-12-03,23424
2017-12-04,23424
2017-12-05,22896
2017-12-06,22896
2017-12-07,22896
2017-12-08,22896
2017-12-09,22896
2017-12-10,22896
2017-12-11,22463
2017-12-12,22463
2017-12-13,22463
2017-12-14,22463
2017-12-15,22463
2017-12-16,22463
2017-12-17,22373
2017-12-18,22373
2017-12-19,22373
2017-12-20,22373
2017-12-21,22373
2017-12-22,22282
2017-12-23,22282
2017-12-24,22282
2017-12-25,22282
2017-12-26,22282
2017-12-27,22089
2017-12-28,22089
2017-12-29,22089
2017-12-30,22089
2017-12-31,22089
2018-01-01,21774
2018-01-02,21774
2018-01-03,21774
2018-01-04,21774
2018-01-05,21361
2018-01-06,21361
2018-01-07,21361
2018-01-08,21361
2018-01-09,21361
2018-01-10,21429
2018-01-11,21429
2018-01-12,21429
2018-01-13,21429
2018-01-14,21713
2018-01-15,21713
2018-01-16,21713
2018-01-17,21713
2018-01-18,21881
2018-01-19,21881
2018-01-20,21881
2018-01-21,21881
2018-01-22,21881
2018-01-23,21912
2018-01-25,21912
2018-01-26,21748
2018-01-27,21748
2018-01-28,21748
2018-01-29,21559
2018-01-30,21559
2018-01-31,21559
2018-02-01,21559
2018-02-02,21461
2018-02-03,21461
2018-02-04,21461
2018-02-05,22087
2018-02-06,22087
2018-02-07,22087
2018-02-08,22649
2018-02-09,22649
2018-02-10,22649
2018-02-11,23209
2018-02-12,23209
2018-02-13,23209
2018-02-14,22064
2018-02-15,22064
2018-02-16,22064
2018-02-17,22251
2018-02-18,22251
2018-02-19,22251
2018-02-20,22550
2018-02-21,22550
2018-02-22,22550
2018-02-23,22929
2018-02-24,22929
2018-02-25,22929
2018-02-26,21787
2018-02-27,21787
2018-02-28,21787
2018-03-01,21787
2018-03-02,20697
2018-03-03,20697
2018-03-04,20697
2018-03-05,21116
2018-03-06,21116
2018-03-07,21116
2018-03-08,22043
2018-03-09,22043
2018-03-10,22043
2018-03-11,22681
2018-03-12,22681
2018-03-13,22681
2018-03-14,23115
2018-03-15,23115
2018-03-16,23115
2018-03-17,22562
2018-03-18,22562
2018-03-19,22562
2018-03-20,22239
2018-03-21,22239
2018-03-23,22239
2018-03-24,22184
2018-03-25,22184
2018-03-26,22184
2018-03-27,22224
2018-03-28,22224
2018-03-29,22224
2018-03-30,22224
2018-03-31,22119
2018-04-01,22119
2018-04-02,22119
2018-04-03,22814
2018-04-04,22814
2018-04-05,22814
2018-04-06,22814
2018-04-07,22017
2018-04-08,22017
2018-04-09,22017
2018-04-10,22017
2018-04-11,21380
2018-04-12,21380
2018-04-13,21380
2018-04-14,21380
2018-04-15,21897
2018-04-16,21897
2018-04-17,21897
2018-04-18,21897
2018-04-19,21897
2018-04-20,21996
2018-04-21,21996
2018-04-22,21996
2018-04-23,21996
2018-04-24,22077
2018-04-25,22077
2018-04-26,22077
2018-04-27,22077
2018-04-28,22561
2018-04-29,22561
2018-04-30,22561
2018-05-01,22561
2018-05-04,22092
2018-05-05,22790
2018-05-06,22790
2018-05-07,22790
2018-05-08,22790
2018-05-09,23116
2018-05-10,23116
2018-05-11,23116
2018-05-12,23116
2018-05-13,23439
2018-05-14,23439
2018-05-15,23439
2018-05-16,23192
2018-05-17,23192
2018-05-18,23192
2018-05-19,23229
2018-05-20,23229
2018-05-21,23229
2018-05-22,23229
2018-05-23,23191
2018-05-24,23191
2018-05-25,23191
2018-05-26,22996
2018-05-27,22996
2018-05-28,22996
2018-05-29,22996
2018-05-30,23427
2018-05-31,23427
2018-06-01,23427
2018-06-02,23901
2018-06-03,23901
2018-06-04,23901
2018-06-05,23765
2018-06-06,23765
2018-06-07,23765
2018-06-08,23780
2018-06-09,23780
2018-06-10,23780
2018-06-11,23780
2018-06-12,22798
2018-06-13,22798
2018-06-14,22798
2018-06-15,21785
2018-06-16,21785
2018-06-17,21785
2018-06-18,21888
2018-06-19,21888
2018-06-20,21888
2018-06-21,21888
2018-06-22,21472
2018-06-23,21472
2018-06-24,21472
2018-06-25,21617
2018-06-26,21617
2018-06-27,21617
2018-06-28,21617
2018-06-29,20920
2018-06-30,20920
2018-07-01,20920
2018-07-02,20920
2018-07-03,21528
2018-07-04,21528
2018-07-05,21528
2018-07-06,21528
2018-07-07,21378
2018-07-08,21378
2018-07-09,21378
2018-07-10,20840
2018-07-11,20840
2018-07-12,20840
2018-07-13,20840
2018-07-14,20728
2018-07-15,20728
2018-07-16,20728
2018-07-17,21114
2018-07-18,21114
2018-07-19,21114
2018-07-20,21114
2018-07-21,21665
2018-07-22,21665
2018-07-23,22323
2018-07-24,22323
2018-07-25,22323
2018-07-26,22323
2018-07-27,22801
2018-07-28,22801
2018-07-29,22801
2018-07-30,22678
2018-07-31,22678
2018-08-01,22678
2018-08-02,22015
2018-08-03,22015
2018-08-04,22015
2018-08-05,21992
2018-08-06,21992
2018-08-07,21992
2018-08-08,21487
2018-08-09,21487
2018-08-10,21487
2018-08-11,21493
2018-08-12,21493
2018-08-14,21656
2018-08-16,21727
2018-08-17,21727
2018-08-18,21727
2018-08-19,21699
2018-08-20,21699
2018-08-21,21699
2018-08-22,21613
2018-08-23,21613
2018-08-24,21613
2018-08-25,21250
2018-08-26,21250
2018-08-27,21250
2018-08-28,21105
2018-08-29,21105
2018-08-30,21105
2018-08-31,21169
2018-09-01,21169
2018-09-02,21169
2018-09-03,21890
2018-09-04,21890
2018-09-05,21890
2018-09-06,22203
2018-09-07,22203
2018-09-08,22787
2018-09-09,22787
2018-09-10,22787
2018-09-11,23476
2018-09-12,23476
2018-09-13,23476
2018-09-14,24482
2018-09-15,24482
2018-09-16,24482
2018-09-17,24312
2018-09-18,24312
2018-09-19,24312
2018-09-20,23598
2018-09-21,23598
2018-09-22,23598
2018-09-23,23229
2018-09-24,23229
2018-09-25,23229
2018-09-26,22109
2018-09-27,22109
2018-09-28,22109
2018-09-29,22109
2018-09-30,21774
2018-10-01,21774
2018-10-02,21774
2018-10-03,22060
2018-10-04,22060
2018-10-05,22060
2018-10-06,21799
2018-10-07,21799
2018-10-08,21799
2018-10-09,21799
2018-10-10,21876
2018-10-11,21876
2018-10-12,21876
2018-10-13,22480
2018-10-14,22480
2018-10-15,22480
2018-10-16,22480
2018-10-17,22255
2018-10-18,22255
2018-10-19,22255
2018-10-20,22185
2018-10-21,22185
2018-10-22,22185
2018-10-23,22706
2018-10-24,22706
2018-10-25,22706
2018-10-26,22858
2018-10-27,22858
2018-10-28,21925
2018-10-29,21925
2018-10-30,21925
2018-10-31,21324
2018-11-01,21324
2018-11-03,20554
2018-11-04,20554
2018-11-05,21290
2018-11-06,21290
2018-11-07,21290
2018-11-08,22204
2018-11-09,22204
2018-11-10,22412
2018-11-11,22412
2018-11-12,22038
2018-11-13,22038
2018-11-14,21537
2018-11-15,21537
2018-11-16,21808
2018-11-17,21808
2018-11-18,22091
2018-11-19,22091
2018-11-20,21696
2018-11-21,21696
2018-11-22,20955
2018-11-23,20955
2018-11-24,20872
2018-11-25,20872
2018-11-26,21278
2018-11-27,21278
2018-11-28,21584
2018-11-29,21584
2018-12-01,21574
2018-12-02,21232
2018-12-03,21232
2018-12-04,21232
2018-12-05,21042
2018-12-07,21042
2018-12-09,21360
2018-12-10,21598
2018-12-11,21598
2018-12-12,21598
2018-12-13,21244
2018-12-14,21244
2018-12-15,21262
2018-12-16,21262
2018-12-17,21009
2018-12-18,21009
2018-12-19,20776
2018-12-20,20776
2018-12-21,20785
2018-12-22,20785
2018-12-23,20855
2018-12-24,20855
2018-12-25,20855
2018-12-26,20839
2018-12-27,20839
2018-12-28,20809
2018-12-29,20809
2018-12-30,20851
2018-12-31,20851
2019-01-01,20897
2019-01-02,20897
2019-01-03,20883
2019-01-04,20883
2019-01-05,21116
2019-01-06,21116
2019-01-08,20967
2019-01-10,20680
2019-01-11,20807
2019-01-12,20807
2019-01-13,21544
2019-01-14,21544
2019-01-15,21605
2019-01-16,21605
2019-01-17,20964
2019-01-18,20964
2019-01-19,21161
2019-01-20,21161
2019-01-21,21207
2019-01-22,21207
2019-01-23,21429
2019-01-24,21429
2019-01-25,21712
2019-01-26,21712
2019-01-27,21204
2019-01-28,21204
2019-01-29,21545
2019-01-30,21545
2019-01-31,21545
2019-02-01,21302
2019-02-02,21302
2019-02-03,21139
2019-02-04,21139
2019-02-05,21139
2019-02-06,21713
2019-02-07,21713
2019-02-08,21809
2019-02-09,21809
2019-02-10,21809
2019-02-11,20873
2019-02-12,20873
2019-02-13,20575
2019-02-14,20575
2019-02-15,20575
2019-02-16,20643
2019-02-17,20643
2019-02-18,20643
2019-02-19,21446
2019-02-20,21446
2019-02-21,21565
2019-02-22,21565
2019-02-23,21565
2019-02-24,21788
2019-02-25,21788
2019-02-26,22092
2019-02-27,22092
2019-02-28,22092
2019-03-01,22092
2019-03-02,22306
2019-03-03,22306
2019-03-04,21254
2019-03-05,21254
2019-03-06,20381
2019-03-07,20381
2019-03-08,20381
2019-03-09,19940
2019-03-10,19940
2019-03-11,20567
2019-03-12,20567
2019-03-13,21329
2019-03-14,21329
2019-03-15,21883
2019-03-16,21883
2019-03-17,22475
2019-03-18,22475
2019-03-19,22475
2019-03-20,21967
2019-03-21,21967
2019-03-22,21967
2019-03-23,22083
2019-03-24,22083
2019-03-25,22354
2019-03-26,22354
2019-03-27,22786
2019-03-28,22786
2019-03-29,23093
2019-03-30,23093
2019-03-31,23093
