date_obj,Half%20full%20wine%20jug price
2019-03-28,14446
2019-03-29,14446
2019-03-30,14446
2019-03-31,14446
2019-04-01,14446
2019-04-02,14446
2019-04-03,14446
2019-04-04,14093
2019-04-05,14093
2019-04-06,14093
2019-04-07,14093
2019-04-08,14093
2019-04-09,14093
2019-04-10,14093
2019-04-11,14093
2019-04-12,14093
2019-04-13,13445
2019-04-14,13445
2019-04-15,13445
2019-04-16,13445
2019-04-17,13445
2019-04-18,13445
2019-04-19,13445
2019-04-20,13445
2019-04-21,13445
2019-04-22,12821
2019-04-23,12821
2019-04-24,12821
2019-04-25,12821
2019-04-26,12821
2019-04-27,12821
2019-04-28,12821
2019-04-29,12821
2019-04-30,12821
2019-05-01,12821
2019-05-02,12821
2019-05-03,12273
2019-05-04,12273
2019-05-05,12273
2019-05-06,12273
2019-05-07,12273
2019-05-08,12273
2019-05-09,12273
2019-05-10,12273
2019-05-11,12273
2019-05-12,12273
2019-05-13,12273
2019-05-14,11680
2019-05-15,11680
2019-05-16,11680
2019-05-17,11680
2019-05-18,11680
2019-05-19,11680
2019-05-20,11680
2019-05-21,11680
2019-05-22,11680
2019-05-23,11680
2019-05-24,11680
2019-05-25,11266
2019-05-26,11266
2019-05-27,11266
2019-05-28,11266
2019-05-29,11266
2019-05-30,11266
2019-05-31,11266
2019-06-01,11266
2019-06-02,11266
2019-06-03,10838
2019-06-04,10838
2019-06-05,10838
2019-06-06,10838
2019-06-07,10838
2019-06-08,10838
2019-06-09,10838
2019-06-10,10838
2019-06-11,10664
2019-06-12,10664
2019-06-13,10664
2019-06-14,10664
2019-06-15,10664
2019-06-16,10664
2019-06-17,10664
2019-06-18,10664
2019-06-19,10664
2019-06-20,10483
2019-06-21,10483
2019-06-22,10483
2019-06-23,10483
2019-06-24,10483
2019-06-25,10483
2019-06-26,10483
2019-06-27,10483
2019-06-28,10483
2019-06-29,10483
2019-06-30,10755
2019-07-01,10755
2019-07-02,10755
2019-07-03,10755
2019-07-04,10755
2019-07-05,10755
2019-07-06,10755
2019-07-07,10755
2019-07-08,10755
2019-07-09,10755
2019-07-10,10755
2019-07-11,10755
2019-07-12,11244
2019-07-13,11244
2019-07-14,11244
2019-07-15,11244
2019-07-16,11244
2019-07-17,11244
2019-07-18,11244
2019-07-19,11244
2019-07-20,11244
2019-07-21,11244
2019-07-22,11244
2019-07-23,11668
2019-07-24,11668
2019-07-25,11668
2019-07-26,11668
2019-07-27,11668
2019-07-28,11668
2019-07-29,11668
2019-07-30,11668
2019-07-31,11668
2019-08-01,11668
2019-08-02,11668
2019-08-03,11668
2019-08-04,11668
2019-08-05,12234
2019-08-06,12234
2019-08-07,12234
2019-08-08,12234
2019-08-09,12234
2019-08-10,12234
2019-08-11,12234
2019-08-12,12234
2019-08-13,12234
2019-08-14,12234
2019-08-15,12234
2019-08-16,12234
2019-08-17,12807
2019-08-18,12807
2019-08-19,12807
2019-08-20,12807
2019-08-21,12807
2019-08-22,12807
2019-08-23,12807
2019-08-24,12807
2019-08-24,12807
2019-08-25,12807
2019-08-25,12807
2019-08-26,12807
2019-08-26,12807
2019-08-27,12807
2019-08-27,12807
2019-08-28,13388
2019-08-29,13388
2019-08-30,13388
2019-08-31,13388
2019-09-01,13388
2019-09-02,13388
2019-09-03,13388
2019-09-04,13388
2019-09-05,13388
2019-09-06,13388
2019-09-07,13388
2019-09-08,13891
2019-09-09,13891
2019-09-10,13891
2019-09-11,13891
2019-09-12,13891
2019-09-13,13891
2019-09-14,13891
2019-09-15,13891
2019-09-16,13891
2019-09-17,13891
2019-09-18,13891
2019-09-19,13891
2019-09-20,14295
2019-09-21,14295
2019-09-22,14295
2019-09-23,14295
2019-09-24,14295
2019-09-25,14295
2019-09-26,14295
2019-09-27,14295
2019-09-28,14295
2019-09-29,14295
2019-09-30,14987
2019-10-01,14987
2019-10-02,14987
2019-10-03,14987
2019-10-04,14987
2019-10-05,14987
2019-10-06,14987
2019-10-07,14987
2019-10-08,14987
2019-10-09,14987
2019-10-10,14987
2019-10-11,14987
2019-10-12,14987
2019-10-13,15514
2019-10-14,15514
2019-10-15,15514
2019-10-16,15514
2019-10-17,15514
2019-10-18,15514
2019-10-19,15514
2019-10-20,15514
2019-10-21,15514
2019-10-22,15514
2019-10-23,15514
2019-10-24,15514
2019-10-25,16130
2019-10-26,16130
2019-10-27,16130
2019-10-28,16130
2019-10-29,16130
2019-10-30,16130
2019-10-31,16130
2019-11-01,16130
2019-11-02,16130
2019-11-03,16130
2019-11-04,16130
2019-11-05,16871
2019-11-06,16871
2019-11-07,16871
2019-11-08,16871
2019-11-09,16871
2019-11-10,16871
2019-11-11,16871
2019-11-12,16871
2019-11-13,16871
2019-11-14,16871
2019-11-15,16871
2019-11-16,16871
2019-11-17,16871
2019-11-18,16871
2019-11-19,17577
2019-11-20,17577
2019-11-21,17577
2019-11-22,17577
2019-11-23,17577
2019-11-24,17577
2019-11-25,17577
2019-11-26,17577
2019-11-27,17577
2019-11-28,17577
2019-11-29,17577
2019-11-30,17486
2019-12-01,17486
2019-12-02,17486
2019-12-03,17486
2019-12-04,17486
2019-12-05,17486
2019-12-06,17486
2019-12-07,17486
2019-12-08,17486
2019-12-09,17486
2019-12-10,17486
2019-12-11,17486
2019-12-12,17486
2019-12-13,17426
2019-12-14,17426
2019-12-15,17426
2019-12-16,17426
2019-12-17,17426
2019-12-18,17426
2019-12-19,17426
2019-12-20,17426
2019-12-21,17426
2019-12-22,17426
2019-12-23,18087
2019-12-24,18087
2019-12-25,18087
2019-12-26,18087
2019-12-27,18087
2019-12-28,18087
2019-12-29,18087
2019-12-30,18087
2019-12-31,18087
2020-01-01,18957
2020-01-02,18957
2020-01-03,18957
2020-01-04,18957
2020-01-05,18957
2020-01-06,18957
2020-01-07,18957
2020-01-08,18957
2020-01-09,18957
2020-01-10,19869
2020-01-11,19869
2020-01-12,19869
2020-01-13,19869
2020-01-14,19869
2020-01-15,19869
2020-01-16,19869
2020-01-17,19869
2020-01-18,20819
2020-01-19,20819
2020-01-20,20819
2020-01-21,20819
2020-01-22,20819
2020-01-23,20819
2020-01-24,20819
2020-01-25,20819
2020-01-26,20819
2020-01-27,21799
2020-01-28,21799
2020-01-29,21799
2020-01-30,21799
2020-01-31,21799
2020-02-01,21799
2020-02-02,21799
2020-02-03,21799
2020-02-04,21799
2020-02-05,21799
2020-02-06,22806
2020-02-07,22806
2020-02-08,22806
2020-02-09,22806
2020-02-10,22806
2020-02-11,22806
2020-02-12,22806
2020-02-13,22806
2020-02-14,22806
2020-02-15,22806
2020-02-16,22806
2020-02-17,23903
2020-02-18,23903
2020-02-19,23903
2020-02-20,22880
2020-02-21,21736
2020-02-22,20649
2020-02-23,19616
2020-02-24,18642
2020-02-25,17709
2020-02-26,16825
2020-02-27,15983
2020-02-28,15183
2020-02-29,14423
2020-03-01,13701
2020-03-02,13015
2020-03-03,12376
2020-03-04,11757
2020-03-05,11169
2020-03-06,10610
2020-03-07,10079
2020-03-08,9823
2020-03-09,9506
2020-03-10,9430
2020-03-11,9663
2020-03-12,10011
2020-03-13,9996
2020-03-14,9760
2020-03-15,9542
2020-03-16,9356
2020-03-17,9550
2020-03-18,9200
2020-03-19,8779
2020-03-20,8442
2020-03-21,8117
2020-03-22,8054
2020-03-23,8222
2020-03-24,8515
2020-03-25,8132
2020-03-26,7736
2020-03-27,7369
2020-03-28,7057
2020-03-29,6704
2020-03-30,6483
2020-03-31,6483
2020-04-01,6448
2020-04-02,6134
2020-04-03,6134
2020-04-04,5827
2020-04-05,5554
2020-04-06,5638
2020-04-07,5638
2020-04-08,5597
2020-04-09,5597
2020-04-10,5659
2020-04-11,5917
2020-04-12,5917
2020-04-13,6060
2020-04-14,6060
2020-04-15,6170
2020-04-16,6170
2020-04-17,6477
2020-04-18,6711
2020-04-19,6711
2020-04-20,6833
2020-04-21,6833
2020-04-22,6769
2020-04-23,6769
2020-04-24,6769
2020-04-25,6815
2020-04-26,6815
2020-04-27,6987
2020-04-28,6987
2020-04-29,7053
2020-04-30,7053
2020-05-01,7179
2020-05-02,7179
2020-05-03,7113
2020-05-04,7113
2020-05-05,6886
2020-05-06,6886
2020-05-07,7130
2020-05-08,7130
2020-05-09,7130
2020-05-10,7082
2020-05-11,7082
2020-05-12,7082
2020-05-13,7355
