date_obj,Fedora price
2019-03-28,5420
2019-03-29,5420
2019-03-30,5686
2019-03-31,5686
2019-04-01,5900
2019-04-02,5900
2019-04-03,6067
2019-04-04,6067
2019-04-05,5903
2019-04-06,5903
2019-04-07,5868
2019-04-08,5868
2019-04-09,5916
2019-04-10,5916
2019-04-11,5949
2019-04-12,5949
2019-04-13,5981
2019-04-14,5981
2019-04-15,6054
2019-04-16,5991
2019-04-17,5991
2019-04-18,5795
2019-04-19,5795
2019-04-20,5532
2019-04-21,5532
2019-04-22,5270
2019-04-23,5025
2019-04-24,5025
2019-04-25,4824
2019-04-26,4824
2019-04-27,4989
2019-04-28,4989
2019-04-29,4998
2019-04-30,4998
2019-05-01,5248
2019-05-02,5248
2019-05-03,5501
2019-05-04,5777
2019-05-05,5777
2019-05-06,6066
2019-05-07,6066
2019-05-08,6341
2019-05-09,6341
2019-05-10,6477
2019-05-11,6477
2019-05-12,6541
2019-05-13,6541
2019-05-14,6799
2019-05-15,6799
2019-05-16,7112
2019-05-17,7112
2019-05-18,7468
2019-05-19,7468
2019-05-20,7624
2019-05-21,7624
2019-05-22,7584
2019-05-23,7584
2019-05-24,7955
2019-05-25,7955
2019-05-26,8281
2019-05-27,8281
2019-05-28,8696
2019-05-29,8696
2019-05-30,9131
2019-05-31,9131
2019-06-01,9588
2019-06-02,9588
2019-06-03,10038
2019-06-04,10172
2019-06-05,10172
2019-06-06,10613
2019-06-07,10613
2019-06-08,10487
2019-06-09,10487
2019-06-10,10487
2019-06-11,10400
2019-06-12,10400
2019-06-13,10608
2019-06-14,10608
2019-06-15,10730
2019-06-16,10730
2019-06-17,10856
2019-06-18,10856
2019-06-19,11338
2019-06-20,11339
2019-06-21,11339
2019-06-22,11339
2019-06-23,11129
2019-06-24,11129
2019-06-25,11293
2019-06-26,11293
2019-06-27,11417
2019-06-28,11417
2019-06-29,11417
2019-06-30,11748
2019-07-01,11748
2019-07-02,11846
2019-07-03,11846
2019-07-04,11433
2019-07-05,11433
2019-07-06,11182
2019-07-07,11182
2019-07-08,10647
2019-07-09,10142
2019-07-10,9686
2019-07-11,9258
2019-07-12,8825
2019-07-13,8825
2019-07-14,8383
2019-07-15,8383
2019-07-16,7972
2019-07-17,7616
2019-07-18,7293
2019-07-19,7293
2019-07-20,7272
2019-07-21,7594
2019-07-22,7594
2019-07-23,7673
2019-07-24,7673
2019-07-25,7673
2019-07-26,8047
2019-07-27,8047
2019-07-28,8362
2019-07-29,8362
2019-07-30,8678
2019-07-31,8678
2019-08-01,8964
2019-08-02,8964
2019-08-03,9358
2019-08-04,9358
2019-08-05,9811
2019-08-06,9811
2019-08-07,10168
2019-08-08,10168
2019-08-09,10168
2019-08-10,10287
2019-08-11,10287
2019-08-12,10287
2019-08-13,9772
2019-08-14,9772
2019-08-15,9283
2019-08-16,9283
2019-08-17,8878
2019-08-18,8878
2019-08-19,8832
2019-08-20,8832
2019-08-21,8929
2019-08-22,8929
2019-08-23,9091
2019-08-24,9091
2019-08-24,9091
2019-08-25,8880
2019-08-25,8880
2019-08-26,8880
2019-08-26,8880
2019-08-27,8881
2019-08-27,8881
2019-08-28,8881
2019-08-29,9267
2019-08-30,9267
2019-08-31,9433
2019-09-01,9433
2019-09-02,9353
2019-09-03,9353
2019-09-04,9713
2019-09-05,9713
2019-09-06,9713
2019-09-07,9981
2019-09-08,9981
2019-09-09,10194
2019-09-10,10194
2019-09-11,10194
2019-09-12,10326
2019-09-13,10326
2019-09-14,10326
2019-09-15,10044
2019-09-16,10044
2019-09-17,9726
2019-09-18,9726
2019-09-19,9423
2019-09-20,9423
2019-09-21,9423
2019-09-22,9171
2019-09-23,9171
2019-09-24,9171
2019-09-25,9030
2019-09-26,9030
2019-09-27,8954
2019-09-28,8954
2019-09-29,8983
2019-09-30,8983
2019-10-01,8804
2019-10-02,8804
2019-10-03,8804
2019-10-04,8995
2019-10-05,8995
2019-10-06,8901
2019-10-07,8901
2019-10-08,8901
2019-10-09,8875
2019-10-10,8875
2019-10-11,8875
2019-10-12,8774
2019-10-13,8774
2019-10-14,8657
2019-10-15,8657
2019-10-16,8376
2019-10-17,8376
2019-10-18,8376
2019-10-19,8522
2019-10-20,8522
2019-10-21,8522
2019-10-22,8834
2019-10-23,8834
2019-10-24,8826
2019-10-25,8826
2019-10-26,8854
2019-10-27,8854
2019-10-28,8900
2019-10-29,8900
2019-10-30,8900
2019-10-31,8860
2019-11-01,8860
2019-11-02,8860
2019-11-03,8517
2019-11-04,8517
2019-11-05,8517
2019-11-06,8134
2019-11-07,8134
2019-11-08,7770
2019-11-09,7770
2019-11-10,7681
2019-11-11,7681
2019-11-12,7681
2019-11-13,7297
2019-11-14,7297
2019-11-15,6977
2019-11-16,6977
2019-11-17,6811
2019-11-18,6811
2019-11-19,6500
2019-11-20,6500
2019-11-21,6500
2019-11-22,6252
2019-11-23,6252
2019-11-24,6040
2019-11-25,6040
2019-11-26,5786
2019-11-27,5786
2019-11-28,5786
2019-11-29,5523
2019-11-30,5523
2019-12-01,5515
2019-12-02,5515
2019-12-03,5658
2019-12-04,5658
2019-12-05,5658
2019-12-06,5843
2019-12-07,5843
2019-12-08,6132
2019-12-09,6132
2019-12-10,6361
2019-12-11,6361
2019-12-12,6361
2019-12-13,6147
2019-12-14,6147
2019-12-15,6092
2019-12-16,6092
2019-12-17,6092
2019-12-18,5875
2019-12-19,5875
2019-12-20,5906
2019-12-21,5906
2019-12-22,6060
2019-12-23,6060
2019-12-24,6060
2019-12-25,6256
2019-12-26,6256
2019-12-27,6115
2019-12-28,6115
2019-12-29,5933
2019-12-30,5933
2019-12-31,5922
2020-01-01,5922
2020-01-02,5900
2020-01-03,5900
2020-01-04,5900
2020-01-05,5853
2020-01-06,5853
2020-01-07,5701
2020-01-08,5701
2020-01-09,5701
2020-01-10,5449
2020-01-11,5449
2020-01-12,5676
2020-01-13,5676
2020-01-14,5676
2020-01-15,5806
2020-01-16,5806
2020-01-17,5847
2020-01-18,5847
2020-01-19,5796
2020-01-20,5796
2020-01-21,5796
2020-01-22,5759
2020-01-23,5759
2020-01-24,5780
2020-01-25,5780
2020-01-26,5890
2020-01-27,5890
2020-01-28,5909
2020-01-29,5909
2020-01-30,5667
2020-01-31,5667
2020-02-01,5667
2020-02-02,5487
2020-02-03,5487
2020-02-04,5487
2020-02-05,5307
2020-02-06,5307
2020-02-07,5061
2020-02-08,5061
2020-02-09,4820
2020-02-10,4616
2020-02-11,4616
2020-02-12,4437
2020-02-13,4437
2020-02-14,4231
2020-02-15,4231
2020-02-16,4157
2020-02-17,4268
2020-02-18,4268
2020-02-19,4458
2020-02-20,4641
2020-02-21,4641
2020-02-22,4792
2020-02-23,4792
2020-02-24,5022
2020-02-25,5022
2020-02-26,5213
2020-02-27,5213
2020-02-28,5374
2020-02-29,5374
2020-03-01,5643
2020-03-02,5643
2020-03-03,5487
2020-03-04,5487
2020-03-05,5487
2020-03-06,5544
2020-03-07,5544
2020-03-08,5544
2020-03-09,5631
2020-03-10,5631
2020-03-11,5531
2020-03-12,5531
2020-03-13,5531
2020-03-14,5765
2020-03-15,5765
2020-03-16,5845
2020-03-17,5845
2020-03-18,5845
2020-03-19,5925
2020-03-20,5925
2020-03-21,5840
2020-03-22,5840
2020-03-23,6088
2020-03-24,6088
2020-03-25,6164
2020-03-26,6201
2020-03-27,6201
2020-03-28,6255
2020-03-29,6038
2020-03-30,6038
2020-03-31,5816
2020-04-01,5525
2020-04-02,5248
2020-04-03,5248
2020-04-04,5046
2020-04-05,5046
2020-04-06,4881
2020-04-07,4881
2020-04-08,4691
2020-04-09,4691
2020-04-10,4488
2020-04-11,4301
2020-04-12,4105
2020-04-13,4105
2020-04-14,3899
2020-04-15,3717
2020-04-16,3566
2020-04-17,3408
2020-04-18,3245
2020-04-19,3082
2020-04-20,2970
2020-04-21,2970
2020-04-22,2949
2020-04-23,2949
2020-04-24,2921
2020-04-25,2921
2020-04-26,2926
2020-04-27,2931
2020-04-28,2933
2020-04-29,2933
2020-04-30,3031
2020-05-01,3031
2020-05-02,3021
2020-05-03,2989
2020-05-04,2989
2020-05-05,3015
2020-05-06,3138
2020-05-07,3138
2020-05-08,3100
2020-05-09,3145
2020-05-10,3145
2020-05-11,3275
2020-05-12,3275
2020-05-13,3394
