date_obj,Zamorak%20cloak price
2016-10-14,223302
2016-10-15,222668
2016-10-16,225963
2016-10-17,223531
2016-10-18,226709
2016-10-19,224733
2016-10-20,224541
2016-10-21,225097
2016-10-22,225287
2016-10-23,220153
2016-10-24,217899
2016-10-25,215021
2016-10-26,212031
2016-10-27,213719
2016-10-28,213900
2016-10-29,217814
2016-10-30,218456
2016-10-31,216783
2016-11-01,219992
2016-11-02,216995
2016-11-03,211373
2016-11-04,207350
2016-11-05,201308
2016-11-06,200100
2016-11-07,200193
2016-11-08,199607
2016-11-09,200131
2016-11-10,200622
2016-11-11,204285
2016-11-12,209237
2016-11-13,206496
2016-11-14,207605
2016-12-08,190122
2016-12-09,188125
2016-12-10,187900
2016-12-11,187911
2016-12-12,184472
2016-12-13,185963
2016-12-14,186509
2016-12-15,188584
2016-12-16,192245
2016-12-17,195763
2016-12-18,200370
2016-12-19,204097
2016-12-20,203139
2016-12-21,198856
2016-12-22,196723
2016-12-23,194507
2016-12-24,194925
2016-12-25,194966
2016-12-26,197978
2016-12-27,202978
2016-12-28,206277
2016-12-29,212530
2016-12-30,218506
2016-12-31,223348
2017-01-01,227654
2017-01-02,229535
2017-01-03,225320
2017-01-04,219941
2017-01-05,219102
2017-01-06,220003
2017-01-07,215537
2017-01-08,210571
2017-01-09,206304
2017-01-10,201029
2017-01-11,203524
2017-01-12,202863
2017-01-13,200771
2017-01-14,194301
2017-01-15,197440
2017-01-16,197307
2017-01-17,196992
2017-01-18,196742
2017-01-19,195996
2017-01-20,195408
2017-01-21,193141
2017-01-22,189237
2017-01-27,185385
2017-01-28,185259
2017-01-29,184114
2017-01-30,182958
2017-01-31,183030
2017-02-01,181164
2017-02-02,181037
2017-02-03,182463
2017-02-04,181068
2017-02-05,180196
2017-02-06,178680
2017-02-07,176553
2017-02-08,176929
2017-02-09,174167
2017-02-10,174990
2017-02-11,173906
2017-02-12,171731
2017-02-13,171635
2017-02-14,170232
2017-02-15,168055
2017-02-16,167522
2017-02-18,160363
2017-02-19,156577
2017-02-20,153992
2017-02-21,153411
2017-02-22,150637
2017-02-23,147690
2017-02-24,145221
2017-02-25,140665
2017-02-26,136869
2017-02-27,133075
2017-02-28,131288
2017-03-01,130475
2017-03-02,129951
2017-03-03,129874
2017-03-04,127321
2017-03-05,125793
2017-03-06,125971
2017-03-07,125378
2017-03-08,123550
2017-03-09,123404
2017-03-10,122751
2017-03-11,121815
2017-03-12,121912
2017-03-13,124396
2017-03-14,128038
2017-03-15,128401
2017-03-16,128578
2017-03-17,128891
2017-03-18,126079
2017-03-19,127754
2017-03-20,127373
2017-03-21,126916
2017-03-22,126083
2017-03-23,125583
2017-03-24,123258
2017-03-25,121504
2017-03-26,119625
2017-03-27,117345
2017-03-28,116733
2017-03-29,116421
2017-03-30,114732
2017-03-31,112337
2017-04-01,110223
2017-04-02,108886
2017-04-03,107711
2017-04-04,106294
2017-04-12,104590
2017-04-13,105031
2017-04-14,104722
2017-04-15,102033
2017-04-16,102060
2017-04-17,101658
2017-04-18,101941
2017-04-19,102341
2017-04-20,102485
2017-04-21,103665
2017-04-22,103131
2017-04-23,104119
2017-04-24,105029
2017-04-25,105571
2017-04-26,106422
2017-04-27,105956
2017-04-28,106390
2017-04-29,106120
2017-04-30,105699
2017-05-01,105585
2017-05-02,104873
2017-05-03,104112
2017-05-04,103847
2017-05-05,102601
2017-05-06,100967
2017-05-07,101755
2017-05-08,101597
2017-05-09,101716
2017-05-10,100644
2017-05-11,100404
2017-05-12,99986
2017-05-13,100556
2017-05-14,100282
2017-05-15,101156
2017-05-16,101641
2017-05-17,102103
2017-05-18,101868
2017-05-19,101279
2017-05-20,100847
2017-05-21,99986
2017-05-22,99051
2017-05-23,97051
2017-05-24,96148
2017-05-25,94150
2017-05-26,92315
2017-05-27,91100
2017-05-28,90980
2017-05-29,90536
2017-05-30,90515
2017-05-31,90499
2017-06-01,89884
2017-06-02,87652
2017-06-03,85892
2017-06-06,88275
2017-06-07,89625
2017-06-08,91999
2017-06-09,93490
2017-06-10,93918
2017-06-11,94300
2017-06-12,95543
2017-06-13,94617
2017-06-14,90748
2017-06-15,87402
2017-06-16,84677
2017-06-17,83564
2017-06-18,84012
2017-06-19,84938
2017-06-20,85781
2017-06-21,87473
2017-06-22,89077
2017-06-23,89589
2017-06-24,89028
2017-06-25,88377
2017-06-26,87800
2017-06-27,87339
2017-06-28,86367
2017-06-29,84819
2017-06-30,84389
2017-07-01,87899
2017-07-02,91166
2017-07-03,93135
2017-07-04,93505
2017-07-05,94713
2017-07-06,95487
2017-07-07,96372
2017-07-08,97252
2017-07-13,101813
2017-07-14,104804
2017-07-15,103660
2017-07-16,102619
2017-07-17,101102
2017-07-18,98898
2017-07-19,97929
2017-07-20,96747
2017-07-21,96593
2017-07-22,97715
2017-07-23,98913
2017-07-24,98354
2017-07-25,97978
2017-07-26,99687
2017-07-27,103934
2017-07-28,104900
2017-07-29,107305
2017-07-30,108565
2017-07-31,108348
2017-08-01,107393
2017-08-02,107674
2017-08-03,109684
2017-08-04,111707
2017-08-05,113872
2017-08-06,113542
2017-08-09,111686
2017-08-10,113520
2017-08-11,112881
2017-08-12,113388
2017-08-13,115167
2017-08-14,116511
2017-08-15,117615
2017-08-16,116770
2017-08-17,114869
2017-08-18,113676
2017-08-19,111669
2017-08-20,109014
2017-08-21,107975
2017-08-22,106383
2017-08-23,105418
2017-08-24,102950
2017-08-25,99762
2017-08-26,97738
2017-08-27,97585
2017-08-28,98386
2017-08-29,99480
2017-08-30,98507
2017-08-31,97352
2017-09-01,97334
2017-09-02,97553
2017-09-03,96969
2017-09-04,96148
2017-09-05,95533
2017-09-06,96198
2017-09-07,96010
2017-09-08,93536
2017-09-09,92539
2017-09-10,91023
2017-09-11,91101
2017-09-12,91834
2017-09-13,91749
2017-09-14,92783
2017-09-15,93525
2017-09-16,93493
2017-09-17,93505
2017-09-18,93600
2017-09-19,94042
2017-09-20,95188
2017-09-21,96293
2017-09-22,95803
2017-09-23,95171
2017-09-24,95863
2017-09-25,97124
2017-09-26,98008
2017-09-27,99290
2017-09-28,100050
2017-09-29,99100
2017-09-30,99056
2017-10-01,98110
2017-10-02,96977
2017-10-03,96124
2017-10-04,95258
2017-10-05,95317
2017-10-06,95040
2017-10-07,94721
2017-10-08,94947
2017-10-09,94630
2017-10-10,92859
2017-10-11,90373
2017-10-12,87771
2017-10-13,85338
2017-10-14,83329
2017-10-15,81573
2017-10-16,80091
2017-10-17,79580
2017-10-18,78974
2017-10-19,80339
2017-10-20,79942
2017-10-21,80397
2017-10-22,83249
2017-10-23,84445
2017-10-24,85742
2017-10-25,87061
2017-10-26,87837
2017-10-27,88014
2017-10-28,89201
2017-10-29,90134
2017-10-30,88480
2017-10-31,89594
2017-11-01,91113
2017-11-02,90730
2017-11-03,91372
2017-11-04,91019
2017-11-05,93547
2017-11-06,94290
2017-11-07,93543
2017-11-08,93554
2017-11-09,93556
2017-11-10,93057
2017-11-11,92990
2017-11-12,91960
2017-11-13,90720
2017-11-14,92055
2017-11-15,91871
2017-11-16,89874
2017-11-17,90282
2017-11-18,91695
2017-11-19,89549
2017-11-20,86802
2017-11-21,83270
2017-11-22,79929
2017-11-23,77036
2017-11-24,74072
2017-11-25,72081
2017-11-26,71293
2017-11-27,70822
2017-11-28,71726
2017-11-29,70630
2017-11-30,68768
2017-12-01,69241
2017-12-02,70362
2017-12-03,69940
2017-12-04,71806
2017-12-05,73108
2017-12-06,75590
2017-12-07,77332
2017-12-08,78994
2017-12-09,78894
2017-12-10,79235
2017-12-11,77581
2017-12-12,76313
2017-12-13,75392
2017-12-14,73393
2017-12-15,71020
2017-12-16,68546
2017-12-17,67730
2017-12-18,67114
2017-12-19,66146
2017-12-20,66666
2017-12-21,68023
2017-12-22,68092
2017-12-23,68340
2017-12-24,68598
2017-12-25,66820
2017-12-26,65482
2017-12-27,66410
2017-12-28,65596
2017-12-29,65646
2017-12-30,65340
2017-12-31,65081
2018-01-01,65501
2018-01-02,68169
2018-01-03,69765
2018-01-04,68754
2018-01-05,68145
2018-01-06,67369
2018-01-07,65938
2018-01-08,65292
2018-01-09,63883
2018-01-10,63734
2018-01-11,63877
2018-01-12,64340
2018-01-13,65609
2018-01-14,66786
2018-01-15,69126
2018-01-16,71922
2018-01-17,72440
2018-01-18,70778
2018-01-19,68224
2018-01-20,65236
2018-01-21,61974
2018-01-22,59153
2018-01-23,57300
2018-01-24,55285
2018-01-25,54432
2018-01-26,53705
2018-01-27,52089
2018-01-28,50942
2018-01-29,49020
2018-01-30,47761
2018-02-01,45891
2018-02-02,45702
2018-02-03,45330
2018-02-04,45100
2018-02-05,44218
2018-02-06,43520
2018-02-07,42748
2018-02-08,41192
2018-02-09,40067
2018-02-10,40044
2018-02-11,38855
2018-02-12,36957
2018-02-13,35489
2018-02-14,35101
2018-02-15,35077
2018-02-16,34918
2018-02-17,35775
2018-02-18,37035
2018-02-19,38758
2018-02-20,39895
2018-02-21,41811
2018-02-22,42786
2018-02-23,43665
2018-02-24,43726
2018-02-25,43338
2018-02-26,43138
2018-02-27,43899
2018-02-28,43631
2018-03-01,43881
2018-03-02,44129
2018-03-03,43239
2018-03-04,41923
2018-03-05,41468
2018-03-06,41299
2018-03-07,39999
2018-03-08,39854
2018-03-09,39050
2018-03-10,38470
2018-03-11,37883
2018-03-12,37870
2018-03-13,38671
2018-03-14,39006
2018-03-15,38645
2018-03-16,38598
2018-03-17,38437
2018-03-18,38600
2018-03-20,39583
2018-03-21,40741
2018-03-23,43991
2018-03-24,44820
2018-03-26,47622
2018-03-27,49981
2018-03-28,51288
2018-03-29,52677
2018-03-30,53852
2018-03-31,54190
2018-04-01,55038
2018-04-02,53988
2018-04-03,54037
2018-04-04,53410
2018-04-05,52810
2018-04-06,50871
2018-04-08,47824
2018-04-09,45924
2018-04-10,45149
2018-04-11,44485
2018-04-12,44303
2018-04-13,44442
2018-04-14,43737
2018-04-16,41538
2018-04-17,41089
2018-04-18,39550
2018-04-19,39714
2018-04-20,40094
2018-04-21,40483
2018-04-22,40042
2018-04-23,39803
2018-04-24,39497
2018-04-25,38871
2018-04-26,38484
2018-04-27,39348
2018-04-28,40143
2018-04-29,39638
2018-04-30,39155
2018-05-02,39725
2018-05-03,40054
2018-05-04,40016
2018-05-05,39853
2018-05-06,39472
2018-05-07,39169
2018-05-08,38038
2018-05-09,37773
2018-05-10,37165
2018-05-11,36451
2018-05-12,35927
2018-05-13,35555
2018-05-14,36479
2018-05-15,38051
2018-05-16,39671
2018-05-17,39766
2018-05-18,40694
2018-05-19,41201
2018-05-20,41679
2018-05-21,41470
2018-05-22,41191
2018-05-23,41042
2018-05-24,40204
2018-05-25,39900
2018-05-26,40062
2018-05-27,40196
2018-05-28,40453
2018-05-29,40080
2018-05-30,39585
2018-05-31,39219
2018-06-01,39093
2018-06-02,39663
2018-06-03,40925
2018-06-04,41905
2018-06-05,43416
2018-06-06,44712
2018-06-07,45726
2018-06-08,47187
2018-06-09,49263
2018-06-10,51341
2018-06-11,53082
2018-06-12,55022
2018-06-13,57774
2018-06-14,60663
2018-06-15,63697
2018-06-16,66097
2018-06-17,68455
2018-06-18,71540
2018-06-19,73655
2018-06-20,76377
2018-06-21,79917
2018-06-22,83763
2018-06-23,85281
2018-06-24,88627
2018-06-25,92593
2018-06-26,92067
2018-06-27,91298
2018-06-28,91224
2018-06-29,89756
2018-06-30,87368
2018-07-01,86832
2018-07-02,85915
2018-07-03,86418
2018-07-04,87570
2018-07-05,88374
2018-07-06,89722
2018-07-07,91710
2018-07-08,93542
2018-07-09,91955
2018-07-10,89379
2018-07-11,86372
2018-07-12,86595
2018-07-13,85264
2018-07-14,85250
2018-07-15,88607
2018-07-16,88456
2018-07-17,88354
2018-07-18,88887
2018-07-19,87485
2018-07-20,85625
2018-07-21,85703
2018-07-22,86014
2018-07-23,86394
2018-07-24,86584
2018-07-25,86625
2018-07-26,86557
2018-07-27,87516
2018-07-28,87529
2018-07-29,87945
2018-07-30,87400
2018-07-31,87335
2018-08-01,86254
2018-08-02,86301
2018-08-03,87554
2018-08-04,85199
2018-08-05,81282
2018-08-06,78927
2018-08-07,77352
2018-08-08,74943
2018-08-09,73820
2018-08-10,74078
2018-08-11,75095
2018-08-12,75407
2018-08-14,72670
2018-08-16,68072
2018-08-17,64668
2018-08-18,61551
2018-08-19,59849
2018-08-20,58097
2018-08-21,56682
2018-08-22,54047
2018-08-23,51344
2018-08-24,48776
2018-08-25,46337
2018-08-26,44020
2018-08-27,41819
2018-08-28,39728
2018-08-29,37742
2018-08-30,36652
2018-08-31,36051
2018-09-01,35956
2018-09-02,35950
2018-09-03,36180
2018-09-04,36618
2018-09-05,37836
2018-09-06,39408
2018-09-07,40739
2018-09-08,41844
2018-09-09,43165
2018-09-10,44233
2018-09-11,45530
2018-09-12,46305
2018-09-13,47397
2018-09-14,49390
2018-09-15,51591
2018-09-16,52928
2018-09-17,52983
2018-09-18,52823
2018-09-19,52972
2018-09-20,50821
2018-09-21,48724
2018-09-22,46572
2018-09-23,44790
2018-09-24,43276
2018-09-25,41923
2018-09-26,41104
2018-09-27,39791
2018-09-28,39193
2018-09-29,39040
2018-09-30,38138
2018-10-02,39597
2018-10-03,40792
2018-10-04,41628
2018-10-05,42367
2018-10-06,42489
2018-10-07,42852
2018-10-08,43180
2018-10-09,43183
2018-10-10,43381
2018-10-11,43346
2018-10-12,42822
2018-10-13,42254
2018-10-14,42249
2018-10-15,42093
2018-10-16,42178
2018-10-17,42214
2018-10-18,41407
2018-10-19,41714
2018-10-20,42119
2018-10-21,41486
2018-10-22,41107
2018-10-23,40773
2018-10-24,40276
2018-10-25,40318
2018-10-26,40244
2018-10-27,40184
2018-10-28,40418
2018-10-29,40305
2018-10-30,40344
2018-10-31,40517
2018-11-01,41242
2018-11-03,42945
2018-11-04,43552
2018-11-05,44893
2018-11-06,47026
2018-11-07,48783
2018-11-08,51093
2018-11-09,52634
2018-11-10,55203
2018-11-11,57964
2018-11-12,60828
2018-11-13,63796
2018-11-14,66749
2018-11-15,69789
2018-11-16,72796
2018-11-17,75380
2018-11-18,78104
2018-11-19,81604
2018-11-20,85464
2018-11-21,88052
2018-11-22,90297
2018-11-23,91472
2018-11-24,92665
2018-11-25,94589
2018-11-26,96148
2018-11-27,98205
2018-11-28,99837
2018-11-29,100825
2018-12-01,99838
2018-12-02,98646
2018-12-03,96363
2018-12-04,94183
2018-12-05,92481
2018-12-07,90543
2018-12-09,91799
2018-12-10,93086
2018-12-11,94929
2018-12-12,94743
2018-12-13,93045
2018-12-14,93898
2018-12-15,93810
2018-12-16,91757
2018-12-17,91978
2018-12-18,92937
2018-12-19,92123
2018-12-20,91943
2018-12-21,91237
2018-12-22,91034
2018-12-23,93065
2018-12-24,93499
2018-12-25,93636
2018-12-26,93509
2018-12-27,93876
2018-12-28,93446
2018-12-29,91301
2018-12-30,91185
2018-12-31,90141
2019-01-01,89970
2019-01-02,89055
2019-01-03,87347
2019-01-04,85900
2019-01-05,84626
2019-01-06,84056
2019-01-08,84299
2019-01-10,80071
2019-01-11,78483
2019-01-12,76915
2019-01-13,75826
2019-01-14,76004
2019-01-15,76848
2019-01-16,76995
2019-01-17,78585
2019-01-18,79637
2019-01-19,79699
2019-01-20,81428
2019-01-21,82159
2019-01-22,82326
2019-01-23,82231
2019-01-24,80772
2019-01-25,80074
2019-01-26,79064
2019-01-27,79456
2019-01-28,81824
2019-01-29,81685
2019-01-30,80138
2019-01-31,80641
2019-02-01,79480
2019-02-02,79033
2019-02-03,78421
2019-02-04,76836
2019-02-05,75117
2019-02-06,73600
2019-02-07,72266
2019-02-08,70335
2019-02-09,70405
2019-02-10,68253
2019-02-11,67010
2019-02-12,65509
2019-02-13,64021
2019-02-14,63263
2019-02-15,62049
2019-02-16,60916
2019-02-17,59888
2019-02-18,59472
2019-02-19,58604
2019-02-20,57373
2019-02-21,56009
2019-02-22,55050
2019-02-23,54771
2019-02-24,54286
2019-02-25,53597
2019-02-26,53939
2019-02-27,54075
2019-02-28,53814
2019-03-01,53077
2019-03-02,52315
2019-03-03,51809
2019-03-04,50760
2019-03-05,49781
2019-03-06,49149
2019-03-07,48246
2019-03-08,48040
2019-03-09,47631
2019-03-10,46670
2019-03-11,45595
2019-03-12,45140
2019-03-13,44850
2019-03-14,43869
2019-03-15,43263
2019-03-16,43128
2019-03-17,42607
2019-03-18,41709
2019-03-19,40847
2019-03-20,39846
2019-03-21,39421
2019-03-22,38994
2019-03-23,38397
2019-03-24,37764
2019-03-25,37493
2019-03-26,37191
2019-03-27,37146
2019-03-28,37225
2019-03-29,37390
2019-03-30,38191
2019-03-31,39435
2019-04-01,40851
2019-04-02,41587
2019-04-03,42584
2019-04-04,42430
2019-04-05,41952
2019-04-06,42358
2019-04-07,43047
