date_obj,Ancient%20cloak price
2016-09-28,62988
2016-09-29,63039
2016-09-30,63091
2016-10-01,63105
2016-10-02,63430
2016-10-03,64670
2016-10-04,66505
2016-10-05,67881
2016-10-06,69284
2016-10-07,68755
2016-10-08,68900
2016-10-09,70971
2016-10-10,71315
2016-10-11,69900
2016-10-12,68571
2016-10-13,68099
2016-10-14,67182
2016-10-15,65879
2016-10-16,63954
2016-10-17,62039
2016-10-18,61426
2016-10-19,60285
2016-10-20,59323
2016-10-21,58280
2016-10-22,59541
2016-10-23,59187
2016-10-24,59427
2016-10-25,59077
2016-10-26,58350
2016-10-27,59941
2016-10-28,60716
2016-10-29,61709
2016-10-30,63670
2016-10-31,64842
2016-11-01,66951
2016-11-02,68839
2016-11-03,70448
2016-11-04,71928
2016-11-05,71124
2016-11-06,69596
2016-11-07,69833
2016-11-08,71489
2016-11-09,72528
2016-11-10,71584
2016-11-11,73203
2016-11-12,72467
2016-11-13,69272
2016-11-14,65808
2016-11-15,62528
2016-12-07,69679
2016-12-08,67931
2016-12-09,66083
2016-12-10,66776
2016-12-11,66339
2016-12-12,64220
2016-12-13,63955
2016-12-14,65004
2016-12-15,63810
2016-12-16,63427
2016-12-17,63469
2016-12-18,65975
2016-12-19,68474
2016-12-20,71090
2016-12-21,73634
2016-12-22,71723
2016-12-23,73362
2016-12-24,75554
2016-12-25,77720
2016-12-26,80190
2016-12-27,82375
2016-12-28,85399
2016-12-29,87374
2016-12-30,89255
2016-12-31,90886
2017-01-01,91813
2017-01-02,92788
2017-01-03,93872
2017-01-04,95781
2017-01-05,94554
2017-01-06,94132
2017-01-07,92895
2017-01-08,89774
2017-01-09,88209
2017-01-10,84884
2017-01-11,81994
2017-01-12,80037
2017-01-13,77928
2017-01-14,76677
2017-01-15,75511
2017-01-16,74876
2017-01-17,75716
2017-01-18,76262
2017-01-19,76378
2017-01-20,77194
2017-01-21,77936
2017-01-22,77644
2017-01-23,76751
2017-01-27,70874
2017-01-28,69446
2017-01-29,68281
2017-01-30,67542
2017-01-31,66285
2017-02-01,66109
2017-02-02,66884
2017-02-03,67004
2017-02-04,67668
2017-02-05,67829
2017-02-06,68511
2017-02-07,68731
2017-02-08,69385
2017-02-09,70986
2017-02-10,71572
2017-02-11,71980
2017-02-12,71094
2017-02-13,70569
2017-02-14,70378
2017-02-15,68893
2017-02-16,66849
2017-02-17,65095
2017-02-18,62802
2017-02-20,58216
2017-02-21,57025
2017-02-22,56579
2017-02-23,54868
2017-02-24,54476
2017-02-25,52884
2017-02-26,51568
2017-02-27,50674
2017-02-28,49591
2017-03-01,48761
2017-03-02,47482
2017-03-03,47184
2017-03-05,45699
2017-03-06,45753
2017-03-07,45958
2017-03-08,45722
2017-03-09,46015
2017-03-10,46738
2017-03-11,47706
2017-03-12,48981
2017-03-13,49352
2017-03-14,47816
2017-03-15,47037
2017-03-16,46968
2017-03-17,45972
2017-03-18,45955
2017-03-19,45647
2017-03-20,45339
2017-03-21,44160
2017-03-22,43356
2017-03-23,42580
2017-03-24,40966
2017-03-25,39603
2017-03-26,38414
2017-03-27,37907
2017-03-28,38340
2017-03-29,37846
2017-03-30,37624
2017-03-31,36903
2017-04-01,36391
2017-04-02,36018
2017-04-03,35377
2017-04-04,34706
2017-04-05,34564
2017-04-12,41929
2017-04-13,43761
2017-04-14,45378
2017-04-15,47282
2017-04-16,49621
2017-04-17,51746
2017-04-18,54265
2017-04-19,56673
2017-04-20,58642
2017-04-21,61163
2017-04-22,63226
2017-04-23,64495
2017-04-24,62974
2017-04-25,60902
2017-04-26,58623
2017-04-27,55691
2017-04-28,52929
2017-04-29,50683
2017-04-30,49026
2017-05-01,47270
2017-05-02,45636
2017-05-03,44658
2017-05-04,43992
2017-05-05,44287
2017-05-06,44635
2017-05-07,44233
2017-05-08,44332
2017-05-09,44213
2017-05-10,43917
2017-05-11,43106
2017-05-12,42225
2017-05-13,41894
2017-05-14,41592
2017-05-15,41277
2017-05-16,40983
2017-05-17,40702
2017-05-18,39910
2017-05-19,39373
2017-05-20,38851
2017-05-21,38851
2017-05-22,37897
2017-05-23,36765
2017-05-24,35721
2017-05-25,34069
2017-05-26,32480
2017-05-27,31244
2017-05-28,30745
2017-05-29,29868
2017-05-30,29046
2017-05-31,28752
2017-06-01,28818
2017-06-02,28295
2017-06-03,28340
2017-06-04,28108
2017-06-05,28207
2017-06-06,28247
2017-06-07,28480
2017-06-08,28431
2017-06-09,28556
2017-06-10,28664
2017-06-11,27882
2017-06-12,27225
2017-06-13,26559
2017-06-14,26849
2017-06-15,27416
2017-06-16,27287
2017-06-17,27467
2017-06-18,28115
2017-06-19,28115
2017-06-20,28571
2017-06-21,28432
2017-06-22,27855
2017-06-23,27472
2017-06-24,27159
2017-06-25,26703
2017-06-26,27429
2017-06-27,28042
2017-06-28,28750
2017-06-29,28546
2017-06-30,28903
2017-07-01,29657
2017-07-02,29634
2017-07-03,29872
2017-07-04,31238
2017-07-05,32653
2017-07-06,34124
2017-07-07,34686
2017-07-08,35035
2017-07-09,36602
2017-07-13,38258
2017-07-14,38773
2017-07-15,38561
2017-07-16,39109
2017-07-17,39529
2017-07-18,39230
2017-07-19,38855
2017-07-20,38566
2017-07-21,38138
2017-07-22,37631
2017-07-23,37526
2017-07-24,37011
2017-07-25,36583
2017-07-26,36468
2017-07-27,36482
2017-07-28,36357
2017-07-29,36444
2017-07-30,36174
2017-07-31,36250
2017-08-01,36446
2017-08-02,36749
2017-08-03,35903
2017-08-04,36877
2017-08-05,36864
2017-08-06,36619
2017-08-07,36274
2017-08-08,35591
2017-08-09,34749
2017-08-10,34168
2017-08-11,33835
2017-08-12,34334
2017-08-13,34695
2017-08-14,34563
2017-08-15,35216
2017-08-16,36103
2017-08-17,36746
2017-08-18,37303
2017-08-19,37916
2017-08-20,38053
2017-08-21,38612
2017-08-22,39520
2017-08-23,40642
2017-08-24,41621
2017-08-25,41596
2017-08-26,42326
2017-08-27,42053
2017-08-28,42312
2017-08-29,42601
2017-08-30,43642
2017-08-31,44390
2017-09-01,45320
2017-09-02,46307
2017-09-03,46237
2017-09-04,45659
2017-09-05,44108
2017-09-06,42400
2017-09-07,41526
2017-09-08,42600
2017-09-09,42452
2017-09-10,41435
2017-09-11,40706
2017-09-12,40113
2017-09-13,40052
2017-09-14,39581
2017-09-15,39581
2017-09-16,39303
2017-09-17,38003
2017-09-18,36819
2017-09-19,35726
2017-09-20,35576
2017-09-22,35856
2017-09-23,37049
2017-09-24,37823
2017-09-25,37605
2017-09-26,38589
2017-09-27,38641
2017-09-28,38413
2017-09-29,37202
2017-09-30,36292
2017-10-01,35572
2017-10-02,35084
2017-10-03,34523
2017-10-04,34358
2017-10-05,35295
2017-10-06,36357
2017-10-07,37229
2017-10-08,37921
2017-10-09,38808
2017-10-10,39392
2017-10-11,39565
2017-10-12,39852
2017-10-13,40027
2017-10-14,38992
2017-10-15,38488
2017-10-16,38578
2017-10-17,39215
2017-10-18,38785
2017-10-19,38697
2017-10-20,38860
2017-10-21,38651
2017-10-22,38579
2017-10-23,37615
2017-10-24,36352
2017-10-25,35998
2017-10-26,35420
2017-10-27,35197
2017-10-28,35197
2017-10-29,34313
2017-10-30,32604
2017-10-31,31568
2017-11-01,30865
2017-11-02,30760
2017-11-03,29778
2017-11-04,29633
2017-11-05,29944
2017-11-06,30194
2017-11-07,30652
2017-11-08,30123
2017-11-09,30249
2017-11-10,29812
2017-11-11,29565
2017-11-12,29162
2017-11-13,28792
2017-11-14,28489
2017-11-15,28094
2017-11-16,27979
2017-11-17,27663
2017-11-18,27246
2017-11-19,26830
2017-11-20,26732
2017-11-21,26341
2017-11-22,26269
2017-11-23,27136
2017-11-24,27362
2017-11-25,27238
2017-11-26,27605
2017-11-27,27605
2017-11-28,28621
2017-11-29,29166
2017-11-30,29274
2017-12-01,28247
2017-12-02,28006
2017-12-03,27813
2017-12-04,27748
2017-12-05,27779
2017-12-06,28122
2017-12-07,28391
2017-12-08,28755
2017-12-09,29595
2017-12-10,30497
2017-12-11,30230
2017-12-12,30848
2017-12-13,30947
2017-12-14,30069
2017-12-15,29364
2017-12-16,28556
2017-12-17,27767
2017-12-18,26619
2017-12-19,25288
2017-12-20,24023
2017-12-21,23276
2017-12-22,24123
2017-12-23,24488
2017-12-24,24699
2017-12-25,24974
2017-12-26,24929
2017-12-27,24949
2017-12-28,25202
2017-12-29,25773
2017-12-30,26266
2017-12-31,26405
2018-01-01,26172
2018-01-02,25582
2018-01-03,25974
2018-01-04,25988
2018-01-05,26130
2018-01-06,25750
2018-01-07,25265
2018-01-08,24985
2018-01-09,24480
2018-01-10,23902
2018-01-11,23431
2018-01-12,23248
2018-01-13,23211
2018-01-14,23933
2018-01-15,24096
2018-01-16,24127
2018-01-17,24546
2018-01-18,25324
2018-01-19,25324
2018-01-20,25375
2018-01-21,24803
2018-01-22,24309
2018-01-23,23561
2018-01-24,23302
2018-01-25,22612
2018-01-26,22429
2018-01-27,21702
2018-01-28,20751
2018-01-29,20368
2018-01-30,20109
2018-01-31,19695
2018-02-01,19666
2018-02-02,19349
2018-02-03,18951
2018-02-04,18281
2018-02-05,17366
2018-02-06,16603
2018-02-07,15843
2018-02-08,15097
2018-02-09,14552
2018-02-10,14354
2018-02-11,14467
2018-02-12,14449
2018-02-13,14577
2018-02-14,14539
2018-02-15,14816
2018-02-16,15095
2018-02-17,15810
2018-02-18,16475
2018-02-19,17209
2018-02-20,18042
2018-02-21,18809
2018-02-22,19750
2018-02-23,20174
2018-02-24,20190
2018-02-25,20219
2018-02-26,20218
2018-02-27,19923
2018-02-28,19270
2018-03-01,18491
2018-03-02,18195
2018-03-03,17722
2018-03-04,17722
2018-03-05,17172
2018-03-06,17037
2018-03-07,16264
2018-03-08,15977
2018-03-09,16110
2018-03-10,16210
2018-03-11,15904
2018-03-12,15517
2018-03-13,15269
2018-03-14,15251
2018-03-15,15291
2018-03-16,15324
2018-03-17,15410
2018-03-18,15478
2018-03-19,15744
2018-03-20,15901
2018-03-21,15828
2018-03-22,16350
2018-03-23,17122
2018-03-24,17801
2018-03-25,18144
2018-03-26,19039
2018-03-27,19991
2018-03-28,20991
2018-03-29,21809
2018-03-30,22058
2018-03-31,21937
2018-04-01,21383
2018-04-02,20910
2018-04-03,21026
2018-04-04,20959
2018-04-05,21051
2018-04-06,21210
2018-04-07,21036
2018-04-08,20601
2018-04-09,19768
2018-04-10,19282
2018-04-11,19129
2018-04-12,18969
2018-04-13,18052
2018-04-14,17419
2018-04-15,17209
2018-04-16,16722
2018-04-17,17135
2018-04-18,17003
2018-04-19,17310
2018-04-20,17523
2018-04-21,17022
2018-04-22,17012
2018-04-23,17255
2018-04-24,17051
2018-04-25,16898
2018-04-26,16902
2018-04-27,17091
2018-04-28,17285
2018-04-29,17580
2018-04-30,17643
2018-05-01,17930
2018-05-02,18660
2018-05-03,19017
2018-05-04,19391
2018-05-05,18818
2018-05-06,18818
2018-05-07,17990
2018-05-08,17972
2018-05-09,17744
2018-05-10,16884
2018-05-11,16267
2018-05-12,15814
2018-05-13,15586
2018-05-14,15552
2018-05-15,15843
2018-05-16,15734
2018-05-17,15784
2018-05-18,16115
2018-05-19,16441
2018-05-20,16521
2018-05-21,16400
2018-05-22,16998
2018-05-23,17333
2018-05-24,17603
2018-05-25,18302
2018-05-26,19021
2018-05-27,19404
2018-05-28,19734
2018-05-29,19765
2018-05-30,19477
2018-05-31,19201
2018-06-01,19104
2018-06-02,18683
2018-06-03,18283
2018-06-04,17886
2018-06-05,17645
2018-06-06,17568
2018-06-07,17389
2018-06-08,16764
2018-06-09,15955
2018-06-10,15585
2018-06-11,15358
2018-06-12,14922
2018-06-13,14679
2018-06-14,14329
2018-06-15,13618
2018-06-16,13338
2018-06-17,13173
2018-06-18,13083
2018-06-19,12634
2018-06-20,12638
2018-06-21,12867
2018-06-22,13049
2018-06-23,13417
2018-06-24,13622
2018-06-25,13411
2018-06-26,13454
2018-06-27,13672
2018-06-28,13583
2018-06-29,13872
2018-06-30,14180
2018-07-01,14701
2018-07-02,15143
2018-07-03,15605
2018-07-04,15906
2018-07-05,16394
2018-07-06,16987
2018-07-07,17711
2018-07-08,17760
2018-07-09,17935
2018-07-10,18141
2018-07-11,18359
2018-07-12,18053
2018-07-13,18039
2018-07-14,18812
2018-07-15,19370
2018-07-16,19550
2018-07-17,19704
2018-07-18,19804
2018-07-19,19985
2018-07-20,19740
2018-07-21,19575
2018-07-22,19399
2018-07-23,19197
2018-07-24,19223
2018-07-25,19088
2018-07-26,18921
2018-07-27,18818
2018-07-28,19025
2018-07-29,19043
2018-07-30,18775
2018-07-31,19036
2018-08-01,19099
2018-08-02,18990
2018-08-03,19047
2018-08-04,19241
2018-08-05,19548
2018-08-06,19328
2018-08-07,19250
2018-08-08,19367
2018-08-09,19426
2018-08-10,19581
2018-08-11,19420
2018-08-12,19552
2018-08-14,19968
2018-08-16,20142
2018-08-17,20199
2018-08-18,19799
2018-08-19,20009
2018-08-20,20551
2018-08-21,20894
2018-08-22,20685
2018-08-23,20911
2018-08-24,20889
2018-08-25,20940
2018-08-26,21199
2018-08-27,21238
2018-08-28,21043
2018-08-29,21135
2018-08-30,21003
2018-08-31,20958
2018-09-01,21202
2018-09-02,21198
2018-09-03,21216
2018-09-04,21095
2018-09-05,21044
2018-09-06,21116
2018-09-07,21015
2018-09-08,20983
2018-09-09,20771
2018-09-10,20244
2018-09-11,19736
2018-09-12,19949
2018-09-13,20087
2018-09-14,20438
2018-09-15,20564
2018-09-16,20722
2018-09-17,20864
2018-09-18,21249
2018-09-19,21615
2018-09-20,21932
2018-09-21,22077
2018-09-22,22338
2018-09-23,22517
2018-09-24,22240
2018-09-25,21639
2018-09-26,21757
2018-09-27,21844
2018-09-28,22102
2018-09-29,22204
2018-09-30,22259
2018-10-01,22278
2018-10-02,22210
2018-10-03,22595
2018-10-04,22636
2018-10-05,22693
2018-10-06,23107
2018-10-07,23628
2018-10-08,23345
2018-10-09,23229
2018-10-10,23068
2018-10-11,22747
2018-10-12,22545
2018-10-13,22642
2018-10-14,22468
2018-10-15,22335
2018-10-16,22160
2018-10-17,22322
2018-10-18,22017
2018-10-19,22177
2018-10-20,22368
2018-10-21,22417
2018-10-22,22409
2018-10-23,22280
2018-10-24,22370
2018-10-25,22217
2018-10-26,22266
2018-10-27,22389
2018-10-28,22452
2018-10-29,22554
2018-10-30,22615
2018-10-31,22572
2018-11-01,22711
2018-11-03,22941
2018-11-04,23163
2018-11-05,23696
2018-11-06,24599
2018-11-07,25553
2018-11-08,26542
2018-11-09,27804
2018-11-10,29182
2018-11-11,30504
2018-11-12,31954
2018-11-13,32910
2018-11-14,33189
2018-11-15,34655
2018-11-16,36302
2018-11-17,37515
2018-11-18,38595
2018-11-19,40410
2018-11-20,40147
2018-11-21,38175
2018-11-22,36864
2018-11-23,35558
2018-11-24,34941
2018-11-25,34590
2018-11-26,35730
2018-11-27,36586
2018-11-28,36907
2018-11-29,37627
2018-12-01,39612
2018-12-02,40042
2018-12-03,38131
2018-12-04,37230
2018-12-05,37159
2018-12-07,38842
2018-12-09,40052
2018-12-10,40761
2018-12-11,41686
2018-12-12,42246
2018-12-13,42960
2018-12-14,43838
2018-12-15,44489
2018-12-16,44996
2018-12-17,46364
2018-12-18,46557
2018-12-19,46045
2018-12-20,45519
2018-12-21,45174
2018-12-22,44470
2018-12-23,45023
2018-12-24,45202
2018-12-25,45146
2018-12-26,44934
2018-12-27,44776
2018-12-28,43922
2018-12-29,43112
2018-12-30,43190
2018-12-31,42461
2019-01-01,42271
2019-01-02,40673
2019-01-03,38814
2019-01-04,37798
2019-01-05,36809
2019-01-06,36377
2019-01-08,36987
2019-01-10,36986
2019-01-11,36976
2019-01-12,37182
2019-01-13,37629
2019-01-14,37664
2019-01-15,37147
2019-01-16,37162
2019-01-17,37499
2019-01-18,37834
2019-01-19,37786
2019-01-20,38939
2019-01-21,38754
2019-01-22,39201
2019-01-23,38563
2019-01-24,38058
2019-01-25,38546
2019-01-26,38751
2019-01-27,39292
2019-01-28,39498
2019-01-29,39472
2019-01-30,39240
2019-01-31,39441
2019-02-01,39290
2019-02-02,39309
2019-02-03,39172
2019-02-04,38969
2019-02-05,38551
2019-02-06,37862
2019-02-07,37936
2019-02-08,37412
2019-02-09,36901
2019-02-10,36423
2019-02-11,35449
2019-02-12,35267
2019-02-13,35752
2019-02-14,35747
2019-02-15,35891
2019-02-16,35598
2019-02-17,35362
2019-02-18,35272
2019-02-19,34869
2019-02-20,34817
2019-02-21,34823
2019-02-22,34553
2019-02-23,34359
2019-02-24,34294
2019-02-25,34221
2019-02-26,34557
2019-02-27,34020
2019-02-28,33058
2019-03-01,32769
2019-03-02,32472
2019-03-03,32001
2019-03-04,31667
2019-03-05,31158
2019-03-06,30595
2019-03-07,30031
2019-03-08,30154
2019-03-09,29379
2019-03-10,29351
2019-03-11,28426
2019-03-12,27941
2019-03-13,27294
2019-03-14,26639
2019-03-15,25911
2019-03-16,25288
2019-03-17,24799
2019-03-18,23922
2019-03-19,23580
2019-03-20,22812
