date_obj,Green%20d'hide%20body price
2019-03-29,4329
2019-03-30,4316
2019-03-31,4297
2019-04-01,4320
2019-04-02,4304
2019-04-03,4303
2019-04-04,4327
2019-04-05,4314
2019-04-06,4289
2019-04-07,4312
2019-04-08,4321
2019-04-09,4324
2019-04-10,4328
2019-04-11,4316
2019-04-12,4318
2019-04-13,4322
2019-04-14,4318
2019-04-15,4332
2019-04-16,4315
2019-04-17,4328
2019-04-18,4332
2019-04-19,4326
2019-04-20,4306
2019-04-21,4261
2019-04-22,4297
2019-04-23,4317
2019-04-24,4324
2019-04-25,4323
2019-04-26,4302
2019-04-27,4308
2019-04-28,4293
2019-04-29,4292
2019-04-30,4280
2019-05-01,4263
2019-05-02,4286
2019-05-03,4294
2019-05-04,4296
2019-05-05,4301
2019-05-06,4296
2019-05-07,4316
2019-05-08,4313
2019-05-09,4317
2019-05-10,4328
2019-05-11,4322
2019-05-12,4325
2019-05-13,4341
2019-05-14,4339
2019-05-15,4335
2019-05-16,4293
2019-05-17,4321
2019-05-18,4318
2019-05-19,4325
2019-05-20,4325
2019-05-21,4321
2019-05-22,4303
2019-05-23,4322
2019-05-24,4320
2019-05-25,4296
2019-05-26,4219
2019-05-27,4284
2019-05-28,4305
2019-05-29,4321
2019-05-30,4329
2019-05-31,4319
2019-06-01,4319
2019-06-02,4288
2019-06-03,4263
2019-06-04,4309
2019-06-05,4276
2019-06-06,4282
2019-06-07,4305
2019-06-08,4300
2019-06-09,4288
2019-06-10,4317
2019-06-11,4324
2019-06-12,4334
2019-06-13,4330
2019-06-14,4335
2019-06-15,4317
2019-06-16,4304
2019-06-17,4334
2019-06-18,4315
2019-06-19,4324
2019-06-20,4331
2019-06-21,4328
2019-06-22,4321
2019-06-23,4317
2019-06-24,4327
2019-06-25,4324
2019-06-26,4297
2019-06-27,4312
2019-06-28,4312
2019-06-29,4296
2019-06-30,4312
2019-07-01,4325
2019-07-02,4335
2019-07-03,4338
2019-07-04,4337
2019-07-05,4322
2019-07-06,4310
2019-07-07,4318
2019-07-08,4352
2019-07-09,4337
2019-07-10,4343
2019-07-11,4337
2019-07-12,4347
2019-07-13,4339
2019-07-14,4344
2019-07-15,4328
2019-07-16,4317
2019-07-17,4309
2019-07-18,4313
2019-07-19,4316
2019-07-20,4327
2019-07-21,4297
2019-07-22,4318
2019-07-23,4327
2019-07-24,4318
2019-07-25,4304
2019-07-26,4241
2019-07-27,4222
2019-07-28,4202
2019-07-29,4253
2019-07-30,4245
2019-07-31,4275
2019-08-01,4263
2019-08-02,4256
2019-08-03,4227
2019-08-04,4212
2019-08-05,4204
2019-08-06,4209
2019-08-07,4226
2019-08-08,4212
2019-08-09,4203
2019-08-10,4180
2019-08-11,4101
2019-08-12,4129
2019-08-13,4190
2019-08-14,4216
2019-08-15,4215
2019-08-16,4220
2019-08-17,4222
2019-08-18,4237
2019-08-19,4247
2019-08-20,4179
2019-08-21,4221
2019-08-22,4246
2019-08-23,4249
2019-08-24,4232
2019-08-24,4232
2019-08-25,4214
2019-08-25,4214
2019-08-26,4216
2019-08-26,4216
2019-08-27,4238
2019-08-27,4238
2019-08-28,4255
2019-08-29,4263
2019-08-30,4262
2019-08-31,4263
2019-09-01,4265
2019-09-02,4273
2019-09-03,4283
2019-09-04,4282
2019-09-05,4285
2019-09-06,4257
2019-09-07,4273
2019-09-08,4293
2019-09-09,4293
2019-09-10,4303
2019-09-11,4311
2019-09-12,4312
2019-09-13,4308
2019-09-14,4310
2019-09-15,4290
2019-09-16,4292
2019-09-17,4304
2019-09-18,4293
2019-09-19,4269
2019-09-20,4287
2019-09-21,4278
2019-09-22,4263
2019-09-23,4262
2019-09-24,4272
2019-09-25,4257
2019-09-26,4230
2019-09-27,4266
2019-09-28,4233
2019-09-29,4120
2019-09-30,4143
2019-10-01,4164
2019-10-02,4196
2019-10-03,4215
2019-10-04,4220
2019-10-05,4225
2019-10-06,4217
2019-10-07,4219
2019-10-08,4221
2019-10-09,4208
2019-10-10,4206
2019-10-11,4212
2019-10-12,4206
2019-10-13,4190
2019-10-14,4214
2019-10-15,4219
2019-10-16,4237
2019-10-17,4191
2019-10-18,4240
2019-10-19,4221
2019-10-20,4231
2019-10-21,4229
2019-10-22,4241
2019-10-23,4254
2019-10-24,4255
2019-10-25,4255
2019-10-26,4259
2019-10-27,4222
2019-10-28,4242
2019-10-29,4235
2019-10-30,4260
2019-10-31,4258
2019-11-01,4270
2019-11-02,4272
2019-11-03,4255
2019-11-04,4242
2019-11-05,4271
2019-11-06,4275
2019-11-07,4276
2019-11-08,4278
2019-11-09,4262
2019-11-10,4274
2019-11-11,4286
2019-11-12,4282
2019-11-13,4292
2019-11-14,4287
2019-11-15,4300
2019-11-16,4291
2019-11-17,4281
2019-11-18,4291
2019-11-19,4288
2019-11-20,4294
2019-11-21,4244
2019-11-22,4269
2019-11-23,4271
2019-11-24,4248
2019-11-25,4226
2019-11-26,4235
2019-11-27,4256
2019-11-28,4272
2019-11-29,4258
2019-11-30,4274
2019-12-01,4239
2019-12-02,4251
2019-12-03,4266
2019-12-04,4286
2019-12-05,4290
2019-12-06,4293
2019-12-07,4279
2019-12-08,4275
2019-12-09,4273
2019-12-10,4246
2019-12-11,4261
2019-12-12,4255
2019-12-13,4265
2019-12-14,4259
2019-12-15,4246
2019-12-16,4244
2019-12-17,4258
2019-12-18,4248
2019-12-19,4253
2019-12-20,4259
2019-12-21,4248
2019-12-22,4216
2019-12-23,4168
2019-12-24,4196
2019-12-25,4185
2019-12-26,4193
2019-12-27,4200
2019-12-28,4192
2019-12-29,4161
2019-12-30,4208
2019-12-31,4220
2020-01-01,4189
2020-01-02,4177
2020-01-03,4222
2020-01-04,4181
2020-01-05,4218
2020-01-06,4220
2020-01-07,4226
2020-01-08,4225
2020-01-09,4242
2020-01-10,4253
2020-01-11,4249
2020-01-12,4242
2020-01-13,4248
2020-01-14,4261
2020-01-15,4264
2020-01-16,4269
2020-01-17,4240
2020-01-18,4201
2020-01-19,4242
2020-01-20,4241
2020-01-21,4241
2020-01-22,4260
2020-01-23,4237
2020-01-24,4190
2020-01-25,4177
2020-01-26,4201
2020-01-27,4231
2020-01-28,4241
2020-01-29,4235
2020-01-30,4221
2020-01-31,4230
2020-02-01,4232
2020-02-02,4226
2020-02-03,4223
2020-02-04,4227
2020-02-05,4223
2020-02-06,4218
2020-02-07,4231
2020-02-08,4223
2020-02-09,4211
2020-02-10,4210
2020-02-11,4203
2020-02-12,4229
2020-02-13,4238
2020-02-14,4216
2020-02-15,4188
2020-02-16,4182
2020-02-17,4185
2020-02-18,4210
2020-02-19,4189
2020-02-20,4204
2020-02-21,4173
2020-02-22,4183
2020-02-23,4157
2020-02-24,4191
2020-02-25,4197
2020-02-26,4217
2020-02-27,4215
2020-02-28,4216
2020-02-29,4164
2020-03-01,4157
2020-03-02,4193
2020-03-03,4191
2020-03-04,4215
2020-03-05,4178
2020-03-06,4205
2020-03-07,4211
2020-03-08,4195
2020-03-09,4205
2020-03-10,4223
2020-03-11,4213
2020-03-12,4187
2020-03-13,4172
2020-03-14,4190
2020-03-15,4205
2020-03-16,4215
2020-03-17,4216
2020-03-18,4218
2020-03-19,4223
2020-03-20,4221
2020-03-21,4188
2020-03-22,4220
2020-03-23,4197
2020-03-24,4238
2020-03-25,4199
2020-03-26,4211
2020-03-27,4219
2020-03-28,4218
2020-03-29,4218
2020-03-30,4196
2020-03-31,4216
2020-04-01,4218
2020-04-02,4219
2020-04-03,4210
2020-04-04,4230
2020-04-05,4227
2020-04-06,4233
2020-04-07,4238
2020-04-08,4230
2020-04-09,4238
2020-04-10,4198
2020-04-11,4222
2020-04-12,4176
2020-04-13,4195
2020-04-14,4206
2020-04-15,4221
2020-04-16,4225
2020-04-17,4238
2020-04-18,4230
2020-04-19,4246
2020-04-20,4244
2020-04-21,4239
2020-04-22,4249
2020-04-23,4250
2020-04-24,4251
2020-04-25,4225
2020-04-26,4222
2020-04-27,4245
2020-04-28,4244
2020-04-29,4255
2020-04-30,4260
2020-05-01,4248
2020-05-02,4246
2020-05-03,4262
2020-05-04,4262
2020-05-05,4270
2020-05-06,4274
2020-05-07,4275
2020-05-08,4265
2020-05-09,4266
2020-05-10,4260
2020-05-11,4253
2020-05-12,4263
2020-05-13,4262
