date_obj,Rock-shell%20plate price
2015-08-23,42597
2015-08-24,42671
2015-08-25,42671
2015-08-26,43179
2015-08-27,43606
2015-08-28,43606
2015-08-29,43804
2015-08-30,43804
2015-08-31,42541
2015-09-01,42541
2015-09-02,42885
2015-09-03,42885
2015-09-04,42961
2015-09-05,42961
2015-09-06,43402
2015-09-07,43402
2015-09-08,43632
2015-09-09,43632
2015-09-10,44313
2015-09-11,44313
2015-09-12,43741
2015-09-13,43741
2015-09-14,42353
2015-09-15,42784
2015-09-16,42784
2015-09-17,41925
2015-09-18,41925
2015-09-19,42628
2015-09-20,42628
2015-09-21,43291
2015-09-22,43291
2015-09-23,43122
2015-09-24,43122
2015-09-25,43122
2015-09-27,42407
2015-09-28,42449
2015-09-29,42449
2015-09-30,42665
2015-10-05,43767
2015-10-06,43892
2015-10-07,43892
2015-10-08,43250
2015-10-09,43250
2015-10-10,43191
2015-10-11,43796
2015-10-12,43796
2015-10-13,42956
2015-10-14,42956
2015-10-15,43288
2015-10-16,43288
2015-10-17,43671
2015-10-18,43671
2015-10-19,42992
2015-10-20,42992
2015-10-22,42080
2015-10-23,42663
2015-10-24,42663
2015-10-25,43226
2015-10-26,43226
2015-10-27,43043
2015-10-29,42799
2015-10-30,42799
2015-10-31,43249
2015-11-01,43249
2015-11-02,43109
2015-11-03,43109
2015-11-04,43109
2015-11-05,42730
2015-11-06,42730
2015-11-07,42066
2015-11-08,42066
2015-11-09,42628
2015-11-10,42628
2015-11-11,42561
2015-11-12,42561
2015-11-13,42561
2015-11-14,42635
2015-11-15,42635
2015-11-16,44026
2015-11-17,44026
2015-11-18,44026
2015-11-19,43756
2015-11-20,43756
2015-11-21,42380
2015-11-22,43097
2015-11-23,43097
2015-11-24,43097
2015-11-25,42121
2015-11-26,42121
2015-11-27,41301
2015-11-28,41301
2015-11-29,41375
2015-11-30,41375
2015-12-01,41916
2015-12-02,41916
2015-12-03,42813
2015-12-04,42813
2015-12-05,43079
2015-12-06,43226
2015-12-07,43226
2015-12-08,43281
2015-12-09,42918
2015-12-10,42918
2015-12-11,43034
2015-12-12,43034
2015-12-13,43022
2015-12-14,43022
2015-12-15,42863
2015-12-16,42863
2015-12-17,41940
2015-12-18,42631
2015-12-19,42631
2015-12-20,42572
2015-12-21,42572
2015-12-22,42865
2015-12-23,42465
2015-12-24,42465
2015-12-25,41840
2015-12-26,41840
2015-12-27,42084
2015-12-28,42084
2015-12-29,42586
2015-12-30,41733
2015-12-31,41733
2016-01-01,43235
2016-01-02,43235
2016-01-03,43642
2016-01-04,44600
2016-01-05,44600
2016-01-06,44123
2016-01-07,44123
2016-01-08,42691
2016-01-09,42691
2016-01-10,43335
2016-01-11,43335
2016-01-12,43271
2016-01-13,43271
2016-01-14,43411
2016-01-15,43411
2016-01-16,42881
2016-01-17,42881
2016-01-18,43495
2016-01-19,43495
2016-01-20,42714
2016-01-21,42714
2016-01-22,43835
2016-01-23,43835
2016-01-24,42816
2016-01-25,42568
2016-01-26,42568
2016-01-27,42472
2016-01-28,42472
2016-01-29,42944
2016-01-30,42944
2016-01-31,42134
2016-02-01,43028
2016-02-02,43028
2016-02-03,43449
2016-02-04,43449
2016-02-05,43642
2016-02-06,43881
2016-02-07,43881
2016-02-08,43613
2016-02-09,43613
2016-02-10,43329
2016-02-11,43329
2016-02-12,42246
2016-02-13,41438
2016-02-14,41438
2016-02-15,41679
2016-02-16,41679
2016-02-17,42663
2016-02-18,42663
2016-02-19,42742
2016-02-20,42742
2016-02-21,42451
2016-02-22,42451
2016-02-23,43140
2016-02-24,43140
2016-02-25,43183
2016-02-26,43183
2016-02-27,43797
2016-02-28,43797
2016-02-29,43480
2016-03-01,43480
2016-03-02,42378
2016-03-03,42378
2016-03-04,42788
2016-03-05,42788
2016-03-06,42540
2016-03-07,42540
2016-03-08,42962
2016-03-09,42962
2016-03-10,43235
2016-03-11,43235
2016-03-12,42940
2016-03-13,42940
2016-03-14,41381
2016-03-15,40745
2016-03-16,42042
2016-03-17,42042
2016-03-18,42454
2016-03-19,42454
2016-03-20,42080
2016-03-21,42080
2016-03-22,42498
2016-03-23,43332
2016-03-24,43332
2016-03-25,43408
2016-03-26,43408
2016-03-27,42551
2016-03-28,42325
2016-03-29,42325
2016-03-30,41250
2016-03-31,41250
2016-04-01,41483
2016-04-02,41483
2016-04-03,41993
2016-04-04,41993
2016-04-05,41482
2016-04-06,41482
2016-04-07,41293
2016-04-08,41293
2016-04-09,41559
2016-04-10,42727
2016-04-11,42727
2016-04-12,42958
2016-04-13,42958
2016-04-14,42640
2016-04-15,42640
2016-04-16,42762
2016-04-17,42762
2016-04-18,42796
2016-04-19,42796
2016-04-20,43178
2016-04-21,43178
2016-04-22,42953
2016-04-23,42953
2016-04-24,42950
2016-04-25,41519
2016-04-26,41519
2016-04-27,41892
2016-04-28,41892
2016-04-29,42143
2016-04-30,42143
2016-05-01,43344
2016-05-02,43344
2016-05-03,42763
2016-05-04,42763
2016-05-05,42532
2016-05-06,42532
2016-05-07,41841
2016-05-08,41841
2016-05-09,41864
2016-05-10,43188
2016-05-11,43188
2016-05-12,42950
2016-05-13,42732
2016-05-14,42732
2016-05-15,42764
2016-05-16,42764
2016-05-17,43448
2016-05-18,43448
2016-05-19,43357
2016-05-22,43761
2016-05-23,42690
2016-05-24,42690
2016-05-25,42730
2016-05-26,42730
2016-05-27,43406
2016-05-28,43406
2016-05-29,44231
2016-05-30,44231
2016-05-31,42758
2016-06-01,42758
2016-06-02,43091
2016-06-03,43091
2016-06-04,42954
2016-06-05,42954
2016-06-06,43484
2016-06-07,43484
2016-06-08,43514
2016-06-09,43514
2016-06-10,43125
2016-06-11,43125
2016-06-12,43057
2016-06-13,43057
2016-06-14,43233
2016-06-15,43233
2016-06-16,42921
2016-06-17,43090
2016-06-18,43090
2016-06-19,42939
2016-06-20,42939
2016-06-21,43233
2016-06-22,43233
2016-06-23,43367
2016-06-24,43367
2016-06-25,43769
2016-06-26,43769
2016-06-27,44143
2016-06-28,44143
2016-06-29,43590
2016-06-30,43590
2016-07-01,43021
2016-07-02,43021
2016-07-03,42406
2016-07-04,42612
2016-07-05,42612
2016-07-06,43364
2016-07-07,43364
2016-07-08,43232
2016-07-09,43232
2016-07-10,42017
2016-07-11,42017
2016-07-12,42165
2016-07-13,42165
2016-07-14,42236
2016-07-15,42236
2016-07-16,43214
2016-07-17,43214
2016-07-18,43249
2016-07-23,43498
2016-07-24,43379
2016-07-25,43379
2016-07-26,43030
2016-07-27,43030
2016-07-28,41960
2016-07-29,41960
2016-07-30,43495
2016-07-31,43495
2016-08-01,43691
2016-08-02,44033
2016-08-03,44033
2016-08-04,43805
2016-08-05,43805
2016-08-06,43597
2016-08-07,43597
2016-08-08,43153
2016-08-09,43153
2016-08-10,43668
2016-08-11,43668
2016-08-12,43738
2016-08-13,43738
2016-08-14,43811
2016-08-15,43811
2016-08-16,43778
2016-08-17,43778
2016-08-18,43925
2016-08-19,43925
2016-08-20,42640
2016-08-21,42640
2016-08-22,41299
2016-08-23,41299
2016-08-24,43069
2016-08-25,43069
2016-08-26,43303
2016-08-28,43297
2016-08-31,43890
2016-09-01,43890
2016-09-02,43657
2016-09-03,43657
2016-09-04,43837
2016-09-05,43837
2016-09-06,43913
2016-09-07,43913
2016-09-08,44431
2016-09-09,44431
2016-09-10,43797
2016-09-11,43797
2016-09-12,44062
2016-09-13,44062
2016-09-14,44409
2016-09-15,44409
2016-09-16,44104
2016-09-17,44104
2016-09-18,43708
2016-09-19,43708
2016-09-20,43539
2016-09-21,43539
2016-09-22,43935
2016-09-23,43935
2016-09-24,44053
2016-09-25,43644
2016-09-26,43644
2016-09-27,42740
2016-09-28,42740
2016-09-29,43481
2016-09-30,43481
2016-10-01,42805
2016-10-02,42805
2016-10-03,42805
2016-10-04,42211
2016-10-05,42211
2016-10-06,42234
2016-10-07,42234
2016-10-08,42718
2016-10-09,42718
2016-10-10,43440
2016-10-11,43440
2016-10-12,43713
2016-10-13,43713
2016-10-14,43401
2016-10-15,43401
2016-10-16,42187
2016-10-17,42187
2016-10-18,40879
2016-10-19,40879
2016-10-20,42379
2016-10-21,42379
2016-10-22,43255
2016-10-23,43573
2016-10-24,42994
2016-10-25,42994
2016-10-26,43304
2016-10-27,43304
2016-10-28,43304
2016-10-29,43727
2016-10-30,43727
2016-10-31,42750
2016-11-01,42750
2016-11-02,43026
2016-11-03,43026
2016-11-04,43854
2016-11-05,43854
2016-11-06,44341
2016-11-07,44341
2016-11-08,44483
2016-11-09,44483
2016-11-10,44492
2016-11-11,44492
2016-11-12,44328
2016-11-13,44328
2016-11-14,42880
2016-12-08,41497
2016-12-09,41497
2016-12-10,40247
2016-12-11,40247
2016-12-12,40930
2016-12-13,40930
2016-12-14,41687
2016-12-15,41687
2016-12-16,42160
2016-12-17,42010
2016-12-18,42010
2016-12-19,41554
2016-12-20,41554
2016-12-21,40825
2016-12-22,40825
2016-12-23,41426
2016-12-24,41426
2016-12-25,41792
2016-12-26,41792
2016-12-27,42001
2016-12-28,42001
2016-12-29,42917
2016-12-30,42917
2016-12-31,43594
2017-01-01,43594
2017-01-02,43254
2017-01-03,43254
2017-01-04,41807
2017-01-05,41807
2017-01-06,40726
2017-01-07,40456
2017-01-08,40456
2017-01-09,40307
2017-01-10,40307
2017-01-11,41943
2017-01-12,43236
2017-01-13,43236
2017-01-14,43854
2017-01-15,43651
2017-01-16,43651
2017-01-17,42689
2017-01-18,42603
2017-01-19,42603
2017-01-20,43148
2017-01-21,43028
2017-01-22,43028
2017-01-27,43483
2017-01-28,43606
2017-01-29,43546
2017-01-30,43546
2017-01-31,43104
2017-02-01,43129
2017-02-02,43129
2017-02-03,43752
2017-02-04,42316
2017-02-05,42316
2017-02-06,42574
2017-02-07,42574
2017-02-08,43074
2017-02-09,43074
2017-02-10,43369
2017-02-11,43097
2017-02-12,43097
2017-02-13,43423
2017-02-14,43081
2017-02-15,43081
2017-02-16,43039
2017-02-18,43456
2017-02-19,43116
2017-02-20,43116
2017-02-21,43218
2017-02-22,43218
2017-02-23,44169
2017-02-24,44169
2017-02-25,43549
2017-02-26,42385
2017-02-27,43072
2017-02-28,43544
2017-03-01,43115
2017-03-02,43147
2017-03-03,43880
2017-03-04,43829
2017-03-05,43937
2017-03-06,44071
2017-03-07,43980
2017-03-08,43980
2017-03-09,44287
2017-03-10,43411
2017-03-11,43189
2017-03-12,43905
2017-03-13,43525
2017-03-14,43919
2017-03-15,44030
2017-03-16,44166
2017-03-17,44642
2017-03-18,44235
2017-03-19,42177
2017-03-20,42055
2017-03-21,42854
2017-03-22,42854
2017-03-23,42951
2017-03-24,43442
2017-03-25,43442
2017-03-26,42235
2017-03-27,42821
2017-03-28,42821
2017-03-29,43527
2017-03-30,43572
2017-03-31,42723
2017-04-01,42723
2017-04-02,43625
2017-04-03,43580
2017-04-04,44158
2017-04-12,43787
2017-04-13,43786
2017-04-14,43786
2017-04-15,43017
2017-04-16,42447
2017-04-17,43363
2017-04-18,43363
2017-04-19,43062
2017-04-20,43062
2017-04-21,41026
2017-04-22,41026
2017-04-23,39209
2017-04-24,39209
2017-04-25,38747
2017-04-26,38747
2017-04-27,39109
2017-04-28,40276
2017-04-29,42008
2017-04-30,41957
2017-05-01,41957
2017-05-02,41485
2017-05-03,41485
2017-05-04,41264
2017-05-05,40362
2017-05-06,40362
2017-05-07,39616
2017-05-08,39616
2017-05-09,39811
2017-05-10,39811
2017-05-11,40630
2017-05-12,40913
2017-05-13,41908
2017-05-14,41908
2017-05-15,41818
2017-05-16,40329
2017-05-17,40329
2017-05-18,42102
2017-05-19,42102
2017-05-20,42989
2017-05-21,42989
2017-05-22,43154
2017-05-23,43154
2017-05-24,43271
2017-05-25,43271
2017-05-26,41107
2017-05-27,39051
2017-05-28,39051
2017-05-29,38061
2017-05-30,38061
2017-05-31,38553
2017-06-01,38609
2017-06-02,38517
2017-06-03,38517
2017-06-06,38448
2017-06-07,38569
2017-06-08,38569
2017-06-09,38563
2017-06-10,38531
2017-06-11,38366
2017-06-12,38366
2017-06-13,38591
2017-06-14,38585
2017-06-15,38585
2017-06-16,38570
2017-06-17,38570
2017-06-18,38743
2017-06-19,38743
2017-06-20,38314
2017-06-21,38439
2017-06-22,38439
2017-06-23,38320
2017-06-24,38418
2017-06-25,38418
2017-06-26,38487
2017-06-27,38300
2017-06-28,38300
2017-06-29,38353
2017-06-30,38549
2017-07-01,38549
2017-07-02,38267
2017-07-03,38415
2017-07-04,38862
2017-07-05,38862
2017-07-06,38494
2017-07-07,38494
2017-07-08,38632
2017-07-13,38528
2017-07-14,38229
2017-07-15,38229
2017-07-16,38436
2017-07-17,38507
2017-07-18,38507
2017-07-19,38628
2017-07-20,38587
2017-07-21,38544
2017-07-22,38750
2017-07-23,38502
2017-07-24,38502
2017-07-25,38492
2017-07-26,38654
2017-07-27,38493
2017-07-28,38493
2017-07-29,38607
2017-07-30,38590
2017-07-31,38590
2017-08-01,38608
2017-08-02,38507
2017-08-03,38507
2017-08-04,38611
2017-08-05,38645
2017-08-06,38645
2017-08-09,38725
2017-08-10,38718
2017-08-11,38718
2017-08-12,38537
2017-08-13,38537
2017-08-14,38266
2017-08-15,38486
2017-08-17,38403
2017-08-18,38403
2017-08-19,38446
2017-08-20,38686
2017-08-22,38517
2017-08-23,38517
2017-08-24,38699
2017-08-25,38699
2017-08-26,38480
2017-08-27,38749
2017-08-28,38749
2017-08-29,38477
2017-08-30,38452
2017-08-31,38452
2017-09-01,38150
2017-09-02,38377
2017-09-03,38377
2017-09-04,38744
2017-09-05,38189
2017-09-06,38189
2017-09-07,38399
2017-09-08,38399
2017-09-09,38561
2017-09-10,38463
2017-09-11,38463
2017-09-12,38525
2017-09-13,38243
2017-09-14,38596
2017-09-15,38596
2017-09-16,38830
2017-09-17,38434
2017-09-19,38041
2017-09-20,38326
2017-09-21,38326
2017-09-22,38631
2017-09-23,38631
2017-09-24,38679
2017-09-25,38679
2017-09-26,38771
2017-09-27,38771
2017-09-28,39110
2017-09-29,38725
2017-09-30,38725
2017-10-01,38294
2017-10-02,38549
2017-10-03,38549
2017-10-04,38698
2017-10-05,38698
2017-10-06,38644
2017-10-07,38396
2017-10-08,38396
2017-10-09,39118
2017-10-10,38659
2017-10-11,38659
2017-10-12,38561
2017-10-13,38637
2017-10-14,38637
2017-10-15,38748
2017-10-16,38618
2017-10-17,38618
2017-10-18,38195
2017-10-19,38195
2017-10-20,38622
2017-10-21,38675
2017-10-22,38572
2017-10-23,38572
2017-10-24,38853
2017-10-25,38338
2017-10-26,38338
2017-10-27,38495
2017-10-28,38495
2017-10-29,38452
2017-10-30,38599
2017-10-31,38622
2017-11-01,38622
2017-11-02,38755
2017-11-03,38755
2017-11-04,38411
2017-11-05,38411
2017-11-06,38572
2017-11-07,38572
2017-11-08,38589
2017-11-09,37915
2017-11-10,37915
2017-11-11,38363
2017-11-12,38098
2017-11-13,38522
2017-11-14,38522
2017-11-15,38405
2017-11-16,38498
2017-11-17,38485
2017-11-18,38485
2017-11-19,38302
2017-11-20,38618
2017-11-21,38666
2017-11-22,38666
2017-11-23,38468
2017-11-24,38468
2017-11-25,38401
2017-11-26,38401
2017-11-27,38514
2017-11-28,38514
2017-11-29,38576
2017-11-30,38576
2017-12-01,38388
2017-12-02,38388
2017-12-03,38332
2017-12-04,38332
2017-12-05,38655
2017-12-06,38655
2017-12-07,38660
2017-12-08,38660
2017-12-09,38531
2017-12-10,38406
2017-12-11,38406
2017-12-12,38639
2017-12-14,39018
2017-12-15,38472
2017-12-16,38472
2017-12-17,38094
2017-12-18,38330
2017-12-19,38330
2017-12-20,38439
2017-12-21,38705
2017-12-22,38705
2017-12-23,38685
2017-12-24,38685
2017-12-25,38545
2017-12-26,38639
2017-12-27,38756
2017-12-28,38756
2017-12-29,38651
2017-12-30,38962
2017-12-31,38962
2018-01-01,38491
2018-01-02,38940
2018-01-03,38559
2018-01-04,38559
2018-01-05,38286
2018-01-06,38267
2018-01-07,38267
2018-01-08,38892
2018-01-09,38892
2018-01-10,39041
2018-01-11,39041
2018-01-12,38824
2018-01-13,38247
2018-01-14,38678
2018-01-15,38982
2018-01-16,39082
2018-01-17,39437
2018-01-18,38782
2018-01-19,38782
2018-01-20,38838
2018-01-21,38838
2018-01-22,38603
2018-01-23,38601
2018-01-24,38868
2018-01-25,38611
2018-01-26,38655
2018-01-27,38657
2018-01-28,38797
2018-01-29,39327
2018-01-31,38638
2018-02-01,38321
2018-02-02,38425
2018-02-03,38408
2018-02-04,38447
2018-02-05,38584
2018-02-06,38634
2018-02-07,38904
2018-02-08,38904
2018-02-09,38731
2018-02-10,38746
2018-02-11,38568
2018-02-12,38431
2018-02-13,38560
2018-02-14,38592
2018-02-15,38483
2018-02-16,38698
2018-02-17,38649
2018-02-18,38862
2018-02-19,38680
2018-02-20,38591
2018-02-21,38503
2018-02-22,38800
2018-02-23,38380
2018-02-24,39181
2018-02-25,38549
2018-02-26,38502
2018-02-27,38463
2018-02-28,38311
2018-03-01,38520
2018-03-02,38590
2018-03-03,38615
2018-03-04,38615
2018-03-05,38671
2018-03-06,38667
2018-03-07,38629
2018-03-08,38776
2018-03-09,38579
2018-03-10,38666
2018-03-11,38501
2018-03-12,38192
2018-03-13,38609
2018-03-14,38513
2018-03-15,38480
2018-03-16,38554
2018-03-17,38443
2018-03-18,38537
2018-03-19,38396
2018-03-20,38358
2018-03-21,38473
2018-03-23,38568
2018-03-24,38516
2018-03-26,38478
2018-03-27,39029
2018-03-29,38462
2018-03-30,38802
2018-03-31,38760
2018-04-01,38631
2018-04-02,38765
2018-04-03,38919
2018-04-04,38540
2018-04-05,38428
2018-04-06,38489
2018-04-08,38379
2018-04-09,38451
2018-04-10,38407
2018-04-11,38386
2018-04-12,38517
2018-04-13,38862
2018-04-14,38340
2018-04-15,38481
2018-04-16,38131
2018-04-17,38507
2018-04-18,38507
2018-04-19,38406
2018-04-20,38330
2018-04-21,38248
2018-04-22,38232
2018-04-23,38298
2018-04-24,38453
2018-04-25,38474
2018-04-26,38474
2018-04-27,39134
2018-04-28,38868
2018-04-29,38440
2018-04-30,37790
2018-05-01,38171
2018-05-02,38232
2018-05-03,38696
2018-05-04,38703
2018-05-05,38400
2018-05-06,38400
2018-05-07,38578
2018-05-08,38801
2018-05-09,38387
2018-05-10,38351
2018-05-11,38443
2018-05-12,38441
2018-05-13,38441
2018-05-14,38659
2018-05-15,38500
2018-05-16,39184
2018-05-17,39488
2018-05-18,39006
2018-05-19,39072
2018-05-20,39279
2018-05-21,38733
2018-05-22,38506
2018-05-23,38470
2018-05-24,38601
2018-05-25,38506
2018-05-26,38586
2018-05-27,38355
2018-05-28,38702
2018-05-29,38739
2018-05-30,38610
2018-05-31,38588
2018-06-01,38451
2018-06-02,38746
2018-06-03,38515
2018-06-04,38645
2018-06-05,38430
2018-06-06,38566
2018-06-07,38566
2018-06-08,38472
2018-06-09,38698
2018-06-10,38220
2018-06-11,38384
2018-06-12,38538
2018-06-13,38491
2018-06-14,38469
2018-06-15,38738
2018-06-16,38442
2018-06-17,38361
2018-06-18,38720
2018-06-19,38463
2018-06-20,38463
2018-06-21,38736
2018-06-22,38482
2018-06-23,38397
2018-06-24,38370
2018-06-25,38532
2018-06-26,39050
2018-06-27,39185
2018-06-28,38523
2018-06-29,38181
2018-06-30,38102
2018-07-01,38274
2018-07-02,38625
2018-07-03,39400
2018-07-04,39293
2018-07-05,39192
2018-07-06,39138
2018-07-07,39139
2018-07-08,39231
2018-07-09,38588
2018-07-10,38459
2018-07-11,38592
2018-07-12,38666
2018-07-13,38609
2018-07-14,38592
2018-07-15,38404
2018-07-16,38264
2018-07-17,38420
2018-07-18,38739
2018-07-19,38309
2018-07-20,38235
2018-07-21,38401
2018-07-22,38409
2018-07-23,38249
2018-07-24,38468
2018-07-25,38502
2018-07-26,38628
2018-07-27,38338
2018-07-28,38289
2018-07-29,38505
2018-07-30,38449
2018-07-31,38282
2018-08-01,38282
2018-08-02,38524
2018-08-03,38579
2018-08-04,38300
2018-08-05,38604
2018-08-06,38384
2018-08-07,38634
2018-08-08,38296
2018-08-09,38479
2018-08-10,38558
2018-08-11,38474
2018-08-12,38220
2018-08-14,38421
2018-08-16,38478
2018-08-17,38252
2018-08-18,38380
2018-08-19,38446
2018-08-20,38571
2018-08-21,38591
2018-08-22,38903
2018-08-23,38637
2018-08-24,38760
2018-08-25,38552
2018-08-26,38734
2018-08-27,38629
2018-08-28,38527
2018-08-29,38474
2018-08-30,39401
2018-08-31,39619
2018-09-01,38490
2018-09-02,38445
2018-09-03,38319
2018-09-04,38515
2018-09-05,38948
2018-09-06,38948
2018-09-07,38566
2018-09-08,38790
2018-09-09,38749
2018-09-10,38846
2018-09-11,38846
2018-09-12,38685
2018-09-13,38903
2018-09-14,38737
2018-09-15,38746
2018-09-16,38601
2018-09-17,38516
2018-09-18,38622
2018-09-19,38839
2018-09-20,38904
2018-09-21,38792
2018-09-22,38527
2018-09-23,38398
2018-09-24,38718
2018-09-25,38645
2018-09-26,38746
2018-09-27,38543
2018-09-28,38951
2018-09-29,38894
2018-09-30,38530
2018-10-02,39135
2018-10-03,38708
2018-10-04,38663
2018-10-05,37992
2018-10-06,38458
2018-10-07,38709
2018-10-08,38741
2018-10-09,38622
2018-10-10,38666
2018-10-11,38785
2018-10-12,38732
2018-10-13,38639
2018-10-14,38725
2018-10-15,38576
2018-10-16,38692
2018-10-17,38701
2018-10-18,38935
2018-10-19,38692
2018-10-20,38692
2018-10-21,38506
2018-10-22,38677
2018-10-23,38390
2018-10-24,38557
2018-10-25,38666
2018-10-26,38753
2018-10-27,38595
2018-10-28,38493
2018-10-29,38496
2018-10-30,38282
2018-10-31,38535
2018-11-01,38563
2018-11-03,38610
2018-11-04,38645
2018-11-05,38688
2018-11-06,38778
2018-11-07,38653
2018-11-08,38992
2018-11-09,39129
2018-11-10,38853
2018-11-11,38629
2018-11-12,38728
2018-11-13,38818
2018-11-14,38883
2018-11-15,38728
2018-11-16,38866
2018-11-17,38889
2018-11-18,38837
2018-11-19,38763
2018-11-20,38646
2018-11-21,38644
2018-11-22,38802
2018-11-23,38825
2018-11-24,38767
2018-11-25,38782
2018-11-26,38690
2018-11-27,39368
2018-11-28,38986
2018-11-29,38867
2018-12-01,38824
2018-12-02,39464
2018-12-03,38720
2018-12-04,38635
2018-12-05,38739
2018-12-07,38848
2018-12-09,38847
2018-12-10,38752
2018-12-11,38740
2018-12-12,37727
2018-12-13,38591
2018-12-14,39015
2018-12-15,38730
2018-12-16,38939
2018-12-17,38850
2018-12-18,38762
2018-12-19,38650
2018-12-20,38668
2018-12-21,38945
2018-12-22,38631
2018-12-23,38610
2018-12-24,38899
2018-12-25,38674
2018-12-26,38766
2018-12-27,38690
2018-12-28,38734
2018-12-29,38724
2018-12-30,38718
2018-12-31,38787
2019-01-01,39019
2019-01-02,38929
2019-01-03,38548
2019-01-04,38414
2019-01-05,38383
2019-01-06,38549
2019-01-08,38495
2019-01-10,38253
2019-01-11,38545
2019-01-12,38596
2019-01-13,38834
2019-01-14,38598
2019-01-15,38665
2019-01-16,38726
2019-01-17,38752
2019-01-18,38699
2019-01-19,38349
2019-01-20,38513
2019-01-21,38531
2019-01-22,38829
2019-01-23,38568
2019-01-24,38414
2019-01-25,38458
2019-01-26,38443
2019-01-27,38425
2019-01-28,38726
2019-01-29,38474
2019-01-30,38544
2019-01-31,38490
2019-02-01,38592
2019-02-02,38467
2019-02-03,38572
2019-02-04,38525
2019-02-05,38754
2019-02-06,38751
2019-02-07,38793
2019-02-08,39018
2019-02-09,38759
2019-02-10,38670
2019-02-11,38661
2019-02-12,38617
2019-02-13,38779
2019-02-14,38605
2019-02-15,38494
2019-02-16,38591
2019-02-17,38814
2019-02-18,38808
2019-02-19,38972
2019-02-20,38699
2019-02-21,38611
2019-02-22,39053
2019-02-23,38558
2019-02-24,38469
2019-02-25,38555
2019-02-26,38461
2019-02-27,38606
2019-02-28,38615
2019-03-01,38519
2019-03-02,38625
2019-03-03,38710
2019-03-04,38800
2019-03-05,38589
2019-03-06,38817
2019-03-07,38625
2019-03-08,38812
2019-03-09,38751
2019-03-10,38666
2019-03-11,38539
2019-03-12,39050
2019-03-13,38682
2019-03-14,38555
2019-03-15,38402
2019-03-16,38434
2019-03-17,39114
2019-03-18,38665
2019-03-19,38862
2019-03-20,38985
2019-03-21,38689
2019-03-22,38644
2019-03-23,38845
2019-03-24,39806
2019-03-25,38854
2019-03-26,39263
2019-03-27,39728
2019-03-28,38446
2019-03-29,37721
2019-03-30,38426
2019-03-31,38425
2019-04-01,38731
2019-04-02,38594
2019-04-03,38684
2019-04-04,38588
2019-04-05,38446
2019-04-06,38558
