date_obj,Lava%20staff%20upgrade%20kit price
2019-08-22,107012
2019-08-23,107012
2019-08-24,107012
2019-08-24,107012
2019-08-25,101974
2019-08-25,101974
2019-08-26,101974
2019-08-26,101974
2019-08-27,101974
2019-08-27,101974
2019-08-28,101974
2019-08-29,101974
2019-08-30,101974
2019-08-31,97184
2019-09-01,97184
2019-09-02,97184
2019-09-03,97184
2019-09-04,97184
2019-09-05,97184
2019-09-06,97184
2019-09-07,92324
2019-09-08,92324
2019-09-09,92324
2019-09-10,92324
2019-09-11,92324
2019-09-12,92324
2019-09-13,92324
2019-09-14,92324
2019-09-15,93763
2019-09-16,93763
2019-09-17,93763
2019-09-18,93763
2019-09-19,93763
2019-09-20,93763
2019-09-21,93763
2019-09-22,93763
2019-09-23,98225
2019-09-24,98225
2019-09-25,98225
2019-09-26,98225
2019-09-27,98225
2019-09-28,98225
2019-09-29,98225
2019-09-30,98225
2019-10-01,101963
2019-10-02,101963
2019-10-03,101963
2019-10-04,101963
2019-10-05,101963
2019-10-06,101963
2019-10-07,101963
2019-10-08,101963
2019-10-09,101963
2019-10-10,106845
2019-10-11,106845
2019-10-12,106845
2019-10-13,106845
2019-10-14,106845
2019-10-15,106845
2019-10-16,106845
2019-10-17,106845
2019-10-18,106845
2019-10-19,111672
2019-10-20,111672
2019-10-21,111672
2019-10-22,111672
2019-10-23,111672
2019-10-24,111672
2019-10-25,111672
2019-10-26,111672
2019-10-27,111672
2019-10-28,116959
2019-10-29,116959
2019-10-30,116959
2019-10-31,116959
2019-11-01,116959
2019-11-02,116959
2019-11-03,116959
2019-11-04,116959
2019-11-05,116959
2019-11-06,122509
2019-11-07,122509
2019-11-08,122509
2019-11-09,122509
2019-11-10,122509
2019-11-11,122509
2019-11-12,122509
2019-11-13,122509
2019-11-14,128260
2019-11-15,128260
2019-11-16,128260
2019-11-17,128260
2019-11-18,128260
2019-11-19,128260
2019-11-20,128260
2019-11-21,128260
2019-11-22,134000
2019-11-23,134000
2019-11-24,134000
2019-11-25,134000
2019-11-26,134000
2019-11-27,134000
2019-11-28,134000
2019-11-29,134000
2019-11-30,134000
2019-12-01,140262
2019-12-02,140262
2019-12-03,140262
2019-12-04,140262
2019-12-05,140262
2019-12-06,140262
2019-12-07,140262
2019-12-08,140262
2019-12-09,140262
2019-12-10,140262
2019-12-11,146969
2019-12-12,146969
2019-12-13,146969
2019-12-14,146969
2019-12-15,146969
2019-12-16,146969
2019-12-17,146969
2019-12-18,146969
2019-12-19,146969
2019-12-20,146969
2019-12-21,153749
2019-12-22,153749
2019-12-23,153749
2019-12-24,153749
2019-12-25,153749
2019-12-26,153749
2019-12-27,153749
2019-12-28,153749
2019-12-29,153749
2019-12-30,153749
2019-12-31,159758
2020-01-01,159758
2020-01-02,159758
2020-01-03,159758
2020-01-04,159758
2020-01-05,159758
2020-01-06,159758
2020-01-07,159758
2020-01-08,159758
2020-01-09,159758
2020-01-10,164193
2020-01-11,164193
2020-01-12,164193
2020-01-13,164193
2020-01-14,164193
2020-01-15,164193
2020-01-16,164193
2020-01-17,164193
2020-01-18,168176
2020-01-19,168176
2020-01-20,168176
2020-01-21,168176
2020-01-22,168176
2020-01-23,168176
2020-01-24,169235
2020-01-25,169235
2020-01-26,169235
2020-01-27,169235
2020-01-28,169235
2020-01-29,169235
2020-01-30,169235
2020-01-31,169235
2020-02-01,175897
2020-02-02,175897
2020-02-03,175897
2020-02-04,175897
2020-02-05,175897
2020-02-06,175897
2020-02-07,175897
2020-02-08,175897
2020-02-09,175897
2020-02-10,184322
2020-02-11,184322
2020-02-12,184322
2020-02-13,184322
2020-02-14,184322
2020-02-15,184322
2020-02-16,184322
2020-02-17,184322
2020-02-18,184322
2020-02-19,192786
2020-02-20,192786
2020-02-21,192786
2020-02-22,192786
2020-02-23,192786
2020-02-24,192786
2020-02-25,192786
2020-02-26,192786
2020-02-27,201521
2020-02-28,201521
2020-02-29,201521
2020-03-01,201521
2020-03-02,201521
2020-03-03,201521
2020-03-04,201521
2020-03-05,201521
2020-03-06,201521
2020-03-07,210611
2020-03-08,210611
2020-03-09,210611
2020-03-10,210611
2020-03-11,210611
2020-03-12,210611
2020-03-13,210611
2020-03-14,210611
2020-03-15,210611
2020-03-16,210611
2020-03-17,220540
2020-03-18,220540
2020-03-19,220540
2020-03-20,220540
2020-03-21,220540
2020-03-22,220540
2020-03-23,220540
2020-03-24,220540
2020-03-25,220540
2020-03-26,230111
2020-03-27,230111
2020-03-28,230111
2020-03-29,230111
2020-03-30,230111
2020-03-31,230111
2020-04-01,230111
2020-04-02,230111
2020-04-03,230111
2020-04-04,240782
2020-04-05,240782
2020-04-06,240782
2020-04-07,240782
2020-04-08,240782
2020-04-09,240782
2020-04-10,240782
2020-04-11,252030
2020-04-12,252030
2020-04-13,252030
2020-04-14,252030
2020-04-15,252030
2020-04-16,252030
2020-04-17,252030
2020-04-18,263316
2020-04-19,263316
2020-04-20,263316
2020-04-21,263316
2020-04-22,263316
2020-04-23,263316
2020-04-24,263316
2020-04-25,273952
2020-04-26,273952
2020-04-27,273952
2020-04-28,273952
2020-04-29,273952
2020-04-30,273952
2020-05-01,283959
2020-05-02,283959
2020-05-03,283959
2020-05-04,283959
2020-05-05,283959
2020-05-06,283959
2020-05-07,283959
2020-05-08,283959
2020-05-09,296528
2020-05-10,296528
2020-05-11,296528
2020-05-12,296528
2020-05-13,296528
