date_obj,Zamorak%20full%20helm price
2019-04-09,241252
2019-04-10,242980
2019-04-11,246163
2019-04-12,249344
2019-04-13,254339
2019-04-14,260309
2019-04-15,265551
2019-04-16,271628
2019-04-17,276904
2019-04-18,285431
2019-04-19,294639
2019-04-20,295783
2019-04-21,296113
2019-04-22,300115
2019-04-23,299989
2019-04-24,296045
2019-04-25,292728
2019-04-26,289064
2019-04-27,282368
2019-04-28,285351
2019-04-29,289845
2019-04-30,293581
2019-05-01,294905
2019-05-02,292838
2019-05-03,289938
2019-05-04,287236
2019-05-05,283927
2019-05-06,285919
2019-05-07,288878
2019-05-08,283668
2019-05-09,280976
2019-05-10,281437
2019-05-11,281220
2019-05-12,280842
2019-05-13,283613
2019-05-14,284272
2019-05-15,278563
2019-05-16,280774
2019-05-17,278942
2019-05-18,277310
2019-05-19,270510
2019-05-20,269588
2019-05-21,271727
2019-05-22,273199
2019-05-23,274464
2019-05-24,278354
2019-05-25,283233
2019-05-26,286442
2019-05-27,275909
2019-05-28,269551
2019-05-29,263632
2019-05-30,261049
2019-05-31,262047
2019-06-01,256870
2019-06-02,256516
2019-06-03,257806
2019-06-04,258920
2019-06-05,258268
2019-06-06,259204
2019-06-07,260637
2019-06-08,260222
2019-06-09,262125
2019-06-10,262125
2019-06-11,260104
2019-06-12,255845
2019-06-13,254353
2019-06-14,255019
2019-06-15,257028
2019-06-16,254435
2019-06-17,252912
2019-06-18,252385
2019-06-19,249162
2019-06-20,244394
2019-06-21,242469
2019-06-22,240288
2019-06-23,239644
2019-06-24,241160
2019-06-25,241975
2019-06-26,244559
2019-06-27,244373
2019-06-28,248210
2019-06-29,246148
2019-06-30,247473
2019-07-01,245229
2019-07-02,244684
2019-07-03,244338
2019-07-04,242290
2019-07-05,237259
2019-07-06,231298
2019-07-07,226399
2019-07-08,224533
2019-07-09,224887
2019-07-10,224297
2019-07-11,220131
2019-07-12,217193
2019-07-13,215339
2019-07-14,216579
2019-07-15,217824
2019-07-16,218831
2019-07-17,222533
2019-07-18,225407
2019-07-19,227142
2019-07-20,229654
2019-07-21,229946
2019-07-22,228362
2019-07-23,225788
2019-07-24,221929
2019-07-25,219184
2019-07-26,223167
2019-07-27,225034
2019-07-28,225701
2019-07-29,225740
2019-07-30,221357
2019-07-31,223920
2019-08-01,222694
2019-08-02,223425
2019-08-03,219737
2019-08-04,215295
2019-08-05,210865
2019-08-06,205318
2019-08-07,205024
2019-08-08,204433
2019-08-09,206789
2019-08-10,212049
2019-08-11,216042
2019-08-12,219098
2019-08-13,223879
2019-08-14,224094
2019-08-15,224752
2019-08-16,225814
2019-08-17,226551
2019-08-18,221323
2019-08-19,220774
2019-08-20,223599
2019-08-21,225575
2019-08-22,227154
2019-08-23,226640
2019-08-24,224245
2019-08-24,224245
2019-08-25,227690
2019-08-25,227690
2019-08-26,229621
2019-08-26,229621
2019-08-27,230170
2019-08-27,230170
2019-08-28,233570
2019-08-29,241075
2019-08-30,242097
2019-08-31,244049
2019-09-01,243169
2019-09-02,245549
2019-09-03,250980
2019-09-04,252086
2019-09-05,253377
2019-09-06,255386
2019-09-07,257604
2019-09-08,261810
2019-09-09,265537
2019-09-10,266881
2019-09-11,269013
2019-09-12,262482
2019-09-13,254718
2019-09-14,247298
2019-09-15,242431
2019-09-16,242025
2019-09-17,242116
2019-09-18,244826
2019-09-19,242394
2019-09-20,241993
2019-09-21,240826
2019-09-22,242387
2019-09-23,245432
2019-09-24,247459
2019-09-25,251435
2019-09-26,253986
2019-09-27,253679
2019-09-28,251943
2019-09-29,252890
2019-09-30,254261
2019-10-01,255795
2019-10-02,257206
2019-10-03,257698
2019-10-04,254251
2019-10-05,252958
2019-10-06,252288
2019-10-07,252477
2019-10-08,256086
2019-10-09,261870
2019-10-10,265877
2019-10-11,271776
2019-10-12,270727
2019-10-13,263988
2019-10-14,260056
2019-10-15,253203
2019-10-16,249831
2019-10-17,244963
2019-10-18,244273
2019-10-19,242731
2019-10-20,246432
2019-10-21,245790
2019-10-22,244368
2019-10-23,244498
2019-10-24,242962
2019-10-25,240188
2019-10-26,237373
2019-10-27,234602
2019-10-28,229906
2019-10-29,226040
2019-10-30,224959
2019-10-31,224821
2019-11-01,228141
2019-11-02,232373
2019-11-03,233543
2019-11-04,237666
2019-11-05,235208
2019-11-06,237836
2019-11-07,236588
2019-11-08,232541
2019-11-09,227152
2019-11-10,225886
2019-11-11,223362
2019-11-12,220548
2019-11-13,219480
2019-11-14,216886
2019-11-15,213391
2019-11-16,213585
2019-11-17,211365
2019-11-18,212019
2019-11-19,214421
2019-11-20,217712
2019-11-21,219961
2019-11-22,222984
2019-11-23,225209
2019-11-24,224211
2019-11-25,226065
2019-11-26,227659
2019-11-27,227313
2019-11-28,231278
2019-11-29,233105
2019-11-30,236112
2019-12-01,239874
2019-12-02,242765
2019-12-03,244742
2019-12-04,247585
2019-12-05,252260
2019-12-06,253659
2019-12-07,252131
2019-12-08,255331
2019-12-09,256075
2019-12-10,255664
2019-12-11,250335
2019-12-12,249606
2019-12-13,245902
2019-12-14,245617
2019-12-15,241094
2019-12-16,239291
2019-12-17,238089
2019-12-18,238405
2019-12-19,238345
2019-12-20,239369
2019-12-21,242733
2019-12-22,240201
2019-12-23,237550
2019-12-24,236908
2019-12-25,235550
2019-12-26,234475
2019-12-27,234620
2019-12-28,233120
2019-12-29,233003
2019-12-30,230747
2019-12-31,231335
2020-01-01,228451
2020-01-02,228447
2020-01-03,225539
2020-01-04,223273
2020-01-05,219248
2020-01-06,215947
2020-01-07,211915
2020-01-08,214303
2020-01-09,214626
2020-01-10,213939
2020-01-11,215489
2020-01-12,216886
2020-01-13,214686
2020-01-14,216235
2020-01-15,218377
2020-01-16,218682
2020-01-17,221357
2020-01-18,222727
2020-01-19,224774
2020-01-20,225652
2020-01-21,223459
2020-01-22,224391
2020-01-23,224045
2020-01-24,224461
2020-01-25,221416
2020-01-26,221054
2020-01-27,221176
2020-01-28,222693
2020-01-29,223853
2020-01-30,223420
2020-01-31,224976
2020-02-01,225282
2020-02-02,225236
2020-02-03,226771
2020-02-04,227343
2020-02-05,227207
2020-02-06,227906
2020-02-07,229720
2020-02-08,230732
2020-02-09,232013
2020-02-10,233708
2020-02-11,233950
2020-02-12,233553
2020-02-13,233932
2020-02-14,234692
2020-02-15,234269
2020-02-16,233829
2020-02-17,232195
2020-02-18,227653
2020-02-19,227589
2020-02-20,226986
2020-02-21,226186
2020-02-22,224996
2020-02-23,224848
2020-02-24,220787
2020-02-25,216754
2020-02-26,215475
2020-02-27,215405
2020-02-28,215620
2020-02-29,215040
2020-03-01,216644
2020-03-02,218358
2020-03-03,220984
2020-03-04,222817
2020-03-05,224128
2020-03-06,226071
2020-03-07,224706
2020-03-08,225377
2020-03-09,225403
2020-03-10,225396
2020-03-11,225549
2020-03-12,224653
2020-03-13,223271
2020-03-14,225133
2020-03-15,225137
2020-03-16,224338
2020-03-17,223323
2020-03-18,223227
2020-03-19,223390
2020-03-20,220314
2020-03-21,221356
2020-03-22,219814
2020-03-23,219763
2020-03-24,219654
2020-03-25,217988
2020-03-26,216725
2020-03-27,216440
2020-03-28,216939
2020-03-29,218605
2020-03-30,219390
2020-03-31,221251
2020-04-01,220709
2020-04-02,219824
2020-04-03,218852
2020-04-04,218515
2020-04-05,217628
2020-04-06,216963
2020-04-07,216305
2020-04-08,215789
2020-04-09,214869
2020-04-10,215148
2020-04-11,215381
2020-04-12,217048
2020-04-13,217121
2020-04-14,217676
2020-04-15,216986
2020-04-16,216677
2020-04-17,217472
2020-04-18,216980
2020-04-19,215209
2020-04-20,214862
2020-04-21,214441
2020-04-22,215300
2020-04-23,214507
2020-04-24,213313
2020-04-25,214365
2020-04-26,215384
2020-04-27,215923
2020-04-28,216995
2020-04-29,218000
2020-04-30,219122
2020-05-01,220134
2020-05-02,219524
2020-05-03,222267
2020-05-04,222975
2020-05-05,222892
2020-05-06,221957
2020-05-07,221779
2020-05-08,221010
2020-05-09,219921
2020-05-10,219336
2020-05-11,220405
2020-05-12,219935
2020-05-13,217909
