date_obj,Rune%20med%20helm price
2015-07-06,11391
2015-07-07,11421
2015-07-08,11444
2015-07-09,11442
2015-07-10,11457
2015-07-11,11413
2015-07-12,11382
2015-07-13,11403
2015-07-14,11421
2015-07-15,11446
2015-07-16,11490
2015-07-17,11561
2015-07-18,11530
2015-07-19,11350
2015-07-20,11445
2015-07-21,11474
2015-07-22,11502
2015-07-23,11457
2015-07-24,11457
2015-07-25,11401
2015-07-26,11417
2015-07-27,11435
2015-07-28,11471
2015-07-29,11497
2015-07-30,11505
2015-07-31,11580
2015-08-01,11542
2015-08-02,11519
2015-08-03,11375
2015-08-04,11443
2015-08-05,11440
2015-08-06,11551
2015-08-07,11492
2015-08-08,11411
2015-08-09,11389
2015-08-10,11483
2015-08-11,11489
2015-08-12,11445
2015-08-13,11476
2015-08-14,11442
2015-08-15,11436
2015-08-16,11493
2015-08-17,11518
2015-08-18,11590
2015-08-19,11541
2015-08-20,11501
2015-08-21,11479
2015-08-22,11397
2015-08-23,11471
2015-08-24,11412
2015-08-25,11474
2015-08-26,11358
2015-08-27,11369
2015-08-28,11539
2015-08-29,11579
2015-08-30,11582
2015-08-31,11501
2015-09-01,11565
2015-09-02,11700
2015-09-03,11655
2015-09-04,11637
2015-09-05,11411
2015-09-06,11391
2015-09-07,11444
2015-09-08,11604
2015-09-09,11568
2015-09-10,11576
2015-09-11,11508
2015-09-12,11486
2015-09-13,11449
2015-09-14,11421
2015-09-15,11530
2015-09-16,11466
2015-09-17,11482
2015-09-18,11446
2015-09-19,11481
2015-09-20,11422
2015-09-21,11421
2015-09-22,11481
2015-09-23,11536
2015-09-24,11505
2015-09-25,11439
2015-09-27,11496
2015-09-28,11508
2015-09-29,11521
2015-09-30,11621
2015-10-05,11465
2015-10-06,11546
2015-10-07,11542
2015-10-08,11587
2015-10-09,11616
2015-10-10,11657
2015-10-11,11587
2015-10-12,11627
2015-10-13,11714
2015-10-14,11795
2015-10-15,11851
2015-10-16,11983
2015-10-17,12083
2015-10-18,12098
2015-10-19,11987
2015-10-20,11945
2015-10-22,12048
2015-10-23,11679
2015-10-24,11436
2015-10-25,11598
2015-10-26,11659
2015-10-27,11716
2015-10-29,11860
2015-10-30,11890
2015-10-31,11834
2015-11-01,11584
2015-11-02,11697
2015-11-03,12014
2015-11-04,11851
2015-11-05,11875
2015-11-06,11782
2015-11-07,11869
2015-11-08,11750
2015-11-09,11673
2015-11-10,11822
2015-11-11,11835
2015-11-12,11903
2015-11-13,11943
2015-11-14,11945
2015-11-15,11833
2015-11-16,11840
2015-11-17,11827
2015-11-18,11785
2015-11-19,11838
2015-11-20,11908
2015-11-21,11966
2015-11-22,11873
2015-11-23,11816
2015-11-24,11701
2015-11-25,11759
2015-11-26,11894
2015-11-27,11923
2015-11-28,11826
2015-11-29,11656
2015-11-30,11579
2015-12-01,11578
2015-12-02,11655
2015-12-03,11690
2015-12-04,11718
2015-12-05,11730
2015-12-06,11662
2015-12-07,11577
2015-12-08,11452
2015-12-09,11556
2015-12-10,11732
2015-12-11,11742
2015-12-12,11982
2015-12-13,11941
2015-12-14,11912
2015-12-15,11987
2015-12-16,11749
2015-12-17,11922
2015-12-18,11738
2015-12-19,11822
2015-12-20,12050
2015-12-21,11919
2015-12-22,11957
2015-12-23,12104
2015-12-24,11800
2015-12-25,11684
2015-12-26,11747
2015-12-27,11660
2015-12-28,11606
2015-12-29,11659
2015-12-30,11613
2015-12-31,11690
2016-01-01,11656
2016-01-02,11691
2016-01-03,11626
2016-01-04,11681
2016-01-05,11741
2016-01-06,11707
2016-01-07,11722
2016-01-08,11702
2016-01-09,11575
2016-01-10,11522
2016-01-11,11518
2016-01-12,11565
2016-01-13,11597
2016-01-14,11604
2016-01-15,11532
2016-01-16,11429
2016-01-17,11395
2016-01-18,11460
2016-01-19,11454
2016-01-20,11629
2016-01-21,11582
2016-01-22,11727
2016-01-23,11811
2016-01-24,11734
2016-01-25,11766
2016-01-26,11462
2016-01-27,11387
2016-01-28,11379
2016-01-29,11418
2016-01-30,11306
2016-01-31,11376
2016-02-01,11421
2016-02-02,11524
2016-02-03,11680
2016-02-04,11305
2016-02-05,11299
2016-02-06,11367
2016-02-07,11372
2016-02-08,11438
2016-02-09,11540
2016-02-10,11447
2016-02-11,11391
2016-02-12,11374
2016-02-13,11349
2016-02-14,11383
2016-02-15,11407
2016-02-16,11373
2016-02-17,11375
2016-02-18,11348
2016-02-19,11345
2016-02-20,11436
2016-02-21,11420
2016-02-22,11466
2016-02-23,11544
2016-02-24,11461
2016-02-25,11426
2016-02-26,11460
2016-02-27,11511
2016-02-28,11531
2016-02-29,11562
2016-03-01,11555
2016-03-02,11606
2016-03-03,11664
2016-03-04,11723
2016-03-05,11717
2016-03-06,11567
2016-03-07,11552
2016-03-08,11563
2016-03-09,11527
2016-03-10,11600
2016-03-11,11525
2016-03-12,11533
2016-03-13,11385
2016-03-14,11356
2016-03-15,11388
2016-03-16,11451
2016-03-17,11552
2016-03-18,11571
2016-03-19,11616
2016-03-20,11694
2016-03-21,11681
2016-03-22,11606
2016-03-23,11674
2016-03-24,11562
2016-03-25,11514
2016-03-26,11553
2016-03-27,11487
2016-03-28,11481
2016-03-29,11466
2016-03-30,11465
2016-03-31,11535
2016-04-01,11504
2016-04-02,11499
2016-04-03,11496
2016-04-04,11514
2016-04-05,11305
2016-04-06,11400
2016-04-07,11410
2016-04-08,11500
2016-04-09,11582
2016-04-10,11627
2016-04-11,11562
2016-04-12,11662
2016-04-13,11651
2016-04-14,11714
2016-04-15,11762
2016-04-16,11674
2016-04-17,11657
2016-04-18,11694
2016-04-19,11676
2016-04-20,11701
2016-04-21,11729
2016-04-22,11695
2016-04-23,11748
2016-04-24,11567
2016-04-25,11612
2016-04-26,11626
2016-04-27,11689
2016-04-28,11680
2016-04-29,11671
2016-04-30,11603
2016-05-01,11446
2016-05-02,11488
2016-05-03,11544
2016-05-04,11531
2016-05-05,11313
2016-05-06,11313
2016-05-07,11426
2016-05-08,11443
2016-05-09,11475
2016-05-10,11292
2016-05-11,11258
2016-05-12,11375
2016-05-13,11435
2016-05-14,11470
2016-05-15,11484
2016-05-16,11566
2016-05-17,11611
2016-05-18,11556
2016-05-19,11552
2016-05-22,11289
2016-05-23,11429
2016-05-24,11482
2016-05-25,11575
2016-05-26,11609
2016-05-27,11631
2016-05-28,11600
2016-05-29,11558
2016-05-30,11452
2016-05-31,11605
2016-06-01,11639
2016-06-02,11716
2016-06-03,11736
2016-06-04,11729
2016-06-05,11726
2016-06-06,11798
2016-06-07,11703
2016-06-08,11732
2016-06-09,11748
2016-06-10,11733
2016-06-11,11748
2016-06-12,11726
2016-06-13,11586
2016-06-14,11635
2016-06-15,11627
2016-06-16,11671
2016-06-17,11738
2016-06-18,11719
2016-06-19,11660
2016-06-20,11640
2016-06-21,11568
2016-06-22,11645
2016-06-23,11640
2016-06-24,11687
2016-06-25,11733
2016-06-26,11719
2016-06-27,11757
2016-06-28,11795
2016-06-29,11782
2016-06-30,11812
2016-07-01,11868
2016-07-02,11641
2016-07-03,11528
2016-07-04,11584
2016-07-05,11580
2016-07-06,11667
2016-07-07,11610
2016-07-08,11686
2016-07-09,11748
2016-07-10,11749
2016-07-11,11572
2016-07-12,11493
2016-07-13,11510
2016-07-14,11654
2016-07-15,11744
2016-07-16,11781
2016-07-17,11802
2016-07-18,11830
2016-07-23,11593
2016-07-24,11637
2016-07-25,11531
2016-07-26,11625
2016-07-27,11809
2016-07-28,11920
2016-07-29,11908
2016-07-30,11733
2016-07-31,11681
2016-08-01,11754
2016-08-02,11838
2016-08-03,11977
2016-08-04,11964
2016-08-05,11860
2016-08-06,11861
2016-08-07,11885
2016-08-08,11794
2016-08-09,11896
2016-08-10,11865
2016-08-11,11709
2016-08-12,11843
2016-08-13,11949
2016-08-14,11869
2016-08-15,11866
2016-08-16,11855
2016-08-17,11864
2016-08-18,11731
2016-08-19,11871
2016-08-20,11880
2016-08-21,11758
2016-08-22,11600
2016-08-23,11579
2016-08-24,11587
2016-08-25,11740
2016-08-26,11729
2016-08-28,11694
2016-08-31,11915
2016-09-01,12022
2016-09-02,11937
2016-09-03,12040
2016-09-04,12050
2016-09-05,12046
2016-09-06,12069
2016-09-07,11999
2016-09-08,12025
2016-09-09,12100
2016-09-10,12110
2016-09-11,12147
2016-09-12,12139
2016-09-13,12147
2016-09-14,12110
2016-09-15,12064
2016-09-16,12040
2016-09-17,12051
2016-09-18,11939
2016-09-19,12023
2016-09-20,11965
2016-09-21,11951
2016-09-22,11955
2016-09-23,12007
2016-09-24,11887
2016-09-25,11861
2016-09-26,11747
2016-09-27,11777
2016-09-28,11901
2016-09-29,11654
2016-09-30,11734
2016-10-01,11723
2016-10-02,11688
2016-10-03,11672
2016-10-04,11698
2016-10-05,11729
2016-10-06,11835
2016-10-07,11847
2016-10-08,11838
2016-10-09,11670
2016-10-10,11613
2016-10-11,11730
2016-10-12,11780
2016-10-13,11759
2016-10-14,11802
2016-10-15,11554
2016-10-16,11714
2016-10-17,11739
2016-10-18,11628
2016-10-19,11760
2016-10-20,11800
2016-10-21,11871
2016-10-22,11873
2016-10-23,11881
2016-10-24,11903
2016-10-25,11953
2016-10-26,11971
2016-10-27,11964
2016-10-28,11934
2016-10-29,11770
2016-10-30,11677
2016-10-31,11695
2016-11-01,11692
2016-11-02,11819
2016-11-03,11809
2016-11-04,11908
2016-11-05,11889
2016-11-06,11871
2016-11-07,11736
2016-11-08,11760
2016-11-09,11720
2016-11-10,11752
2016-11-11,11721
2016-11-12,11699
2016-11-13,11539
2016-11-14,11622
2016-12-08,11538
2016-12-09,11586
2016-12-10,11674
2016-12-11,11559
2016-12-12,11522
2016-12-13,11446
2016-12-14,11681
2016-12-15,11705
2016-12-16,11800
2016-12-17,11858
2016-12-18,11830
2016-12-19,11846
2016-12-20,11738
2016-12-21,11842
2016-12-22,11846
2016-12-23,11792
2016-12-24,11724
2016-12-25,11767
2016-12-26,11742
2016-12-27,11845
2016-12-28,11728
2016-12-29,11728
2016-12-30,11790
2016-12-31,11846
2017-01-01,11598
2017-01-02,11603
2017-01-03,11606
2017-01-04,11608
2017-01-05,11354
2017-01-06,11430
2017-01-07,11364
2017-01-08,11487
2017-01-09,11579
2017-01-10,11617
2017-01-11,11729
2017-01-12,11840
2017-01-13,11733
2017-01-14,11617
2017-01-15,11652
2017-01-16,11662
2017-01-17,11653
2017-01-18,11694
2017-01-19,11738
2017-01-20,11811
2017-01-21,11778
2017-01-22,11683
2017-01-27,11783
2017-01-28,11706
2017-01-29,11580
2017-01-30,11512
2017-01-31,11590
2017-02-01,11623
2017-02-02,11680
2017-02-03,11666
2017-02-04,11578
2017-02-05,11553
2017-02-06,11636
2017-02-07,11700
2017-02-08,11604
2017-02-09,11550
2017-02-10,11634
2017-02-11,11618
2017-02-12,11590
2017-02-13,11674
2017-02-14,11702
2017-02-15,11648
2017-02-16,11685
2017-02-18,11591
2017-02-19,11525
2017-02-20,11550
2017-02-21,11590
2017-02-22,11735
2017-02-23,11695
2017-02-24,11681
2017-02-25,11658
2017-02-26,11727
2017-02-27,11787
2017-02-28,11668
2017-03-01,11654
2017-03-02,11677
2017-03-03,11680
2017-03-04,11627
2017-03-05,11665
2017-03-06,11707
2017-03-07,11590
2017-03-08,11470
2017-03-09,11553
2017-03-10,11545
2017-03-11,11572
2017-03-12,11576
2017-03-13,11715
2017-03-14,11826
2017-03-15,11885
2017-03-16,11873
2017-03-17,11921
2017-03-18,11908
2017-03-19,11960
2017-03-20,11960
2017-03-21,11957
2017-03-22,11775
2017-03-23,11860
2017-03-24,11773
2017-03-25,11732
2017-03-26,11682
2017-03-27,11708
2017-03-28,11687
2017-03-29,11645
2017-03-30,11650
2017-03-31,11770
2017-04-01,11835
2017-04-02,11753
2017-04-03,11786
2017-04-04,11858
2017-04-12,12041
2017-04-13,12073
2017-04-14,11914
2017-04-15,12091
2017-04-16,11991
2017-04-17,11829
2017-04-18,11644
2017-04-19,11445
2017-04-20,11237
2017-04-21,11235
2017-04-22,11232
2017-04-23,11206
2017-04-24,11253
2017-04-25,11265
2017-04-26,11360
2017-04-27,11329
2017-04-28,11395
2017-04-29,11553
2017-04-30,11557
2017-05-01,11461
2017-05-02,11530
2017-05-03,11418
2017-05-04,11385
2017-05-05,11371
2017-05-06,11249
2017-05-07,11254
2017-05-08,11309
2017-05-09,11326
2017-05-10,11369
2017-05-11,11278
2017-05-12,11311
2017-05-13,11302
2017-05-14,11298
2017-05-15,11267
2017-05-16,11306
2017-05-17,11327
2017-05-18,11404
2017-05-19,11310
2017-05-20,11313
2017-05-21,11294
2017-05-22,11441
2017-05-23,11456
2017-05-24,11419
2017-05-25,10996
2017-05-26,11065
2017-05-27,11060
2017-05-28,11076
2017-05-29,11160
2017-05-30,11179
2017-05-31,11207
2017-06-01,11168
2017-06-02,11200
2017-06-03,11164
2017-06-06,11226
2017-06-07,11202
2017-06-08,11171
2017-06-09,11155
2017-06-10,11108
2017-06-11,11109
2017-06-12,11171
2017-06-13,11212
2017-06-14,11214
2017-06-15,11195
2017-06-16,11189
2017-06-17,11219
2017-06-18,11224
2017-06-19,11229
2017-06-20,11232
2017-06-21,11226
2017-06-22,11237
2017-06-23,11206
2017-06-24,11212
2017-06-25,11112
2017-06-26,11179
2017-06-27,11207
2017-06-28,11213
2017-06-29,11226
2017-06-30,11206
2017-07-01,11180
2017-07-02,11184
2017-07-03,11214
2017-07-04,11220
2017-07-05,11239
2017-07-06,11244
2017-07-07,11253
2017-07-08,11218
2017-07-13,11223
2017-07-14,11232
2017-07-15,11231
2017-07-16,11203
2017-07-17,11222
2017-07-18,11232
2017-07-19,11239
2017-07-20,11231
2017-07-21,11233
2017-07-22,11214
2017-07-23,11213
2017-07-24,11234
2017-07-25,11235
2017-07-26,11255
2017-07-27,11260
2017-07-28,11261
2017-07-29,11212
2017-07-30,11219
2017-07-31,11186
2017-08-01,11228
2017-08-02,11255
2017-08-03,11250
2017-08-04,11256
2017-08-05,11254
2017-08-06,11254
2017-08-09,11217
2017-08-10,11248
2017-08-11,11260
2017-08-12,11260
2017-08-13,11212
2017-08-14,11183
2017-08-15,11170
2017-08-17,11237
2017-08-18,11223
2017-08-19,11224
2017-08-20,11178
2017-08-21,11217
2017-08-22,11241
2017-08-23,11249
2017-08-24,11216
2017-08-25,11231
2017-08-26,11243
2017-08-27,11213
2017-08-28,11214
2017-08-29,11193
2017-08-30,11227
2017-08-31,11224
2017-09-01,11235
2017-09-02,11239
2017-09-03,11186
2017-09-04,11164
2017-09-05,11158
2017-09-06,11203
2017-09-07,11189
2017-09-08,11229
2017-09-09,11231
2017-09-10,11228
2017-09-11,11219
2017-09-12,11217
2017-09-13,11225
2017-09-14,11213
2017-09-15,11225
2017-09-16,11226
2017-09-17,11241
2017-09-19,11253
2017-09-20,11235
2017-09-21,11241
2017-09-22,11204
2017-09-23,11209
2017-09-24,11216
2017-09-25,11226
2017-09-26,11223
2017-09-27,11236
2017-09-28,11250
2017-09-29,11235
2017-09-30,11200
2017-10-01,11199
2017-10-02,11232
2017-10-03,11251
2017-10-04,11235
2017-10-05,11265
2017-10-06,11253
2017-10-07,11222
2017-10-08,11217
2017-10-09,11242
2017-10-10,11264
2017-10-11,11249
2017-10-12,11244
2017-10-13,11220
2017-10-14,11218
2017-10-15,11234
2017-10-16,11238
2017-10-17,11230
2017-10-18,11239
2017-10-19,11226
2017-10-20,11221
2017-10-21,11223
2017-10-22,11216
2017-10-23,11220
2017-10-24,11214
2017-10-25,11221
2017-10-26,11192
2017-10-27,11156
2017-10-28,11094
2017-10-29,11177
2017-10-30,11190
2017-10-31,11201
2017-11-01,11212
2017-11-02,11226
2017-11-03,11229
2017-11-04,11191
2017-11-05,11209
2017-11-06,11230
2017-11-07,11227
2017-11-08,11219
2017-11-09,11218
2017-11-10,11217
2017-11-11,11193
2017-11-12,11219
2017-11-13,11213
2017-11-14,11212
2017-11-15,11231
2017-11-16,11232
2017-11-17,11185
2017-11-18,11182
2017-11-19,11143
2017-11-20,11180
2017-11-21,11212
2017-11-22,11217
2017-11-23,11198
2017-11-24,11130
2017-11-25,11120
2017-11-26,11161
2017-11-27,11150
2017-11-28,11199
2017-11-29,11212
2017-11-30,11213
2017-12-01,11207
2017-12-02,11155
2017-12-03,11183
2017-12-04,11205
2017-12-05,11218
2017-12-06,11229
2017-12-07,11221
2017-12-08,11186
2017-12-09,11176
2017-12-10,11194
2017-12-11,11221
2017-12-12,11229
2017-12-13,11192
2017-12-14,11181
2017-12-15,11227
2017-12-16,11220
2017-12-17,11216
2017-12-18,11206
2017-12-19,11226
2017-12-20,11223
2017-12-21,11231
2017-12-22,11218
2017-12-23,11214
2017-12-24,11246
2017-12-25,11171
2017-12-26,11138
2017-12-27,11170
2017-12-28,11148
2017-12-29,11163
2017-12-30,11172
2017-12-31,11191
2018-01-01,11148
2018-01-02,11143
2018-01-03,11099
2018-01-04,11107
2018-01-05,11135
2018-01-06,11163
2018-01-07,11179
2018-01-08,11195
2018-01-09,11188
2018-01-10,11182
2018-01-11,11196
2018-01-12,11210
2018-01-13,11191
2018-01-14,11136
2018-01-15,11197
2018-01-16,11200
2018-01-17,11221
2018-01-18,11213
2018-01-19,11174
2018-01-20,11183
2018-01-21,11197
2018-01-22,11203
2018-01-23,11188
2018-01-24,11202
2018-01-25,11210
2018-01-26,11207
2018-01-27,11203
2018-01-28,11168
2018-01-29,11199
2018-01-30,11155
2018-02-01,11186
2018-02-02,11208
2018-02-03,11195
2018-02-04,11152
2018-02-05,11164
2018-02-06,11183
2018-02-07,11206
2018-02-08,11180
2018-02-09,11196
2018-02-10,11182
2018-02-11,11185
2018-02-12,11203
2018-02-13,11214
2018-02-14,11172
2018-02-15,11199
2018-02-16,11193
2018-02-17,11173
2018-02-18,11123
2018-02-19,11154
2018-02-20,11195
2018-02-21,11193
2018-02-22,11198
2018-02-23,11204
2018-02-24,11193
2018-02-25,11187
2018-02-26,11199
2018-02-27,11209
2018-02-28,11213
2018-03-01,11208
2018-03-02,11159
2018-03-03,11181
2018-03-04,11185
2018-03-05,11201
2018-03-06,11200
2018-03-07,11202
2018-03-08,11182
2018-03-09,11164
2018-03-10,11158
2018-03-11,11162
2018-03-12,11204
2018-03-13,11217
2018-03-14,11047
2018-03-15,11182
2018-03-16,11193
2018-03-17,11205
2018-03-18,11218
2018-03-19,11225
2018-03-20,11239
2018-03-21,11240
2018-03-23,11238
2018-03-24,11223
2018-03-26,11209
2018-03-27,11226
2018-03-28,11228
2018-03-29,11210
2018-03-30,11189
2018-03-31,11209
2018-04-01,11215
2018-04-02,11215
2018-04-03,11208
2018-04-04,11220
2018-04-05,11231
2018-04-06,11232
2018-04-08,11212
2018-04-09,11225
2018-04-10,11230
2018-04-11,11221
2018-04-12,11210
2018-04-13,11186
2018-04-14,11197
2018-04-15,11189
2018-04-16,11176
2018-04-17,11200
2018-04-18,11202
2018-04-19,11207
2018-04-20,11197
2018-04-21,11201
2018-04-22,11197
2018-04-23,11222
2018-04-24,11217
2018-04-25,11232
2018-04-26,11196
2018-04-27,11196
2018-04-28,11209
2018-04-29,11209
2018-04-30,11195
2018-05-01,11214
2018-05-02,11220
2018-05-03,11216
2018-05-04,11211
2018-05-05,11192
2018-05-06,11144
2018-05-07,11184
2018-05-08,11191
2018-05-09,11212
2018-05-10,11181
2018-05-11,11145
2018-05-12,11165
2018-05-13,11180
2018-05-14,11189
2018-05-15,11198
2018-05-16,11212
2018-05-17,11218
2018-05-18,11214
2018-05-19,11194
2018-05-20,11202
2018-05-21,11186
2018-05-22,11198
2018-05-23,11190
2018-05-24,11198
2018-05-25,11183
2018-05-26,11205
2018-05-27,11189
2018-05-28,11187
2018-05-29,11198
2018-05-30,11222
2018-05-31,11222
2018-06-01,11230
2018-06-02,11229
2018-06-03,11165
2018-06-04,11180
2018-06-05,11183
2018-06-06,11198
2018-06-07,11196
2018-06-08,11207
2018-06-09,11211
2018-06-10,11180
2018-06-11,11205
2018-06-12,11185
2018-06-13,11182
2018-06-14,11194
2018-06-15,11185
2018-06-16,11207
2018-06-17,11195
2018-06-18,11174
2018-06-19,11200
2018-06-20,11203
2018-06-21,11215
2018-06-22,11209
2018-06-23,11194
2018-06-24,11215
2018-06-25,11220
2018-06-26,11205
2018-06-27,11229
2018-06-28,11175
2018-06-29,11192
2018-06-30,11197
2018-07-01,11202
2018-07-02,11209
2018-07-03,11213
2018-07-04,11208
2018-07-05,11223
2018-07-06,11226
2018-07-07,11214
2018-07-08,11205
2018-07-09,11187
2018-07-10,11201
2018-07-11,11202
2018-07-12,11207
2018-07-13,11198
2018-07-14,11169
2018-07-15,11179
2018-07-16,11152
2018-07-17,11186
2018-07-18,11198
2018-07-19,11199
2018-07-20,11201
2018-07-21,11210
2018-07-22,11189
2018-07-23,11195
2018-07-24,11207
2018-07-25,11185
2018-07-26,11179
2018-07-27,11158
2018-07-28,11104
2018-07-29,11101
2018-07-30,11139
2018-07-31,11157
2018-08-01,11156
2018-08-02,11173
2018-08-03,11143
2018-08-04,11163
2018-08-05,11164
2018-08-06,11110
2018-08-07,11129
2018-08-08,11126
2018-08-09,11105
2018-08-10,11135
2018-08-11,11092
2018-08-12,11087
2018-08-14,11134
2018-08-16,11127
2018-08-17,11141
2018-08-18,11145
2018-08-19,11149
2018-08-20,11165
2018-08-21,11161
2018-08-22,11201
2018-08-23,11189
2018-08-24,11198
2018-08-25,11175
2018-08-26,11094
2018-08-27,11138
2018-08-28,11165
2018-08-29,11157
2018-08-30,11159
2018-08-31,11173
2018-09-01,11165
2018-09-02,11132
2018-09-03,11151
2018-09-04,11174
2018-09-05,11173
2018-09-06,11180
2018-09-07,11188
2018-09-08,11174
2018-09-09,11183
2018-09-10,11186
2018-09-11,11179
2018-09-12,11193
2018-09-13,11200
2018-09-14,11210
2018-09-15,11214
2018-09-16,11191
2018-09-17,11186
2018-09-18,11201
2018-09-19,11202
2018-09-20,11215
2018-09-21,11202
2018-09-22,11163
2018-09-23,11171
2018-09-24,11181
2018-09-25,11184
2018-09-26,11203
2018-09-27,11198
2018-09-28,11184
2018-09-29,11150
2018-09-30,11141
2018-10-02,11151
2018-10-03,11156
2018-10-04,11173
2018-10-05,11183
2018-10-06,11166
2018-10-07,11127
2018-10-08,11139
2018-10-09,11170
2018-10-10,11172
2018-10-11,11164
2018-10-12,11173
2018-10-13,11166
2018-10-14,11182
2018-10-15,11176
2018-10-16,11176
2018-10-17,11198
2018-10-18,11185
2018-10-19,11171
2018-10-20,11156
2018-10-21,11157
2018-10-22,11172
2018-10-23,11140
2018-10-24,11170
2018-10-25,11199
2018-10-26,11201
2018-10-27,11191
2018-10-28,11195
2018-10-29,11192
2018-10-30,11182
2018-10-31,11197
2018-11-01,11204
2018-11-03,11204
2018-11-04,11165
2018-11-05,11184
2018-11-06,11197
2018-11-07,11176
2018-11-08,11190
2018-11-09,11203
2018-11-10,11199
2018-11-11,11156
2018-11-12,11159
2018-11-13,11169
2018-11-14,11166
2018-11-15,11149
2018-11-16,11146
2018-11-17,11127
2018-11-18,11111
2018-11-19,11127
2018-11-20,11152
2018-11-21,11166
2018-11-22,11176
2018-11-23,11180
2018-11-24,11185
2018-11-25,11199
2018-11-26,11214
2018-11-27,11214
2018-11-28,11213
2018-11-29,11207
2018-12-01,11182
2018-12-02,11186
2018-12-03,11194
2018-12-04,11198
2018-12-05,11214
2018-12-07,11148
2018-12-09,11198
2018-12-10,11209
2018-12-11,11219
2018-12-12,11228
2018-12-13,11214
2018-12-14,11192
2018-12-15,11193
2018-12-16,11202
2018-12-17,11212
2018-12-18,11204
2018-12-19,11202
2018-12-20,11199
2018-12-21,11197
2018-12-22,11204
2018-12-23,11196
2018-12-24,11218
2018-12-25,11216
2018-12-26,11168
2018-12-27,11173
2018-12-28,11169
2018-12-29,11167
2018-12-30,11145
2018-12-31,11161
2019-01-01,11116
2019-01-02,11141
2019-01-03,11138
2019-01-04,11154
2019-01-05,11168
2019-01-06,11183
2019-01-08,11177
2019-01-10,11099
2019-01-11,11096
2019-01-12,11118
2019-01-13,11142
2019-01-14,11159
2019-01-15,11170
2019-01-16,11173
2019-01-17,11170
2019-01-18,11180
2019-01-19,11171
2019-01-20,11172
2019-01-21,11160
2019-01-22,11154
2019-01-23,11164
2019-01-24,11161
2019-01-25,11160
2019-01-26,11169
2019-01-28,11166
2019-01-29,11180
2019-01-30,11189
2019-01-31,11187
2019-02-01,11184
2019-02-02,11176
2019-02-03,11174
2019-02-04,11182
2019-02-05,11196
2019-02-06,11189
2019-02-07,11193
2019-02-08,11196
2019-02-09,11191
2019-02-10,11178
2019-02-11,11188
2019-02-12,11188
2019-02-13,11196
2019-02-14,11213
2019-02-15,11207
2019-02-16,11204
2019-02-17,11181
2019-02-18,11189
2019-02-19,11200
2019-02-20,11204
2019-02-21,11209
2019-02-22,11198
2019-02-23,11168
2019-02-24,11182
2019-02-25,11205
2019-02-26,11204
2019-02-27,11205
2019-02-28,11211
2019-03-01,11215
2019-03-02,11201
2019-03-03,11197
2019-03-04,11216
2019-03-05,11224
2019-03-06,11221
2019-03-07,11216
2019-03-08,11190
2019-03-09,11192
2019-03-10,11184
2019-03-11,11180
2019-03-12,11193
2019-03-13,11183
2019-03-14,11186
2019-03-15,11187
2019-03-16,11184
2019-03-17,11181
2019-03-18,11175
2019-03-19,11181
2019-03-20,11197
2019-03-21,11206
2019-03-22,11197
2019-03-23,11152
2019-03-24,11137
2019-03-25,11164
2019-03-26,11178
2019-03-27,11175
2019-03-28,11185
2019-03-29,11200
2019-03-30,11191
2019-03-31,11169
2019-04-01,11178
2019-04-02,11173
2019-04-03,11170
2019-04-04,11180
