date_obj,Ancient%20robe%20legs price
2017-05-03,45680
2017-05-04,45845
2017-05-05,46365
2017-05-06,46365
2017-05-07,46220
2017-05-08,48234
2017-05-09,47224
2017-05-10,47224
2017-05-11,46818
2017-05-12,46818
2017-05-13,46359
2017-05-14,46359
2017-05-15,48262
2017-05-16,49696
2017-05-17,49696
2017-05-18,50401
2017-05-19,50401
2017-05-20,52291
2017-05-21,52291
2017-05-22,54162
2017-05-23,54162
2017-05-24,55421
2017-05-25,55421
2017-05-26,55626
2017-05-27,54784
2017-05-28,54784
2017-05-29,55214
2017-05-30,57776
2017-05-31,59283
2017-06-01,60741
2017-06-02,60741
2017-06-03,61672
2017-06-04,60713
2017-06-05,60713
2017-06-06,61036
2017-06-07,62542
2017-06-08,62542
2017-06-09,64392
2017-06-10,66890
2017-06-11,69952
2017-06-12,69952
2017-06-13,70143
2017-06-14,70143
2017-06-15,70313
2017-06-16,72097
2017-06-17,72097
2017-06-18,73272
2017-06-19,73272
2017-06-20,74447
2017-06-21,75468
2017-06-22,75468
2017-06-23,77976
2017-06-24,77976
2017-06-25,78204
2017-06-26,78204
2017-06-27,74900
2017-06-28,74900
2017-06-29,71529
2017-07-01,68562
2017-07-02,67833
2017-07-03,68084
2017-07-04,68817
2017-07-05,68817
2017-07-06,68316
2017-07-07,68316
2017-07-08,67960
2017-07-09,66594
2017-07-13,65717
2017-07-14,65050
2017-07-15,65050
2017-07-16,63655
2017-07-17,60507
2017-07-18,57481
2017-07-19,54824
2017-07-20,54793
2017-07-21,53716
2017-07-22,54558
2017-07-23,53354
2017-07-24,53354
2017-07-25,52310
2017-07-26,52310
2017-07-27,52521
2017-07-28,52521
2017-07-29,54819
2017-07-30,57295
2017-07-31,57295
2017-08-01,60159
2017-08-02,62557
2017-08-03,62557
2017-08-04,63367
2017-08-05,64029
2017-08-06,64029
2017-08-07,65403
2017-08-08,65403
2017-08-09,65825
2017-08-10,64424
2017-08-11,64424
2017-08-12,64836
2017-08-13,64836
2017-08-14,64831
2017-08-15,65822
2017-08-16,65822
2017-08-17,65318
2017-08-18,65318
2017-08-19,66036
2017-08-20,65755
2017-08-21,64101
2017-08-22,65006
2017-08-23,65006
2017-08-24,65598
2017-08-25,65598
2017-08-26,65648
2017-08-27,65648
2017-08-28,65275
2017-08-29,65275
2017-08-30,64802
2017-08-31,64802
2017-09-01,66069
2017-09-02,65587
2017-09-03,65587
2017-09-04,64883
2017-09-05,65915
2017-09-06,65915
2017-09-07,65650
2017-09-08,65650
2017-09-09,64227
2017-09-10,64227
2017-09-11,63182
2017-09-12,63182
2017-09-13,62441
2017-09-14,59318
2017-09-15,59318
2017-09-16,56568
2017-09-17,55638
2017-09-18,55463
2017-09-19,55463
2017-09-20,55557
2017-09-22,55332
2017-09-23,55332
2017-09-24,56956
2017-09-25,59483
2017-09-26,60435
2017-09-27,60435
2017-09-28,62610
2017-09-29,65586
2017-09-30,67416
2017-10-01,69241
2017-10-02,72651
2017-10-03,72651
2017-10-04,75027
2017-10-05,75538
2017-10-06,73751
2017-10-07,71014
2017-10-08,69445
2017-10-09,69445
2017-10-10,68437
2017-10-11,68437
2017-10-12,68642
2017-10-13,70078
2017-10-14,68833
2017-10-15,68833
2017-10-16,67180
2017-10-17,67180
2017-10-18,66339
2017-10-19,66339
2017-10-20,64738
2017-10-21,61680
2017-10-22,61472
2017-10-23,61871
2017-10-24,61871
2017-10-25,61190
2017-10-26,61190
2017-10-27,61591
2017-10-28,61591
2017-10-29,61107
2017-10-30,61107
2017-10-31,60714
2017-11-01,60714
2017-11-02,63006
2017-11-03,63006
2017-11-04,63561
2017-11-05,63561
2017-11-06,63332
2017-11-07,63332
2017-11-08,63881
2017-11-09,63594
2017-11-10,63594
2017-11-11,64232
2017-11-12,64889
2017-11-13,66092
2017-11-14,66092
2017-11-15,67115
2017-11-16,67852
2017-11-17,67852
2017-11-18,68907
2017-11-19,69129
2017-11-20,69129
2017-11-21,70441
2017-11-22,70441
2017-11-23,72544
2017-11-24,72544
2017-11-25,71779
2017-11-26,73216
2017-11-27,73216
2017-11-28,75842
2017-11-29,75842
2017-11-30,75328
2017-12-01,72887
2017-12-02,72887
2017-12-03,71685
2017-12-04,71685
2017-12-05,71077
2017-12-06,71077
2017-12-07,70292
2017-12-08,70292
2017-12-09,69962
2017-12-10,70017
2017-12-11,70017
2017-12-12,67437
2017-12-13,67437
2017-12-14,64885
2017-12-15,62857
2017-12-16,62857
2017-12-17,61679
2017-12-18,60587
2017-12-19,60587
2017-12-20,61951
2017-12-21,61951
2017-12-22,63036
2017-12-23,63036
2017-12-24,63439
2017-12-25,63439
2017-12-26,64242
2017-12-27,66320
2017-12-28,66320
2017-12-29,67888
2017-12-30,67667
2017-12-31,67667
2018-01-01,68035
2018-01-02,68012
2018-01-03,67296
2018-01-04,67296
2018-01-05,68223
2018-01-06,67963
2018-01-07,67963
2018-01-08,66169
2018-01-09,65237
2018-01-10,65237
2018-01-11,65997
2018-01-12,66062
2018-01-13,65814
2018-01-14,66505
2018-01-15,68691
2018-01-16,69410
2018-01-17,69852
2018-01-18,71328
2018-01-19,71328
2018-01-20,72038
2018-01-21,72480
2018-01-22,74763
2018-01-23,78502
2018-01-24,82044
2018-01-25,82044
2018-01-26,81905
2018-01-27,80242
2018-01-28,79201
2018-01-29,77370
2018-01-30,77899
2018-01-31,77472
2018-02-01,77472
2018-02-02,77115
2018-02-03,79144
2018-02-04,80058
2018-02-05,80058
2018-02-06,79172
2018-02-07,79005
2018-02-08,79005
2018-02-09,81811
2018-02-10,81811
2018-02-11,80095
2018-02-12,78534
2018-02-13,78534
2018-02-14,76388
2018-02-15,75974
2018-02-16,75974
2018-02-17,75806
2018-02-18,77122
2018-02-19,77993
2018-02-20,77993
2018-02-21,79496
2018-02-22,79496
2018-02-23,80227
2018-02-24,80227
2018-02-25,81814
2018-02-26,84654
2018-02-27,86768
2018-02-28,86768
2018-03-01,85876
2018-03-02,84325
2018-03-03,84990
2018-03-04,84990
2018-03-05,85111
2018-03-06,83965
2018-03-07,82954
2018-03-08,82954
2018-03-09,80768
2018-03-10,80768
2018-03-11,80635
2018-03-12,78629
2018-03-13,78629
2018-03-14,76760
2018-03-15,76760
2018-03-16,76301
2018-03-17,76365
2018-03-18,76365
2018-03-19,75985
2018-03-20,76028
2018-03-21,76028
2018-03-22,75936
2018-03-23,75936
2018-03-24,75654
2018-03-25,76461
2018-03-26,76461
2018-03-27,76769
2018-03-28,76769
2018-03-29,77197
2018-03-30,77197
2018-03-31,76632
2018-04-01,76632
2018-04-02,78181
2018-04-03,78181
2018-04-04,80011
2018-04-05,80011
2018-04-06,81645
2018-04-07,81645
2018-04-08,82317
2018-04-09,82317
2018-04-10,81977
2018-04-11,83654
2018-04-12,86569
2018-04-13,86569
2018-04-14,90514
2018-04-15,94498
2018-04-16,94498
2018-04-17,96062
2018-04-18,96062
2018-04-19,97604
2018-04-20,97604
2018-04-21,96876
2018-04-22,96876
2018-04-23,95875
2018-04-24,95875
2018-04-25,93481
2018-04-26,93481
2018-04-27,92027
2018-04-28,92843
2018-04-29,90692
2018-04-30,90601
2018-05-01,90350
2018-05-02,90350
2018-05-03,88249
2018-05-04,88249
2018-05-05,87351
2018-05-06,87351
2018-05-07,85290
2018-05-08,85290
2018-05-09,83139
2018-05-10,81641
2018-05-11,81641
2018-05-12,80522
2018-05-13,80522
2018-05-14,80120
2018-05-15,80120
2018-05-16,80275
2018-05-17,80275
2018-05-18,79895
2018-05-19,77907
2018-05-20,77907
2018-05-21,77325
2018-05-22,77325
2018-05-23,75481
2018-05-24,75481
2018-05-25,74826
2018-05-26,75067
2018-05-27,75067
2018-05-28,74757
2018-05-29,72478
2018-05-30,72478
2018-05-31,71690
2018-06-01,71690
2018-06-02,72016
2018-06-03,72016
2018-06-04,71882
2018-06-05,73078
2018-06-06,72667
2018-06-07,72667
2018-06-08,74065
2018-06-09,74065
2018-06-10,75561
2018-06-11,75561
2018-06-12,78350
2018-06-13,78626
2018-06-14,79768
2018-06-15,79768
2018-06-16,80335
2018-06-17,78513
2018-06-18,77523
2018-06-19,79120
2018-06-20,79120
2018-06-21,78900
2018-06-22,80530
2018-06-23,80530
2018-06-24,81182
2018-06-25,82373
2018-06-26,82373
2018-06-27,82991
2018-06-28,84696
2018-06-29,88649
2018-06-30,92723
2018-07-01,97154
2018-07-02,97154
2018-07-03,102012
2018-07-04,107053
2018-07-05,107053
2018-07-06,112406
2018-07-07,112406
2018-07-08,117150
2018-07-09,118787
2018-07-10,118787
2018-07-11,117726
2018-07-12,117726
2018-07-13,116644
2018-07-14,114970
2018-07-15,114970
2018-07-16,115074
2018-07-17,110666
2018-07-18,109000
2018-07-19,109000
2018-07-20,107389
2018-07-21,108634
2018-07-22,106989
2018-07-23,106308
2018-07-24,106308
2018-07-25,104531
2018-07-26,103892
2018-07-27,103217
2018-07-28,103217
2018-07-29,103692
2018-07-30,102610
2018-07-31,101944
2018-08-01,101944
2018-08-02,98398
2018-08-03,98273
2018-08-04,97527
2018-08-05,97451
2018-08-06,97044
2018-08-07,95515
2018-08-08,95516
2018-08-09,95516
2018-08-10,93852
2018-08-11,93420
2018-08-12,92394
2018-08-14,91192
2018-08-16,93294
2018-08-17,95110
2018-08-18,95110
2018-08-19,96923
2018-08-20,97917
2018-08-21,97917
2018-08-22,96786
2018-08-23,96786
2018-08-24,94739
2018-08-25,95049
2018-08-26,95049
2018-08-27,96067
2018-08-28,96230
2018-08-29,96230
2018-08-30,94342
2018-08-31,94440
2018-09-01,94103
2018-09-02,93215
2018-09-03,92082
2018-09-04,93798
2018-09-05,95211
2018-09-06,95211
2018-09-07,94199
2018-09-08,92817
2018-09-09,90951
2018-09-10,89166
2018-09-11,89166
2018-09-12,87738
2018-09-13,87738
2018-09-14,88627
2018-09-15,87916
2018-09-16,87916
2018-09-17,90732
2018-09-18,91433
2018-09-19,91433
2018-09-20,92219
2018-09-21,92219
2018-09-22,94528
2018-09-23,97673
2018-09-24,101213
2018-09-25,101213
2018-09-26,106010
2018-09-27,106010
2018-09-28,103996
2018-09-29,108378
2018-09-30,110225
2018-10-01,107583
2018-10-02,107583
2018-10-03,103414
2018-10-04,103414
2018-10-05,101084
2018-10-06,99337
2018-10-07,99337
2018-10-08,98357
2018-10-09,98179
2018-10-10,97119
2018-10-11,97119
2018-10-12,97733
2018-10-13,97521
2018-10-14,97158
2018-10-15,99421
2018-10-16,102361
2018-10-17,105456
2018-10-18,106458
2018-10-19,107151
2018-10-20,107151
2018-10-21,106983
2018-10-22,109868
2018-10-23,109868
2018-10-24,113875
2018-10-25,117184
2018-10-26,117184
2018-10-27,115496
2018-10-28,117553
2018-10-29,117553
2018-10-30,122055
2018-10-31,125194
2018-11-01,121903
2018-11-03,118141
2018-11-04,116532
2018-11-05,117669
2018-11-06,117967
2018-11-07,117270
2018-11-08,114365
2018-11-09,114119
2018-11-10,113955
2018-11-11,115567
2018-11-12,119247
2018-11-13,116686
2018-11-14,114277
2018-11-15,113622
2018-11-16,110540
2018-11-17,107831
2018-11-18,105942
2018-11-19,104782
2018-11-20,107732
2018-11-21,109452
2018-11-22,107545
2018-11-23,104972
2018-11-24,101898
2018-11-25,97503
2018-11-26,95090
2018-11-27,92885
2018-11-28,91262
2018-11-29,88261
2018-12-01,86567
2018-12-02,86822
2018-12-03,86822
2018-12-04,86552
2018-12-05,86035
2018-12-07,83366
2018-12-09,81360
2018-12-10,81857
2018-12-11,80718
2018-12-12,80681
2018-12-13,80276
2018-12-14,79900
2018-12-15,78217
2018-12-16,77402
2018-12-17,79654
2018-12-18,80785
2018-12-19,82512
2018-12-20,83267
2018-12-21,82323
2018-12-22,79385
2018-12-23,77780
2018-12-24,76567
2018-12-25,76770
2018-12-26,77041
2018-12-27,77042
2018-12-28,78741
2018-12-29,79040
2018-12-30,80306
2018-12-31,81328
2019-01-01,81089
2019-01-02,82149
2019-01-03,81487
2019-01-04,82994
2019-01-05,83328
2019-01-06,82685
2019-01-08,80279
2019-01-10,77720
2019-01-11,77270
2019-01-12,76694
2019-01-13,77721
2019-01-14,77747
2019-01-15,78976
2019-01-16,79398
2019-01-17,78345
2019-01-18,75070
2019-01-19,75714
2019-01-20,75429
2019-01-21,75717
2019-01-22,75497
2019-01-23,75666
2019-01-24,74662
2019-01-25,74637
2019-01-26,74472
2019-01-27,74751
2019-01-28,75313
2019-01-29,78969
2019-01-30,80409
2019-01-31,80049
2019-02-01,79775
2019-02-02,79912
2019-02-03,79561
2019-02-04,79561
2019-02-05,80414
2019-02-06,82687
2019-02-07,83460
2019-02-08,84059
2019-02-09,84318
2019-02-10,84886
2019-02-11,85538
2019-02-12,86388
2019-02-13,87897
2019-02-14,87897
2019-02-15,89191
2019-02-16,90535
2019-02-17,90828
2019-02-18,90836
2019-02-19,91175
2019-02-20,91465
2019-02-21,90724
2019-02-22,91654
2019-02-23,91646
2019-02-24,91758
2019-02-25,91969
2019-02-26,90989
2019-02-27,91735
2019-02-28,89905
2019-03-01,88907
2019-03-02,89100
2019-03-03,89031
2019-03-04,90076
2019-03-05,88918
2019-03-06,89267
2019-03-07,89445
2019-03-08,89445
2019-03-09,89828
2019-03-10,90697
2019-03-11,92193
2019-03-12,92435
2019-03-13,92435
2019-03-14,90442
2019-03-15,86676
2019-03-16,84129
2019-03-17,84195
2019-03-18,85098
2019-03-19,83833
