date_obj,Granite%20helm price
2019-03-27,46500
2019-03-28,45823
2019-03-29,46595
2019-03-30,46595
2019-03-31,46481
2019-04-01,46399
2019-04-02,46399
2019-04-03,45188
2019-04-04,43864
2019-04-05,42940
2019-04-06,42940
2019-04-07,42559
2019-04-08,40964
2019-04-09,40964
2019-04-10,39210
2019-04-11,38436
2019-04-12,37459
2019-04-13,38880
2019-04-14,39714
2019-04-15,39714
2019-04-16,38397
2019-04-17,38397
2019-04-18,37162
2019-04-19,37162
2019-04-20,35875
2019-04-21,35875
2019-04-22,35406
2019-04-23,34850
2019-04-24,34850
2019-04-25,34876
2019-04-26,34507
2019-04-27,34507
2019-04-28,33312
2019-04-29,33312
2019-04-30,32536
2019-05-01,32536
2019-05-02,31781
2019-05-03,32133
2019-05-04,32671
2019-05-05,32671
2019-05-06,32402
2019-05-07,31678
2019-05-08,31678
2019-05-09,31512
2019-05-10,32984
2019-05-11,34537
2019-05-12,36186
2019-05-13,37864
2019-05-14,39652
2019-05-15,39652
2019-05-16,41635
2019-05-17,41635
2019-05-18,42766
2019-05-19,42766
2019-05-20,43413
2019-05-21,43413
2019-05-22,44291
2019-05-23,45785
2019-05-24,45785
2019-05-25,46729
2019-05-26,46729
2019-05-27,46159
2019-05-28,46159
2019-05-29,45859
2019-05-30,45859
2019-05-31,47470
2019-06-01,47470
2019-06-02,46357
2019-06-03,46357
2019-06-04,44568
2019-06-05,43093
2019-06-06,41845
2019-06-07,41845
2019-06-08,40482
2019-06-09,39129
2019-06-10,39129
2019-06-11,38217
2019-06-12,38217
2019-06-13,38209
2019-06-14,38584
2019-06-15,38584
2019-06-16,38879
2019-06-17,38276
2019-06-18,38276
2019-06-19,37170
2019-06-20,36239
2019-06-21,36239
2019-06-22,35271
2019-06-23,36770
2019-06-24,36770
2019-06-25,38564
2019-06-26,39252
2019-06-27,41044
2019-06-28,41044
2019-06-29,40860
2019-06-30,41874
2019-07-01,41874
2019-07-02,41734
2019-07-03,41734
2019-07-04,41005
2019-07-05,40105
2019-07-06,39952
2019-07-07,39952
2019-07-08,38914
2019-07-09,37644
2019-07-10,37644
2019-07-11,37101
2019-07-12,36455
2019-07-13,36455
2019-07-14,36830
2019-07-15,36830
2019-07-16,38569
2019-07-17,39563
2019-07-18,39563
2019-07-19,38652
2019-07-20,38652
2019-07-21,36904
2019-07-22,36904
2019-07-23,35997
2019-07-24,35997
2019-07-25,34554
2019-07-26,34554
2019-07-27,33521
2019-07-28,34376
2019-07-29,34376
2019-07-30,34777
2019-07-31,34239
2019-08-01,34239
2019-08-02,34179
2019-08-03,34781
2019-08-04,34781
2019-08-05,34588
2019-08-06,34588
2019-08-07,35378
2019-08-08,35378
2019-08-09,36860
2019-08-10,36848
2019-08-11,36848
2019-08-12,37632
2019-08-13,37632
2019-08-14,38816
2019-08-15,38817
2019-08-16,39360
2019-08-17,39360
2019-08-18,40650
2019-08-19,40650
2019-08-20,41400
2019-08-21,41400
2019-08-22,41514
2019-08-23,41514
2019-08-24,42438
2019-08-24,42438
2019-08-25,42438
2019-08-25,42438
2019-08-26,41152
2019-08-26,41152
2019-08-27,41152
2019-08-27,41152
2019-08-28,39889
2019-08-29,39889
2019-08-30,39327
2019-08-31,39327
2019-09-01,39474
2019-09-02,39474
2019-09-03,38497
2019-09-04,38497
2019-09-05,37320
2019-09-06,37320
2019-09-07,36429
2019-09-08,35842
2019-09-09,35842
2019-09-10,35666
2019-09-11,35666
2019-09-12,35865
2019-09-13,35865
2019-09-14,36846
2019-09-15,36846
2019-09-16,37639
2019-09-17,37639
2019-09-18,38306
2019-09-19,38306
2019-09-20,37873
2019-09-21,37873
2019-09-22,37691
2019-09-23,37691
2019-09-24,36811
2019-09-25,36397
2019-09-26,36397
2019-09-27,36954
2019-09-28,36636
2019-09-29,36636
2019-09-30,35986
2019-10-01,34849
2019-10-02,34849
2019-10-03,34081
2019-10-04,34081
2019-10-05,33848
2019-10-06,33702
2019-10-07,33702
2019-10-08,32960
2019-10-09,32960
2019-10-10,33827
2019-10-11,33827
2019-10-12,33088
2019-10-13,33072
2019-10-14,33072
2019-10-15,32462
2019-10-16,32462
2019-10-17,31708
2019-10-18,31708
2019-10-19,31466
2019-10-20,31466
2019-10-21,32042
2019-10-22,32042
2019-10-23,33636
2019-10-24,33636
2019-10-25,32901
2019-10-26,32901
2019-10-27,32818
2019-10-28,32176
2019-10-29,32176
2019-10-30,32176
2019-10-31,32452
2019-11-01,32452
2019-11-02,32735
2019-11-03,32735
2019-11-04,32003
2019-11-05,32003
2019-11-06,32003
2019-11-07,30816
2019-11-08,30816
2019-11-09,30316
2019-11-10,29731
2019-11-11,29731
2019-11-12,29168
2019-11-13,29168
2019-11-14,28953
2019-11-15,28953
2019-11-16,28807
2019-11-17,28807
2019-11-18,29021
2019-11-19,29021
2019-11-20,28591
2019-11-21,28591
2019-11-22,28928
2019-11-23,28928
2019-11-24,29782
2019-11-25,29782
2019-11-26,29719
2019-11-27,29719
2019-11-28,30364
2019-11-29,30364
2019-11-30,30657
2019-12-01,30657
2019-12-02,30604
2019-12-03,30604
2019-12-04,31803
2019-12-05,31803
2019-12-06,33346
2019-12-07,33346
2019-12-08,34075
2019-12-09,34075
2019-12-10,34873
2019-12-11,34873
2019-12-12,34873
2019-12-13,35282
2019-12-14,35282
2019-12-15,35381
2019-12-16,35381
2019-12-17,35336
2019-12-18,35336
2019-12-19,35701
2019-12-20,35701
2019-12-21,36626
2019-12-22,36626
2019-12-23,36354
2019-12-24,36354
2019-12-25,35848
2019-12-26,35848
2019-12-27,35389
2019-12-28,35389
2019-12-29,35676
2019-12-30,35676
2019-12-31,35364
2020-01-01,35364
2020-01-02,35365
2020-01-03,35365
2020-01-04,35659
2020-01-05,35659
2020-01-06,35603
2020-01-07,36295
2020-01-08,36295
2020-01-09,36238
2020-01-10,36135
2020-01-11,36532
2020-01-12,36532
2020-01-13,37029
2020-01-14,37029
2020-01-15,37377
2020-01-16,37377
2020-01-17,37626
2020-01-18,37626
2020-01-19,36352
2020-01-20,36352
2020-01-21,35123
2020-01-22,35123
2020-01-23,34690
2020-01-24,34690
2020-01-25,33864
2020-01-26,32968
2020-01-27,32968
2020-01-28,32098
2020-01-29,31356
2020-01-30,31356
2020-01-31,30685
2020-02-01,30685
2020-02-02,30743
2020-02-03,30743
2020-02-04,31180
2020-02-05,31180
2020-02-06,31972
2020-02-07,31972
2020-02-08,32990
2020-02-09,32990
2020-02-10,33102
2020-02-11,33102
2020-02-12,33748
2020-02-13,33748
2020-02-14,34430
2020-02-15,34430
2020-02-16,34882
2020-02-17,35442
2020-02-18,36471
2020-02-19,36471
2020-02-20,36962
2020-02-21,36962
2020-02-22,37076
2020-02-23,37076
2020-02-24,36263
2020-02-25,36263
2020-02-26,35056
2020-02-27,35056
2020-02-28,34606
2020-02-29,34606
2020-03-01,34778
2020-03-02,34778
2020-03-03,35062
2020-03-04,35062
2020-03-05,34671
2020-03-06,34770
2020-03-07,34770
2020-03-08,34553
2020-03-09,34504
2020-03-10,34500
2020-03-11,34500
2020-03-12,33971
2020-03-13,33971
2020-03-14,33682
2020-03-15,33682
2020-03-16,32798
2020-03-17,32760
2020-03-18,32560
2020-03-19,32026
2020-03-20,31883
2020-03-21,32666
2020-03-22,33269
2020-03-23,33927
2020-03-24,34295
2020-03-25,34464
2020-03-26,33985
2020-03-27,33300
2020-03-28,32146
2020-03-29,31505
2020-03-30,31560
2020-03-31,31883
2020-04-01,31169
2020-04-02,30431
2020-04-03,30431
2020-04-04,29919
2020-04-05,29608
2020-04-06,30080
2020-04-07,30582
2020-04-08,30418
2020-04-09,30329
2020-04-10,30329
2020-04-11,30015
2020-04-12,29426
2020-04-13,29099
2020-04-14,28967
2020-04-15,28766
2020-04-16,28766
2020-04-17,28980
2020-04-18,28917
2020-04-19,28874
2020-04-20,29130
2020-04-21,28948
2020-04-22,28788
2020-04-23,30010
2020-04-24,30625
2020-04-25,31373
2020-04-26,32103
2020-04-27,31996
2020-04-28,31221
2020-04-29,31221
2020-04-30,30795
2020-05-01,30795
2020-05-02,30561
2020-05-03,29951
2020-05-04,29651
2020-05-05,29340
2020-05-06,29465
2020-05-07,29763
2020-05-08,29763
2020-05-09,30153
2020-05-10,30168
2020-05-11,30168
2020-05-12,29726
2020-05-13,29295
