date_obj,Rune%20platebody%20(g) price
2015-10-09,50597
2015-10-10,50597
2015-10-11,49993
2015-10-12,49393
2015-10-13,49393
2015-10-14,49211
2015-10-15,49116
2015-10-16,49630
2015-10-17,49630
2015-10-18,49217
2015-10-19,49747
2015-10-20,49747
2015-10-22,50213
2015-10-23,50261
2015-10-24,50261
2015-10-25,50767
2015-10-26,51259
2015-10-27,51259
2015-10-29,52016
2015-10-30,52809
2015-10-31,53636
2015-11-01,53636
2015-11-02,54896
2015-11-03,54896
2015-11-04,55829
2015-11-05,55829
2015-11-06,55120
2015-11-07,54254
2015-11-08,54254
2015-11-09,53831
2015-11-10,53831
2015-11-11,54650
2015-11-12,54650
2015-11-13,55117
2015-11-14,55117
2015-11-15,56169
2015-11-16,56169
2015-11-17,56274
2015-11-18,56274
2015-11-19,55600
2015-11-20,55813
2015-11-21,55813
2015-11-22,56165
2015-11-23,56165
2015-11-24,56638
2015-11-25,56841
2015-11-26,56841
2015-11-27,56843
2015-11-28,56843
2015-11-29,56361
2015-11-30,56586
2015-12-01,56586
2015-12-02,57530
2015-12-03,57530
2015-12-04,57480
2015-12-05,57480
2015-12-06,57597
2015-12-07,57597
2015-12-08,57625
2015-12-09,57481
2015-12-10,57481
2015-12-11,58011
2015-12-12,58011
2015-12-13,58777
2015-12-14,58777
2015-12-15,58963
2015-12-16,58963
2015-12-17,58780
2015-12-18,58030
2015-12-19,58030
2015-12-20,59230
2015-12-21,59230
2015-12-22,60339
2015-12-23,60722
2015-12-24,60722
2015-12-25,60648
2015-12-26,60648
2015-12-27,61212
2015-12-28,61212
2015-12-29,61733
2015-12-30,60616
2015-12-31,60616
2016-01-01,58665
2016-01-02,58665
2016-01-03,58262
2016-01-04,56751
2016-01-05,56751
2016-01-06,55173
2016-01-07,55173
2016-01-08,54771
2016-01-09,54771
2016-01-10,54538
2016-01-11,54538
2016-01-12,54222
2016-01-13,54222
2016-01-14,53987
2016-01-15,53353
2016-01-16,53362
2016-01-17,53454
2016-01-18,53737
2016-01-19,53737
2016-01-20,54045
2016-01-21,54045
2016-01-22,54299
2016-01-23,54299
2016-01-24,54344
2016-01-25,53677
2016-01-26,53677
2016-01-27,53095
2016-01-28,53095
2016-01-29,52218
2016-01-30,52218
2016-01-31,51209
2016-02-01,50279
2016-02-02,50279
2016-02-03,51242
2016-02-04,51189
2016-02-05,51189
2016-02-06,51105
2016-02-07,51105
2016-02-08,51371
2016-02-09,51371
2016-02-10,51682
2016-02-11,51682
2016-02-12,52316
2016-02-13,53072
2016-02-14,53072
2016-02-15,53823
2016-02-16,53823
2016-02-17,53745
2016-02-18,53745
2016-02-19,53576
2016-02-20,53189
2016-02-21,52179
2016-02-22,52179
2016-02-23,51395
2016-02-24,51395
2016-02-25,50477
2016-02-26,50477
2016-02-27,50465
2016-02-28,50465
2016-02-29,50242
2016-03-01,50274
2016-03-02,50274
2016-03-03,51656
2016-03-04,52949
2016-03-05,54550
2016-03-06,55646
2016-03-07,55646
2016-03-08,56438
2016-03-09,57012
2016-03-10,56908
2016-03-11,56908
2016-03-12,56917
2016-03-13,56917
2016-03-14,55232
2016-03-15,53707
2016-03-16,52610
2016-03-17,52610
2016-03-18,52003
2016-03-19,52003
2016-03-20,51394
2016-03-21,51394
2016-03-22,51284
2016-03-23,51116
2016-03-24,51116
2016-03-25,50958
2016-03-26,51087
2016-03-27,51087
2016-03-28,50367
2016-03-29,49914
2016-03-30,49914
2016-03-31,49642
2016-04-01,49642
2016-04-02,49262
2016-04-03,49051
2016-04-04,49600
2016-04-05,49600
2016-04-06,49742
2016-04-07,49742
2016-04-08,49774
2016-04-09,50489
2016-04-10,50395
2016-04-11,50395
2016-04-12,50669
2016-04-13,50669
2016-04-14,50901
2016-04-15,51535
2016-04-16,51535
2016-04-17,51465
2016-04-18,51474
2016-04-19,51848
2016-04-20,51318
2016-04-21,51403
2016-04-22,51403
2016-04-23,51825
2016-04-24,51855
2016-04-25,51778
2016-04-26,51778
2016-04-27,51912
2016-04-28,51896
2016-04-29,51896
2016-04-30,51169
2016-05-01,51169
2016-05-02,51505
2016-05-03,52011
2016-05-04,52011
2016-05-05,52821
2016-05-06,52821
2016-05-07,53704
2016-05-08,53704
2016-05-09,53013
2016-05-10,51654
2016-05-11,51654
2016-05-12,51154
2016-05-13,51194
2016-05-14,50444
2016-05-15,49684
2016-05-16,49684
2016-05-17,49069
2016-05-18,48507
2016-05-19,48507
2016-05-22,48083
2016-05-23,47931
2016-05-24,47500
2016-05-25,47415
2016-05-26,47491
2016-05-27,47822
2016-05-28,47822
2016-05-29,47115
2016-05-30,47115
2016-05-31,46213
2016-06-01,45244
2016-06-02,45941
2016-06-03,45941
2016-06-04,46826
2016-06-05,46826
2016-06-06,47659
2016-06-07,47659
2016-06-08,48328
2016-06-09,48436
2016-06-10,48748
2016-06-11,48748
2016-06-12,48240
2016-06-13,48240
2016-06-14,48373
2016-06-15,47666
2016-06-16,47666
2016-06-17,48014
2016-06-18,48014
2016-06-19,48115
2016-06-20,49158
2016-06-21,49571
2016-06-22,49593
2016-06-23,48006
2016-06-24,46355
2016-06-25,45069
2016-06-26,45069
2016-06-27,45389
2016-06-28,45914
2016-06-29,46298
2016-06-30,46020
2016-07-01,46138
2016-07-02,46138
2016-07-03,46137
2016-07-04,45940
2016-07-05,45940
2016-07-06,45631
2016-07-07,44604
2016-07-08,45076
2016-07-09,45479
2016-07-10,45317
2016-07-11,45716
2016-07-12,45488
2016-07-13,45738
2016-07-14,45775
2016-07-15,45931
2016-07-16,45866
2016-07-17,45866
2016-07-18,45455
2016-07-23,44634
2016-07-24,44138
2016-07-25,43495
2016-07-26,43495
2016-07-27,43744
2016-07-28,43744
2016-07-29,43916
2016-07-30,44092
2016-07-31,44092
2016-08-01,43561
2016-08-02,42970
2016-08-03,43565
2016-08-04,43565
2016-08-05,44017
2016-08-06,43967
2016-08-07,43793
2016-08-08,43793
2016-08-09,44267
2016-08-10,44408
2016-08-11,44408
2016-08-12,44147
2016-08-13,44147
2016-08-14,44782
2016-08-15,45316
2016-08-16,45631
2016-08-17,45631
2016-08-18,44808
2016-08-19,45146
2016-08-20,44561
2016-08-21,44561
2016-08-22,43341
2016-08-23,43643
2016-08-24,43643
2016-08-25,43941
2016-08-26,43941
2016-08-28,43922
2016-08-31,44841
2016-09-01,45177
2016-09-02,45177
2016-09-03,44858
2016-09-04,44999
2016-09-05,45472
2016-09-06,45908
2016-09-07,45908
2016-09-08,46922
2016-09-09,46922
2016-09-10,47671
2016-09-11,47671
2016-09-12,47888
2016-09-13,48021
2016-09-14,48021
2016-09-15,46737
2016-09-16,46737
2016-09-17,45035
2016-09-18,45035
2016-09-19,45413
2016-09-20,45413
2016-09-21,45691
2016-09-22,46606
2016-09-23,46799
2016-09-24,46799
2016-09-25,46548
2016-09-26,46548
2016-09-27,46200
2016-09-28,46200
2016-09-29,45345
2016-09-30,44653
2016-10-01,44796
2016-10-02,44796
2016-10-03,44934
2016-10-04,44934
2016-10-05,45024
2016-10-06,45196
2016-10-07,45196
2016-10-08,45358
2016-10-09,45358
2016-10-10,44975
2016-10-11,45154
2016-10-12,45154
2016-10-13,44902
2016-10-14,44972
2016-10-15,44928
2016-10-16,44928
2016-10-17,44915
2016-10-18,44915
2016-10-19,44873
2016-10-20,44810
2016-10-21,44681
2016-10-22,44681
2016-10-23,44585
2016-10-24,44737
2016-10-25,44737
2016-10-26,45100
2016-10-27,45100
2016-10-28,45884
2016-10-29,45667
2016-10-30,45667
2016-10-31,45201
2016-11-01,45201
2016-11-02,44660
2016-11-03,44660
2016-11-04,45193
2016-11-05,45193
2016-11-06,45543
2016-11-07,45543
2016-11-08,45607
2016-11-09,45607
2016-11-10,45150
2016-11-11,45150
2016-11-12,44921
2016-11-13,44921
2016-11-14,44689
2016-12-08,44852
2016-12-09,44746
2016-12-10,44746
2016-12-11,44781
2016-12-12,44453
2016-12-13,44757
2016-12-14,45413
2016-12-15,45413
2016-12-16,45477
2016-12-17,45198
2016-12-18,45198
2016-12-19,45103
2016-12-20,45495
2016-12-21,45536
2016-12-22,45536
2016-12-23,45628
2016-12-24,45628
2016-12-25,45893
2016-12-26,45893
2016-12-27,45379
2016-12-28,44565
2016-12-29,44685
2016-12-30,44900
2016-12-31,45426
2017-01-01,44767
2017-01-02,44540
2017-01-03,44167
2017-01-04,44332
2017-01-05,44332
2017-01-06,44676
2017-01-07,44917
2017-01-08,44741
2017-01-09,44811
2017-01-10,45322
2017-01-11,45028
2017-01-12,44994
2017-01-13,44994
2017-01-14,45001
2017-01-15,44960
2017-01-16,45005
2017-01-17,44851
2017-01-18,45196
2017-01-19,45397
2017-01-20,45001
2017-01-21,45178
2017-01-22,44756
2017-01-27,45272
2017-01-28,45571
2017-01-29,44694
2017-01-30,44694
2017-01-31,44335
2017-02-01,45012
2017-02-02,45387
2017-02-03,45214
2017-02-04,45256
2017-02-05,45127
2017-02-06,45539
2017-02-07,45727
2017-02-08,46023
2017-02-09,46023
2017-02-10,46222
2017-02-11,45635
2017-02-12,45635
2017-02-13,46191
2017-02-14,46152
2017-02-15,46152
2017-02-16,45466
2017-02-18,43967
2017-02-19,44110
2017-02-20,44325
2017-02-21,44281
2017-02-22,44281
2017-02-23,44496
2017-02-24,44496
2017-02-25,44775
2017-02-26,45101
2017-02-27,45373
2017-02-28,45561
2017-03-01,45902
2017-03-02,47543
2017-03-03,47543
2017-03-04,47717
2017-03-05,46871
2017-03-06,47364
2017-03-07,47800
2017-03-08,47800
2017-03-09,47906
2017-03-10,47526
2017-03-11,47872
2017-03-12,48291
2017-03-13,48505
2017-03-14,48308
2017-03-15,47469
2017-03-16,47233
2017-03-17,47282
2017-03-18,47071
2017-03-19,46602
2017-03-20,46887
2017-03-21,46654
2017-03-22,46379
2017-03-23,46947
2017-03-24,46888
2017-03-25,46888
2017-03-26,46715
2017-03-27,46860
2017-03-28,46327
2017-03-29,46991
2017-03-30,47252
2017-03-31,47318
2017-04-01,47671
2017-04-02,47671
2017-04-03,47542
2017-04-04,47709
2017-04-12,49615
2017-04-13,50217
2017-04-14,50172
2017-04-15,50280
2017-04-16,50063
2017-04-17,50277
2017-04-18,50125
2017-04-19,50027
2017-04-20,50028
2017-04-21,49763
2017-04-22,49763
2017-04-23,49510
2017-04-24,49792
2017-04-25,49020
2017-04-26,49020
2017-04-27,49209
2017-04-28,49864
2017-04-29,50167
2017-04-30,49244
2017-05-01,48921
2017-05-02,48974
2017-05-03,48886
2017-05-04,48364
2017-05-05,48134
2017-05-06,48134
2017-05-07,48733
2017-05-08,47768
2017-05-09,47674
2017-05-10,47674
2017-05-11,47381
2017-05-12,47405
2017-05-13,47473
2017-05-14,45938
2017-05-15,45286
2017-05-16,45474
2017-05-17,45474
2017-05-18,45864
2017-05-19,45864
2017-05-20,45810
2017-05-21,45810
2017-05-22,46642
2017-05-23,46642
2017-05-24,46499
2017-05-25,46499
2017-05-26,46134
2017-05-27,45854
2017-05-28,45854
2017-05-29,44679
2017-05-30,43123
2017-05-31,41997
2017-06-01,40829
2017-06-02,39931
2017-06-03,39931
2017-06-06,39875
2017-06-07,40423
2017-06-08,40423
2017-06-09,40303
2017-06-10,40560
2017-06-11,41558
2017-06-12,41558
2017-06-13,42375
2017-06-14,43459
2017-06-15,43459
2017-06-16,43975
2017-06-17,43975
2017-06-18,44282
2017-06-19,44282
2017-06-20,43634
2017-06-21,42887
2017-06-22,42887
2017-06-23,43212
2017-06-24,43260
2017-06-25,43260
2017-06-26,43570
2017-06-27,44549
2017-06-28,44549
2017-06-29,45030
2017-06-30,44210
2017-07-01,44210
2017-07-02,44018
2017-07-03,43874
2017-07-04,43227
2017-07-05,43227
2017-07-06,43135
2017-07-07,43135
2017-07-08,42503
2017-07-13,42568
2017-07-14,42915
2017-07-15,42915
2017-07-16,42753
2017-07-17,42695
2017-07-18,42695
2017-07-19,43745
2017-07-20,43975
2017-07-21,44175
2017-07-22,44265
2017-07-23,45088
2017-07-24,45088
2017-07-25,44993
2017-07-26,45200
2017-07-27,45013
2017-07-28,45619
2017-07-29,45619
2017-07-30,46241
2017-07-31,46241
2017-08-01,45711
2017-08-02,44944
2017-08-03,44944
2017-08-04,45289
2017-08-05,45727
2017-08-06,45727
2017-08-09,45472
2017-08-10,44752
2017-08-11,43656
2017-08-12,42929
2017-08-13,42728
2017-08-14,42728
2017-08-15,42802
2017-08-17,43414
2017-08-18,43414
2017-08-19,43367
2017-08-20,44235
2017-08-21,44863
2017-08-22,44480
2017-08-23,44480
2017-08-24,45389
2017-08-25,45389
2017-08-26,45809
2017-08-27,45790
2017-08-28,45790
2017-08-29,45806
2017-08-30,46460
2017-08-31,46460
2017-09-01,45746
2017-09-02,45119
2017-09-03,45119
2017-09-04,44951
2017-09-05,45324
2017-09-06,45915
2017-09-07,45927
2017-09-08,45927
2017-09-09,45834
2017-09-10,46578
2017-09-11,46773
2017-09-12,46773
2017-09-13,47384
2017-09-14,47423
2017-09-15,47423
2017-09-16,47474
2017-09-17,47206
2017-09-19,46508
2017-09-20,46044
2017-09-21,47406
2017-09-22,48813
2017-09-23,48813
2017-09-24,49034
2017-09-25,49034
2017-09-26,49489
2017-09-27,49489
2017-09-28,50821
2017-09-29,50806
2017-09-30,49559
2017-10-01,48688
2017-10-02,47522
2017-10-03,47522
2017-10-04,46014
2017-10-05,45856
2017-10-06,45195
2017-10-07,45212
2017-10-08,45182
2017-10-09,45460
2017-10-10,46198
2017-10-11,46198
2017-10-12,46570
2017-10-13,47266
2017-10-14,47815
2017-10-15,47815
2017-10-16,48084
2017-10-17,48084
2017-10-18,47744
2017-10-19,47744
2017-10-20,47137
2017-10-21,46916
2017-10-22,46875
2017-10-23,45829
2017-10-24,45608
2017-10-25,45838
2017-10-26,46591
2017-10-27,47028
2017-10-28,47028
2017-10-29,46988
2017-10-30,47431
2017-10-31,47603
2017-11-01,47603
2017-11-02,47776
2017-11-03,47393
2017-11-04,47115
2017-11-05,47115
2017-11-06,46432
2017-11-07,46432
2017-11-08,46043
2017-11-09,46254
2017-11-10,46254
2017-11-11,46743
2017-11-12,47416
2017-11-13,47769
2017-11-14,47769
2017-11-15,48252
2017-11-16,47427
2017-11-17,45887
2017-11-18,45887
2017-11-19,45544
2017-11-20,46502
2017-11-21,46150
2017-11-22,46150
2017-11-23,46050
2017-11-24,46050
2017-11-25,46282
2017-11-26,46475
2017-11-27,46475
2017-11-28,46283
2017-11-29,45782
2017-11-30,45782
2017-12-01,46303
2017-12-02,46303
2017-12-03,46119
2017-12-04,46119
2017-12-05,46165
2017-12-06,47176
2017-12-07,47975
2017-12-08,47975
2017-12-09,48106
2017-12-10,48312
2017-12-11,47435
2017-12-12,47037
2017-12-13,47482
2017-12-14,48428
2017-12-15,49263
2017-12-16,49263
2017-12-17,50461
2017-12-18,51730
2017-12-19,51730
2017-12-20,52702
2017-12-21,53838
2017-12-22,54849
2017-12-23,55883
2017-12-24,57258
2017-12-25,58592
2017-12-26,59581
2017-12-27,59393
2017-12-28,59393
2017-12-29,57432
2017-12-30,56687
2017-12-31,56687
2018-01-01,56875
2018-01-02,57226
2018-01-03,58284
2018-01-04,58284
2018-01-05,57655
2018-01-06,57659
2018-01-07,58573
2018-01-08,58093
2018-01-09,57610
2018-01-10,57610
2018-01-11,55929
2018-01-12,56963
2018-01-13,56829
2018-01-14,55640
2018-01-15,54799
2018-01-16,54294
2018-01-17,54809
2018-01-18,55797
2018-01-19,55797
2018-01-20,56235
2018-01-21,56394
2018-01-22,55945
2018-01-23,55511
2018-01-24,55836
2018-01-25,56854
2018-01-26,57020
2018-01-27,56889
2018-01-28,57343
2018-01-29,57699
2018-01-30,57614
2018-02-01,57602
2018-02-02,57436
2018-02-03,56296
2018-02-04,56672
2018-02-05,57517
2018-02-06,57511
2018-02-07,57338
2018-02-08,57338
2018-02-09,57852
2018-02-10,58279
2018-02-11,58857
2018-02-12,58808
2018-02-13,58821
2018-02-14,58539
2018-02-15,56882
2018-02-16,54912
2018-02-17,53620
2018-02-18,53596
2018-02-19,52975
2018-02-20,52798
2018-02-21,52915
2018-02-22,51192
2018-02-23,51713
2018-02-24,52665
2018-02-25,53394
2018-02-26,53414
2018-02-27,53811
2018-02-28,53273
2018-03-01,53687
2018-03-02,53792
2018-03-03,53787
2018-03-04,53828
2018-03-05,54740
2018-03-06,54421
2018-03-07,54480
2018-03-08,54279
2018-03-09,53957
2018-03-10,53133
2018-03-11,52307
2018-03-12,52094
2018-03-13,52954
2018-03-14,53290
2018-03-15,53331
2018-03-16,53360
2018-03-17,52792
2018-03-18,52991
2018-03-19,53035
2018-03-20,53353
2018-03-21,53812
2018-03-23,55119
2018-03-24,55259
2018-03-26,54750
2018-03-27,54143
2018-03-28,54050
2018-03-29,53617
2018-03-30,53127
2018-03-31,53207
2018-04-01,53338
2018-04-02,53488
2018-04-03,54109
2018-04-04,54266
2018-04-05,54406
2018-04-06,53941
2018-04-08,52885
2018-04-09,53386
2018-04-10,53131
2018-04-11,53357
2018-04-12,53703
2018-04-13,53592
2018-04-14,53582
2018-04-15,53878
2018-04-16,54069
2018-04-17,54430
2018-04-18,55146
2018-04-19,56339
2018-04-20,56962
2018-04-21,58623
2018-04-22,59498
2018-04-23,59608
2018-04-24,59763
2018-04-25,59639
2018-04-26,60437
2018-04-27,60426
2018-04-28,60841
2018-04-29,60290
2018-04-30,59348
2018-05-01,60028
2018-05-02,59757
2018-05-03,60447
2018-05-04,60553
2018-05-05,60645
2018-05-06,60645
2018-05-07,61188
2018-05-08,60590
2018-05-09,61652
2018-05-10,63019
2018-05-11,63015
2018-05-12,63562
2018-05-13,63374
2018-05-14,63169
2018-05-15,62804
2018-05-16,63066
2018-05-17,63784
2018-05-18,64101
2018-05-19,64686
2018-05-20,64729
2018-05-21,65240
2018-05-22,64958
2018-05-23,64869
2018-05-24,64740
2018-05-25,63108
2018-05-26,62903
2018-05-27,62658
2018-05-28,61900
2018-05-29,61629
2018-05-30,62261
2018-05-31,62927
2018-06-01,62767
2018-06-02,61921
2018-06-03,61993
2018-06-04,61085
2018-06-05,61694
2018-06-06,62272
2018-06-07,62248
2018-06-08,62410
2018-06-09,62637
2018-06-10,61802
2018-06-11,61418
2018-06-12,61265
2018-06-13,61443
2018-06-14,61474
2018-06-15,61760
2018-06-16,62128
2018-06-17,61953
2018-06-18,61975
2018-06-19,61758
2018-06-20,61758
2018-06-21,60442
2018-06-22,60136
2018-06-23,59349
2018-06-24,60051
2018-06-25,60188
2018-06-26,60581
2018-06-27,60813
2018-06-28,61371
2018-06-29,61441
2018-06-30,59956
2018-07-01,60254
2018-07-02,59303
2018-07-03,58202
2018-07-04,58179
2018-07-05,57624
2018-07-06,57289
2018-07-07,57376
2018-07-08,56678
2018-07-09,56921
2018-07-10,57286
2018-07-11,57581
2018-07-12,56545
2018-07-13,57143
2018-07-14,58206
2018-07-15,58165
2018-07-16,57802
2018-07-17,57506
2018-07-18,57643
2018-07-19,56690
2018-07-20,56618
2018-07-21,57465
2018-07-22,57807
2018-07-23,58769
2018-07-24,59244
2018-07-25,59454
2018-07-26,59019
2018-07-27,58464
2018-07-28,59056
2018-07-29,59722
2018-07-30,59683
2018-07-31,59262
2018-08-01,59347
2018-08-02,59423
2018-08-03,60300
2018-08-04,61100
2018-08-05,60984
2018-08-06,60796
2018-08-07,61222
2018-08-08,61958
2018-08-09,62403
2018-08-10,63034
2018-08-11,64390
2018-08-12,65165
2018-08-14,63717
2018-08-16,62012
2018-08-17,61092
2018-08-18,61446
2018-08-19,61388
2018-08-20,60958
2018-08-21,60595
2018-08-22,61037
2018-08-23,62169
2018-08-24,64026
2018-08-25,64255
2018-08-26,63323
2018-08-27,64771
2018-08-28,63886
2018-08-29,63585
2018-08-30,63104
2018-08-31,63358
2018-09-01,62405
2018-09-02,62736
2018-09-03,63151
2018-09-04,63946
2018-09-05,64807
2018-09-06,65528
2018-09-07,66432
2018-09-08,67057
2018-09-09,66245
2018-09-10,66831
2018-09-11,66409
2018-09-12,66873
2018-09-13,66924
2018-09-14,66901
2018-09-15,67229
2018-09-16,67537
2018-09-17,68971
2018-09-18,70313
2018-09-19,71019
2018-09-20,72925
2018-09-21,73519
2018-09-22,75166
2018-09-23,75442
2018-09-24,76406
2018-09-25,77861
2018-09-26,80088
2018-09-27,82255
2018-09-28,84208
2018-09-29,86047
2018-09-30,87209
2018-10-02,88735
2018-10-03,89656
2018-10-04,91624
2018-10-05,93556
2018-10-06,95670
2018-10-07,97627
2018-10-08,97829
2018-10-09,96529
2018-10-10,95985
2018-10-11,96633
2018-10-12,97308
2018-10-13,96338
2018-10-14,94706
2018-10-15,94900
2018-10-16,94690
2018-10-17,94402
2018-10-18,94918
2018-10-19,95186
2018-10-20,96107
2018-10-21,95034
2018-10-22,95081
2018-10-23,93383
2018-10-24,92854
2018-10-25,90409
2018-10-26,89313
2018-10-27,88336
2018-10-28,90186
2018-10-29,92143
2018-10-30,93861
2018-10-31,95870
2018-11-01,98610
2018-11-03,107988
2018-11-04,113181
2018-11-05,118739
2018-11-06,124579
2018-11-07,129835
2018-11-08,136319
2018-11-09,143135
2018-11-10,150292
2018-11-11,157807
2018-11-12,165698
2018-11-13,173983
2018-11-14,182683
2018-11-15,191818
2018-11-16,201409
2018-11-17,211480
2018-11-18,222054
2018-11-19,233157
2018-11-20,244815
2018-11-21,256783
2018-11-22,269176
2018-11-23,278979
2018-11-24,284105
2018-11-25,287468
2018-11-26,289331
2018-11-27,290454
2018-11-28,286838
2018-11-29,279625
2018-12-01,263730
2018-12-02,254848
2018-12-03,253524
2018-12-04,246905
2018-12-05,241169
2018-12-07,230617
2018-12-09,216391
2018-12-10,211342
2018-12-11,206205
2018-12-12,202158
2018-12-13,199287
2018-12-14,196530
2018-12-15,198893
2018-12-16,199897
2018-12-17,199867
2018-12-18,199813
2018-12-19,196640
2018-12-20,198924
2018-12-21,195940
2018-12-22,192960
2018-12-23,191040
2018-12-24,189291
2018-12-25,187533
2018-12-26,185109
2018-12-27,184148
2018-12-28,180634
2018-12-29,178857
2018-12-30,178883
2018-12-31,175496
2019-01-01,170953
2019-01-02,166489
2019-01-03,162189
2019-01-04,160384
2019-01-05,162220
2019-01-06,160585
2019-01-08,158340
2019-01-10,151036
2019-01-11,146484
2019-01-12,142699
2019-01-13,137871
2019-01-14,134418
2019-01-15,132542
2019-01-16,129097
2019-01-17,125528
2019-01-18,122546
2019-01-19,118790
2019-01-20,115833
2019-01-21,113949
2019-01-22,111537
2019-01-23,107933
2019-01-24,104774
2019-01-25,102714
2019-01-26,99558
2019-01-27,96789
2019-01-28,95069
2019-01-29,96364
2019-01-30,98545
2019-01-31,98519
2019-02-01,98633
2019-02-02,98987
2019-02-03,99552
2019-02-04,99041
2019-02-05,99577
2019-02-06,98460
2019-02-07,97861
2019-02-08,96774
2019-02-09,95720
2019-02-10,94429
2019-02-11,93246
2019-02-12,91059
2019-02-13,89508
2019-02-14,87452
2019-02-15,86186
2019-02-16,84518
2019-02-17,83965
2019-02-18,82887
2019-02-19,82992
2019-02-20,83656
2019-02-21,85123
2019-02-22,85640
2019-02-23,85832
2019-02-24,85438
2019-02-25,83794
2019-02-26,83594
2019-02-27,82980
2019-02-28,82388
2019-03-01,82871
2019-03-02,83434
2019-03-03,84852
2019-03-04,85074
2019-03-05,86284
2019-03-06,85894
2019-03-07,84948
2019-03-08,83813
2019-03-09,83589
2019-03-10,83937
2019-03-11,83602
2019-03-12,84157
2019-03-13,85028
2019-03-14,87224
2019-03-15,89468
2019-03-16,91494
2019-03-17,92690
2019-03-18,93165
2019-03-19,93291
2019-03-20,91527
2019-03-21,90162
2019-03-22,89238
2019-03-23,88601
2019-03-24,89164
2019-03-25,89542
2019-03-26,89706
2019-03-27,89785
2019-03-28,88991
2019-03-29,87730
2019-03-30,87342
2019-03-31,87377
2019-04-01,88526
2019-04-02,89797
2019-04-03,91183
