date_obj,Guardian%20boots price
2018-05-29,11094297
2018-05-30,11535169
2018-05-31,12111348
2018-06-01,12716916
2018-06-02,12852199
2018-06-03,12852199
2018-06-04,12501940
2018-06-05,12731447
2018-06-06,13307937
2018-06-07,12642540
2018-06-08,12010413
2018-06-09,11409892
2018-06-10,10839397
2018-06-11,10297427
2018-06-12,9782555
2018-06-13,9302317
2018-06-14,8837201
2018-06-15,8395340
2018-06-16,7975573
2018-06-17,7593876
2018-06-18,7493676
2018-06-19,7573920
2018-06-20,7573920
2018-06-21,7898893
2018-06-22,7978425
2018-06-23,8216318
2018-06-24,8483857
2018-06-25,8438154
2018-06-26,8183864
2018-06-27,8011980
2018-06-28,7765802
2018-06-29,7612944
2018-06-30,7800047
2018-07-01,8101481
2018-07-02,8395548
2018-07-03,8714930
2018-07-04,9110035
2018-07-05,8874160
2018-07-06,8806104
2018-07-07,8909751
2018-07-08,8993514
2018-07-09,8932234
2018-07-10,8843729
2018-07-11,8798205
2018-07-12,8553009
2018-07-13,8345273
2018-07-14,8363496
2018-07-15,8325489
2018-07-16,8214483
2018-07-17,8115638
2018-07-18,7990238
2018-07-19,7953127
2018-07-20,7766764
2018-07-21,7766377
2018-07-22,7779625
2018-07-23,7737038
2018-07-24,7690366
2018-07-25,7631993
2018-07-26,7529126
2018-07-27,7237888
2018-07-28,7168047
2018-07-29,7094895
2018-07-30,6922705
2018-07-31,6909885
2018-08-01,6909885
2018-08-02,6770804
2018-08-03,6500946
2018-08-04,6417555
2018-08-05,6370104
2018-08-06,6334740
2018-08-07,6295090
2018-08-08,6054808
2018-08-09,5781745
2018-08-10,5594237
2018-08-11,5596092
2018-08-12,5736576
2018-08-14,6032545
2018-08-16,5792692
2018-08-17,5698657
2018-08-18,5671806
2018-08-19,5794658
2018-08-20,5729578
2018-08-21,5674755
2018-08-22,5592905
2018-08-23,5466401
2018-08-24,5511671
2018-08-25,5529869
2018-08-26,5631443
2018-08-27,5606640
2018-08-28,5648353
2018-08-29,5607987
2018-08-30,5638280
2018-08-31,5812814
2018-09-01,6032712
2018-09-02,6057541
2018-09-03,6048681
2018-09-04,6010123
2018-09-05,5893820
2018-09-06,5893820
2018-09-07,5721977
2018-09-08,5716940
2018-09-09,5722502
2018-09-10,5668591
2018-09-11,5676608
2018-09-12,5694156
2018-09-13,5748399
2018-09-14,5850705
2018-09-15,5864008
2018-09-16,5851358
2018-09-17,5786141
2018-09-18,5667669
2018-09-19,5662486
2018-09-20,5647952
2018-09-21,5676427
2018-09-22,5800402
2018-09-23,5911947
2018-09-24,5846756
2018-09-25,5780870
2018-09-26,5830062
2018-09-27,5992221
2018-09-28,5895878
2018-09-29,5866780
2018-09-30,5978076
2018-10-02,6177761
2018-10-03,6059525
2018-10-04,6005435
2018-10-05,6004034
2018-10-06,5985283
2018-10-07,5942565
2018-10-08,5896557
2018-10-09,5860545
2018-10-10,5851893
2018-10-11,5888891
2018-10-12,5864935
2018-10-13,5963556
2018-10-14,6003610
2018-10-15,6032237
2018-10-16,6152937
2018-10-17,6184730
2018-10-18,6141444
2018-10-19,6058579
2018-10-20,6027791
2018-10-21,5977642
2018-10-22,5970326
2018-10-23,5919319
2018-10-24,5884959
2018-10-25,5961918
2018-10-26,5922299
2018-10-27,5874930
2018-10-28,5871890
2018-10-29,5861667
2018-10-30,5840124
2018-10-31,5851798
2018-11-01,5819776
2018-11-03,5699962
2018-11-04,5666649
2018-11-05,5704912
2018-11-06,5813912
2018-11-07,5852572
2018-11-08,5850115
2018-11-09,5813199
2018-11-10,5859771
2018-11-11,5894919
2018-11-12,5893726
2018-11-13,5913781
2018-11-14,5909632
2018-11-15,5937739
2018-11-16,5910902
2018-11-17,5919104
2018-11-18,5915027
2018-11-19,5898289
2018-11-20,5864678
2018-11-21,5758064
2018-11-22,5656660
2018-11-23,5635703
2018-11-24,5568935
2018-11-25,5410403
2018-11-26,5235379
2018-11-27,5229870
2018-11-28,5243647
2018-11-29,5354072
2018-12-01,5407898
2018-12-02,5446720
2018-12-03,5465444
2018-12-04,5409111
2018-12-05,5339787
2018-12-07,5319698
2018-12-09,5410544
2018-12-10,5596377
2018-12-11,5700929
2018-12-12,5608958
2018-12-13,5596535
2018-12-14,5586570
2018-12-15,5516830
2018-12-16,5502558
2018-12-17,5482813
2018-12-18,5511097
2018-12-19,5618859
2018-12-20,5665191
2018-12-21,5762973
2018-12-22,5730473
2018-12-23,5930825
2018-12-24,5950702
2018-12-25,6190349
2018-12-26,6341730
2018-12-27,6484828
2018-12-28,6679052
2018-12-29,6907750
2018-12-30,6787770
2018-12-31,6622671
2019-01-01,6599715
2019-01-02,6634414
2019-01-03,6643953
2019-01-04,6665653
2019-01-05,6768162
2019-01-06,6944630
2019-01-08,6892464
2019-01-10,6587800
2019-01-11,6258410
2019-01-12,5945489
2019-01-13,5649006
2019-01-14,5384351
2019-01-15,5287742
2019-01-16,5199397
2019-01-17,5154315
2019-01-18,5241268
2019-01-19,5472177
2019-01-20,5601635
2019-01-21,5601211
2019-01-22,5628526
2019-01-23,5671646
2019-01-24,5833951
2019-01-25,6029806
2019-01-26,6213178
2019-01-27,5994995
2019-01-28,5944283
2019-01-29,6025977
2019-01-30,6155286
2019-01-31,6091459
2019-02-01,6058555
2019-02-02,6160462
2019-02-03,6151989
2019-02-04,6223436
2019-02-05,6130395
2019-02-06,6066238
2019-02-07,5958276
2019-02-08,5993258
2019-02-09,6034858
2019-02-10,6137634
2019-02-11,6035121
2019-02-12,5997575
2019-02-13,5911624
2019-02-14,5741389
2019-02-15,5789900
2019-02-16,5902840
2019-02-17,5988016
2019-02-18,5896105
2019-02-19,5858317
2019-02-20,5842773
2019-02-21,5873415
2019-02-22,5933824
2019-02-23,6131245
2019-02-24,6052228
2019-02-25,6052502
2019-02-26,6028689
2019-02-27,6006647
2019-02-28,5952512
2019-03-01,5916833
2019-03-02,5934028
2019-03-03,5931748
2019-03-04,5907429
2019-03-05,5900129
2019-03-06,5906388
2019-03-07,5891054
2019-03-08,5953775
2019-03-09,5924776
2019-03-10,5884630
2019-03-11,5827697
2019-03-12,5775773
2019-03-13,5651494
2019-03-14,5556710
2019-03-15,5482146
2019-03-16,5565500
2019-03-17,5731498
2019-03-18,5682027
2019-03-19,5667229
2019-03-20,5770838
2019-03-21,5932842
2019-03-22,5844072
2019-03-23,5929687
2019-03-24,6014534
2019-03-25,5953136
2019-03-26,5890712
2019-03-27,5841700
2019-03-28,5808106
2019-03-29,5749331
2019-03-30,5815859
2019-03-31,5832257
2019-04-01,5866389
2019-04-02,5885952
2019-04-03,6042197
2019-04-04,6155249
2019-04-05,6378804
2019-04-06,6476030
2019-04-07,6514725
2019-04-08,6330445
2019-04-09,6301264
2019-04-10,6276145
2019-04-11,6246495
2019-04-12,6170256
2019-04-13,6110128
2019-04-14,5899714
2019-04-15,5748008
2019-04-16,5634639
2019-04-17,5530632
2019-04-18,5565820
2019-04-19,5588083
2019-04-20,5641432
2019-04-21,5667439
2019-04-22,5775303
2019-04-23,5737790
2019-04-24,5832859
2019-04-25,5946575
2019-04-26,5996953
2019-04-27,6122249
2019-04-28,6208427
2019-04-29,6079038
2019-04-30,6021669
2019-05-01,5914031
2019-05-02,5874826
2019-05-03,5864731
2019-05-04,5912406
2019-05-05,5951420
2019-05-06,5937361
2019-05-07,5917123
2019-05-08,5967455
2019-05-09,5946030
2019-05-10,5926767
2019-05-11,5899487
2019-05-12,5864507
2019-05-13,5829088
2019-05-14,5816019
2019-05-15,5773608
2019-05-16,5689894
2019-05-17,5695118
2019-05-18,5685017
2019-05-19,5666003
2019-05-20,5645205
2019-05-21,5630504
2019-05-22,5601822
2019-05-23,5555900
2019-05-24,5548399
2019-05-25,5525073
2019-05-26,5519720
2019-05-27,5483180
2019-05-28,5476207
2019-05-29,5477314
2019-05-30,5464076
2019-05-31,5425189
2019-06-01,5427515
2019-06-02,5596372
2019-06-03,5539369
2019-06-04,5489554
2019-06-05,5443538
2019-06-06,5374049
2019-06-07,5330077
2019-06-08,5291083
2019-06-09,5285357
2019-06-10,5266228
2019-06-11,5207906
2019-06-12,5165873
2019-06-13,5138563
2019-06-14,5175299
2019-06-15,5184209
2019-06-16,5158685
2019-06-17,5122216
2019-06-18,5054144
2019-06-19,5007836
2019-06-20,4934841
2019-06-21,4843567
2019-06-22,4789090
2019-06-23,4589803
2019-06-24,4453098
2019-06-25,4466324
2019-06-26,4532827
2019-06-27,4689923
2019-06-28,4737455
2019-06-29,4891804
2019-06-30,5107241
2019-07-01,5183284
2019-07-02,5223583
2019-07-03,5269445
2019-07-04,5329600
2019-07-05,5328728
2019-07-06,5343496
2019-07-07,5472829
2019-07-08,5537635
2019-07-09,5609697
2019-07-10,5646897
2019-07-11,5682049
2019-07-12,5673601
2019-07-13,5694597
2019-07-14,5689585
2019-07-15,5683878
2019-07-16,5657948
2019-07-17,5648448
2019-07-18,5629457
2019-07-19,5594305
2019-07-20,5597895
2019-07-21,5595199
2019-07-22,5737831
2019-07-23,5823859
2019-07-24,5844836
2019-07-25,5848273
2019-07-26,5825184
2019-07-27,5747800
2019-07-28,5626844
2019-07-29,5495683
2019-07-30,5416642
2019-07-31,5330008
2019-08-01,5313403
2019-08-02,5314993
2019-08-03,5319759
2019-08-04,5310185
2019-08-05,5398910
2019-08-06,5416865
2019-08-07,5400058
2019-08-08,5415475
2019-08-09,5416818
2019-08-10,5397496
2019-08-11,5406287
2019-08-12,5414363
2019-08-13,5448395
2019-08-14,5511391
2019-08-15,5628330
2019-08-16,5666501
2019-08-17,5677299
2019-08-18,5673011
2019-08-19,5651275
2019-08-20,5616408
2019-08-21,5605818
2019-08-22,5541394
2019-08-23,5501152
2019-08-24,5477700
2019-08-24,5477700
2019-08-25,5472245
2019-08-25,5472245
2019-08-26,5452874
2019-08-26,5452874
2019-08-27,5452018
2019-08-27,5452018
2019-08-28,5448647
2019-08-29,5450933
2019-08-30,5495590
2019-08-31,5486966
2019-09-01,5470970
2019-09-02,5473873
2019-09-03,5642421
2019-09-04,5666628
2019-09-05,5630342
2019-09-06,5625900
2019-09-07,5641728
2019-09-08,5570602
2019-09-09,5549520
2019-09-10,5510948
2019-09-11,5484030
2019-09-12,5418997
2019-09-13,5364721
2019-09-14,5335998
2019-09-15,5291636
2019-09-16,5280616
2019-09-17,5245279
2019-09-18,5185625
2019-09-19,5186576
2019-09-20,5187339
2019-09-21,5184068
2019-09-22,5186904
2019-09-23,5171170
2019-09-24,5176634
2019-09-25,5163382
2019-09-26,5127779
2019-09-27,5099680
2019-09-28,5101516
2019-09-29,5203671
2019-09-30,5218124
2019-10-01,5175030
2019-10-02,5152557
2019-10-03,5134044
2019-10-04,5107996
2019-10-05,5092844
2019-10-06,5074839
2019-10-07,5103027
2019-10-08,5060950
2019-10-09,5054035
2019-10-10,5065102
2019-10-11,5085181
2019-10-12,5055839
2019-10-13,5049676
2019-10-14,5054172
2019-10-15,5051968
2019-10-16,5047769
2019-10-17,5036312
2019-10-18,5011835
2019-10-19,5005408
2019-10-20,4981102
2019-10-21,4972217
2019-10-22,4935121
2019-10-23,4912123
2019-10-24,4856191
2019-10-25,4814171
2019-10-26,4811034
2019-10-27,4762326
2019-10-28,4740740
2019-10-29,4726291
2019-10-30,4695583
2019-10-31,4617438
2019-11-01,4604279
2019-11-02,4597637
2019-11-03,4593531
2019-11-04,4568841
2019-11-05,4564433
2019-11-06,4557486
2019-11-07,4505671
2019-11-08,4454153
2019-11-09,4441138
2019-11-10,4447638
2019-11-11,4642533
2019-11-12,4694445
2019-11-13,4696265
2019-11-14,4658323
2019-11-15,4648217
2019-11-16,4745523
2019-11-17,4748600
2019-11-18,4672433
2019-11-19,4674166
2019-11-20,4710249
2019-11-21,4689942
2019-11-22,4653021
2019-11-23,4625817
2019-11-24,4665169
2019-11-25,4627806
2019-11-26,4649824
2019-11-27,4650786
2019-11-28,4620365
2019-11-29,4602696
2019-11-30,4595678
2019-12-01,4706129
2019-12-02,4700323
2019-12-03,4683177
2019-12-04,4647339
2019-12-05,4575455
2019-12-06,4489984
2019-12-07,4485703
2019-12-08,4482004
2019-12-09,4535775
2019-12-10,4468938
2019-12-11,4428880
2019-12-12,4392619
2019-12-13,4396944
2019-12-14,4423566
2019-12-15,4437223
2019-12-16,4438005
2019-12-17,4414732
2019-12-18,4397151
2019-12-19,4386297
2019-12-20,4388436
2019-12-21,4427812
2019-12-22,4395539
2019-12-23,4396032
2019-12-24,4495342
2019-12-25,4500550
2019-12-26,4497553
2019-12-27,4560370
2019-12-28,4660744
2019-12-29,4776916
2019-12-30,4930347
2019-12-31,4777303
2020-01-01,4748902
2020-01-02,4709395
2020-01-03,4689083
2020-01-04,4726678
2020-01-05,4897917
2020-01-06,4789089
2020-01-07,4767107
2020-01-08,4732788
2020-01-09,4722872
2020-01-10,4775186
2020-01-11,4938322
2020-01-12,4918123
2020-01-13,4936586
2020-01-14,4900347
2020-01-15,4878569
2020-01-16,5056238
2020-01-17,5083734
2020-01-18,5058077
2020-01-19,5014100
2020-01-20,4960195
2020-01-21,4965447
2020-01-22,4946478
2020-01-23,4934898
2020-01-24,4942023
2020-01-25,4942418
2020-01-26,4940780
2020-01-27,4930947
2020-01-28,4950685
2020-01-29,4957890
2020-01-30,5012294
2020-01-31,5040170
2020-02-01,5087886
2020-02-02,5082619
2020-02-03,5056620
2020-02-04,5004763
2020-02-05,4967108
2020-02-06,4783559
2020-02-07,4813418
2020-02-08,4739421
2020-02-09,4674895
2020-02-10,4630476
2020-02-11,4554743
2020-02-12,4517522
2020-02-13,4501610
2020-02-14,4463515
2020-02-15,4431267
2020-02-16,4442682
2020-02-17,4395831
2020-02-18,4384425
2020-02-19,4364710
2020-02-20,4335046
2020-02-21,4340332
2020-02-22,4356347
2020-02-23,4379164
2020-02-24,4364462
2020-02-25,4342518
2020-02-26,4292831
2020-02-27,4335296
2020-02-28,4317889
2020-02-29,4362039
2020-03-01,4373358
2020-03-02,4456928
2020-03-03,4488511
2020-03-04,4441263
2020-03-05,4389719
2020-03-06,4344602
2020-03-07,4341849
2020-03-08,4316784
2020-03-09,4316646
2020-03-10,4271143
2020-03-11,4262082
2020-03-12,4282342
2020-03-13,4269619
2020-03-14,4250211
2020-03-15,4240779
2020-03-16,4231801
2020-03-17,4203670
2020-03-18,4185839
2020-03-19,4159998
2020-03-20,4143460
2020-03-21,4117421
2020-03-22,4134827
2020-03-23,4165069
2020-03-24,4187321
2020-03-25,4261337
2020-03-26,4357758
2020-03-27,4341891
2020-03-28,4368688
2020-03-29,4343467
2020-03-30,4337068
2020-03-31,4454752
2020-04-01,4514548
2020-04-02,4556483
2020-04-03,4605235
2020-04-04,4603070
2020-04-05,4577244
2020-04-06,4521863
2020-04-07,4612054
2020-04-08,4603233
2020-04-09,4622468
2020-04-10,4593315
2020-04-11,4624403
2020-04-12,4599956
2020-04-13,4535392
2020-04-14,4379773
2020-04-15,4350219
2020-04-16,4347790
2020-04-17,4343809
2020-04-18,4345537
2020-04-19,4340433
2020-04-20,4314503
2020-04-21,4267951
2020-04-22,4217044
2020-04-23,4170139
2020-04-24,4147376
2020-04-25,4113162
2020-04-26,4081613
2020-04-27,4070650
2020-04-28,4080878
2020-04-29,4113303
2020-04-30,4115428
2020-05-01,4118278
2020-05-02,4143492
2020-05-03,4144110
2020-05-04,4169897
2020-05-05,4177680
2020-05-06,4175533
2020-05-07,4187037
2020-05-08,4165966
2020-05-09,4146984
2020-05-10,4070917
2020-05-11,4023202
2020-05-12,4004271
2020-05-13,3977800
