date_obj,Gilded%20dragonhide%20set price
2019-12-07,38043714
2019-12-08,38043714
2019-12-09,38043714
2019-12-10,37461318
2019-12-11,37461318
2019-12-12,37461318
2019-12-13,37461318
2019-12-14,37461318
2019-12-15,37461318
2019-12-16,37461318
2019-12-17,37461318
2019-12-18,37461318
2019-12-19,37461318
2019-12-20,36764676
2019-12-21,36764676
2019-12-22,36764676
2019-12-23,36764676
2019-12-24,36764676
2019-12-25,36764676
2019-12-26,36764676
2019-12-27,36764676
2019-12-28,36514124
2019-12-29,36514124
2019-12-30,36514124
2019-12-31,36514124
2020-01-01,36514124
2020-01-02,36514124
2020-01-03,36514124
2020-01-04,36514124
2020-01-05,36514124
2020-01-06,36514124
2020-01-07,36514124
2020-01-08,36514124
2020-01-09,36809032
2020-01-10,36809032
2020-01-11,36809032
2020-01-12,36809032
2020-01-13,36809032
2020-01-14,36809032
2020-01-15,36809032
2020-01-16,36809032
2020-01-17,36520061
2020-01-18,36520061
2020-01-19,36520061
2020-01-20,36520061
2020-01-21,36520061
2020-01-22,36520061
2020-01-23,36520061
2020-01-24,36520061
2020-01-25,36520061
2020-01-26,36066024
2020-01-27,36066024
2020-01-28,36066024
2020-01-29,36066024
2020-01-30,36066024
2020-01-31,36066024
2020-02-01,36066024
2020-02-02,36066024
2020-02-03,36066024
2020-02-04,36066024
2020-02-05,35284614
2020-02-06,35284614
2020-02-07,35284614
2020-02-08,35284614
2020-02-09,35284614
2020-02-10,35284614
2020-02-11,35284614
2020-02-12,35284614
2020-02-13,35284614
2020-02-14,34391512
2020-02-15,34391512
2020-02-16,34391512
2020-02-17,34391512
2020-02-18,34391512
2020-02-19,34391512
2020-02-20,34391512
2020-02-21,34391512
2020-02-22,34391512
2020-02-23,34391512
2020-02-24,34391512
2020-02-25,34391512
2020-02-26,32947292
2020-02-27,32947292
2020-02-28,32947292
2020-02-29,32947292
2020-03-01,32947292
2020-03-02,32947292
2020-03-03,32947292
2020-03-04,32947292
2020-03-05,31319847
2020-03-06,31319847
2020-03-07,31319847
2020-03-08,31319847
2020-03-09,31319847
2020-03-10,31319847
2020-03-11,31319847
2020-03-12,29857193
2020-03-13,29857193
2020-03-14,29857193
2020-03-15,29857193
2020-03-16,29857193
2020-03-17,29857193
2020-03-18,29857193
2020-03-19,28470903
2020-03-20,28470903
2020-03-21,28470903
2020-03-22,28470903
2020-03-23,27079602
2020-03-24,27079602
2020-03-25,27079602
2020-03-26,27079602
2020-03-27,27079602
2020-03-28,27079602
2020-03-29,25872000
2020-03-30,25872000
2020-03-31,25872000
2020-04-01,25872000
2020-04-02,25872000
2020-04-03,25872000
2020-04-04,24626328
2020-04-05,24626328
2020-04-06,24626328
2020-04-07,24626328
2020-04-08,24626328
2020-04-09,23461480
2020-04-10,23461480
2020-04-11,23461480
2020-04-12,23461480
2020-04-13,23461480
2020-04-14,22340539
2020-04-15,22340539
2020-04-16,22340539
2020-04-17,22340539
2020-04-18,22340539
2020-04-19,21269104
2020-04-20,21269104
2020-04-21,21269104
2020-04-22,21269104
2020-04-23,21269104
2020-04-24,21269104
2020-04-25,21269104
2020-04-26,20224934
2020-04-27,20224934
2020-04-28,20224934
2020-04-29,20224934
2020-04-30,19238976
2020-05-01,19238976
2020-05-02,19238976
2020-05-03,19238976
2020-05-04,19238976
2020-05-05,19238976
2020-05-06,19238976
2020-05-07,18313372
2020-05-08,18313372
2020-05-09,18313372
2020-05-10,18313372
2020-05-11,18313372
2020-05-12,18313372
2020-05-13,17397703
