date_obj,Maple%20longbow price
2019-09-07,245
2019-09-08,255
2019-09-09,260
2019-09-10,266
2019-09-11,270
2019-09-12,274
2019-09-13,278
2019-09-14,278
2019-09-15,274
2019-09-16,278
2019-09-17,280
2019-09-18,287
2019-09-19,290
2019-09-20,284
2019-09-21,279
2019-09-22,281
2019-09-23,286
2019-09-24,292
2019-09-25,293
2019-09-26,295
2019-09-27,298
2019-09-28,289
2019-09-29,284
2019-09-30,274
2019-10-01,270
2019-10-02,265
2019-10-03,268
2019-10-04,274
2019-10-05,278
2019-10-06,281
2019-10-07,276
2019-10-08,277
2019-10-09,281
2019-10-10,286
2019-10-11,280
2019-10-12,281
2019-10-13,279
2019-10-14,282
2019-10-15,278
2019-10-16,275
2019-10-17,273
2019-10-18,274
2019-10-19,274
2019-10-20,278
2019-10-21,276
2019-10-22,280
2019-10-23,284
2019-10-24,286
2019-10-25,290
2019-10-26,288
2019-10-27,285
2019-10-28,282
2019-10-29,278
2019-10-30,279
2019-10-31,281
2019-11-01,283
2019-11-02,286
2019-11-03,289
2019-11-04,289
2019-11-05,293
2019-11-06,292
2019-11-07,296
2019-11-08,294
2019-11-09,287
2019-11-10,283
2019-11-11,273
2019-11-12,266
2019-11-13,263
2019-11-14,255
2019-11-15,247
2019-11-16,246
2019-11-17,248
2019-11-18,249
2019-11-19,245
2019-11-20,244
2019-11-21,243
2019-11-22,237
2019-11-23,239
2019-11-24,238
2019-11-25,239
2019-11-26,242
2019-11-27,240
2019-11-28,240
2019-11-29,241
2019-11-30,241
2019-12-01,236
2019-12-02,240
2019-12-03,237
2019-12-04,240
2019-12-05,236
2019-12-06,232
2019-12-07,237
2019-12-08,238
2019-12-09,240
2019-12-10,239
2019-12-11,240
2019-12-12,242
2019-12-13,243
2019-12-14,246
2019-12-15,249
2019-12-16,254
2019-12-17,264
2019-12-18,273
2019-12-19,277
2019-12-20,285
2019-12-21,281
2019-12-22,281
2019-12-23,284
2019-12-24,282
2019-12-25,282
2019-12-26,281
2019-12-27,279
2019-12-28,283
2019-12-29,291
2019-12-30,294
2019-12-31,295
2020-01-01,295
2020-01-02,291
2020-01-03,292
2020-01-04,290
2020-01-05,288
2020-01-06,288
2020-01-07,285
2020-01-08,285
2020-01-09,282
2020-01-10,282
2020-01-11,281
2020-01-12,290
2020-01-13,293
2020-01-14,296
2020-01-15,298
2020-01-16,299
2020-01-17,297
2020-01-18,298
2020-01-19,298
2020-01-20,297
2020-01-21,296
2020-01-22,298
2020-01-23,300
2020-01-24,301
2020-01-25,303
2020-01-26,306
2020-01-27,300
2020-01-28,298
2020-01-29,299
2020-01-30,301
2020-01-31,303
2020-02-01,302
2020-02-02,297
2020-02-03,297
2020-02-04,294
2020-02-05,297
2020-02-06,296
2020-02-07,294
2020-02-08,295
2020-02-09,294
2020-02-10,292
2020-02-11,290
2020-02-12,288
2020-02-13,285
2020-02-14,284
2020-02-15,282
2020-02-16,280
2020-02-17,280
2020-02-18,275
2020-02-19,277
2020-02-20,275
2020-02-21,277
2020-02-22,277
2020-02-23,274
2020-02-24,268
2020-02-25,267
2020-02-26,269
2020-02-27,271
2020-02-28,272
2020-02-29,274
2020-03-01,275
2020-03-02,274
2020-03-03,273
2020-03-04,273
2020-03-05,271
2020-03-06,273
2020-03-07,274
2020-03-08,277
2020-03-09,278
2020-03-10,282
2020-03-11,283
2020-03-12,284
2020-03-13,284
2020-03-14,283
2020-03-15,282
2020-03-16,284
2020-03-17,285
2020-03-18,284
2020-03-19,284
2020-03-20,285
2020-03-21,284
2020-03-22,284
2020-03-23,285
2020-03-24,287
2020-03-25,285
2020-03-26,284
2020-03-27,283
2020-03-28,280
2020-03-29,273
2020-03-30,262
2020-03-31,258
2020-04-01,259
2020-04-02,253
2020-04-03,247
2020-04-04,247
2020-04-05,245
2020-04-06,242
2020-04-07,243
2020-04-08,250
2020-04-09,255
2020-04-10,259
2020-04-11,260
2020-04-12,260
2020-04-13,256
2020-04-14,257
2020-04-15,260
2020-04-16,263
2020-04-17,264
2020-04-18,264
2020-04-19,263
2020-04-20,259
2020-04-21,254
2020-04-22,247
2020-04-23,244
2020-04-24,240
2020-04-25,237
2020-04-26,241
2020-04-27,246
2020-04-28,248
2020-04-29,248
2020-04-30,250
2020-05-01,250
2020-05-02,250
2020-05-03,254
2020-05-04,255
2020-05-05,261
2020-05-06,267
2020-05-07,269
2020-05-08,271
2020-05-09,270
2020-05-10,272
2020-05-11,273
2020-05-12,266
2020-05-13,264
