date_obj,Justiciar%20faceguard price
2018-10-15,36570052
2018-10-16,36560957
2018-10-17,37145399
2018-10-18,37056065
2018-10-19,36564532
2018-10-20,36563096
2018-10-21,36733666
2018-10-22,36535029
2018-10-23,36481219
2018-10-24,36410858
2018-10-25,36687851
2018-10-26,36708621
2018-10-27,36562346
2018-10-28,36317148
2018-10-29,36038067
2018-10-30,35886273
2018-10-31,35423561
2018-11-01,34236873
2018-11-03,33946396
2018-11-04,33489900
2018-11-05,32174305
2018-11-06,30673931
2018-11-07,29471842
2018-11-08,28003448
2018-11-09,27124811
2018-11-10,28420290
2018-11-11,29835244
2018-11-12,31131788
2018-11-13,31929841
2018-11-14,33422698
2018-11-15,34645262
2018-11-16,33709256
2018-11-17,32677409
2018-11-18,31815472
2018-11-19,30771718
2018-11-20,29312976
2018-11-21,29365611
2018-11-22,29837037
2018-11-23,31066266
2018-11-24,31060146
2018-11-25,30365565
2018-11-26,30207641
2018-11-27,29839866
2018-11-28,29070732
2018-11-29,28258484
2018-12-01,29846993
2018-12-02,31267448
2018-12-03,32245659
2018-12-04,31655485
2018-12-05,31845427
2018-12-07,34757805
2018-12-09,38259862
2018-12-10,39576165
2018-12-11,39163420
2018-12-12,39464612
2018-12-13,39251027
2018-12-14,39088323
2018-12-15,39313675
2018-12-16,40061703
2018-12-17,40417898
2018-12-18,41627917
2018-12-19,42957230
2018-12-20,44807709
2018-12-21,47034586
2018-12-22,45724175
2018-12-23,43472348
2018-12-24,41298730
2018-12-25,39233793
2018-12-26,37478224
2018-12-27,37712493
2018-12-28,38023487
2018-12-29,39685343
2018-12-30,40861584
2018-12-31,40753975
2019-01-01,39378379
2019-01-02,39013252
2019-01-03,39883494
2019-01-04,40317264
2019-01-05,39967551
2019-01-06,39799347
2019-01-08,39148057
2019-01-10,35926229
2019-01-11,34129917
2019-01-12,32683273
2019-01-13,33114422
2019-01-14,34355452
2019-01-15,36061750
2019-01-16,36009421
2019-01-17,37228630
2019-01-18,38971835
2019-01-19,40893728
2019-01-20,41743661
2019-01-21,43788087
2019-01-22,44992547
2019-01-23,47196505
2019-01-24,47710463
2019-01-25,48423983
2019-01-26,47495600
2019-01-27,45436702
2019-01-28,43375268
2019-01-29,43134424
2019-01-30,44588095
2019-01-31,46286266
2019-02-01,44749668
2019-02-02,44350284
2019-02-03,44538114
2019-02-04,42900502
2019-02-05,42243931
2019-02-06,40200316
2019-02-07,38530613
2019-02-08,39265656
2019-02-09,40051089
2019-02-10,41171516
2019-02-11,41769765
2019-02-12,42802232
2019-02-13,43395665
2019-02-14,43914326
2019-02-15,44286473
2019-02-16,45772408
2019-02-17,45814128
2019-02-18,46586588
2019-02-19,45688079
2019-02-20,45545857
2019-02-21,45362407
2019-02-22,45651766
2019-02-23,47049274
2019-02-24,47308052
2019-02-25,47896044
2019-02-26,47526822
2019-02-27,46608034
2019-02-28,45550855
2019-03-01,44898456
2019-03-02,44419663
2019-03-03,43779685
2019-03-04,43147305
2019-03-05,43832673
2019-03-06,43993743
2019-03-07,43248658
2019-03-08,43321449
2019-03-09,43093080
2019-03-10,42072397
2019-03-11,40579634
2019-03-12,39679697
2019-03-13,39247097
2019-03-14,38289063
2019-03-15,38015851
2019-03-16,38923156
2019-03-17,40698983
2019-03-18,41666149
2019-03-19,42737176
2019-03-20,43091664
2019-03-21,42741023
2019-03-22,43071214
2019-03-23,43302312
2019-03-24,44198656
2019-03-25,44007955
2019-03-26,43552252
2019-03-27,43362073
2019-03-28,42997850
2019-03-29,42404067
2019-03-30,41684267
2019-03-31,40788300
2019-04-01,40424699
2019-04-02,40412315
2019-04-03,40201213
2019-04-04,40027208
2019-04-05,39699188
2019-04-06,39582951
2019-04-07,39759090
2019-04-08,39866550
2019-04-09,39611443
2019-04-10,39390289
2019-04-11,39168992
2019-04-12,38309938
2019-04-13,37738476
2019-04-14,36769316
2019-04-15,35511450
2019-04-16,33947552
2019-04-17,34660864
2019-04-18,35988922
2019-04-19,36643442
2019-04-20,36884636
2019-04-21,36771640
2019-04-22,36813777
2019-04-23,36425572
2019-04-24,35779234
2019-04-25,34990903
2019-04-26,35106041
2019-04-27,34608740
2019-04-28,34291245
2019-04-29,34093506
2019-04-30,33811763
2019-05-01,33580193
2019-05-02,33438798
2019-05-03,33315517
2019-05-04,33488860
2019-05-05,34163458
2019-05-06,34574734
2019-05-07,34721935
2019-05-08,34705410
2019-05-09,34598600
2019-05-10,34452608
2019-05-11,34744274
2019-05-12,34932268
2019-05-13,34952851
2019-05-14,34910751
2019-05-15,35067858
2019-05-16,35025923
2019-05-17,35303635
2019-05-18,35192470
2019-05-19,35232606
2019-05-20,35167402
2019-05-21,35089116
2019-05-22,34763977
2019-05-23,34272200
2019-05-24,33961214
2019-05-25,33728251
2019-05-26,32975723
2019-05-27,32462250
2019-05-28,31517743
2019-05-29,31381960
2019-05-30,31556096
2019-05-31,31336294
2019-06-01,31336448
2019-06-02,31978258
2019-06-03,32530302
2019-06-04,32357221
2019-06-05,32266286
2019-06-06,32273209
2019-06-07,32240137
2019-06-08,32707632
2019-06-09,32325868
2019-06-10,32292246
2019-06-11,32212382
2019-06-12,31732997
2019-06-13,31183871
2019-06-14,30746867
2019-06-15,30902674
2019-06-16,31169483
2019-06-17,31055454
2019-06-18,31347985
2019-06-19,31130892
2019-06-20,29844504
2019-06-21,28359425
2019-06-22,27169431
2019-06-23,26155435
2019-06-24,26416763
2019-06-25,27652206
2019-06-26,29034817
2019-06-27,30452146
2019-06-28,31567326
2019-06-29,32338878
2019-06-30,33450724
2019-07-01,32702177
2019-07-02,31825972
2019-07-03,30534550
2019-07-04,29734044
2019-07-05,30120376
2019-07-06,31125123
2019-07-07,30647605
2019-07-08,30628561
2019-07-09,31080698
2019-07-10,31166928
2019-07-11,30968859
2019-07-12,31473125
2019-07-13,32027644
2019-07-14,32025417
2019-07-15,32187528
2019-07-16,32047262
2019-07-17,31907349
2019-07-18,31784867
2019-07-19,31861740
2019-07-20,32558784
2019-07-21,32986873
2019-07-22,33303902
2019-07-23,33408762
2019-07-24,33410849
2019-07-25,33049595
2019-07-26,32752054
2019-07-27,31953255
2019-07-28,31387602
2019-07-29,31768687
2019-07-30,31887898
2019-07-31,32308409
2019-08-01,32401017
2019-08-02,32318640
2019-08-03,31992055
2019-08-04,31896573
2019-08-05,31668450
2019-08-06,31466304
2019-08-07,31291538
2019-08-08,31046909
2019-08-09,30901482
2019-08-10,30793995
2019-08-11,30519262
2019-08-12,30435025
2019-08-13,30338025
2019-08-14,30239261
2019-08-15,29930871
2019-08-16,29967198
2019-08-17,29842070
2019-08-18,29575173
2019-08-19,29341152
2019-08-20,29134487
2019-08-21,29475241
2019-08-22,29684924
2019-08-23,29656964
2019-08-24,30331346
2019-08-24,30331346
2019-08-25,30746466
2019-08-25,30746466
2019-08-26,31359536
2019-08-26,31359536
2019-08-27,31342191
2019-08-27,31342191
2019-08-28,31378461
2019-08-29,31114479
2019-08-30,31022402
2019-08-31,30972869
2019-09-01,30979894
2019-09-02,30834614
2019-09-03,31441041
2019-09-04,32808246
2019-09-05,32981041
2019-09-06,33120461
2019-09-07,33895740
2019-09-08,33699425
2019-09-09,32731136
2019-09-10,31674813
2019-09-11,30222010
2019-09-12,29565810
2019-09-13,29624366
2019-09-14,30552208
2019-09-15,30995712
2019-09-16,31547410
2019-09-17,31602690
2019-09-18,31927411
2019-09-19,32007197
2019-09-20,32138453
2019-09-21,32330442
2019-09-22,33714967
2019-09-23,34007899
2019-09-24,34149166
2019-09-25,34445430
2019-09-26,34399710
2019-09-27,35211921
2019-09-28,35589012
2019-09-29,36191466
2019-09-30,35830901
2019-10-01,34789489
2019-10-02,34037497
2019-10-03,32924985
2019-10-04,31888987
2019-10-05,31531667
2019-10-06,30519528
2019-10-07,30006495
2019-10-08,30139414
2019-10-09,30655844
2019-10-10,31164788
2019-10-11,31252791
2019-10-12,31194552
2019-10-13,31058169
2019-10-14,31330496
2019-10-15,31676304
2019-10-16,32125493
2019-10-17,32169438
2019-10-18,31941189
2019-10-19,31652102
2019-10-20,31307211
2019-10-21,30942757
2019-10-22,30684598
2019-10-23,30184327
2019-10-24,30274323
2019-10-25,30460384
2019-10-26,30618854
2019-10-27,30195290
2019-10-28,29879888
2019-10-29,30569319
2019-10-30,30702247
2019-10-31,30567386
2019-11-01,30504438
2019-11-02,30678435
2019-11-03,30546902
2019-11-04,30628743
2019-11-05,30637159
2019-11-06,30642447
2019-11-07,30453172
2019-11-08,30264003
2019-11-09,30049385
2019-11-10,29645518
2019-11-11,29303436
2019-11-12,29149504
2019-11-13,29097590
2019-11-14,28889276
2019-11-15,29130678
2019-11-16,29302405
2019-11-17,29306662
2019-11-18,29385096
2019-11-19,29312832
2019-11-20,29184791
2019-11-21,29171387
2019-11-22,29101762
2019-11-23,29307608
2019-11-24,29286362
2019-11-25,29339509
2019-11-26,29361932
2019-11-27,29282981
2019-11-28,29123775
2019-11-29,29123504
2019-11-30,29065760
2019-12-01,28915326
2019-12-02,28773241
2019-12-03,28646069
2019-12-04,28224426
2019-12-05,28163546
2019-12-06,28240802
2019-12-07,28585746
2019-12-08,28594495
2019-12-09,28868755
2019-12-10,28879295
2019-12-11,28849122
2019-12-12,28713420
2019-12-13,28520930
2019-12-14,28394584
2019-12-15,28409526
2019-12-16,28523694
2019-12-17,28476734
2019-12-18,28643247
2019-12-19,28806854
2019-12-20,28765051
2019-12-21,28619907
2019-12-22,28778683
2019-12-23,28865901
2019-12-24,28850024
2019-12-25,29344072
2019-12-26,29897022
2019-12-27,30364095
2019-12-28,30672527
2019-12-29,30734065
2019-12-30,31532116
2019-12-31,31829960
2020-01-01,32666310
2020-01-02,32930763
2020-01-03,32560773
2020-01-04,32284465
2020-01-05,32153253
2020-01-06,31799161
2020-01-07,31352724
2020-01-08,31238996
2020-01-09,31151994
2020-01-10,31160202
2020-01-11,31971855
2020-01-12,32695954
2020-01-13,32950992
2020-01-14,33351879
2020-01-15,33593385
2020-01-16,33249333
2020-01-17,33091002
2020-01-18,33155507
2020-01-19,33009443
2020-01-20,32854936
2020-01-21,32770372
2020-01-22,32386135
2020-01-23,32128941
2020-01-24,32114639
2020-01-25,32389392
2020-01-26,32465231
2020-01-27,32716240
2020-01-28,32562567
2020-01-29,32550929
2020-01-30,32557980
2020-01-31,32456211
2020-02-01,32381326
2020-02-02,32294918
2020-02-03,32245501
2020-02-04,32127939
2020-02-05,32034114
2020-02-06,30865420
2020-02-07,29415845
2020-02-08,29296169
2020-02-09,29333100
2020-02-10,29407226
2020-02-11,29343181
2020-02-12,29765668
2020-02-13,29722022
2020-02-14,30024672
2020-02-15,30673375
2020-02-16,30807850
2020-02-17,31012974
2020-02-18,31317832
2020-02-19,31526084
2020-02-20,32215270
2020-02-21,32238827
2020-02-22,32307331
2020-02-23,32009041
2020-02-24,31936938
2020-02-25,31704469
2020-02-26,31327365
2020-02-27,31082272
2020-02-28,30697452
2020-02-29,30490274
2020-03-01,30417292
2020-03-02,30493340
2020-03-03,30610310
2020-03-04,30584045
2020-03-05,30476223
2020-03-06,30266265
2020-03-07,30141665
2020-03-08,30197890
2020-03-09,30111664
2020-03-10,30034326
2020-03-11,30285141
2020-03-12,30655235
2020-03-13,30967651
2020-03-14,31202966
2020-03-15,31588624
2020-03-16,32486962
2020-03-17,32295957
2020-03-18,32306987
2020-03-19,32414402
2020-03-20,33572298
2020-03-21,33829284
2020-03-22,34577968
2020-03-23,34656046
2020-03-24,33954778
2020-03-25,33588008
2020-03-26,33154388
2020-03-27,32411680
2020-03-28,31934116
2020-03-29,31313915
2020-03-30,31058287
2020-03-31,30949915
2020-04-01,31189655
2020-04-02,31679080
2020-04-03,31999748
2020-04-04,31804541
2020-04-05,31692703
2020-04-06,31547364
2020-04-07,31400529
2020-04-08,31354778
2020-04-09,31255827
2020-04-10,31269712
2020-04-11,31249255
2020-04-12,31120183
2020-04-13,31197643
2020-04-14,31140689
2020-04-15,31049997
2020-04-16,30926912
2020-04-17,30908464
2020-04-18,30840845
2020-04-19,30962998
2020-04-20,30998998
2020-04-21,30836972
2020-04-22,30832330
2020-04-23,30851083
2020-04-24,30981455
2020-04-25,31353592
2020-04-26,31147888
2020-04-27,31170485
2020-04-28,31359355
2020-04-29,31564454
2020-04-30,31666483
2020-05-01,31832311
2020-05-02,32066342
2020-05-03,32265722
2020-05-04,32201015
2020-05-05,31980893
2020-05-06,31769009
2020-05-07,31634146
2020-05-08,31524032
2020-05-09,31428936
2020-05-10,31454826
2020-05-11,31458476
2020-05-12,31413736
2020-05-13,31418307
