date_obj,Cup%20of%20hot%20water price
2015-10-06,252
2015-10-07,252
2015-10-08,252
2015-10-09,252
2015-10-10,252
2015-10-11,252
2015-10-12,252
2015-10-13,252
2015-10-14,252
2015-10-15,252
2015-10-16,252
2015-10-17,252
2015-10-18,252
2015-10-19,252
2015-10-20,252
2015-10-22,252
2015-10-23,252
2015-10-24,252
2015-10-25,252
2015-10-26,262
2015-10-27,262
2015-10-29,262
2015-10-30,262
2015-10-31,262
2015-11-01,262
2015-11-02,262
2015-11-03,262
2015-11-04,262
2015-11-05,262
2015-11-06,262
2015-11-07,262
2015-11-08,262
2015-11-09,262
2015-11-10,262
2015-11-11,262
2015-11-12,262
2015-11-13,262
2015-11-14,262
2015-11-15,262
2015-11-16,262
2015-11-17,262
2015-11-18,262
2015-11-19,262
2015-11-20,262
2015-11-21,262
2015-11-22,262
2015-11-23,262
2015-11-24,262
2015-11-25,262
2015-11-26,262
2015-11-27,262
2015-11-28,262
2015-11-29,262
2015-11-30,262
2015-12-01,262
2015-12-02,262
2015-12-03,262
2015-12-04,262
2015-12-05,262
2015-12-06,276
2015-12-07,276
2015-12-08,276
2015-12-09,276
2015-12-10,276
2015-12-11,276
2015-12-12,276
2015-12-13,276
2015-12-14,276
2015-12-15,276
2015-12-16,276
2015-12-17,276
2015-12-18,276
2015-12-19,276
2015-12-20,276
2015-12-21,276
2015-12-22,276
2015-12-23,276
2015-12-24,276
2015-12-25,276
2015-12-26,276
2015-12-27,276
2015-12-28,276
2015-12-29,276
2015-12-30,276
2015-12-31,276
2016-01-01,276
2016-01-02,276
2016-01-03,289
2016-01-04,289
2016-01-05,289
2016-01-06,289
2016-01-07,289
2016-01-08,289
2016-01-09,289
2016-01-10,289
2016-01-11,289
2016-01-12,289
2016-01-13,289
2016-01-14,289
2016-01-15,289
2016-01-16,289
2016-01-17,289
2016-01-18,289
2016-01-19,289
2016-01-20,289
2016-01-21,289
2016-01-22,289
2016-01-23,289
2016-01-24,289
2016-01-25,289
2016-01-26,304
2016-01-27,304
2016-01-28,304
2016-01-29,304
2016-01-30,304
2016-01-31,304
2016-02-01,304
2016-02-02,304
2016-02-03,304
2016-02-04,304
2016-02-05,304
2016-02-06,304
2016-02-07,304
2016-02-08,304
2016-02-09,304
2016-02-10,304
2016-02-11,304
2016-02-12,304
2016-02-13,304
2016-02-14,304
2016-02-15,304
2016-02-16,304
2016-02-17,304
2016-02-18,304
2016-02-19,304
2016-02-20,304
2016-02-21,304
2016-02-22,304
2016-02-23,304
2016-02-24,304
2016-02-25,304
2016-02-26,304
2016-02-27,303
2016-02-28,303
2016-03-01,303
2016-03-02,303
2016-03-03,303
2016-03-04,303
2016-03-05,303
2016-03-06,303
2016-03-07,303
2016-03-08,303
2016-03-09,303
2016-03-10,303
2016-03-11,303
2016-03-12,303
2016-03-13,303
2016-03-14,303
2016-03-15,303
2016-03-16,303
2016-03-17,303
2016-03-18,303
2016-03-19,303
2016-03-20,303
2016-03-21,303
2016-03-22,303
2016-03-23,303
2016-03-24,303
2016-03-25,303
2016-03-26,303
2016-03-27,303
2016-03-28,303
2016-03-29,303
2016-03-30,303
2016-03-31,303
2016-04-01,303
2016-04-02,303
2016-04-03,303
2016-04-04,303
2016-04-05,303
2016-04-06,303
2016-04-07,305
2016-04-08,305
2016-04-09,305
2016-04-10,305
2016-04-11,305
2016-04-12,305
2016-04-13,305
2016-04-14,305
2016-04-15,305
2016-04-16,305
2016-04-17,305
2016-04-18,305
2016-04-19,305
2016-04-20,305
2016-04-21,305
2016-04-22,305
2016-04-23,305
2016-04-24,305
2016-04-25,305
2016-04-26,305
2016-04-27,305
2016-04-28,305
2016-04-29,305
2016-04-30,305
2016-05-01,305
2016-05-02,305
2016-05-03,305
2016-05-04,305
2016-05-05,305
2016-05-06,305
2016-05-07,319
2016-05-08,319
2016-05-09,319
2016-05-10,319
2016-05-11,319
2016-05-12,319
2016-05-13,319
2016-05-14,319
2016-05-15,319
2016-05-16,319
2016-05-17,319
2016-05-18,319
2016-05-19,319
2016-05-22,319
2016-05-23,319
2016-05-24,319
2016-05-25,319
2016-05-26,319
2016-05-27,319
2016-05-28,319
2016-05-29,319
2016-05-30,333
2016-05-31,333
2016-06-01,333
2016-06-02,333
2016-06-03,333
2016-06-04,333
2016-06-05,333
2016-06-06,333
2016-06-07,333
2016-06-08,333
2016-06-09,333
2016-06-10,333
2016-06-11,333
2016-06-12,333
2016-06-13,333
2016-06-14,333
2016-06-15,333
2016-06-16,333
2016-06-17,333
2016-06-18,333
2016-06-19,333
2016-06-20,333
2016-06-21,333
2016-06-22,349
2016-06-23,349
2016-06-24,349
2016-06-25,349
2016-06-26,349
2016-06-27,349
2016-06-28,349
2016-06-29,349
2016-06-30,349
2016-07-01,349
2016-07-02,349
2016-07-03,349
2016-07-04,349
2016-07-05,349
2016-07-06,349
2016-07-07,349
2016-07-08,349
2016-07-09,349
2016-07-10,349
2016-07-11,349
2016-07-12,349
2016-07-13,349
2016-07-14,349
2016-07-15,349
2016-07-16,349
2016-07-17,349
2016-07-18,367
2016-07-23,367
2016-07-24,367
2016-07-25,367
2016-07-26,367
2016-07-27,367
2016-07-28,367
2016-07-29,367
2016-07-30,367
2016-07-31,367
2016-08-01,367
2016-08-02,367
2016-08-03,367
2016-08-04,367
2016-08-05,367
2016-08-06,367
2016-08-07,367
2016-08-08,367
2016-08-09,367
2016-08-10,367
2016-08-11,367
2016-08-12,367
2016-08-13,367
2016-08-14,367
2016-08-15,385
2016-08-16,385
2016-08-17,385
2016-08-18,385
2016-08-19,385
2016-08-20,385
2016-08-21,385
2016-08-22,385
2016-08-23,385
2016-08-24,385
2016-08-25,385
2016-08-26,385
2016-08-28,385
2016-08-31,385
2016-09-01,385
2016-09-02,385
2016-09-03,385
2016-09-04,385
2016-09-05,404
2016-09-06,404
2016-09-07,404
2016-09-08,404
2016-09-09,404
2016-09-10,404
2016-09-11,404
2016-09-12,404
2016-09-13,404
2016-09-14,404
2016-09-15,404
2016-09-16,404
2016-09-17,404
2016-09-18,404
2016-09-19,404
2016-09-20,404
2016-09-21,404
2016-09-22,404
2016-09-23,404
2016-09-24,404
2016-09-25,413
2016-09-26,413
2016-09-27,413
2016-09-28,413
2016-09-29,413
2016-09-30,413
2016-10-01,413
2016-10-02,413
2016-10-03,413
2016-10-04,413
2016-10-05,413
2016-10-06,434
2016-10-07,434
2016-10-08,434
2016-10-09,434
2016-10-10,434
2016-10-11,434
2016-10-12,434
2016-10-13,434
2016-10-14,434
2016-10-15,434
2016-10-16,434
2016-10-17,434
2016-10-18,442
2016-10-19,442
2016-10-20,442
2016-10-21,442
2016-10-22,442
2016-10-23,442
2016-10-24,442
2016-10-25,442
2016-10-26,442
2016-10-27,442
2016-10-28,442
2016-10-29,442
2016-10-30,442
2016-10-31,442
2016-11-01,442
2016-11-02,442
2016-11-03,442
2016-11-04,442
2016-11-05,455
2016-11-06,455
2016-11-07,455
2016-11-08,455
2016-11-09,455
2016-11-10,455
2016-11-11,455
2016-11-12,455
2016-11-13,455
2016-11-14,455
2016-11-15,455
2016-12-07,455
2016-12-08,455
2016-12-09,455
2016-12-10,455
2016-12-11,455
2016-12-12,455
2016-12-13,455
2016-12-14,455
2016-12-15,455
2016-12-16,455
2016-12-17,455
2016-12-18,455
2016-12-19,455
2016-12-20,455
2016-12-21,455
2016-12-22,455
2016-12-23,455
2016-12-24,466
2016-12-25,466
2016-12-26,466
2016-12-27,466
2016-12-28,466
2016-12-29,466
2016-12-30,466
2016-12-31,466
2017-01-01,466
2017-01-02,466
2017-01-03,466
2017-01-04,466
2017-01-05,466
2017-01-06,466
2017-01-07,485
2017-01-08,485
2017-01-09,485
2017-01-10,485
2017-01-11,485
2017-01-12,485
2017-01-13,485
2017-01-14,485
2017-01-15,485
2017-01-16,485
2017-01-17,485
2017-01-18,485
2017-01-19,485
2017-01-20,485
2017-01-21,501
2017-01-22,501
2017-01-23,501
2017-01-27,501
2017-01-28,501
2017-01-29,501
2017-01-30,501
2017-01-31,501
2017-02-01,501
2017-02-02,501
2017-02-03,501
2017-02-04,525
2017-02-05,525
2017-02-06,525
2017-02-07,525
2017-02-08,525
2017-02-09,525
2017-02-10,525
2017-02-11,525
2017-02-12,525
2017-02-13,525
2017-02-14,525
2017-02-15,525
2017-02-16,525
2017-02-18,525
2017-02-19,525
2017-02-20,525
2017-02-21,536
2017-02-22,536
2017-02-23,536
2017-02-24,536
2017-02-25,536
2017-02-26,536
2017-02-27,536
2017-02-28,536
2017-03-01,536
2017-03-02,536
2017-03-03,536
2017-03-04,536
2017-03-05,536
2017-03-06,536
2017-03-07,536
2017-03-08,536
2017-03-09,536
2017-03-10,542
2017-03-11,542
2017-03-12,542
2017-03-13,542
2017-03-14,542
2017-03-15,542
2017-03-16,542
2017-03-17,542
2017-03-18,542
2017-03-19,542
2017-03-20,542
2017-03-21,542
2017-03-22,542
2017-03-23,542
2017-03-24,542
2017-03-25,542
2017-03-26,552
2017-03-27,552
2017-03-28,552
2017-03-29,552
2017-03-30,552
2017-03-31,552
2017-04-01,552
2017-04-02,552
2017-04-03,552
2017-04-04,552
2017-04-12,541
2017-04-13,541
2017-04-14,541
2017-04-15,541
2017-04-16,541
2017-04-17,541
2017-04-18,541
2017-04-19,541
2017-04-20,541
2017-04-21,541
2017-04-22,541
2017-04-23,541
2017-04-24,533
2017-04-25,533
2017-04-26,533
2017-04-27,533
2017-04-28,533
2017-04-29,533
2017-04-30,533
2017-05-01,533
2017-05-02,533
2017-05-03,533
2017-05-04,533
2017-05-05,533
2017-05-06,533
2017-05-07,533
2017-05-08,533
2017-05-09,533
2017-05-10,533
2017-05-11,534
2017-05-12,534
2017-05-13,534
2017-05-14,534
2017-05-15,534
2017-05-16,534
2017-05-17,534
2017-05-18,534
2017-05-19,534
2017-05-20,534
2017-05-21,534
2017-05-22,534
2017-05-23,534
2017-05-24,534
2017-05-25,534
2017-05-26,534
2017-05-27,534
2017-05-28,534
2017-05-29,534
2017-05-30,534
2017-05-31,534
2017-06-01,534
2017-06-02,534
2017-06-03,534
2017-06-04,534
2017-06-05,534
2017-06-06,534
2017-06-07,534
2017-06-08,534
2017-06-09,534
2017-06-10,534
2017-06-11,519
2017-06-12,519
2017-06-13,519
2017-06-14,519
2017-06-15,519
2017-06-16,519
2017-06-17,519
2017-06-18,519
2017-06-19,519
2017-06-20,519
2017-06-21,519
2017-06-22,519
2017-06-23,519
2017-06-24,519
2017-06-25,519
2017-06-26,498
2017-06-27,498
2017-06-28,498
2017-06-29,498
2017-06-30,498
2017-07-01,498
2017-07-02,498
2017-07-03,498
2017-07-04,498
2017-07-05,498
2017-07-06,498
2017-07-07,498
2017-07-08,498
2017-07-13,478
2017-07-14,478
2017-07-15,478
2017-07-16,478
2017-07-17,478
2017-07-18,478
2017-07-19,478
2017-07-20,478
2017-07-21,478
2017-07-22,478
2017-07-23,478
2017-07-24,478
2017-07-25,478
2017-07-26,478
2017-07-27,478
2017-07-28,478
2017-07-29,456
2017-07-30,456
2017-07-31,456
2017-08-01,456
2017-08-02,456
2017-08-03,456
2017-08-04,456
2017-08-05,456
2017-08-06,456
2017-08-09,456
2017-08-10,456
2017-08-11,456
2017-08-12,456
2017-08-13,471
2017-08-14,471
2017-08-15,471
2017-08-16,471
2017-08-17,471
2017-08-18,471
2017-08-19,471
2017-08-20,471
2017-08-21,471
2017-08-22,471
2017-08-23,471
2017-08-24,471
2017-08-25,471
2017-08-26,493
2017-08-27,493
2017-08-28,493
2017-08-29,493
2017-08-30,493
2017-08-31,493
2017-09-01,493
2017-09-03,493
2017-09-04,493
2017-09-05,493
2017-09-06,493
2017-09-07,493
2017-09-08,493
2017-09-09,499
2017-09-10,499
2017-09-11,499
2017-09-12,499
2017-09-13,499
2017-09-14,499
2017-09-15,499
2017-09-16,499
2017-09-17,499
2017-09-18,499
2017-09-19,499
2017-09-20,499
2017-09-21,499
2017-09-22,499
2017-09-23,499
2017-09-24,487
2017-09-25,487
2017-09-26,487
2017-09-27,487
2017-09-28,487
2017-09-29,487
2017-09-30,487
2017-10-01,487
2017-10-02,487
2017-10-03,487
2017-10-04,487
2017-10-05,487
2017-10-06,487
2017-10-07,487
2017-10-08,487
2017-10-09,487
2017-10-10,487
2017-10-11,479
2017-10-12,479
2017-10-13,479
2017-10-14,479
2017-10-15,479
2017-10-16,479
2017-10-17,479
2017-10-18,479
2017-10-19,479
2017-10-20,479
2017-10-21,479
2017-10-22,479
2017-10-23,479
2017-10-24,479
2017-10-25,479
2017-10-26,479
2017-10-27,479
2017-10-28,479
2017-10-29,479
2017-10-30,476
2017-10-31,476
2017-11-01,476
2017-11-02,476
2017-11-03,476
2017-11-04,476
2017-11-05,476
2017-11-06,476
2017-11-07,476
2017-11-08,476
2017-11-09,476
2017-11-10,476
2017-11-11,476
2017-11-12,476
2017-11-13,476
2017-11-14,476
2017-11-15,476
2017-11-16,482
2017-11-17,482
2017-11-18,482
2017-11-19,482
2017-11-20,482
2017-11-21,482
2017-11-22,482
2017-11-23,482
2017-11-24,482
2017-11-25,482
2017-11-26,482
2017-11-27,482
2017-11-28,482
2017-11-29,482
2017-11-30,482
2017-12-01,482
2017-12-02,482
2017-12-03,482
2017-12-04,483
2017-12-05,483
2017-12-06,483
2017-12-07,483
2017-12-08,483
2017-12-09,483
2017-12-10,483
2017-12-11,483
2017-12-12,483
2017-12-13,483
2017-12-14,483
2017-12-15,483
2017-12-16,483
2017-12-17,483
2017-12-18,483
2017-12-19,483
2017-12-20,483
2017-12-21,473
2017-12-22,473
2017-12-23,473
2017-12-24,473
2017-12-25,473
2017-12-26,473
2017-12-27,473
2017-12-28,473
2017-12-29,473
2017-12-30,473
2017-12-31,473
2018-01-01,473
2018-01-02,473
2018-01-03,473
2018-01-04,473
2018-01-05,473
2018-01-06,461
2018-01-07,461
2018-01-08,461
2018-01-09,461
2018-01-10,461
2018-01-11,461
2018-01-12,461
2018-01-13,461
2018-01-14,461
2018-01-15,461
2018-01-16,461
2018-01-17,461
2018-01-18,461
2018-01-19,461
2018-01-20,461
2018-01-21,455
2018-01-22,455
2018-01-23,455
2018-01-24,455
2018-01-25,455
2018-01-26,455
2018-01-27,455
2018-01-28,470
2018-01-29,470
2018-01-30,470
2018-01-31,470
2018-02-01,470
2018-02-02,470
2018-02-03,470
2018-02-04,476
2018-02-05,476
2018-02-06,476
2018-02-07,476
2018-02-08,476
2018-02-09,476
2018-02-10,476
2018-02-11,473
2018-02-12,473
2018-02-13,473
2018-02-14,473
2018-02-15,473
2018-02-16,473
2018-02-17,473
2018-02-18,473
2018-02-19,473
2018-02-20,455
2018-02-21,455
2018-02-22,455
2018-02-23,455
2018-02-24,455
2018-02-25,455
2018-02-26,455
2018-02-27,455
2018-02-28,442
2018-03-01,442
2018-03-02,442
2018-03-03,442
2018-03-04,442
2018-03-05,442
2018-03-06,442
2018-03-07,442
2018-03-08,420
2018-03-09,420
2018-03-10,420
2018-03-11,420
2018-03-12,420
2018-03-13,420
2018-03-14,420
2018-03-15,420
2018-03-16,420
2018-03-17,399
2018-03-18,399
2018-03-19,399
2018-03-20,399
2018-03-21,399
2018-03-23,399
2018-03-24,399
2018-03-25,387
2018-03-26,387
2018-03-27,387
2018-03-28,387
2018-03-29,387
2018-03-30,387
2018-03-31,387
2018-04-01,387
2018-04-02,376
2018-04-03,376
2018-04-04,376
2018-04-05,376
2018-04-06,376
2018-04-07,376
2018-04-08,376
2018-04-09,376
2018-04-10,376
2018-04-11,376
2018-04-12,376
2018-04-13,376
2018-04-14,376
2018-04-15,376
2018-04-16,376
2018-04-17,376
2018-04-18,376
2018-04-19,376
2018-04-20,386
2018-04-21,386
2018-04-22,386
2018-04-23,386
2018-04-24,386
2018-04-25,386
2018-04-26,386
2018-04-27,386
2018-04-28,386
2018-04-29,386
2018-04-30,374
2018-05-01,374
2018-05-03,374
2018-05-04,374
2018-05-05,374
2018-05-07,374
2018-05-08,374
2018-05-09,374
2018-05-10,374
2018-05-11,374
2018-05-12,376
2018-05-13,376
2018-05-14,376
2018-05-15,376
2018-05-16,376
2018-05-17,376
2018-05-18,376
2018-05-19,376
2018-05-20,376
2018-05-21,376
2018-05-22,379
2018-05-23,379
2018-05-24,379
2018-05-25,379
2018-05-26,379
2018-05-27,379
2018-05-28,379
2018-05-29,379
2018-05-30,379
2018-05-31,371
2018-06-01,371
2018-06-02,371
2018-06-03,371
2018-06-04,371
2018-06-05,371
2018-06-06,371
2018-06-07,371
2018-06-08,366
2018-06-09,366
2018-06-10,366
2018-06-11,366
2018-06-12,366
2018-06-13,366
2018-06-14,366
2018-06-15,366
2018-06-16,366
2018-06-17,366
2018-06-18,368
2018-06-19,368
2018-06-20,368
2018-06-21,368
2018-06-22,368
2018-06-23,368
2018-06-24,368
2018-06-25,368
2018-06-26,368
2018-06-27,351
2018-06-28,351
2018-06-29,351
2018-06-30,351
2018-07-01,351
2018-07-02,351
2018-07-03,351
2018-07-04,351
2018-07-05,351
2018-07-06,351
2018-07-07,351
2018-07-08,335
2018-07-09,335
2018-07-10,335
2018-07-11,335
2018-07-12,335
2018-07-13,335
2018-07-14,335
2018-07-15,335
2018-07-16,335
2018-07-17,335
2018-07-18,335
2018-07-19,348
2018-07-20,348
2018-07-21,348
2018-07-22,348
2018-07-23,348
2018-07-24,348
2018-07-25,348
2018-07-26,350
2018-07-27,350
2018-07-28,350
2018-07-29,350
2018-07-30,350
2018-07-31,350
2018-08-01,350
2018-08-02,350
2018-08-03,347
2018-08-04,347
2018-08-05,347
2018-08-06,347
2018-08-07,347
2018-08-08,347
2018-08-09,347
2018-08-10,355
2018-08-11,355
2018-08-12,355
2018-08-14,355
2018-08-16,355
2018-08-17,360
2018-08-18,360
2018-08-19,360
2018-08-20,360
2018-08-21,360
2018-08-22,360
2018-08-23,360
2018-08-24,360
2018-08-25,364
2018-08-26,364
2018-08-27,364
2018-08-28,364
2018-08-29,364
2018-08-30,364
2018-08-31,364
2018-09-01,364
2018-09-02,375
2018-09-03,375
2018-09-04,375
2018-09-05,375
2018-09-06,375
2018-09-07,375
2018-09-08,375
2018-09-09,375
2018-09-10,366
2018-09-11,366
2018-09-12,366
2018-09-13,366
2018-09-14,366
2018-09-15,366
2018-09-16,366
2018-09-17,366
2018-09-18,366
2018-09-19,366
2018-09-20,377
2018-09-21,377
2018-09-22,377
2018-09-23,377
2018-09-24,377
2018-09-25,377
2018-09-26,377
2018-09-27,377
2018-09-28,377
2018-09-29,377
2018-09-30,376
2018-10-01,376
2018-10-02,376
2018-10-03,376
2018-10-04,376
2018-10-05,376
2018-10-06,376
2018-10-07,376
2018-10-08,376
2018-10-09,376
2018-10-10,373
2018-10-11,373
2018-10-12,373
2018-10-13,373
2018-10-14,373
2018-10-15,373
2018-10-16,373
2018-10-17,373
2018-10-18,373
2018-10-19,370
2018-10-20,370
2018-10-21,370
2018-10-22,370
2018-10-23,370
2018-10-24,370
2018-10-25,370
2018-10-26,370
2018-10-27,370
2018-10-28,386
2018-10-29,386
2018-10-30,386
2018-10-31,386
2018-11-01,386
2018-11-03,386
2018-11-04,405
2018-11-05,405
2018-11-06,405
2018-11-07,405
2018-11-08,405
2018-11-09,405
2018-11-10,424
2018-11-11,424
2018-11-12,424
2018-11-13,424
2018-11-14,424
2018-11-15,424
2018-11-16,417
2018-11-17,417
2018-11-18,417
2018-11-19,417
2018-11-20,417
2018-11-21,417
2018-11-22,417
2018-11-23,417
2018-11-24,417
2018-11-25,417
2018-11-26,417
2018-11-27,417
2018-11-28,400
2018-11-29,400
2018-12-01,400
2018-12-02,400
2018-12-03,400
2018-12-04,401
2018-12-05,401
2018-12-07,401
2018-12-09,401
2018-12-10,400
2018-12-11,400
2018-12-12,400
2018-12-13,400
2018-12-14,415
2018-12-15,415
2018-12-16,415
2018-12-17,415
2018-12-18,415
2018-12-19,425
2018-12-20,425
2018-12-21,425
2018-12-22,425
2018-12-23,425
2018-12-24,424
2018-12-25,424
2018-12-26,424
2018-12-27,424
2018-12-28,424
2018-12-29,402
2018-12-30,402
2018-12-31,402
2019-01-01,402
2019-01-02,402
2019-01-03,381
2019-01-04,381
2019-01-05,381
2019-01-06,381
2019-01-08,366
2019-01-10,366
2019-01-11,366
2019-01-12,366
2019-01-13,351
2019-01-14,351
2019-01-15,351
2019-01-16,351
2019-01-17,351
2019-01-18,351
2019-01-19,343
2019-01-20,343
2019-01-21,343
2019-01-22,343
2019-01-23,346
2019-01-24,346
2019-01-25,346
2019-01-26,346
2019-01-27,346
2019-01-28,346
2019-01-29,349
2019-01-30,349
2019-01-31,349
2019-02-01,349
2019-02-02,349
2019-02-03,343
2019-02-04,343
2019-02-05,343
2019-02-06,343
2019-02-07,343
2019-02-08,329
2019-02-09,329
2019-02-10,329
2019-02-11,329
2019-02-12,329
2019-02-13,329
2019-02-14,341
2019-02-15,341
2019-02-16,341
2019-02-17,341
2019-02-18,341
2019-02-19,341
2019-02-20,323
2019-02-21,323
2019-02-22,323
2019-02-23,323
2019-02-24,323
2019-02-25,323
2019-02-26,306
2019-02-27,306
2019-02-28,306
2019-03-01,306
2019-03-02,306
2019-03-03,306
2019-03-04,291
2019-03-05,291
2019-03-06,291
2019-03-07,291
2019-03-08,291
2019-03-09,291
2019-03-10,294
2019-03-11,294
2019-03-12,294
2019-03-13,294
2019-03-14,294
2019-03-15,294
2019-03-16,300
2019-03-17,300
2019-03-18,300
2019-03-19,300
2019-03-20,300
2019-03-21,308
2019-03-22,308
2019-03-23,308
2019-03-24,308
2019-03-25,308
2019-03-26,308
2019-03-27,303
2019-03-28,303
2019-03-29,303
2019-03-30,303
2019-03-31,303
2019-04-01,303
2019-04-02,303
2019-04-03,298
2019-04-04,298
2019-04-05,298
2019-04-06,298
2019-04-07,298
2019-04-08,298
2019-04-09,298
2019-04-10,298
2019-04-11,290
2019-04-12,290
2019-04-13,290
2019-04-14,290
2019-04-15,290
2019-04-16,290
2019-04-17,290
2019-04-18,289
2019-04-19,289
2019-04-20,289
2019-04-21,289
2019-04-22,289
2019-04-23,289
2019-04-24,289
2019-04-25,283
2019-04-26,283
2019-04-27,283
2019-04-28,283
2019-04-29,283
2019-04-30,283
2019-05-01,283
2019-05-02,283
2019-05-03,284
2019-05-04,284
2019-05-05,284
2019-05-06,284
2019-05-07,284
2019-05-08,284
2019-05-09,284
2019-05-10,284
2019-05-11,287
2019-05-12,287
2019-05-13,287
2019-05-14,287
2019-05-15,287
2019-05-16,287
2019-05-17,287
2019-05-18,295
2019-05-19,295
2019-05-20,295
2019-05-21,295
2019-05-22,295
2019-05-23,295
2019-05-24,295
2019-05-25,309
2019-05-26,309
2019-05-27,309
2019-05-28,309
2019-05-29,309
2019-05-30,309
2019-05-31,324
2019-06-01,324
2019-06-02,324
2019-06-03,324
2019-06-04,324
2019-06-05,324
2019-06-06,318
2019-06-07,318
2019-06-08,318
2019-06-09,318
2019-06-10,318
2019-06-11,318
2019-06-12,318
2019-06-13,305
2019-06-14,305
2019-06-15,305
2019-06-16,305
2019-06-17,305
2019-06-18,305
2019-06-19,305
2019-06-20,294
2019-06-21,294
2019-06-22,294
2019-06-23,294
2019-06-24,294
2019-06-25,294
2019-06-26,294
2019-06-27,289
2019-06-28,289
2019-06-29,289
2019-06-30,289
2019-07-01,289
2019-07-02,289
2019-07-03,289
2019-07-04,289
2019-07-05,289
2019-07-06,284
2019-07-07,284
2019-07-08,284
2019-07-09,284
2019-07-10,284
2019-07-11,284
2019-07-12,284
2019-07-13,284
2019-07-14,294
2019-07-15,294
2019-07-16,294
2019-07-17,294
2019-07-18,294
2019-07-19,294
2019-07-20,294
2019-07-21,307
2019-07-22,307
2019-07-23,307
2019-07-24,307
2019-07-25,307
2019-07-26,307
2019-07-27,307
2019-07-28,307
2019-07-29,297
2019-07-30,297
2019-07-31,297
2019-08-01,297
2019-08-02,297
2019-08-03,297
2019-08-04,297
2019-08-05,297
2019-08-06,298
2019-08-07,298
2019-08-08,298
2019-08-09,298
2019-08-10,312
2019-08-11,312
2019-08-12,312
2019-08-13,312
2019-08-14,312
2019-08-15,327
2019-08-16,327
2019-08-17,327
2019-08-18,327
2019-08-19,344
2019-08-20,344
2019-08-21,344
2019-08-22,344
2019-08-23,344
2019-08-24,344
2019-08-24,344
2019-08-25,344
2019-08-25,344
2019-08-26,348
2019-08-26,348
