date_obj,Purple%20sweets price
2019-04-07,2678
2019-04-08,2745
2019-04-09,2801
2019-04-10,2876
2019-04-11,2907
2019-04-12,2806
2019-04-13,2685
2019-04-14,2732
2019-04-15,2721
2019-04-16,2634
2019-04-17,2567
2019-04-18,2515
2019-04-19,2439
2019-04-20,2359
2019-04-21,2350
2019-04-22,2327
2019-04-23,2361
2019-04-24,2332
2019-04-25,2312
2019-04-26,2291
2019-04-27,2259
2019-04-28,2231
2019-04-29,2174
2019-04-30,2073
2019-05-01,2114
2019-05-02,2124
2019-05-03,2191
2019-05-04,2213
2019-05-05,2219
2019-05-06,2218
2019-05-07,2300
2019-05-08,2402
2019-05-09,2380
2019-05-10,2432
2019-05-11,2551
2019-05-12,2644
2019-05-13,2616
2019-05-14,2578
2019-05-15,2571
2019-05-16,2542
2019-05-17,2533
2019-05-18,2489
2019-05-19,2473
2019-05-20,2465
2019-05-21,2436
2019-05-22,2394
2019-05-23,2351
2019-05-24,2329
2019-05-25,2376
2019-05-26,2437
2019-05-27,2538
2019-05-28,2567
2019-05-29,2694
2019-05-30,2815
2019-05-31,2928
2019-06-01,3071
2019-06-02,3162
2019-06-03,3158
2019-06-04,3130
2019-06-05,3008
2019-06-06,2860
2019-06-07,2717
2019-06-08,2593
2019-06-09,2620
2019-06-10,2572
2019-06-11,2530
2019-06-12,2499
2019-06-13,2467
2019-06-14,2466
2019-06-15,2559
2019-06-16,2604
2019-06-17,2615
2019-06-18,2582
2019-06-19,2583
2019-06-20,2563
2019-06-21,2501
2019-06-22,2513
2019-06-23,2523
2019-06-24,2449
2019-06-25,2406
2019-06-26,2393
2019-06-27,2430
2019-06-28,2479
2019-06-29,2453
2019-06-30,2442
2019-07-01,2449
2019-07-02,2564
2019-07-03,2685
2019-07-04,2675
2019-07-05,2734
2019-07-06,2853
2019-07-07,2996
2019-07-08,3082
2019-07-09,3213
2019-07-10,3164
2019-07-11,3151
2019-07-12,3104
2019-07-13,3037
2019-07-14,3003
2019-07-15,2955
2019-07-16,2917
2019-07-17,2968
2019-07-18,3115
2019-07-19,3271
2019-07-20,3345
2019-07-21,3230
2019-07-22,3083
2019-07-23,2994
2019-07-24,2875
2019-07-25,2744
2019-07-26,2616
2019-07-27,2563
2019-07-28,2636
2019-07-29,2754
2019-07-30,2810
2019-07-31,2806
2019-08-01,2793
2019-08-02,2811
2019-08-03,2851
2019-08-04,2907
2019-08-05,2874
2019-08-06,2858
2019-08-07,2809
2019-08-08,2746
2019-08-09,2751
2019-08-10,2683
2019-08-11,2757
2019-08-12,2764
2019-08-13,2807
2019-08-14,2825
2019-08-15,2853
2019-08-16,2992
2019-08-17,3102
2019-08-18,3184
2019-08-19,3302
2019-08-20,3250
2019-08-21,3237
2019-08-22,3342
2019-08-23,3362
2019-08-24,3510
2019-08-24,3510
2019-08-25,3654
2019-08-25,3654
2019-08-26,3744
2019-08-26,3744
2019-08-27,3898
2019-08-27,3898
2019-08-28,4022
2019-08-29,4120
2019-08-30,4059
2019-08-31,4003
2019-09-01,4160
2019-09-02,4251
2019-09-03,4131
2019-09-04,3930
2019-09-05,3738
2019-09-06,3551
2019-09-07,3487
2019-09-08,3577
2019-09-09,3544
2019-09-10,3565
2019-09-11,3613
2019-09-12,3623
2019-09-13,3593
2019-09-14,3480
2019-09-15,3429
2019-09-16,3415
2019-09-17,3384
2019-09-18,3415
2019-09-19,3244
2019-09-20,3175
2019-09-21,3144
2019-09-22,3165
2019-09-23,3145
2019-09-24,3105
2019-09-25,3087
2019-09-26,3073
2019-09-27,3113
2019-09-28,3121
2019-09-29,3168
2019-09-30,3156
2019-10-01,3136
2019-10-02,3109
2019-10-03,3109
2019-10-04,3131
2019-10-05,3182
2019-10-06,3292
2019-10-07,3259
2019-10-08,3365
2019-10-09,3498
2019-10-10,3535
2019-10-11,3581
2019-10-12,3652
2019-10-13,3584
2019-10-14,3663
2019-10-15,3776
2019-10-16,3761
2019-10-17,3710
2019-10-18,3577
2019-10-19,3527
2019-10-20,3693
2019-10-21,3712
2019-10-22,3651
2019-10-23,3578
2019-10-24,3523
2019-10-25,3488
2019-10-26,3614
2019-10-27,3739
2019-10-28,3874
2019-10-29,3816
2019-10-30,3843
2019-10-31,3816
2019-11-01,3959
2019-11-02,3963
2019-11-03,3966
2019-11-04,4070
2019-11-05,4263
2019-11-06,4336
2019-11-07,4477
2019-11-08,4324
2019-11-09,4149
2019-11-10,4267
2019-11-11,4286
2019-11-12,4348
2019-11-13,4296
2019-11-14,4391
2019-11-15,4390
2019-11-16,4420
2019-11-17,4303
2019-11-18,4298
2019-11-19,4451
2019-11-20,4384
2019-11-21,4300
2019-11-22,4275
2019-11-23,4336
2019-11-24,4219
2019-11-25,4247
2019-11-26,4268
2019-11-27,4284
2019-11-28,4205
2019-11-29,4198
2019-11-30,4182
2019-12-01,4206
2019-12-02,4184
2019-12-03,4282
2019-12-04,4380
2019-12-05,4275
2019-12-06,4298
2019-12-07,4120
2019-12-08,4097
2019-12-09,4088
2019-12-10,4105
2019-12-11,4230
2019-12-12,4373
2019-12-13,4338
2019-12-14,4195
2019-12-15,4243
2019-12-16,4321
2019-12-17,4278
2019-12-18,4244
2019-12-19,4236
2019-12-20,4264
2019-12-21,4202
2019-12-22,4180
2019-12-23,4292
2019-12-24,4386
2019-12-25,4246
2019-12-26,4094
2019-12-27,4039
2019-12-28,3980
2019-12-29,3971
2019-12-30,3943
2019-12-31,3902
2020-01-01,3949
2020-01-02,3944
2020-01-03,3952
2020-01-04,3952
2020-01-05,3978
2020-01-06,3963
2020-01-07,3929
2020-01-08,3921
2020-01-09,4003
2020-01-10,4126
2020-01-11,4116
2020-01-12,4073
2020-01-13,4015
2020-01-14,4012
2020-01-15,3998
2020-01-16,3968
2020-01-17,3966
2020-01-18,3998
2020-01-19,4137
2020-01-20,4342
2020-01-21,4560
2020-01-22,4589
2020-01-23,4696
2020-01-24,4931
2020-01-25,5176
2020-01-26,5160
2020-01-27,4965
2020-01-28,4716
2020-01-29,4484
2020-01-30,4298
2020-01-31,4108
2020-02-01,4092
2020-02-02,4149
2020-02-03,4146
2020-02-04,4326
2020-02-05,4543
2020-02-06,4415
2020-02-07,4301
2020-02-08,4201
2020-02-09,4192
2020-02-10,4198
2020-02-11,4164
2020-02-12,4151
2020-02-13,4096
2020-02-14,4029
2020-02-15,4008
2020-02-16,3958
2020-02-17,3958
2020-02-18,3917
2020-02-19,3969
2020-02-20,3963
2020-02-21,3956
2020-02-22,4047
2020-02-23,4029
2020-02-24,4002
2020-02-25,4049
2020-02-26,4046
2020-02-27,4041
2020-02-28,4059
2020-02-29,4029
2020-03-01,4004
2020-03-02,3983
2020-03-03,3948
2020-03-04,3925
2020-03-05,3906
2020-03-06,3892
2020-03-07,3886
2020-03-08,3846
2020-03-09,3896
2020-03-10,3961
2020-03-11,3965
2020-03-12,3964
2020-03-13,3778
2020-03-14,3762
2020-03-15,3810
2020-03-16,3904
2020-03-17,3974
2020-03-18,4026
2020-03-19,4018
2020-03-20,4039
2020-03-21,3954
2020-03-22,3988
2020-03-23,3972
2020-03-24,3909
2020-03-25,3867
2020-03-26,3859
2020-03-27,3901
2020-03-28,3905
2020-03-29,3874
2020-03-30,3826
2020-03-31,3868
2020-04-01,3840
2020-04-02,3752
2020-04-03,3732
2020-04-04,3759
2020-04-05,3842
2020-04-06,3913
2020-04-07,3950
2020-04-08,3918
2020-04-09,3870
2020-04-10,3804
2020-04-11,3746
2020-04-12,3558
2020-04-13,3491
2020-04-14,3511
2020-04-15,3495
2020-04-16,3507
2020-04-17,3574
2020-04-18,3547
2020-04-19,3653
2020-04-20,3698
2020-04-21,3737
2020-04-22,3786
2020-04-23,3772
2020-04-24,3749
2020-04-25,3697
2020-04-26,3567
2020-04-27,3568
2020-04-28,3577
2020-04-29,3656
2020-04-30,3598
2020-05-01,3550
2020-05-02,3509
2020-05-03,3462
2020-05-04,3359
2020-05-05,3281
2020-05-06,3246
2020-05-07,3194
2020-05-08,3271
2020-05-09,3357
2020-05-10,3403
2020-05-11,3549
2020-05-12,3581
2020-05-13,3606
