date_obj,Zamorak%20mitre price
2016-11-08,69843
2016-11-09,66496
2016-11-10,65881
2016-11-11,67399
2016-11-12,67577
2016-11-13,67669
2016-11-14,67261
2016-12-08,64420
2016-12-09,64651
2016-12-10,65038
2016-12-11,66527
2016-12-12,68506
2016-12-13,68665
2016-12-14,67883
2016-12-15,67432
2016-12-16,65928
2016-12-17,65081
2016-12-18,65003
2016-12-19,63998
2016-12-20,63432
2016-12-21,64793
2016-12-22,65516
2016-12-23,65811
2016-12-24,65741
2016-12-25,65360
2016-12-26,65658
2016-12-27,66242
2016-12-28,66649
2016-12-29,67430
2016-12-30,67512
2016-12-31,66846
2017-01-01,64320
2017-01-02,63877
2017-01-03,63541
2017-01-04,62995
2017-01-05,63926
2017-01-06,65897
2017-01-07,67649
2017-01-08,68647
2017-01-09,67514
2017-01-10,66359
2017-01-11,66078
2017-01-12,63693
2017-01-13,62492
2017-01-14,61926
2017-01-15,61952
2017-01-16,61757
2017-01-17,61823
2017-01-18,64371
2017-01-19,64651
2017-01-20,66250
2017-01-21,67543
2017-01-22,69169
2017-01-27,74781
2017-01-28,74007
2017-01-29,73422
2017-01-30,73102
2017-01-31,73511
2017-02-01,72189
2017-02-02,71085
2017-02-03,68055
2017-02-04,67078
2017-02-05,66393
2017-02-06,65506
2017-02-07,65400
2017-02-08,64885
2017-02-09,64484
2017-02-10,64357
2017-02-11,63960
2017-02-12,62835
2017-02-13,62681
2017-02-14,61163
2017-02-15,60185
2017-02-16,60245
2017-02-18,60612
2017-02-19,60459
2017-02-20,60144
2017-02-21,60201
2017-02-22,60209
2017-02-23,61001
2017-02-24,61047
2017-02-25,61513
2017-02-26,61838
2017-02-27,61977
2017-02-28,62673
2017-03-01,63006
2017-03-02,62994
2017-03-03,62579
2017-03-04,62590
2017-03-05,62028
2017-03-06,62129
2017-03-07,62146
2017-03-08,61644
2017-03-09,61062
2017-03-10,59792
2017-03-11,57922
2017-03-12,55697
2017-03-13,53271
2017-03-14,52371
2017-03-15,52450
2017-03-16,52018
2017-03-17,51287
2017-03-18,51349
2017-03-19,50775
2017-03-20,49669
2017-03-21,49019
2017-03-22,47772
2017-03-23,46518
2017-03-24,46066
2017-03-25,45526
2017-03-26,43792
2017-03-27,42853
2017-03-28,42917
2017-03-29,42697
2017-03-30,42883
2017-03-31,43487
2017-04-01,44334
2017-04-02,44264
2017-04-03,44836
2017-04-04,45631
2017-04-12,48624
2017-04-13,48173
2017-04-14,47903
2017-04-15,46903
2017-04-16,47296
2017-04-17,47413
2017-04-18,47599
2017-04-19,47371
2017-04-20,46461
2017-04-21,46948
2017-04-22,49296
2017-04-23,51761
2017-04-24,54350
2017-04-25,56472
2017-04-26,57046
2017-04-27,58368
2017-04-28,57759
2017-04-29,58522
2017-04-30,59090
2017-05-01,58614
2017-05-02,58424
2017-05-03,58496
2017-05-04,59218
2017-05-05,59174
2017-05-06,58666
2017-05-07,59502
2017-05-08,59791
2017-05-09,60232
2017-05-10,60023
2017-05-11,60162
2017-05-12,59486
2017-05-13,58477
2017-05-14,56656
2017-05-15,55850
2017-05-16,54681
2017-05-17,53412
2017-05-18,52692
2017-05-19,51457
2017-05-20,52197
2017-05-21,51391
2017-05-22,49838
2017-05-23,48666
2017-05-24,49077
2017-05-25,48625
2017-05-26,47966
2017-05-27,47720
2017-05-28,47845
2017-05-29,47013
2017-05-30,46180
2017-05-31,46120
2017-06-01,46234
2017-06-02,46125
2017-06-03,45320
2017-06-06,43937
2017-06-07,43394
2017-06-08,43734
2017-06-09,44262
2017-06-10,44907
2017-06-11,44386
2017-06-12,43160
2017-06-13,41936
2017-06-14,40590
2017-06-15,39755
2017-06-16,38845
2017-06-17,38176
2017-06-18,38103
2017-06-19,38103
2017-06-20,38156
2017-06-21,37598
2017-06-22,38578
2017-06-23,39353
2017-06-24,39546
2017-06-25,39555
2017-06-26,39510
2017-06-27,37754
2017-06-28,37555
2017-06-29,37812
2017-06-30,38550
2017-07-01,38925
2017-07-02,39265
2017-07-03,39698
2017-07-04,40528
2017-07-05,41400
2017-07-06,42928
2017-07-07,44871
2017-07-08,46836
2017-07-13,55523
2017-07-14,54662
2017-07-15,51969
2017-07-16,50549
2017-07-17,49836
2017-07-18,47716
2017-07-19,46087
2017-07-20,44309
2017-07-21,43362
2017-07-22,42874
2017-07-23,43758
2017-07-24,44836
2017-07-25,46095
2017-07-26,46954
2017-07-27,45981
2017-07-28,45448
2017-07-29,44157
2017-07-30,42358
2017-07-31,42038
2017-08-01,41984
2017-08-02,41476
2017-08-03,41667
2017-08-04,42493
2017-08-05,42726
2017-08-06,42828
2017-08-09,44700
2017-08-10,45422
2017-08-11,47073
2017-08-12,48289
2017-08-13,49478
2017-08-14,49345
2017-08-15,49604
2017-08-16,51245
2017-08-17,53295
2017-08-18,55707
2017-08-19,58485
2017-08-20,61313
2017-08-21,63233
2017-08-22,64112
2017-08-23,63652
2017-08-24,63563
2017-08-25,61656
2017-08-26,59152
2017-08-27,59057
2017-08-28,58484
2017-08-29,57361
2017-08-30,55959
2017-08-31,55132
2017-09-01,55969
2017-09-02,56636
2017-09-03,57685
2017-09-04,58928
2017-09-05,60188
2017-09-06,62900
2017-09-07,63271
2017-09-08,64115
2017-09-09,63964
2017-09-10,63619
2017-09-11,62206
2017-09-12,60618
2017-09-13,58862
2017-09-14,57033
2017-09-15,55856
2017-09-16,54178
2017-09-17,52140
2017-09-18,52060
2017-09-19,52191
2017-09-20,52461
2017-09-21,52732
2017-09-22,54787
2017-09-23,56332
2017-09-24,57887
2017-09-25,59403
2017-09-26,61589
2017-09-27,64394
2017-09-28,66378
2017-09-29,67106
2017-09-30,66633
2017-10-01,65590
2017-10-02,64048
2017-10-03,62498
2017-10-04,60962
2017-10-05,58981
2017-10-06,57572
2017-10-07,55372
2017-10-08,54245
2017-10-09,54522
2017-10-10,52780
2017-10-11,52268
2017-10-12,51398
2017-10-13,49773
2017-10-14,48996
2017-10-15,49431
2017-10-16,50374
2017-10-17,50684
2017-10-18,51479
2017-10-19,53799
2017-10-20,56054
2017-10-21,54632
2017-10-22,53469
2017-10-23,54367
2017-10-24,56335
2017-10-25,57139
2017-10-26,57340
2017-10-27,57527
2017-10-28,57527
2017-10-29,56588
2017-10-30,58339
2017-10-31,58906
2017-11-01,60240
2017-11-02,62177
2017-11-03,61795
2017-11-04,59377
2017-11-05,56446
2017-11-06,54498
2017-11-07,52941
2017-11-08,51017
2017-11-09,49572
2017-11-10,48659
2017-11-11,48828
2017-11-12,48599
2017-11-13,48134
2017-11-14,46571
2017-11-15,45054
2017-11-16,44134
2017-11-17,45071
2017-11-18,45069
2017-11-19,46216
2017-11-20,46499
2017-11-21,46747
2017-11-22,48358
2017-11-23,48171
2017-11-24,48469
2017-11-25,48236
2017-11-26,47916
2017-11-27,47411
2017-11-28,46270
2017-11-29,45549
2017-11-30,44862
2017-12-01,45272
2017-12-02,45181
2017-12-03,46366
2017-12-04,47782
2017-12-05,48550
2017-12-06,49003
2017-12-07,49385
2017-12-08,50416
2017-12-09,50677
2017-12-10,50613
2017-12-11,51046
2017-12-12,51734
2017-12-13,51617
2017-12-14,52637
2017-12-15,53398
2017-12-16,54066
2017-12-17,53663
2017-12-18,54397
2017-12-19,54757
2017-12-20,55151
2017-12-21,55988
2017-12-22,55593
2017-12-23,55606
2017-12-24,55713
2017-12-25,57562
2017-12-26,56590
2017-12-27,56914
2017-12-28,55919
2017-12-29,55321
2017-12-30,54528
2017-12-31,55584
2018-01-01,55181
2018-01-02,53551
2018-01-03,52619
2018-01-04,51452
2018-01-05,50656
2018-01-06,49536
2018-01-07,47595
2018-01-08,46845
2018-01-09,45519
2018-01-10,43996
2018-01-11,42018
2018-01-12,41262
2018-01-13,41045
2018-01-14,41090
2018-01-15,41781
2018-01-16,42340
2018-01-17,41891
2018-01-18,41629
2018-01-19,41733
2018-01-20,41357
2018-01-21,41044
2018-01-22,41327
2018-01-23,40165
2018-01-24,39703
2018-01-25,39884
2018-01-26,39031
2018-01-27,38172
2018-01-28,37733
2018-01-29,37838
2018-01-30,37865
2018-02-01,36260
2018-02-02,35469
2018-02-03,35531
2018-02-04,35782
2018-02-05,36016
2018-02-06,36140
2018-02-07,36835
2018-02-08,37002
2018-02-09,37310
2018-02-10,37287
2018-02-11,36747
2018-02-12,35345
2018-02-13,34741
2018-02-14,34406
2018-02-15,34233
2018-02-16,33814
2018-02-17,34207
2018-02-18,34441
2018-02-19,34842
2018-02-20,35345
2018-02-21,35758
2018-02-22,36236
2018-02-23,34989
2018-02-24,34456
2018-02-25,34505
2018-02-26,33993
2018-02-27,33427
2018-02-28,32429
2018-03-01,31500
2018-03-02,30855
2018-03-03,30406
2018-03-04,29976
2018-03-05,29677
2018-03-06,29505
2018-03-07,28688
2018-03-08,28772
2018-03-09,28681
2018-03-10,28860
2018-03-11,28874
2018-03-12,28937
2018-03-13,29206
2018-03-14,29903
2018-03-15,29624
2018-03-16,30121
2018-03-17,30446
2018-03-18,31088
2018-03-20,33334
2018-03-21,34125
2018-03-23,35634
2018-03-24,35411
2018-03-26,33783
2018-03-27,32909
2018-03-28,32297
2018-03-29,32185
2018-03-30,31942
2018-03-31,31278
2018-04-01,30539
2018-04-02,29900
2018-04-03,30897
2018-04-04,31572
2018-04-05,32415
2018-04-06,33217
2018-04-08,34129
2018-04-09,33964
2018-04-10,33719
2018-04-11,34095
2018-04-12,34030
2018-04-13,34341
2018-04-14,34022
2018-04-16,32411
2018-04-17,31702
2018-04-18,31013
2018-04-19,30526
2018-04-20,31257
2018-04-21,31584
2018-04-22,31897
2018-04-23,31344
2018-04-24,31760
2018-04-25,33106
2018-04-26,34756
2018-04-27,35927
2018-04-28,36777
2018-04-29,36919
2018-04-30,37716
2018-05-02,38732
2018-05-03,37845
2018-05-04,37931
2018-05-05,37904
2018-05-06,37581
2018-05-07,38593
2018-05-08,38937
2018-05-09,38835
2018-05-10,38671
2018-05-11,38006
2018-05-12,37806
2018-05-13,37516
2018-05-14,36491
2018-05-15,34921
2018-05-16,33741
2018-05-17,33634
2018-05-18,33256
2018-05-19,32493
2018-05-20,32069
2018-05-21,32242
2018-05-22,32618
2018-05-23,33687
2018-05-24,34152
2018-05-25,34386
2018-05-26,34880
2018-05-27,35484
2018-05-28,36032
2018-05-29,36916
2018-05-30,37304
2018-05-31,38516
2018-06-01,39968
2018-06-02,41041
2018-06-03,41952
2018-06-04,42664
2018-06-05,42282
2018-06-06,41423
2018-06-07,40961
2018-06-08,40591
2018-06-09,39874
2018-06-10,38536
2018-06-11,37652
2018-06-12,36356
2018-06-13,35029
2018-06-14,33861
2018-06-15,33064
2018-06-16,32713
2018-06-17,32949
2018-06-18,33459
2018-06-19,34034
2018-06-20,34034
2018-06-21,33169
2018-06-22,34169
2018-06-23,34312
2018-06-24,34148
2018-06-25,33603
2018-06-26,32732
2018-06-27,32646
2018-06-28,32338
2018-06-29,32731
2018-06-30,32803
2018-07-01,32880
2018-07-02,32114
2018-07-03,31468
2018-07-04,30617
2018-07-05,29823
2018-07-06,29496
2018-07-07,29715
2018-07-08,29332
2018-07-09,28458
2018-07-10,27626
2018-07-11,27223
2018-07-12,27158
2018-07-13,27142
2018-07-14,27713
2018-07-15,28234
2018-07-16,29469
2018-07-17,30501
2018-07-18,30428
2018-07-19,30499
2018-07-20,30422
2018-07-21,30747
2018-07-22,30642
2018-07-23,30762
2018-07-24,30220
2018-07-25,29902
2018-07-26,30758
2018-07-27,31855
2018-07-28,32451
2018-07-29,32144
2018-07-30,33740
2018-07-31,35223
2018-08-01,35806
2018-08-02,37173
2018-08-03,38738
2018-08-04,39533
2018-08-05,40112
2018-08-06,40541
2018-08-07,40905
2018-08-08,40727
2018-08-09,40176
2018-08-10,40641
2018-08-11,40315
2018-08-12,39872
2018-08-14,39807
2018-08-16,42508
2018-08-17,42892
2018-08-18,42572
2018-08-19,42000
2018-08-20,42142
2018-08-21,41037
2018-08-22,40485
2018-08-23,39874
2018-08-24,39554
2018-08-25,39183
2018-08-26,39036
2018-08-27,39545
2018-08-28,39117
2018-08-29,39129
2018-08-30,39021
2018-08-31,39158
2018-09-01,39328
2018-09-02,39554
2018-09-03,39719
2018-09-04,39398
2018-09-05,38386
2018-09-06,37535
2018-09-07,36289
2018-09-08,35213
2018-09-09,34981
2018-09-10,33733
2018-09-11,33175
2018-09-12,32431
2018-09-13,32744
2018-09-14,32473
2018-09-15,33371
2018-09-16,33557
2018-09-17,33439
2018-09-18,33815
2018-09-19,34188
2018-09-20,34659
2018-09-21,35347
2018-09-22,36429
2018-09-23,37346
2018-09-24,37940
2018-09-25,38580
2018-09-26,38799
2018-09-27,38307
2018-09-28,37975
2018-09-29,37863
2018-09-30,38746
2018-10-02,40795
2018-10-03,40437
2018-10-04,41285
2018-10-05,41751
2018-10-06,41951
2018-10-07,42289
2018-10-08,42742
2018-10-09,42969
2018-10-10,43218
2018-10-11,42702
2018-10-12,40566
2018-10-13,39108
2018-10-14,38651
2018-10-15,37325
2018-10-16,36474
2018-10-17,36287
2018-10-18,36152
2018-10-19,35831
2018-10-20,36120
2018-10-21,35911
2018-10-22,35473
2018-10-23,34939
2018-10-24,34996
2018-10-25,34993
2018-10-26,34957
2018-10-27,34771
2018-10-28,34432
2018-10-29,34092
2018-10-30,33824
2018-10-31,33957
2018-11-01,33955
2018-11-03,33956
2018-11-04,33461
2018-11-05,33664
2018-11-06,34042
2018-11-07,34152
2018-11-08,33879
2018-11-09,33640
2018-11-10,33416
2018-11-11,32627
2018-11-12,32739
2018-11-13,32426
2018-11-14,32026
2018-11-15,32075
2018-11-16,32287
2018-11-17,32632
2018-11-18,33045
2018-11-19,33116
2018-11-20,33784
2018-11-21,34284
2018-11-22,34307
2018-11-23,34614
2018-11-24,35062
2018-11-25,35320
2018-11-26,35187
2018-11-27,35406
2018-11-28,35251
2018-11-29,35433
2018-12-01,36644
2018-12-02,35554
2018-12-03,35225
2018-12-04,34687
2018-12-05,34980
2018-12-07,34397
2018-12-09,31870
2018-12-10,30276
2018-12-11,29389
2018-12-12,29017
2018-12-13,29360
2018-12-14,29925
2018-12-15,30871
2018-12-16,31603
2018-12-17,32248
2018-12-18,32197
2018-12-19,31897
2018-12-20,31887
2018-12-21,31222
2018-12-22,30657
2018-12-23,29636
2018-12-24,28489
2018-12-25,27824
2018-12-26,26918
2018-12-27,27147
2018-12-28,27700
2018-12-29,28186
2018-12-30,28596
2018-12-31,27971
2019-01-01,28344
2019-01-02,28746
2019-01-03,29268
2019-01-04,29824
2019-01-05,30548
2019-01-06,30552
2019-01-08,30387
2019-01-10,30923
2019-01-11,30842
2019-01-12,30791
2019-01-13,30742
2019-01-14,32026
2019-01-15,32398
2019-01-16,32746
2019-01-17,32980
2019-01-18,33303
2019-01-19,33191
2019-01-20,33985
2019-01-21,34418
2019-01-22,35054
2019-01-23,35530
2019-01-24,35419
2019-01-25,35396
2019-01-26,35222
2019-01-27,35417
2019-01-28,34738
2019-01-29,34462
2019-01-30,33834
2019-01-31,32449
2019-02-01,31483
2019-02-02,30624
2019-02-03,29524
2019-02-04,28122
2019-02-05,27732
2019-02-06,27083
2019-02-07,26827
2019-02-08,26840
2019-02-09,27221
2019-02-10,26569
2019-02-11,25820
2019-02-12,25039
2019-02-13,24321
2019-02-14,24031
2019-02-15,24182
2019-02-16,24209
2019-02-17,23898
2019-02-18,23931
2019-02-19,24305
2019-02-20,24872
2019-02-21,25617
2019-02-22,25951
2019-02-23,26899
2019-02-24,26815
2019-02-25,27087
2019-02-26,27167
2019-02-27,27693
2019-02-28,28131
2019-03-01,29055
2019-03-02,30470
2019-03-03,31598
2019-03-04,32532
2019-03-05,33229
2019-03-06,32356
2019-03-07,31091
2019-03-08,30332
2019-03-09,30019
2019-03-10,29743
2019-03-11,28946
2019-03-12,28549
2019-03-13,28399
2019-03-14,27884
2019-03-15,27386
2019-03-16,27678
2019-03-17,27346
2019-03-18,26478
2019-03-19,26343
2019-03-20,26183
2019-03-21,26128
2019-03-22,26087
2019-03-23,25328
2019-03-24,24476
2019-03-25,24028
2019-03-26,23787
2019-03-27,23474
2019-03-28,23020
2019-03-29,22638
2019-03-30,22373
2019-03-31,22226
2019-04-01,22174
2019-04-02,21783
2019-04-03,20804
2019-04-04,20166
2019-04-05,19593
2019-04-06,19219
2019-04-07,18863
