date_obj,Zamorak%20d'hide%20boots price
2016-10-23,1968895
2016-10-24,1925960
2016-10-25,1925960
2016-10-26,1875855
2016-10-27,1875855
2016-10-28,1841212
2016-10-29,1766765
2016-10-30,1766765
2016-10-31,1685766
2016-11-01,1685766
2016-11-02,1601477
2016-11-03,1601477
2016-11-04,1569618
2016-11-05,1569618
2016-11-06,1617038
2016-11-07,1617038
2016-11-08,1585753
2016-11-09,1519442
2016-11-10,1453820
2016-11-11,1453820
2016-11-12,1384012
2016-11-13,1384012
2016-11-14,1319011
2016-12-08,1114360
2016-12-09,1138243
2016-12-10,1138243
2016-12-11,1118404
2016-12-12,1113858
2016-12-13,1095229
2016-12-14,1092923
2016-12-15,1092923
2016-12-16,1097280
2016-12-17,1114238
2016-12-18,1114238
2016-12-19,1147040
2016-12-20,1149992
2016-12-21,1174324
2016-12-22,1174324
2016-12-23,1230086
2016-12-24,1230086
2016-12-25,1288949
2016-12-26,1332985
2016-12-27,1374959
2016-12-28,1429515
2016-12-29,1477703
2016-12-30,1498462
2016-12-31,1513784
2017-01-01,1555410
2017-01-02,1551563
2017-01-03,1534222
2017-01-04,1525175
2017-01-05,1449841
2017-01-06,1377483
2017-01-07,1308608
2017-01-08,1248614
2017-01-09,1191055
2017-01-10,1182340
2017-01-11,1214991
2017-01-12,1252941
2017-01-13,1283296
2017-01-14,1322061
2017-01-15,1384964
2017-01-16,1430256
2017-01-17,1430309
2017-01-18,1467095
2017-01-19,1507893
2017-01-20,1487485
2017-01-21,1486619
2017-01-22,1473412
2017-01-27,1553558
2017-01-28,1540041
2017-01-29,1494513
2017-01-30,1447323
2017-01-31,1430378
2017-02-01,1391164
2017-02-02,1373664
2017-02-03,1339579
2017-02-04,1302548
2017-02-05,1275057
2017-02-06,1269646
2017-02-07,1275322
2017-02-08,1285108
2017-02-09,1285108
2017-02-10,1248973
2017-02-11,1242589
2017-02-12,1224712
2017-02-13,1223986
2017-02-14,1274099
2017-02-15,1276274
2017-02-16,1306102
2017-02-18,1308565
2017-02-19,1359461
2017-02-20,1356685
2017-02-21,1357451
2017-02-22,1332867
2017-02-23,1325373
2017-02-24,1309311
2017-02-25,1313553
2017-02-26,1260302
2017-02-27,1303275
2017-02-28,1343329
2017-03-01,1382108
2017-03-02,1372080
2017-03-03,1353634
2017-03-04,1321262
2017-03-05,1323862
2017-03-06,1319286
2017-03-07,1325579
2017-03-08,1326810
2017-03-09,1296654
2017-03-10,1305670
2017-03-11,1306134
2017-03-12,1277570
2017-03-13,1272014
2017-03-14,1292160
2017-03-15,1288772
2017-03-16,1265293
2017-03-17,1262375
2017-03-18,1255865
2017-03-19,1294673
2017-03-20,1262692
2017-03-21,1224240
2017-03-22,1193311
2017-03-23,1143900
2017-03-24,1109498
2017-03-25,1098574
2017-03-26,1125470
2017-03-27,1118946
2017-03-28,1123480
2017-03-29,1129033
2017-03-30,1117187
2017-03-31,1127328
2017-04-01,1141642
2017-04-02,1180524
2017-04-03,1193162
2017-04-04,1213165
2017-04-12,1191708
2017-04-13,1188019
2017-04-14,1187718
2017-04-15,1188762
2017-04-16,1188640
2017-04-17,1171893
2017-04-18,1176850
2017-04-19,1171149
2017-04-20,1141587
2017-04-21,1142484
2017-04-22,1133636
2017-04-23,1125639
2017-04-24,1105039
2017-04-25,1098878
2017-04-26,1099717
2017-04-27,1117209
2017-04-28,1138289
2017-04-29,1171429
2017-04-30,1229508
2017-05-01,1262163
2017-05-02,1266663
2017-05-03,1230697
2017-05-04,1223136
2017-05-05,1196727
2017-05-06,1209175
2017-05-07,1197019
2017-05-08,1168726
2017-05-09,1132756
2017-05-10,1076118
2017-05-11,1023774
2017-05-12,981453
2017-05-13,1003522
2017-05-14,1012321
2017-05-15,1031491
2017-05-16,1026088
2017-05-17,1043247
2017-05-18,1059528
2017-05-19,1049928
2017-05-20,1023896
2017-05-21,1023896
2017-05-22,1017295
2017-05-23,992658
2017-05-24,966873
2017-05-25,960530
2017-05-26,934813
2017-05-27,919121
2017-05-28,903703
2017-05-29,924690
2017-05-30,937624
2017-05-31,942909
2017-06-01,952947
2017-06-02,995977
2017-06-03,985848
2017-06-06,1045431
2017-06-07,1046123
2017-06-08,1046659
2017-06-09,1048959
2017-06-10,1026689
2017-06-11,1018651
2017-06-12,983030
2017-06-13,951895
2017-06-14,953780
2017-06-15,935372
2017-06-16,944306
2017-06-17,958673
2017-06-18,990119
2017-06-19,990119
2017-06-20,978956
2017-06-21,967436
2017-06-22,968793
2017-06-23,970632
2017-06-24,960537
2017-06-25,952512
2017-06-26,943442
2017-06-27,945934
2017-06-28,948933
2017-06-29,946389
2017-06-30,933101
2017-07-01,933101
2017-07-02,902653
2017-07-03,862856
2017-07-04,870026
2017-07-05,870026
2017-07-06,885794
2017-07-07,885794
2017-07-08,883933
2017-07-13,894482
2017-07-14,879410
2017-07-15,857217
2017-07-16,846339
2017-07-17,816712
2017-07-18,806040
2017-07-19,824561
2017-07-20,843924
2017-07-21,866669
2017-07-22,888270
2017-07-23,865226
2017-07-24,830908
2017-07-25,793136
2017-07-26,759783
2017-07-27,766644
2017-07-28,769632
2017-07-29,775192
2017-07-30,771808
2017-07-31,771808
2017-08-01,786171
2017-08-02,808694
2017-08-03,801605
2017-08-04,798909
2017-08-05,825122
2017-08-06,821334
2017-08-09,803860
2017-08-10,802160
2017-08-11,809981
2017-08-12,816993
2017-08-13,821454
2017-08-14,829753
2017-08-15,820944
2017-08-16,818359
2017-08-17,806127
2017-08-18,806127
2017-08-19,785031
2017-08-20,770212
2017-08-21,772290
2017-08-22,773605
2017-08-23,784795
2017-08-24,789628
2017-08-25,803258
2017-08-26,822448
2017-08-27,838119
2017-08-28,820437
2017-08-29,813177
2017-08-30,800620
2017-08-31,827622
2017-09-01,851171
2017-09-02,861046
2017-09-03,836953
2017-09-04,833234
2017-09-05,824082
2017-09-06,815518
2017-09-07,803543
2017-09-08,806403
2017-09-09,792674
2017-09-10,790503
2017-09-11,789614
2017-09-12,791282
2017-09-13,799880
2017-09-14,814673
2017-09-15,814673
2017-09-16,836820
2017-09-17,816303
2017-09-18,808085
2017-09-19,803751
2017-09-20,790879
2017-09-21,780239
2017-09-22,773669
2017-09-23,777391
2017-09-24,770152
2017-09-25,778018
2017-09-26,768730
2017-09-27,769761
2017-09-28,774731
2017-09-29,766760
2017-09-30,784823
2017-10-01,785307
2017-10-02,770137
2017-10-03,757848
2017-10-04,758216
2017-10-05,750491
2017-10-06,755864
2017-10-07,757818
2017-10-08,754298
2017-10-09,767740
2017-10-10,786755
2017-10-11,786755
2017-10-12,807151
2017-10-13,802476
2017-10-14,796134
2017-10-15,792644
2017-10-16,776408
2017-10-17,776408
2017-10-18,780267
2017-10-19,783854
2017-10-20,782539
2017-10-21,789597
2017-10-22,798615
2017-10-23,789973
2017-10-24,784844
2017-10-25,780933
2017-10-26,778514
2017-10-27,776466
2017-10-28,776466
2017-10-29,780321
2017-10-30,786224
2017-10-31,800084
2017-11-01,800084
2017-11-02,820319
2017-11-03,799287
2017-11-04,787349
2017-11-05,762029
2017-11-06,739007
2017-11-07,719317
2017-11-08,719972
2017-11-09,721007
2017-11-10,706472
2017-11-11,701552
2017-11-12,694594
2017-11-13,686487
2017-11-14,684401
2017-11-15,663531
2017-11-16,659972
2017-11-17,671102
2017-11-18,669878
2017-11-19,670025
2017-11-20,662560
2017-11-21,651321
2017-11-22,639106
2017-11-23,636088
2017-11-24,649750
2017-11-25,643110
2017-11-26,649211
2017-11-27,649211
2017-11-28,661662
2017-11-29,665144
2017-11-30,667647
2017-12-01,655600
2017-12-02,648859
2017-12-03,638415
2017-12-04,630112
2017-12-05,629370
2017-12-06,625586
2017-12-07,642896
2017-12-08,663648
2017-12-09,649133
2017-12-10,647541
2017-12-11,657412
2017-12-12,676237
2017-12-13,680196
2017-12-14,682540
2017-12-15,696632
2017-12-16,710460
2017-12-17,715605
2017-12-18,716756
2017-12-19,728668
2017-12-20,748634
2017-12-21,751514
2017-12-22,759947
2017-12-23,791732
2017-12-24,818215
2017-12-25,810063
2017-12-26,800661
2017-12-27,809948
2017-12-28,821887
2017-12-29,835515
2017-12-30,825974
2017-12-31,820920
2018-01-01,794175
2018-01-02,812821
2018-01-03,817552
2018-01-04,826129
2018-01-05,864584
2018-01-06,901412
2018-01-07,942611
2018-01-08,974710
2018-01-09,1009140
2018-01-10,1022549
2018-01-11,1034575
2018-01-12,1022822
2018-01-13,1040669
2018-01-14,1049653
2018-01-15,1046854
2018-01-16,1027082
2018-01-17,1025724
2018-01-18,1001097
2018-01-19,1001097
2018-01-20,964109
2018-01-21,926439
2018-01-22,950914
2018-01-23,947643
2018-01-24,936206
2018-01-25,930116
2018-01-26,931415
2018-01-27,921990
2018-01-28,912934
2018-01-29,904910
2018-01-30,885389
2018-02-01,896450
2018-02-02,920881
2018-02-03,908122
2018-02-04,898950
2018-02-05,891930
2018-02-06,883921
2018-02-07,901153
2018-02-08,906787
2018-02-09,920011
2018-02-10,907274
2018-02-11,887101
2018-02-12,879513
2018-02-13,859703
2018-02-14,841188
2018-02-15,817162
2018-02-16,806041
2018-02-17,790100
2018-02-18,776120
2018-02-19,801485
2018-02-20,829653
2018-02-21,819399
2018-02-22,829780
2018-02-23,860322
2018-02-24,901135
2018-02-25,936540
2018-02-26,940855
2018-02-27,941155
2018-02-28,935817
2018-03-01,944794
2018-03-02,949492
2018-03-03,956621
2018-03-04,938338
2018-03-05,926545
2018-03-06,944509
2018-03-07,940839
2018-03-08,960407
2018-03-09,953830
2018-03-10,967485
2018-03-11,964344
2018-03-12,953212
2018-03-13,949195
2018-03-14,953514
2018-03-15,952393
2018-03-16,989488
2018-03-17,1004880
2018-03-18,1011548
2018-03-20,991885
2018-03-21,978202
2018-03-23,976296
2018-03-24,971089
2018-03-26,968975
2018-03-27,967863
2018-03-28,969854
2018-03-29,969216
2018-03-30,969505
2018-03-31,977660
2018-04-01,985273
2018-04-02,1004234
2018-04-03,1024858
2018-04-04,1017480
2018-04-05,999206
2018-04-06,981925
2018-04-08,990031
2018-04-09,986416
2018-04-10,981584
2018-04-11,977415
2018-04-12,955317
2018-04-13,943813
2018-04-14,935670
2018-04-16,967289
2018-04-17,983029
2018-04-18,986757
2018-04-19,1002182
2018-04-20,999644
2018-04-21,994546
2018-04-22,974721
2018-04-23,951175
2018-04-24,959123
2018-04-25,987397
2018-04-26,999351
2018-04-27,1008433
2018-04-28,1040576
2018-04-29,1031927
2018-04-30,1009028
2018-05-02,998797
2018-05-03,990323
2018-05-04,978259
2018-05-05,993281
2018-05-06,985662
2018-05-07,981998
2018-05-08,982798
2018-05-09,988726
2018-05-10,979855
2018-05-11,988471
2018-05-12,980618
2018-05-13,978345
2018-05-14,976721
2018-05-15,982366
2018-05-16,979207
2018-05-17,977031
2018-05-18,976377
2018-05-19,977860
2018-05-20,1007787
2018-05-21,1003380
2018-05-22,1002483
2018-05-23,1004551
2018-05-24,1046698
2018-05-25,1065576
2018-05-26,1113252
2018-05-27,1128627
2018-05-28,1176598
2018-05-29,1165188
2018-05-30,1135418
2018-05-31,1133174
2018-06-01,1105664
2018-06-02,1070566
2018-06-03,1066513
2018-06-04,1073633
2018-06-05,1103345
2018-06-06,1068236
2018-06-07,1014824
2018-06-08,964082
2018-06-09,919728
2018-06-10,919910
2018-06-11,961022
2018-06-12,973088
2018-06-13,979429
2018-06-14,977859
2018-06-15,983090
2018-06-16,975797
2018-06-17,975847
2018-06-18,993567
2018-06-19,992386
2018-06-20,987908
2018-06-21,998774
2018-06-22,993250
2018-06-23,986659
2018-06-24,997378
2018-06-25,998093
2018-06-26,991344
2018-06-27,997460
2018-06-28,995579
2018-06-29,993152
2018-06-30,997932
2018-07-01,989956
2018-07-02,976419
2018-07-03,984712
2018-07-04,993506
2018-07-05,1019933
2018-07-06,1035167
2018-07-07,1034878
2018-07-08,1066644
2018-07-09,1097775
2018-07-10,1138141
2018-07-11,1182022
2018-07-12,1195872
2018-07-13,1239845
2018-07-14,1272147
2018-07-15,1274242
2018-07-16,1267986
2018-07-17,1304431
2018-07-18,1330042
2018-07-19,1311746
2018-07-20,1297065
2018-07-21,1258062
2018-07-22,1236265
2018-07-23,1204396
2018-07-24,1192866
2018-07-25,1201111
2018-07-26,1217911
2018-07-27,1184288
2018-07-28,1158155
2018-07-29,1166691
2018-07-30,1150148
2018-07-31,1143050
2018-08-01,1126624
2018-08-02,1124407
2018-08-03,1083303
2018-08-04,1082281
2018-08-05,1110840
2018-08-06,1140869
2018-08-07,1156238
2018-08-08,1196054
2018-08-09,1177491
2018-08-10,1201291
2018-08-11,1250846
2018-08-12,1289240
2018-08-14,1243357
2018-08-16,1155286
2018-08-17,1097647
2018-08-18,1058823
2018-08-19,1057247
2018-08-20,1083699
2018-08-21,1099638
2018-08-22,1112836
2018-08-23,1106275
2018-08-24,1097067
2018-08-25,1115369
2018-08-26,1112718
2018-08-27,1103969
2018-08-28,1102470
2018-08-29,1101687
2018-08-30,1119990
2018-08-31,1118677
2018-09-01,1124729
2018-09-02,1132903
2018-09-03,1115475
2018-09-04,1111722
2018-09-05,1095439
2018-09-06,1075297
2018-09-07,1062992
2018-09-08,1029898
2018-09-09,989600
2018-09-10,976014
2018-09-11,969083
2018-09-12,966360
2018-09-13,990940
2018-09-14,1017211
2018-09-15,1056552
2018-09-16,1072136
2018-09-17,1071310
2018-09-18,1085488
2018-09-19,1064208
2018-09-20,1039397
2018-09-21,1017441
2018-09-22,1019950
2018-09-23,1029960
2018-09-24,1032083
2018-09-25,1030819
2018-09-26,1048246
2018-09-27,1051352
2018-09-28,1042331
2018-09-29,1041083
2018-09-30,1042372
2018-10-02,1027051
2018-10-03,1033342
2018-10-04,1035242
2018-10-05,1030107
2018-10-06,1017372
2018-10-07,1010407
2018-10-08,1000828
2018-10-09,996663
2018-10-10,993027
2018-10-11,985619
2018-10-12,983601
2018-10-13,982099
2018-10-14,997014
2018-10-15,994776
2018-10-16,988230
2018-10-17,986485
2018-10-18,985647
2018-10-19,984955
2018-10-20,991098
2018-10-21,998171
2018-10-22,998745
2018-10-23,1011279
2018-10-24,1019621
2018-10-25,1012892
2018-10-26,1002988
2018-10-27,1005000
2018-10-28,993968
2018-10-29,990313
2018-10-30,984894
2018-10-31,989008
2018-11-01,1002568
2018-11-03,1011486
2018-11-04,1023917
2018-11-05,1029068
2018-11-06,1023800
2018-11-07,1022389
2018-11-08,1035167
2018-11-09,1061503
2018-11-10,1066868
2018-11-11,1089469
2018-11-12,1100792
2018-11-13,1101531
2018-11-14,1116251
2018-11-15,1160788
2018-11-16,1174552
2018-11-17,1206186
2018-11-18,1221360
2018-11-19,1220124
2018-11-20,1221021
2018-11-21,1183042
2018-11-22,1200307
2018-11-23,1239212
2018-11-24,1239758
2018-11-25,1267046
2018-11-26,1250824
2018-11-27,1258040
2018-11-28,1275724
2018-11-29,1264510
2018-12-01,1289347
2018-12-02,1291710
2018-12-03,1307973
2018-12-04,1318791
2018-12-05,1326264
2018-12-07,1323873
2018-12-09,1346639
2018-12-10,1377146
2018-12-11,1412308
2018-12-12,1404925
2018-12-13,1391379
2018-12-14,1385319
2018-12-15,1417016
2018-12-16,1408835
2018-12-17,1401782
2018-12-18,1399674
2018-12-19,1392612
2018-12-20,1378417
2018-12-21,1372973
2018-12-22,1385728
2018-12-23,1396910
2018-12-24,1413441
2018-12-25,1396687
2018-12-26,1400139
2018-12-27,1433436
2018-12-28,1452962
2018-12-29,1476863
2018-12-30,1522331
2018-12-31,1524443
2019-01-01,1498003
2019-01-02,1484571
2019-01-03,1477841
2019-01-04,1495362
2019-01-05,1510515
2019-01-06,1499437
2019-01-08,1463537
2019-01-10,1384441
2019-01-11,1319091
2019-01-12,1267138
2019-01-13,1222693
2019-01-14,1197743
2019-01-15,1182769
2019-01-16,1200383
2019-01-17,1192401
2019-01-18,1178971
2019-01-19,1169743
2019-01-20,1192831
2019-01-21,1187664
2019-01-22,1200805
2019-01-23,1238420
2019-01-24,1261390
2019-01-25,1301757
2019-01-26,1361151
2019-01-27,1387772
2019-01-28,1358167
2019-01-29,1334899
2019-01-30,1311371
2019-01-31,1281902
2019-02-01,1273235
2019-02-02,1292325
2019-02-03,1346235
2019-02-04,1395646
2019-02-05,1379892
2019-02-06,1411901
2019-02-07,1403943
2019-02-08,1392032
2019-02-09,1365520
2019-02-10,1362986
2019-02-11,1375703
2019-02-12,1372261
2019-02-13,1339224
2019-02-14,1308838
2019-02-15,1258301
2019-02-16,1279339
2019-02-17,1264454
2019-02-18,1263760
2019-02-19,1285558
2019-02-20,1289734
2019-02-21,1263343
2019-02-22,1262011
2019-02-23,1261373
2019-02-24,1251588
2019-02-25,1241981
2019-02-26,1232397
2019-02-27,1232099
2019-02-28,1245940
2019-03-01,1268593
2019-03-02,1268773
2019-03-03,1252863
2019-03-04,1256535
2019-03-05,1235186
2019-03-06,1234752
2019-03-07,1227724
2019-03-08,1224578
2019-03-09,1251423
2019-03-10,1244669
2019-03-11,1269449
2019-03-12,1254032
2019-03-13,1244660
2019-03-14,1260606
2019-03-15,1243694
2019-03-16,1250800
2019-03-17,1257453
2019-03-18,1277054
2019-03-19,1280408
2019-03-20,1316142
2019-03-21,1292726
2019-03-22,1294149
2019-03-23,1289354
2019-03-24,1286513
2019-03-25,1282988
2019-03-26,1272452
2019-03-27,1259233
2019-03-28,1236951
2019-03-29,1231905
2019-03-30,1239473
2019-03-31,1218666
2019-04-01,1194060
2019-04-02,1176038
2019-04-03,1174512
2019-04-04,1229501
2019-04-05,1286367
2019-04-06,1349508
2019-04-07,1332096
2019-04-08,1301269
2019-04-09,1298996
2019-04-10,1272110
2019-04-11,1258917
2019-04-12,1227600
2019-04-13,1198480
2019-04-14,1147211
2019-04-15,1109642
2019-04-16,1056735
2019-04-17,1031641
2019-04-18,1011880
2019-04-19,978423
2019-04-20,986826
2019-04-21,983807
2019-04-22,1002780
2019-04-23,1012246
2019-04-24,984639
2019-04-25,963106
2019-04-26,937106
2019-04-27,942018
2019-04-28,945234
2019-04-29,973470
2019-04-30,964018
2019-05-01,947232
2019-05-02,936548
2019-05-03,919527
2019-05-04,897997
2019-05-05,889032
2019-05-06,888319
2019-05-07,885653
2019-05-08,874697
2019-05-09,868987
2019-05-10,869565
2019-05-11,912914
2019-05-12,934491
2019-05-13,915436
2019-05-14,895506
2019-05-15,890334
2019-05-16,878755
2019-05-17,870483
2019-05-18,888138
2019-05-19,906115
2019-05-20,926073
2019-05-21,927912
2019-05-22,918989
2019-05-23,943356
2019-05-24,948047
2019-05-25,952382
2019-05-26,970980
2019-05-27,992250
2019-05-28,1003577
2019-05-29,1013646
2019-05-30,1018999
2019-05-31,1020386
2019-06-01,1010444
2019-06-02,1006055
2019-06-03,1018616
2019-06-04,1026160
2019-06-05,1014294
2019-06-06,1001070
2019-06-07,979070
2019-06-08,959487
2019-06-09,969920
2019-06-10,943067
2019-06-11,924705
2019-06-12,918813
2019-06-13,915383
2019-06-14,933511
2019-06-15,921091
2019-06-16,910313
2019-06-17,913736
2019-06-18,915207
2019-06-19,943724
2019-06-20,915537
2019-06-21,897541
2019-06-22,891702
2019-06-23,871359
2019-06-24,857525
2019-06-25,853337
2019-06-26,853793
2019-06-27,867509
2019-06-28,863727
2019-06-29,856074
2019-06-30,850163
2019-07-01,841063
2019-07-02,835932
2019-07-03,847288
2019-07-04,865117
2019-07-05,878874
2019-07-06,883915
2019-07-07,881748
2019-07-08,887319
2019-07-09,901063
2019-07-10,898168
2019-07-11,903544
2019-07-12,896483
2019-07-13,892109
2019-07-14,884966
2019-07-15,886248
2019-07-16,888283
2019-07-17,887745
2019-07-18,889298
2019-07-19,885697
2019-07-20,888870
2019-07-21,875681
2019-07-22,863235
2019-07-23,862852
2019-07-24,867708
2019-07-25,863312
2019-07-26,862924
2019-07-27,863805
2019-07-28,858068
2019-07-29,859495
2019-07-30,858522
2019-07-31,857399
2019-08-01,853476
2019-08-02,849343
2019-08-03,853613
2019-08-04,858990
2019-08-05,863613
2019-08-06,865143
2019-08-07,870047
2019-08-08,873580
2019-08-09,875803
2019-08-10,876460
2019-08-11,887444
2019-08-12,919064
2019-08-13,939040
2019-08-14,937530
2019-08-15,937416
2019-08-16,966289
2019-08-17,966612
2019-08-18,957094
2019-08-19,967952
2019-08-20,972847
2019-08-21,974216
2019-08-22,976726
2019-08-23,972518
2019-08-24,961784
2019-08-24,961784
2019-08-25,951308
2019-08-25,951308
2019-08-26,945400
2019-08-26,945400
2019-08-27,939645
2019-08-27,939645
2019-08-28,935030
2019-08-29,928798
2019-08-30,932400
2019-08-31,917149
2019-09-01,923418
2019-09-02,923214
2019-09-03,921048
2019-09-04,914696
2019-09-05,912147
2019-09-06,914678
2019-09-07,913796
2019-09-08,914819
2019-09-09,920027
2019-09-10,916360
2019-09-11,910033
2019-09-12,897804
2019-09-13,890067
2019-09-14,884183
2019-09-15,881245
2019-09-16,891016
2019-09-17,884839
2019-09-18,879174
2019-09-19,873626
2019-09-20,870609
2019-09-21,866660
2019-09-22,865739
2019-09-23,856353
2019-09-24,840047
2019-09-25,829559
2019-09-26,819988
2019-09-27,820634
2019-09-28,811248
2019-09-29,804136
2019-09-30,796996
2019-10-01,802167
2019-10-02,816590
2019-10-03,807988
2019-10-04,810501
2019-10-05,811423
2019-10-06,822688
2019-10-07,822132
2019-10-08,826730
2019-10-09,826956
2019-10-10,825198
2019-10-11,823020
2019-10-12,822173
2019-10-13,827371
2019-10-14,826781
2019-10-15,828968
2019-10-16,825881
2019-10-17,823066
2019-10-18,817682
2019-10-19,811325
2019-10-20,805605
2019-10-21,807105
2019-10-22,825525
2019-10-23,814938
2019-10-24,805339
2019-10-25,802447
2019-10-26,793405
2019-10-27,788769
2019-10-28,780141
2019-10-29,781149
2019-10-30,778043
2019-10-31,785549
2019-11-01,789538
2019-11-02,779504
2019-11-03,771389
2019-11-04,767367
2019-11-05,763775
2019-11-06,768124
2019-11-07,762322
2019-11-08,756844
2019-11-09,756165
2019-11-10,749105
2019-11-11,744401
2019-11-12,739546
2019-11-13,735894
2019-11-14,738919
2019-11-15,742097
2019-11-16,741525
2019-11-17,735383
2019-11-18,733679
2019-11-19,729476
2019-11-20,727401
2019-11-21,733785
2019-11-22,732688
2019-11-23,728676
2019-11-24,730765
2019-11-25,750157
2019-11-26,766775
2019-11-27,805114
2019-11-28,835457
2019-11-29,857976
2019-11-30,882652
2019-12-01,903373
2019-12-02,911152
2019-12-03,919658
2019-12-04,920185
2019-12-05,903171
2019-12-06,889458
2019-12-07,881077
2019-12-08,871138
2019-12-09,873731
2019-12-10,867145
2019-12-11,861176
2019-12-12,856216
2019-12-13,841377
2019-12-14,837024
2019-12-15,836375
2019-12-16,824073
2019-12-17,817268
2019-12-18,811448
2019-12-19,802761
2019-12-20,798923
2019-12-21,815410
2019-12-22,808703
2019-12-23,797002
2019-12-24,788418
2019-12-25,777440
2019-12-26,776788
2019-12-27,767028
2019-12-28,763099
2019-12-29,773318
2019-12-30,769870
2019-12-31,768937
2020-01-01,777763
2020-01-02,782162
2020-01-03,784324
2020-01-04,798662
2020-01-05,834954
2020-01-06,834783
2020-01-07,838173
2020-01-08,836747
2020-01-09,822828
2020-01-10,808556
2020-01-11,798722
2020-01-12,807852
2020-01-13,819844
2020-01-14,831238
2020-01-15,826981
2020-01-16,852706
2020-01-17,859060
2020-01-18,902013
2020-01-19,934865
2020-01-20,926157
2020-01-21,922619
2020-01-22,916248
2020-01-23,939360
2020-01-24,929269
2020-01-25,919908
2020-01-26,922028
2020-01-27,909378
2020-01-28,909541
2020-01-29,900960
2020-01-30,896654
2020-01-31,906180
2020-02-01,908984
2020-02-02,896666
2020-02-03,901260
2020-02-04,896726
2020-02-05,891321
2020-02-06,868375
2020-02-07,854606
2020-02-08,836522
2020-02-09,821127
2020-02-10,821324
2020-02-11,813595
2020-02-12,807402
2020-02-13,822760
2020-02-14,818006
2020-02-15,814269
2020-02-16,811643
2020-02-17,804148
2020-02-18,808012
2020-02-19,811611
2020-02-20,808393
2020-02-21,804849
2020-02-22,805808
2020-02-23,811648
2020-02-24,840131
2020-02-25,846515
2020-02-26,845111
2020-02-27,848822
2020-02-28,858066
2020-02-29,855408
2020-03-01,874156
2020-03-02,877945
2020-03-03,886464
2020-03-04,913569
2020-03-05,911708
2020-03-06,932021
2020-03-07,946049
2020-03-08,960223
2020-03-09,952613
2020-03-10,942734
2020-03-11,939892
2020-03-12,939143
2020-03-13,932795
2020-03-14,928851
2020-03-15,925111
2020-03-16,923288
2020-03-17,921022
2020-03-18,918305
2020-03-19,922856
2020-03-20,939426
2020-03-21,948948
2020-03-22,953630
2020-03-23,967035
2020-03-24,1008213
2020-03-25,1014741
2020-03-26,1059985
2020-03-27,1080197
2020-03-28,1078463
2020-03-29,1078311
2020-03-30,1070083
2020-03-31,1079293
2020-04-01,1109061
2020-04-02,1124556
2020-04-03,1126649
2020-04-04,1130522
2020-04-05,1174692
2020-04-06,1202453
2020-04-07,1213859
2020-04-08,1215469
2020-04-09,1173823
2020-04-10,1165176
2020-04-11,1153686
2020-04-12,1154559
2020-04-13,1143585
2020-04-14,1141531
2020-04-15,1151903
2020-04-16,1188226
2020-04-17,1178194
2020-04-18,1181280
2020-04-19,1216881
2020-04-20,1218789
2020-04-21,1259079
2020-04-22,1240104
2020-04-23,1232146
2020-04-24,1226753
2020-04-25,1213363
2020-04-26,1202832
2020-04-27,1196285
2020-04-28,1190204
2020-04-29,1187476
2020-04-30,1184017
