date_obj,Villager%20robe%20(brown) price
2019-04-09,6178
2019-04-10,6178
2019-04-11,6178
2019-04-12,6178
2019-04-13,6178
2019-04-14,5874
2019-04-15,5874
2019-04-16,5874
2019-04-17,5874
2019-04-18,5874
2019-04-19,5874
2019-04-20,5874
2019-04-21,5874
2019-04-22,5874
2019-04-23,5874
2019-04-24,5874
2019-04-25,5874
2019-04-26,5874
2019-04-27,5874
2019-04-28,5874
2019-04-29,5874
2019-04-30,5679
2019-05-01,5679
2019-05-02,5679
2019-05-03,5679
2019-05-04,5679
2019-05-05,5679
2019-05-06,5679
2019-05-07,5679
2019-05-08,5679
2019-05-09,5679
2019-05-10,5679
2019-05-11,5679
2019-05-12,5679
2019-05-13,5679
2019-05-14,5679
2019-05-15,5679
2019-05-16,5766
2019-05-17,5766
2019-05-18,5766
2019-05-19,5766
2019-05-20,5766
2019-05-21,5766
2019-05-22,5766
2019-05-23,5766
2019-05-24,5766
2019-05-25,5766
2019-05-26,5766
2019-05-27,5766
2019-05-28,5766
2019-05-29,5766
2019-05-30,5766
2019-05-31,5766
2019-06-01,5584
2019-06-02,5584
2019-06-03,5584
2019-06-04,5584
2019-06-05,5584
2019-06-06,5584
2019-06-07,5584
2019-06-08,5584
2019-06-09,5584
2019-06-10,5584
2019-06-11,5584
2019-06-12,5584
2019-06-13,5584
2019-06-14,5584
2019-06-15,5584
2019-06-16,5584
2019-06-17,5584
2019-06-18,5584
2019-06-19,5530
2019-06-20,5530
2019-06-21,5530
2019-06-22,5530
2019-06-23,5530
2019-06-24,5530
2019-06-25,5530
2019-06-26,5530
2019-06-27,5530
2019-06-28,5530
2019-06-29,5530
2019-06-30,5530
2019-07-01,5530
2019-07-02,5530
2019-07-03,5530
2019-07-04,5530
2019-07-05,5530
2019-07-06,5530
2019-07-07,5530
2019-07-08,5530
2019-07-09,5530
2019-07-10,5402
2019-07-11,5402
2019-07-12,5402
2019-07-13,5402
2019-07-14,5402
2019-07-15,5402
2019-07-16,5402
2019-07-17,5402
2019-07-18,5402
2019-07-19,5402
2019-07-20,5402
2019-07-21,5402
2019-07-22,5402
2019-07-23,5402
2019-07-24,5402
2019-07-25,5402
2019-07-26,5402
2019-07-27,5402
2019-07-28,5209
2019-07-29,5209
2019-07-30,5209
2019-07-31,5209
2019-08-01,5209
2019-08-02,5209
2019-08-03,5209
2019-08-04,5209
2019-08-05,5209
2019-08-06,5209
2019-08-07,5209
2019-08-08,5209
2019-08-09,5209
2019-08-10,5209
2019-08-11,5209
2019-08-12,5209
2019-08-13,5209
2019-08-14,5209
2019-08-15,5209
2019-08-16,5209
2019-08-17,5209
2019-08-18,5209
2019-08-19,5147
2019-08-20,5147
2019-08-21,5147
2019-08-22,5147
2019-08-23,5147
2019-08-24,5147
2019-08-24,5147
2019-08-25,5147
2019-08-25,5147
2019-08-26,5147
2019-08-26,5147
2019-08-27,5147
2019-08-27,5147
2019-08-28,5147
2019-08-29,5147
2019-08-30,5147
2019-08-31,5147
2019-09-01,5147
2019-09-02,5147
2019-09-03,5147
2019-09-04,5147
2019-09-05,5147
2019-09-06,5147
2019-09-07,5147
2019-09-08,5147
2019-09-09,5137
2019-09-10,5137
2019-09-11,5137
2019-09-12,5137
2019-09-13,5137
2019-09-14,5137
2019-09-15,5137
2019-09-16,5137
2019-09-17,5137
2019-09-18,5137
2019-09-19,5137
2019-09-20,5137
2019-09-21,5137
2019-09-22,5137
2019-09-23,5137
2019-09-24,5137
2019-09-25,5137
2019-09-26,5137
2019-09-27,5137
2019-09-28,5137
2019-09-29,5137
2019-09-30,5137
2019-10-01,5155
2019-10-02,5155
2019-10-03,5155
2019-10-04,5155
2019-10-05,5155
2019-10-06,5155
2019-10-07,5155
2019-10-08,5155
2019-10-09,5155
2019-10-10,5155
2019-10-11,5155
2019-10-12,5155
2019-10-13,5155
2019-10-14,5155
2019-10-15,5155
2019-10-16,5155
2019-10-17,5155
2019-10-18,5155
2019-10-19,5155
2019-10-20,5155
2019-10-21,5155
2019-10-22,5155
2019-10-23,5155
2019-10-24,5155
2019-10-25,5155
2019-10-26,5172
2019-10-27,5172
2019-10-28,5172
2019-10-29,5172
2019-10-30,5172
2019-10-31,5172
2019-11-01,5172
2019-11-02,5172
2019-11-03,5172
2019-11-04,5172
2019-11-05,5172
2019-11-06,5172
2019-11-07,5172
2019-11-08,5172
2019-11-09,5172
2019-11-10,5172
2019-11-11,5172
2019-11-12,5172
2019-11-13,5172
2019-11-14,5172
2019-11-15,5172
2019-11-16,5172
2019-11-17,5172
2019-11-18,5172
2019-11-19,5172
2019-11-20,5172
2019-11-21,5172
2019-11-22,5172
2019-11-23,5172
2019-11-24,5110
2019-11-25,5110
2019-11-26,5110
2019-11-27,5110
2019-11-28,5110
2019-11-29,5110
2019-11-30,5110
2019-12-01,5110
2019-12-02,5110
2019-12-03,5110
2019-12-04,5110
2019-12-05,5110
2019-12-06,5110
2019-12-07,5110
2019-12-08,5110
2019-12-09,5110
2019-12-10,5110
2019-12-11,5110
2019-12-12,5110
2019-12-13,5110
2019-12-14,5110
2019-12-15,5110
2019-12-16,5110
2019-12-17,5110
2019-12-18,5110
2019-12-19,5110
2019-12-20,5110
2019-12-21,5110
2019-12-22,5110
2019-12-23,5110
2019-12-24,5052
2019-12-25,5052
2019-12-26,5052
2019-12-27,5052
2019-12-28,5052
2019-12-29,5052
2019-12-30,5052
2019-12-31,5052
2020-01-01,5052
2020-01-02,5052
2020-01-03,5052
2020-01-04,5052
2020-01-05,5052
2020-01-06,5052
2020-01-07,5052
2020-01-08,5052
2020-01-09,5052
2020-01-10,5052
2020-01-11,5052
2020-01-12,5052
2020-01-13,5052
2020-01-14,5052
2020-01-15,5052
2020-01-16,4956
2020-01-17,4956
2020-01-18,4956
2020-01-19,4956
2020-01-20,4956
2020-01-21,4956
2020-01-22,4956
2020-01-23,4956
2020-01-24,4956
2020-01-25,4956
2020-01-26,4956
2020-01-27,4956
2020-01-28,4956
2020-01-29,4956
2020-01-30,4956
2020-01-31,4956
2020-02-01,4956
2020-02-02,4956
2020-02-03,4956
2020-02-04,4956
2020-02-05,4956
2020-02-06,4956
2020-02-07,4956
2020-02-08,4845
2020-02-09,4845
2020-02-10,4845
2020-02-11,4845
2020-02-12,4845
2020-02-13,4845
2020-02-14,4845
2020-02-15,4845
2020-02-16,4845
2020-02-17,4845
2020-02-18,4845
2020-02-19,4845
2020-02-20,4845
2020-02-21,4845
2020-02-22,4845
2020-02-23,4845
2020-02-24,4845
2020-02-25,4845
2020-02-26,4845
2020-02-27,4795
2020-02-28,4795
2020-02-29,4795
2020-03-01,4795
2020-03-02,4795
2020-03-03,4795
2020-03-04,4795
2020-03-05,4795
2020-03-06,4795
2020-03-07,4795
2020-03-08,4795
2020-03-09,4795
2020-03-10,4795
2020-03-11,4795
2020-03-12,4795
2020-03-13,4795
2020-03-14,4795
2020-03-15,4795
2020-03-16,4795
2020-03-17,4795
2020-03-18,4716
2020-03-19,4716
2020-03-20,4716
2020-03-21,4716
2020-03-22,4716
2020-03-23,4716
2020-03-24,4716
2020-03-25,4716
2020-03-26,4716
2020-03-27,4716
2020-03-28,4716
2020-03-29,4716
2020-03-30,4716
2020-03-31,4716
2020-04-01,4716
2020-04-02,4650
2020-04-03,4650
2020-04-04,4650
2020-04-05,4650
2020-04-06,4650
2020-04-07,4650
2020-04-08,4650
2020-04-09,4650
2020-04-10,4650
2020-04-11,4650
2020-04-12,4650
2020-04-13,4650
2020-04-14,4650
2020-04-15,4515
2020-04-16,4515
2020-04-17,4515
2020-04-18,4515
2020-04-19,4515
2020-04-20,4515
2020-04-21,4515
2020-04-22,4515
2020-04-23,4515
2020-04-24,4515
2020-04-25,4515
2020-04-26,4515
2020-04-27,4515
2020-04-28,4500
2020-04-29,4500
2020-04-30,4500
2020-05-01,4500
2020-05-02,4500
2020-05-03,4500
2020-05-04,4500
2020-05-05,4500
2020-05-06,4500
2020-05-07,4500
2020-05-08,4500
2020-05-09,4500
2020-05-10,4725
2020-05-11,4725
2020-05-12,4725
2020-05-13,4725
