date_obj,Enhanced%20crystal%20teleport%20seed price
2019-10-29,2105722
2019-10-30,2206821
2019-10-31,2206821
2019-11-01,2206821
2019-11-02,2206821
2019-11-03,2311354
2019-11-04,2311354
2019-11-05,2311354
2019-11-06,2311354
2019-11-07,2311354
2019-11-08,2311354
2019-11-09,2420670
2019-11-10,2420670
2019-11-11,2420670
2019-11-12,2420670
2019-11-13,2420670
2019-11-14,2420670
2019-11-15,2518248
2019-11-16,2518248
2019-11-17,2518248
2019-11-18,2518248
2019-11-19,2518248
2019-11-20,2518248
2019-11-21,2518248
2019-11-22,2639943
2019-11-23,2639943
2019-11-24,2639943
2019-11-25,2639943
2019-11-26,2639943
2019-11-27,2639943
2019-11-28,2639943
2019-11-29,2639943
2019-11-30,2751666
2019-12-01,2751666
2019-12-02,2751666
2019-12-03,2751666
2019-12-04,2751666
2019-12-05,2751666
2019-12-06,2751666
2019-12-07,2751666
2019-12-08,2843454
2019-12-09,2843454
2019-12-10,2843454
2019-12-11,2843454
2019-12-12,2843454
2019-12-13,2843454
2019-12-14,2843454
2019-12-15,2760880
2019-12-16,2760880
2019-12-17,2760880
2019-12-18,2760880
2019-12-19,2760880
2019-12-20,2760880
2019-12-21,2760880
2019-12-22,2763972
2019-12-23,2763972
2019-12-24,2763972
2019-12-25,2763972
2019-12-26,2763972
2019-12-27,2763972
2019-12-28,2763972
2019-12-29,2763972
2019-12-30,2630795
2019-12-31,2630795
2020-01-01,2630795
2020-01-02,2630795
2020-01-03,2630795
2020-01-04,2630795
2020-01-05,2630795
2020-01-06,2499760
2020-01-07,2499760
2020-01-08,2499760
2020-01-09,2499760
2020-01-10,2499760
2020-01-11,2499760
2020-01-12,2384027
2020-01-13,2384027
2020-01-14,2384027
2020-01-15,2384027
2020-01-16,2384027
2020-01-17,2384027
2020-01-18,2264825
2020-01-19,2264825
2020-01-20,2264825
2020-01-21,2264825
2020-01-22,2264825
2020-01-23,2264825
2020-01-24,2160353
2020-01-25,2160353
2020-01-26,2160353
2020-01-27,2160353
2020-01-28,2160353
2020-01-29,2132160
2020-01-30,2132160
2020-01-31,2132160
2020-02-01,2132160
2020-02-02,2228148
2020-02-03,2228148
2020-02-04,2228148
2020-02-05,2228148
2020-02-06,2228148
2020-02-07,2325609
2020-02-08,2325609
2020-02-09,2325609
2020-02-10,2325609
2020-02-11,2325609
2020-02-12,2433823
2020-02-13,2433823
2020-02-14,2433823
2020-02-15,2433823
2020-02-16,2433823
2020-02-17,2433823
2020-02-18,2550341
2020-02-19,2550341
2020-02-20,2550341
2020-02-21,2550341
2020-02-22,2550341
2020-02-23,2550341
2020-02-24,2558854
2020-02-25,2558854
2020-02-26,2558854
2020-02-27,2558854
2020-02-28,2558854
2020-02-29,2558854
2020-03-01,2487481
2020-03-02,2487481
2020-03-03,2487481
2020-03-04,2487481
2020-03-05,2487481
2020-03-06,2487481
2020-03-07,2373691
2020-03-08,2373691
2020-03-09,2373691
2020-03-10,2373691
2020-03-11,2373691
2020-03-12,2258162
2020-03-13,2258162
2020-03-14,2258162
2020-03-15,2258162
2020-03-16,2258162
2020-03-17,2258162
2020-03-18,2163554
2020-03-19,2163554
2020-03-20,2163554
2020-03-21,2163554
2020-03-22,2163554
2020-03-23,2077649
2020-03-24,2077649
2020-03-25,2077649
2020-03-26,2077649
2020-03-27,2125216
2020-03-28,2125216
2020-03-29,2125216
2020-03-30,2125216
2020-03-31,2125216
2020-04-01,2141136
2020-04-02,2141136
2020-04-03,2141136
2020-04-04,2141136
2020-04-05,2141136
2020-04-06,2243981
2020-04-07,2243981
2020-04-08,2355779
2020-04-09,2469137
2020-04-10,2469137
2020-04-11,2590281
2020-04-12,2590281
2020-04-13,2716269
2020-04-14,2716269
2020-04-15,2837140
2020-04-16,2837140
2020-04-17,2837140
2020-04-18,2941364
2020-04-19,2941364
2020-04-20,2897436
2020-04-21,2897436
2020-04-22,2756498
2020-04-23,2756498
2020-04-24,2618673
2020-04-25,2618673
2020-04-26,2487739
2020-04-27,2487739
2020-04-28,2363447
2020-04-29,2363447
2020-04-30,2248396
2020-05-01,2248396
2020-05-02,2143066
2020-05-03,2143066
2020-05-04,2035912
2020-05-05,2035912
2020-05-06,1934116
2020-05-07,1934116
2020-05-08,1878276
2020-05-09,1878276
2020-05-10,1925008
2020-05-11,1925008
2020-05-12,1925008
2020-05-13,2008431
