date_obj,Iorwerth%20camp%20teleport price
2019-03-30,4532
2019-03-31,4461
2019-04-01,4518
2019-04-02,4508
2019-04-03,4391
2019-04-04,4411
2019-04-05,4559
2019-04-06,4612
2019-04-07,4494
2019-04-08,4296
2019-04-09,4264
2019-04-10,4241
2019-04-11,4292
2019-04-12,4082
2019-04-13,3947
2019-04-14,3969
2019-04-15,3917
2019-04-16,3880
2019-04-17,4074
2019-04-18,4278
2019-04-19,4490
2019-04-20,4715
2019-04-21,4951
2019-04-22,5199
2019-04-23,5421
2019-04-24,5688
2019-04-25,5862
2019-04-26,5783
2019-04-27,5806
2019-04-28,5781
2019-04-29,5565
2019-04-30,5295
2019-05-01,5053
2019-05-02,4800
2019-05-03,4840
2019-05-04,4950
2019-05-05,5122
2019-05-06,5359
2019-05-07,5504
2019-05-08,5407
2019-05-09,5294
2019-05-10,5180
2019-05-11,5312
2019-05-12,5538
2019-05-13,5457
2019-05-14,5544
2019-05-15,5646
2019-05-16,5649
2019-05-17,5860
2019-05-18,6044
2019-05-19,6176
2019-05-20,6485
2019-05-21,6792
2019-05-22,7077
2019-05-23,7405
2019-05-24,7769
2019-05-25,7906
2019-05-26,7659
2019-05-27,7829
2019-05-28,7545
2019-05-29,7489
2019-05-30,7116
2019-05-31,6924
2019-06-01,6619
2019-06-02,6288
2019-06-03,5975
2019-06-04,5680
2019-06-05,5907
2019-06-06,6203
2019-06-07,6514
2019-06-08,6840
2019-06-09,7002
2019-06-10,6722
2019-06-11,6538
2019-06-12,6214
2019-06-13,6377
2019-06-14,6696
2019-06-15,7031
2019-06-16,7379
2019-06-17,7738
2019-06-18,7950
2019-06-19,7987
2019-06-20,7898
2019-06-21,7891
2019-06-22,7860
2019-06-23,7468
2019-06-24,7115
2019-06-25,7406
2019-06-26,7777
2019-06-27,7983
2019-06-28,7972
2019-06-29,7956
2019-06-30,7849
2019-07-01,7709
2019-07-02,7491
2019-07-03,7361
2019-07-04,7372
2019-07-05,7526
2019-07-06,7641
2019-07-07,7700
2019-07-08,7976
2019-07-09,8026
2019-07-10,8273
2019-07-11,8322
2019-07-12,8551
2019-07-13,8979
2019-07-14,9297
2019-07-15,9507
2019-07-16,9936
2019-07-17,10433
2019-07-18,10955
2019-07-19,11446
2019-07-20,12019
2019-07-21,11701
2019-07-22,11116
2019-07-23,10601
2019-07-24,10092
2019-07-25,9587
2019-07-26,9107
2019-07-27,8651
2019-07-28,8218
2019-07-29,7807
2019-07-30,7416
2019-07-31,7045
2019-08-01,6692
2019-08-02,6357
2019-08-03,6039
2019-08-04,5737
2019-08-05,5450
2019-08-06,5177
2019-08-07,4918
2019-08-08,4673
2019-08-09,4439
2019-08-10,4217
2019-08-11,4006
2019-08-12,3805
2019-08-13,3614
2019-08-14,3433
2019-08-15,3261
2019-08-16,3097
2019-08-17,2942
2019-08-18,2794
2019-08-19,2654
2019-08-20,2521
2019-08-21,2394
2019-08-22,2274
2019-08-23,2160
2019-08-24,2052
2019-08-24,2052
2019-08-25,1949
2019-08-25,1949
2019-08-26,1851
2019-08-26,1851
2019-08-27,1758
2019-08-27,1758
2019-08-28,1689
2019-08-29,1645
2019-08-30,1640
2019-08-31,1671
2019-09-01,1707
2019-09-02,1763
2019-09-03,1779
2019-09-04,1834
2019-09-05,1862
2019-09-06,1868
2019-09-07,1868
2019-09-08,1922
2019-09-09,1896
2019-09-10,1888
2019-09-11,1883
2019-09-12,1821
2019-09-13,1773
2019-09-14,1740
2019-09-15,1757
2019-09-16,1842
2019-09-17,1935
2019-09-18,2032
2019-09-19,2090
2019-09-20,2114
2019-09-21,2014
2019-09-22,1945
2019-09-23,1882
2019-09-24,1871
2019-09-25,1882
2019-09-26,1819
2019-09-27,1782
2019-09-28,1710
2019-09-29,1661
2019-09-30,1582
2019-10-01,1508
2019-10-02,1490
2019-10-03,1479
2019-10-04,1468
2019-10-05,1469
2019-10-06,1530
2019-10-07,1599
2019-10-08,1645
2019-10-09,1614
2019-10-10,1623
2019-10-11,1597
2019-10-12,1633
2019-10-13,1656
2019-10-14,1674
2019-10-15,1636
2019-10-16,1639
2019-10-17,1657
2019-10-18,1668
2019-10-19,1660
2019-10-20,1619
2019-10-21,1612
2019-10-22,1610
2019-10-23,1605
2019-10-24,1567
2019-10-25,1566
2019-10-26,1556
2019-10-27,1549
2019-10-28,1561
2019-10-29,1633
2019-10-30,1671
2019-10-31,1677
2019-11-01,1684
2019-11-02,1705
2019-11-03,1707
2019-11-04,1668
2019-11-05,1637
2019-11-06,1639
2019-11-07,1611
2019-11-08,1620
2019-11-09,1639
2019-11-10,1662
2019-11-11,1656
2019-11-12,1638
2019-11-13,1602
2019-11-14,1644
2019-11-15,1690
2019-11-16,1754
2019-11-17,1780
2019-11-18,1769
2019-11-19,1798
2019-11-20,1803
2019-11-21,1772
2019-11-22,1719
2019-11-23,1693
2019-11-24,1698
2019-11-25,1693
2019-11-26,1654
2019-11-27,1633
2019-11-28,1599
2019-11-29,1548
2019-11-30,1509
2019-12-01,1441
2019-12-02,1448
2019-12-03,1419
2019-12-04,1403
2019-12-05,1392
2019-12-06,1369
2019-12-07,1340
2019-12-08,1299
2019-12-09,1268
2019-12-10,1247
2019-12-11,1222
2019-12-12,1213
2019-12-13,1172
2019-12-14,1195
2019-12-15,1214
2019-12-16,1226
2019-12-17,1208
2019-12-18,1182
2019-12-19,1185
2019-12-20,1193
2019-12-21,1195
2019-12-22,1176
2019-12-23,1164
2019-12-24,1142
2019-12-25,1102
2019-12-26,1085
2019-12-27,1135
2019-12-28,1169
2019-12-29,1153
2019-12-30,1117
2019-12-31,1089
2020-01-01,1040
2020-01-02,1026
2020-01-03,1008
2020-01-04,991
2020-01-05,993
2020-01-06,1018
2020-01-07,1010
2020-01-08,1009
2020-01-09,1002
2020-01-10,1009
2020-01-11,1013
2020-01-12,1010
2020-01-13,1019
2020-01-14,1014
2020-01-15,986
2020-01-16,974
2020-01-17,998
2020-01-18,1016
2020-01-19,1036
2020-01-20,1060
2020-01-21,1023
2020-01-22,990
2020-01-23,985
2020-01-24,976
2020-01-25,964
2020-01-26,951
2020-01-27,944
2020-01-28,976
2020-01-29,1008
2020-01-30,1019
2020-01-31,986
2020-02-01,981
2020-02-02,978
2020-02-03,973
2020-02-04,982
2020-02-05,965
2020-02-06,961
2020-02-07,929
2020-02-08,899
2020-02-09,883
2020-02-10,867
2020-02-11,905
2020-02-12,894
2020-02-13,892
2020-02-14,887
2020-02-15,888
2020-02-16,876
2020-02-17,874
2020-02-18,907
2020-02-19,887
2020-02-20,883
2020-02-21,884
2020-02-22,860
2020-02-23,844
2020-02-24,869
2020-02-25,859
2020-02-26,850
2020-02-27,838
2020-02-28,844
2020-02-29,852
2020-03-01,854
2020-03-02,854
2020-03-03,849
2020-03-04,852
2020-03-05,846
2020-03-06,847
2020-03-07,848
2020-03-08,853
2020-03-09,884
2020-03-10,918
2020-03-11,962
2020-03-12,1003
2020-03-13,1026
2020-03-14,1061
2020-03-15,1098
2020-03-16,1146
2020-03-17,1191
2020-03-18,1131
2020-03-19,1090
2020-03-20,1056
2020-03-21,1103
2020-03-22,1142
2020-03-23,1200
2020-03-24,1260
2020-03-25,1294
2020-03-26,1246
2020-03-27,1207
2020-03-28,1172
2020-03-29,1154
2020-03-30,1137
2020-03-31,1114
2020-04-01,1081
2020-04-02,1075
2020-04-03,1116
2020-04-04,1153
2020-04-05,1205
2020-04-06,1208
2020-04-07,1186
2020-04-08,1231
2020-04-09,1278
2020-04-10,1291
2020-04-11,1293
2020-04-12,1243
2020-04-13,1210
2020-04-14,1178
2020-04-15,1133
2020-04-16,1119
2020-04-17,1087
2020-04-18,1076
2020-04-19,1087
2020-04-20,1141
2020-04-21,1198
2020-04-22,1258
2020-04-23,1321
2020-04-24,1388
2020-04-25,1458
2020-04-26,1530
2020-04-27,1607
2020-04-28,1688
2020-04-29,1773
2020-04-30,1804
2020-05-01,1787
2020-05-02,1740
2020-05-03,1711
2020-05-04,1726
2020-05-05,1726
2020-05-06,1777
2020-05-07,1832
2020-05-08,1896
2020-05-09,1946
2020-05-10,1893
2020-05-11,1822
2020-05-12,1769
2020-05-13,1706
