date_obj,Red%20d'hide%20chaps%20(t) price
2015-10-17,4261
2015-10-18,4222
2015-10-19,4210
2015-10-20,4153
2015-10-22,3967
2015-10-23,3974
2015-10-24,3935
2015-10-25,3971
2015-10-26,3901
2015-10-27,3901
2015-10-29,4048
2015-10-30,4015
2015-10-31,3921
2015-11-01,3921
2015-11-02,4081
2015-11-03,4050
2015-11-04,4050
2015-11-05,4051
2015-11-06,4051
2015-11-07,4243
2015-11-08,4243
2015-11-09,4206
2015-11-10,4206
2015-11-11,4161
2015-11-12,4161
2015-11-13,4151
2015-11-14,4116
2015-11-15,4087
2015-11-16,3921
2015-11-17,3870
2015-11-18,3929
2015-11-19,3947
2015-11-20,3877
2015-11-21,3877
2015-11-22,3892
2015-11-23,3892
2015-11-24,3829
2015-11-25,3847
2015-11-26,3847
2015-11-27,3826
2015-11-28,3708
2015-11-29,3767
2015-11-30,3729
2015-12-01,3729
2015-12-02,3739
2015-12-03,3694
2015-12-04,3694
2015-12-05,3766
2015-12-06,3872
2015-12-07,4044
2015-12-08,4123
2015-12-09,4088
2015-12-10,4020
2015-12-11,3932
2015-12-12,3876
2015-12-13,3904
2015-12-14,3904
2015-12-15,3950
2015-12-16,3773
2015-12-17,3773
2015-12-18,3697
2015-12-19,3657
2015-12-20,3567
2015-12-21,3542
2015-12-22,3573
2015-12-23,3590
2015-12-24,3715
2015-12-25,3795
2015-12-26,3834
2015-12-27,3993
2015-12-28,4132
2015-12-29,4127
2015-12-30,4124
2015-12-31,4124
2016-01-01,4160
2016-01-02,4117
2016-01-03,4054
2016-01-04,4008
2016-01-05,3938
2016-01-06,3755
2016-01-07,3678
2016-01-08,3681
2016-01-09,3771
2016-01-10,3847
2016-01-11,3946
2016-01-12,3952
2016-01-13,4088
2016-01-14,4249
2016-01-15,4317
2016-01-16,4372
2016-01-17,4537
2016-01-18,4684
2016-01-19,4684
2016-01-20,4681
2016-01-21,4681
2016-01-22,4710
2016-01-23,4550
2016-01-24,4521
2016-01-25,4536
2016-01-26,4478
2016-01-27,4416
2016-01-28,4416
2016-01-29,4400
2016-01-30,4400
2016-01-31,4393
2016-02-01,4335
2016-02-02,4279
2016-02-03,4298
2016-02-04,4457
2016-02-05,4457
2016-02-06,4491
2016-02-07,4491
2016-02-08,4544
2016-02-09,4500
2016-02-10,4308
2016-02-11,4377
2016-02-12,4289
2016-02-13,4129
2016-02-14,4093
2016-02-15,4047
2016-02-16,3964
2016-02-17,3862
2016-02-18,3893
2016-02-19,3936
2016-02-20,3902
2016-02-21,3920
2016-02-22,3920
2016-02-23,3928
2016-02-24,3842
2016-02-25,3875
2016-02-26,3875
2016-02-27,3872
2016-02-28,3916
2016-02-29,3956
2016-03-01,3986
2016-03-03,4161
2016-03-04,4141
2016-03-05,4236
2016-03-06,4250
2016-03-07,4324
2016-03-08,4492
2016-03-09,4639
2016-03-10,4871
2016-03-11,5076
2016-03-12,5241
2016-03-13,5060
2016-03-14,5156
2016-03-15,5267
2016-03-16,5256
2016-03-17,5207
2016-03-18,5183
2016-03-19,5156
2016-03-20,5108
2016-03-21,5200
2016-03-22,5308
2016-03-23,5425
2016-03-24,5474
2016-03-25,5346
2016-03-26,5166
2016-03-27,5032
2016-03-28,4926
2016-03-29,5023
2016-03-30,5023
2016-03-31,5140
2016-04-01,4970
2016-04-02,5074
2016-04-03,5078
2016-04-04,4950
2016-04-05,4866
2016-04-06,4746
2016-04-07,4747
2016-04-08,4721
2016-04-09,4650
2016-04-10,4637
2016-04-11,4637
2016-04-12,4607
2016-04-13,4589
2016-04-14,4450
2016-04-15,4334
2016-04-16,4212
2016-04-17,4047
2016-04-18,3924
2016-04-19,3971
2016-04-20,4083
2016-04-21,4157
2016-04-22,4157
2016-04-23,4240
2016-04-24,4328
2016-04-25,4205
2016-04-26,4010
2016-04-27,4052
2016-04-28,4046
2016-04-29,4012
2016-04-30,4151
2016-05-01,4067
2016-05-02,4069
2016-05-03,4150
2016-05-04,4081
2016-05-05,3958
2016-05-06,3958
2016-05-07,3940
2016-05-08,3819
2016-05-09,3722
2016-05-10,3634
2016-05-11,3592
2016-05-12,3425
2016-05-13,3253
2016-05-14,3090
2016-05-15,2935
2016-05-16,2866
2016-05-17,2886
2016-05-18,2925
2016-05-19,2970
2016-05-22,3112
2016-05-23,3129
2016-05-24,3181
2016-05-25,3199
2016-05-26,3252
2016-05-27,3263
2016-05-28,3263
2016-05-29,3280
2016-05-30,3124
2016-05-31,3055
2016-06-01,3088
2016-06-02,3023
2016-06-03,3025
2016-06-04,3053
2016-06-05,3049
2016-06-06,3090
2016-06-07,3090
2016-06-08,3201
2016-06-09,3297
2016-06-10,3356
2016-06-11,3387
2016-06-12,3435
2016-06-13,3435
2016-06-14,3499
2016-06-15,3648
2016-06-16,3692
2016-06-17,3816
2016-06-18,3816
2016-06-19,3905
2016-06-20,4020
2016-06-21,4075
2016-06-22,4154
2016-06-23,4221
2016-06-24,4320
2016-06-25,4335
2016-06-26,4411
2016-06-27,4409
2016-06-28,4281
2016-06-29,4457
2016-06-30,4502
2016-07-01,4470
2016-07-02,4420
2016-07-03,4276
2016-07-04,4200
2016-07-05,4350
2016-07-06,4430
2016-07-07,4470
2016-07-08,4423
2016-07-09,4470
2016-07-10,4319
2016-07-11,4473
2016-07-12,4455
2016-07-13,4499
2016-07-14,4472
2016-07-15,4466
2016-07-16,4533
2016-07-17,4533
2016-07-18,4580
2016-07-23,4361
2016-07-24,4267
2016-07-25,4252
2016-07-26,4252
2016-07-27,4266
2016-07-28,4448
2016-07-29,4521
2016-07-30,4449
2016-07-31,4449
2016-08-01,4360
2016-08-02,4230
2016-08-03,4094
2016-08-04,3924
2016-08-05,3924
2016-08-06,3786
2016-08-07,3690
2016-08-08,3610
2016-08-09,3568
2016-08-10,3562
2016-08-11,3562
2016-08-12,3505
2016-08-13,3625
2016-08-14,3643
2016-08-15,3597
2016-08-16,3572
2016-08-17,3596
2016-08-18,3596
2016-08-19,3545
2016-08-20,3440
2016-08-21,3440
2016-08-22,3399
2016-08-23,3337
2016-08-24,3337
2016-08-25,3276
2016-08-26,3276
2016-08-28,3278
2016-08-31,3387
2016-09-01,3493
2016-09-02,3493
2016-09-03,3582
2016-09-04,3625
2016-09-05,3729
2016-09-06,3664
2016-09-07,3664
2016-09-08,3524
2016-09-09,3407
2016-09-10,3446
2016-09-11,3446
2016-09-12,3573
2016-09-13,3658
2016-09-14,3658
2016-09-15,3657
2016-09-16,3657
2016-09-17,3631
2016-09-18,3715
2016-09-19,3682
2016-09-20,3682
2016-09-21,3622
2016-09-22,3519
2016-09-23,3529
2016-09-24,3529
2016-09-25,3512
2016-09-26,3512
2016-09-27,3516
2016-09-28,3477
2016-09-29,3477
2016-09-30,3524
2016-10-01,3530
2016-10-02,3530
2016-10-03,3462
2016-10-04,3474
2016-10-05,3531
2016-10-06,3582
2016-10-07,3582
2016-10-08,3569
2016-10-09,3569
2016-10-10,3465
2016-10-11,3291
2016-10-12,3128
2016-10-13,2991
2016-10-14,2937
2016-10-15,2952
2016-10-16,2952
2016-10-17,3051
2016-10-18,3018
2016-10-19,3083
2016-10-20,3083
2016-10-21,3077
2016-10-22,3077
2016-10-23,3065
2016-10-24,3143
2016-10-25,3143
2016-10-26,3180
2016-10-27,3180
2016-10-28,3133
2016-10-29,3158
2016-10-30,3158
2016-10-31,3192
2016-11-01,3192
2016-11-02,3247
2016-11-03,3247
2016-11-04,3264
2016-11-05,3264
2016-11-06,3343
2016-11-07,3343
2016-11-08,3372
2016-11-09,3457
2016-11-10,3527
2016-11-11,3527
2016-11-12,3599
2016-11-13,3599
2016-11-14,3563
2016-12-08,3695
2016-12-09,3679
2016-12-10,3679
2016-12-11,3738
2016-12-12,3858
2016-12-13,3940
2016-12-14,4036
2016-12-15,4036
2016-12-16,4096
2016-12-17,4119
2016-12-18,4119
2016-12-19,4050
2016-12-20,4143
2016-12-21,4190
2016-12-22,4190
2016-12-23,4180
2016-12-24,4180
2016-12-25,4043
2016-12-26,3888
2016-12-27,3894
2016-12-28,3941
2016-12-29,3909
2016-12-30,3845
2016-12-31,3839
2017-01-01,3855
2017-01-02,3684
2017-01-03,3618
2017-01-04,3606
2017-01-05,3615
2017-01-06,3542
2017-01-07,3478
2017-01-08,3419
2017-01-09,3258
2017-01-10,3177
2017-01-11,3085
2017-01-12,3101
2017-01-13,3126
2017-01-14,3151
2017-01-15,3106
2017-01-16,3220
2017-01-17,3305
2017-01-18,3342
2017-01-19,3335
2017-01-20,3358
2017-01-21,3314
2017-01-22,3213
2017-01-27,3315
2017-01-28,3447
2017-01-29,3577
2017-01-30,3552
2017-01-31,3617
2017-02-01,3556
2017-02-02,3503
2017-02-03,3534
2017-02-04,3597
2017-02-05,3617
2017-02-06,3527
2017-02-07,3484
2017-02-08,3439
2017-02-09,3439
2017-02-10,3419
2017-02-11,3428
2017-02-12,3428
2017-02-13,3435
2017-02-14,3465
2017-02-15,3465
2017-02-16,3570
2017-02-18,3505
2017-02-19,3456
2017-02-20,3405
2017-02-21,3260
2017-02-22,3260
2017-02-23,3192
2017-02-24,3192
2017-02-25,3210
2017-02-26,3116
2017-02-27,3157
2017-02-28,3265
2017-03-01,3265
2017-03-02,3216
2017-03-03,3160
2017-03-04,3192
2017-03-05,3255
2017-03-06,3280
2017-03-07,3265
2017-03-08,3334
2017-03-09,3391
2017-03-10,3297
2017-03-11,3203
2017-03-12,3209
2017-03-13,3157
2017-03-14,3154
2017-03-15,3173
2017-03-16,3189
2017-03-17,3184
2017-03-18,3131
2017-03-19,3174
2017-03-20,3239
2017-03-21,3281
2017-03-22,3326
2017-03-23,3434
2017-03-24,3582
2017-03-25,3582
2017-03-26,3585
2017-03-27,3497
2017-03-28,3506
2017-03-29,3538
2017-03-30,3555
2017-03-31,3634
2017-04-01,3648
2017-04-02,3630
2017-04-03,3611
2017-04-04,3719
2017-04-12,3140
2017-04-13,3139
2017-04-14,3093
2017-04-15,3132
2017-04-16,3230
2017-04-17,3334
2017-04-18,3492
2017-04-19,3585
2017-04-20,3726
2017-04-21,3767
2017-04-22,3903
2017-04-23,3850
2017-04-24,3991
2017-04-25,3943
2017-04-26,3943
2017-04-27,3943
2017-04-28,3980
2017-04-29,4027
2017-04-30,4168
2017-05-01,4249
2017-05-02,4214
2017-05-03,4184
2017-05-04,4218
2017-05-05,4123
2017-05-06,4000
2017-05-07,3957
2017-05-08,3906
2017-05-09,3847
2017-05-10,3926
2017-05-11,3848
2017-05-12,3833
2017-05-13,3865
2017-05-14,3734
2017-05-15,3666
2017-05-16,3621
2017-05-17,3499
2017-05-18,3487
2017-05-19,3487
2017-05-20,3481
2017-05-21,3481
2017-05-22,3501
2017-05-23,3666
2017-05-24,3639
2017-05-25,3684
2017-05-26,3717
2017-05-27,3631
2017-05-28,3680
2017-05-29,3708
2017-05-30,3762
2017-05-31,3632
2017-06-01,3474
2017-06-02,3362
2017-06-03,3362
2017-06-06,3036
2017-06-07,3004
2017-06-08,3004
2017-06-09,2998
2017-06-10,3125
2017-06-11,3218
2017-06-12,3218
2017-06-13,3328
2017-06-14,3437
2017-06-15,3476
2017-06-16,3591
2017-06-17,3682
2017-06-18,3797
2017-06-19,3797
2017-06-20,3804
2017-06-21,3906
2017-06-22,3906
2017-06-23,4045
2017-06-24,4042
2017-06-25,4042
2017-06-26,4016
2017-06-27,4059
2017-06-28,4059
2017-06-29,4053
2017-06-30,4134
2017-07-01,4134
2017-07-02,3998
2017-07-03,4028
2017-07-04,3991
2017-07-05,3991
2017-07-06,3935
2017-07-07,3935
2017-07-08,3844
2017-07-13,3615
2017-07-14,3533
2017-07-15,3533
2017-07-16,3436
2017-07-17,3465
2017-07-18,3354
2017-07-19,3348
2017-07-20,3274
2017-07-21,3149
2017-07-22,3161
2017-07-23,3192
2017-07-24,3162
2017-07-25,3110
2017-07-26,3104
2017-07-27,3195
2017-07-28,3297
2017-07-29,3297
2017-07-30,3354
2017-07-31,3354
2017-08-01,3366
2017-08-02,3402
2017-08-03,3374
2017-08-04,3314
2017-08-05,3335
2017-08-06,3359
2017-08-09,3231
2017-08-10,3187
2017-08-11,3295
2017-08-12,3232
2017-08-13,3180
2017-08-14,3218
2017-08-15,3361
2017-08-16,3361
2017-08-17,3380
2017-08-18,3380
2017-08-19,3436
2017-08-20,3492
2017-08-22,3594
2017-08-23,3476
2017-08-24,3512
2017-08-25,3512
2017-08-26,3469
2017-08-27,3437
2017-08-28,3477
2017-08-29,3477
2017-08-30,3409
2017-08-31,3487
2017-09-01,3487
2017-09-02,3435
2017-09-03,3435
2017-09-04,3497
2017-09-05,3497
2017-09-06,3371
2017-09-07,3340
2017-09-08,3340
2017-09-09,3369
2017-09-10,3341
2017-09-11,3344
2017-09-12,3325
2017-09-13,3423
2017-09-14,3430
2017-09-15,3430
2017-09-16,3344
2017-09-17,3370
2017-09-19,3475
2017-09-20,3452
2017-09-21,3537
2017-09-22,3714
2017-09-23,3714
2017-09-24,3823
2017-09-25,3922
2017-09-26,3922
2017-09-27,4037
2017-09-28,4122
2017-09-29,4257
2017-09-30,4336
2017-10-01,4281
2017-10-02,4256
2017-10-03,4256
2017-10-04,4220
2017-10-05,4240
2017-10-06,4135
2017-10-07,3952
2017-10-08,3877
2017-10-09,3913
2017-10-10,3936
2017-10-11,3936
2017-10-12,3957
2017-10-13,3920
2017-10-14,3935
2017-10-15,3935
2017-10-16,3978
2017-10-17,3978
2017-10-18,4100
2017-10-19,4146
2017-10-20,4146
2017-10-21,4163
2017-10-22,4221
2017-10-23,4392
2017-10-24,4334
2017-10-25,4242
2017-10-26,4193
2017-10-27,4138
2017-10-28,4138
2017-10-29,4182
2017-10-30,4126
2017-10-31,4047
2017-11-01,4047
2017-11-02,4064
2017-11-03,4093
2017-11-04,4023
2017-11-05,4009
2017-11-06,3934
2017-11-07,3934
2017-11-08,3917
2017-11-09,4007
2017-11-10,3975
2017-11-11,3892
2017-11-12,3950
2017-11-13,3959
2017-11-14,3959
2017-11-15,3932
2017-11-16,3960
2017-11-17,3943
2017-11-18,3943
2017-11-19,3792
2017-11-20,3850
2017-11-21,3886
2017-11-22,3873
2017-11-23,3890
2017-11-24,3890
2017-11-25,3894
2017-11-26,3974
2017-11-27,3974
2017-11-28,4000
2017-11-29,4000
2017-11-30,4053
2017-12-01,4091
2017-12-02,4091
2017-12-03,4025
2017-12-04,3899
2017-12-05,3784
2017-12-06,3595
2017-12-07,3648
2017-12-08,3648
2017-12-09,3744
2017-12-10,3758
2017-12-11,3838
2017-12-12,3779
2017-12-14,3834
2017-12-15,3858
2017-12-16,3850
2017-12-17,3850
2017-12-18,3872
2017-12-19,3872
2017-12-20,3925
2017-12-21,4014
2017-12-22,4145
2017-12-23,4276
2017-12-24,4348
2017-12-25,4431
2017-12-26,4344
2017-12-27,4279
2017-12-28,4279
2017-12-29,4220
2017-12-30,4244
2017-12-31,4244
2018-01-01,4284
2018-01-02,4365
2018-01-03,4278
2018-01-04,4286
2018-01-05,4299
2018-01-06,4195
2018-01-07,4156
2018-01-08,4032
2018-01-09,4164
2018-01-10,4164
2018-01-11,4233
2018-01-12,4027
2018-01-13,3879
2018-01-14,3757
2018-01-15,3587
2018-01-16,3484
2018-01-17,3383
2018-01-18,3310
2018-01-19,3310
2018-01-20,3452
2018-01-21,3429
2018-01-22,3593
2018-01-23,3682
2018-01-24,3764
2018-01-25,3764
2018-01-26,3791
2018-01-27,3844
2018-01-28,3977
2018-01-29,4121
2018-01-31,4215
2018-02-01,4215
2018-02-02,4311
2018-02-03,4293
2018-02-04,4293
2018-02-05,4307
2018-02-06,4312
2018-02-07,4285
2018-02-08,4285
2018-02-09,4332
2018-02-10,4332
2018-02-11,4355
2018-02-12,4378
2018-02-13,4174
2018-02-14,3967
2018-02-15,3821
2018-02-16,3751
2018-02-17,3704
2018-02-18,3704
2018-02-19,3651
2018-02-20,3651
2018-02-21,3581
2018-02-22,3581
2018-02-23,3564
2018-02-24,3564
2018-02-25,3664
2018-02-26,3805
2018-02-27,3829
2018-02-28,3829
2018-03-01,3975
2018-03-02,4027
2018-03-03,4006
2018-03-04,4006
2018-03-05,4114
2018-03-06,4278
2018-03-07,4344
2018-03-08,4344
2018-03-09,4222
2018-03-10,4222
2018-03-11,4058
2018-03-12,3953
2018-03-13,3881
2018-03-14,3801
2018-03-15,3801
2018-03-16,3802
2018-03-17,3772
2018-03-18,3734
2018-03-19,3734
2018-03-20,3660
2018-03-21,3660
2018-03-23,3727
2018-03-24,3669
2018-03-26,3816
2018-03-27,3818
2018-03-28,3818
2018-03-29,3805
2018-03-30,3805
2018-03-31,3850
2018-04-01,3799
2018-04-02,3827
2018-04-03,3881
2018-04-04,3721
2018-04-05,3721
2018-04-06,3689
2018-04-08,3560
2018-04-09,3549
2018-04-10,3549
2018-04-11,3479
2018-04-12,3479
2018-04-13,3475
2018-04-14,3475
2018-04-15,3593
2018-04-16,3593
2018-04-17,3720
2018-04-18,3720
2018-04-19,3891
2018-04-20,3891
2018-04-21,3958
2018-04-22,3958
2018-04-23,3903
2018-04-24,3903
2018-04-25,3830
2018-04-26,3830
2018-04-27,3910
2018-04-28,3910
2018-04-29,3933
2018-04-30,3933
2018-05-01,3966
2018-05-02,3966
2018-05-03,3970
2018-05-04,3970
2018-05-05,4024
2018-05-06,4024
2018-05-07,3973
2018-05-08,3973
2018-05-09,3927
2018-05-10,4037
2018-05-11,4037
2018-05-12,4037
2018-05-13,4037
2018-05-14,4088
2018-05-15,4088
2018-05-16,4029
2018-05-17,4016
2018-05-18,3992
2018-05-19,3947
2018-05-20,3947
2018-05-21,3908
2018-05-22,3908
2018-05-23,3905
2018-05-24,3905
2018-05-25,3853
2018-05-26,3942
2018-05-27,3942
2018-05-28,4083
2018-05-29,4042
2018-05-30,4042
2018-05-31,3985
2018-06-01,3985
2018-06-02,3971
2018-06-03,3971
2018-06-04,3960
2018-06-05,3920
2018-06-06,3799
2018-06-07,3799
2018-06-08,3743
2018-06-09,3743
2018-06-10,3783
2018-06-11,3783
2018-06-12,3959
2018-06-13,3987
2018-06-14,3948
2018-06-15,3948
2018-06-16,3878
2018-06-17,3969
2018-06-18,4140
2018-06-19,4259
2018-06-20,4259
2018-06-21,4246
2018-06-22,4195
2018-06-23,4195
2018-06-24,4153
2018-06-25,4230
2018-06-26,4230
2018-06-27,4234
2018-06-28,4161
2018-06-29,4004
2018-06-30,4004
2018-07-01,3855
2018-07-02,3855
2018-07-03,3830
2018-07-04,3830
2018-07-05,3802
2018-07-06,3852
2018-07-07,3907
2018-07-08,4005
2018-07-09,3972
2018-07-10,3873
2018-07-11,3970
2018-07-12,3970
2018-07-13,4029
2018-07-14,4082
2018-07-15,4082
2018-07-16,4147
2018-07-17,4186
2018-07-18,4186
2018-07-19,4145
2018-07-20,4145
2018-07-21,4095
2018-07-22,4160
2018-07-23,4208
2018-07-24,4208
2018-07-25,4346
2018-07-26,4527
2018-07-27,4709
2018-07-28,4780
2018-07-29,4826
2018-07-30,4708
2018-07-31,4632
2018-08-01,4632
2018-08-02,4516
2018-08-03,4364
2018-08-04,4197
2018-08-05,4203
2018-08-06,4097
2018-08-07,4086
2018-08-08,4081
2018-08-09,4081
2018-08-10,4043
2018-08-11,4122
2018-08-12,4195
2018-08-14,4060
2018-08-16,3954
2018-08-17,3852
2018-08-18,4040
2018-08-19,4081
2018-08-20,4087
2018-08-21,4028
2018-08-22,4055
2018-08-23,4086
2018-08-24,4011
2018-08-25,3899
2018-08-26,3822
2018-08-27,3696
2018-08-28,3616
2018-08-29,3566
2018-08-30,3587
2018-08-31,3642
2018-09-01,3740
2018-09-02,3840
2018-09-03,3864
2018-09-04,3767
2018-09-05,3747
2018-09-06,3747
2018-09-07,3732
2018-09-08,3687
2018-09-09,3666
2018-09-10,3698
2018-09-11,3698
2018-09-12,3772
2018-09-13,3761
2018-09-14,3851
2018-09-15,3810
2018-09-16,3810
2018-09-17,3818
2018-09-18,3738
2018-09-19,3735
2018-09-20,3786
2018-09-21,3764
2018-09-22,3763
2018-09-23,3840
2018-09-24,3915
2018-09-25,3915
2018-09-26,3812
2018-09-27,3812
2018-09-28,3823
2018-09-29,3845
2018-09-30,3839
2018-10-02,3883
2018-10-03,3905
2018-10-04,3905
2018-10-05,3893
2018-10-06,4001
2018-10-07,4001
2018-10-08,4046
2018-10-09,3875
2018-10-10,3851
2018-10-11,3962
2018-10-12,3962
2018-10-13,4055
2018-10-14,4123
2018-10-15,4195
2018-10-16,4195
2018-10-17,4215
2018-10-18,4257
2018-10-19,4152
2018-10-20,4152
2018-10-21,4013
2018-10-22,4010
2018-10-23,4010
2018-10-24,3989
2018-10-25,3930
2018-10-26,3820
2018-10-27,3678
2018-10-28,3748
2018-10-29,3748
2018-10-30,3775
2018-10-31,3668
2018-11-01,3696
2018-11-03,3631
2018-11-04,3605
2018-11-05,3588
2018-11-06,3564
2018-11-07,3603
2018-11-08,3594
2018-11-09,3468
2018-11-10,3531
2018-11-11,3633
2018-11-12,3565
2018-11-13,3424
2018-11-14,3372
2018-11-15,3375
2018-11-16,3315
2018-11-17,3213
2018-11-18,3052
2018-11-19,2899
2018-11-20,2847
2018-11-21,2975
2018-11-22,3098
2018-11-23,3195
2018-11-24,3232
2018-11-25,3260
2018-11-26,3327
2018-11-27,3337
2018-11-28,3370
2018-11-29,3426
2018-12-01,3462
2018-12-02,3496
2018-12-03,3663
2018-12-04,3762
2018-12-05,3821
2018-12-07,3652
2018-12-09,3662
2018-12-10,3730
2018-12-11,3721
2018-12-12,3637
2018-12-13,3612
2018-12-14,3501
2018-12-15,3374
2018-12-16,3314
2018-12-17,3252
2018-12-18,3277
2018-12-19,3212
2018-12-20,3202
2018-12-21,3173
2018-12-22,3153
2018-12-23,3128
2018-12-24,3236
2018-12-25,3181
2018-12-26,3112
2018-12-27,3074
2018-12-28,3094
2018-12-29,3067
2018-12-30,3023
2018-12-31,2959
2019-01-01,2927
2019-01-02,2952
2019-01-03,2944
2019-01-04,2931
2019-01-05,2977
2019-01-06,3014
2019-01-08,3019
2019-01-10,3083
2019-01-11,3089
2019-01-12,3080
2019-01-13,3118
2019-01-14,3153
2019-01-15,3138
2019-01-16,3160
2019-01-17,3142
2019-01-18,3125
2019-01-19,3064
2019-01-20,3053
2019-01-21,2981
2019-01-22,3014
2019-01-23,2980
2019-01-24,2948
2019-01-25,2915
2019-01-26,2879
2019-01-27,2879
2019-01-28,2852
2019-01-29,2905
2019-01-30,2967
2019-01-31,3072
2019-02-01,3084
2019-02-02,3098
2019-02-03,3120
2019-02-04,3042
2019-02-05,3030
2019-02-06,3044
2019-02-07,3048
2019-02-08,2989
2019-02-09,3000
2019-02-10,2950
2019-02-11,2947
2019-02-12,2981
2019-02-13,3036
2019-02-14,3090
2019-02-15,3116
2019-02-16,3207
2019-02-17,3234
2019-02-18,3216
2019-02-19,3190
2019-02-20,3189
2019-02-21,3237
2019-02-22,3276
2019-02-23,3292
2019-02-24,3304
2019-02-25,3315
2019-02-26,3348
2019-02-27,3297
2019-02-28,3280
2019-03-01,3363
2019-03-02,3442
2019-03-03,3452
2019-03-04,3443
2019-03-05,3408
2019-03-06,3500
2019-03-07,3453
2019-03-08,3382
2019-03-09,3236
2019-03-10,3195
2019-03-11,3218
2019-03-12,3178
2019-03-13,3069
2019-03-14,3082
2019-03-15,3072
2019-03-16,3082
2019-03-17,3087
2019-03-18,3040
2019-03-19,3019
2019-03-20,3034
2019-03-21,3063
2019-03-22,3015
2019-03-23,3024
2019-03-24,3108
2019-03-25,3056
2019-03-26,2966
2019-03-27,2966
2019-03-28,2975
2019-03-29,3008
2019-03-30,3008
2019-03-31,2987
2019-04-01,2982
2019-04-02,2986
2019-04-03,2988
2019-04-04,2938
