date_obj,Dragon%20boots price
2016-01-27,109195
2016-01-28,108271
2016-01-29,107936
2016-01-30,109449
2016-01-31,112879
2016-02-01,117531
2016-02-02,118872
2016-02-03,117098
2016-02-04,114369
2016-02-05,111718
2016-02-06,109308
2016-02-07,111861
2016-02-08,112603
2016-02-09,112213
2016-02-10,112537
2016-02-11,116523
2016-02-12,117294
2016-02-13,118236
2016-02-14,119274
2016-02-15,118907
2016-02-16,120552
2016-02-17,123210
2016-02-18,121848
2016-02-19,120468
2016-02-20,119908
2016-02-21,120196
2016-02-22,120192
2016-02-23,119112
2016-02-24,118414
2016-02-25,117751
2016-02-26,117550
2016-02-27,118344
2016-02-28,117573
2016-02-29,117372
2016-03-01,119494
2016-03-02,118638
2016-03-03,118789
2016-03-04,121188
2016-03-05,124049
2016-03-06,129379
2016-03-07,128733
2016-03-08,127238
2016-03-09,126772
2016-03-10,127600
2016-03-11,133913
2016-03-12,138314
2016-03-13,135916
2016-03-14,132327
2016-03-15,127086
2016-03-16,125633
2016-03-17,124706
2016-03-18,123156
2016-03-19,120658
2016-03-20,120335
2016-03-21,122393
2016-03-22,123360
2016-03-23,122230
2016-03-24,122124
2016-03-25,122661
2016-03-26,123706
2016-03-27,123880
2016-03-28,126524
2016-03-29,132579
2016-03-30,134206
2016-03-31,132198
2016-04-01,130615
2016-04-02,130220
2016-04-03,135022
2016-04-04,136198
2016-04-05,135554
2016-04-06,135544
2016-04-07,141602
2016-04-08,148595
2016-04-09,156025
2016-04-10,159817
2016-04-11,156796
2016-04-12,154278
2016-04-13,150593
2016-04-14,145153
2016-04-15,139836
2016-04-16,135047
2016-04-17,133443
2016-04-18,133232
2016-04-19,133946
2016-04-20,137304
2016-04-21,135215
2016-04-22,135229
2016-04-23,136754
2016-04-24,136136
2016-04-25,135028
2016-04-26,136383
2016-04-27,137009
2016-04-28,137546
2016-04-29,137133
2016-04-30,139929
2016-05-01,138927
2016-05-02,142778
2016-05-03,141770
2016-05-04,140749
2016-05-05,139411
2016-05-06,145166
2016-05-07,152418
2016-05-08,160029
2016-05-09,160365
2016-05-10,162700
2016-05-11,170835
2016-05-12,179163
2016-05-13,182231
2016-05-14,179664
2016-05-15,177631
2016-05-16,175898
2016-05-17,174477
2016-05-18,173647
2016-05-19,171858
2016-05-22,195216
2016-05-23,204977
2016-05-24,215220
2016-05-25,217167
2016-05-26,217388
2016-05-27,216199
2016-05-28,212864
2016-05-29,206621
2016-05-30,205766
2016-05-31,202893
2016-06-01,200046
2016-06-02,197790
2016-06-03,195165
2016-06-04,188568
2016-06-05,181071
2016-06-06,177919
2016-06-07,179128
2016-06-08,177065
2016-06-09,175094
2016-06-10,174975
2016-06-11,175771
2016-06-12,182391
2016-06-13,190613
2016-06-14,189966
2016-06-15,187933
2016-06-16,190451
2016-06-17,191945
2016-06-18,192695
2016-06-19,193208
2016-06-20,192537
2016-06-21,192739
2016-06-22,190905
2016-06-23,189102
2016-06-24,190232
2016-06-25,197620
2016-06-26,197774
2016-06-27,194889
2016-06-28,197065
2016-06-29,196627
2016-06-30,197679
2016-07-01,196137
2016-07-02,200411
2016-07-03,209387
2016-07-04,207762
2016-07-05,205295
2016-07-06,202964
2016-07-07,202240
2016-07-08,203548
2016-07-09,203508
2016-07-10,203526
2016-07-11,201952
2016-07-12,200631
2016-07-13,198345
2016-07-14,196915
2016-07-15,196283
2016-07-16,196548
2016-07-17,197879
2016-07-18,199129
2016-07-23,195249
2016-07-24,193952
2016-07-25,193486
2016-07-26,193430
2016-07-27,193463
2016-07-28,192186
2016-07-29,191034
2016-07-30,189454
2016-07-31,190588
2016-08-01,191301
2016-08-02,193976
2016-08-03,200600
2016-08-04,198505
2016-08-05,195715
2016-08-06,192496
2016-08-07,191588
2016-08-08,193329
2016-08-09,191551
2016-08-10,190833
2016-08-11,189593
2016-08-12,188507
2016-08-13,186734
2016-08-14,185802
2016-08-15,188176
2016-08-16,186707
2016-08-17,179698
2016-08-18,179015
2016-08-19,172792
2016-08-20,170865
2016-08-21,170953
2016-08-22,170328
2016-08-23,167924
2016-08-24,162922
2016-08-25,155847
2016-08-26,148378
2016-08-28,134399
2016-08-31,138798
2016-09-01,145636
2016-09-02,148175
2016-09-03,143936
2016-09-04,143090
2016-09-05,144725
2016-09-06,150034
2016-09-07,155559
2016-09-08,156220
2016-09-09,151326
2016-09-10,151060
2016-09-11,151368
2016-09-12,147702
2016-09-13,143693
2016-09-14,142335
2016-09-15,139674
2016-09-16,136602
2016-09-17,140439
2016-09-18,146922
2016-09-19,151017
2016-09-20,147074
2016-09-21,144832
2016-09-22,140050
2016-09-23,140408
2016-09-24,143689
2016-09-25,140471
2016-09-26,140341
2016-09-27,137736
2016-09-28,136337
2016-09-29,132706
2016-09-30,130823
2016-10-01,134664
2016-10-02,133874
2016-10-03,133055
2016-10-04,135935
2016-10-05,134169
2016-10-06,132203
2016-10-07,131985
2016-10-08,132949
2016-10-09,133691
2016-10-10,132341
2016-10-11,130644
2016-10-12,130432
2016-10-13,129187
2016-10-14,130784
2016-10-15,134037
2016-10-16,137673
2016-10-17,143024
2016-10-18,141897
2016-10-19,143929
2016-10-20,148994
2016-10-21,155223
2016-10-22,162980
2016-10-23,170208
2016-10-24,166288
2016-10-25,162795
2016-10-26,160268
2016-10-27,157214
2016-10-28,153905
2016-10-29,151297
2016-10-30,149808
2016-10-31,146395
2016-11-01,147069
2016-11-02,145738
2016-11-03,145524
2016-11-04,143878
2016-11-05,146267
2016-11-06,148171
2016-11-07,146175
2016-11-08,144005
2016-11-09,144506
2016-11-10,143572
2016-11-11,142213
2016-11-12,140988
2016-11-13,141436
2016-11-14,142508
2016-11-15,142440
2016-12-07,193295
2016-12-08,193392
2016-12-09,189747
2016-12-10,188318
2016-12-11,190108
2016-12-12,189501
2016-12-13,187426
2016-12-14,186749
2016-12-15,186029
2016-12-16,185143
2016-12-17,182361
2016-12-18,181266
2016-12-19,180730
2016-12-20,184070
2016-12-21,192910
2016-12-22,202329
2016-12-23,211782
2016-12-24,222372
2016-12-25,233491
2016-12-26,245165
2016-12-27,250126
2016-12-28,240757
2016-12-29,236112
2016-12-30,233454
2016-12-31,224300
2017-01-01,213124
2017-01-02,203134
2017-01-03,200636
2017-01-04,197115
2017-01-05,187666
2017-01-06,178680
2017-01-07,170140
2017-01-08,162227
2017-01-09,162652
2017-01-10,167808
2017-01-11,164953
2017-01-12,170913
2017-01-13,170316
2017-01-14,172419
2017-01-15,169557
2017-01-16,166455
2017-01-17,164555
2017-01-18,165042
2017-01-19,165082
2017-01-20,164525
2017-01-21,171079
2017-01-22,179443
2017-01-23,184373
2017-01-27,175449
2017-01-28,179371
2017-01-29,177267
2017-01-30,179403
2017-01-31,187755
2017-02-01,189180
2017-02-02,198119
2017-02-03,201857
2017-02-04,204606
2017-02-05,206014
2017-02-06,203780
2017-02-07,202632
2017-02-08,197942
2017-02-09,197280
2017-02-10,194180
2017-02-11,194532
2017-02-12,192918
2017-02-13,191084
2017-02-14,189655
2017-02-15,186332
2017-02-16,184526
2017-02-18,184459
2017-02-19,183451
2017-02-20,180348
2017-02-21,180271
2017-02-22,180718
2017-02-23,184623
2017-02-24,185646
2017-02-25,188705
2017-02-26,190096
2017-02-27,189044
2017-02-28,188121
2017-03-01,188579
2017-03-02,192531
2017-03-03,195784
2017-03-04,201878
2017-03-05,203534
2017-03-06,205298
2017-03-07,209487
2017-03-08,208487
2017-03-09,206438
2017-03-10,199152
2017-03-11,198997
2017-03-12,197090
2017-03-13,195790
2017-03-14,194901
2017-03-15,190489
2017-03-16,188955
2017-03-17,186787
2017-03-18,183861
2017-03-19,182449
2017-03-20,180024
2017-03-21,176895
2017-03-22,177560
2017-03-23,180846
2017-03-24,182063
2017-03-25,182528
2017-03-26,182164
2017-03-27,182085
2017-03-28,182062
2017-03-29,185645
2017-03-30,192008
2017-03-31,196206
2017-04-01,202427
2017-04-02,201620
2017-04-03,202072
2017-04-04,201587
2017-04-12,196031
2017-04-13,197444
2017-04-14,196864
2017-04-15,196426
2017-04-16,197784
2017-04-17,194911
2017-04-18,195922
2017-04-19,196925
2017-04-20,196616
2017-04-21,205284
2017-04-22,211107
2017-04-23,220146
2017-04-24,213538
2017-04-25,209196
2017-04-26,209016
2017-04-27,207963
2017-04-28,206142
2017-04-29,201088
2017-04-30,199987
2017-05-01,198393
2017-05-02,200688
2017-05-03,201661
2017-05-04,210661
2017-05-05,218447
2017-05-06,221584
2017-05-07,221378
2017-05-08,219225
2017-05-09,217642
2017-05-10,215362
2017-05-11,211610
2017-05-12,212165
2017-05-13,215349
2017-05-14,217170
2017-05-15,213291
2017-05-16,210857
2017-05-17,209652
2017-05-18,207658
2017-05-19,206042
2017-05-20,205849
2017-05-21,205239
2017-05-22,204321
2017-05-23,203465
2017-05-24,201782
2017-05-25,199073
2017-05-26,202517
2017-05-27,202050
2017-05-28,201844
2017-05-29,202326
2017-05-30,203075
2017-05-31,202581
2017-06-01,201965
2017-06-02,203282
2017-06-03,206718
2017-06-04,204942
2017-06-05,204148
2017-06-06,212910
2017-06-07,208038
2017-06-08,204142
2017-06-09,202374
2017-06-10,200993
2017-06-11,198481
2017-06-12,193195
2017-06-13,191867
2017-06-14,192449
2017-06-15,191285
2017-06-16,191764
2017-06-17,194821
2017-06-18,193239
2017-06-19,194672
2017-06-20,196783
2017-06-21,196917
2017-06-22,195191
2017-06-23,194890
2017-06-24,194058
2017-06-25,192902
2017-06-26,194109
2017-06-27,193220
2017-06-28,192773
2017-06-29,192337
2017-06-30,196097
2017-07-01,196113
2017-07-02,195903
2017-07-03,195167
2017-07-04,195696
2017-07-05,197895
2017-07-06,197614
2017-07-07,197171
2017-07-08,199875
2017-07-13,212669
2017-07-14,218284
2017-07-15,215738
2017-07-16,212894
2017-07-17,210341
2017-07-18,209393
2017-07-19,215175
2017-07-20,218970
2017-07-21,224808
2017-07-22,224512
2017-07-23,220868
2017-07-24,221695
2017-07-25,221948
2017-07-26,221413
2017-07-27,225221
2017-07-28,223860
2017-07-29,223273
2017-07-30,229859
2017-07-31,225335
2017-08-01,232956
2017-08-02,241714
2017-08-03,246440
2017-08-04,252143
2017-08-05,258924
2017-08-06,268514
2017-08-09,266909
2017-08-10,257124
2017-08-11,248180
2017-08-12,240055
2017-08-13,234178
2017-08-14,226777
2017-08-15,220840
2017-08-16,219883
2017-08-17,218380
2017-08-18,216205
2017-08-19,216129
2017-08-20,218124
2017-08-21,215033
2017-08-22,213803
2017-08-23,213382
2017-08-24,212483
2017-08-25,212326
2017-08-26,210256
2017-08-27,213989
2017-08-28,212498
2017-08-29,210244
2017-08-30,207809
2017-08-31,205988
2017-09-01,204460
2017-09-03,203303
2017-09-04,202126
2017-09-05,201914
2017-09-06,201650
2017-09-07,202310
2017-09-08,207352
2017-09-09,215770
2017-09-10,218563
2017-09-11,219737
2017-09-12,230338
2017-09-13,236081
2017-09-14,232948
2017-09-15,231106
2017-09-16,228745
2017-09-17,228907
2017-09-18,229665
2017-09-19,227647
2017-09-20,229185
2017-09-21,233412
2017-09-22,228254
2017-09-23,230288
2017-09-24,227792
2017-09-25,227267
2017-09-26,225842
2017-09-27,223634
2017-09-28,218479
2017-09-29,216504
2017-09-30,216353
2017-10-01,214699
2017-10-02,214630
2017-10-03,215021
2017-10-04,214644
2017-10-05,214235
2017-10-06,214919
2017-10-07,217373
2017-10-08,216887
2017-10-09,216615
2017-10-10,216950
2017-10-11,216674
2017-10-12,216694
2017-10-13,218017
2017-10-14,219515
2017-10-15,220052
2017-10-16,217856
2017-10-17,216867
2017-10-18,216782
2017-10-19,215951
2017-10-20,215975
2017-10-21,215509
2017-10-22,214436
2017-10-23,213091
2017-10-24,210079
2017-10-25,207578
2017-10-26,204793
2017-10-27,200046
2017-10-28,194324
2017-10-29,190870
2017-10-30,190513
2017-10-31,189968
2017-11-01,191998
2017-11-02,191927
2017-11-03,195153
2017-11-04,195972
2017-11-05,197258
2017-11-06,199931
2017-11-07,196635
2017-11-08,194388
2017-11-09,193880
2017-11-10,194693
2017-11-11,193564
2017-11-12,194200
2017-11-13,192936
2017-11-14,191626
2017-11-15,193248
2017-11-16,193755
2017-11-17,193015
2017-11-18,192244
2017-11-19,190453
2017-11-20,189119
2017-11-21,190207
2017-11-22,190427
2017-11-23,190527
2017-11-24,190086
2017-11-25,190054
2017-11-26,190397
2017-11-27,190157
2017-11-28,189840
2017-11-29,189559
2017-11-30,189223
2017-12-01,188699
2017-12-02,188213
2017-12-03,187092
2017-12-04,186274
2017-12-05,187189
2017-12-06,186587
2017-12-07,186806
2017-12-08,187433
2017-12-09,189554
2017-12-10,190907
2017-12-11,191865
2017-12-12,191192
2017-12-13,190185
2017-12-14,190506
2017-12-15,189659
2017-12-16,190133
2017-12-17,190936
2017-12-18,191415
2017-12-19,192095
2017-12-20,192414
2017-12-21,193113
2017-12-22,192317
2017-12-23,193653
2017-12-24,192837
2017-12-25,193103
2017-12-26,192652
2017-12-27,192899
2017-12-28,192777
2017-12-29,192877
2017-12-30,193327
2017-12-31,192626
2018-01-01,192408
2018-01-02,192152
2018-01-03,192495
2018-01-04,191984
2018-01-05,192025
2018-01-06,192013
2018-01-07,192636
2018-01-08,192196
2018-01-09,193931
2018-01-10,194686
2018-01-11,193415
2018-01-12,193152
2018-01-13,193126
2018-01-14,194927
2018-01-15,193748
2018-01-16,193396
2018-01-17,194008
2018-01-18,199176
2018-01-19,201052
2018-01-20,200902
2018-01-21,202954
2018-01-22,202772
2018-01-23,207615
2018-01-25,222810
2018-01-26,222128
2018-01-27,223691
2018-01-28,227140
2018-01-29,228509
2018-01-30,226122
2018-01-31,223496
2018-02-01,219529
2018-02-02,215803
2018-02-03,211627
2018-02-04,207343
2018-02-05,205607
2018-02-06,204594
2018-02-07,204455
2018-02-08,203945
2018-02-09,202483
2018-02-10,201780
2018-02-11,201651
2018-02-12,208197
2018-02-13,205953
2018-02-14,204252
2018-02-15,203676
2018-02-16,206085
2018-02-17,206533
2018-02-18,205608
2018-02-19,204845
2018-02-20,203701
2018-02-21,203518
2018-02-22,205127
2018-02-23,206362
2018-02-24,206241
2018-02-25,205529
2018-02-26,205443
2018-02-27,205777
2018-02-28,205684
2018-03-01,204407
2018-03-02,204541
2018-03-03,211207
2018-03-04,207389
2018-03-05,207465
2018-03-06,207086
2018-03-07,205883
2018-03-08,205988
2018-03-09,207657
2018-03-10,206346
2018-03-11,207146
2018-03-12,207018
2018-03-13,208165
2018-03-14,207523
2018-03-15,208345
2018-03-16,208373
2018-03-17,208656
2018-03-18,210220
2018-03-20,225249
2018-03-21,226853
2018-03-23,240248
2018-03-24,252261
2018-03-25,264794
2018-03-26,272759
2018-03-27,271466
2018-03-28,267333
2018-03-29,266167
2018-03-30,262461
2018-03-31,259022
2018-04-01,248708
2018-04-02,236467
2018-04-03,225989
2018-04-04,226018
2018-04-05,226185
2018-04-06,235215
2018-04-07,240539
2018-04-08,238107
2018-04-09,237374
2018-04-10,227254
2018-04-11,221423
2018-04-12,222229
2018-04-13,222265
2018-04-14,225472
2018-04-15,224396
2018-04-16,227158
2018-04-17,226751
2018-04-18,226615
2018-04-19,226537
2018-04-20,224401
2018-04-21,222893
2018-04-22,224003
2018-04-23,222622
2018-04-24,222724
2018-04-25,223136
2018-04-26,224206
2018-04-27,232081
2018-04-28,233487
2018-04-29,236272
2018-04-30,247197
2018-05-01,253594
2018-05-03,279521
2018-05-04,276191
2018-05-05,276599
2018-05-07,283575
2018-05-08,282803
2018-05-09,282576
2018-05-10,281162
2018-05-11,279683
2018-05-12,275559
2018-05-13,271825
2018-05-14,270270
2018-05-15,269770
2018-05-16,269786
2018-05-17,268722
2018-05-18,266487
2018-05-19,268475
2018-05-20,267935
2018-05-21,266917
2018-05-22,266617
2018-05-23,274185
2018-05-24,287575
2018-05-25,301872
2018-05-26,301142
2018-05-27,305335
2018-05-28,307739
2018-05-29,318988
2018-05-30,316419
2018-05-31,313154
2018-06-01,310462
2018-06-02,303400
2018-06-03,299534
2018-06-04,294436
2018-06-05,287025
2018-06-06,274601
2018-06-07,260870
2018-06-08,248554
2018-06-09,239046
2018-06-10,243111
2018-06-11,236254
2018-06-12,231890
2018-06-13,224114
2018-06-14,220781
2018-06-15,215112
2018-06-16,212703
2018-06-17,220061
2018-06-18,223774
2018-06-19,232747
2018-06-20,238630
2018-06-21,243211
2018-06-22,239212
2018-06-23,241926
2018-06-24,247698
2018-06-25,253634
2018-06-26,263639
2018-06-27,260793
2018-06-28,256154
2018-06-29,255711
2018-06-30,249478
2018-07-01,246166
2018-07-02,246110
2018-07-03,258112
2018-07-04,265712
2018-07-05,278155
2018-07-06,290814
2018-07-07,305256
2018-07-08,320469
2018-07-09,327864
2018-07-10,342165
2018-07-11,358409
2018-07-12,362911
2018-07-13,358065
2018-07-14,350990
2018-07-15,348142
2018-07-16,344772
2018-07-17,342248
2018-07-18,342907
2018-07-19,344586
2018-07-20,340224
2018-07-21,337676
2018-07-22,332939
2018-07-23,326023
2018-07-24,320726
2018-07-25,316962
2018-07-26,307560
2018-07-27,301984
2018-07-28,301752
2018-07-29,306179
2018-07-30,308734
2018-07-31,311544
2018-08-01,318615
2018-08-02,327617
2018-08-03,330155
2018-08-04,334945
2018-08-05,332684
2018-08-06,340909
2018-08-07,345652
2018-08-08,344787
2018-08-09,361750
2018-08-10,379321
2018-08-11,392791
2018-08-12,386536
2018-08-14,369768
2018-08-16,360252
2018-08-17,357973
2018-08-18,354856
2018-08-19,349985
2018-08-20,346774
2018-08-21,340116
2018-08-22,335219
2018-08-23,327896
2018-08-24,322928
2018-08-25,319214
2018-08-26,317064
2018-08-27,313447
2018-08-28,319694
2018-08-29,322352
2018-08-30,324671
2018-08-31,326644
2018-09-01,328637
2018-09-02,328362
2018-09-03,327043
2018-09-04,324411
2018-09-05,321351
2018-09-06,320359
2018-09-07,321961
2018-09-08,329033
2018-09-09,341109
2018-09-10,338385
2018-09-11,334100
2018-09-12,334968
2018-09-13,330180
2018-09-14,326065
2018-09-15,325953
2018-09-16,330178
2018-09-17,336061
2018-09-18,333111
2018-09-19,330278
2018-09-20,327335
2018-09-21,330965
2018-09-22,336972
2018-09-23,338065
2018-09-24,343707
2018-09-25,344439
2018-09-26,344735
2018-09-27,349419
2018-09-28,348200
2018-09-29,348118
2018-09-30,353294
2018-10-01,362416
2018-10-02,362679
2018-10-03,364543
2018-10-04,379011
2018-10-05,375349
2018-10-06,372724
2018-10-07,371809
2018-10-08,371672
2018-10-09,369420
2018-10-10,368394
2018-10-11,383259
2018-10-12,377055
2018-10-13,377928
2018-10-14,374973
2018-10-15,374073
2018-10-16,373136
2018-10-17,372250
2018-10-18,365808
2018-10-19,365820
2018-10-20,364360
2018-10-21,361899
2018-10-22,356692
2018-10-23,355547
2018-10-24,350542
2018-10-25,347360
2018-10-26,344592
2018-10-27,344329
2018-10-28,342170
2018-10-29,341028
2018-10-30,345356
2018-10-31,359194
2018-11-01,375216
2018-11-03,394789
2018-11-04,405075
2018-11-05,411869
2018-11-06,411677
2018-11-07,418080
2018-11-08,422488
2018-11-09,442107
2018-11-10,463737
2018-11-11,471266
2018-11-12,476272
2018-11-13,474805
2018-11-14,472834
2018-11-15,460524
2018-11-16,450520
2018-11-17,440545
2018-11-18,435797
2018-11-19,432452
2018-11-20,427727
2018-11-21,421261
2018-11-22,416938
2018-11-23,408823
2018-11-24,399056
2018-11-25,389853
2018-11-26,386717
2018-11-27,383789
2018-11-28,381526
2018-11-29,382885
2018-12-01,393796
2018-12-02,396436
2018-12-03,400312
2018-12-04,411793
2018-12-05,399154
2018-12-07,398248
2018-12-09,418978
2018-12-10,415906
2018-12-11,413897
2018-12-12,407632
2018-12-13,406274
2018-12-14,408821
2018-12-15,408989
2018-12-16,405507
2018-12-17,406127
2018-12-18,405019
2018-12-19,403712
2018-12-20,404344
2018-12-21,403217
2018-12-22,406493
2018-12-23,409561
2018-12-24,415194
2018-12-25,414700
2018-12-26,413525
2018-12-27,415722
2018-12-28,423131
2018-12-29,429241
2018-12-30,431889
2018-12-31,428870
2019-01-01,428235
2019-01-02,426000
2019-01-03,423946
2019-01-04,421417
2019-01-05,416935
2019-01-06,412278
2019-01-08,404045
2019-01-10,384071
2019-01-11,381700
2019-01-12,385894
2019-01-13,388160
2019-01-14,388703
2019-01-15,397853
2019-01-16,404498
2019-01-17,420957
2019-01-18,417481
2019-01-19,418052
2019-01-20,436445
2019-01-21,434452
2019-01-22,442233
2019-01-23,452850
2019-01-24,474559
2019-01-25,475214
2019-01-26,474198
2019-01-27,496267
2019-01-28,493747
2019-01-29,491447
2019-01-30,491856
2019-01-31,491136
2019-02-01,489660
2019-02-02,490829
2019-02-03,494334
2019-02-04,491566
2019-02-05,493188
2019-02-06,495655
2019-02-07,498555
2019-02-08,500278
2019-02-09,496773
2019-02-10,496015
2019-02-11,493530
2019-02-12,490899
2019-02-13,483053
2019-02-14,474968
2019-02-15,467177
2019-02-16,463172
2019-02-17,460795
2019-02-18,459006
2019-02-19,457368
2019-02-20,454889
2019-02-21,452006
2019-02-22,448912
2019-02-23,445764
2019-02-24,443943
2019-02-25,442585
2019-02-26,444982
2019-02-27,437805
2019-02-28,434279
2019-03-01,435251
2019-03-02,440225
2019-03-03,436361
2019-03-04,434281
2019-03-05,433368
2019-03-06,431563
2019-03-07,430771
2019-03-08,428369
2019-03-09,427035
2019-03-10,424861
2019-03-11,422464
2019-03-12,420137
2019-03-13,421533
2019-03-14,421949
2019-03-15,422031
2019-03-16,436543
2019-03-17,447985
2019-03-18,436031
2019-03-19,434178
2019-03-20,434107
2019-03-21,434030
2019-03-22,431444
2019-03-23,432377
2019-03-24,432037
2019-03-25,432375
2019-03-26,431700
2019-03-27,431728
2019-03-28,430924
2019-03-29,428147
