date_obj,Earth%20battlestaff price
2019-03-31,9065
2019-04-01,9064
2019-04-02,9053
2019-04-03,9043
2019-04-04,9035
2019-04-05,9014
2019-04-06,9015
2019-04-07,8995
2019-04-08,9005
2019-04-09,9020
2019-04-10,9027
2019-04-11,9019
2019-04-12,9021
2019-04-13,9017
2019-04-14,9005
2019-04-15,9015
2019-04-16,9024
2019-04-17,9018
2019-04-18,9025
2019-04-19,9024
2019-04-20,8995
2019-04-21,9021
2019-04-22,9004
2019-04-23,9020
2019-04-24,8992
2019-04-25,9011
2019-04-26,9008
2019-04-27,9006
2019-04-28,9025
2019-04-29,9023
2019-04-30,9035
2019-05-01,9018
2019-05-02,9018
2019-05-03,9003
2019-05-04,9011
2019-05-05,9014
2019-05-06,9014
2019-05-07,9004
2019-05-08,9019
2019-05-09,9016
2019-05-10,9022
2019-05-11,9033
2019-05-12,9023
2019-05-13,9019
2019-05-14,9021
2019-05-15,9022
2019-05-16,9036
2019-05-17,9025
2019-05-18,9030
2019-05-19,9021
2019-05-20,9011
2019-05-21,9020
2019-05-22,9003
2019-05-23,9025
2019-05-24,9019
2019-05-25,9025
2019-05-26,8982
2019-05-27,9014
2019-05-28,9040
2019-05-29,9009
2019-05-30,9007
2019-05-31,9011
2019-06-01,9032
2019-06-02,9023
2019-06-03,9026
2019-06-04,9000
2019-06-05,9018
2019-06-06,9017
2019-06-07,9021
2019-06-08,9019
2019-06-09,9011
2019-06-10,9011
2019-06-11,9016
2019-06-12,9023
2019-06-13,9026
2019-06-14,9034
2019-06-15,9025
2019-06-16,9024
2019-06-17,9034
2019-06-18,9031
2019-06-19,8975
2019-06-20,9007
2019-06-21,8991
2019-06-22,8945
2019-06-23,8981
2019-06-24,9030
2019-06-25,8996
2019-06-26,8993
2019-06-27,8998
2019-06-28,8995
2019-06-29,8996
2019-06-30,8994
2019-07-01,8998
2019-07-02,8998
2019-07-03,9004
2019-07-04,8999
2019-07-05,9012
2019-07-06,9012
2019-07-07,9010
2019-07-08,9009
2019-07-09,9009
2019-07-10,9016
2019-07-11,9012
2019-07-12,9018
2019-07-13,9011
2019-07-14,8994
2019-07-15,8980
2019-07-16,8984
2019-07-17,8985
2019-07-18,9009
2019-07-19,9006
2019-07-20,9004
2019-07-21,9006
2019-07-22,9012
2019-07-23,9003
2019-07-24,8988
2019-07-25,9012
2019-07-26,8994
2019-07-27,8988
2019-07-28,8966
2019-07-29,8962
2019-07-30,8973
2019-07-31,8979
2019-08-01,8985
2019-08-02,8982
2019-08-03,8973
2019-08-04,8965
2019-08-05,8961
2019-08-06,8893
2019-08-07,8950
2019-08-08,8966
2019-08-09,8974
2019-08-10,8948
2019-08-11,8954
2019-08-12,8952
2019-08-13,8955
2019-08-14,8953
2019-08-15,8971
2019-08-16,8984
2019-08-17,8989
2019-08-18,8990
2019-08-19,8996
2019-08-20,8988
2019-08-21,8979
2019-08-22,8982
2019-08-23,8982
2019-08-24,8990
2019-08-24,8990
2019-08-25,8987
2019-08-25,8987
2019-08-26,8977
2019-08-26,8977
2019-08-27,8981
2019-08-27,8981
2019-08-28,8985
2019-08-29,9002
2019-08-30,8997
2019-08-31,8988
2019-09-01,8985
2019-09-02,8988
2019-09-03,8959
2019-09-04,8961
2019-09-05,8971
2019-09-06,8972
2019-09-07,8962
2019-09-08,8968
2019-09-09,8942
2019-09-10,8953
2019-09-11,8972
2019-09-12,8983
2019-09-13,8999
2019-09-14,9005
2019-09-15,9010
2019-09-16,9010
2019-09-17,9019
2019-09-18,9013
2019-09-19,8991
2019-09-20,8991
2019-09-21,8985
2019-09-22,8987
2019-09-23,8985
2019-09-24,8984
2019-09-25,8985
2019-09-26,8995
2019-09-27,8994
2019-09-28,8983
2019-09-29,8980
2019-09-30,8990
2019-10-01,9005
2019-10-02,9029
2019-10-03,8976
2019-10-04,8977
2019-10-05,8946
2019-10-06,8924
2019-10-07,8875
2019-10-08,8891
2019-10-09,8912
2019-10-10,8922
2019-10-11,8912
2019-10-12,8907
2019-10-13,8925
2019-10-14,8936
2019-10-15,8966
2019-10-16,8978
2019-10-17,8991
2019-10-18,8951
2019-10-19,8892
2019-10-20,8912
2019-10-21,8948
2019-10-22,8940
2019-10-23,8938
2019-10-24,8942
2019-10-25,8874
2019-10-26,8912
2019-10-27,8915
2019-10-28,8885
2019-10-29,8886
2019-10-30,8913
2019-10-31,8915
2019-11-01,8917
2019-11-02,8916
2019-11-03,8922
2019-11-04,8914
2019-11-05,8926
2019-11-06,8941
2019-11-07,8946
2019-11-08,8929
2019-11-09,8925
2019-11-10,8925
2019-11-11,8917
2019-11-12,8922
2019-11-13,8932
2019-11-14,8919
2019-11-15,8918
2019-11-16,8910
2019-11-17,8859
2019-11-18,8899
2019-11-19,8890
2019-11-20,8908
2019-11-21,8923
2019-11-22,8903
2019-11-23,8866
2019-11-24,8893
2019-11-25,8903
2019-11-26,8943
2019-11-27,8929
2019-11-28,8909
2019-11-29,8902
2019-11-30,8887
2019-12-01,8873
2019-12-02,8881
2019-12-03,8886
2019-12-04,8885
2019-12-05,8893
2019-12-06,8878
2019-12-07,8891
2019-12-08,8912
2019-12-09,8899
2019-12-10,8835
2019-12-11,8908
2019-12-12,8919
2019-12-13,8968
2019-12-14,8942
2019-12-15,8906
2019-12-16,8907
2019-12-17,9003
2019-12-18,8936
2019-12-19,8947
2019-12-20,8934
2019-12-21,8954
2019-12-22,8926
2019-12-23,8950
2019-12-24,8935
2019-12-25,8930
2019-12-26,8937
2019-12-27,8945
2019-12-28,8901
2019-12-29,8904
2019-12-30,8912
2019-12-31,8918
2020-01-01,8969
2020-01-02,8971
2020-01-03,9019
2020-01-04,9008
2020-01-05,8955
2020-01-06,8937
2020-01-07,8937
2020-01-08,8939
2020-01-09,8921
2020-01-10,8936
2020-01-11,8984
2020-01-12,8972
2020-01-13,8964
2020-01-14,8959
2020-01-15,8970
2020-01-16,8970
2020-01-17,8942
2020-01-18,8927
2020-01-19,8917
2020-01-20,8934
2020-01-21,8976
2020-01-22,8964
2020-01-23,8939
2020-01-24,8942
2020-01-25,8900
2020-01-26,8930
2020-01-27,8942
2020-01-28,8934
2020-01-29,8953
2020-01-30,8957
2020-01-31,8977
2020-02-01,8951
2020-02-02,8950
2020-02-03,8953
2020-02-04,8955
2020-02-05,8940
2020-02-06,8903
2020-02-07,8920
2020-02-08,8901
2020-02-09,8896
2020-02-10,8895
2020-02-11,8920
2020-02-12,8915
2020-02-13,8914
2020-02-14,8952
2020-02-15,8963
2020-02-16,8964
2020-02-17,8962
2020-02-18,8926
2020-02-19,8942
2020-02-20,8946
2020-02-21,8924
2020-02-22,8920
2020-02-23,8911
2020-02-24,8928
2020-02-25,8935
2020-02-26,8937
2020-02-27,8942
2020-02-28,8929
2020-02-29,8920
2020-03-01,8931
2020-03-02,8937
2020-03-03,8952
2020-03-04,9017
2020-03-05,8981
2020-03-06,8962
2020-03-07,8950
2020-03-08,8936
2020-03-09,8930
2020-03-10,8948
2020-03-11,8974
2020-03-12,8961
2020-03-13,8957
2020-03-14,8955
2020-03-15,8956
2020-03-16,8942
2020-03-17,8948
2020-03-18,8961
2020-03-19,8954
2020-03-20,8952
2020-03-21,8955
2020-03-22,8953
2020-03-23,8953
2020-03-24,8975
2020-03-25,8971
2020-03-26,8973
2020-03-27,8968
2020-03-28,8958
2020-03-29,8966
2020-03-30,8969
2020-03-31,8975
2020-04-01,8985
2020-04-02,9005
2020-04-03,9005
2020-04-04,8988
2020-04-05,8976
2020-04-06,8979
2020-04-07,8985
2020-04-08,8981
2020-04-09,8997
2020-04-10,8970
2020-04-11,8969
2020-04-12,8972
2020-04-13,8964
2020-04-14,8986
2020-04-15,8989
2020-04-16,8996
2020-04-17,8991
2020-04-18,8979
2020-04-19,8983
2020-04-20,8989
2020-04-21,8984
2020-04-22,8995
2020-04-23,8997
2020-04-24,8985
2020-04-25,8984
2020-04-26,8968
2020-04-27,9020
2020-04-28,8989
2020-04-29,8987
2020-04-30,8980
2020-05-01,8992
2020-05-02,8993
2020-05-03,9000
2020-05-04,8987
2020-05-05,9005
2020-05-06,9008
2020-05-07,9016
2020-05-08,9005
2020-05-09,8993
2020-05-10,9003
2020-05-11,8958
2020-05-12,9002
2020-05-13,9007
