date_obj,Adamant%20kiteshield price
2015-09-29,4815
2015-09-30,4774
2015-10-05,4105
2015-10-06,3915
2015-10-07,3719
2015-10-08,3621
2015-10-09,3572
2015-10-10,3572
2015-10-11,3625
2015-10-12,3552
2015-10-13,3477
2015-10-14,3475
2015-10-15,3477
2015-10-16,3410
2015-10-17,3455
2015-10-18,3544
2015-10-19,3631
2015-10-20,3754
2015-10-22,3932
2015-10-23,3967
2015-10-24,4109
2015-10-25,4221
2015-10-26,4221
2015-10-27,4136
2015-10-28,3972
2015-10-29,3839
2015-10-30,3717
2015-10-31,3759
2015-11-01,3789
2015-11-02,3851
2015-11-03,3762
2015-11-04,3627
2015-11-05,3626
2015-11-06,3577
2015-11-07,3462
2015-11-08,3502
2015-11-09,3494
2015-11-10,3510
2015-11-11,3458
2015-11-12,3439
2015-11-13,3440
2015-11-14,3504
2015-11-15,3572
2015-11-16,3551
2015-11-17,3560
2015-11-18,3603
2015-11-19,3731
2015-11-20,3865
2015-11-21,3865
2015-11-22,3939
2015-11-23,3939
2015-11-24,3992
2015-11-25,3933
2015-11-26,3808
2015-11-27,3795
2015-11-28,3714
2015-11-29,3775
2015-11-30,3855
2015-12-01,3761
2015-12-02,3801
2015-12-03,3829
2015-12-04,3638
2015-12-05,3473
2015-12-06,3417
2015-12-07,3423
2015-12-08,3260
2015-12-09,3211
2015-12-10,3251
2015-12-11,3349
2015-12-12,3337
2015-12-13,3266
2015-12-14,3178
2015-12-15,3161
2015-12-16,3092
2015-12-17,3192
2015-12-18,3233
2015-12-19,3234
2015-12-20,3275
2015-12-21,3372
2015-12-22,3409
2015-12-23,3424
2015-12-24,3454
2015-12-25,3495
2015-12-26,3564
2015-12-27,3600
2015-12-28,3541
2015-12-29,3558
2015-12-30,3696
2015-12-31,3814
2016-01-01,3933
2016-01-02,4099
2016-01-03,4099
2016-01-04,4090
2016-01-05,4023
2016-01-06,3863
2016-01-07,3764
2016-01-08,3589
2016-01-09,3420
2016-01-10,3445
2016-01-11,3480
2016-01-12,3582
2016-01-13,3526
2016-01-14,3593
2016-01-15,3649
2016-01-16,3701
2016-01-17,3793
2016-01-18,3792
2016-01-19,3840
2016-01-20,3882
2016-01-21,3957
2016-01-22,3934
2016-01-23,4062
2016-01-24,4120
2016-01-25,4058
2016-01-26,4103
2016-01-27,4154
2016-01-28,4154
2016-01-29,4197
2016-01-30,4238
2016-01-31,4238
2016-02-01,4128
2016-02-02,4062
2016-02-03,3859
2016-02-04,3683
2016-02-05,3664
2016-02-06,3560
2016-02-07,3407
2016-02-08,3361
2016-02-09,3427
2016-02-10,3450
2016-02-11,3435
2016-02-12,3440
2016-02-13,3510
2016-02-14,3614
2016-02-15,3692
2016-02-16,3734
2016-02-17,3572
2016-02-18,3677
2016-02-19,3735
2016-02-20,3689
2016-02-21,3772
2016-02-22,3892
2016-02-23,3867
2016-02-24,3921
2016-02-25,4106
2016-02-26,4127
2016-02-27,4187
2016-02-28,4146
2016-02-29,4293
2016-03-01,4325
2016-03-02,4219
2016-03-03,4285
2016-03-04,4208
2016-03-05,3997
2016-03-06,3874
2016-03-07,3741
2016-03-08,3839
2016-03-09,3877
2016-03-10,3823
2016-03-11,3777
2016-03-12,3809
2016-03-13,3752
2016-03-14,3680
2016-03-15,3535
2016-03-16,3399
2016-03-17,3416
2016-03-18,3368
2016-03-19,3449
2016-03-20,3391
2016-03-21,3361
2016-03-22,3290
2016-03-23,3291
2016-03-24,3402
2016-03-25,3443
2016-03-26,3402
2016-03-27,3274
2016-03-28,3275
2016-03-29,3314
2016-03-30,3249
2016-03-31,3259
2016-04-01,3302
2016-04-02,3342
2016-04-03,3345
2016-04-04,3282
2016-04-05,3234
2016-04-06,3204
2016-04-07,3184
2016-04-08,3242
2016-04-09,3338
2016-04-10,3383
2016-04-11,3383
2016-04-12,3324
2016-04-13,3266
2016-04-14,3190
2016-04-15,3243
2016-04-16,3299
2016-04-17,3228
2016-04-18,3166
2016-04-19,3195
2016-04-20,3211
2016-04-21,3244
2016-04-22,3283
2016-04-23,3236
2016-04-24,3212
2016-04-25,3126
2016-04-26,3123
2016-04-27,3147
2016-04-28,3191
2016-04-29,3196
2016-04-30,3191
2016-05-01,3242
2016-05-02,3279
2016-05-03,3256
2016-05-04,3171
2016-05-05,3119
2016-05-06,3077
2016-05-07,3106
2016-05-08,3173
2016-05-09,3175
2016-05-10,3105
2016-05-11,3098
2016-05-12,3061
2016-05-13,3105
2016-05-14,3112
2016-05-15,3076
2016-05-16,3063
2016-05-17,3062
2016-05-18,3116
2016-05-19,3149
2016-05-21,3206
2016-05-22,3191
2016-05-23,3181
2016-05-24,3070
2016-05-25,3105
2016-05-26,3132
2016-05-27,3107
2016-05-28,3113
2016-05-29,3118
2016-05-30,3137
2016-05-31,3164
2016-06-01,3179
2016-06-02,3176
2016-06-03,3176
2016-06-04,3156
2016-06-05,3182
2016-06-06,3150
2016-06-07,3173
2016-06-08,3094
2016-06-09,3106
2016-06-10,3115
2016-06-11,3135
2016-06-12,3103
2016-06-13,3136
2016-06-14,3069
2016-06-15,3054
2016-06-16,3101
2016-06-17,3164
2016-06-18,3194
2016-06-19,3174
2016-06-20,3245
2016-06-21,3298
2016-06-22,3213
2016-06-23,3138
2016-06-24,3135
2016-06-25,3156
2016-06-26,3132
2016-06-27,3199
2016-06-28,3205
2016-06-29,3155
2016-06-30,3199
2016-07-01,3195
2016-07-02,3217
2016-07-03,3242
2016-07-04,3310
2016-07-05,3280
2016-07-06,3257
2016-07-07,3196
2016-07-08,3169
2016-07-09,3087
2016-07-10,3116
2016-07-11,3103
2016-07-12,3096
2016-07-13,3125
2016-07-14,3123
2016-07-15,3177
2016-07-16,3137
2016-07-17,3130
2016-07-18,3088
2016-07-23,3102
2016-07-24,3081
2016-07-25,3115
2016-07-26,3094
2016-07-27,3101
2016-07-28,3107
2016-07-29,3124
2016-07-30,3173
2016-07-31,3211
2016-08-01,3140
2016-08-02,3163
2016-08-03,3170
2016-08-04,3168
2016-08-05,3184
2016-08-06,3215
2016-08-07,3178
2016-08-08,3126
2016-08-09,3109
2016-08-10,3086
2016-08-11,3076
2016-08-12,3147
2016-08-13,3161
2016-08-14,3154
2016-08-15,3150
2016-08-16,3111
2016-08-17,3076
2016-08-18,3002
2016-08-19,3058
2016-08-20,3074
2016-08-21,3158
2016-08-22,3159
2016-08-23,3224
2016-08-24,3227
2016-08-25,3205
2016-08-26,3205
2016-08-28,3229
2016-08-31,3043
2016-09-01,3037
2016-09-02,3037
2016-09-03,3091
2016-09-04,3165
2016-09-05,3179
2016-09-06,3097
2016-09-07,3182
2016-09-08,3247
2016-09-09,3280
2016-09-10,3256
2016-09-11,3255
2016-09-12,3249
2016-09-13,3289
2016-09-14,3268
2016-09-15,3268
2016-09-16,3167
2016-09-17,3139
2016-09-18,3102
2016-09-19,3132
2016-09-20,3094
2016-09-21,3106
2016-09-22,3096
2016-09-23,3090
2016-09-24,3090
2016-09-25,3102
2016-09-26,3097
2016-09-27,3060
2016-09-28,3050
2016-09-29,3071
2016-09-30,3087
2016-10-01,3072
2016-10-02,2979
2016-10-03,3015
2016-10-04,2992
2016-10-05,3054
2016-10-06,3098
2016-10-07,3112
2016-10-08,3131
2016-10-09,3072
2016-10-10,3119
2016-10-11,3099
2016-10-12,3097
2016-10-13,3090
2016-10-14,3084
2016-10-15,3102
2016-10-16,3108
2016-10-17,3107
2016-10-18,3076
2016-10-19,3125
2016-10-20,3113
2016-10-21,3143
2016-10-22,3122
2016-10-23,3116
2016-10-24,3130
2016-10-25,3088
2016-10-26,3113
2016-10-27,3101
2016-10-28,3128
2016-10-29,3179
2016-10-30,3191
2016-10-31,3158
2016-11-01,3087
2016-11-02,3079
2016-11-03,3134
2016-11-04,3107
2016-11-05,3124
2016-11-06,3120
2016-11-07,3036
2016-11-08,3049
2016-11-09,3071
2016-11-10,3069
2016-11-11,3066
2016-11-12,3103
2016-11-13,3126
2016-11-14,3117
2016-11-15,3120
2016-12-07,3148
2016-12-08,3095
2016-12-09,3082
2016-12-10,3124
2016-12-11,3083
2016-12-12,3081
2016-12-13,3092
2016-12-14,3119
2016-12-15,3123
2016-12-16,3117
2016-12-17,3116
2016-12-18,3083
2016-12-19,3093
2016-12-20,3096
2016-12-21,3088
2016-12-22,3048
2016-12-23,3062
2016-12-24,3116
2016-12-25,3101
2016-12-26,3081
2016-12-27,3070
2016-12-28,3075
2016-12-29,3102
2016-12-30,3108
2016-12-31,3096
2017-01-01,3065
2017-01-02,3083
2017-01-03,3078
2017-01-04,3074
2017-01-05,3091
2017-01-06,3077
2017-01-07,3080
2017-01-08,3070
2017-01-09,3075
2017-01-10,3067
2017-01-11,3070
2017-01-12,3095
2017-01-13,3080
2017-01-14,3076
2017-01-15,3087
2017-01-16,3083
2017-01-17,3099
2017-01-18,3116
2017-01-19,3097
2017-01-20,3088
2017-01-21,3064
2017-01-22,3060
2017-01-23,3034
2017-01-27,3099
2017-01-28,3088
2017-01-29,3099
2017-01-30,3091
2017-01-31,3069
2017-02-01,3081
2017-02-02,3070
2017-02-03,3083
2017-02-04,3071
2017-02-05,3051
2017-02-06,3071
2017-02-07,3083
2017-02-08,3072
2017-02-09,3072
2017-02-10,3070
2017-02-11,3065
2017-02-12,3050
2017-02-13,3070
2017-02-14,3071
2017-02-15,3079
2017-02-16,3062
2017-02-17,3068
2017-02-18,3062
2017-02-19,3062
2017-02-20,2992
2017-02-21,3061
2017-02-22,3056
2017-02-23,3041
2017-02-24,3061
2017-02-25,3077
2017-02-26,3060
2017-02-27,3061
2017-02-28,3073
2017-03-01,3052
2017-03-02,3084
2017-03-03,3089
2017-03-04,3065
2017-03-05,3059
2017-03-06,3073
2017-03-07,3066
2017-03-08,3063
2017-03-09,3075
2017-03-10,3100
2017-03-11,3060
2017-03-12,3076
2017-03-13,3099
2017-03-14,3094
2017-03-15,3098
2017-03-16,3097
2017-03-17,3083
2017-03-18,3073
2017-03-19,3048
2017-03-20,3071
2017-03-21,3082
2017-03-22,3071
2017-03-23,3093
2017-03-24,3098
2017-03-25,3054
2017-03-26,3076
2017-03-27,3054
2017-03-28,3051
2017-03-29,3058
2017-03-30,3021
2017-03-31,3069
2017-04-01,3069
2017-04-02,3060
2017-04-03,3056
2017-04-04,3084
2017-04-05,3106
2017-04-12,3106
2017-04-13,3107
2017-04-14,3075
2017-04-15,3080
2017-04-16,3085
2017-04-17,3073
2017-04-18,3075
2017-04-19,3087
2017-04-20,3102
2017-04-21,3103
2017-04-22,3032
2017-04-23,3043
2017-04-24,3061
2017-04-25,3063
2017-04-26,3076
2017-04-27,3083
2017-04-28,3095
2017-04-29,3069
2017-04-30,3074
2017-05-01,3080
2017-05-02,3088
2017-05-03,3100
2017-05-04,3083
2017-05-05,3072
2017-05-06,3069
2017-05-07,3050
2017-05-08,3057
2017-05-09,3042
2017-05-10,3079
2017-05-11,3071
2017-05-12,3074
2017-05-13,3064
2017-05-14,3079
2017-05-15,3092
2017-05-16,3077
2017-05-17,3062
2017-05-18,3053
2017-05-19,3069
2017-05-20,3046
2017-05-21,3048
2017-05-22,3076
2017-05-23,3073
2017-05-24,3065
2017-05-25,3045
2017-05-26,3054
2017-05-27,3064
2017-05-28,3030
2017-05-29,3021
2017-05-30,3051
2017-05-31,3070
2017-06-01,3070
2017-06-02,3060
2017-06-03,3044
2017-06-04,3022
2017-06-05,3064
2017-06-06,3064
2017-06-07,3070
2017-06-08,3052
2017-06-09,3056
2017-06-10,3028
2017-06-11,2974
2017-06-12,3068
2017-06-13,3066
2017-06-14,3071
2017-06-15,3069
2017-06-16,2993
2017-06-17,3048
2017-06-18,3019
2017-06-19,3071
2017-06-20,3041
2017-06-21,3057
2017-06-22,3020
2017-06-23,3026
2017-06-24,3064
2017-06-25,3044
2017-06-26,3032
2017-06-27,3006
2017-06-28,3043
2017-06-29,3042
2017-06-30,3066
2017-07-01,3009
2017-07-02,3043
2017-07-03,3044
2017-07-04,3033
2017-07-05,3052
2017-07-06,3005
2017-07-07,2999
2017-07-08,2994
2017-07-09,3001
2017-07-13,3008
2017-07-14,3018
2017-07-15,3008
2017-07-16,3036
2017-07-17,3040
2017-07-18,3072
2017-07-19,3073
2017-07-20,3030
2017-07-21,3063
2017-07-22,2998
2017-07-23,3053
2017-07-24,3083
2017-07-25,3060
2017-07-26,3040
2017-07-27,3027
2017-07-28,3060
2017-07-29,3053
2017-07-30,3063
2017-07-31,3081
2017-08-01,3067
2017-08-02,3071
2017-08-03,3048
2017-08-04,3073
2017-08-05,3049
2017-08-06,3012
2017-08-07,3030
2017-08-08,3048
2017-08-09,3014
2017-08-10,3065
2017-08-11,3068
2017-08-12,3033
2017-08-13,3043
2017-08-14,3072
2017-08-15,3043
2017-08-16,3072
2017-08-17,3066
2017-08-18,3035
2017-08-19,3072
2017-08-20,3078
2017-08-21,3076
2017-08-22,3031
2017-08-23,3057
2017-08-24,3050
2017-08-25,3072
2017-08-26,3051
2017-08-27,3060
2017-08-28,3041
2017-08-29,3065
2017-08-30,3045
2017-08-31,3031
2017-09-01,3056
2017-09-02,3074
2017-09-03,3059
2017-09-04,3058
2017-09-05,3025
2017-09-06,3059
2017-09-07,3068
2017-09-08,3042
2017-09-09,3050
2017-09-10,3072
2017-09-11,3065
2017-09-12,3032
2017-09-13,3045
2017-09-14,3050
2017-09-15,3064
2017-09-16,3055
2017-09-17,3045
2017-09-18,3067
2017-09-19,3032
2017-09-20,3051
2017-09-21,3067
2017-09-22,3073
2017-09-23,3091
2017-09-24,3093
2017-09-25,3091
2017-09-26,3077
2017-09-27,3055
2017-09-28,3056
2017-09-29,3032
2017-09-30,3048
2017-10-01,3029
2017-10-02,3034
2017-10-03,3019
2017-10-04,3020
2017-10-05,3050
2017-10-06,3050
2017-10-07,3055
2017-10-08,3030
2017-10-09,3045
2017-10-10,3063
2017-10-11,3046
2017-10-12,2995
2017-10-13,3041
2017-10-14,3054
2017-10-15,3092
2017-10-16,3091
2017-10-17,3092
2017-10-18,3093
2017-10-19,3104
2017-10-20,3098
2017-10-21,3096
2017-10-22,3047
2017-10-23,3088
2017-10-24,3054
2017-10-25,3084
2017-10-26,3075
2017-10-27,3054
2017-10-28,3074
2017-10-29,3088
2017-10-30,3068
2017-10-31,3080
2017-11-01,3068
2017-11-02,3067
2017-11-03,3052
2017-11-04,3090
2017-11-05,3097
2017-11-06,3101
2017-11-07,3119
2017-11-08,3091
2017-11-09,3061
2017-11-10,3066
2017-11-11,3077
2017-11-12,3086
2017-11-13,3067
2017-11-14,3039
2017-11-15,3088
2017-11-16,3058
2017-11-17,3031
2017-11-18,3025
2017-11-19,3031
2017-11-20,3058
2017-11-21,3045
2017-11-22,3030
2017-11-23,3047
2017-11-24,3059
2017-11-25,3043
2017-11-26,3016
2017-11-27,2994
2017-11-28,3037
2017-11-29,3032
2017-11-30,2993
2017-12-01,3025
2017-12-02,3026
2017-12-03,3058
2017-12-04,3018
2017-12-05,3050
2017-12-06,3048
2017-12-07,3064
2017-12-08,3004
2017-12-09,3033
2017-12-10,3047
2017-12-11,2998
2017-12-12,3039
2017-12-13,3046
2017-12-14,3036
2017-12-15,3035
2017-12-16,3022
2017-12-17,3011
2017-12-18,3027
2017-12-19,3032
2017-12-20,3053
2017-12-21,3068
2017-12-22,3058
2017-12-23,3028
2017-12-24,3030
2017-12-25,3040
2017-12-26,3031
2017-12-27,3016
2017-12-28,2948
2017-12-29,2993
2017-12-30,3006
2017-12-31,3025
2018-01-01,3000
2018-01-02,2996
2018-01-03,2973
2018-01-04,2976
2018-01-05,3003
2018-01-06,3002
2018-01-07,2980
2018-01-08,2977
2018-01-09,3022
2018-01-10,3096
2018-01-11,3198
2018-01-12,3165
2018-01-13,3068
2018-01-14,3020
2018-01-15,3007
2018-01-16,3030
2018-01-17,3040
2018-01-18,3044
2018-01-19,2994
2018-01-20,3009
2018-01-21,3004
2018-01-22,3024
2018-01-23,3022
2018-01-24,3007
2018-01-25,3002
2018-01-26,3020
2018-01-27,3007
2018-01-28,3000
2018-01-29,3014
2018-01-30,3048
2018-01-31,3059
2018-02-01,3048
2018-02-02,3043
2018-02-03,3049
2018-02-04,3018
2018-02-05,3027
2018-02-06,3053
2018-02-07,3044
2018-02-08,3054
2018-02-09,3057
2018-02-10,3055
2018-02-11,3053
2018-02-12,3047
2018-02-13,3066
2018-02-14,3071
2018-02-15,3078
2018-02-16,3109
2018-02-17,3104
2018-02-18,3040
2018-02-19,3039
2018-02-20,3040
2018-02-21,3019
2018-02-22,3034
2018-02-23,3020
2018-02-24,2991
2018-02-25,2993
2018-02-26,3022
2018-02-27,3044
2018-02-28,3046
2018-03-01,3026
2018-03-02,3044
2018-03-03,3037
2018-03-04,3070
2018-03-05,3047
2018-03-06,3034
2018-03-07,3030
2018-03-08,3045
2018-03-09,3050
2018-03-10,3032
2018-03-11,3053
2018-03-12,3046
2018-03-13,3037
2018-03-14,3047
2018-03-15,3056
2018-03-16,3024
2018-03-17,3030
2018-03-18,3023
2018-03-19,3043
2018-03-20,3063
2018-03-21,3032
2018-03-22,3030
2018-03-23,3029
2018-03-24,3013
2018-03-25,3027
2018-03-26,3024
2018-03-27,3036
2018-03-28,3021
2018-03-29,3032
2018-03-30,3053
2018-03-31,3053
2018-04-01,3036
2018-04-02,3049
2018-04-03,3054
2018-04-04,3047
2018-04-05,2999
2018-04-06,3053
2018-04-07,3059
2018-04-08,3059
2018-04-09,3034
2018-04-10,3027
2018-04-11,3027
2018-04-12,3063
2018-04-13,3062
2018-04-14,3035
2018-04-15,3041
2018-04-16,3076
2018-04-17,3060
2018-04-18,3008
2018-04-19,3029
2018-04-20,3044
2018-04-21,3043
2018-04-22,3066
2018-04-23,3066
2018-04-24,3070
2018-04-25,3048
2018-04-26,3007
2018-04-27,3028
2018-04-28,3041
2018-04-29,3029
2018-04-30,3035
2018-05-01,3037
2018-05-02,3060
2018-05-03,3055
2018-05-04,3053
2018-05-05,3059
2018-05-06,3032
2018-05-07,3046
2018-05-08,3029
2018-05-09,3035
2018-05-10,3001
2018-05-11,2995
2018-05-12,3013
2018-05-13,3027
2018-05-14,3046
2018-05-15,3022
2018-05-16,3049
2018-05-17,3043
2018-05-18,3041
2018-05-19,3029
2018-05-20,2988
2018-05-21,3034
2018-05-22,3025
2018-05-23,3047
2018-05-24,3054
2018-05-25,3073
2018-05-26,3051
2018-05-27,3054
2018-05-28,3060
2018-05-29,3057
2018-05-30,3063
2018-05-31,3039
2018-06-01,3008
2018-06-02,3016
2018-06-03,3031
2018-06-04,3035
2018-06-05,3018
2018-06-06,3019
2018-06-07,3003
2018-06-08,3036
2018-06-09,3031
2018-06-10,3001
2018-06-11,3024
2018-06-12,3034
2018-06-13,3040
2018-06-14,3026
2018-06-15,3049
2018-06-16,3043
2018-06-17,3060
2018-06-18,3042
2018-06-19,3054
2018-06-20,3043
2018-06-21,3057
2018-06-22,3039
2018-06-23,3044
2018-06-24,3073
2018-06-25,3014
2018-06-26,3054
2018-06-27,3068
2018-06-28,3066
2018-06-29,3015
2018-06-30,2990
2018-07-01,3028
2018-07-02,3032
2018-07-03,3043
2018-07-04,3062
2018-07-05,3062
2018-07-06,3046
2018-07-07,2993
2018-07-08,3005
2018-07-09,3034
2018-07-10,2994
2018-07-11,3021
2018-07-12,3000
2018-07-13,3035
2018-07-14,3045
2018-07-15,3063
2018-07-16,3049
2018-07-17,3036
2018-07-18,2994
2018-07-19,3046
2018-07-20,3035
2018-07-21,3045
2018-07-22,3031
2018-07-23,3045
2018-07-24,3047
2018-07-25,3038
2018-07-26,3015
2018-07-27,3020
2018-07-28,3020
2018-07-29,3068
2018-07-30,3019
2018-07-31,3045
2018-08-01,3063
2018-08-02,3084
2018-08-03,3018
2018-08-04,2995
2018-08-05,3001
2018-08-06,2997
2018-08-07,3029
2018-08-08,3032
2018-08-09,3003
2018-08-10,3007
2018-08-11,3048
2018-08-12,3018
2018-08-14,2981
2018-08-16,2989
2018-08-17,2997
2018-08-18,3028
2018-08-19,3013
2018-08-20,3005
2018-08-21,3004
2018-08-22,3026
2018-08-23,3008
2018-08-24,2974
2018-08-25,2957
2018-08-26,2966
2018-08-27,2962
2018-08-28,2968
2018-08-29,3014
2018-08-30,3036
2018-08-31,3023
2018-09-01,3033
2018-09-02,2981
2018-09-03,2968
2018-09-04,3015
2018-09-05,3000
2018-09-06,3010
2018-09-07,3006
2018-09-08,2972
2018-09-09,2982
2018-09-10,3001
2018-09-11,3003
2018-09-12,3007
2018-09-13,3037
2018-09-14,3020
2018-09-15,3031
2018-09-16,3040
2018-09-17,3033
2018-09-18,2986
2018-09-19,3029
2018-09-20,3030
2018-09-21,2983
2018-09-22,2988
2018-09-23,3019
2018-09-24,3036
2018-09-25,2997
2018-09-26,3015
2018-09-27,2980
2018-09-28,2992
2018-09-29,3025
2018-09-30,2977
2018-10-01,2995
2018-10-02,3003
2018-10-03,2985
2018-10-04,2999
2018-10-05,3009
2018-10-06,2968
2018-10-07,2935
2018-10-08,2966
2018-10-09,3000
2018-10-10,3002
2018-10-11,2955
2018-10-12,2961
2018-10-13,2983
2018-10-14,3006
2018-10-15,3018
2018-10-16,2986
2018-10-17,3019
2018-10-18,3008
2018-10-19,3009
2018-10-20,3004
2018-10-21,3004
2018-10-22,2995
2018-10-23,3008
2018-10-24,3019
2018-10-25,3003
2018-10-26,3012
2018-10-27,3016
2018-10-28,3011
2018-10-29,2969
2018-10-30,2985
2018-10-31,3024
2018-11-01,3045
2018-11-03,3049
2018-11-04,3043
2018-11-05,3041
2018-11-06,3047
2018-11-07,3077
2018-11-08,3067
2018-11-09,3058
2018-11-10,3047
2018-11-11,3030
2018-11-12,3011
2018-11-13,2999
2018-11-14,3015
2018-11-15,2999
2018-11-16,3013
2018-11-17,3016
2018-11-18,3022
2018-11-19,3018
2018-11-20,2970
2018-11-21,2977
2018-11-22,2991
2018-11-23,2992
2018-11-24,2990
2018-11-25,3003
2018-11-26,3002
2018-11-27,3020
2018-11-28,3009
2018-11-29,3016
2018-12-01,2998
2018-12-02,2964
2018-12-03,2997
2018-12-04,3011
2018-12-05,3017
2018-12-07,3003
2018-12-09,3014
2018-12-10,3022
2018-12-11,3017
2018-12-12,3017
2018-12-13,3021
2018-12-14,3004
2018-12-15,3014
2018-12-16,3016
2018-12-17,3030
2018-12-18,3008
2018-12-19,2974
2018-12-20,3004
2018-12-21,3037
2018-12-22,3022
2018-12-23,3001
2018-12-24,3012
2018-12-25,3015
2018-12-26,3021
2018-12-27,2991
2018-12-28,2967
2018-12-29,2989
2018-12-30,3004
2018-12-31,3005
2019-01-01,2984
2019-01-02,2980
2019-01-03,2998
2019-01-04,2987
2019-01-05,2986
2019-01-06,2996
2019-01-08,3004
2019-01-10,2970
2019-01-11,2989
2019-01-12,2998
2019-01-13,2990
2019-01-14,3016
2019-01-15,2981
2019-01-16,2958
2019-01-17,2967
2019-01-18,2999
2019-01-19,2923
2019-01-20,2981
2019-01-21,3014
2019-01-22,3001
2019-01-23,2963
2019-01-24,2988
2019-01-25,3002
2019-01-26,2986
2019-01-27,3006
2019-01-28,3001
2019-01-29,2989
2019-01-30,2997
2019-01-31,3038
2019-02-01,3000
2019-02-02,2993
2019-02-03,3019
2019-02-04,3019
2019-02-05,3020
2019-02-06,3008
2019-02-07,2960
2019-02-08,3000
2019-02-09,3035
2019-02-10,2999
2019-02-11,3016
2019-02-12,3008
2019-02-13,3028
2019-02-14,3031
2019-02-15,3030
2019-02-16,3012
2019-02-17,3021
2019-02-18,3009
2019-02-19,3027
2019-02-20,3034
2019-02-21,3041
2019-02-22,3058
2019-02-23,3028
2019-02-24,3011
2019-02-25,3016
2019-02-26,3017
2019-02-27,3044
2019-02-28,3053
2019-03-01,3027
2019-03-02,3030
2019-03-03,3011
2019-03-04,3028
2019-03-05,3022
2019-03-06,3034
2019-03-07,3044
2019-03-08,3023
2019-03-09,3046
2019-03-10,3016
2019-03-11,3007
2019-03-12,3021
2019-03-13,3037
2019-03-14,2988
2019-03-15,2978
