date_obj,Cooked%20karambwan price
2015-11-29,1033
2015-11-30,1056
2015-12-01,1021
2015-12-02,1036
2015-12-03,1025
2015-12-04,1012
2015-12-05,998
2015-12-06,992
2015-12-07,991
2015-12-08,976
2015-12-09,988
2015-12-10,991
2015-12-11,981
2015-12-12,959
2015-12-13,943
2015-12-14,965
2015-12-15,984
2015-12-16,1031
2015-12-17,1082
2015-12-18,1122
2015-12-19,1095
2015-12-20,1077
2015-12-21,1067
2015-12-22,1041
2015-12-23,992
2015-12-24,981
2015-12-25,980
2015-12-26,982
2015-12-27,1010
2015-12-28,1022
2015-12-29,1011
2015-12-30,988
2015-12-31,967
2016-01-01,952
2016-01-02,912
2016-01-03,899
2016-01-04,896
2016-01-05,927
2016-01-06,909
2016-01-07,891
2016-01-08,913
2016-01-09,952
2016-01-10,989
2016-01-11,1032
2016-01-12,1057
2016-01-13,1039
2016-01-14,1020
2016-01-15,1038
2016-01-16,1036
2016-01-17,1021
2016-01-18,1001
2016-01-19,985
2016-01-20,993
2016-01-21,1021
2016-01-22,1031
2016-01-23,1072
2016-01-24,1125
2016-01-25,1137
2016-01-26,1146
2016-01-27,1158
2016-01-28,1182
2016-01-29,1238
2016-01-30,1300
2016-01-31,1362
2016-02-01,1361
2016-02-02,1421
2016-02-03,1392
2016-02-04,1333
2016-02-05,1326
2016-02-06,1297
2016-02-07,1236
2016-02-08,1198
2016-02-09,1177
2016-02-10,1209
2016-02-11,1265
2016-02-12,1325
2016-02-13,1318
2016-02-14,1324
2016-02-15,1313
2016-02-16,1308
2016-02-17,1298
2016-02-18,1263
2016-02-19,1231
2016-02-20,1219
2016-02-21,1204
2016-02-22,1169
2016-02-23,1152
2016-02-24,1149
2016-02-25,1193
2016-02-26,1226
2016-02-27,1261
2016-02-28,1232
2016-02-29,1221
2016-03-01,1203
2016-03-02,1232
2016-03-03,1265
2016-03-04,1290
2016-03-05,1284
2016-03-06,1279
2016-03-07,1302
2016-03-08,1368
2016-03-09,1437
2016-03-10,1509
2016-03-11,1585
2016-03-12,1665
2016-03-13,1747
2016-03-14,1748
2016-03-15,1685
2016-03-16,1635
2016-03-17,1562
2016-03-18,1504
2016-03-19,1495
2016-03-20,1434
2016-03-21,1447
2016-03-22,1461
2016-03-23,1459
2016-03-24,1442
2016-03-25,1404
2016-03-26,1366
2016-03-27,1310
2016-03-28,1253
2016-03-29,1237
2016-03-30,1236
2016-03-31,1256
2016-04-01,1295
2016-04-02,1339
2016-04-03,1343
2016-04-04,1375
2016-04-05,1382
2016-04-06,1445
2016-04-07,1518
2016-04-08,1594
2016-04-09,1625
2016-04-10,1585
2016-04-11,1576
2016-04-12,1572
2016-04-13,1551
2016-04-14,1626
2016-04-15,1645
2016-04-16,1634
2016-04-17,1611
2016-04-18,1540
2016-04-19,1497
2016-04-20,1434
2016-04-21,1456
2016-04-22,1503
2016-04-23,1509
2016-04-24,1470
2016-04-25,1427
2016-04-26,1445
2016-04-27,1446
2016-04-28,1478
2016-04-29,1514
2016-04-30,1480
2016-05-01,1466
2016-05-02,1450
2016-05-03,1462
2016-05-04,1486
2016-05-05,1528
2016-05-06,1518
2016-05-07,1583
2016-05-08,1590
2016-05-09,1531
2016-05-10,1543
2016-05-11,1529
2016-05-12,1463
2016-05-13,1467
2016-05-14,1442
2016-05-15,1462
2016-05-16,1466
2016-05-17,1473
2016-05-18,1464
2016-05-19,1528
2016-05-22,1499
2016-05-23,1462
2016-05-24,1449
2016-05-25,1444
2016-05-26,1443
2016-05-27,1450
2016-05-28,1454
2016-05-29,1451
2016-05-30,1443
2016-05-31,1440
2016-06-01,1422
2016-06-02,1400
2016-06-03,1419
2016-06-04,1421
2016-06-05,1438
2016-06-06,1414
2016-06-07,1396
2016-06-08,1384
2016-06-09,1375
2016-06-10,1365
2016-06-11,1348
2016-06-12,1354
2016-06-13,1387
2016-06-14,1369
2016-06-15,1357
2016-06-16,1354
2016-06-17,1365
2016-06-18,1379
2016-06-19,1364
2016-06-20,1376
2016-06-21,1362
2016-06-22,1330
2016-06-23,1321
2016-06-24,1297
2016-06-25,1241
2016-06-26,1207
2016-06-27,1203
2016-06-28,1228
2016-06-29,1243
2016-06-30,1282
2016-07-01,1299
2016-07-02,1322
2016-07-03,1317
2016-07-04,1283
2016-07-05,1260
2016-07-06,1251
2016-07-07,1245
2016-07-08,1250
2016-07-09,1247
2016-07-10,1253
2016-07-11,1278
2016-07-12,1280
2016-07-13,1274
2016-07-14,1265
2016-07-15,1264
2016-07-16,1259
2016-07-17,1267
2016-07-18,1249
2016-07-23,1238
2016-07-24,1250
2016-07-25,1281
2016-07-26,1279
2016-07-27,1330
2016-07-28,1352
2016-07-29,1366
2016-07-30,1400
2016-07-31,1446
2016-08-01,1424
2016-08-02,1416
2016-08-03,1382
2016-08-04,1318
2016-08-05,1278
2016-08-06,1250
2016-08-07,1267
2016-08-08,1261
2016-08-09,1256
2016-08-10,1224
2016-08-11,1224
2016-08-12,1274
2016-08-13,1328
2016-08-14,1361
2016-08-15,1333
2016-08-16,1275
2016-08-17,1254
2016-08-18,1218
2016-08-19,1245
2016-08-20,1249
2016-08-21,1237
2016-08-22,1227
2016-08-23,1222
2016-08-24,1240
2016-08-25,1271
2016-08-26,1326
2016-08-28,1268
2016-08-31,1238
2016-09-01,1255
2016-09-02,1292
2016-09-03,1308
2016-09-04,1299
2016-09-05,1287
2016-09-06,1300
2016-09-07,1316
2016-09-08,1309
2016-09-09,1298
2016-09-10,1298
2016-09-11,1322
2016-09-12,1322
2016-09-13,1315
2016-09-14,1292
2016-09-15,1273
2016-09-16,1247
2016-09-17,1253
2016-09-18,1246
2016-09-19,1242
2016-09-20,1234
2016-09-21,1198
2016-09-22,1185
2016-09-23,1188
2016-09-24,1182
2016-09-25,1209
2016-09-26,1217
2016-09-27,1213
2016-09-28,1188
2016-09-29,1174
2016-09-30,1192
2016-10-01,1181
2016-10-02,1183
2016-10-03,1179
2016-10-04,1184
2016-10-05,1177
2016-10-06,1179
2016-10-07,1168
2016-10-08,1151
2016-10-09,1124
2016-10-10,1108
2016-10-11,1106
2016-10-12,1135
2016-10-13,1138
2016-10-14,1142
2016-10-15,1126
2016-10-16,1105
2016-10-17,1105
2016-10-18,1104
2016-10-19,1110
2016-10-20,1114
2016-10-21,1107
2016-10-22,1102
2016-10-23,1092
2016-10-24,1085
2016-10-25,1074
2016-10-26,1062
2016-10-27,1054
2016-10-28,1058
2016-10-29,1081
2016-10-30,1101
2016-10-31,1106
2016-11-01,1108
2016-11-02,1117
2016-11-03,1105
2016-11-04,1097
2016-11-05,1064
2016-11-06,1060
2016-11-07,1048
2016-11-08,1038
2016-11-09,1041
2016-11-10,1060
2016-11-11,1095
2016-11-12,1103
2016-11-13,1097
2016-11-14,1096
2016-11-15,1108
2016-12-07,1084
2016-12-08,1089
2016-12-09,1072
2016-12-10,1059
2016-12-11,1044
2016-12-12,1047
2016-12-13,1064
2016-12-14,1094
2016-12-15,1099
2016-12-16,1099
2016-12-17,1094
2016-12-18,1082
2016-12-19,1076
2016-12-20,1069
2016-12-21,1065
2016-12-22,1061
2016-12-23,1065
2016-12-24,1051
2016-12-25,1052
2016-12-26,1044
2016-12-27,1062
2016-12-28,1072
2016-12-29,1080
2016-12-30,1088
2016-12-31,1085
2017-01-01,1078
2017-01-02,1070
2017-01-03,1110
2017-01-04,1090
2017-01-05,1036
2017-01-06,1009
2017-01-07,1007
2017-01-08,993
2017-01-09,988
2017-01-10,988
2017-01-11,1031
2017-01-12,1062
2017-01-13,1096
2017-01-14,1110
2017-01-15,1162
2017-01-16,1119
2017-01-17,1148
2017-01-18,1199
2017-01-19,1219
2017-01-20,1215
2017-01-21,1276
2017-01-22,1309
2017-01-23,1246
2017-01-27,1199
2017-01-28,1199
2017-01-29,1235
2017-01-30,1197
2017-01-31,1180
2017-02-01,1171
2017-02-02,1165
2017-02-03,1143
2017-02-04,1171
2017-02-05,1180
2017-02-06,1167
2017-02-07,1177
2017-02-08,1168
2017-02-09,1149
2017-02-10,1141
2017-02-11,1156
2017-02-12,1157
2017-02-13,1171
2017-02-14,1220
2017-02-15,1213
2017-02-16,1230
2017-02-18,1257
2017-02-19,1283
2017-02-20,1279
2017-02-21,1240
2017-02-22,1182
2017-02-23,1136
2017-02-24,1125
2017-02-25,1146
2017-02-26,1149
2017-02-27,1127
2017-02-28,1129
2017-03-01,1135
2017-03-02,1161
2017-03-03,1152
2017-03-04,1135
2017-03-05,1116
2017-03-06,1091
2017-03-07,1072
2017-03-08,1034
2017-03-09,1042
2017-03-10,1060
2017-03-11,1066
2017-03-12,1044
2017-03-13,1026
2017-03-14,1036
2017-03-15,1050
2017-03-16,1042
2017-03-17,1046
2017-03-18,1034
2017-03-19,1025
2017-03-20,1006
2017-03-21,994
2017-03-22,1015
2017-03-23,1007
2017-03-24,1007
2017-03-25,986
2017-03-26,977
2017-03-27,986
2017-03-28,1000
2017-03-29,987
2017-03-30,976
2017-03-31,974
2017-04-01,997
2017-04-02,999
2017-04-03,985
2017-04-04,987
2017-04-12,1049
2017-04-13,1058
2017-04-14,1106
2017-04-15,1141
2017-04-16,1120
2017-04-17,1070
2017-04-18,1065
2017-04-19,1058
2017-04-20,1081
2017-04-21,1117
2017-04-22,1146
2017-04-23,1159
2017-04-24,1111
2017-04-25,1072
2017-04-26,1084
2017-04-27,1114
2017-04-28,1142
2017-04-29,1116
2017-04-30,1072
2017-05-01,1061
2017-05-02,1065
2017-05-03,1088
2017-05-04,1103
2017-05-05,1087
2017-05-06,1078
2017-05-07,1057
2017-05-08,1057
2017-05-09,1065
2017-05-10,1061
2017-05-11,1051
2017-05-12,1046
2017-05-13,1038
2017-05-14,1033
2017-05-15,1017
2017-05-16,1005
2017-05-17,1006
2017-05-18,1002
2017-05-19,988
2017-05-20,976
2017-05-21,965
2017-05-22,949
2017-05-23,965
2017-05-24,982
2017-05-25,952
2017-05-26,908
2017-05-27,914
2017-05-28,901
2017-05-29,902
2017-05-30,899
2017-05-31,897
2017-06-01,902
2017-06-02,883
2017-06-03,882
2017-06-04,872
2017-06-05,863
2017-06-06,847
2017-06-07,811
2017-06-08,804
2017-06-09,807
2017-06-10,818
2017-06-11,818
2017-06-12,800
2017-06-13,781
2017-06-14,771
2017-06-15,771
2017-06-16,793
2017-06-17,832
2017-06-18,825
2017-06-19,817
2017-06-20,810
2017-06-21,808
2017-06-22,801
2017-06-23,802
2017-06-24,817
2017-06-25,818
2017-06-26,818
2017-06-27,839
2017-06-28,818
2017-06-29,817
2017-06-30,812
2017-07-01,816
2017-07-02,822
2017-07-03,836
2017-07-04,858
2017-07-05,832
2017-07-06,802
2017-07-07,784
2017-07-08,781
2017-07-13,713
2017-07-14,710
2017-07-15,719
2017-07-16,718
2017-07-17,714
2017-07-18,709
2017-07-19,701
2017-07-20,700
2017-07-21,709
2017-07-22,744
2017-07-23,781
2017-07-24,796
2017-07-25,784
2017-07-26,779
2017-07-27,759
2017-07-28,759
2017-07-29,779
2017-07-30,803
2017-07-31,799
2017-08-01,816
2017-08-02,806
2017-08-03,797
2017-08-04,800
2017-08-05,834
2017-08-06,842
2017-08-09,778
2017-08-10,744
2017-08-11,711
2017-08-12,700
2017-08-13,695
2017-08-14,695
2017-08-15,723
2017-08-16,758
2017-08-17,774
2017-08-18,781
2017-08-19,792
2017-08-20,779
2017-08-21,763
2017-08-22,738
2017-08-23,744
2017-08-24,765
2017-08-25,790
2017-08-26,820
2017-08-27,802
2017-08-28,785
2017-08-29,777
2017-08-30,783
2017-08-31,804
2017-09-01,828
2017-09-03,863
2017-09-04,866
2017-09-05,827
2017-09-06,814
2017-09-07,798
2017-09-08,797
2017-09-09,802
2017-09-10,804
2017-09-11,808
2017-09-12,824
2017-09-13,845
2017-09-14,832
2017-09-15,831
2017-09-16,818
2017-09-17,818
2017-09-18,804
2017-09-19,798
2017-09-20,800
2017-09-21,800
2017-09-22,781
2017-09-23,773
2017-09-24,764
2017-09-25,742
2017-09-26,713
2017-09-27,678
2017-09-28,689
2017-09-29,723
2017-09-30,747
2017-10-01,738
2017-10-02,733
2017-10-03,728
2017-10-04,724
2017-10-05,706
2017-10-06,697
2017-10-07,708
2017-10-08,699
2017-10-09,694
2017-10-10,692
2017-10-11,700
2017-10-12,705
2017-10-13,737
2017-10-14,768
2017-10-15,769
2017-10-16,747
2017-10-17,733
2017-10-18,725
2017-10-19,741
2017-10-20,760
2017-10-21,793
2017-10-22,766
2017-10-23,727
2017-10-24,694
2017-10-25,689
2017-10-26,683
2017-10-27,680
2017-10-28,694
2017-10-29,709
2017-10-30,722
2017-10-31,728
2017-11-01,744
2017-11-02,722
2017-11-03,717
2017-11-04,713
2017-11-05,708
2017-11-06,710
2017-11-07,705
2017-11-08,705
2017-11-09,719
2017-11-10,714
2017-11-11,708
2017-11-12,716
2017-11-13,725
2017-11-14,732
2017-11-15,729
2017-11-16,716
2017-11-17,715
2017-11-18,732
2017-11-19,746
2017-11-20,762
2017-11-21,773
2017-11-22,772
2017-11-23,790
2017-11-24,798
2017-11-25,792
2017-11-26,782
2017-11-27,779
2017-11-28,771
2017-11-29,755
2017-11-30,748
2017-12-01,742
2017-12-02,747
2017-12-03,760
2017-12-04,764
2017-12-05,749
2017-12-06,735
2017-12-07,727
2017-12-08,717
2017-12-09,707
2017-12-10,702
2017-12-11,716
2017-12-12,722
2017-12-13,730
2017-12-14,755
2017-12-15,745
2017-12-16,734
2017-12-17,725
2017-12-18,714
2017-12-19,710
2017-12-20,706
2017-12-21,687
2017-12-22,685
2017-12-23,684
2017-12-24,683
2017-12-25,687
2017-12-26,687
2017-12-27,680
2017-12-28,678
2017-12-29,675
2017-12-30,673
2017-12-31,663
2018-01-01,650
2018-01-02,638
2018-01-03,632
2018-01-04,624
2018-01-05,634
2018-01-06,658
2018-01-07,659
2018-01-08,679
2018-01-09,713
2018-01-10,749
2018-01-11,777
2018-01-12,814
2018-01-13,819
2018-01-14,834
2018-01-15,838
2018-01-16,832
2018-01-17,808
2018-01-18,775
2018-01-19,791
2018-01-20,801
2018-01-21,788
2018-01-22,797
2018-01-23,824
2018-01-24,834
2018-01-25,844
2018-01-26,879
2018-01-27,906
2018-01-28,887
2018-01-29,866
2018-01-30,846
2018-01-31,832
2018-02-01,805
2018-02-02,804
2018-02-03,816
2018-02-04,808
2018-02-05,809
2018-02-06,841
2018-02-07,842
2018-02-08,830
2018-02-09,823
2018-02-10,850
2018-02-11,851
2018-02-12,851
2018-02-13,842
2018-02-14,844
2018-02-15,849
2018-02-16,845
2018-02-17,834
2018-02-18,825
2018-02-19,822
2018-02-20,826
2018-02-21,822
2018-02-22,810
2018-02-23,801
2018-02-24,779
2018-02-25,762
2018-02-26,758
2018-02-27,745
2018-02-28,735
2018-03-01,729
2018-03-02,720
2018-03-03,736
2018-03-04,743
2018-03-05,734
2018-03-06,742
2018-03-07,734
2018-03-08,722
2018-03-09,710
2018-03-10,705
2018-03-11,694
2018-03-12,689
2018-03-13,686
2018-03-14,687
2018-03-15,683
2018-03-16,669
2018-03-17,674
2018-03-18,685
2018-03-19,678
2018-03-20,674
2018-03-21,666
2018-03-23,672
2018-03-24,675
2018-03-25,662
2018-03-26,640
2018-03-27,621
2018-03-28,629
2018-03-29,645
2018-03-30,674
2018-03-31,679
2018-04-02,681
2018-04-03,667
2018-04-04,657
2018-04-05,651
2018-04-06,640
2018-04-07,628
2018-04-08,630
2018-04-09,645
2018-04-10,663
2018-04-11,662
2018-04-12,670
2018-04-13,669
2018-04-14,652
2018-04-15,649
2018-04-16,649
2018-04-17,631
2018-04-18,631
2018-04-19,637
2018-04-20,647
2018-04-21,669
2018-04-22,678
2018-04-23,709
2018-04-24,733
2018-04-25,715
2018-04-26,682
2018-04-27,672
2018-04-28,679
2018-04-29,684
2018-04-30,670
2018-05-01,663
2018-05-03,642
2018-05-04,643
2018-05-05,640
2018-05-07,626
2018-05-08,618
2018-05-09,611
2018-05-10,618
2018-05-11,622
2018-05-12,621
2018-05-13,631
2018-05-14,642
2018-05-15,647
2018-05-16,639
2018-05-17,663
2018-05-18,670
2018-05-19,659
2018-05-20,654
2018-05-21,661
2018-05-22,659
2018-05-23,665
2018-05-24,679
2018-05-25,676
2018-05-26,665
2018-05-27,665
2018-05-28,651
2018-05-29,637
2018-05-30,626
2018-05-31,621
2018-06-01,619
2018-06-02,621
2018-06-03,635
2018-06-04,645
2018-06-05,642
2018-06-06,632
2018-06-07,617
2018-06-08,619
2018-06-09,615
2018-06-10,616
2018-06-11,606
2018-06-12,594
2018-06-13,575
2018-06-14,561
2018-06-15,581
2018-06-16,598
2018-06-17,598
2018-06-18,576
2018-06-19,567
2018-06-20,567
2018-06-21,581
2018-06-22,588
2018-06-23,592
2018-06-24,601
2018-06-25,598
2018-06-26,600
2018-06-27,599
2018-06-28,605
2018-06-29,591
2018-06-30,581
2018-07-01,587
2018-07-02,608
2018-07-03,631
2018-07-04,627
2018-07-05,623
2018-07-06,628
2018-07-07,626
2018-07-08,627
2018-07-09,635
2018-07-10,658
2018-07-11,677
2018-07-12,683
2018-07-13,694
2018-07-14,690
2018-07-15,686
2018-07-16,685
2018-07-17,680
2018-07-18,690
2018-07-19,665
2018-07-20,648
2018-07-21,661
2018-07-22,673
2018-07-23,686
2018-07-24,713
2018-07-25,712
2018-07-26,703
2018-07-27,691
2018-07-28,672
2018-07-29,672
2018-07-30,672
2018-07-31,675
2018-08-01,665
2018-08-02,657
2018-08-03,645
2018-08-04,642
2018-08-05,640
2018-08-06,639
2018-08-07,634
2018-08-08,632
2018-08-09,631
2018-08-10,620
2018-08-11,623
2018-08-12,629
2018-08-14,622
2018-08-16,615
2018-08-17,618
2018-08-18,619
2018-08-19,624
2018-08-20,632
2018-08-21,645
2018-08-22,647
2018-08-23,643
2018-08-24,640
2018-08-25,638
2018-08-26,642
2018-08-27,651
2018-08-28,658
2018-08-29,672
2018-08-30,689
2018-08-31,694
2018-09-01,721
2018-09-02,714
2018-09-03,704
2018-09-04,702
2018-09-05,699
2018-09-06,700
2018-09-07,695
2018-09-08,681
2018-09-09,680
2018-09-10,674
2018-09-11,668
2018-09-12,682
2018-09-13,686
2018-09-14,685
2018-09-15,677
2018-09-16,672
2018-09-17,670
2018-09-18,664
2018-09-19,654
2018-09-20,649
2018-09-21,649
2018-09-22,674
2018-09-23,708
2018-09-24,738
2018-09-25,752
2018-09-26,770
2018-09-27,754
2018-09-28,741
2018-09-29,712
2018-09-30,695
2018-10-01,675
2018-10-02,662
2018-10-03,671
2018-10-04,680
2018-10-05,686
2018-10-06,684
2018-10-07,685
2018-10-08,683
2018-10-09,680
2018-10-10,674
2018-10-11,666
2018-10-12,643
2018-10-13,632
2018-10-14,621
2018-10-15,612
2018-10-16,615
2018-10-17,638
2018-10-18,662
2018-10-19,659
2018-10-20,655
2018-10-21,651
2018-10-22,643
2018-10-23,634
2018-10-24,644
2018-10-25,649
2018-10-26,679
2018-10-27,708
2018-10-28,736
2018-10-29,730
2018-10-30,722
2018-10-31,708
2018-11-01,684
2018-11-03,651
2018-11-04,643
2018-11-05,638
2018-11-06,640
2018-11-07,654
2018-11-08,667
2018-11-09,682
2018-11-10,681
2018-11-11,669
2018-11-12,648
2018-11-13,646
2018-11-14,653
2018-11-15,650
2018-11-16,669
2018-11-17,665
2018-11-18,662
2018-11-19,656
2018-11-20,674
2018-11-21,675
2018-11-22,664
2018-11-23,645
2018-11-24,639
2018-11-25,628
2018-11-26,621
2018-11-27,624
2018-11-28,614
2018-11-29,640
2018-12-01,662
2018-12-02,652
2018-12-03,665
2018-12-04,677
2018-12-05,679
2018-12-07,725
2018-12-09,683
2018-12-10,674
2018-12-11,665
2018-12-12,655
2018-12-13,650
2018-12-14,650
2018-12-15,644
2018-12-16,632
2018-12-17,644
2018-12-18,670
2018-12-19,664
2018-12-20,674
2018-12-21,702
2018-12-22,699
2018-12-23,689
2018-12-24,679
2018-12-25,649
2018-12-26,645
2018-12-27,640
2018-12-28,648
2018-12-29,657
2018-12-30,665
2018-12-31,662
2019-01-01,657
2019-01-02,660
2019-01-03,669
2019-01-04,647
2019-01-05,641
2019-01-06,635
2019-01-08,633
2019-01-10,647
2019-01-11,645
2019-01-12,664
2019-01-13,671
2019-01-14,673
2019-01-15,683
2019-01-16,679
2019-01-17,673
2019-01-18,685
2019-01-19,697
2019-01-20,701
2019-01-21,704
2019-01-22,711
2019-01-23,692
2019-01-24,673
2019-01-25,658
2019-01-26,683
2019-01-27,685
2019-01-28,716
2019-01-29,709
2019-01-30,704
2019-01-31,691
2019-02-01,689
2019-02-02,690
2019-02-03,683
2019-02-04,680
2019-02-05,679
2019-02-06,675
2019-02-07,692
2019-02-08,718
2019-02-09,718
2019-02-10,724
2019-02-11,719
2019-02-12,716
2019-02-13,699
2019-02-14,673
2019-02-15,662
2019-02-16,664
2019-02-17,669
2019-02-18,662
2019-02-19,667
2019-02-20,657
2019-02-21,644
2019-02-22,641
2019-02-23,638
2019-02-24,635
2019-02-25,638
2019-02-26,655
2019-02-27,673
2019-02-28,677
2019-03-01,661
2019-03-02,652
2019-03-03,636
2019-03-04,640
2019-03-05,647
2019-03-06,639
2019-03-07,634
2019-03-08,629
2019-03-09,626
2019-03-10,626
2019-03-11,624
2019-03-12,631
2019-03-13,636
2019-03-14,638
2019-03-15,636
2019-03-16,635
2019-03-17,629
2019-03-18,628
2019-03-19,617
2019-03-20,604
2019-03-21,612
2019-03-22,620
2019-03-23,631
2019-03-24,646
2019-03-25,649
2019-03-26,645
2019-03-27,639
2019-03-28,639
2019-03-29,634
2019-03-30,632
2019-03-31,626
2019-04-01,626
2019-04-02,634
2019-04-03,643
2019-04-04,658
2019-04-05,654
2019-04-06,659
2019-04-07,675
2019-04-08,701
2019-04-09,690
2019-04-10,681
2019-04-11,669
2019-04-12,662
2019-04-13,654
2019-04-14,642
2019-04-15,637
2019-04-16,634
2019-04-17,645
2019-04-18,674
2019-04-19,676
2019-04-20,678
2019-04-21,712
2019-04-22,713
2019-04-23,700
2019-04-24,678
2019-04-25,649
2019-04-26,628
2019-04-27,619
2019-04-28,598
2019-04-29,604
2019-04-30,607
2019-05-01,614
2019-05-02,638
2019-05-03,652
2019-05-04,660
2019-05-05,645
2019-05-06,640
2019-05-07,633
2019-05-08,628
2019-05-09,626
2019-05-10,627
2019-05-11,624
2019-05-12,632
2019-05-13,656
2019-05-14,661
2019-05-15,655
2019-05-16,640
2019-05-17,639
2019-05-18,642
2019-05-19,638
2019-05-20,636
2019-05-21,651
2019-05-22,653
2019-05-23,659
2019-05-24,651
2019-05-25,644
2019-05-26,643
2019-05-27,643
2019-05-28,643
2019-05-29,640
2019-05-30,638
2019-05-31,636
2019-06-01,634
2019-06-02,633
2019-06-03,630
2019-06-04,627
2019-06-05,621
2019-06-06,609
2019-06-07,607
2019-06-08,600
2019-06-09,596
2019-06-10,597
2019-06-11,599
2019-06-12,596
2019-06-13,604
2019-06-14,618
2019-06-15,625
2019-06-16,616
2019-06-17,602
2019-06-18,596
2019-06-19,596
2019-06-20,599
2019-06-21,608
2019-06-22,615
