date_obj,Adamant%20set%20(lg) price
2015-07-05,19927
2015-07-06,19990
2015-07-07,19618
2015-07-08,19591
2015-07-09,19884
2015-07-10,20248
2015-07-11,20172
2015-07-12,20381
2015-07-13,20610
2015-07-14,20833
2015-07-15,20374
2015-07-16,20035
2015-07-17,19569
2015-07-18,19162
2015-07-19,18795
2015-07-20,18647
2015-07-21,18302
2015-07-22,18706
2015-07-23,19174
2015-07-24,19900
2015-07-25,20547
2015-07-26,20779
2015-07-27,20831
2015-07-28,21109
2015-07-29,21871
2015-07-30,22500
2015-07-31,23265
2015-08-01,23366
2015-08-02,22974
2015-08-03,22265
2015-08-04,21713
2015-08-05,21401
2015-08-06,20763
2015-08-07,20351
2015-08-08,20324
2015-08-09,20285
2015-08-10,20481
2015-08-11,21089
2015-08-12,21930
2015-08-13,22339
2015-08-14,21685
2015-08-15,21014
2015-08-16,20974
2015-08-17,20868
2015-08-18,20501
2015-08-19,20138
2015-08-20,20190
2015-08-21,20115
2015-08-22,19866
2015-08-23,19874
2015-08-24,19614
2015-08-25,19689
2015-08-26,20118
2015-08-27,20497
2015-08-28,20208
2015-08-29,20563
2015-08-30,20706
2015-08-31,20647
2015-09-01,20452
2015-09-02,20209
2015-09-03,20447
2015-09-04,20514
2015-09-05,20374
2015-09-06,20062
2015-09-07,20323
2015-09-08,20346
2015-09-09,20185
2015-09-10,20009
2015-09-11,19898
2015-09-12,19752
2015-09-13,19763
2015-09-14,19976
2015-09-15,20522
2015-09-16,20730
2015-09-17,21322
2015-09-18,21774
2015-09-19,21464
2015-09-20,21507
2015-09-21,21594
2015-09-22,21785
2015-09-23,21541
2015-09-24,21376
2015-09-25,21057
2015-09-27,20521
2015-09-28,20459
2015-09-29,20757
2015-09-30,20611
2015-10-05,20224
2015-10-06,20100
2015-10-07,19831
2015-10-08,19715
2015-10-09,19382
2015-10-10,19382
2015-10-11,19325
2015-10-12,19449
2015-10-13,19615
2015-10-14,19371
2015-10-15,19493
2015-10-16,19176
2015-10-17,19638
2015-10-18,19839
2015-10-19,19778
2015-10-20,19499
2015-10-22,19527
2015-10-23,19577
2015-10-24,19313
2015-10-25,19401
2015-10-26,19383
2015-10-27,19225
2015-10-28,19379
2015-10-29,19940
2015-10-30,20007
2015-10-31,19839
2015-11-01,19630
2015-11-02,19739
2015-11-03,19491
2015-11-04,19656
2015-11-05,19646
2015-11-06,19686
2015-11-07,19483
2015-11-08,19335
2015-11-09,19251
2015-11-10,19319
2015-11-11,19746
2015-11-12,19274
2015-11-13,20060
2015-11-14,20535
2015-11-15,21225
2015-11-16,21430
2015-11-17,21181
2015-11-18,21173
2015-11-19,21481
2015-11-20,21136
2015-11-21,21136
2015-11-22,21176
2015-11-23,21176
2015-11-24,20870
2015-11-25,20591
2015-11-26,20486
2015-11-27,20902
2015-11-28,20972
2015-11-29,21110
2015-11-30,21180
2015-12-01,21363
2015-12-02,21322
2015-12-03,20846
2015-12-04,20687
2015-12-05,20276
2015-12-06,20054
2015-12-07,20118
2015-12-08,20110
2015-12-09,19848
2015-12-10,20294
2015-12-11,20719
2015-12-12,20563
2015-12-13,20560
2015-12-14,20560
2015-12-15,20894
2015-12-16,21024
2015-12-17,21084
2015-12-18,20964
2015-12-19,20646
2015-12-20,20698
2015-12-21,20865
2015-12-22,20580
2015-12-23,20859
2015-12-24,20405
2015-12-25,20288
2015-12-26,20431
2015-12-27,20870
2015-12-28,21008
2015-12-29,20941
2015-12-30,20997
2015-12-31,21398
2016-01-01,21329
2016-01-02,21282
2016-01-03,21366
2016-01-04,21257
2016-01-05,21128
2016-01-06,20890
2016-01-07,20785
2016-01-08,20723
2016-01-09,20348
2016-01-10,20042
2016-01-11,19918
2016-01-12,19718
2016-01-13,19550
2016-01-14,19869
2016-01-15,19909
2016-01-16,20020
2016-01-17,19925
2016-01-18,19999
2016-01-19,19944
2016-01-20,20191
2016-01-21,20291
2016-01-22,20233
2016-01-23,20058
2016-01-24,19931
2016-01-25,19999
2016-01-26,19851
2016-01-27,19945
2016-01-28,19945
2016-01-29,20414
2016-01-30,20404
2016-01-31,20254
2016-02-01,20522
2016-02-02,20790
2016-02-03,20995
2016-02-04,20355
2016-02-05,20513
2016-02-06,20225
2016-02-07,19873
2016-02-08,19542
2016-02-09,19610
2016-02-10,19569
2016-02-11,19638
2016-02-12,19361
2016-02-13,19432
2016-02-14,19245
2016-02-15,19211
2016-02-16,19290
2016-02-17,19655
2016-02-18,20118
2016-02-19,19986
2016-02-20,20372
2016-02-21,20410
2016-02-22,21116
2016-02-23,21888
2016-02-24,22713
2016-02-25,23317
2016-02-26,23378
2016-02-27,22726
2016-02-28,21797
2016-02-29,21609
2016-03-01,21099
2016-03-02,21046
2016-03-03,20855
2016-03-04,20766
2016-03-05,21217
2016-03-06,21304
2016-03-07,21241
2016-03-08,21935
2016-03-09,21915
2016-03-10,21008
2016-03-11,20369
2016-03-12,20498
2016-03-13,21060
2016-03-14,20842
2016-03-15,20345
2016-03-16,19765
2016-03-17,19714
2016-03-18,20067
2016-03-19,20341
2016-03-20,20546
2016-03-21,20315
2016-03-22,20485
2016-03-23,20602
2016-03-24,21126
2016-03-25,20718
2016-03-26,20173
2016-03-27,20010
2016-03-28,19888
2016-03-29,19887
2016-03-30,19751
2016-03-31,19859
2016-04-01,19640
2016-04-02,19474
2016-04-03,19822
2016-04-04,19857
2016-04-05,20096
2016-04-06,20472
2016-04-07,20383
2016-04-08,20304
2016-04-09,20011
2016-04-10,19590
2016-04-11,19590
2016-04-12,19584
2016-04-13,19805
2016-04-14,19864
2016-04-15,20314
2016-04-16,20644
2016-04-17,20513
2016-04-18,20871
2016-04-19,21005
2016-04-20,21270
2016-04-21,21381
2016-04-22,21245
2016-04-23,21152
2016-04-24,21083
2016-04-25,20700
2016-04-26,20697
2016-04-27,20854
2016-04-28,20497
2016-04-29,20070
2016-04-30,20272
2016-05-01,20125
2016-05-02,19832
2016-05-03,19409
2016-05-04,19347
2016-05-05,19185
2016-05-06,19092
2016-05-07,19251
2016-05-08,19434
2016-05-09,19369
2016-05-10,19185
2016-05-11,19563
2016-05-12,19598
2016-05-13,19611
2016-05-14,19358
2016-05-15,19039
2016-05-16,19328
2016-05-17,19605
2016-05-18,19603
2016-05-19,19374
2016-05-21,19208
2016-05-22,19406
2016-05-23,19509
2016-05-24,19654
2016-05-25,19733
2016-05-26,19532
2016-05-27,19287
2016-05-28,19375
2016-05-29,19111
2016-05-30,19041
2016-05-31,18604
2016-06-01,18501
2016-06-02,18594
2016-06-03,18522
2016-06-04,18902
2016-06-05,19155
2016-06-06,19462
2016-06-07,19868
2016-06-08,19842
2016-06-09,19979
2016-06-10,19702
2016-06-11,20005
2016-06-12,19767
2016-06-13,20008
2016-06-14,20153
2016-06-15,19940
2016-06-16,19843
2016-06-17,19614
2016-06-18,19663
2016-06-19,19893
2016-06-20,20213
2016-06-21,19489
2016-06-22,18958
2016-06-23,19323
2016-06-24,19181
2016-06-25,19524
2016-06-26,19754
2016-06-27,20191
2016-06-28,20756
2016-06-29,20378
2016-06-30,20160
2016-07-01,20508
2016-07-02,20640
2016-07-03,20978
2016-07-04,20745
2016-07-05,20112
2016-07-06,19896
2016-07-07,19721
2016-07-08,19560
2016-07-09,19491
2016-07-10,19272
2016-07-11,19061
2016-07-12,18926
2016-07-13,18767
2016-07-14,18479
2016-07-15,18209
2016-07-16,18067
2016-07-17,18488
2016-07-18,18589
2016-07-23,18731
2016-07-24,18556
2016-07-25,18640
2016-07-26,18947
2016-07-27,19227
2016-07-28,19292
2016-07-29,19412
2016-07-30,19325
2016-07-31,19561
2016-08-01,19431
2016-08-02,19260
2016-08-03,19061
2016-08-04,19019
2016-08-05,18835
2016-08-06,18843
2016-08-07,18897
2016-08-08,19299
2016-08-09,19285
2016-08-10,19600
2016-08-11,19569
2016-08-12,19480
2016-08-13,19458
2016-08-14,19169
2016-08-15,19231
2016-08-16,19329
2016-08-17,19435
2016-08-18,19139
2016-08-19,19205
2016-08-20,19184
2016-08-21,19427
2016-08-22,19674
2016-08-23,20132
2016-08-24,20063
2016-08-25,19949
2016-08-26,19949
2016-08-28,19421
2016-08-31,19318
2016-09-01,19269
2016-09-02,19269
2016-09-03,19333
2016-09-04,19367
2016-09-05,19362
2016-09-06,19443
2016-09-07,19793
2016-09-08,20255
2016-09-09,20455
2016-09-10,20671
2016-09-11,19918
2016-09-12,20386
2016-09-13,20331
2016-09-14,19890
2016-09-15,20001
2016-09-16,20305
2016-09-17,20076
2016-09-18,19891
2016-09-19,19999
2016-09-20,20635
2016-09-21,20476
2016-09-22,20431
2016-09-23,19813
2016-09-24,19813
2016-09-25,19630
2016-09-26,19635
2016-09-27,19455
2016-09-28,19248
2016-09-29,19171
2016-09-30,19237
2016-10-01,19206
2016-10-02,19236
2016-10-03,19268
2016-10-04,19330
2016-10-05,19239
2016-10-06,19304
2016-10-07,19345
2016-10-08,19480
2016-10-09,19427
2016-10-10,19328
2016-10-11,19273
2016-10-12,19119
2016-10-13,19215
2016-10-14,19124
2016-10-15,18812
2016-10-16,18872
2016-10-17,19197
2016-10-18,19301
2016-10-19,19315
2016-10-20,19231
2016-10-21,19314
2016-10-22,19326
2016-10-23,19231
2016-10-24,19274
2016-10-25,19482
2016-10-26,19464
2016-10-27,19300
2016-10-28,19125
2016-10-29,18937
2016-10-30,19077
2016-10-31,19413
2016-11-01,19504
2016-11-02,19521
2016-11-03,19231
2016-11-04,19431
2016-11-05,19773
2016-11-06,19759
2016-11-07,19778
2016-11-08,19887
2016-11-09,19670
2016-11-10,19640
2016-11-11,19547
2016-11-12,19383
2016-11-13,19361
2016-11-14,19295
2016-11-15,19312
2016-12-07,19752
2016-12-08,19489
2016-12-09,19260
2016-12-10,19506
2016-12-11,19430
2016-12-12,19494
2016-12-13,19476
2016-12-14,19452
2016-12-15,19436
2016-12-16,19456
2016-12-17,19316
2016-12-18,19462
2016-12-19,19702
2016-12-20,19898
2016-12-21,19835
2016-12-22,19838
2016-12-23,19633
2016-12-24,19792
2016-12-25,19561
2016-12-26,19407
2016-12-27,19103
2016-12-28,19161
2016-12-29,19075
2016-12-30,19221
2016-12-31,19114
2017-01-01,18787
2017-01-02,19143
2017-01-03,19407
2017-01-04,19287
2017-01-05,19357
2017-01-06,19214
2017-01-07,19215
2017-01-08,19324
2017-01-09,19376
2017-01-10,19164
2017-01-11,19083
2017-01-12,19419
2017-01-13,19753
2017-01-14,19677
2017-01-15,19777
2017-01-16,19998
2017-01-17,19987
2017-01-18,19696
2017-01-19,19467
2017-01-20,19579
2017-01-21,19499
2017-01-22,19516
2017-01-23,19537
2017-01-27,19756
2017-01-28,19559
2017-01-29,19319
2017-01-30,19169
2017-01-31,19181
2017-02-01,19283
2017-02-02,19207
2017-02-03,18948
2017-02-04,18967
2017-02-05,18877
2017-02-06,18773
2017-02-07,18755
2017-02-08,18810
2017-02-09,19102
2017-02-10,19148
2017-02-11,19405
2017-02-12,19621
2017-02-13,19478
2017-02-14,19390
2017-02-15,19335
2017-02-16,19334
2017-02-17,19550
2017-02-18,19543
2017-02-19,19416
2017-02-20,19412
2017-02-21,19669
2017-02-22,19552
2017-02-23,19397
2017-02-24,19459
2017-02-25,19241
2017-02-26,19190
2017-02-27,19313
2017-02-28,19510
2017-03-01,19317
2017-03-02,19343
2017-03-03,19230
2017-03-04,19130
2017-03-05,19033
2017-03-06,19376
2017-03-07,19381
2017-03-08,19397
2017-03-09,19440
2017-03-10,19286
2017-03-11,19348
2017-03-12,19276
2017-03-13,19259
2017-03-14,19395
2017-03-15,19350
2017-03-16,19294
2017-03-17,19378
2017-03-18,19424
2017-03-19,19448
2017-03-20,19180
2017-03-21,19062
2017-03-22,19227
2017-03-23,19387
2017-03-24,19502
2017-03-25,19477
2017-03-26,19311
2017-03-27,19481
2017-03-28,19525
2017-03-29,19536
2017-03-30,19493
2017-03-31,19299
2017-04-01,19376
2017-04-02,19404
2017-04-03,19468
2017-04-04,19267
2017-04-05,19348
2017-04-12,19592
2017-04-13,19492
2017-04-14,19433
2017-04-15,19506
2017-04-16,19480
2017-04-17,19597
2017-04-18,19493
2017-04-19,19489
2017-04-20,19570
2017-04-21,19572
2017-04-22,19587
2017-04-23,19403
2017-04-24,19358
2017-04-25,19363
2017-04-26,19469
2017-04-27,19436
2017-04-28,19582
2017-04-29,19471
2017-04-30,19451
2017-05-01,19617
2017-05-02,20240
2017-05-03,20415
2017-05-04,20189
2017-05-05,19817
2017-05-06,18951
2017-05-07,19281
2017-05-08,19530
2017-05-09,19627
2017-05-10,19563
2017-05-11,19618
2017-05-12,19595
2017-05-13,19665
2017-05-14,19909
2017-05-15,19697
2017-05-16,19490
2017-05-17,19383
2017-05-18,19383
2017-05-19,19376
2017-05-20,19347
2017-05-21,19337
2017-05-22,19262
2017-05-23,19267
2017-05-24,19265
2017-05-25,19174
2017-05-26,19167
2017-05-27,19078
2017-05-28,19110
2017-05-29,19268
2017-05-30,19280
2017-05-31,19466
2017-06-01,19688
2017-06-02,19840
2017-06-03,19149
2017-06-04,18862
2017-06-05,18679
2017-06-06,18810
2017-06-07,19188
2017-06-08,19448
2017-06-09,19291
2017-06-10,19364
2017-06-11,19589
2017-06-12,19135
2017-06-13,19049
2017-06-14,19166
2017-06-15,18962
2017-06-16,19160
2017-06-17,19313
2017-06-18,19093
2017-06-19,19093
2017-06-20,19144
2017-06-21,18918
2017-06-22,18825
2017-06-23,18718
2017-06-24,19067
2017-06-25,19111
2017-06-26,19157
2017-06-27,19080
2017-06-28,18868
2017-06-29,18984
2017-06-30,18882
2017-07-01,18651
2017-07-02,18729
2017-07-03,19225
2017-07-04,19083
2017-07-05,18938
2017-07-06,18667
2017-07-07,18862
2017-07-08,18851
2017-07-09,19149
2017-07-13,19340
2017-07-14,19170
2017-07-15,19081
2017-07-16,19197
2017-07-17,19315
2017-07-18,19315
2017-07-19,19098
2017-07-20,19196
2017-07-21,19219
2017-07-22,19131
2017-07-23,19212
2017-07-24,19400
2017-07-25,19444
2017-07-26,19474
2017-07-27,19376
2017-07-28,19500
2017-07-29,19392
2017-07-30,19138
2017-07-31,19256
2017-08-01,19302
2017-08-02,19239
2017-08-03,19434
2017-08-04,19275
2017-08-05,19287
2017-08-06,19374
2017-08-07,19410
2017-08-08,19310
2017-08-09,19226
2017-08-10,19193
2017-08-11,19275
2017-08-12,19232
2017-08-13,19164
2017-08-14,18925
2017-08-15,19117
2017-08-16,19009
2017-08-17,19285
2017-08-18,19287
2017-08-19,19211
2017-08-20,19349
2017-08-21,19035
2017-08-22,18948
2017-08-23,18854
2017-08-24,19006
2017-08-25,18792
2017-08-26,18933
2017-08-27,19016
2017-08-28,19014
2017-08-29,18872
2017-08-30,18795
2017-08-31,18903
2017-09-01,18787
2017-09-02,18951
2017-09-03,18866
2017-09-04,19012
2017-09-05,18965
2017-09-06,19100
2017-09-07,19079
2017-09-08,19326
2017-09-09,19201
2017-09-10,19217
2017-09-11,19186
2017-09-12,19040
2017-09-13,18889
2017-09-14,18808
2017-09-15,19066
2017-09-16,19151
2017-09-17,19166
2017-09-18,19205
2017-09-19,18943
2017-09-20,19013
2017-09-21,18959
2017-09-22,18769
2017-09-23,18949
2017-09-24,18920
2017-09-25,18790
2017-09-26,18758
2017-09-27,18916
2017-09-28,19245
2017-09-29,19002
2017-09-30,18933
2017-10-01,18874
2017-10-02,18825
2017-10-03,18624
2017-10-04,18507
2017-10-05,18376
2017-10-06,18682
2017-10-07,18291
2017-10-08,18705
2017-10-09,18313
2017-10-10,18411
2017-10-11,19093
2017-10-12,18948
2017-10-13,18924
2017-10-14,19024
2017-10-15,19211
2017-10-16,18928
2017-10-17,18789
2017-10-18,18947
2017-10-19,18818
2017-10-20,18772
2017-10-21,19032
2017-10-22,19335
2017-10-23,19381
2017-10-24,19417
2017-10-25,19395
2017-10-26,19163
2017-10-27,19068
2017-10-28,19068
2017-10-29,18949
2017-10-30,18843
2017-10-31,19277
2017-11-01,18750
2017-11-02,18623
2017-11-03,18507
2017-11-04,18491
2017-11-05,18526
2017-11-06,18367
2017-11-07,18243
2017-11-08,18096
2017-11-09,18237
2017-11-10,18833
2017-11-11,19354
2017-11-12,19261
2017-11-13,19211
2017-11-14,19199
2017-11-15,19165
2017-11-16,18827
2017-11-17,18724
2017-11-18,18635
2017-11-19,18716
2017-11-20,19001
2017-11-21,19359
2017-11-22,19434
2017-11-23,19183
2017-11-24,19186
2017-11-25,19163
2017-11-26,19277
2017-11-27,19394
2017-11-28,19480
2017-11-29,19265
2017-11-30,19157
2017-12-01,18997
2017-12-02,18987
2017-12-03,19154
2017-12-04,18998
2017-12-05,18882
2017-12-06,18702
2017-12-07,18561
2017-12-08,18724
2017-12-09,19075
2017-12-10,19321
2017-12-11,19481
2017-12-12,19253
2017-12-13,19211
2017-12-14,18919
2017-12-15,18904
2017-12-16,18804
2017-12-17,18790
2017-12-18,19173
2017-12-19,19256
2017-12-20,19466
2017-12-21,19517
2017-12-22,19549
2017-12-23,19509
2017-12-24,19456
2017-12-25,19423
2017-12-26,19326
2017-12-27,19245
2017-12-28,19172
2017-12-29,19106
2017-12-30,19007
2017-12-31,19024
2018-01-01,18864
2018-01-02,18994
2018-01-03,19352
2018-01-04,19331
2018-01-05,19392
2018-01-06,19021
2018-01-07,18905
2018-01-08,18832
2018-01-09,18810
2018-01-10,18707
2018-01-11,18856
2018-01-12,18759
2018-01-13,18685
2018-01-14,18642
2018-01-15,19097
2018-01-16,19168
2018-01-17,19273
2018-01-18,19148
2018-01-19,19176
2018-01-20,19280
2018-01-21,18970
2018-01-22,19167
2018-01-23,19380
2018-01-24,19467
2018-01-25,19458
2018-01-26,19353
2018-01-27,19223
2018-01-28,19070
2018-01-29,18996
2018-01-30,19095
2018-01-31,18742
2018-02-01,18816
2018-02-02,19091
2018-02-03,19374
2018-02-04,19333
2018-02-05,19277
2018-02-06,19206
2018-02-07,19101
2018-02-08,19040
2018-02-09,19029
2018-02-10,18849
2018-02-11,18628
2018-02-12,18970
2018-02-13,19326
2018-02-14,19488
2018-02-15,19491
2018-02-16,19512
2018-02-17,19525
2018-02-18,19431
2018-02-19,19489
2018-02-20,19397
2018-02-21,19237
2018-02-22,19278
2018-02-23,19210
2018-02-24,19003
2018-02-25,19073
2018-02-26,19145
2018-02-27,19537
2018-02-28,19475
2018-03-01,19108
2018-03-02,19265
2018-03-03,19320
2018-03-04,19267
2018-03-05,19189
2018-03-06,19128
2018-03-07,19008
2018-03-08,18988
2018-03-09,18871
2018-03-10,19009
2018-03-11,19118
2018-03-12,19369
2018-03-13,19406
2018-03-14,19314
2018-03-15,19192
2018-03-16,19076
2018-03-17,19241
2018-03-18,19202
2018-03-19,19322
2018-03-20,19376
2018-03-21,19087
2018-03-22,19118
2018-03-23,19113
2018-03-24,19107
2018-03-25,19056
2018-03-26,19044
2018-03-27,19003
2018-03-28,18948
2018-03-29,19052
2018-03-30,19084
2018-03-31,18990
2018-04-01,18893
2018-04-02,18790
2018-04-03,18837
2018-04-04,18968
2018-04-05,18960
2018-04-06,19149
2018-04-07,19305
2018-04-08,19280
2018-04-09,19074
2018-04-10,18926
2018-04-11,18915
2018-04-12,18995
2018-04-13,19139
2018-04-14,18978
2018-04-15,19212
2018-04-16,19086
2018-04-17,19199
2018-04-18,19128
2018-04-19,19110
2018-04-20,19085
2018-04-21,19128
2018-04-22,18998
2018-04-23,19004
2018-04-24,19095
2018-04-25,19125
2018-04-26,19074
2018-04-27,19081
2018-04-28,19007
2018-04-29,19038
2018-04-30,18921
2018-05-01,18851
2018-05-02,18796
2018-05-03,18892
2018-05-04,18801
2018-05-05,18819
2018-05-06,18861
2018-05-07,18772
2018-05-08,18956
2018-05-09,18849
2018-05-10,18874
2018-05-11,18931
2018-05-12,18815
2018-05-13,18759
2018-05-14,18618
2018-05-15,18633
2018-05-16,18767
2018-05-17,18848
2018-05-18,18847
2018-05-19,18853
2018-05-20,18811
2018-05-21,18752
2018-05-22,18729
2018-05-23,18847
2018-05-24,18782
2018-05-25,18943
2018-05-26,18988
2018-05-27,18961
2018-05-28,18979
2018-05-29,19166
2018-05-30,19127
2018-05-31,18912
2018-06-01,18813
2018-06-02,18811
2018-06-03,18837
2018-06-04,18949
2018-06-05,19003
2018-06-06,19041
2018-06-07,18716
2018-06-08,18910
2018-06-09,18908
2018-06-10,18702
2018-06-11,18733
2018-06-12,18850
2018-06-13,18799
2018-06-14,18748
2018-06-15,18773
2018-06-16,18899
2018-06-17,18875
2018-06-18,18844
2018-06-19,18742
2018-06-20,18618
2018-06-21,18449
2018-06-22,18286
2018-06-23,18437
2018-06-24,18865
2018-06-25,18967
2018-06-26,18753
2018-06-27,18615
2018-06-28,18427
2018-06-29,18496
2018-06-30,18666
2018-07-01,18895
2018-07-02,18912
2018-07-03,19191
2018-07-04,19469
2018-07-05,19320
2018-07-06,19364
2018-07-07,19173
2018-07-08,18926
2018-07-09,18765
2018-07-10,19140
2018-07-11,19173
2018-07-12,19129
2018-07-13,19226
2018-07-14,19035
2018-07-15,18862
2018-07-16,19244
2018-07-17,19258
2018-07-18,19181
2018-07-19,19046
2018-07-20,18854
2018-07-21,18897
2018-07-22,18809
2018-07-23,18769
2018-07-24,18656
2018-07-25,18802
2018-07-26,18752
2018-07-27,18821
2018-07-28,19068
2018-07-29,18828
2018-07-30,18635
2018-07-31,18701
2018-08-01,18831
2018-08-02,18777
2018-08-03,18702
2018-08-04,18731
2018-08-05,18732
2018-08-06,18693
2018-08-07,18624
2018-08-08,18702
2018-08-09,18689
2018-08-10,18726
2018-08-11,18818
2018-08-12,18701
2018-08-14,18674
2018-08-16,18615
2018-08-17,18640
2018-08-18,18699
2018-08-19,18729
2018-08-20,18676
2018-08-21,18627
2018-08-22,18578
2018-08-23,18597
2018-08-24,18590
2018-08-25,18590
2018-08-26,18634
2018-08-27,18577
2018-08-28,18550
2018-08-29,18572
2018-08-30,18522
2018-08-31,18522
2018-09-01,18422
2018-09-02,18486
2018-09-03,18611
2018-09-04,18682
2018-09-05,18451
2018-09-06,18533
2018-09-07,18524
2018-09-08,18600
2018-09-09,18708
2018-09-10,18735
2018-09-11,18722
2018-09-12,18706
2018-09-13,18718
2018-09-14,18897
2018-09-15,18776
2018-09-16,18978
2018-09-17,18967
2018-09-18,18920
2018-09-19,18869
2018-09-20,18818
2018-09-21,18810
2018-09-22,18696
2018-09-23,18625
2018-09-24,18435
2018-09-25,18426
2018-09-26,18541
2018-09-27,18541
2018-09-28,18527
2018-09-29,18522
2018-09-30,18533
2018-10-01,18502
2018-10-02,18528
2018-10-03,18782
2018-10-04,18421
2018-10-05,18235
2018-10-06,18417
2018-10-07,18560
2018-10-08,18596
2018-10-09,18482
2018-10-10,18476
2018-10-11,18609
2018-10-12,18889
2018-10-13,18666
2018-10-14,18593
2018-10-15,18679
2018-10-16,18609
2018-10-17,18586
2018-10-18,18508
2018-10-19,18592
2018-10-20,18567
2018-10-21,18468
2018-10-22,18479
2018-10-23,18446
2018-10-24,18444
2018-10-25,18437
2018-10-26,18493
2018-10-27,18449
2018-10-28,18464
2018-10-29,18421
2018-10-30,18578
2018-10-31,18956
2018-11-01,19258
2018-11-03,19253
2018-11-04,19039
2018-11-05,18959
2018-11-06,18915
2018-11-07,18778
2018-11-08,18631
2018-11-09,18734
2018-11-10,18822
2018-11-11,18639
2018-11-12,18454
2018-11-13,18419
2018-11-14,18380
2018-11-15,18457
2018-11-16,18543
2018-11-17,18509
2018-11-18,18411
2018-11-19,18384
2018-11-20,18277
2018-11-21,18272
2018-11-22,18191
2018-11-23,18262
2018-11-24,18487
2018-11-25,18658
2018-11-26,18647
2018-11-27,18608
2018-11-28,18504
2018-11-29,18406
2018-12-01,18351
2018-12-02,18238
2018-12-03,18372
2018-12-04,18291
2018-12-05,18219
2018-12-07,18121
2018-12-09,18253
2018-12-10,18296
2018-12-11,18295
2018-12-12,18317
2018-12-13,18323
2018-12-14,18396
2018-12-15,18417
2018-12-16,18400
2018-12-17,18404
2018-12-18,18395
2018-12-19,18350
2018-12-20,18363
2018-12-21,18301
2018-12-22,18271
2018-12-23,18262
2018-12-24,18283
2018-12-25,18275
2018-12-26,18360
2018-12-27,18697
2018-12-28,18697
2018-12-29,18892
2018-12-30,19044
2018-12-31,19064
2019-01-01,18855
2019-01-02,18649
2019-01-03,18629
2019-01-04,18575
2019-01-05,18620
2019-01-06,18402
2019-01-08,18248
2019-01-10,18178
2019-01-11,18093
2019-01-12,18074
2019-01-13,18262
2019-01-14,18463
2019-01-15,18348
2019-01-16,18263
2019-01-17,18295
2019-01-18,18233
2019-01-19,18323
2019-01-20,18271
2019-01-21,18079
2019-01-22,18054
2019-01-23,18218
2019-01-24,18247
2019-01-25,18391
2019-01-26,18437
2019-01-27,18597
2019-01-28,18622
2019-01-29,18548
2019-01-30,18425
2019-01-31,18365
2019-02-01,18234
2019-02-02,18136
2019-02-03,18046
2019-02-04,18209
2019-02-05,18079
2019-02-06,17959
2019-02-07,17898
2019-02-08,17944
2019-02-09,18133
2019-02-10,18402
2019-02-11,18354
2019-02-12,18438
2019-02-13,18459
2019-02-14,18496
2019-02-15,18658
2019-02-16,18706
2019-02-17,18665
2019-02-18,18559
2019-02-19,18503
2019-02-20,18491
2019-02-21,18595
2019-02-22,18710
2019-02-23,18851
2019-02-24,18906
2019-02-25,18908
2019-02-26,18911
2019-02-27,19024
2019-02-28,18982
2019-03-01,18984
2019-03-02,18857
2019-03-03,18841
2019-03-04,18743
2019-03-05,18628
2019-03-06,18638
2019-03-07,18536
2019-03-08,18498
2019-03-09,18512
2019-03-10,18487
2019-03-11,18543
2019-03-12,18494
2019-03-13,18504
2019-03-14,18749
2019-03-15,18704
