date_obj,Bandos%20mitre price
2015-12-07,55894
2015-12-08,55438
2015-12-09,55232
2015-12-10,55828
2015-12-11,57272
2015-12-12,57337
2015-12-13,58041
2015-12-14,59454
2015-12-15,58940
2015-12-16,59627
2015-12-17,61932
2015-12-18,63157
2015-12-19,64922
2015-12-20,66782
2015-12-21,67980
2015-12-22,66262
2015-12-23,64777
2015-12-24,64122
2015-12-25,64655
2015-12-26,66142
2015-12-27,67558
2015-12-28,70224
2015-12-29,71755
2015-12-30,72924
2015-12-31,75635
2016-01-01,76763
2016-01-02,79134
2016-01-03,81993
2016-01-04,80595
2016-01-05,81359
2016-01-06,80632
2016-01-07,80520
2016-01-08,76586
2016-01-09,74762
2016-01-10,74507
2016-01-11,73745
2016-01-12,72088
2016-01-13,72471
2016-01-14,73244
2016-01-15,73015
2016-01-16,72273
2016-01-17,71097
2016-01-18,71506
2016-01-19,71150
2016-01-20,71720
2016-01-21,73101
2016-01-22,73647
2016-01-23,73538
2016-01-24,73008
2016-01-25,71967
2016-01-26,69942
2016-01-27,68197
2016-01-28,68197
2016-01-29,65538
2016-01-30,65538
2016-01-31,63280
2016-02-01,61356
2016-02-02,61193
2016-02-03,60244
2016-02-04,58280
2016-02-05,56163
2016-02-06,54602
2016-02-07,54738
2016-02-08,53592
2016-02-09,53160
2016-02-10,53236
2016-02-11,55371
2016-02-12,57336
2016-02-13,58947
2016-02-14,58947
2016-02-15,59732
2016-02-16,62543
2016-02-17,63980
2016-02-18,63980
2016-02-19,61846
2016-02-20,58753
2016-02-21,55815
2016-02-22,55815
2016-02-23,53024
2016-02-24,50372
2016-02-25,49883
2016-02-26,50314
2016-02-27,51534
2016-02-28,52104
2016-02-29,52854
2016-03-01,52026
2016-03-02,52938
2016-03-03,53877
2016-03-04,56276
2016-03-05,58096
2016-03-06,58603
2016-03-07,56302
2016-03-08,54545
2016-03-09,53909
2016-03-10,53923
2016-03-11,54532
2016-03-12,54105
2016-03-13,51990
2016-03-14,52412
2016-03-15,51731
2016-03-16,51034
2016-03-17,50291
2016-03-18,50963
2016-03-19,52090
2016-03-20,53036
2016-03-21,53048
2016-03-22,53200
2016-03-23,52727
2016-03-24,52185
2016-03-25,51421
2016-03-26,50948
2016-03-27,50759
2016-03-28,49856
2016-03-29,49989
2016-03-30,49989
2016-03-31,49285
2016-04-01,47438
2016-04-02,46925
2016-04-03,46795
2016-04-04,46004
2016-04-05,46151
2016-04-06,45536
2016-04-07,45128
2016-04-08,44829
2016-04-09,45196
2016-04-10,45207
2016-04-11,45207
2016-04-12,45260
2016-04-13,45205
2016-04-14,45008
2016-04-15,44780
2016-04-16,44980
2016-04-17,45074
2016-04-18,45020
2016-04-19,45804
2016-04-20,46423
2016-04-21,46942
2016-04-22,46942
2016-04-23,46544
2016-04-24,46200
2016-04-25,45559
2016-04-26,45934
2016-04-27,46991
2016-04-28,47499
2016-04-29,49116
2016-04-30,51194
2016-05-01,51993
2016-05-02,53326
2016-05-03,55175
2016-05-04,56283
2016-05-05,56833
2016-05-06,56833
2016-05-07,58055
2016-05-08,58565
2016-05-09,59919
2016-05-10,61560
2016-05-11,62933
2016-05-12,63559
2016-05-13,63670
2016-05-14,63107
2016-05-15,62346
2016-05-16,60173
2016-05-17,58901
2016-05-18,57572
2016-05-19,57791
2016-05-22,55440
2016-05-23,55441
2016-05-24,54599
2016-05-25,55223
2016-05-26,54336
2016-05-27,55496
2016-05-28,55496
2016-05-29,53538
2016-05-30,52105
2016-05-31,51552
2016-06-01,50908
2016-06-02,51675
2016-06-03,52799
2016-06-04,52918
2016-06-05,52122
2016-06-06,52269
2016-06-07,52269
2016-06-08,51510
2016-06-09,51427
2016-06-10,52775
2016-06-11,53395
2016-06-12,53038
2016-06-13,53038
2016-06-14,52370
2016-06-15,52646
2016-06-16,51918
2016-06-17,51851
2016-06-18,51851
2016-06-19,52795
2016-06-20,53713
2016-06-21,53521
2016-06-22,54353
2016-06-23,54550
2016-06-24,53272
2016-06-25,53601
2016-06-26,54918
2016-06-27,55123
2016-06-28,54806
2016-06-29,54306
2016-06-30,53647
2016-07-01,52624
2016-07-02,52011
2016-07-03,51546
2016-07-04,50638
2016-07-05,50520
2016-07-06,49086
2016-07-07,47566
2016-07-08,45730
2016-07-09,43720
2016-07-10,42478
2016-07-11,41387
2016-07-12,39829
2016-07-13,39029
2016-07-14,39560
2016-07-15,39797
2016-07-16,38878
2016-07-17,38545
2016-07-18,37706
2016-07-23,37854
2016-07-24,38499
2016-07-25,37873
2016-07-26,37287
2016-07-27,36983
2016-07-28,38068
2016-07-29,38670
2016-07-30,40446
2016-07-31,42031
2016-08-01,43598
2016-08-02,43712
2016-08-03,43979
2016-08-04,43506
2016-08-05,43061
2016-08-06,42972
2016-08-07,41985
2016-08-08,41985
2016-08-09,41859
2016-08-10,41300
2016-08-11,41163
2016-08-12,41129
2016-08-13,41452
2016-08-14,40783
2016-08-15,39885
2016-08-16,38948
2016-08-17,39177
2016-08-18,39826
2016-08-19,40414
2016-08-20,40583
2016-08-21,39415
2016-08-22,38351
2016-08-23,38845
2016-08-24,37687
2016-08-25,38612
2016-08-26,38612
2016-08-28,40523
2016-08-31,40939
2016-09-01,40494
2016-09-02,40494
2016-09-03,41690
2016-09-04,42695
2016-09-05,41514
2016-09-06,41119
2016-09-07,41119
2016-09-08,42226
2016-09-09,42226
2016-09-10,41643
2016-09-11,41643
2016-09-12,41848
2016-09-13,41846
2016-09-14,41846
2016-09-15,41737
2016-09-16,41737
2016-09-17,40724
2016-09-18,40802
2016-09-19,40873
2016-09-20,40873
2016-09-21,39814
2016-09-22,38403
2016-09-23,37372
2016-09-24,37372
2016-09-25,35619
2016-09-26,35619
2016-09-27,34621
2016-09-28,35018
2016-09-29,35018
2016-09-30,35199
2016-10-01,36537
2016-10-02,36537
2016-10-03,36984
2016-10-04,36219
2016-10-05,34850
2016-10-06,33841
2016-10-07,33841
2016-10-08,35005
2016-10-09,35005
2016-10-10,36535
2016-10-11,38226
2016-10-12,39917
2016-10-13,40675
2016-10-14,41953
2016-10-15,43108
2016-10-16,43755
2016-10-17,43808
2016-10-18,44919
2016-10-19,45332
2016-10-20,45352
2016-10-21,46212
2016-10-22,46212
2016-10-23,48513
2016-10-24,50716
2016-10-25,50716
2016-10-26,53099
2016-10-27,53099
2016-10-28,52866
2016-10-29,52797
2016-10-30,50494
2016-10-31,50576
2016-11-01,50576
2016-11-02,48892
2016-11-03,48892
2016-11-04,46996
2016-11-05,46996
2016-11-06,45794
2016-11-07,45794
2016-11-08,44361
2016-11-09,42831
2016-11-10,40689
2016-11-11,39708
2016-11-12,39546
2016-11-13,39407
2016-11-14,38293
2016-11-15,39116
2016-12-07,40309
2016-12-08,39754
2016-12-09,40386
2016-12-10,42401
2016-12-11,43335
2016-12-12,44646
2016-12-13,44911
2016-12-14,43690
2016-12-15,43690
2016-12-16,42638
2016-12-17,41217
2016-12-18,41708
2016-12-19,42696
2016-12-20,42312
2016-12-21,44065
2016-12-22,44065
2016-12-23,45430
2016-12-24,45430
2016-12-25,45703
2016-12-26,45451
2016-12-27,45425
2016-12-28,44427
2016-12-29,45126
2016-12-30,44668
2016-12-31,44173
2017-01-01,43197
2017-01-02,42900
2017-01-03,43084
2017-01-04,43867
2017-01-05,43545
2017-01-06,44086
2017-01-07,44391
2017-01-08,44010
2017-01-09,43737
2017-01-10,43442
2017-01-11,43158
2017-01-12,42296
2017-01-13,41210
2017-01-14,40148
2017-01-15,39912
2017-01-16,40566
2017-01-17,41393
2017-01-18,42123
2017-01-19,42206
2017-01-20,43793
2017-01-21,44893
2017-01-22,45659
2017-01-23,45549
2017-01-27,43218
2017-01-28,43871
2017-01-29,42986
2017-01-30,43470
2017-01-31,44682
2017-02-01,45264
2017-02-02,44941
2017-02-03,44874
2017-02-04,44285
2017-02-05,43758
2017-02-06,42571
2017-02-07,40736
2017-02-08,41524
2017-02-09,41524
2017-02-10,42108
2017-02-11,42924
2017-02-12,42787
2017-02-13,42078
2017-02-14,40849
2017-02-15,41669
2017-02-16,40241
2017-02-18,41092
2017-02-19,42584
2017-02-20,43743
2017-02-21,43661
2017-02-22,42745
2017-02-23,44291
2017-02-24,44523
2017-02-25,43647
2017-02-26,44116
2017-02-27,43955
2017-02-28,42883
2017-03-01,42034
2017-03-02,41301
2017-03-03,43067
2017-03-04,42311
2017-03-05,42362
2017-03-06,40734
2017-03-07,39432
2017-03-08,38829
2017-03-09,38435
2017-03-10,37369
2017-03-11,37283
2017-03-12,36456
2017-03-13,35389
2017-03-14,36085
2017-03-15,36972
2017-03-16,36892
2017-03-17,37233
2017-03-18,36912
2017-03-19,35740
2017-03-20,34493
2017-03-21,33590
2017-03-22,32696
2017-03-23,31843
2017-03-24,32094
2017-03-25,32094
2017-03-26,32734
2017-03-27,32593
2017-03-28,32863
2017-03-29,31846
2017-03-30,31690
2017-03-31,32471
2017-04-01,33813
2017-04-02,34377
2017-04-03,35406
2017-04-04,36088
2017-04-05,36778
2017-04-12,39612
2017-04-13,40486
2017-04-14,41043
2017-04-15,40454
2017-04-16,40630
2017-04-17,40020
2017-04-18,39004
2017-04-19,38093
2017-04-20,37521
2017-04-21,37439
2017-04-22,38099
2017-04-23,39303
2017-04-24,40184
2017-04-25,39531
2017-04-26,40036
2017-04-27,40889
2017-04-28,42778
2017-04-29,43689
2017-04-30,44196
2017-05-01,43780
2017-05-02,41789
2017-05-03,39699
2017-05-04,39283
2017-05-05,39179
2017-05-06,39016
2017-05-07,38522
2017-05-08,36792
2017-05-09,36844
2017-05-10,38463
2017-05-11,39799
2017-05-12,39899
2017-05-13,39397
2017-05-14,38808
2017-05-15,38843
2017-05-16,37971
2017-05-17,37416
2017-05-18,36134
2017-05-19,35563
2017-05-20,36922
2017-05-21,36922
2017-05-22,37103
2017-05-23,36430
2017-05-24,35308
2017-05-25,35446
2017-05-26,36316
2017-05-27,35672
2017-05-28,35953
2017-05-29,35505
2017-05-30,35366
2017-05-31,35894
2017-06-01,37039
2017-06-02,37196
2017-06-03,37196
2017-06-04,36542
2017-06-05,35891
2017-06-06,34178
2017-06-07,33016
2017-06-08,33016
2017-06-09,31708
2017-06-10,31057
2017-06-11,31038
2017-06-12,31453
2017-06-13,32183
2017-06-14,32183
2017-06-15,33037
2017-06-16,33864
2017-06-17,33585
2017-06-18,32706
2017-06-19,32706
2017-06-20,31489
2017-06-21,30434
2017-06-22,30146
2017-06-23,30146
2017-06-24,29687
2017-06-25,29862
2017-06-26,30492
2017-06-27,31158
2017-06-28,31495
2017-06-29,32314
2017-06-30,32968
2017-07-01,32968
2017-07-02,33695
2017-07-03,34075
2017-07-04,33879
2017-07-05,33879
2017-07-06,33762
2017-07-07,33762
2017-07-08,34689
2017-07-09,34871
2017-07-13,35310
2017-07-14,34261
2017-07-15,34261
2017-07-16,33554
2017-07-17,33104
2017-07-18,31993
2017-07-19,31513
2017-07-20,31066
2017-07-21,31227
2017-07-22,31419
2017-07-23,32635
2017-07-24,33149
2017-07-25,33610
2017-07-26,34542
2017-07-27,35032
2017-07-28,35641
2017-07-29,35820
2017-07-30,34920
2017-07-31,34920
2017-08-01,34566
2017-08-02,34463
2017-08-03,34756
2017-08-04,34756
2017-08-05,35154
2017-08-06,35781
2017-08-07,36469
2017-08-08,36244
2017-08-09,36613
2017-08-10,37419
2017-08-11,38450
2017-08-12,39370
2017-08-13,40000
2017-08-14,40097
2017-08-15,39278
2017-08-16,40050
2017-08-17,39501
2017-08-18,39501
2017-08-19,39309
2017-08-20,40304
2017-08-21,41758
2017-08-22,42462
2017-08-23,43158
2017-08-24,42273
2017-08-25,42273
2017-08-26,40735
2017-08-27,41410
2017-08-28,42860
2017-08-29,44217
2017-08-30,45243
2017-08-31,45243
2017-09-01,45054
2017-09-02,45578
2017-09-03,45578
2017-09-04,45766
2017-09-05,45518
2017-09-06,44279
2017-09-07,43889
2017-09-08,43889
2017-09-09,44292
2017-09-10,44272
2017-09-11,45027
2017-09-12,45621
2017-09-13,45094
2017-09-14,44340
2017-09-15,44340
2017-09-16,43597
2017-09-17,42306
2017-09-18,42683
2017-09-19,42119
2017-09-20,42219
2017-09-22,42103
2017-09-23,42481
2017-09-24,43470
2017-09-25,44904
2017-09-26,45089
2017-09-27,45359
2017-09-28,46406
2017-09-29,47323
2017-09-30,48842
2017-10-01,49820
2017-10-02,50489
2017-10-03,50864
2017-10-04,50864
2017-10-05,50387
2017-10-06,50724
2017-10-07,49568
2017-10-08,48483
2017-10-09,47616
2017-10-10,46810
2017-10-11,46810
2017-10-12,45249
2017-10-13,44342
2017-10-14,43082
2017-10-15,43082
2017-10-16,43790
2017-10-17,43790
2017-10-18,44227
2017-10-19,43967
2017-10-20,43411
2017-10-21,43443
2017-10-22,44384
2017-10-23,45033
2017-10-24,43582
2017-10-25,41720
2017-10-26,39755
2017-10-27,39107
2017-10-28,39107
2017-10-29,39176
2017-10-30,40195
2017-10-31,40832
2017-11-01,40832
2017-11-02,41137
2017-11-03,40846
2017-11-04,40337
2017-11-05,40714
2017-11-06,39990
2017-11-07,39523
2017-11-08,38551
2017-11-09,37854
2017-11-10,36358
2017-11-11,35947
2017-11-12,34379
2017-11-13,33556
2017-11-14,33388
2017-11-15,33033
2017-11-16,32035
2017-11-17,32798
2017-11-18,33497
2017-11-19,33715
2017-11-20,34422
2017-11-21,34162
2017-11-22,34245
2017-11-23,34051
2017-11-24,34776
2017-11-25,35023
2017-11-26,35457
2017-11-27,35457
2017-11-28,35266
2017-11-29,35235
2017-11-30,34208
2017-12-01,34268
2017-12-02,34540
2017-12-03,34930
2017-12-04,35430
2017-12-05,36323
2017-12-06,36080
2017-12-07,36340
2017-12-08,36340
2017-12-09,36806
2017-12-10,36690
2017-12-11,36002
2017-12-12,34788
2017-12-13,35243
2017-12-14,34917
2017-12-15,34165
2017-12-16,34163
2017-12-17,33901
2017-12-18,34357
2017-12-19,35526
2017-12-20,35361
2017-12-21,34969
2017-12-22,34365
2017-12-23,33857
2017-12-24,34857
2017-12-25,34427
2017-12-26,33447
2017-12-27,33751
2017-12-28,33866
2017-12-29,34114
2017-12-30,34029
2017-12-31,33533
2018-01-01,32841
2018-01-02,31941
2018-01-03,30964
2018-01-04,29936
2018-01-05,29656
2018-01-06,29450
2018-01-07,28132
2018-01-08,27541
2018-01-09,27410
2018-01-10,27410
2018-01-11,27119
2018-01-12,27222
2018-01-13,27510
2018-01-14,27682
2018-01-15,28511
2018-01-16,29409
2018-01-17,29699
2018-01-18,30064
2018-01-19,30651
2018-01-20,30861
2018-01-21,30961
2018-01-22,30937
2018-01-23,30574
2018-01-24,31245
2018-01-25,30918
2018-01-26,30312
2018-01-27,29574
2018-01-28,28771
2018-01-29,28032
2018-01-30,27505
2018-01-31,26921
2018-02-01,26226
2018-02-02,25920
2018-02-03,25686
2018-02-04,25563
2018-02-05,24355
2018-02-06,23849
2018-02-07,23565
2018-02-08,23565
2018-02-09,23245
2018-02-10,23245
2018-02-11,23349
2018-02-12,22926
2018-02-13,22632
2018-02-14,22105
2018-02-15,21318
2018-02-16,20262
2018-02-17,19517
2018-02-18,19674
2018-02-19,19930
2018-02-20,20518
2018-02-21,20517
2018-02-22,20293
2018-02-23,20606
2018-02-24,20840
2018-02-25,20933
2018-02-26,21221
2018-02-27,21208
2018-02-28,20471
2018-03-01,20210
2018-03-02,19795
2018-03-03,19165
2018-03-04,19165
2018-03-05,18620
2018-03-06,18705
2018-03-07,19213
2018-03-08,19592
2018-03-09,18910
2018-03-10,19001
2018-03-11,19021
2018-03-12,19078
2018-03-13,19576
2018-03-14,20104
2018-03-15,20485
2018-03-16,21074
2018-03-17,21458
2018-03-18,22441
2018-03-20,22810
2018-03-21,22561
2018-03-22,22303
2018-03-23,23082
2018-03-24,23229
2018-03-25,23000
2018-03-26,22248
2018-03-27,22623
2018-03-28,22623
2018-03-29,22715
2018-03-30,22966
2018-03-31,23276
2018-04-01,23471
2018-04-02,23986
2018-04-03,24636
2018-04-04,25179
2018-04-05,25941
2018-04-06,26193
2018-04-07,26193
2018-04-08,26407
2018-04-09,26094
2018-04-10,25925
2018-04-11,26167
2018-04-12,26722
2018-04-13,26814
2018-04-14,27442
2018-04-15,27632
2018-04-16,27936
2018-04-17,28037
2018-04-18,27650
2018-04-19,28069
2018-04-20,28326
2018-04-21,27843
2018-04-22,27609
2018-04-23,27198
2018-04-24,26518
2018-04-25,26764
2018-04-26,27438
2018-04-27,28107
2018-04-28,28842
2018-04-29,29030
2018-04-30,28743
2018-05-01,28418
2018-05-02,29351
2018-05-03,30149
2018-05-04,30360
2018-05-05,30600
2018-05-06,30600
2018-05-07,30934
2018-05-08,31798
2018-05-09,32890
2018-05-10,33254
2018-05-11,34072
2018-05-12,33851
2018-05-13,33851
2018-05-14,34591
2018-05-15,34181
2018-05-16,34386
2018-05-17,35025
2018-05-18,35030
2018-05-19,34346
2018-05-20,34807
2018-05-21,34500
2018-05-22,34500
2018-05-23,33875
2018-05-24,33625
2018-05-25,33557
2018-05-26,33894
2018-05-27,33314
2018-05-28,33686
2018-05-29,34669
2018-05-30,35389
2018-05-31,36018
2018-06-01,36331
2018-06-02,36342
2018-06-03,36426
2018-06-04,36288
2018-06-05,36152
2018-06-06,36044
2018-06-07,36044
2018-06-08,35995
2018-06-09,34980
2018-06-10,33620
2018-06-11,32457
2018-06-12,31347
2018-06-13,31133
2018-06-14,30523
2018-06-15,29720
2018-06-16,29375
2018-06-17,29275
2018-06-18,29805
2018-06-19,30191
2018-06-20,30191
2018-06-21,29599
2018-06-22,29932
2018-06-23,29392
2018-06-24,28889
2018-06-25,29229
2018-06-26,29150
2018-06-27,28473
2018-06-28,27518
2018-06-29,27332
2018-06-30,27582
2018-07-01,27605
2018-07-02,27605
2018-07-03,27426
2018-07-04,27198
2018-07-05,27338
2018-07-06,27358
2018-07-07,27270
2018-07-08,26506
2018-07-09,26006
2018-07-10,25454
2018-07-11,25768
2018-07-12,25314
2018-07-13,24855
2018-07-14,24823
2018-07-15,24439
2018-07-16,24625
2018-07-17,25274
2018-07-18,25388
2018-07-19,25098
2018-07-20,25196
2018-07-21,25401
2018-07-22,25227
2018-07-23,24875
2018-07-24,25107
2018-07-25,24814
2018-07-26,25035
2018-07-27,26118
2018-07-28,26147
2018-07-29,26401
2018-07-30,27457
2018-07-31,28790
2018-08-01,29460
2018-08-02,30007
2018-08-03,30527
2018-08-04,31185
2018-08-05,31542
2018-08-06,32726
2018-08-07,32760
2018-08-08,33522
2018-08-09,33747
2018-08-10,33869
2018-08-11,33506
2018-08-12,33974
2018-08-14,34099
2018-08-16,33775
2018-08-17,33728
2018-08-18,34232
2018-08-19,34349
2018-08-20,33857
2018-08-21,33171
2018-08-22,32897
2018-08-23,32576
2018-08-24,32356
2018-08-25,31579
2018-08-26,30946
2018-08-27,30319
2018-08-28,30268
2018-08-29,30106
2018-08-30,30404
2018-08-31,30673
2018-09-01,30492
2018-09-02,30064
2018-09-03,29058
2018-09-04,28565
2018-09-05,28392
2018-09-06,28392
2018-09-07,28481
2018-09-08,28773
2018-09-09,28748
2018-09-10,28465
2018-09-11,28465
2018-09-12,28524
2018-09-13,28285
2018-09-14,28768
2018-09-15,28602
2018-09-16,29633
2018-09-17,29408
2018-09-18,29397
2018-09-19,28696
2018-09-20,28802
2018-09-21,28812
2018-09-22,28875
2018-09-23,29781
2018-09-24,29721
2018-09-25,30033
2018-09-26,30124
2018-09-27,29655
2018-09-28,29996
2018-09-29,29446
2018-09-30,30462
2018-10-01,30927
2018-10-02,31108
2018-10-03,31087
2018-10-04,31448
2018-10-05,32122
2018-10-06,32445
2018-10-07,32265
2018-10-08,32528
2018-10-09,32687
2018-10-10,32502
2018-10-11,32570
2018-10-12,32564
2018-10-13,33000
2018-10-14,33041
2018-10-15,32928
2018-10-16,32205
2018-10-17,31366
2018-10-18,30955
2018-10-19,31482
2018-10-20,31599
2018-10-21,31924
2018-10-22,31649
2018-10-23,31625
2018-10-24,31980
2018-10-25,31895
2018-10-26,31743
2018-10-27,31893
2018-10-28,31986
2018-10-29,31859
2018-10-30,32176
2018-10-31,32161
2018-11-01,31880
2018-11-03,31444
2018-11-04,30523
2018-11-05,29884
2018-11-06,29144
2018-11-07,28285
2018-11-08,27140
2018-11-09,26013
2018-11-10,25852
2018-11-11,25235
2018-11-12,24935
2018-11-13,24330
2018-11-14,23969
2018-11-15,22969
2018-11-16,22614
2018-11-17,22700
2018-11-18,22577
2018-11-19,22511
2018-11-20,22547
2018-11-21,23501
2018-11-22,24178
2018-11-23,24628
2018-11-24,25298
2018-11-25,25339
2018-11-26,25980
2018-11-27,26332
2018-11-28,26416
2018-11-29,26571
2018-12-01,26998
2018-12-02,26659
2018-12-03,26314
2018-12-04,26172
2018-12-05,26234
2018-12-07,25777
2018-12-09,25459
2018-12-10,25288
2018-12-11,25151
2018-12-12,25059
2018-12-13,25228
2018-12-14,25526
2018-12-15,26122
2018-12-16,26638
2018-12-17,26862
2018-12-18,27264
2018-12-19,26748
2018-12-20,27104
2018-12-21,27237
2018-12-22,26661
2018-12-23,25948
2018-12-24,26094
2018-12-25,25675
2018-12-26,25206
2018-12-27,24667
2018-12-28,24750
2018-12-29,25181
2018-12-30,25453
2018-12-31,25680
2019-01-01,25829
2019-01-02,25947
2019-01-03,26223
2019-01-04,26554
2019-01-05,26820
2019-01-06,27035
2019-01-08,26975
2019-01-10,26256
2019-01-11,26463
2019-01-12,26509
2019-01-13,26451
2019-01-14,26831
2019-01-15,27172
2019-01-16,27414
2019-01-17,27795
2019-01-18,28290
2019-01-19,28715
2019-01-20,28530
2019-01-21,28835
2019-01-22,28643
2019-01-23,28847
2019-01-24,28529
2019-01-25,28749
2019-01-26,28880
2019-01-27,28524
2019-01-28,28391
2019-01-29,28151
2019-01-30,27721
2019-01-31,27477
2019-02-01,27238
2019-02-02,26754
2019-02-03,26071
2019-02-04,26033
2019-02-05,25730
2019-02-06,25642
2019-02-07,25451
2019-02-08,25461
2019-02-09,25271
2019-02-10,24954
2019-02-11,24535
2019-02-12,23593
2019-02-13,22788
2019-02-14,21904
2019-02-15,21288
2019-02-16,20373
2019-02-17,19841
2019-02-18,19834
2019-02-19,19703
2019-02-20,19190
2019-02-21,19385
2019-02-22,20037
2019-02-23,20387
2019-02-24,19706
2019-02-25,19775
2019-02-26,19856
2019-02-27,19987
2019-02-28,19866
2019-03-01,19884
2019-03-02,20205
2019-03-03,20655
2019-03-04,20559
2019-03-05,20470
2019-03-06,20386
2019-03-07,20268
2019-03-08,20657
2019-03-09,20778
2019-03-10,21051
2019-03-11,21039
2019-03-12,21044
2019-03-13,20844
2019-03-14,21013
2019-03-15,21184
2019-03-16,20934
2019-03-17,20880
2019-03-18,21063
2019-03-19,21064
