date_obj,Bryophyta's%20essence price
2019-07-21,297233
2019-07-22,297233
2019-07-23,297233
2019-07-24,297233
2019-07-25,297233
2019-07-26,297233
2019-07-27,297233
2019-07-28,311213
2019-07-29,311213
2019-07-30,311213
2019-07-31,326301
2019-08-01,326301
2019-08-02,326301
2019-08-03,326301
2019-08-04,342144
2019-08-05,342144
2019-08-06,342144
2019-08-07,342144
2019-08-08,342144
2019-08-09,358283
2019-08-10,358283
2019-08-11,358283
2019-08-12,358283
2019-08-13,375252
2019-08-14,375252
2019-08-15,375252
2019-08-16,375252
2019-08-17,393238
2019-08-18,393238
2019-08-19,393238
2019-08-20,393238
2019-08-21,411291
2019-08-22,411291
2019-08-23,411291
2019-08-24,411291
2019-08-24,411291
2019-08-25,431311
2019-08-25,431311
2019-08-26,431311
2019-08-27,431311
2019-08-27,431311
2019-08-28,431311
2019-08-29,431311
2019-08-30,451801
2019-08-31,451801
2019-09-01,451801
2019-09-02,451801
2019-09-03,451801
2019-09-04,451801
2019-09-05,473381
2019-09-06,473381
2019-09-07,473381
2019-09-08,473381
2019-09-09,473381
2019-09-10,473381
2019-09-11,495421
2019-09-12,495421
2019-09-13,495421
2019-09-14,495421
2019-09-15,495421
2019-09-16,495421
2019-09-17,517069
2019-09-18,517069
2019-09-19,517069
2019-09-20,517069
2019-09-21,517069
2019-09-22,517069
2019-09-23,541710
2019-09-24,541710
2019-09-25,541710
2019-09-26,541710
2019-09-27,541710
2019-09-28,541710
2019-09-29,541710
2019-09-30,565766
2019-10-01,565766
2019-10-02,565766
2019-10-03,565766
2019-10-04,565766
2019-10-05,565766
2019-10-06,565766
2019-10-07,565766
2019-10-08,590564
2019-10-09,590564
2019-10-10,590564
2019-10-11,590564
2019-10-12,590564
2019-10-13,590564
2019-10-14,617497
2019-10-15,617497
2019-10-16,617497
2019-10-17,617497
2019-10-18,617497
2019-10-19,646796
2019-10-20,646796
2019-10-21,646796
2019-10-22,646796
2019-10-23,646796
2019-10-24,675336
2019-10-25,675336
2019-10-26,675336
2019-10-27,675336
2019-10-28,675336
2019-10-29,706673
2019-10-30,706673
2019-10-31,706673
2019-11-01,706673
2019-11-02,706673
2019-11-03,706673
2019-11-04,739760
2019-11-05,739760
2019-11-06,739760
2019-11-07,739760
2019-11-08,739760
2019-11-09,739760
2019-11-10,739760
2019-11-11,773511
2019-11-12,773511
2019-11-13,773511
2019-11-14,773511
2019-11-15,773511
2019-11-16,773511
2019-11-17,773511
2019-11-18,773511
2019-11-19,773511
2019-11-20,808557
2019-11-21,808557
2019-11-22,808557
2019-11-23,808557
2019-11-24,808557
2019-11-25,808557
2019-11-26,808557
2019-11-27,808557
2019-11-28,808557
2019-11-29,845425
2019-11-30,845425
2019-12-01,845425
2019-12-02,845425
2019-12-03,845425
2019-12-04,845425
2019-12-05,845425
2019-12-06,845425
2019-12-07,883371
2019-12-08,883371
2019-12-09,883371
2019-12-10,883371
2019-12-11,883371
2019-12-12,883371
2019-12-13,883371
2019-12-14,922881
2019-12-15,922881
2019-12-16,922881
2019-12-17,922881
2019-12-18,922881
2019-12-19,922881
2019-12-20,922881
2019-12-21,966123
2019-12-22,966123
2019-12-23,966123
2019-12-24,966123
2019-12-25,966123
2019-12-26,966123
2019-12-27,966123
2019-12-28,1008973
2019-12-29,1008973
2019-12-30,1008973
2019-12-31,1008973
2020-01-01,1008973
2020-01-02,1008973
2020-01-03,1053397
2020-01-04,1053397
2020-01-05,1053397
2020-01-06,1053397
2020-01-07,1053397
2020-01-08,1053397
2020-01-09,1053397
2020-01-10,1100276
2020-01-11,1100276
2020-01-12,1100276
2020-01-13,1100276
2020-01-14,1100276
2020-01-15,1100276
2020-01-16,1151868
2020-01-17,1151868
2020-01-18,1151868
2020-01-19,1151868
2020-01-20,1151868
2020-01-21,1203898
2020-01-22,1203898
2020-01-23,1203898
2020-01-24,1203898
2020-01-25,1203898
2020-01-26,1259482
2020-01-27,1259482
2020-01-28,1259482
2020-01-29,1259482
2020-01-30,1259482
2020-01-31,1259482
2020-02-01,1259482
2020-02-02,1317902
2020-02-03,1317902
2020-02-04,1317902
2020-02-05,1317902
2020-02-06,1317902
2020-02-07,1317902
2020-02-08,1379088
2020-02-09,1379088
2020-02-10,1379088
2020-02-11,1379088
2020-02-12,1379088
2020-02-13,1379088
2020-02-14,1444226
2020-02-15,1444226
2020-02-16,1444226
2020-02-17,1444226
2020-02-18,1444226
2020-02-19,1444226
2020-02-20,1511192
2020-02-21,1511192
2020-02-22,1511192
2020-02-23,1511192
2020-02-24,1511192
2020-02-25,1511192
2020-02-26,1578226
2020-02-27,1578226
2020-02-28,1578226
2020-02-29,1578226
2020-03-01,1578226
2020-03-02,1649558
2020-03-03,1649558
2020-03-04,1649558
2020-03-05,1649558
2020-03-06,1649558
2020-03-07,1649558
2020-03-08,1725125
2020-03-09,1725125
2020-03-10,1725125
2020-03-11,1725125
2020-03-12,1725125
2020-03-13,1725125
2020-03-14,1805282
2020-03-15,1805282
2020-03-16,1805282
2020-03-17,1805282
2020-03-18,1805282
2020-03-19,1805282
2020-03-20,1889297
2020-03-21,1889297
2020-03-22,1889297
2020-03-23,1889297
2020-03-24,1978707
2020-03-25,1978707
2020-03-26,1978707
2020-03-27,1978707
2020-03-28,2064506
2020-03-29,2064506
2020-03-30,2064506
2020-03-31,2152916
2020-04-01,2152916
2020-04-02,2152916
2020-04-03,2152916
2020-04-04,2250680
2020-04-05,2250680
2020-04-06,2250680
2020-04-07,2250680
2020-04-08,2357073
2020-04-09,2357073
2020-04-10,2357073
2020-04-11,2357073
2020-04-12,2357073
2020-04-13,2464569
2020-04-14,2464569
2020-04-15,2464569
2020-04-16,2464569
2020-04-17,2580010
2020-04-18,2580010
2020-04-19,2580010
2020-04-20,2580010
2020-04-21,2692351
2020-04-22,2692351
2020-04-23,2692351
2020-04-24,2692351
2020-04-25,2692351
2020-04-26,2816017
2020-04-27,2816017
2020-04-28,2816017
2020-04-29,2816017
2020-04-30,2941324
2020-05-01,2941324
2020-05-02,2941324
2020-05-03,2941324
2020-05-04,3073141
2020-05-05,3073141
2020-05-06,3073141
2020-05-07,3073141
2020-05-08,3073141
2020-05-09,3210193
2020-05-10,3210193
2020-05-11,3210193
2020-05-12,3210193
2020-05-13,3210193
