date_obj,Dark%20infinity%20colour%20kit price
2015-11-15,135821
2015-11-16,135821
2015-11-17,142167
2015-11-18,142167
2015-11-19,149276
2015-11-20,156740
2015-11-21,156740
2015-11-22,164506
2015-11-23,164506
2015-11-24,172023
2015-11-25,179715
2015-11-26,179715
2015-11-27,187447
2015-11-28,187447
2015-11-29,194240
2015-11-30,194240
2015-12-01,194991
2015-12-02,194991
2015-12-03,195949
2015-12-04,195949
2015-12-05,194894
2015-12-06,192794
2015-12-07,192794
2015-12-08,194472
2015-12-09,194064
2015-12-10,194064
2015-12-11,195260
2015-12-12,195260
2015-12-13,196415
2015-12-14,196415
2015-12-15,199224
2015-12-16,199224
2015-12-17,200441
2015-12-18,200441
2015-12-19,199932
2015-12-20,199932
2015-12-21,198099
2015-12-22,198099
2015-12-23,194593
2015-12-24,194593
2015-12-25,193796
2015-12-26,193796
2015-12-27,190250
2015-12-28,190250
2015-12-29,183766
2015-12-30,178070
2015-12-31,178070
2016-01-01,172501
2016-01-02,172501
2016-01-03,165666
2016-01-04,159231
2016-01-05,159231
2016-01-06,152925
2016-01-07,152925
2016-01-08,146869
2016-01-09,146869
2016-01-10,142145
2016-01-11,142145
2016-01-12,135936
2016-01-13,135936
2016-01-14,129139
2016-01-15,129139
2016-01-16,122706
2016-01-17,118224
2016-01-18,113080
2016-01-19,113080
2016-01-20,108165
2016-01-21,108165
2016-01-22,102756
2016-01-23,102756
2016-01-24,97767
2016-01-25,92921
2016-01-26,92921
2016-01-27,89533
2016-01-28,89533
2016-01-29,85664
2016-01-30,85664
2016-01-31,81885
2016-02-01,79876
2016-02-02,79876
2016-02-03,78265
2016-02-04,78265
2016-02-05,76809
2016-02-06,75126
2016-02-07,75126
2016-02-08,73049
2016-02-09,73049
2016-02-10,70856
2016-02-11,70856
2016-02-12,69661
2016-02-13,67757
2016-02-14,67757
2016-02-15,65444
2016-02-16,65444
2016-02-17,64593
2016-02-18,64593
2016-02-19,64112
2016-02-20,64112
2016-02-21,62813
2016-02-22,62813
2016-02-23,61928
2016-02-24,61928
2016-02-25,60233
2016-02-26,60233
2016-02-27,58850
2016-02-28,58850
2016-03-01,58350
2016-03-02,58001
2016-03-03,57897
2016-03-04,57897
2016-03-05,58423
2016-03-06,58197
2016-03-07,58197
2016-03-08,58204
2016-03-09,58153
2016-03-10,57383
2016-03-11,57383
2016-03-12,57068
2016-03-13,57068
2016-03-14,56302
2016-03-15,56682
2016-03-16,57585
2016-03-17,57585
2016-03-18,57721
2016-03-19,57721
2016-03-20,58047
2016-03-21,58047
2016-03-22,59321
2016-03-23,60902
2016-03-24,60902
2016-03-25,63570
2016-03-26,63570
2016-03-27,65332
2016-03-28,66586
2016-03-29,68199
2016-03-30,68199
2016-03-31,70870
2016-04-01,70870
2016-04-02,73363
2016-04-03,74205
2016-04-04,77225
2016-04-05,77225
2016-04-06,81069
2016-04-07,81069
2016-04-08,85123
2016-04-09,85123
2016-04-10,89251
2016-04-11,89251
2016-04-12,92376
2016-04-13,93778
2016-04-14,93778
2016-04-15,95786
2016-04-16,95786
2016-04-17,98505
2016-04-18,99713
2016-04-19,99713
2016-04-20,99025
2016-04-21,99025
2016-04-22,99369
2016-04-23,99003
2016-04-24,99003
2016-04-25,99656
2016-04-26,99656
2016-04-27,97782
2016-04-28,97782
2016-04-29,96861
2016-04-30,95288
2016-05-01,95288
2016-05-02,92835
2016-05-03,88563
2016-05-04,88563
2016-05-05,84134
2016-05-06,84134
2016-05-07,80566
2016-05-08,80566
2016-05-09,76983
2016-05-10,75821
2016-05-11,75821
2016-05-12,72853
2016-05-13,71052
2016-05-14,71052
2016-05-15,69130
2016-05-16,69130
2016-05-17,67206
2016-05-18,65116
2016-05-19,65116
2016-05-22,63009
2016-05-23,63644
2016-05-24,63644
2016-05-25,64959
2016-05-26,64325
2016-05-27,63672
2016-05-28,63672
2016-05-29,64832
2016-05-30,64832
2016-05-31,68074
2016-06-01,71393
2016-06-02,71393
2016-06-03,73632
2016-06-04,72981
2016-06-05,72981
2016-06-06,73429
2016-06-07,73429
2016-06-08,70433
2016-06-09,67605
2016-06-10,66779
2016-06-11,66779
2016-06-12,65114
2016-06-13,65114
2016-06-14,63748
2016-06-15,63748
2016-06-16,61046
2016-06-17,58539
2016-06-18,58539
2016-06-19,56340
2016-06-20,56340
2016-06-21,53944
2016-06-22,53944
2016-06-23,51385
2016-06-24,51385
2016-06-25,49132
2016-06-26,49132
2016-06-27,47537
2016-06-28,46405
2016-06-29,46405
2016-06-30,44356
2016-07-01,44962
2016-07-02,44962
2016-07-03,44720
2016-07-04,43753
2016-07-05,43753
2016-07-06,43809
2016-07-07,43809
2016-07-08,43454
2016-07-09,43454
2016-07-10,43598
2016-07-11,43995
2016-07-12,43995
2016-07-13,44687
2016-07-14,45843
2016-07-15,45843
2016-07-16,47417
2016-07-17,47417
2016-07-18,49428
2016-07-23,49878
2016-07-24,49309
2016-07-25,49309
2016-07-26,48514
2016-07-27,48514
2016-07-28,47614
2016-07-29,46873
2016-07-30,46873
2016-07-31,46375
2016-08-01,46375
2016-08-02,45820
2016-08-03,45820
2016-08-04,46131
2016-08-05,46131
2016-08-06,46215
2016-08-07,47057
2016-08-08,47057
2016-08-09,47695
2016-08-10,47695
2016-08-11,47068
2016-08-12,47068
2016-08-13,47638
2016-08-14,47638
2016-08-15,48039
2016-08-16,48039
2016-08-17,47423
2016-08-18,47423
2016-08-19,46920
2016-08-20,46920
2016-08-21,46209
2016-08-22,46209
2016-08-23,46056
2016-08-24,46056
2016-08-25,45395
2016-08-26,45395
2016-08-28,44792
2016-08-31,42865
2016-09-01,42865
2016-09-02,42751
2016-09-03,42751
2016-09-04,42894
2016-09-05,43126
2016-09-06,43126
2016-09-07,43244
2016-09-08,43244
2016-09-09,44734
2016-09-10,44734
2016-09-11,46801
2016-09-12,46801
2016-09-13,48149
2016-09-14,48149
2016-09-15,48642
2016-09-16,48642
2016-09-17,48642
2016-09-18,47511
2016-09-19,47511
2016-09-20,47511
2016-09-21,46683
2016-09-22,46683
2016-09-23,46283
2016-09-24,46283
2016-09-25,46177
2016-09-26,46177
2016-09-27,45847
2016-09-28,45847
2016-09-29,46840
2016-09-30,46840
2016-10-01,47328
2016-10-02,47328
2016-10-03,47328
2016-10-04,47523
2016-10-05,47523
2016-10-06,46806
2016-10-07,46806
2016-10-08,46200
2016-10-09,46200
2016-10-10,46200
2016-10-11,46171
2016-10-12,46171
2016-10-13,46740
2016-10-14,46740
2016-10-15,46231
2016-10-16,46231
2016-10-17,46053
2016-10-18,46053
2016-10-19,46053
2016-10-20,45296
2016-10-21,45296
2016-10-22,45123
2016-10-23,45123
2016-10-24,44403
2016-10-25,44403
2016-10-26,44054
2016-10-27,44054
2016-10-28,44769
2016-10-29,44769
2016-10-30,44477
2016-10-31,44477
2016-11-01,43885
2016-11-02,43885
2016-11-03,42942
2016-11-04,42942
2016-11-05,42390
2016-11-06,42390
2016-11-07,42315
2016-11-08,42315
2016-11-09,41872
2016-11-10,41872
2016-11-11,41786
2016-11-12,41786
2016-11-13,41948
2016-11-14,41948
2016-11-15,41383
2016-12-07,42944
2016-12-08,42507
2016-12-09,42507
2016-12-10,42740
2016-12-11,43241
2016-12-12,43241
2016-12-13,43232
2016-12-14,43232
2016-12-15,42990
2016-12-16,42990
2016-12-17,42858
2016-12-18,42858
2016-12-19,42680
2016-12-20,42680
2016-12-21,42608
2016-12-22,42608
2016-12-23,42613
2016-12-24,42613
2016-12-25,42396
2016-12-26,42396
2016-12-27,41928
2016-12-28,41928
2016-12-29,41666
2016-12-30,41666
2016-12-31,40909
2017-01-01,40909
2017-01-02,40639
2017-01-03,40639
2017-01-04,40223
2017-01-05,40223
2017-01-06,40242
2017-01-07,39665
2017-01-08,39665
2017-01-09,39340
2017-01-10,39340
2017-01-11,39255
2017-01-12,39521
2017-01-13,39521
2017-01-14,39228
2017-01-15,39292
2017-01-16,39292
2017-01-17,39136
2017-01-18,39149
2017-01-19,39149
2017-01-20,38946
2017-01-21,39246
2017-01-22,39246
2017-01-23,39409
2017-01-27,39916
2017-01-28,39535
2017-01-29,40246
2017-01-30,40246
2017-01-31,41254
2017-02-01,41442
2017-02-02,41442
2017-02-03,41154
2017-02-04,40509
2017-02-05,40509
2017-02-06,40035
2017-02-07,40035
2017-02-08,39772
2017-02-09,39772
2017-02-10,39768
2017-02-11,39768
2017-02-12,39251
2017-02-13,39878
2017-02-14,39878
2017-02-15,39802
2017-02-16,39508
2017-02-18,39579
2017-02-19,39302
2017-02-20,39302
2017-02-21,39194
2017-02-22,39194
2017-02-23,39140
2017-02-24,39140
2017-02-25,38676
2017-02-26,38676
2017-02-27,38060
2017-02-28,37974
2017-03-01,37974
2017-03-02,38365
2017-03-03,38365
2017-03-04,39185
2017-03-05,39185
2017-03-06,38804
2017-03-07,38804
2017-03-08,38841
2017-03-09,38841
2017-03-10,38307
2017-03-11,36676
2017-03-12,36676
2017-03-13,35089
2017-03-14,35089
2017-03-15,34480
2017-03-16,34480
2017-03-17,33238
2017-03-18,33238
2017-03-19,32591
2017-03-20,32591
2017-03-21,31969
2017-03-22,31969
2017-03-23,32035
2017-03-24,32035
2017-03-25,31637
2017-03-26,31637
2017-03-27,31430
2017-03-28,31430
2017-03-29,31070
2017-03-30,31070
2017-03-31,30593
2017-04-01,30593
2017-04-02,30902
2017-04-03,32429
2017-04-04,32429
2017-04-12,33365
2017-04-13,33638
2017-04-14,33638
2017-04-15,33590
2017-04-16,33345
2017-04-17,32632
2017-04-18,32632
2017-04-19,32740
2017-04-20,32740
2017-04-21,32229
2017-04-22,32229
2017-04-23,32272
2017-04-24,32272
2017-04-25,32386
2017-04-26,32386
2017-04-27,32421
2017-04-28,32421
2017-04-29,32328
2017-04-30,32328
2017-05-01,31786
2017-05-02,31786
2017-05-03,31184
2017-05-04,31537
2017-05-05,31537
2017-05-06,31437
2017-05-07,31437
2017-05-08,31527
2017-05-09,31650
2017-05-10,31650
2017-05-11,31439
2017-05-12,31439
2017-05-13,31748
2017-05-14,31748
2017-05-15,31803
2017-05-16,31803
2017-05-17,31937
2017-05-18,31937
2017-05-19,31358
2017-05-20,29915
2017-05-21,29915
2017-05-22,28682
2017-05-23,28682
2017-05-24,28462
2017-05-25,28462
2017-05-26,28136
2017-05-27,28316
2017-05-28,28316
2017-05-29,27767
2017-05-30,27767
2017-05-31,28215
2017-06-01,28215
2017-06-02,28010
2017-06-03,28010
2017-06-04,27543
2017-06-05,27543
2017-06-06,27383
2017-06-07,27383
2017-06-08,27063
2017-06-09,27063
2017-06-10,26737
2017-06-11,26737
2017-06-12,26453
2017-06-13,26453
2017-06-14,26077
2017-06-15,26077
2017-06-16,25995
2017-06-17,25995
2017-06-18,25255
2017-06-19,25255
2017-06-20,24785
2017-06-21,24785
2017-06-22,24736
2017-06-23,24736
2017-06-24,24361
2017-06-25,24361
2017-06-26,24285
2017-06-27,24285
2017-06-28,24320
2017-06-29,24320
2017-06-30,23939
2017-07-01,23939
2017-07-02,23939
2017-07-03,23947
2017-07-04,23947
2017-07-05,23873
2017-07-06,24078
2017-07-07,24078
2017-07-08,24592
2017-07-13,23946
2017-07-14,24373
2017-07-15,24373
2017-07-16,25161
2017-07-17,25161
2017-07-18,26379
2017-07-19,26379
2017-07-20,27698
2017-07-21,29036
2017-07-22,30418
2017-07-23,31851
2017-07-24,31851
2017-07-25,33444
2017-07-26,33444
2017-07-27,35115
2017-07-28,35115
2017-07-29,36657
2017-07-30,38429
2017-07-31,38429
2017-08-01,40321
2017-08-02,42331
2017-08-03,42331
2017-08-04,44448
2017-08-05,46206
2017-08-06,46206
2017-08-09,48278
2017-08-10,48278
2017-08-11,49525
2017-08-12,49525
2017-08-13,51787
2017-08-14,51787
2017-08-15,51591
2017-08-16,51591
2017-08-17,52848
2017-08-18,52848
2017-08-19,53976
2017-08-20,52631
2017-08-21,52631
2017-08-22,51323
2017-08-23,51323
2017-08-24,50544
2017-08-25,50544
2017-08-26,49296
2017-08-27,49296
2017-08-28,47150
2017-08-29,47150
2017-08-30,45164
2017-08-31,45164
2017-09-01,45164
2017-09-03,44825
2017-09-04,42712
2017-09-05,41241
2017-09-06,41241
2017-09-07,40710
2017-09-08,40710
2017-09-09,39668
2017-09-10,39120
2017-09-11,39120
2017-09-12,38264
2017-09-13,37512
2017-09-14,37512
2017-09-15,37453
2017-09-16,37453
2017-09-17,36833
2017-09-18,36833
2017-09-19,36639
2017-09-20,36875
2017-09-21,36875
2017-09-22,37301
2017-09-23,37301
2017-09-24,37915
2017-09-25,37915
2017-09-26,37959
2017-09-27,37959
2017-09-28,39283
2017-09-29,41223
2017-09-30,41223
2017-10-01,43243
2017-10-02,43243
2017-10-03,45406
2017-10-04,45406
2017-10-05,47677
2017-10-06,47677
2017-10-07,49998
2017-10-08,49998
2017-10-09,52177
2017-10-10,52177
2017-10-11,53421
2017-10-12,53421
2017-10-13,55180
2017-10-14,55180
2017-10-15,54607
2017-10-16,54001
2017-10-17,54001
2017-10-18,51960
2017-10-19,51960
2017-10-20,51498
2017-10-21,51498
2017-10-22,49479
2017-10-23,49479
2017-10-24,47005
2017-10-25,44727
2017-10-26,44727
2017-10-27,42490
2017-10-28,42490
2017-10-29,40365
2017-10-30,38439
2017-10-31,36613
2017-11-01,36613
2017-11-02,34782
2017-11-03,34782
2017-11-04,33105
2017-11-05,33105
2017-11-06,31815
2017-11-07,31815
2017-11-08,30915
2017-11-09,29572
2017-11-10,29572
2017-11-11,28678
2017-11-12,27774
2017-11-13,27774
2017-11-14,26796
2017-11-15,26796
2017-11-16,26341
2017-11-17,26341
2017-11-18,25582
2017-11-19,25582
2017-11-20,24759
2017-11-21,24759
2017-11-22,23969
2017-11-23,23969
2017-11-24,22785
2017-11-25,22785
2017-11-26,21645
2017-11-27,21645
2017-11-28,20583
2017-11-29,20380
2017-11-30,20380
2017-12-01,19885
2017-12-02,19885
2017-12-03,19344
2017-12-04,19344
2017-12-05,18867
2017-12-06,18867
2017-12-07,18253
2017-12-08,18253
2017-12-09,17853
2017-12-10,17275
2017-12-11,17275
2017-12-12,17329
2017-12-13,17329
2017-12-14,17794
2017-12-15,18404
2017-12-16,18404
2017-12-17,18866
2017-12-18,19340
2017-12-19,19340
2017-12-20,19805
2017-12-21,20587
2017-12-22,20587
2017-12-23,21417
2017-12-24,21417
2017-12-25,22309
2017-12-26,22309
2017-12-27,23396
2017-12-28,23396
2017-12-29,24422
2017-12-30,25611
2017-12-31,25611
2018-01-01,26207
2018-01-02,26207
2018-01-03,26786
2018-01-04,26786
2018-01-05,26745
2018-01-06,26857
2018-01-07,26857
2018-01-08,26504
2018-01-09,25909
2018-01-10,25909
2018-01-11,25581
2018-01-12,25581
2018-01-13,25354
2018-01-14,25097
2018-01-15,25247
2018-01-16,25039
2018-01-17,24330
2018-01-18,23867
2018-01-19,23867
2018-01-20,23780
2018-01-21,23780
2018-01-22,23973
2018-01-23,23829
2018-01-24,23829
2018-01-25,23534
2018-01-26,23534
2018-01-27,23115
2018-01-28,22950
2018-01-29,22738
2018-01-30,22738
2018-01-31,21910
2018-02-01,21910
2018-02-02,21858
2018-02-03,21707
2018-02-04,21707
2018-02-05,21490
2018-02-06,21045
2018-02-07,20661
2018-02-08,20661
2018-02-09,20371
2018-02-10,20371
2018-02-11,20009
2018-02-12,20009
2018-02-13,19626
2018-02-14,19626
2018-02-15,19507
2018-02-16,19507
2018-02-17,19175
2018-02-18,19175
2018-02-19,18900
2018-02-20,18900
2018-02-21,18778
2018-02-22,18778
2018-02-23,18670
2018-02-24,18670
2018-02-25,18540
2018-02-26,18540
2018-02-27,18152
2018-02-28,18152
2018-03-01,17426
2018-03-02,16707
2018-03-03,16589
2018-03-04,16589
2018-03-05,16312
2018-03-06,16312
2018-03-07,16224
2018-03-08,16224
2018-03-09,16625
2018-03-10,16625
2018-03-11,17119
2018-03-12,17119
2018-03-13,17724
2018-03-14,18343
2018-03-15,18343
2018-03-16,18683
2018-03-17,18683
2018-03-18,18900
2018-03-19,18900
2018-03-20,19160
2018-03-21,19160
2018-03-23,19253
2018-03-24,18956
2018-03-25,18956
2018-03-26,18999
2018-03-27,19251
2018-03-28,19251
2018-03-29,19189
2018-03-30,19189
2018-03-31,19100
2018-04-01,19100
2018-04-02,18734
2018-04-03,18734
2018-04-04,18506
2018-04-05,18506
2018-04-06,18677
2018-04-07,18677
2018-04-08,18448
2018-04-09,18448
2018-04-10,18373
2018-04-11,18373
2018-04-12,18291
2018-04-13,18291
2018-04-14,18317
2018-04-15,18237
2018-04-16,18237
2018-04-17,17860
2018-04-18,17860
2018-04-19,17602
2018-04-20,17602
2018-04-21,17540
2018-04-22,17540
2018-04-23,17362
2018-04-24,17362
2018-04-25,17363
2018-04-26,17363
2018-04-27,17363
2018-04-28,17354
2018-04-29,17354
2018-04-30,17040
2018-05-01,17040
2018-05-03,17432
2018-05-04,17627
2018-05-05,17793
2018-05-07,18165
2018-05-08,18165
2018-05-09,17836
2018-05-10,17836
2018-05-11,17366
2018-05-12,17366
2018-05-13,17456
2018-05-14,17497
2018-05-15,17497
2018-05-16,17469
2018-05-17,17469
2018-05-18,17452
2018-05-19,17370
2018-05-20,17370
2018-05-21,17173
2018-05-22,17173
2018-05-23,17037
2018-05-24,17037
2018-05-25,16856
2018-05-26,16838
2018-05-27,16838
2018-05-28,16564
2018-05-29,16564
2018-05-30,16400
2018-05-31,16400
2018-06-01,16474
2018-06-02,16415
2018-06-03,16415
2018-06-04,16281
2018-06-05,15658
2018-06-06,15658
2018-06-07,15658
2018-06-08,15514
2018-06-09,15514
2018-06-10,15269
2018-06-11,15269
2018-06-12,14937
2018-06-13,14937
2018-06-14,14604
2018-06-15,14604
2018-06-16,14615
2018-06-17,14615
2018-06-18,14796
2018-06-19,14796
2018-06-20,14796
2018-06-21,14911
2018-06-22,15304
2018-06-23,15304
2018-06-24,15931
2018-06-25,15931
2018-06-26,16522
2018-06-27,16522
2018-06-28,17276
2018-06-29,18124
2018-06-30,18124
2018-07-01,19031
2018-07-02,19031
2018-07-03,19960
2018-07-04,19960
2018-07-05,20941
2018-07-06,20941
2018-07-07,21553
2018-07-08,21553
2018-07-09,22439
2018-07-10,23351
2018-07-11,23351
2018-07-12,23351
2018-07-13,24326
2018-07-14,24620
2018-07-15,24620
2018-07-16,24615
2018-07-17,24978
2018-07-18,24978
2018-07-19,25395
2018-07-20,25395
2018-07-21,26199
2018-07-22,26199
2018-07-23,26583
2018-07-24,26583
2018-07-25,26793
2018-07-26,26793
2018-07-27,26561
2018-07-28,26561
2018-07-29,26507
2018-07-30,26507
2018-07-31,26214
2018-08-01,26214
2018-08-02,25874
2018-08-03,25874
2018-08-04,25538
2018-08-05,25538
2018-08-06,24940
2018-08-07,24940
2018-08-08,24342
2018-08-09,24342
2018-08-10,23968
2018-08-11,23968
2018-08-12,23705
2018-08-14,22959
2018-08-16,22691
2018-08-17,22458
2018-08-18,22458
2018-08-19,21776
2018-08-20,21520
2018-08-21,21520
2018-08-22,20775
2018-08-23,20775
2018-08-24,20229
2018-08-25,20336
2018-08-26,20336
2018-08-27,20258
2018-08-28,20156
2018-08-29,20156
2018-08-30,20167
2018-08-31,20147
2018-09-01,20155
2018-09-02,20155
2018-09-03,20391
2018-09-04,21325
2018-09-05,22392
2018-09-06,22392
2018-09-07,23317
2018-09-08,23317
2018-09-09,23587
2018-09-10,23968
2018-09-11,23968
2018-09-12,23775
2018-09-13,23775
2018-09-14,24189
2018-09-15,24929
2018-09-16,24929
2018-09-17,25895
2018-09-18,27130
2018-09-19,27130
2018-09-20,28179
2018-09-21,28179
2018-09-22,29393
2018-09-23,30754
2018-09-24,32272
2018-09-25,32272
2018-09-26,33886
2018-09-27,33886
2018-09-28,35574
2018-09-29,37296
2018-09-30,39070
2018-10-01,40952
2018-10-02,42887
2018-10-03,45032
2018-10-04,45032
2018-10-05,47284
2018-10-06,49649
2018-10-07,49649
2018-10-08,52132
2018-10-09,54715
2018-10-10,57407
2018-10-11,60201
2018-10-12,60201
2018-10-13,62589
2018-10-14,65621
2018-10-15,68747
2018-10-16,68747
2018-10-17,72166
2018-10-18,75599
2018-10-19,79379
2018-10-20,79379
2018-10-21,83282
2018-10-22,86276
2018-10-23,86276
2018-10-24,89990
2018-10-25,89990
2018-10-26,92907
2018-10-27,93990
2018-10-28,94233
2018-10-29,94233
2018-10-30,93929
2018-10-31,94149
2018-11-01,95080
2018-11-03,95855
2018-11-04,95102
2018-11-05,98027
2018-11-06,101666
2018-11-07,106453
2018-11-08,111704
2018-11-09,116400
2018-11-10,121790
2018-11-11,127880
2018-11-12,126742
2018-11-13,121379
2018-11-14,116530
2018-11-15,110703
2018-11-16,105694
2018-11-17,101350
2018-11-18,96282
2018-11-19,91467
2018-11-20,89348
2018-11-21,87066
2018-11-22,87114
2018-11-23,86503
2018-11-24,86968
2018-11-25,87616
2018-11-26,86924
2018-11-27,85875
2018-11-28,87433
2018-11-29,89656
2018-12-01,94785
2018-12-02,97264
2018-12-03,97264
2018-12-04,97598
2018-12-05,95498
2018-12-07,94400
2018-12-09,92162
2018-12-10,92201
2018-12-11,95216
2018-12-12,99388
2018-12-13,104038
2018-12-14,108892
2018-12-15,113546
2018-12-16,118302
2018-12-17,121153
2018-12-18,123455
2018-12-19,122670
2018-12-20,122037
2018-12-21,117685
2018-12-22,114789
2018-12-23,112840
2018-12-24,111822
2018-12-25,111822
2018-12-26,109688
2018-12-27,108901
2018-12-28,106026
2018-12-29,103018
2018-12-30,101544
2018-12-31,100090
2019-01-01,98550
2019-01-02,96996
2019-01-03,95794
2019-01-04,92439
2019-01-05,90827
2019-01-06,88129
2019-01-08,84404
2019-01-10,78057
2019-01-11,75789
2019-01-12,72978
2019-01-13,70528
2019-01-14,68140
2019-01-15,66068
2019-01-16,64743
2019-01-17,63442
2019-01-18,62690
2019-01-19,60492
2019-01-20,58406
2019-01-21,58406
2019-01-22,56199
2019-01-23,53525
2019-01-24,51634
2019-01-25,49161
2019-01-26,46702
2019-01-27,44602
2019-01-28,42684
2019-01-29,41007
2019-01-30,39395
2019-01-31,38678
2019-02-01,36911
2019-02-02,35708
2019-02-03,35120
2019-02-04,35120
2019-02-05,33734
2019-02-06,33734
2019-02-07,33063
2019-02-08,31865
2019-02-09,30634
2019-02-10,29643
2019-02-11,28305
2019-02-12,27764
2019-02-13,27433
2019-02-14,27433
2019-02-15,26665
2019-02-16,26054
2019-02-17,26025
2019-02-18,25789
2019-02-19,26392
2019-02-20,26622
2019-02-21,27463
2019-02-22,28346
2019-02-23,28675
2019-02-24,29400
2019-02-25,30196
2019-02-26,31221
2019-02-27,31824
2019-02-28,31824
2019-03-01,33172
2019-03-02,34259
2019-03-03,34524
2019-03-04,35184
2019-03-05,36506
2019-03-06,37355
2019-03-07,38152
2019-03-08,38152
2019-03-09,38269
2019-03-10,38496
2019-03-11,37794
2019-03-12,36531
2019-03-13,36531
2019-03-14,36057
2019-03-15,36030
2019-03-16,36102
2019-03-17,35558
2019-03-18,35558
2019-03-19,34982
2019-03-20,34292
2019-03-21,33752
2019-03-22,33752
2019-03-23,33277
2019-03-24,33317
2019-03-25,33317
2019-03-26,32740
